study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_carbon,cs137_activity,cs137_activity_se,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,ra226_activity,ra226_activity_se,delta_c13,age,age_se
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,34,36,Wac_Mangrove_36,0.07457552204002249,0.09721,0.6633463092755735,0.047243418492865306,0.9401542621858255,0.7384137665497108,6.111681140644531,0.23877020550097466,5.189405378124406,0.6838882331930893,-21.359713878936518,140.2488311991459,39.082340246063936
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,36,38,Wac_Mangrove_38,0.09172529365898238,0.07943,0.6114570635439814,0.02777224227823757,0.5898083813976356,0.5407009689607835,6.147630544044758,0.14597643350455342,5.56859376636987,0.5103600144376714,-21.062629494097276,370.07152697447253,33469.306118923676
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,38,40,Wac_Mangrove_40,0.08042203509194065,0.07799,0.45381444167907414,0.02628950494048965,4.96704087590868e-4,0.5176845371565783,5.526141911511718,0.15107216613941277,5.525652151905299,0.48757877355876983,-20.989124079291692,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,single set of methods,0,2,Wac_Mangrove_replicate_2,0.10172932710337565,0.1705,NA,NA,NA,NA,NA,NA,NA,NA,-25.118360010975977,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,single set of methods,6,8,Wac_Mangrove_replicate_8,0.1067963050817047,0.1275,NA,NA,NA,NA,NA,NA,NA,NA,-23.718612200907696,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,single set of methods,12,14,Wac_Mangrove_replicate_14,0.12212716152895672,0.1363,NA,NA,NA,NA,NA,NA,NA,NA,-22.493325712094297,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,single set of methods,18,20,Wac_Mangrove_replicate_20,0.1333004975837336,0.10640000000000001,NA,NA,NA,NA,NA,NA,NA,NA,-21.661591506111694,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,single set of methods,24,26,Wac_Mangrove_replicate_26,0.08847723085236119,0.113,NA,NA,NA,NA,NA,NA,NA,NA,-22.049057928898716,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,single set of methods,30,32,Wac_Mangrove_replicate_32,0.1171901060628925,0.0973,NA,NA,NA,NA,NA,NA,NA,NA,-21.39966893060513,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,single set of methods,36,38,Wac_Mangrove_replicate_38,0.1543479445706389,0.0911,NA,NA,NA,NA,NA,NA,NA,NA,-21.81092807313329,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,0,2,Wac_Transition_2,0.06327226347298076,0.22556,0.10329684384719096,0.024060632354370667,5.341585782319609,0.42240587014133757,8.01880603426921,0.3555952226525801,2.7568430930869794,0.2160996697410663,-20.54936231101666,3.3510064694542208,1.4864756142823898
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,2,4,Wac_Transition_4,0.0483311745625233,0.21492999999999998,0.28025760337477357,0.03576275778240123,5.098133430737648,0.5592528494964778,8.431656294664386,0.3319286013671287,3.4099452822119365,0.4396369014497439,-20.382926950575754,6.501779535916762,1.5740274569336152
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,4,6,Wac_Transition_6,0.04924063214837723,0.21747,0.37603527555441624,0.04360711122528758,6.6342850475750295,0.9311934254530191,9.63879017797281,0.37567673872289165,3.104512489481778,0.8366855402230153,-19.42107351784366,11.539753288727457,1.7115721733366733
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,6,8,Wac_Transition_8,0.05118946983234995,0.22333999999999998,0.2190497666713006,0.03223229753863672,5.037513939099393,0.5063747416808059,8.654067840283838,0.34378279301218945,3.693760997261927,0.3611497448843442,-18.61442361141228,15.211335321136389,1.8482999007239875
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,8,10,Wac_Transition_10,0.045342956780431806,0.22097,0.3213106067441188,0.03909419621244521,6.539948546684731,0.6111287992495541,8.20010335032136,0.33444719606116097,1.7609383462391508,0.5002011963638199,-19.692679688869916,20.114713291945595,2.067205875039256
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,10,12,Wac_Transition_12,0.056256447810679,0.20287,0.3396200312889593,0.04254633585417156,4.3997392720963076,0.6871345988990158,6.90402594226411,0.3251331462058571,2.5724582643059795,0.5932319991774222,-18.55315906155673,25.048585671117245,2.2879812837186924
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,12,14,Wac_Transition_14,0.061193503276743215,0.20120000000000002,0.35357994255455977,0.03635262835750535,3.3987606519403086,0.5938377533300312,6.204204760044833,0.25607166780706925,2.8595334187298467,0.525295787201746,-18.610339308088577,31.327728823485067,2.569783973586129
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,14,16,Wac_Transition_16,0.05586668027388445,0.18917,0.5450689155089335,0.043424184644729726,5.700502125256071,0.48771120065115015,8.54522966140175,0.28932239134712573,2.935926404949047,0.3828900933324604,-18.8329338392304,42.35466541362022,3.4441807946355865
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,16,18,Wac_Transition_18,0.05534699022482506,0.21945,0.3362355101785821,0.03572524308825397,2.996546656749713,0.34948186285188837,5.323757206205364,0.2394353939747345,2.375402077925344,0.24680221796087845,-19.13925658850814,51.65940635633947,4.469793206091798
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,18,20,Wac_Transition_20,0.07015815662301769,0.20476,0.4830561066219163,0.03085427329847736,3.2891027691448325,0.1819121900013662,4.610339073606726,0.1616704916009778,1.3655607810397763,0.07790249899194243,-18.542948303247474,70.03174376147,7.938047151433992
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,20,22,Wac_Transition_22,0.08405986543535639,0.14224,NA,NA,NA,NA,NA,NA,NA,NA,-18.90338807156428,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,22,24,Wac_Transition_24,0.06950854406169346,0.16429,NA,NA,NA,NA,NA,NA,NA,NA,-19.092287100285553,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,24,26,Wac_Transition_26,0.05456745515123598,0.18596000000000001,0.6135595592423151,0.03097536298222799,2.0281148717139024,0.5158902574031424,4.675507307323505,0.14374871391622543,2.6793280642792987,0.48699429461244725,-19.761091769541945,84.85051216660527,11.896082922251013
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,26,28,Wac_Transition_28,0.05703598288426808,0.21373999999999999,0.5403452819745809,0.04221168326289558,1.5448286293101514,0.4469591847516599,4.411567095879618,0.2022718974763016,2.8949514970032695,0.3893948862906039,-18.962610469757976,104.56939840016574,20.87189625090344
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,28,30,Wac_Transition_30,0.05625644781067901,0.18587,0.7613880647344373,0.038333573351822206,2.039850788536703,0.3313869000652627,5.118503540329325,0.16858022972697195,3.110430503066427,0.279290288213728,-18.620550066397833,194.41007710311737,338.8103217590216
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,30,32,Wac_Transition_32,0.05300838500405781,0.16105,0.27263219249217224,0.019567245011600728,0.13010944158409357,0.37628553208342724,3.4231715367537734,0.11565730963309644,3.295449168447417,0.35080822698373587,-17.455502543311503,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,32,34,Wac_Transition_34,0.08042203509194064,0.13625,0.11115452877024135,0.013584532982616911,-1.4439766359557535,0.44475968017819995,2.6282206263013923,0.1105394640160461,4.050308936484332,0.4238403757445431,-17.82104769078294,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,34,36,Wac_Transition_36,0.08652839316838848,0.11779,0.08786652606109369,0.0105198671468862,-1.351935798721801,0.46797418790537937,3.2248933166905687,0.10506503823803395,4.551799138849289,0.44713201959787713,-18.949336483955943,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,36,38,Wac_Transition_38,0.09783165173543022,0.11907999999999999,0.13581015021096432,0.01440740681750979,-1.0545501790017537,0.5176989637139505,3.7736562398021367,0.12687555391237254,4.808505665164261,0.4919293843684842,-20.247123865062623,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,single set of methods,38,40,Wac_Transition_40,0.09549304651466295,0.11672,0.11588693068395185,0.0172331690189593,-1.701700937682633,0.452376256119795,1.0560309602192728,0.08831831784282684,2.7343698000385,0.43733709336320553,-21.517342198734312,NA,NA
