study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_carbon,cs137_peak_age,cs137_activity,cs137_unit,total_pb210_activity,pb210_unit
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,16,18,L1,0.39459639587324313,0.03935,1964,0.0843589506238134,picocuriesPerGram,2.803048521923877,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,18,20,L1,NA,NA,NA,NA,NA,NA,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,20,22,L1,0.40402137651652453,0.02974,1964,0,picocuriesPerGram,2.043627149137791,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,22,24,L1,NA,NA,NA,NA,NA,NA,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,24,26,L1,0.4466898936441818,0.02614,1964,0,picocuriesPerGram,2.7449123322816784,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,26,28,L1,NA,NA,NA,NA,NA,NA,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,28,30,L1,0.34684133249766985,0.03205,1964,0.05669135516003208,picocuriesPerGram,2.6761811268348397,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,30,35,L1,NA,NA,NA,NA,NA,NA,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,35,40,L1,0.384815867003367,0.0277,1964,0,picocuriesPerGram,2.502562580027196,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,40,45,L1,NA,NA,NA,NA,NA,NA,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,45,50,L1,0.4329226264510781,0.02897,1964,0,picocuriesPerGram,2.731534177637852,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,50,55,L1,NA,NA,NA,NA,NA,NA,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,55,60,L1,0.4954334170854271,0.04317999999999999,1964,0,picocuriesPerGram,2.0403499377520573,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,0,2,P1,0.32595479849490944,0.06807,1964,0.18420174803471492,picocuriesPerGram,6.372721230048385,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,2,4,P1,NA,NA,1964,0.2138123049459876,picocuriesPerGram,4.71590315801183,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,4,6,P1,0.6101184546825376,0.04128,1964,0.15742514007722702,picocuriesPerGram,2.8737757104944923,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,6,8,P1,NA,NA,1964,0.10709474849692904,picocuriesPerGram,3.8777402803432417,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,8,10,P1,0.6054327895613675,0.03245,1964,0.12291126425466498,picocuriesPerGram,2.670032633917633,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,10,12,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,12,14,P1,0.714234177689303,0.02736,1964,0.05732366290275368,picocuriesPerGram,3.535147631667389,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,14,16,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,16,18,P1,0.6438115933044223,0.03036,1964,0,picocuriesPerGram,2.183662926879085,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,18,20,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,20,22,P1,0.5401914069326985,0.02635,1964,0,picocuriesPerGram,2.7758093602039535,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,22,24,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,24,26,P1,0.6113639742688458,0.02448999999999999,1964,0,picocuriesPerGram,2.079093152915861,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,26,28,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,28,30,P1,0.4090763309761274,0.02623,1964,0,picocuriesPerGram,2.5844618185214485,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,30,35,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,35,40,P1,0.5442795554226475,0.02522,1964,0,picocuriesPerGram,2.4166846754520876,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,40,45,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,45,50,P1,0.5544090242881073,0.02508,1964,0,picocuriesPerGram,1.8070099564226925,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,50,55,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P1,single set of methods,55,60,P1,0.63134375,0.02678999999999999,1964,0,picocuriesPerGram,0.9826483170955882,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,0,2,L2,0.3202946755212867,0.05887,1964,0.19557280627916668,picocuriesPerGram,9.503301057777776,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,2,4,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,4,6,L2,0.3741114775226431,0.05697,1964,0.1901047921266808,picocuriesPerGram,7.960401795013563,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,6,8,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,8,10,L2,0.4377391441225704,0.04747,1964,0.18885526830537433,picocuriesPerGram,6.428068705349746,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,10,12,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,12,14,L2,0.4208462340052594,0.05508,1964,0.1840858492838542,picocuriesPerGram,6.960425579427083,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,14,16,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,16,18,L2,0.4372812026927465,0.04942,1964,0.21963865190106296,picocuriesPerGram,6.252810768545016,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,18,20,L2,NA,NA,1964,0.2790661199847208,picocuriesPerGram,5.849792756545259,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,20,22,L2,0.49058595419110823,0.04106,1964,0.2768387014162929,picocuriesPerGram,5.526723569195315,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,22,24,L2,NA,NA,1964,0.29560067061898315,picocuriesPerGram,4.6570356464036795,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,24,26,L2,0.4583957563954,0.03675,1964,0.2522235411032864,picocuriesPerGram,4.838094875365154,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,26,28,L2,NA,NA,1964,0.30970323912037034,picocuriesPerGram,5.291683981613219,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,28,30,L2,0.7386685134688923,0.03472,NA,NA,NA,NA,NA
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,30,35,L2,NA,NA,1964,0.36742287477401125,picocuriesPerGram,3.4102152895362523,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,35,40,L2,0.4921875,0.04087,1964,0.29143696560307014,picocuriesPerGram,3.158649268792641,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,40,45,L2,NA,NA,1964,0.11414958974259258,picocuriesPerGram,2.7058009956172833,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,45,50,L2,0.5639375,0.0283,1964,0.06998907537128712,picocuriesPerGram,2.4145025416931114,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,50,55,L2,NA,NA,1964,0,picocuriesPerGram,2.3623262572601007,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L2,single set of methods,55,60,L2,0.5567542270531401,0.02758,1964,0,picocuriesPerGram,2.2598736330123943,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,0,2,P2,0.8756484864391489,0.02204,1964,0.19237140502791675,picocuriesPerGram,6.324782644298489,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,2,4,P2,NA,NA,1964,0.2899316132365129,picocuriesPerGram,8.159226769514767,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,4,6,P2,0.8512832836176553,0.02093,1964,0.36604245133657554,picocuriesPerGram,6.618410781307486,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,6,8,P2,NA,NA,1964,0.3798037136332499,picocuriesPerGram,3.90062448482547,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,8,10,P2,0.7594403516259195,0.02609,1964,0.3717806042974347,picocuriesPerGram,4.455949147093245,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,10,12,P2,NA,NA,1964,0,picocuriesPerGram,NA,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,12,14,P2,1.0788179145309589,0.02847,1964,0.2144058715188419,picocuriesPerGram,3.091247830863204,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,14,16,P2,NA,NA,1964,0,picocuriesPerGram,NA,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,16,18,P2,0.6120266106854292,0.03329,1964,0.10865050928060678,picocuriesPerGram,3.3401112002639666,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,18,20,P2,NA,NA,1964,0,picocuriesPerGram,3.0618202659033513,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,20,22,P2,0.6007342335004581,0.0318,1964,0,picocuriesPerGram,3.656357338936501,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,22,24,P2,NA,NA,1964,0,picocuriesPerGram,2.73565998208845,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,24,26,P2,0.5154343814746705,0.03499,1964,0,picocuriesPerGram,3.193532247583714,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,26,28,P2,NA,NA,1964,0,picocuriesPerGram,NA,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,28,30,P2,0.4595776228176481,0.01782,NA,NA,NA,NA,NA
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,30,35,P2,NA,NA,1964,0,picocuriesPerGram,2.556057004881683,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,35,40,P2,0.7730521637301524,0.01825,1964,0,picocuriesPerGram,NA,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,40,45,P2,NA,NA,1964,0,picocuriesPerGram,2.1183533751210497,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,45,50,P2,0.5742780804969861,0.01874,1964,0,picocuriesPerGram,NA,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,50,55,P2,NA,NA,1964,0,picocuriesPerGram,2.0396137714226694,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_P2,single set of methods,55,60,P2,0.8032311856903566,0.02593999999999999,1964,0,picocuriesPerGram,NA,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,0,2,L1,0.2258265185685351,0.11232,1964,0.1511729392210145,picocuriesPerGram,2.676897501030989,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,2,4,L1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,4,6,L1,0.2850095401614885,0.13064,1964,0.08891693852201257,picocuriesPerGram,1.7479142504537064,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,6,8,L1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,8,10,L1,0.35631681761950057,0.10091,1964,0.09233146045585162,picocuriesPerGram,1.7954344530900137,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,10,12,L1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,12,14,L1,0.265675375322235,0.10447,1964,0.1229682366980895,picocuriesPerGram,2.1881422354470423,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,14,16,L1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,16,18,L1,0.2797122634364369,0.10282,1964,0.11866010095588236,picocuriesPerGram,1.8300160528674472,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,18,20,L1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,20,22,L1,0.294247567941676,0.12477,1964,0.12806675169503157,picocuriesPerGram,1.449021893888965,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,22,24,L1,NA,NA,1964,0.20035595189121755,picocuriesPerGram,2.0895169803310045,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,24,26,L1,0.25214653871455495,0.14196,1964,0.3350527345122894,picocuriesPerGram,1.543792408318227,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,26,28,L1,NA,NA,1964,0.2484558946266569,picocuriesPerGram,1.0139655168291866,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,28,30,L1,0.2335617465136389,0.11057,1964,0.3028370370074456,picocuriesPerGram,1.308847036791237,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,30,35,L1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,35,40,L1,0.224095643939394,0.1265,1964,0.01598613043640439,picocuriesPerGram,0.29805114216735806,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,40,45,L1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,45,50,L1,0.21055814302884612,0.1144,1964,0.00943545140877765,picocuriesPerGram,0.4265627515052592,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L1,single set of methods,50,55,L1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,0,2,P1,0.1739485642154221,0.12495,1964,0.568353496482412,picocuriesPerGram,11.379188216952818,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,2,4,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,4,6,P1,0.10593685886300525,0.14355,1964,0.5862197513866451,picocuriesPerGram,8.899749324605096,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,6,8,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,8,10,P1,0.1930085362274218,0.13901,1964,0.490013372368421,picocuriesPerGram,7.8152146856725135,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,10,12,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,12,14,P1,0.26065284149627005,0.11311,1964,0.8973755045463394,picocuriesPerGram,5.79384957888759,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,14,16,P1,NA,NA,1964,1.0518695783814291,picocuriesPerGram,6.121457910450203,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,16,18,P1,0.2354215512768907,0.09855,1964,1.688814890358362,picocuriesPerGram,5.127012000560928,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,18,20,P1,NA,NA,1964,1.434176499380072,picocuriesPerGram,5.0746042336814945,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,20,22,P1,0.24939148512570877,0.07971,1964,1.0065292420685694,picocuriesPerGram,5.524495263041338,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,22,24,P1,NA,NA,1964,1.7122287271214307,picocuriesPerGram,4.058796770345417,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,24,26,P1,0.21983218583173844,0.12233,1964,2.4010238244255744,picocuriesPerGram,4.094204376789877,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,26,28,P1,NA,NA,1964,0.7945108252910386,picocuriesPerGram,4.469595896363764,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,28,30,P1,0.28093246194032484,0.0525,1964,0.27657363040851557,picocuriesPerGram,3.1782472611238974,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,30,35,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,35,40,P1,0.3309654850746269,0.08721,1964,0.068176556355892,picocuriesPerGram,3.066622284269324,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,40,45,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,45,50,P1,0.3511843069514238,0.05809,1964,0,picocuriesPerGram,3.142300012621023,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,50,55,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P1,single set of methods,55,60,P1,0.3604882154882156,0.05493000000000001,1964,0,picocuriesPerGram,2.850990317333333,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,0,2,L2,0.21961955188153515,0.2006,1964,0.6786140748,picocuriesPerGram,12.116708848666669,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,2,4,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,4,6,L2,0.22447012234164493,0.14864,1964,0.5890747177083332,picocuriesPerGram,9.544277552263583,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,6,8,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,8,10,L2,0.2788413484695006,0.1386,1964,0.5183857515833333,picocuriesPerGram,8.742294527760416,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,10,12,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,12,14,L2,0.203338761489135,0.14538,1964,0.6550388137017144,picocuriesPerGram,8.748868263029875,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,14,16,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,16,18,L2,0.2616872448496179,0.14284,1964,0.8357115372332756,picocuriesPerGram,7.869749920791682,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,18,20,L2,NA,NA,1964,1.2325475867481772,picocuriesPerGram,6.576460425956864,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,20,22,L2,0.255452500596146,0.1353,1964,1.8523505574181116,picocuriesPerGram,6.25714096018786,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,22,24,L2,NA,NA,1964,1.639164431884058,picocuriesPerGram,4.860481034014836,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,24,26,L2,0.1687152538765725,0.13225,1964,1.0509382080342535,picocuriesPerGram,4.645977319274029,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,26,28,L2,NA,NA,1964,0.5292569759542861,picocuriesPerGram,4.507118844662128,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,28,30,L2,0.1280404110442632,0.11694,1964,0.6944137531426906,picocuriesPerGram,4.034868081474081,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,30,35,L2,NA,NA,1964,0.2695266940164003,picocuriesPerGram,3.8420251216977466,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,35,40,L2,0.4578504247572816,0.05138,1964,0.0775689990875477,picocuriesPerGram,3.1808967787916136,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,40,45,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,45,50,L2,0.7475679905582924,0.02162999999999999,1964,0,picocuriesPerGram,2.796507766032742,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,50,55,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_L2,single set of methods,55,60,P2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P2,single set of methods,0,2,P2,0.14735717975163462,0.17225,1964,0.527868538607217,picocuriesPerGram,10.13528741244808,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P2,single set of methods,2,4,P2,NA,NA,1964,0.800098218765432,picocuriesPerGram,5.570435066100822,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P2,single set of methods,4,6,P2,0.13599852767989465,0.16364,1964,0.8348482473346935,picocuriesPerGram,8.452551335805085,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P2,single set of methods,6,8,P2,NA,NA,1964,0.8432807091875988,picocuriesPerGram,6.755100429070491,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P2,single set of methods,8,10,P2,0.19382624224502187,0.17588,1964,1.0643198433746246,picocuriesPerGram,6.075973838813813,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P2,single set of methods,10,12,P2,NA,NA,1964,0.7929544846693122,picocuriesPerGram,5.113910688503086,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P2,single set of methods,12,14,P2,0.21588406190487155,0.12419,1964,0.3870957120156552,picocuriesPerGram,3.1578750469842327,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P2,single set of methods,14,16,P2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P2,single set of methods,16,18,P2,0.32710347834035175,0.11656999999999999,1964,0.2661912137889566,picocuriesPerGram,3.089124452574526,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P2,single set of methods,18,20,P2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Fresh_P2,single set of methods,20,22,P2,0.5206879494687829,0.04156,1964,0,picocuriesPerGram,2.450153769675926,disintegrationsPerMinutePerGram
