study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_carbon,cs137_peak_age,cs137_activity,cs137_unit,total_pb210_activity,pb210_unit
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,4,6,P1,0.391350564803436,0.05474999999999999,1964,0.13115675096769036,picocuriesPerGram,7.41020355992749,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,6,8,P1,0.476939919162981,0.03081,1964,0.10967105343509984,picocuriesPerGram,6.226961378584229,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,8,10,P1,0.2508322466616193,0.05019,1964,0.10885437037089202,picocuriesPerGram,6.636694987532603,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,10,12,P1,0.2917483973900006,0.05535,1964,0.12058055254499216,picocuriesPerGram,6.490297303984089,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,12,14,P1,0.5592952692771794,0.0364,1964,0.08407126958496253,picocuriesPerGram,5.675389042019658,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,14,16,P1,0.5345043153419669,0.02162999999999999,1964,0.04871283491777603,picocuriesPerGram,4.255834214891673,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,16,18,P1,0.5414028889468586,0.02592999999999999,1964,0.05637770304447853,picocuriesPerGram,4.919270102760736,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,18,20,P1,0.45776953795866054,0.03642,1964,0.08836120765625001,picocuriesPerGram,5.7392982847907525,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,20,22,P1,0.382531643106616,0.03272,1964,0.13621399857276387,picocuriesPerGram,5.143948682454942,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,22,24,P1,0.32536627314071287,0.03131,1964,0.1362022468689788,picocuriesPerGram,4.92306897024383,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,24,26,P1,0.4021777557975516,0.03836,1964,0.11652027383241756,picocuriesPerGram,5.127454673106274,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,26,28,P1,0.340197349882639,0.03809,1964,0.1639636541455453,picocuriesPerGram,4.9268265852534565,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,28,30,P1,0.27489345889612565,0.04316,1964,0.1165045649987361,picocuriesPerGram,5.667808628208909,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,0,2,L2,0.2792868521145373,0.09044,1964,0.15593154292279413,picocuriesPerGram,4.492106592436975,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,2,4,L2,0.3867849523394398,0.08324999999999999,1964,0.1462449646743628,picocuriesPerGram,3.443118168121759,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,4,6,L2,0.3810855456793198,0.07173,1964,0.8535572440263606,picocuriesPerGram,2.7273504311224492,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,6,8,L2,0.3910916069101278,0.06826,1964,0.1269308892221678,picocuriesPerGram,2.8868836618035147,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,8,10,L2,0.3226834792356383,0.05439,1964,0.15584505842866056,picocuriesPerGram,2.168039381811564,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,10,12,L2,0.3939306226980391,0.05347,1964,0.1374043470777515,picocuriesPerGram,2.591830654424963,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,12,14,L2,0.3837341327235792,0.05094999999999999,1964,0.04856708157118745,picocuriesPerGram,2.6772852215492895,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,14,16,L2,0.47743809586800035,0.05202,1964,0,picocuriesPerGram,2.6043592376356335,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,16,18,L2,0.4859827578200421,0.04356,1964,0.03849824559202528,picocuriesPerGram,2.3773415643032254,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,18,20,L2,0.4642005450787843,0.03908,1964,0,picocuriesPerGram,1.85191730061019,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,20,22,L2,0.4570532583044071,0.03861,1964,0.02382139022946653,picocuriesPerGram,2.839510147275531,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,22,24,L2,0.4875978776025503,0.03438,1964,0.01238770099878821,picocuriesPerGram,1.8491928559014832,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,24,26,L2,0.4340643684852644,0.03492999999999999,1964,0,picocuriesPerGram,1.5230972987897928,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,26,28,L2,0.42963252300383115,0.03001999999999999,1964,0,picocuriesPerGram,1.443077244672428,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_L2,single set of methods,28,30,L2,0.4386132709322272,0.03138,1964,0,picocuriesPerGram,2.2587356496039863,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,0,2,P2,0.3880622660414626,0.0771,1964,0.3768751946314102,picocuriesPerGram,5.425562502938033,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,2,4,P2,0.3641703266367409,0.06065,1964,0.35385749242374487,picocuriesPerGram,3.7577358878308034,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,4,6,P2,0.3640069825879116,0.05314,1964,0.2780262230051989,picocuriesPerGram,3.195334611990154,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,6,8,P2,0.4193560028461501,0.04373999999999999,1964,0.2145735993014184,picocuriesPerGram,3.5890126335224584,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,8,10,P2,0.4447138324803552,0.04264,1964,0.10736829830151888,picocuriesPerGram,3.681748921706805,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,10,12,P2,0.40458765237407607,0.04026,1964,0.0841228740771099,picocuriesPerGram,3.3268045028081357,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,12,14,P2,0.4032264011471346,0.04418999999999999,1964,0.09728205152002252,picocuriesPerGram,3.2097258622332676,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,14,16,P2,0.38249349516014686,0.04910999999999999,1964,0.08231311163971201,picocuriesPerGram,2.844594627452003,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,16,18,P2,0.4394236216067029,0.04101,1964,0.05990429441965485,picocuriesPerGram,2.518690663605739,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,18,20,P2,0.40974963276643495,0.0446,1964,0.0521235955685584,picocuriesPerGram,2.7249652862181257,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,20,22,P2,0.4469114859182534,0.04138,1964,0.05148883964377186,picocuriesPerGram,2.8217377461425537,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,22,24,P2,0.4459858668182191,0.04394999999999999,1964,0,picocuriesPerGram,2.329667368910883,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,24,26,P2,0.4471794227760796,0.02379,1964,0,picocuriesPerGram,1.3841173351730716,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,26,28,P2,0.40560197501444606,0.03851,1964,0,picocuriesPerGram,2.18015375343925,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Salt_P2,single set of methods,28,30,P2,0.4387463049846786,0.03919,1964,0,picocuriesPerGram,2.3707835980586993,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,0,2,L1,0.34501350582596785,0.11323,1964,0.32496062747587967,picocuriesPerGram,9.944217551235967,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,2,4,L1,0.29364792824830016,0.10094,1964,0.364861463515651,picocuriesPerGram,9.716318357961482,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,4,6,L1,0.26463151371333793,0.0906,1964,0.3539791387589758,picocuriesPerGram,8.12312705565791,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,6,8,L1,0.323691825362938,0.09695,1964,0.3753725330507361,picocuriesPerGram,8.899976345513494,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,8,10,L1,0.29964971600394724,0.12418,1964,0.4847367603282595,picocuriesPerGram,6.095723262671689,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,10,12,L1,0.17998436417836527,0.1105,1964,0.564071546328523,picocuriesPerGram,6.6303272978447465,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,12,14,L1,0.27868781241594764,0.13279,1964,0.5657779774599812,picocuriesPerGram,5.606791025436808,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,14,16,L1,0.2762155229010858,0.12453,1964,0.8075678857310606,picocuriesPerGram,6.169046283244949,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,16,18,L1,0.23963135636501193,0.12057,1964,0.9996971252608192,picocuriesPerGram,4.601554921958183,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,18,20,L1,0.3076757660388742,0.11159,1964,1.2607151640442498,picocuriesPerGram,3.7922749967336777,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,20,22,L1,0.36416389650378794,0.09489,1964,1.0083018051392068,picocuriesPerGram,4.527727638547228,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,22,24,L1,0.4483637846081987,0.08414999999999999,1964,0.5953475365803484,picocuriesPerGram,4.003311569141927,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,24,26,L1,0.3812936216673731,0.07364,1964,0.4685223402684689,picocuriesPerGram,2.6937697089042794,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,26,28,L1,0.4028735518011142,0.06733,1964,0.3479030127232142,picocuriesPerGram,3.4147314340882686,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L1,single set of methods,28,30,L1,0.3766180894265055,0.06672,1964,0.2533140773918188,picocuriesPerGram,3.448681450036623,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,0,2,P1,0.16088431538661097,0.15895,1964,0.3922340257959664,picocuriesPerGram,12.586912104320229,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,2,4,P1,0.14944912658512138,0.19832,1964,0.2729199380208333,picocuriesPerGram,6.326111566378376,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,4,6,P1,0.19635077723592612,0.19946000000000003,1964,0.5939230692944102,picocuriesPerGram,6.385641464363283,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,6,8,P1,0.22144580341763231,0.19256,1964,0.7234547465686274,picocuriesPerGram,6.859897194683565,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,8,10,P1,0.2205217604385348,0.19864,1964,0.6325000975393964,picocuriesPerGram,6.020470672119836,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,10,12,P1,0.1809409969111068,0.1853,1964,0.691369129765469,picocuriesPerGram,4.623612041583499,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,12,14,P1,0.17548071573149382,0.16972,1964,0.6053966872166247,picocuriesPerGram,3.7963832547404137,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,14,16,P1,0.1720348499341154,0.17809,1964,0.615206042321504,picocuriesPerGram,3.387583551964512,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,16,18,P1,0.17150048953485886,0.15211,1964,0.5735727514528509,picocuriesPerGram,4.111128558608979,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,18,20,P1,0.20129868509919463,0.13823,1964,0.4463943086955612,picocuriesPerGram,3.4100255837032387,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,20,22,P1,0.21898630347139517,0.12680999999999998,1964,0.18920035268267651,picocuriesPerGram,2.326085080336617,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,22,24,P1,0.1958782224597532,0.13109,1964,0.15335416204803717,picocuriesPerGram,2.308637024140553,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,24,26,P1,0.20210756522349096,0.12318,1964,0.08475225187582346,picocuriesPerGram,2.0982152471316424,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,26,28,P1,0.16326069159962647,0.13709,1964,0.0251,picocuriesPerGram,2.187,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P1,single set of methods,28,30,P1,0.15390378120957462,0.14553000000000002,1964,0.06947177470049545,picocuriesPerGram,1.809077473535304,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,0,2,L2,0.29,0.08494,1964,0.20708063560838444,picocuriesPerGram,9.906992684560327,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,2,4,L2,0.35,0.07566,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,4,6,L2,0.33,0.08279,1964,0.227379829156988,picocuriesPerGram,10.20514328082656,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,6,8,L2,0.3,0.08364,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,8,10,L2,0.37,0.08646000000000001,1964,0.27929899217565357,picocuriesPerGram,9.871569758006537,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,10,12,L2,0.35,0.09299,1964,0.2969695410032011,picocuriesPerGram,8.533849846912432,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,12,14,L2,0.16,0.09172,1964,0.333471508185855,picocuriesPerGram,9.11665688610949,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,14,16,L2,0.33,0.08529999999999999,1964,0.28019003769995676,picocuriesPerGram,7.484666080009728,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,16,18,L2,0.18,0.073251,1964,0.32892142625028004,picocuriesPerGram,6.790741007735495,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,18,20,L2,0.4,0.05482,1964,0.24575035681900165,picocuriesPerGram,7.205601613808539,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,20,22,L2,0.44,0.05611,1964,0.30306094801714895,picocuriesPerGram,5.745397377173394,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,22,24,L2,0.3,0.06198000000000001,1964,0.35607356161680187,picocuriesPerGram,6.53592903631395,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,26,28,L2,0.31,0.05398,1964,0.31332723178852523,picocuriesPerGram,6.3356980695365,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,30,35,L2,0.29,0.06909,1964,0.423794760941247,picocuriesPerGram,5.321303776310202,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,35,40,L2,0.25,0.07181,1964,0.1394809907754538,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,40,45,L2,0.22,0.07117,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_L2,single set of methods,45,50,L2,0.29,0.06559999999999999,1964,0.1451093146260997,picocuriesPerGram,3.5053873494827297,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,0,2,P2,0.2488256020892621,0.10257,1964,0.18968297103912157,picocuriesPerGram,10.029546079333914,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,2,4,P2,0.1894063810489255,0.11201,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,4,6,P2,0.2360963606514311,0.1005,1964,0.26376188718010013,picocuriesPerGram,12.808155658025958,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,6,8,P2,0.1443336998545297,0.10971,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,8,10,P2,0.08792946166798352,0.10529,1964,0.38199133708419064,picocuriesPerGram,6.775733881572929,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,10,12,P2,0.11117058243238254,0.13094,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,12,14,P2,0.20966196454527883,0.12191,1964,0.2856796008165147,picocuriesPerGram,9.431030585801864,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,14,16,P2,0.19303541052799475,0.11917,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,16,18,P2,0.17169778693538906,0.1214,1964,0.37646398348692495,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,18,20,P2,0.19469108458013631,0.12855,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,20,22,P2,0.14247740097473288,0.13029,1964,0.5477874928033231,picocuriesPerGram,4.759316643557874,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,22,24,P2,0.16532124706557075,0.1105,1964,0.4664438145113601,picocuriesPerGram,7.173074610770698,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,24,26,P2,0.2173103049481748,0.11186,1964,0.6435730594717818,picocuriesPerGram,7.089785463397181,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,26,28,P2,0.1767882672203059,0.13269,1964,1.0340792700611294,picocuriesPerGram,6.00273047034368,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,28,30,P2,0.18560241403119548,0.10865,1964,1.0186581718607606,picocuriesPerGram,6.3801504737666495,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,30,35,P2,0.24176294820717137,0.09277,1964,0.17111941588593438,picocuriesPerGram,2.7855089652501652,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,35,40,P2,0.23461260644768853,0.09409,1964,0,picocuriesPerGram,2.666201214367855,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,40,45,P2,0.2865289185489391,0.1063,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Brack_P2,single set of methods,45,50,P2,0.274813322938323,0.12525,1964,0,picocuriesPerGram,3.3086605442883896,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,0,2,L1,0.23299549392036817,0.09783,1964,0.6300479876971684,picocuriesPerGram,9.227656564440007,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,2,4,L1,0.3381708181904357,0.08271,1964,0.7497314589015153,picocuriesPerGram,7.962897496382363,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,4,6,L1,0.29228763080607373,0.0837,1964,0.8830552951658003,picocuriesPerGram,8.912151718585907,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,6,8,L1,0.3041426701808597,0.08204,1964,0.9815798310145316,picocuriesPerGram,8.95090250328908,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,8,10,L1,0.27968483359191293,0.07927,1964,1.1006889211050723,picocuriesPerGram,8.424353900303405,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,10,12,L1,0.19313035825547265,0.0825,1964,1.2636303092797057,picocuriesPerGram,8.197346634025587,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,12,14,L1,0.24022453605887703,0.07771,1964,1.2504811905567117,picocuriesPerGram,7.269938780704416,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,14,16,L1,0.31832172524806684,0.0797,1964,1.3649292239583333,picocuriesPerGram,6.896291576798216,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,16,18,L1,0.24597049510459837,0.09669,1964,1.571717793451735,picocuriesPerGram,6.4662001333679795,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,18,20,L1,0.3793604648966731,0.09225,1964,0.5321065865719307,picocuriesPerGram,5.644723734646489,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,20,22,L1,0.3396486855192885,0.07753,1964,0.0634118166828037,picocuriesPerGram,5.389548995496799,disintegrationsPerMinutePerGram
