BlueCarbonID,CMA,Location,Park,NearbyPark,North,East,Site,Habitat,Replicate,Depth_cm,Dry_weight_g,Height_cm,Volume_cm3,DBD_g_cm3,TC_mg_g,OC_mg_g,IC_mg_g,TN_mg_g,Percent_C,mg_Corg_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1673,GH,PFW,,Belfast Coastal Reserve,-38.379967,142.240400,5,SG,2,14_16,54.67,2,39.27,1.39,19.67,2.79,14.60,0.31,0.28,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1674,GH,PFW,,Belfast Coastal Reserve,-38.379967,142.240400,5,SG,2,28_30,61.10,2,39.27,1.56,54.84,6.18,51.26,0.68,0.62,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1575,GH,PLD,,,-38.354100,141.601650,2,SM,2,0_2,13.16,2,39.27,0.34,106.39,99.29,13.70,8.39,9.93,33.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1576,GH,PLD,,,-38.354100,141.601650,2,SM,2,14_16,39.47,2,39.27,1.01,77.21,5.95,93.90,0.64,0.60,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1577,GH,PLD,,,-38.354100,141.601650,2,SM,2,28_30,42.71,2,39.27,1.09,80.66,5.02,106.56,0.50,0.50,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1620,GH,PLD,,,-38.353517,141.601800,3,SM,3,0_2,9.83,2,39.27,0.25,143.65,149.30,,11.54,14.93,37.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1621,GH,PLD,,,-38.353517,141.601800,3,SM,3,14_16,54.98,2,39.27,1.40,44.38,6.73,27.39,0.56,0.67,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1622,GH,PLD,,,-38.353517,141.601800,3,SM,3,28_30,33.79,2,39.27,0.86,83.83,5.67,68.48,0.62,0.57,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1628,GH,PLD,,,-38.354367,141.602150,1,SM,1,0_2,12.64,2,39.27,0.32,147.05,144.48,,10.51,14.45,46.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1629,GH,PLD,,,-38.354367,141.602150,1,SM,1,14_16,44.84,2,39.27,1.14,82.72,7.49,59.23,0.72,0.75,8.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1630,GH,PLD,,,-38.354367,141.602150,1,SM,1,28_30,36.76,2,39.27,0.94,88.63,11.63,89.19,1.07,1.16,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1637,GH,PLD,,,-38.354383,141.602050,6,SG,3,0_2,22.23,2,39.27,0.57,81.67,20.20,52.31,2.03,2.02,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1638,GH,PLD,,,-38.354383,141.602050,6,SG,3,14_16,38.15,2,39.27,0.97,83.48,9.12,77.73,0.79,0.91,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1639,GH,PLD,,,-38.354383,141.602050,6,SG,3,28_30,24.67,2,39.27,0.63,58.14,20.03,33.74,1.40,2.00,12.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1661,GH,PLD,,,-38.354350,141.601633,5,SG,2,0_2,39.94,2,39.27,1.02,77.91,12.91,64.85,1.32,1.29,13.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1662,GH,PLD,,,-38.354350,141.601633,5,SG,2,14_16,36.84,2,39.27,0.94,91.55,10.22,84.38,0.96,1.02,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1663,GH,PLD,,,-38.354350,141.601633,5,SG,2,28_30,41.58,2,39.27,1.06,87.64,10.98,86.41,0.74,1.10,11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1734,GH,PLD,,,-38.354467,141.602483,4,SG,1,0_2,40.13,2,39.27,1.02,94.15,12.73,66.02,1.23,1.27,13.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1735,GH,PLD,,,-38.354467,141.602483,4,SG,1,14_16,40.98,2,39.27,1.04,79.34,9.68,70.45,0.78,0.97,10.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1736,GH,PLD,,,-38.354467,141.602483,4,SG,1,28_30,27.17,2,39.27,0.69,46.63,15.80,27.49,1.26,1.58,10.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1100,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698817,146.468550,7,SM,1,0_2,29.42,2,39.27,0.75,9.07,10.05,,0.68,1.01,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1101,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698817,146.468550,7,SM,1,14_16,42.91,2,39.27,1.09,3.56,4.51,,0.46,0.45,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1102,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698817,146.468550,7,SM,1,28_30,39.93,2,39.27,1.02,8.60,8.42,,0.51,0.84,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1103,WG,PWH,,Nooramunga Marine and Coastal Park,-38.699050,146.469017,4,MG,1,0_2,54.13,2,39.27,1.38,28.32,29.66,,2.15,2.97,40.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1104,WG,PWH,,Nooramunga Marine and Coastal Park,-38.699050,146.469017,4,MG,1,14_16,56.84,2,39.27,1.45,21.57,21.39,,1.34,2.14,30.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1105,WG,PWH,,Nooramunga Marine and Coastal Park,-38.699050,146.469017,4,MG,1,28_30,35.19,2,39.27,0.90,13.47,13.13,,0.82,1.31,11.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1106,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698933,146.468217,8,SM,2,0_2,59.35,2,39.27,1.51,7.58,7.75,,0.69,0.78,11.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1107,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698933,146.468217,8,SM,2,14_16,71.75,2,39.27,1.83,2.28,3.12,,0.35,0.31,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1108,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698933,146.468217,8,SM,2,28_30,65.18,2,39.27,1.66,1.01,1.54,,0.21,0.15,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1109,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698917,146.467850,9,SM,3,0_2,54.42,2,39.27,1.39,2.52,3.14,,0.31,0.31,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1110,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698917,146.467850,9,SM,3,14_16,78.00,2,39.27,1.99,0.68,1.38,,0.19,0.14,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1111,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698917,146.467850,9,SM,3,28_30,72.00,2,39.27,1.83,0.38,1.08,,0.21,0.11,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1246,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698683,146.468783,6,MG,3,0_2,43.45,2,39.27,1.11,9.09,9.64,,0.72,0.96,10.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1247,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698683,146.468783,6,MG,3,14_16,56.34,2,39.27,1.43,7.57,8.09,,0.61,0.81,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1248,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698683,146.468783,6,MG,3,28_30,65.16,2,39.27,1.66,6.63,7.13,,0.51,0.71,11.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1249,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698783,146.469167,5,MG,2,0_2,47.02,2,39.27,1.20,15.10,15.56,,1.10,1.56,18.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1250,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698783,146.469167,5,MG,2,14_16,53.30,2,39.27,1.36,8.51,8.89,,0.63,0.89,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1251,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698783,146.469167,5,MG,2,28_30,56.34,2,39.27,1.43,13.39,12.59,,0.76,1.26,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1451,WG,PWH,,Nooramunga Marine and Coastal Park,-38.699117,146.469767,2,SG,2,0_2,66.26,2,39.27,1.69,2.68,2.68,,0.27,0.27,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1452,WG,PWH,,Nooramunga Marine and Coastal Park,-38.699117,146.469767,2,SG,2,14_16,38.03,2,39.27,0.97,28.01,26.48,,1.92,2.65,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1453,WG,PWH,,Nooramunga Marine and Coastal Park,-38.699117,146.469767,2,SG,2,28_30,28.81,2,39.27,0.73,30.30,28.44,,2.02,2.84,20.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1542,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698917,146.470250,3,SG,3,0_2,56.48,2,39.27,1.44,2.14,2.41,,0.23,0.24,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1543,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698917,146.470250,3,SG,3,14_16,57.81,2,39.27,1.47,7.21,7.45,,0.60,0.74,10.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1544,WG,PWH,,Nooramunga Marine and Coastal Park,-38.698917,146.470250,3,SG,3,28_30,61.40,2,39.27,1.56,3.35,3.83,,0.32,0.38,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1113,PPW,RHY,,,-38.464017,145.310233,3,SG,3,0_2,52.46,2,39.27,1.34,5.98,6.41,,0.79,0.64,8.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1114,PPW,RHY,,,-38.464017,145.310233,3,SG,3,14_16,54.36,2,39.27,1.38,17.38,2.28,16.32,0.34,0.23,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1116,PPW,RHY,,,-38.464017,145.310233,3,SG,3,28_30,64.97,2,39.27,1.65,35.53,5.97,21.79,0.82,0.60,9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1255,PPW,RHY,,,-38.463517,145.310200,1,SG,1,0_2,53.57,2,39.27,1.36,9.12,7.96,,0.74,0.80,10.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1256,PPW,RHY,,,-38.463517,145.310200,1,SG,1,14_16,66.58,2,39.27,1.70,7.37,4.40,6.99,0.35,0.44,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1257,PPW,RHY,,,-38.463517,145.310200,1,SG,1,28_30,79.57,2,39.27,2.03,9.90,7.58,,0.49,0.76,15.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1835,PPW,RHY,,,-38.464483,145.310200,2,SG,2,0_2,44.02,2,39.27,1.12,10.93,9.07,,0.77,0.91,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1836,PPW,RHY,,,-38.464483,145.310200,2,SG,2,14_16,67.19,2,39.27,1.71,5.20,3.40,2.64,0.25,0.34,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1837,PPW,RHY,,,-38.464483,145.310200,2,SG,2,28_30,70.48,2,39.27,1.79,6.03,4.22,3.69,0.33,0.42,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1112,PPW,RHYI,,,-38.456783,145.290883,3,SG,3,0_2,60.03,2,39.27,1.53,3.21,2.32,,0.25,0.23,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1115,PPW,RHYI,,,-38.456783,145.290883,3,SG,3,14_16,57.82,2,39.27,1.47,13.36,7.74,5.18,0.60,0.77,11.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1117,PPW,RHYI,,,-38.456783,145.290883,3,SG,3,28_30,99.10,2,39.27,2.52,9.98,1.67,10.96,0.25,0.17,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1118,PPW,RHYI,,,-38.457117,145.290417,5,MG,2,0_2,19.05,2,39.27,0.49,53.15,50.17,,3.28,5.02,24.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1119,PPW,RHYI,,,-38.457117,145.290417,5,MG,2,14_16,18.36,2,39.27,0.47,68.14,62.38,,3.36,6.24,29.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1120,PPW,RHYI,,,-38.457117,145.290417,5,MG,2,28_30,18.75,2,39.27,0.48,66.97,58.03,,3.24,5.80,27.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1121,PPW,RHYI,,,-38.457233,145.289267,7,MG,1,0_2,28.05,2,39.27,0.71,55.02,55.47,,3.97,5.55,39.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1122,PPW,RHYI,,,-38.457233,145.289267,7,MG,1,14_16,23.73,2,39.27,0.60,56.38,54.00,,3.51,5.40,32.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1123,PPW,RHYI,,,-38.457233,145.289267,7,MG,1,28_30,23.27,2,39.27,0.59,65.04,55.75,,3.00,5.58,33.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1124,PPW,RHYI,,,-38.459250,145.288033,8,MG,3,0_2,25.42,2,39.27,0.65,57.46,61.41,,4.08,6.14,39.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1125,PPW,RHYI,,,-38.459250,145.288033,8,MG,3,14_16,23.46,2,39.27,0.60,33.17,32.17,,1.87,3.22,19.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1126,PPW,RHYI,,,-38.459250,145.288033,8,MG,3,28_30,26.45,2,39.27,0.67,52.70,49.72,,2.87,4.97,33.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1127,PPW,RHYI,,,-38.456800,145.289950,1,SG,1,0_2,51.28,2,39.27,1.31,9.33,8.77,,0.71,0.88,11.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1128,PPW,RHYI,,,-38.456800,145.289950,1,SG,1,14_16,53.56,2,39.27,1.36,14.75,6.03,7.54,0.46,0.60,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1129,PPW,RHYI,,,-38.456800,145.289950,1,SG,1,28_30,49.95,2,39.27,1.27,9.18,6.27,2.93,0.46,0.63,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1252,PPW,RHYI,,,-38.459450,145.288200,9,SM,1,0_2,7.23,2,39.27,0.18,367.37,386.79,,21.66,38.68,71.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1253,PPW,RHYI,,,-38.459450,145.288200,9,SM,1,14_16,10.30,2,39.27,0.26,223.78,233.07,,13.46,23.31,61.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1254,PPW,RHYI,,,-38.459450,145.288200,9,SM,1,28_30,37.65,2,39.27,0.96,28.42,31.15,,2.62,3.11,29.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1258,PPW,RHYI,,,-38.456717,145.289700,2,SG,2,0_2,62.82,2,39.27,1.60,1.29,2.12,,0.29,0.21,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1259,PPW,RHYI,,,-38.456717,145.289700,2,SG,2,14_16,79.76,2,39.27,2.03,1.84,2.15,,0.24,0.22,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1260,PPW,RHYI,,,-38.456717,145.289700,2,SG,2,28_30,59.52,2,39.27,1.52,8.85,4.62,5.24,0.36,0.46,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1306,PPW,RHYI,,,-38.457183,145.290383,4,SM,3,0_2,10.08,2,39.27,0.26,228.04,241.81,,14.62,24.18,62.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1307,PPW,RHYI,,,-38.457183,145.290383,4,SM,3,14_16,27.38,2,39.27,0.70,54.36,51.61,,3.93,5.16,35.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1308,PPW,RHYI,,,-38.457183,145.290383,4,SM,3,28_30,64.38,2,39.27,1.64,57.42,39.05,,1.97,3.91,64.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1439,PPW,RHYI,,,-38.457300,145.289417,6,SM,2,0_2,11.26,2,39.27,0.29,125.53,130.93,,9.95,13.09,37.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1440,PPW,RHYI,,,-38.457300,145.289417,6,SM,2,14_16,10.60,2,39.27,0.27,107.16,111.61,,6.97,11.16,30.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1441,PPW,RHYI,,,-38.457300,145.289417,6,SM,2,28_30,21.61,2,39.27,0.55,43.43,40.23,,3.85,4.02,22.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1315,C,SBJ,Port Phillip Heads MNP,,-38.227717,144.651833,6,SM,3,0_2,10.70,2,39.27,0.27,162.58,162.95,,12.27,16.29,44.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1316,C,SBJ,Port Phillip Heads MNP,,-38.227717,144.651833,6,SM,3,14_16,26.32,2,39.27,0.67,53.16,30.60,20.99,2.34,3.06,20.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1317,C,SBJ,Port Phillip Heads MNP,,-38.227717,144.651833,6,SM,3,28_30,15.13,2,39.27,0.39,56.98,54.52,,4.74,5.45,21.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1365,C,SBJ,Port Phillip Heads MNP,,-38.227617,144.652833,2,SG,2,0_2,23.14,2,39.27,0.59,30.87,23.61,7.64,2.45,2.36,13.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1366,C,SBJ,Port Phillip Heads MNP,,-38.227617,144.652833,2,SG,2,14_16,54.69,2,39.27,1.39,26.03,3.15,18.46,0.30,0.32,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1367,C,SBJ,Port Phillip Heads MNP,,-38.227617,144.652833,2,SG,2,28_30,34.66,2,39.27,0.88,85.90,24.36,40.17,2.15,2.44,21.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1491,C,SBJ,Port Phillip Heads MNP,,-38.226750,144.652750,4,SM,1,0_2,13.30,2,39.27,0.34,150.12,80.43,44.18,7.31,8.04,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1492,C,SBJ,Port Phillip Heads MNP,,-38.226750,144.652750,4,SM,1,14_16,10.75,2,39.27,0.27,137.91,109.45,31.53,9.90,10.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1493,C,SBJ,Port Phillip Heads MNP,,-38.226750,144.652750,4,SM,1,28_30,14.13,2,39.27,0.36,143.15,119.11,28.02,11.27,11.91,42.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1503,C,SBJ,Port Phillip Heads MNP,,-38.227500,144.652233,5,SM,2,0_2,12.22,2,39.27,0.31,156.02,171.42,,13.63,17.14,53.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1504,C,SBJ,Port Phillip Heads MNP,,-38.227500,144.652233,5,SM,2,14_16,9.26,2,39.27,0.24,106.39,111.82,,8.86,11.18,26.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1505,C,SBJ,Port Phillip Heads MNP,,-38.227500,144.652233,5,SM,2,28_30,23.68,2,39.27,0.60,90.53,92.14,,6.64,9.21,55.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1716,C,SBJ,Port Phillip Heads MNP,,-38.227317,144.653083,3,SG,3,0_2,9.45,2,39.27,0.24,84.02,50.74,24.42,5.10,5.07,12.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1717,C,SBJ,Port Phillip Heads MNP,,-38.227317,144.653083,3,SG,3,14_16,62.42,2,39.27,1.59,23.59,2.55,14.89,0.22,0.26,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1718,C,SBJ,Port Phillip Heads MNP,,-38.227317,144.653083,3,SG,3,28_30,24.92,2,39.27,0.63,95.96,34.83,37.42,3.21,3.48,22.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1793,C,SBJ,Port Phillip Heads MNP,,-38.227933,144.652367,1,SG,1,0_2,43.66,2,39.27,1.11,30.04,12.91,12.08,1.51,1.29,14.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1794,C,SBJ,Port Phillip Heads MNP,,-38.227933,144.652367,1,SG,1,14_16,50.10,2,39.27,1.28,40.87,6.30,25.74,0.50,0.63,8.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1795,C,SBJ,Port Phillip Heads MNP,,-38.227933,144.652367,1,SG,1,28_30,51.53,2,39.27,1.31,89.33,5.68,67.25,0.68,0.57,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1362,C,SBN,Port Phillip Heads MNP,,-38.197150,144.698733,6,SM,3,0_2,15.42,2,39.27,0.39,108.58,110.97,,7.73,11.10,43.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1363,C,SBN,Port Phillip Heads MNP,,-38.197150,144.698733,6,SM,3,14_16,57.69,2,39.27,1.47,1.61,3.05,,0.56,0.31,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1364,C,SBN,Port Phillip Heads MNP,,-38.197150,144.698733,6,SM,3,28_30,74.91,2,39.27,1.91,0.26,0.77,,0.20,0.08,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1380,C,SBN,Port Phillip Heads MNP,,-38.197950,144.696650,3,SG,3,0_2,19.45,2,39.27,0.50,90.69,31.57,39.79,3.40,3.16,15.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1381,C,SBN,Port Phillip Heads MNP,,-38.197950,144.696650,3,SG,3,14_16,63.64,2,39.27,1.62,66.50,3.55,49.47,0.41,0.35,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1382,C,SBN,Port Phillip Heads MNP,,-38.197950,144.696650,3,SG,3,28_30,56.12,2,39.27,1.43,43.10,3.35,36.23,0.51,0.34,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1509,C,SBN,Port Phillip Heads MNP,,-38.197133,144.697967,4,SM,1,0_2,7.29,2,39.27,0.19,262.78,260.71,,19.12,26.07,48.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1510,C,SBN,Port Phillip Heads MNP,,-38.197133,144.697967,4,SM,1,14_16,13.30,2,39.27,0.34,157.21,165.45,,13.67,16.55,56.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1511,C,SBN,Port Phillip Heads MNP,,-38.197133,144.697967,4,SM,1,28_30,60.88,2,39.27,1.55,4.43,3.88,,0.47,0.39,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1581,C,SBN,Port Phillip Heads MNP,,-38.197000,144.697267,1,SG,1,0_2,19.84,2,39.27,0.51,101.23,46.28,36.52,5.28,4.63,23.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1582,C,SBN,Port Phillip Heads MNP,,-38.197000,144.697267,1,SG,1,14_16,49.04,2,39.27,1.25,44.39,3.21,35.22,0.35,0.32,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1583,C,SBN,Port Phillip Heads MNP,,-38.197000,144.697267,1,SG,1,28_30,49.46,2,39.27,1.26,46.68,4.55,32.97,0.57,0.46,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1776,C,SBN,Port Phillip Heads MNP,,-38.197367,144.697133,2,SG,2,0_2,32.39,2,39.27,0.82,44.63,19.93,17.69,2.16,1.99,16.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1777,C,SBN,Port Phillip Heads MNP,,-38.197367,144.697133,2,SG,2,14_16,54.46,2,39.27,1.39,51.36,3.80,37.99,0.39,0.38,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1778,C,SBN,Port Phillip Heads MNP,,-38.197367,144.697133,2,SG,2,28_30,48.65,2,39.27,1.24,34.32,4.39,26.18,0.63,0.44,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1782,C,SBN,Port Phillip Heads MNP,,-38.196717,144.698000,5,SM,2,0_2,7.61,2,39.27,0.19,242.50,251.06,,16.06,25.11,48.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1783,C,SBN,Port Phillip Heads MNP,,-38.196717,144.698000,5,SM,2,14_16,18.97,2,39.27,0.48,99.29,71.79,28.56,7.17,7.18,34.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1784,C,SBN,Port Phillip Heads MNP,,-38.196717,144.698000,5,SM,2,28_30,54.73,2,39.27,1.39,53.94,54.64,,4.98,5.46,76.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1357,C,SBS,Port Phillip Heads MNP,,-38.266700,144.636050,5,SM,2,0_2,12.21,2,39.27,0.31,136.20,90.18,40.14,8.62,9.02,28.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1358,C,SBS,Port Phillip Heads MNP,,-38.266700,144.636050,5,SM,2,28_30,,2,39.27,,,,,,,34.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1358,C,SBS,Port Phillip Heads MNP,,-38.266700,144.636050,5,SM,2,14_16,32.75,2,39.27,0.83,107.81,9.74,84.25,1.34,0.97,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1485,C,SBS,Port Phillip Heads MNP,,-38.266350,144.633950,2,SG,2,0_2,41.76,2,39.27,1.06,32.96,11.59,16.49,1.00,1.16,12.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1486,C,SBS,Port Phillip Heads MNP,,-38.266350,144.633950,2,SG,2,14_16,57.61,2,39.27,1.47,56.77,4.05,43.50,0.42,0.40,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1487,C,SBS,Port Phillip Heads MNP,,-38.266350,144.633950,2,SG,2,28_30,48.14,2,39.27,1.23,63.47,12.20,34.74,1.08,1.22,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1779,C,SBS,Port Phillip Heads MNP,,-38.266633,144.634817,4,SM,1,0_2,12.11,2,39.27,0.31,164.44,155.15,29.02,13.47,15.51,47.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
