site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter
Biddeford_Pool_Meadow,UNEM_Q6,single set of methods,0,15,NA,0.5128688773958017
Biddeford_Pool_Meadow,UNEM_Q7,single set of methods,0,15,NA,0.5694735680388477
Biddeford_Pool_Meadow,UNEM_Q8,single set of methods,0,15,NA,0.5649818301949123
Biddeford_Pool_Meadow,UNEM_Q9,single set of methods,0,15,NA,0.6170437228929784
York_River,YRF_Q1,single set of methods,0,15,NA,0.04592662698313874
York_River,YRF_Q2,single set of methods,0,15,NA,0.04877229644003279
York_River,YRF_Q3,single set of methods,0,15,NA,0.06683650374238105
York_River,YRF_Q4,single set of methods,0,15,NA,0.14098336925402896
York_River,YRF_Q5,single set of methods,0,15,NA,0.2421737184381664
York_River,YRF_Q6,single set of methods,0,15,NA,0.26888539845301246
York_River,YRF_Q7,single set of methods,0,15,NA,0.26837501361112126
York_River,YRF_Q8,single set of methods,0,15,NA,0.27847616616680504
York_River,YRF_Q9,single set of methods,0,15,NA,0.1290943505181097
