"[Abbreviations: ID, identification; cm, centimeter; ppm, parts per million]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core ID,"Depth
(cm)",Mode,"Phosphorus
(ppm)","Phosphorus
Standard Deviation
(ppm)","Sulfur
(ppm)","Sulfur
Standard Deviation
(ppm)","Chlorine
(ppm)","Chlorine
Standard Deviation
(ppm)","Potassium
(ppm)","Potassium
Standard Deviation
(ppm)","Calcium
(ppm)","Calcium
Standard Deviation
(ppm)","Titanium
(ppm)","Titanium
Standard Deviation
(ppm)","Vanadium
(ppm)","Vanadium
Standard Deviation
(ppm)","Chromium
(ppm)","Chromium
Standard Deviation
(ppm)","Manganese
(ppm)","Manganese
Standard Deviation
(ppm)","Iron
(ppm)","Iron
Standard Deviation
(ppm)","Cobalt
(ppm)","Cobalt
Standard Deviation
(ppm)","Nickel
(ppm)","Nickel
Standard Deviation
(ppm)","Copper
(ppm)","Copper
Standard Deviation
(ppm)","Zinc
(ppm)","Zinc
Standard Deviation
(ppm)","Arsenic
(ppm)","Arsenic
Standard Deviation
(ppm)","Selenium
(ppm)","Selenium
Standard Deviation
(ppm)","Bromine
(ppm)","Bromine
Standard Deviation
(ppm)","Rubidium
(ppm)","Rubidium
Standard Deviation
(ppm)","Strontium
(ppm)","Strontium
Standard Deviation
(ppm)","Zirconium
(ppm)","Zirconium
Standard Deviation
(ppm)","Molybdenum
(ppm)","Molybdenum
Standard Deviation
(ppm)","Rhodium
(ppm)","Rhodium
Standard Deviation
(ppm)","Palladium
(ppm)","Palladium
Standard Deviation
(ppm)","Silver
(ppm)","Silver
Standard Deviation
(ppm)","Cadmium
(ppm)","Cadmium
Standard Deviation
(ppm)","Tin
(ppm)","Tin
Standard Deviation
(ppm)","Antimony
(ppm)","Antimony
Standard Deviation
(ppm)","Barium
(ppm)","Barium
Standard Deviation
(ppm)","Platinum
(ppm)","Platinum
Standard Deviation
(ppm)","Gold
(ppm)","Gold
Standard Deviation
(ppm)","Mercury
(ppm)","Mercury
Standard Deviation
(ppm)","Lead
(ppm)","Lead
Standard Deviation
(ppm)"
GB53R,20,Soil,0,2785,1734,223,5091,148,1354,50,0,73,715,16,77,17,12,2,0,8,1905,29,0,30,0,14,0,7,8,1.5,0,3.2,0,2.9,866,20,12.2,1.1,14,0.8,130,2,0,3.1,0,9,0,13,0,13,0,15,0,25,0,27,0,251,0,7,0,5.7,0,4.2,0,5.2
GB53R,22,Soil,0,2825,2683,249,5750,154,879,40,0,71,436,13,63,15,0,6,0,8,2640,35,38,12,0,13,0,6,4.9,1.3,0,3.7,0,2.8,1031,21,6.5,1,13.1,0.8,108,2,4.5,1,0,9,0,12,0,13,0,15,0,24,0,27,0,239,0,7,0,5.8,0,4.3,13.9,1.9
GB53R,24,Soil,0,2824,2501,249,5951,161,1117,46,0,76,612,15,0,47,0,7,14,3,2265,33,37,11,0,14,0,7,5.6,1.4,0,3.4,0,3,720,18,6.7,1,13.7,0.8,188,3,0,3.4,0,9,0,13,0,13,0,15,0,25,0,28,0,243,0,7,0,5.8,0,4.5,0,5.1
GB53R,26,Soil,0,2947,2336,266,5102,162,1457,57,0,76,1207,24,138,23,0,8,19,3,3339,42,73,14,0,15,0,7,7.9,1.6,0,3.6,0,3,796,20,8.9,1,12.2,0.8,268,4,0,3.8,0,9,0,13,0,14,0,16,0,27,0,30,0,276,0,7,0,6,0,4.7,5.6,1.8
GB53R,28,Soil,0,3232,1783,255,5847,178,1656,62,0,80,1482,27,205,26,13,3,18,3,3027,41,48,13,0,16,0,8,8.7,1.7,0,3.8,0,3.3,537,17,10.9,1.1,17.7,1,555,8,0,4.9,0,10,0,14,0,15,0,17,0,29,0,33,0,311,0,8,0,6,0,4.7,9.9,2
GB53R,30,Soil,0,3070,1825,245,5164,161,1541,57,0,77,1322,25,102,23,11,3,11,3,2439,35,58,12,0,15,0,7,7.4,1.5,0,3.3,0,3.1,620,18,11.7,1.1,15.4,0.9,343,5,0,4.1,0,10,0,13,0,14,0,16,0,28,0,31,0,288,0,7,0,6,0,4.9,0,5.2
GB53R,32,Soil,0,2935,694,197,7584,192,905,45,0,68,598,16,124,18,7,2,11,3,1559,27,0,28,0,15,0,7,4.5,1.4,0,3.4,0,3.1,687,18,8.3,1,13.8,0.8,285,4,0,3.8,0,10,0,13,0,14,0,16,0,27,0,30,0,259,0,7,0,6,0,4.9,5.7,1.8
GB53R,34,Soil,0,3141,1828,255,6401,186,1327,56,0,85,1111,23,96,22,12,3,23,3,2344,35,44,12,0,16,0,8,6.9,1.6,0,3.5,0,3.2,843,21,11.3,1.1,15.5,0.9,380,5,0,4.3,0,10,0,14,0,15,0,17,0,28,0,32,0,281,0,7,0,6,0,4.7,5.6,1.9
GB53R,36,Soil,0,3616,4206,346,5689,183,1770,67,0,90,1578,30,158,27,14,3,20,3,4863,55,113,17,0,16,0,7,8.8,1.7,0,3.5,0,3.3,682,19,12.7,1.1,15.7,0.9,401,6,0,4.4,0,10,0,14,0,15,0,17,0,29,0,32,0,311,0,8,0,6,0,5.3,0,5.3
GB53R,38,Soil,0,2755,1900,233,5255,153,1322,50,0,71,1090,21,115,20,9,2,8,3,2202,33,40,11,0,14,0,7,5.1,1.4,0,3.3,0,2.9,829,20,8.1,1,15,0.8,234,4,0,3.6,0,9,0,13,0,13,0,15,0,26,0,29,0,252,0,7,0,6,0,4.6,0,5.1
GB53R,40,Soil,0,3340,2068,275,4962,171,2025,71,0,83,1785,32,180,28,14,3,17,3,3422,44,51,14,0,16,0,7,11.7,1.8,0,3.6,0,3.4,546,17,13.1,1.1,16.3,0.9,430,6,0,4.3,0,10,0,14,0,15,0,17,0,29,0,32,0,299,0,8,0,6,0,5.1,0,5.5
GB53R,42,Soil,0,3242,1788,260,6944,198,1305,57,0,82,1009,22,139,23,13,3,17,3,2659,38,51,13,0,15,0,7,7,1.6,0,3.7,0,3.1,685,19,15.8,1.1,16.6,0.9,377,5,0,4.2,0,10,0,13,0,14,0,16,0,28,0,31,0,281,0,8,0,6,0,4.9,6.9,1.9
GB53R,44,Soil,0,3297,1728,273,6166,197,1688,69,0,86,1332,28,227,28,15,3,16,3,2838,39,0,38,0,15,0,7,0,4.6,0,3.5,0,3.3,502,17,12.2,1.1,14.2,0.9,380,6,0,4.3,0,10,0,14,0,15,0,17,0,29,0,32,0,299,0,8,0,6,0,5,0,5.4
GB53R,46,Soil,0,3617,3189,310,6317,189,1516,61,0,79,1301,26,137,25,11,3,14,3,5296,57,111,17,0,16,0,8,9.7,1.6,0,3.7,0,3.2,653,18,9,1,14.6,0.9,291,4,0,3.9,0,10,0,13,0,14,0,16,0,27,0,30,0,287,0,8,0,6,0,4.7,8,1.9
GB53R,48,Soil,0,3283,3029,301,7088,199,1220,55,0,79,1381,27,162,25,11,3,24,3,3188,42,47,14,0,16,0,8,7.3,1.6,0,3.6,0,3.2,502,17,9.6,1,15.2,0.9,446,6,0,4.5,0,10,0,14,0,15,0,17,0,29,0,32,0,294,0,8,0,6,0,5.2,0,5.5
GB53R,49,Soil,0,3324,2545,290,6899,199,1408,60,0,85,1312,26,127,25,21,3,15,3,3006,41,45,13,0,16,0,8,9.6,1.7,0,3.5,0,3.4,457,16,11.9,1.1,17.1,0.9,438,6,0,4.6,0,10,0,14,0,15,0,17,0,29,0,33,0,290,0,8,0,6,0,4.9,0,5.3
GB53R,50,Soil,0,4335,4108,383,7449,231,1347,67,0,101,1067,26,89,26,20,4,19,4,8115,69,183,19,0,15,0,6,7.6,1.5,5.2,1.2,0,2.9,769,18,9.9,1,14.9,0.8,201,3,5.6,1.1,0,9,0,12,0,13,0,15,0,24,0,27,0,264,0,7,0,5.9,0,4.5,7.7,1.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB60R,1,Soil,0,3178,1650,242,5852,174,1174,52,108,30,797,19,63,19,10,3,0,9,1822,29,31,10,0,15,0,7,5.3,1.4,0,3.4,0,3.1,890,21,7.5,1,16,0.8,222,3,0,3.1,0,8,0,11,0,12,0,14,0,23,0,25,0,250,0,7,0,6,0,4.7,0,5.2
GB60R,3,Soil,0,2789,1652,224,7156,178,1072,45,0,68,807,18,90,18,0,7,0,8,2038,31,55,11,0,15,0,7,6.7,1.4,0,3.4,0,2.9,749,19,5.8,1,11.5,0.8,225,4,0,3.6,0,9,0,13,0,14,0,16,0,27,0,30,0,259,0,7,0,6,0,4.6,0,5.2
GB60R,5,Soil,0,3077,2368,267,7673,197,1482,57,0,82,1238,24,168,23,16,3,18,3,3119,41,62,13,0,16,0,7,10.5,1.7,0,3.4,0,3.2,611,18,12.8,1.1,17.1,0.9,367,5,0,4.1,0,10,0,13,0,14,0,16,0,28,0,31,0,282,0,7,0,6,0,5.2,0,5.3
GB60R,7,Soil,0,2938,1693,236,6210,172,1520,55,0,78,1272,24,134,22,8,3,20,3,2949,39,0,38,0,15,0,7,10.8,1.6,0,3.5,0,3.1,762,19,12.4,1.1,16.9,0.9,273,4,0,3.8,0,10,0,13,0,14,0,16,0,27,0,30,0,284,0,7,0,6,0,4.9,0,5.3
GB60R,9,Soil,0,2695,1717,232,5280,156,1768,58,0,77,1275,23,172,23,12,3,17,3,2932,39,0,36,0,14,0,7,9.1,1.5,4.1,1.1,0,3,803,19,11.1,1.1,16.4,0.9,227,4,0,3.6,0,9,0,13,0,14,0,16,0,26,0,29,0,267,0,7,0,5.8,0,4.4,0,4.9
GB60R,11,Soil,0,2680,1299,206,8221,186,720,37,0,66,430,12,55,14,0,6,13,3,1731,28,31,10,0,14,0,7,6.4,1.4,0,3.3,0,3,702,18,11.8,1,15.5,0.9,258,4,0,3.7,0,9,0,13,0,14,0,16,0,27,0,30,0,249,0,7,0,5.8,0,4.6,0,5.2
GB60R,13,Soil,0,2615,1122,188,7181,166,478,29,0,54,188,8,32,11,0,5.1,0,7,1047,21,0,24,0,15,0,6,4,1.3,0,3.2,0,2.9,752,19,8.5,1,13.3,0.8,208,3,0,3.5,0,9,0,13,0,13,0,15,0,25,0,28,0,240,0,7,0,5.8,0,4.4,0,5.1
GB60R,15,Soil,0,2763,1872,230,6012,162,1017,44,0,70,819,18,114,18,0,7,10,3,2168,32,0,32,0,15,0,7,6,1.4,0,3.4,0,3,804,20,9,1,13,0.8,224,3,0,3.5,0,9,0,13,0,14,0,15,0,26,0,29,0,261,0,7,0,5.9,0,4.4,0,5.3
GB60R,17,Soil,0,2416,2137,222,6545,158,805,36,0,65,505,13,72,14,0,6,0,7,1838,28,0,29,0,14,0,6,0,3.8,0,3.2,0,2.7,792,19,4.6,0.9,11.5,0.7,113,2,4.1,1,0,9,0,12,0,13,0,14,0,24,0,26,0,226,0,5.9,0,6,0,4.5,0,5
GB60R,19,Soil,0,2424,1765,194,6349,145,550,28,0,64,172,7,0,29,0,4.9,0,6,827,19,0,22,0,13,0,6,5.3,1.3,0,3.4,0,2.8,1150,23,4,1,14.5,0.8,159,3,4,1.1,0,9,0,12,0,13,0,15,0,25,0,27,0,226,0,6,0,5.9,0,4.6,7.9,1.8
GB60R,21,Soil,0,2693,1053,197,5216,148,1222,47,0,64,980,19,86,19,0,7,0,8,1965,30,0,31,0,13,0,7,9.6,1.5,0,3.2,0,2.9,858,20,8.1,1,13.9,0.8,230,4,0,3.5,0,9,0,13,0,14,0,15,0,26,0,28,0,255,0,7,0,5.9,0,4.5,0,5.1
GB60R,23,Soil,0,2185,854,161,6627,145,401,24,0,53,84,5,0,25,0,4.9,0,6,731,17,0,20,0,14,0,5.9,5,1.3,0,3.3,0,2.8,1014,21,3.5,1,13,0.8,105,2,0,3,0,9,0,12,0,13,0,14,0,24,0,27,0,222,0,6,0,6,0,4,0,5.1
GB60R,25,Soil,0,2777,2766,254,5690,155,1315,48,0,76,795,17,110,18,0,7,14,3,3821,44,67,14,0,15,0,6,9.1,1.5,3.9,1.1,0,3,1108,22,9.4,1,15.3,0.8,129,2,0,3.1,0,9,0,12,0,13,0,15,0,25,0,27,0,238,0,7,0,6,0,4.4,0,5
GB60R,27,Soil,0,2908,1484,224,6628,174,1632,56,0,75,1079,21,131,21,12,3,16,3,2906,38,0,37,0,15,0,7,8.5,1.5,0,3.3,0,3.1,815,20,11.4,1.1,16.2,0.9,195,3,0,3.4,0,9,0,13,0,14,0,16,0,26,0,29,0,263,0,7,0,6,0,4.9,0,5.1
GB60R,29,Soil,0,2545,980,181,7040,160,1038,39,0,65,539,13,76,14,0,6,0,7,2247,32,41,11,0,14,0,6,9,1.4,0,3.1,0,2.9,1233,23,10.1,1.1,15.6,0.8,80.9,1.8,0,2.9,0,9,0,12,0,13,0,15,0,24,0,27,0,240,0,7,0,6,0,4.1,0,4.9
GB60R,31,Soil,0,2628,1812,211,6578,156,969,39,0,67,392,11,62,14,10,2,0,7,2924,37,71,12,0,14,0,6,10.8,1.5,0,3.3,0,2.9,1344,24,8.7,1.1,15,0.8,70.7,1.6,3.1,1,0,9,0,12,0,13,0,15,0,25,0,27,0,238,0,6,0,5.9,0,4.1,0,5.1
GB60R,33,Soil,0,2690,1971,235,5905,161,1551,53,0,78,1029,20,141,20,16,3,16,3,3188,40,56,13,0,15,0,7,14.9,1.7,3.7,1.2,0,3.1,1168,23,13.4,1.1,18.1,0.9,223,4,0,3.7,0,9,0,13,0,14,0,16,0,26,0,29,0,252,0,7,0,6,0,4.6,0,5.4
GB60R,35,Soil,0,2366,1102,180,7394,161,563,29,0,60,230,8,43,11,0,5,0,7,1179,22,34,8,0,12,0,6,9.6,1.4,0,3.2,0,2.7,1252,23,7,1,13.5,0.8,66.6,1.6,0,2.8,0,9,0,12,0,13,0,14,0,24,0,26,0,212,0,6,0,6,0,4,7.3,1.8
GB60R,37,Soil,0,2566,1420,203,7967,177,824,37,0,66,410,12,82,14,0,6,10,2,1594,26,46,10,0,14,0,7,7.5,1.4,0,3.2,0,2.9,1163,23,9.3,1,15.7,0.8,118,2,0,3.1,0,9,0,12,0,13,0,15,0,25,0,27,0,224,0,7,0,6,0,4.4,0,5.1
GB60R,39,Soil,0,2452,1327,202,5993,155,1150,44,0,70,792,17,102,17,0,6,0,8,1962,30,0,30,0,14,0,7,7.3,1.4,3.5,1.1,0,2.9,1000,21,7.2,1,14.9,0.8,145,3,0,3.2,0,9,0,13,0,13,0,15,0,25,0,27,0,244,0,7,0,6,0,4.1,0,5.1
GB60R,41,Soil,0,2669,1867,229,7080,176,1181,47,0,74,715,16,92,17,0,7,16,3,1608,27,0,29,0,14,0,7,8.5,1.5,0,3.3,0,3,877,20,4.7,1,13.7,0.8,201,3,0,3.5,0,9,0,13,0,14,0,16,0,26,0,29,0,258,0,7,0,6,0,4.6,0,5.3
GB60R,43,Soil,0,2635,2017,232,6910,172,1349,49,0,73,980,19,110,19,10,2,16,3,2111,31,0,31,0,15,0,7,7,1.4,0,3.2,0,2.9,1060,22,8.6,1,14.4,0.8,153,3,0,3.2,0,9,0,13,0,13,0,15,0,25,0,28,0,250,0,7,0,5.8,0,4.5,0,5
GB60R,45,Soil,0,3122,2085,246,6991,180,1726,58,0,80,1086,21,162,22,13,3,33,3,2653,37,0,36,0,16,0,7,9,1.6,0,3.4,0,3.2,877,21,9,1.1,16.6,0.9,242,4,0,3.6,0,10,0,13,0,14,0,16,0,27,0,30,0,279,0,7,0,6,0,4.9,0,5.2
GB60R,47,Soil,0,2780,1548,220,8187,188,1209,47,0,73,812,17,96,18,0,7,25,3,2281,34,47,12,0,15,0,7,8,1.5,0,3.5,0,3,856,20,8,1,13.4,0.8,251,4,0,3.8,0,10,0,13,0,14,0,16,0,27,0,31,0,260,0,7,0,5.9,0,4.6,0,5.4
GB60R,49,Soil,0,3096,1799,260,6367,187,1682,63,0,81,1346,26,183,25,12,3,35,4,3964,46,84,15,0,15,0,7,10.3,1.6,0,3.6,0,3.2,899,20,11.5,1.1,15.1,0.8,202,3,0,3.4,0,9,0,13,0,13,0,15,0,25,0,28,0,266,0,8,0,6,0,4.6,8.3,1.8
GB60R,50,Soil,0,2950,1912,231,8531,191,1369,49,0,72,877,18,138,19,9,2,31,3,2925,38,50,12,0,15,0,7,14.1,1.7,4.2,1.2,0,3,947,21,10.8,1.1,16,0.8,206,3,0,3.4,0,9,0,13,0,14,0,15,0,26,0,28,0,254,0,7,0,5.9,0,4.5,0,5.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB64R,1,Soil,0,2619,1375,210,7177,172,1415,49,0,70,812,17,78,17,7,2,23,3,2793,37,0,36,0,14,0,7,14.9,1.7,3.6,1.1,0,3,1025,21,10.9,1.1,18.4,0.9,124,2,0,3.2,0,9,0,13,0,13,0,15,0,26,0,28,0,252,0,7,0,5.7,0,4.1,0,5
GB64R,3,Soil,0,3117,2236,253,6004,167,2129,64,0,82,1241,23,169,23,8,3,45,3,4075,48,55,15,0,16,0,7,18.3,1.9,4.8,1.2,0,3,867,21,13,1.1,16.5,0.9,276,4,0,3.7,0,9,0,13,0,14,0,16,0,27,0,30,0,291,0,7,0,6,0,4.8,0,5.2
GB64R,5,Soil,0,3321,1312,251,7056,203,1524,63,0,84,929,22,173,24,10,3,23,3,4636,52,89,16,0,16,0,7,10.6,1.6,0,3.5,0,3.1,883,20,12.5,1.1,16.3,0.9,173,3,0,3.4,0,9,0,13,0,13,0,15,0,26,0,29,0,263,0,7,0,6,0,4.5,0,5.3
GB64R,7,Soil,0,2958,1441,234,8043,198,1439,55,0,81,822,19,131,20,11,3,23,3,3945,43,98,14,0,14,0,7,11.2,1.5,0,3.3,0,2.8,1015,20,14.9,1,13.6,0.7,114,2,0,2.9,0,8,0,12,0,12,0,14,0,23,0,26,0,242,0,7,0,5.7,0,4,0,4.9
GB64R,9,Soil,0,2802,1100,210,8672,199,825,41,0,70,335,12,58,14,0,7,0,8,2792,36,57,12,0,14,0,6,8.4,1.4,0,3.4,0,2.7,1151,22,8.7,1,11.3,0.6,59.7,1.3,3.2,0.9,0,8,0,11,0,12,0,13,0,22,0,24,0,216,0,6,0,5.6,0,3.9,9.4,1.8
GB64R,11,Soil,0,2479,1862,217,7677,172,1257,45,0,69,602,14,93,16,0,6,9,3,2756,36,66,12,0,14,0,7,6.3,1.3,0,3.3,0,2.8,1189,23,8.6,1,12.3,0.7,72.8,1.6,0,2.9,0,9,0,12,0,13,0,14,0,24,0,26,0,225,0,6,0,6,0,4.2,0,5.1
GB64R,13,Soil,0,2398,1451,193,7945,166,801,34,0,60,312,10,44,12,0,5.5,0,7,2577,34,57,12,0,14,9,2,5.8,1.3,0,3.2,0,2.8,1068,21,4.7,1,9.9,0.7,46.3,1.3,3.8,1,0,9,0,12,0,13,0,14,0,24,0,26,0,216,0,6,0,5.7,0,4.2,0,4.9
GB64R,15,Soil,0,2692,1723,219,8086,181,1128,44,0,66,491,13,66,15,0,7,8,3,3947,45,49,14,0,13,0,6,12.1,1.6,0,3.3,0,2.8,1036,21,15.2,1.1,15.2,0.8,72.6,1.7,0,2.9,0,9,0,12,0,13,0,15,0,24,0,27,0,243,0,7,0,5.8,0,4.4,6.8,1.8
GB64R,17,Soil,0,2920,1813,238,6919,178,1828,59,0,80,893,19,166,21,13,3,24,3,3663,43,41,13,0,14,0,7,15.3,1.7,0,3.2,0,2.9,1148,23,20.1,1.2,17.3,0.9,106,2,0,3,0,9,0,12,0,13,0,15,0,25,0,28,0,245,0,7,0,6,0,4.6,0,5.2
GB64R,19,Soil,0,3203,2225,271,7237,196,1679,62,0,83,996,22,136,22,17,3,29,3,4306,49,64,15,0,15,0,7,16.1,1.8,0,3.5,0,3.1,945,21,15.5,1.1,17,0.9,159,3,0,3.3,0,9,0,13,0,14,0,16,0,26,0,29,0,277,0,7,0,6,0,4.4,5.4,1.8
GB64R,21,Soil,0,3326,2329,285,7163,202,1657,64,0,85,1202,25,130,24,15,3,25,4,4734,54,77,16,0,16,0,8,11.9,1.8,0,3.6,0,3.3,847,21,12.3,1.1,16,0.9,281,4,0,3.9,0,10,0,13,0,14,0,16,0,27,0,30,0,284,0,8,0,6,0,4.8,0,5.5
GB64R,23,Soil,0,3154,2205,276,7861,210,1343,58,0,82,1025,22,159,23,15,3,27,3,3165,41,0,39,0,16,0,7,14.2,1.8,0,3.5,0,3.2,862,21,10.6,1.1,14.7,0.9,335,5,0,4,0,10,0,13,0,14,0,16,0,27,0,30,0,273,0,8,0,6,0,5.4,0,5.4
GB64R,25,Soil,0,3133,1605,231,5495,160,1674,57,0,78,1015,21,160,21,15,3,22,3,3528,42,56,13,0,14,0,7,10.7,1.6,0,3.4,0,3.1,1232,24,11.3,1.1,16.3,0.9,225,4,0,3.6,0,9,0,13,0,14,0,16,0,27,0,30,0,270,0,7,0,6,0,4.6,5.7,1.8
GB64R,27,Soil,0,2452,1080,185,6825,159,844,36,0,62,389,11,50,13,0,5.8,0,7,1936,29,34,10,0,14,0,6,6.2,1.4,0,3.5,0,3,1427,25,7.6,1.1,13.6,0.8,128,2,0,3.2,0,9,0,12,0,13,0,15,0,25,0,27,0,225,0,7,0,6,0,4.4,7.6,1.8
GB64R,29,Soil,0,2446,1065,180,6461,152,749,34,0,55,441,12,87,14,0,5.4,8,2,1885,29,40,10,0,14,0,6,8.1,1.4,0,3.2,0,2.8,1141,22,7.9,1,13.5,0.8,129,2,0,3.1,0,9,0,12,0,13,0,15,0,25,0,27,0,232,0,7,0,6,0,4,0,5
GB64R,31,Soil,0,2895,1621,224,5150,150,2046,61,0,76,1392,24,172,23,13,3,14,3,3448,43,71,14,0,16,0,7,11.9,1.6,0,3.3,0,3.1,792,20,14.2,1.1,17.1,0.9,207,3,0,3.5,0,9,0,13,0,14,0,16,0,27,0,30,0,279,0,7,0,5.9,0,4.8,0,5.2
GB64R,33,Soil,0,2894,1692,227,4662,144,2024,61,0,77,1349,23,150,22,9,3,20,3,3339,42,64,14,0,17,0,7,14.5,1.7,3.9,1.1,0,3.1,727,19,15.4,1.1,18,0.9,226,4,0,3.6,0,10,0,13,0,14,0,16,0,27,0,30,0,274,0,7,0,6,0,4.7,0,5.1
