"","site_id","core_id","depth_min","depth_max","mid_point","dry_bulk_density","fraction_organic_matter","fraction_nitrogen","fraction_carbon","carbon_density","TC instead of TOC?","core_date","DBD_measured_or_modeled","OC_measured_or_modeled","CD_measured_or_modeled"
"12","MJO12 Robinson Preserve","M0331",0,10,"0.05",0.406666667,0.190666667,NA,0.08165947914,"3.3208188210819826E-2","Y","2010","measured","measured","modeled"
"13","MJO12 Robinson Preserve","M0331",10,30,"0.2",0.6,0.094333333,NA,0.04804789543,"2.8828737258E-2","Y","2010","measured","measured","modeled"
"14","MJO12 Emerson Point","M0332",0,10,"0.05",0.3,0.231666667,NA,0.1689666271,"5.0689988130000002E-2","Y","2010","measured","measured","modeled"
"15","MJO12 Emerson Point","M0332",10,30,"0.2",0.633333333,0.093,NA,0.04630385558,"2.932577518523205E-2","Y","2010","measured","measured","modeled"
"16","MJO12 East Cockroach Bay","M0333",0,10,"0.05",0.193333333,0.393333333,NA,0.1646897316,"3.184001472110342E-2","Y","2010","measured","measured","modeled"
"17","MJO12 East Cockroach Bay","M0333",10,30,"0.2",0.33,0.19,NA,0.07787532012,"2.5698855639599998E-2","Y","2010","measured","measured","modeled"
"18","MJO12 South Cockroach Bay","M0334",0,10,"0.05",0.146666667,0.543666667,NA,0.2012357839,"2.9514581705745259E-2","Y","2010","measured","measured","modeled"
"19","MJO12 South Cockroach Bay","M0334",10,30,"0.2",0.2,0.487,NA,0.2020728175,"4.04145635E-2","Y","2010","measured","measured","modeled"
"20","MJO12 Little Cockroach Bay","M0335",0,10,"0.05",0.17,0.492,NA,0.211087265,"3.5884835050000001E-2","Y","2010","measured","measured","modeled"
"21","MJO12 Little Cockroach Bay","M0335",10,30,"0.2",0.186666667,0.329666667,NA,0.1633750884,"3.0496683222458364E-2","Y","2010","measured","measured","modeled"
"22","MJO12 Bishop Harbor","M0336",0,10,"0.05",0.346666667,0.195333333,NA,0.116425972,"4.036100366547532E-2","Y","2010","measured","measured","modeled"
"23","MJO12 Bishop Harbor","M0336",10,30,"0.2",0.613333333,0.087333333,NA,0.04869788647,"2.9868037018700708E-2","Y","2010","measured","measured","modeled"
"24","MJO12 Wolf Branch","M0337",0,10,"0.05",0.26,0.266333333,NA,0.1400985718,"3.6425628668000004E-2","Y","2010","measured","measured","modeled"
"25","MJO12 Wolf Branch","M0337",10,30,"0.2",0.543333333,0.171,NA,0.08608137129,"4.6770878372206212E-2","Y","2010","measured","measured","modeled"
"26","MJO12 Apollo Beach","M0338",0,10,"0.05",0.443333333,0.125,NA,0.06730012576,"2.9836389064499955E-2","Y","2010","measured","measured","modeled"
"27","MJO12 Apollo Beach","M0338",10,30,"0.2",0.76,0.057333333,NA,0.03329393705,"2.5303392157999999E-2","Y","2010","measured","measured","modeled"
"28","MJO12 Bullfrog Creek","M0339",0,10,"0.05",0.21,0.342666667,NA,0.1463415925,"3.0731734425000001E-2","Y","2010","measured","measured","modeled"
"29","MJO12 Bullfrog Creek","M0339",10,30,"0.2",0.32,0.191333333,NA,0.09151843549,"2.9285899356800003E-2","Y","2010","measured","measured","modeled"
"30","DAM16 SC Basin","M0340",0,2,"0.01",0.07,NA,NA,0.28963,"2.0274100000000003E-2","N","2013","measured","measured","modeled"
"31","DAM16 SC Basin","M0340",2,4,"0.03",0.111,NA,NA,0.2619,"2.9070900000000004E-2","N","2013","measured","measured","modeled"
"32","DAM16 SC Basin","M0340",4,6,"0.05",0.105,NA,NA,0.24674,"2.5907699999999999E-2","N","2013","measured","measured","modeled"
"33","DAM16 SC Basin","M0340",6,8,"7.0000000000000007E-2",0.133,NA,NA,0.2213,"2.9432900000000001E-2","N","2013","measured","measured","modeled"
"34","DAM16 SC Basin","M0340",8,10,"0.09",0.205,NA,NA,0.17265,"3.5393249999999994E-2","N","2013","measured","measured","modeled"
"35","DAM16 SC Basin","M0340",10,12,"0.11",0.566,NA,NA,0.07592,"4.2970719999999997E-2","N","2013","measured","measured","modeled"
"36","DAM16 SC Basin","M0340",12,14,"0.13",0.756,NA,NA,0.03031,"2.2914360000000002E-2","N","2013","measured","measured","modeled"
"37","DAM16 SC Basin","M0340",14,16,"0.15000000000000002",1.065,NA,NA,0.01543,"1.6432949999999998E-2","N","2013","measured","measured","modeled"
"38","DAM16 SC Basin","M0340",16,18,"0.16999999999999998",1.168,NA,NA,0.01058,"1.2357440000000001E-2","N","2013","measured","measured","modeled"
"39","DAM16 SC Basin","M0340",18,20,"0.19",1.15,NA,NA,0.01053,"1.2109499999999999E-2","N","2013","measured","measured","modeled"
"40","DAM16 SC Basin","M0340",20,22,"0.21000000000000002",1.265,NA,NA,0.00923,"1.1675949999999999E-2","N","2013","measured","measured","modeled"
"41","DAM16 SC Basin","M0340",22,24,"0.22999999999999998",1.321,NA,NA,0.00829,"1.0951089999999998E-2","N","2013","measured","measured","modeled"
"42","DAM16 SC Basin","M0340",24,26,"0.25",1.288,NA,NA,0.00677,"8.7197600000000017E-3","N","2013","measured","measured","modeled"
"43","DAM16 SC Basin","M0340",26,28,"0.27",1.416,NA,NA,0.0061,"8.6375999999999988E-3","N","2013","measured","measured","modeled"
"44","DAM16 SC Basin","M0340",28,30,"0.29000000000000004",1.521,NA,NA,0.0048,"7.3007999999999988E-3","N","2013","measured","measured","modeled"
"45","DAM16 HA Basin","M0341",0,2,"0.01",0.256,NA,NA,0.10091,"2.5832960000000002E-2","N","2013","measured","measured","modeled"
"46","DAM16 HA Basin","M0341",2,4,"0.03",0.769,NA,NA,0.02503,"1.9248069999999999E-2","N","2013","measured","measured","modeled"
"47","DAM16 HA Basin","M0341",4,6,"0.05",0.961,NA,NA,0.0237,"2.2775700000000003E-2","N","2013","measured","measured","modeled"
"48","DAM16 HA Basin","M0341",6,8,"7.0000000000000007E-2",0.97,NA,NA,0.01958,"1.8992599999999998E-2","N","2013","measured","measured","modeled"
"49","DAM16 HA Basin","M0341",8,10,"0.09",0.928,NA,NA,0.02448,"2.2717439999999998E-2","N","2013","measured","measured","modeled"
"50","DAM16 HA Basin","M0341",10,12,"0.11",0.842,NA,NA,0.0278,"2.3407599999999997E-2","N","2013","measured","measured","modeled"
"51","DAM16 HA Basin","M0341",12,14,"0.13",0.695,NA,NA,0.04291,"2.982245E-2","N","2013","measured","measured","modeled"
"52","DAM16 HA Basin","M0341",14,16,"0.15000000000000002",0.868,NA,NA,0.02857,"2.479876E-2","N","2013","measured","measured","modeled"
"53","DAM16 HA Basin","M0341",16,18,"0.16999999999999998",0.987,NA,NA,0.0211,"2.0825699999999996E-2","N","2013","measured","measured","modeled"
"54","DAM16 HA Basin","M0341",18,20,"0.19",1.061,NA,NA,0.01459,"1.5479989999999999E-2","N","2013","measured","measured","modeled"
"55","DAM16 HA Basin","M0341",20,22,"0.21000000000000002",1.184,NA,NA,0.01329,"1.573536E-2","N","2013","measured","measured","modeled"
"56","DAM16 HA Basin","M0341",24,26,"0.25",1.27,NA,NA,0.01251,"1.5887699999999998E-2","N","2013","measured","measured","modeled"
"57","DAM16 HA Basin","M0341",26,28,"0.27",1.196,NA,NA,0.01226,"1.4662959999999999E-2","N","2013","measured","measured","modeled"
"58","DAM16 HA Basin","M0341",30,32,"0.31",1.281,NA,NA,0.00953,"1.2207929999999999E-2","N","2013","measured","measured","modeled"
"59","DAM16 SC Fringe","M0342",0,2,"0.01",0.248,NA,NA,0.25331,"6.2820879999999996E-2","N","2013","measured","measured","modeled"
"60","DAM16 SC Fringe","M0342",2,4,"0.03",0.298,NA,NA,0.26331,"7.8466379999999988E-2","N","2013","measured","measured","modeled"
"61","DAM16 SC Fringe","M0342",4,6,"0.05",0.254,NA,NA,0.26145,"6.6408300000000003E-2","N","2013","measured","measured","modeled"
"62","DAM16 SC Fringe","M0342",6,8,"7.0000000000000007E-2",0.232,NA,NA,0.25871,"6.002072E-2","N","2013","measured","measured","modeled"
"63","DAM16 SC Fringe","M0342",8,10,"0.09",0.197,NA,NA,0.22794,"4.4904180000000002E-2","N","2013","measured","measured","modeled"
"64","DAM16 SC Fringe","M0342",10,12,"0.11",0.198,NA,NA,0.17818,"3.5279640000000001E-2","N","2013","measured","measured","modeled"
"65","DAM16 SC Fringe","M0342",12,14,"0.13",0.168,NA,NA,0.17046,"2.8637280000000001E-2","N","2013","measured","measured","modeled"
"66","DAM16 SC Fringe","M0342",14,16,"0.15000000000000002",0.169,NA,NA,0.16763,"2.8329470000000006E-2","N","2013","measured","measured","modeled"
"67","DAM16 SC Fringe","M0342",16,18,"0.16999999999999998",0.158,NA,NA,0.1494,"2.36052E-2","N","2013","measured","measured","modeled"
"68","DAM16 SC Fringe","M0342",18,20,"0.19",0.123,NA,NA,0.17768,"2.1854640000000002E-2","N","2013","measured","measured","modeled"
"69","DAM16 SC Fringe","M0342",20,22,"0.21000000000000002",0.131,NA,NA,0.17168,"2.2490079999999999E-2","N","2013","measured","measured","modeled"
"70","DAM16 SC Fringe","M0342",22,24,"0.22999999999999998",0.12,NA,NA,0.15264,"1.8316799999999998E-2","N","2013","measured","measured","modeled"
"71","DAM16 HA Fringe","M0343",0,2,"0.01",0.228,NA,NA,0.17328,"3.9507840000000002E-2","N","2013","measured","measured","modeled"
"72","DAM16 HA Fringe","M0343",2,4,"0.03",0.24,NA,NA,0.19237,"4.6168799999999996E-2","N","2013","measured","measured","modeled"
"73","DAM16 HA Fringe","M0343",4,6,"0.05",0.274,NA,NA,0.16536,"4.5308640000000004E-2","N","2013","measured","measured","modeled"
"74","DAM16 HA Fringe","M0343",6,8,"7.0000000000000007E-2",0.257,NA,NA,0.14049,"3.6105930000000001E-2","N","2013","measured","measured","modeled"
"75","DAM16 HA Fringe","M0343",8,10,"0.09",0.251,NA,NA,0.15626,"3.9221259999999994E-2","N","2013","measured","measured","modeled"
"76","DAM16 HA Fringe","M0343",10,12,"0.11",0.288,NA,NA,0.12905,"3.7166399999999995E-2","N","2013","measured","measured","modeled"
"77","DAM16 HA Fringe","M0343",12,14,"0.13",0.427,NA,NA,0.08896,"3.7985920000000006E-2","N","2013","measured","measured","modeled"
"78","DAM16 HA Fringe","M0343",14,16,"0.15000000000000002",0.288,NA,NA,0.11729,"3.3779519999999993E-2","N","2013","measured","measured","modeled"
"79","DAM16 HA Fringe","M0343",16,18,"0.16999999999999998",0.423,NA,NA,0.08364,"3.5379720000000003E-2","N","2013","measured","measured","modeled"
"80","DAM16 HA Fringe","M0343",18,20,"0.19",0.511,NA,NA,0.05569,"2.8457589999999998E-2","N","2013","measured","measured","modeled"
"81","DAM16 HA Fringe","M0343",20,22,"0.21000000000000002",0.501,NA,NA,0.06006,"3.0090060000000002E-2","N","2013","measured","measured","modeled"
"82","DAM16 SC Riverine","M0344",0,2,"0.01",0.206,NA,NA,0.1479,"3.0467399999999999E-2","N","2013","measured","measured","modeled"
"83","DAM16 SC Riverine","M0344",2,4,"0.03",0.218,NA,NA,0.1435,"3.1282999999999998E-2","N","2013","measured","measured","modeled"
"84","DAM16 SC Riverine","M0344",4,6,"0.05",0.242,NA,NA,0.12675,"3.0673499999999999E-2","N","2013","measured","measured","modeled"
"85","DAM16 SC Riverine","M0344",6,8,"7.0000000000000007E-2",0.219,NA,NA,0.12587,"2.7565530000000001E-2","N","2013","measured","measured","modeled"
"86","DAM16 SC Riverine","M0344",8,10,"0.09",0.175,NA,NA,0.13207,"2.3112250000000001E-2","N","2013","measured","measured","modeled"
"87","DAM16 SC Riverine","M0344",10,12,"0.11",0.208,NA,NA,0.18288,"3.8039040000000003E-2","N","2013","measured","measured","modeled"
"88","DAM16 SC Riverine","M0344",12,14,"0.13",0.204,NA,NA,0.21659,"4.4184359999999992E-2","N","2013","measured","measured","modeled"
"89","DAM16 SC Riverine","M0344",14,16,"0.15000000000000002",0.2,NA,NA,0.21202,"4.2404000000000004E-2","N","2013","measured","measured","modeled"
"90","DAM16 SC Riverine","M0344",16,18,"0.16999999999999998",0.253,NA,NA,0.19257,"4.8720210000000007E-2","N","2013","measured","measured","modeled"
"91","DAM16 SC Riverine","M0344",18,20,"0.19",0.252,NA,NA,0.19561,"4.9293719999999999E-2","N","2013","measured","measured","modeled"
"92","DAM16 SC Riverine","M0344",20,22,"0.21000000000000002",0.219,NA,NA,0.23652,"5.1797880000000004E-2","N","2013","measured","measured","modeled"
"93","DAM16 SC Riverine","M0344",22,24,"0.22999999999999998",0.213,NA,NA,0.16276,"3.4667879999999998E-2","N","2013","measured","measured","modeled"
"94","DAM16 SC Riverine","M0344",24,26,"0.25",0.208,NA,NA,0.17214,"3.5805119999999996E-2","N","2013","measured","measured","modeled"
"95","DAM16 SC Riverine","M0344",26,28,"0.27",0.21,NA,NA,0.19608,"4.11768E-2","N","2013","measured","measured","modeled"
"96","DAM16 SC Riverine","M0344",28,30,"0.29000000000000004",0.215,NA,NA,0.19215,"4.1312249999999995E-2","N","2013","measured","measured","modeled"
"97","DAM16 SC Riverine","M0344",30,32,"0.31",0.196,NA,NA,0.20696,"4.0564160000000002E-2","N","2013","measured","measured","modeled"
"98","DAM16 SC Riverine","M0344",32,34,"0.33",0.169,NA,NA,0.21822,"3.6879180000000004E-2","N","2013","measured","measured","modeled"
"99","DAM16 HA Riverine","M0345",0,2,"0.01",0.096,NA,NA,0.33246,"3.1916160000000006E-2","N","2013","measured","measured","modeled"
"100","DAM16 HA Riverine","M0345",2,4,"0.03",0.135,NA,NA,0.34229,"4.6209149999999997E-2","N","2013","measured","measured","modeled"
"101","DAM16 HA Riverine","M0345",4,6,"0.05",0.145,NA,NA,0.32829,"4.760205E-2","N","2013","measured","measured","modeled"
"102","DAM16 HA Riverine","M0345",6,8,"7.0000000000000007E-2",0.116,NA,NA,0.31567,"3.6617719999999999E-2","N","2013","measured","measured","modeled"
"103","DAM16 HA Riverine","M0345",8,10,"0.09",0.147,NA,NA,0.30089,"4.4230829999999999E-2","N","2013","measured","measured","modeled"
"104","DAM16 HA Riverine","M0345",10,12,"0.11",0.141,NA,NA,0.30402,"4.286682E-2","N","2013","measured","measured","modeled"
"105","DAM16 HA Riverine","M0345",12,14,"0.13",0.159,NA,NA,0.28382,"4.5127380000000002E-2","N","2013","measured","measured","modeled"
"106","DAM16 HA Riverine","M0345",14,16,"0.15000000000000002",0.191,NA,NA,0.25705,"4.9096550000000003E-2","N","2013","measured","measured","modeled"
"107","DAM16 HA Riverine","M0345",16,18,"0.16999999999999998",0.179,NA,NA,0.26898,"4.8147419999999996E-2","N","2013","measured","measured","modeled"
"108","DAM16 HA Riverine","M0345",18,20,"0.19",0.179,NA,NA,0.27648,"4.948992E-2","N","2013","measured","measured","modeled"
"109","DAM16 HA Riverine","M0345",20,22,"0.21000000000000002",0.116,NA,NA,0.27986,"3.2463760000000001E-2","N","2013","measured","measured","modeled"
"110","DAM16 SC Dwarf","M0346",10,12,"0.11",0.634,NA,NA,0.06208,"3.935872E-2","N","2013","measured","measured","modeled"
"111","DAM16 SC Dwarf","M0346",12,14,"0.13",0.81,NA,NA,0.05198,"4.2103800000000004E-2","N","2013","measured","measured","modeled"
"112","JLB16 SH3-1","M0647",1,2,"1.4999999999999999E-2",0.534,NA,NA,0.06304,"3.3663360000000003E-2","N",NA,"measured","measured","modeled"
"113","JLB16 SH3-1","M0647",2,3,"2.5000000000000001E-2",0.681,NA,NA,0.03788,"2.5796280000000001E-2","N",NA,"measured","measured","modeled"
"114","JLB16 SH3-1","M0647",3,4,"3.5000000000000003E-2",0.202,NA,NA,0.27412,"5.5372239999999996E-2","N",NA,"measured","measured","modeled"
"115","JLB16 SH3-1","M0647",4,5,"4.4999999999999998E-2",0.185,NA,NA,0.19326,"3.5753100000000003E-2","N",NA,"measured","measured","modeled"
"116","JLB16 SH3-1","M0647",5,6,"5.5E-2",0.162,NA,NA,0.2305,"3.7341000000000006E-2","N",NA,"measured","measured","modeled"
"117","JLB16 SH3-1","M0647",6,7,"6.5000000000000002E-2",0.17,NA,NA,0.2362,"4.0154000000000009E-2","N",NA,"measured","measured","modeled"
"118","JLB16 SH3-1","M0647",7,8,"7.5000000000000011E-2",0.19,NA,NA,0.2458,"4.6702E-2","N",NA,"measured","measured","modeled"
"119","JLB16 SH3-1","M0647",8,9,"8.4999999999999992E-2",0.167,NA,NA,0.22052,"3.682684E-2","N",NA,"measured","measured","modeled"
"120","JLB16 SH3-1","M0647",9,10,"9.5000000000000001E-2",0.168,NA,NA,0.21013,"3.5301840000000001E-2","N",NA,"measured","measured","modeled"
"121","JLB16 SH3-1","M0647",10,12,"0.11",0.207,NA,NA,0.20653,"4.2751709999999998E-2","N",NA,"measured","measured","modeled"
"122","JLB16 SH3-1","M0647",12,14,"0.13",0.205,NA,NA,0.20499,"4.2022949999999989E-2","N",NA,"measured","measured","modeled"
"123","JLB16 SH3-1","M0647",14,16,"0.15000000000000002",0.223,NA,NA,0.17068,"3.8061640000000008E-2","N",NA,"measured","measured","modeled"
"124","JLB16 SH3-1","M0647",16,18,"0.16999999999999998",0.224,NA,NA,0.16948,"3.7963520000000001E-2","N",NA,"measured","measured","modeled"
"125","JLB16 SH3-1","M0647",18,20,"0.19",0.251,NA,NA,0.20995,"5.269745E-2","N",NA,"measured","measured","modeled"
"126","JLB16 SH3-1","M0647",20,22,"0.21000000000000002",0.272,NA,NA,0.20151,"5.481072E-2","N",NA,"measured","measured","modeled"
"127","JLB16 SH3-1","M0647",22,24,"0.22999999999999998",0.25,NA,NA,0.19765,"4.9412499999999998E-2","N",NA,"measured","measured","modeled"
"128","JLB16 SH3-1","M0647",24,26,"0.25",0.207,NA,NA,0.22412,"4.6392839999999998E-2","N",NA,"measured","measured","modeled"
"129","JLB16 SH3-1","M0647",26,28,"0.27",0.23,NA,NA,0.21909,"5.0390699999999997E-2","N",NA,"measured","measured","modeled"
"130","JLB16 SH3-1","M0647",28,30,"0.29000000000000004",0.216,NA,NA,0.19911,"4.3007759999999999E-2","N",NA,"measured","measured","modeled"
"131","JLB16 SH3-1","M0647",30,32,"0.31",0.237,NA,NA,0.19791,"4.6904669999999996E-2","N",NA,"measured","measured","modeled"
"132","JLB16 SH3-1","M0647",32,34,"0.33",0.2,NA,NA,0.21142,"4.2284000000000002E-2","N",NA,"measured","measured","modeled"
"133","JLB16 SH3-3","M0648",0,1,"5.0000000000000001E-3",0.231,NA,NA,0.14028,"3.2404680000000005E-2","N",NA,"measured","measured","modeled"
"134","JLB16 SH3-3","M0648",1,2,"1.4999999999999999E-2",0.351,NA,NA,0.13202,"4.6339019999999995E-2","N",NA,"measured","measured","modeled"
"135","JLB16 SH3-3","M0648",2,3,"2.5000000000000001E-2",0.325,NA,NA,0.14537,"4.7245250000000003E-2","N",NA,"measured","measured","modeled"
"136","JLB16 SH3-3","M0648",3,4,"3.5000000000000003E-2",0.283,NA,NA,0.16075,"4.5492249999999998E-2","N",NA,"measured","measured","modeled"
"137","JLB16 SH3-3","M0648",4,5,"4.4999999999999998E-2",0.283,NA,NA,0.17141,"4.8509029999999988E-2","N",NA,"measured","measured","modeled"
"138","JLB16 SH3-3","M0648",5,6,"5.5E-2",0.179,NA,NA,0.16548,"2.9620919999999995E-2","N",NA,"measured","measured","modeled"
"139","JLB16 SH3-3","M0648",6,7,"6.5000000000000002E-2",0.154,NA,NA,0.17562,"2.704548E-2","N",NA,"measured","measured","modeled"
"140","JLB16 SH3-3","M0648",7,8,"7.5000000000000011E-2",0.157,NA,NA,0.18919,"2.970283E-2","N",NA,"measured","measured","modeled"
"141","JLB16 SH3-3","M0648",8,9,"8.4999999999999992E-2",0.207,NA,NA,0.2108,"4.3635599999999997E-2","N",NA,"measured","measured","modeled"
"142","JLB16 SH3-3","M0648",9,10,"9.5000000000000001E-2",0.175,NA,NA,0.2024,"3.542E-2","N",NA,"measured","measured","modeled"
"143","JLB16 SH3-3","M0648",10,11,"0.10500000000000001",0.146,NA,NA,0.20818,"3.0394279999999999E-2","N",NA,"measured","measured","modeled"
"144","JLB16 SH3-3","M0648",11,12,"0.11499999999999999",0.209,NA,NA,0.20638,"4.3133419999999999E-2","N",NA,"measured","measured","modeled"
"145","JLB16 SH3-3","M0648",12,13,"0.125",0.194,NA,NA,0.20518,"3.9804920000000001E-2","N",NA,"measured","measured","modeled"
"146","JLB16 SH3-3","M0648",13,14,"0.13500000000000001",0.162,NA,NA,0.20518,"3.3239160000000004E-2","N",NA,"measured","measured","modeled"
"147","JLB16 SH3-3","M0648",14,15,"0.14500000000000002",0.155,NA,NA,0.21576,"3.3442800000000002E-2","N",NA,"measured","measured","modeled"
"148","JLB16 SH3-3","M0648",15,16,"0.155",0.166,NA,NA,0.21495,"3.5681700000000004E-2","N",NA,"measured","measured","modeled"
"149","JLB16 SH3-3","M0648",16,17,"0.16500000000000001",0.184,NA,NA,0.21615,"3.9771599999999997E-2","N",NA,"measured","measured","modeled"
"150","JLB16 SH3-3","M0648",17,18,"0.17499999999999999",0.208,NA,NA,0.19717,"4.1011359999999997E-2","N",NA,"measured","measured","modeled"
"151","JLB16 SH3-3","M0648",18,19,"0.185",0.203,NA,NA,0.19492,"3.9568760000000001E-2","N",NA,"measured","measured","modeled"
"152","JLB16 SH3-3","M0648",19,20,"0.19500000000000001",0.204,NA,NA,0.18479,"3.7697159999999993E-2","N",NA,"measured","measured","modeled"
"153","JLB16 SH3-3","M0648",20,21,"0.20500000000000002",0.226,NA,NA,0.18404,"4.1593040000000005E-2","N",NA,"measured","measured","modeled"
"154","JLB16 SH3-3","M0648",21,22,"0.215",0.199,NA,NA,0.19116,"3.8040839999999999E-2","N",NA,"measured","measured","modeled"
"155","JLB16 SH3-3","M0648",22,23,"0.22500000000000001",0.174,NA,NA,0.19297,"3.3576780000000001E-2","N",NA,"measured","measured","modeled"
"156","JLB16 SH3-3","M0648",23,24,"0.23499999999999999",0.209,NA,NA,0.18284,"3.8213560000000001E-2","N",NA,"measured","measured","modeled"
"157","JLB16 SH3-3","M0648",24,25,"0.245",0.201,NA,NA,0.18119,"3.6419189999999997E-2","N",NA,"measured","measured","modeled"
"158","JLB16 SH3-3","M0648",25,26,"0.255",0.196,NA,NA,0.18186,"3.5644559999999999E-2","N",NA,"measured","measured","modeled"
"159","JLB16 SH3-3","M0648",26,27,"0.26500000000000001",0.241,NA,NA,0.18006,"4.3394459999999996E-2","N",NA,"measured","measured","modeled"
"160","JLB16 SH3-3","M0648",27,28,"0.27500000000000002",0.235,NA,NA,0.17443,"4.0991050000000001E-2","N",NA,"measured","measured","modeled"
"161","JLB16 SH3-3","M0648",28,29,"0.28500000000000003",0.21,NA,NA,0.15351,"3.2237099999999998E-2","N",NA,"measured","measured","modeled"
"162","JLB16 SH3-3","M0648",29,30,"0.29499999999999998",0.21,NA,NA,0.15538,"3.2629799999999994E-2","N",NA,"measured","measured","modeled"
"163","JLB16 SH3-5","M0649",0,1,"5.0000000000000001E-3",0.176,NA,NA,0.24841,"4.3720160000000001E-2","N",NA,"measured","measured","modeled"
"164","JLB16 SH3-5","M0649",1,2,"1.4999999999999999E-2",0.17,NA,NA,0.31151,"5.2956700000000002E-2","N",NA,"measured","measured","modeled"
"165","JLB16 SH3-5","M0649",2,3,"2.5000000000000001E-2",0.172,NA,NA,0.27111,"4.6630919999999999E-2","N",NA,"measured","measured","modeled"
"166","JLB16 SH3-5","M0649",3,4,"3.5000000000000003E-2",0.18,NA,NA,0.22276,"4.0096799999999995E-2","N",NA,"measured","measured","modeled"
"167","JLB16 SH3-5","M0649",4,5,"4.4999999999999998E-2",0.201,NA,NA,0.2067,"4.1546700000000006E-2","N",NA,"measured","measured","modeled"
"168","JLB16 SH3-5","M0649",5,6,"5.5E-2",0.179,NA,NA,0.21256,"3.8048239999999997E-2","N",NA,"measured","measured","modeled"
"169","JLB16 SH3-5","M0649",6,7,"6.5000000000000002E-2",0.187,NA,NA,0.24896,"4.6555520000000003E-2","N",NA,"measured","measured","modeled"
"170","JLB16 SH3-5","M0649",7,8,"7.5000000000000011E-2",0.153,NA,NA,0.25159,"3.8493269999999996E-2","N",NA,"measured","measured","modeled"
"171","JLB16 SH3-5","M0649",8,9,"8.4999999999999992E-2",0.177,NA,NA,0.24134,"4.271718E-2","N",NA,"measured","measured","modeled"
"172","JLB16 SH3-5","M0649",9,10,"9.5000000000000001E-2",0.157,NA,NA,0.24791,"3.8921869999999997E-2","N",NA,"measured","measured","modeled"
"173","JLB16 SH3-5","M0649",10,11,"0.10500000000000001",0.205,NA,NA,0.27072,"5.5497600000000001E-2","N",NA,"measured","measured","modeled"
"174","JLB16 SH3-5","M0649",11,12,"0.11499999999999999",0.159,NA,NA,0.28465,"4.5259350000000004E-2","N",NA,"measured","measured","modeled"
"175","JLB16 SH3-5","M0649",12,13,"0.125",0.196,NA,NA,0.26755,"5.2439800000000002E-2","N",NA,"measured","measured","modeled"
"176","JLB16 SH3-5","M0649",13,14,"0.13500000000000001",0.173,NA,NA,0.27446,"4.7481580000000002E-2","N",NA,"measured","measured","modeled"
"177","JLB16 SH3-5","M0649",14,15,"0.14500000000000002",0.121,NA,NA,0.28098,"3.399858E-2","N",NA,"measured","measured","modeled"
"178","JLB16 SH3-5","M0649",15,16,"0.155",0.119,NA,NA,0.29633,"3.5263269999999999E-2","N",NA,"measured","measured","modeled"
"179","JLB16 SH3-5","M0649",16,17,"0.16500000000000001",0.146,NA,NA,0.30724,"4.4857040000000001E-2","N",NA,"measured","measured","modeled"
"180","JLB16 SH3-5","M0649",17,18,"0.17499999999999999",0.152,NA,NA,0.31289,"4.7559280000000002E-2","N",NA,"measured","measured","modeled"
"181","JLB16 SH3-5","M0649",18,19,"0.185",0.117,NA,NA,0.29594,"3.4624980000000007E-2","N",NA,"measured","measured","modeled"
"182","JLB16 SH3-5","M0649",19,20,"0.19500000000000001",0.155,NA,NA,0.29457,"4.565835E-2","N",NA,"measured","measured","modeled"
