"","study_id","site_id","core_id","species_code"
"150","Twilley_et_al_1997","Guayas River","M0087",NA
"151","Twilley_et_al_1997","Guayas River","M0088",NA
"152","Twilley_et_al_1997","Guayas River","M0089",NA
"153","Twilley_et_al_1997","Guayas River","M0090",NA
"154","Twilley_et_al_1997","Guayas River","M0091",NA
"155","Twilley_et_al_1997","Guayas River","M0092",NA
"156","Marchand_et_al_2004","Sinnamary","M0093",NA
"157","Marchand_et_al_2004,_Marchand_et_al_2003","Sinnamary","M0094",NA
"158","Marchand_et_al_2004","Sinnamary","M0095",NA
"159","Marchand_et_al_2003","Sinnamary","M0096",NA
"160","Marchand_et_al_2004","Sinnamary","M0097",NA
"161","Marchand_et_al_2004,_Marchand_et_al_2003","Sinnamary","M0098",NA
"162","Marchand_et_al_2004","Sinnamary","M0099",NA
"163","Marchand_et_al_2004","Sinnamary","M0100",NA
"164","Marchand_et_al_2004","Sinnamary","M0101",NA
"165","Marchand_et_al_2004","Sinnamary","M0102",NA
"166","Marchand_et_al_2004","Sinnamary","M0103",NA
"167","Marchand_et_al_2004","Sinnamary","M0104",NA
"168","Marchand_et_al_2004","Kaw River","M0105",NA
"169","Marchand_et_al_2004","Kaw River","M0106",NA
"170","Marchand_et_al_2004","Kaw River","M0107",NA
"171","Marchand_et_al_2004","Kaw River","M0108",NA
"172","Marchand_et_al_2004","Kaw River","M0109",NA
"173","Marchand_et_al_2004","Kaw River","M0110",NA
"174","Marchand_et_al_2004","Kaw River","M0111",NA
"175","Lallier-Verges_et_al_1998","Guadeloupe","M0112",NA
"176","Lallier-Verges_et_al_1998","Guadeloupe","M0113",NA
"177","Lallier-Verges_et_al_1998","Guadeloupe","M0114",NA
"178","Lallier-Verges_et_al_1998","Guadeloupe","M0115",NA
"179","Lallier-Verges_et_al_1998","Guadeloupe","M0116",NA
"180","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0117",NA
"181","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0118",NA
"182","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0119",NA
"183","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0120",NA
"184","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0121",NA
"185","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0122",NA
"186","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0123",NA
"187","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0124",NA
"188","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0125",NA
"189","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0126",NA
"190","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0127",NA
"191","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0128",NA
"192","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0129",NA
"193","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0130",NA
"194","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0131",NA
"195","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0132",NA
"196","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0133",NA
"197","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0134",NA
"198","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0135",NA
"199","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0136",NA
"200","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0137",NA
"201","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0138",NA
"202","Bouillon_et_al_2003","Coringa Wildlife Sanctuary","M0139",NA
"203","Bouillon_et_al_2003","Galle","M0140",NA
"204","Bouillon_et_al_2003","Galle","M0141",NA
"205","Bouillon_et_al_2003","Galle","M0142",NA
"206","Bouillon_et_al_2003","Galle","M0143",NA
"207","Bouillon_et_al_2003","Galle","M0144",NA
"208","Bouillon_et_al_2003","Galle","M0145",NA
"209","Bouillon_et_al_2003","Galle","M0146",NA
"210","Bouillon_et_al_2003","Galle","M0147",NA
"211","Bouillon_et_al_2003","Galle","M0148",NA
"212","Bouillon_et_al_2003","Galle","M0149",NA
"213","Bouillon_et_al_2003","Galle","M0150",NA
"214","Bouillon_et_al_2003","Galle","M0151",NA
"215","Bouillon_et_al_2003","Galle","M0152",NA
"216","Bouillon_et_al_2003","Galle","M0153",NA
"217","Bouillon_et_al_2003","Galle","M0154",NA
"218","Bouillon_et_al_2003","Galle","M0155",NA
"219","Bouillon_et_al_2003","Chilaw Lagoon","M0156",NA
"220","Bouillon_et_al_2003","Chilaw Lagoon","M0157",NA
"221","Bouillon_et_al_2003","Chilaw Lagoon","M0158",NA
"222","Bouillon_et_al_2003","Chilaw Lagoon","M0159",NA
"223","Bouillon_et_al_2003","Chilaw Lagoon","M0160",NA
"224","Bouillon_et_al_2003","Chilaw Lagoon","M0161",NA
"225","Bouillon_et_al_2003","Chilaw Lagoon","M0162",NA
"226","Bouillon_et_al_2003","Chilaw Lagoon","M0163",NA
"227","Bouillon_et_al_2003","Chilaw Lagoon","M0164",NA
"228","Bouillon_et_al_2003","Chilaw Lagoon","M0165",NA
"229","Bouillon_et_al_2003","Chilaw Lagoon","M0166",NA
"230","Bouillon_et_al_2003","Chilaw Lagoon","M0167",NA
"231","Bouillon_et_al_2003","Chilaw Lagoon","M0168",NA
"232","Bouillon_et_al_2003","Chilaw Lagoon","M0169",NA
"233","Bouillon_et_al_2003","Chilaw Lagoon","M0170",NA
"234","Bouillon_et_al_2003","Chilaw Lagoon","M0171",NA
"235","Abino_et_al_2014","Bahile","M0172",NA
"236","Adame_et_al_2013","Quintana Roo","M0173",NA
"237","Adame_et_al_2013","Quintana Roo","M0174",NA
"238","Adame_et_al_2013","Quintana Roo","M0175",NA
"239","Adame_et_al_2013","Quintana Roo","M0176",NA
"240","Adame_et_al_2013","Quintana Roo","M0177",NA
"241","Adame_et_al_2013","Quintana Roo","M0178",NA
"242","Adame_et_al_2013","Quintana Roo","M0179",NA
"243","Andreetta_et_al_2014","Kwale County","M0180","Avicennia marina"
"244","Andreetta_et_al_2014","Kwale County","M0181","Avicennia marina"
"245","Andreetta_et_al_2014","Kwale County","M0182","Avicennia marina"
"246","Andreetta_et_al_2014","Kwale County","M0183","Ceriops tagal"
"247","Andreetta_et_al_2014","Kwale County","M0184","Rhizophora mucronata"
"248","Banerjee_et_al_2012","Indian Sundarbans","M0185",NA
"249","Banerjee_et_al_2012","Indian Sundarbans","M0186",NA
"250","Banerjee_et_al_2012","Indian Sundarbans","M0187",NA
"251","Banerjee_et_al_2012","Indian Sundarbans","M0188",NA
"252","Banerjee_et_al_2012","Indian Sundarbans","M0189",NA
"253","Banerjee_et_al_2012","Indian Sundarbans","M0190",NA
"254","Banerjee_et_al_2012","Indian Sundarbans","M0191",NA
"255","Banerjee_et_al_2012","Indian Sundarbans","M0192",NA
"256","Banerjee_et_al_2012","Indian Sundarbans","M0193",NA
"257","Banerjee_et_al_2012","Indian Sundarbans","M0194",NA
"258","Banerjee_et_al_2012","Indian Sundarbans","M0195",NA
"259","Banerjee_et_al_2012","Indian Sundarbans","M0196",NA
"260","Banerjee_et_al_2012","Indian Sundarbans","M0197",NA
"261","Banerjee_et_al_2012","Indian Sundarbans","M0198",NA
"262","Bianchi_et_al_2012","Texas","M0199",NA
"263","Bianchi_et_al_2012","Texas","M0200",NA
"264","Bianchi_et_al_2012","Texas","M0201",NA
"265","Bianchi_et_al_2012","Texas","M0202",NA
"266","Chen_et_al_2012","Mai Po Nature Reserve","M0203","Kandelia obvata"
"267","Chen_et_al_2012","Mai Po Nature Reserve","M0204","Kandelia obvata"
"268","Chen_et_al_2012","Mai Po Nature Reserve","M0205","Kandelia obvata"
"269","Chen_et_al_2014","North Sulawesi","M0206",NA
"270","Chen_et_al_2014","North Sulawesi","M0207",NA
"271","Chen_et_al_2014","North Sulawesi","M0208",NA
"272","Chen_et_al_2014","North Sulawesi","M0209",NA
"273","Chen_et_al_2014","North Sulawesi","M0210",NA
"274","Chen_et_al_2014","North Sulawesi","M0211",NA
"275","Chen_et_al_2014","North Sulawesi","M0212",NA
"276","Chen_et_al_2014","North Sulawesi","M0213",NA
"277","Chen_et_al_2014","North Sulawesi","M0214",NA
"278","Dutta_et_al_2013","Indian Sundarbans","M0215",NA
"279","Dutta_et_al_2013","Indian Sundarbans","M0216",NA
"280","Dutta_et_al_2013","Indian Sundarbans","M0217",NA
"281","Gleason_and_Ewel_2002","Kosrae","M0218","Sonneratia alba, Bruguiera gymnorrhiza, Rhizophora apiculata"
"282","Yuan_et_al_2014","Zhanjiang","M0219",NA
"283","Yuan_et_al_2014","Zhanjiang","M0220",NA
"284","Chanda_et_al_2013","Indian Sundarbans","M0221",NA
"285","Chanda_et_al_2013","Indian Sundarbans","M0222",NA
"286","Chanda_et_al_2013","Indian Sundarbans","M0223",NA
"287","Chanda_et_al_2013","Indian Sundarbans","M0224",NA
"288","Chen_et_al_2010","Deep Bay","M0225",NA
"289","Chen_et_al_2010","Deep Bay","M0226",NA
"290","Chen_et_al_2010","Deep Bay","M0227",NA
"291","Chen_et_al_2010","Deep Bay","M0228",NA
"292","Chen_et_al_2010","Deep Bay","M0229",NA
"293","Chen_et_al_2010","Deep Bay","M0230",NA
"294","Chen_et_al_2010","Kowloon","M0231",NA
"295","Chen_et_al_2010","Kowloon","M0232",NA
"296","Chen_et_al_2016","Jiulong River Estuary","M0233","Kandelia obvata"
"297","Chen_et_al_2016","Jiulong River Estuary","M0234","Kandelia obvata"
"298","Chen_et_al_2016","Jiulong River Estuary","M0235",NA
"299","Allen_et_al_2007","South East Queensland","M0236",NA
"300","Leopold_et_al_2013","La Foa","M0237","Rhizophora spp."
"301","Leopold_et_al_2013","La Foa","M0238","Avicennia sp."
"302","Liu_et_al_2014","Guangxi","M0239",NA
"303","Liu_et_al_2014","Guangxi","M0240",NA
"304","Liu_et_al_2014","Guangxi","M0241",NA
"305","Liu_et_al_2014","Guangxi","M0242",NA
"306","Liu_et_al_2014","Guangxi","M0243",NA
"307","Liu_et_al_2014","Guangxi","M0244",NA
"308","Liu_et_al_2014","Guangxi","M0245",NA
"309","Liu_et_al_2014","Guangxi","M0246",NA
"310","Liu_et_al_2014","Guangxi","M0247",NA
"311","Liu_et_al_2014","Guangxi","M0248",NA
"312","Liu_et_al_2014","Guangxi","M0249",NA
"313","Liu_et_al_2014","Guangxi","M0250",NA
"314","Liu_et_al_2014","Guangxi","M0251",NA
"315","Liu_et_al_2014","Guangxi","M0252",NA
"316","Liu_et_al_2014","Guangxi","M0253",NA
"317","Liu_et_al_2014","Guangxi","M0254",NA
"318","Liu_et_al_2014","Guangxi","M0255",NA
"319","Liu_et_al_2014","Hainan","M0256",NA
"320","Liu_et_al_2014","Hainan","M0257",NA
"321","Liu_et_al_2014","Hainan","M0258",NA
"322","Liu_et_al_2014","Hainan","M0259",NA
"323","Liu_et_al_2014","Guangdong","M0260",NA
"324","Liu_et_al_2014","Guangdong","M0261",NA
"325","Liu_et_al_2014","Guangdong","M0262",NA
"326","Liu_et_al_2014","Hainan","M0263",NA
"327","Liu_et_al_2014","Hainan","M0264",NA
"328","Liu_et_al_2014","Hainan","M0265",NA
"329","Lunstrem_and_Chen_2014","Deep Bay","M0266","Sonneratia apetala"
"330","Lunstrem_and_Chen_2014","Deep Bay","M0267","Kandelia obvata"
"331","Lunstrem_and_Chen_2014","Deep Bay","M0268","Sonneratia apetala"
"332","Lunstrem_and_Chen_2014","Deep Bay","M0269","Kandelia obvata"
"333","Alongi_et_al_2004","Matang Mangrove Forest Reserve","M0270","Rhizophora apiculata"
"334","Alongi_et_al_2004","Matang Mangrove Forest Reserve","M0271","Rhizophora apiculata"
"335","Alongi_et_al_2004","Matang Mangrove Forest Reserve","M0272","Rhizophora apiculata"
"336","Along_et_al_2000_MEPS","Ca Mau","M0273","Rhizophora apiculata"
"337","Along_et_al_2000_MEPS","Ca Mau","M0274","Rhizophora apiculata"
"338","Along_et_al_2000_MEPS","Ca Mau","M0275","Rhizophora apiculata"
"339","Lovelock_et_al_2010","Firth of Thames","M0276",NA
"340","Lovelock_et_al_2010","Firth of Thames","M0277",NA
"341","Lovelock_et_al_2010","Firth of Thames","M0278",NA
"342","Lovelock_et_al_2010","Firth of Thames","M0279",NA
"343","Lovelock_et_al_2010","Firth of Thames","M0280",NA
"344","Lovelock_et_al_2010","Firth of Thames","M0281",NA
"345","Lovelock_et_al_2010","Firth of Thames","M0282",NA
"346","Lovelock_et_al_2010","Firth of Thames","M0283",NA
"347","Lovelock_et_al_2010","Firth of Thames","M0284",NA
"348","Lovelock_et_al_2010","Firth of Thames","M0285",NA
"349","Lovelock_et_al_2010","Firth of Thames","M0286",NA
"350","Lovelock_et_al_2010","Firth of Thames","M0287",NA
"351","Lovelock_et_al_2010","Firth of Thames","M0288",NA
"352","Lovelock_et_al_2010","Firth of Thames","M0289",NA
"353","Lovelock_et_al_2010","Firth of Thames","M0290",NA
"354","Lovelock_et_al_2010","Firth of Thames","M0291",NA
"355","Lovelock_et_al_2010","Firth of Thames","M0292",NA
"356","Lovelock_et_al_2010","Firth of Thames","M0293",NA
"357","Lovelock_et_al_2010","Firth of Thames","M0294",NA
"358","Lovelock_et_al_2010","Firth of Thames","M0295",NA
"359","Lovelock_et_al_2010","Firth of Thames","M0296",NA
"360","Lovelock_et_al_2010","Firth of Thames","M0297",NA
"361","Lovelock_et_al_2010","Firth of Thames","M0298",NA
"362","Lovelock_et_al_2010","Firth of Thames","M0299",NA
"363","Lovelock_et_al_2010","Firth of Thames","M0300",NA
"364","Lovelock_et_al_2010","Firth of Thames","M0301",NA
"365","Lovelock_et_al_2010","Firth of Thames","M0302",NA
"366","Lovelock_et_al_2010","Firth of Thames","M0303",NA
"367","Lovelock_et_al_2010","Firth of Thames","M0304",NA
"368","Lovelock_et_al_2010","Firth of Thames","M0305",NA
"369","Lovelock_et_al_2010","Firth of Thames","M0306",NA
"370","Lovelock_et_al_2010","Firth of Thames","M0307",NA
"371","Lovelock_et_al_2010","Firth of Thames","M0308",NA
"372","Lovelock_et_al_2010","Firth of Thames","M0309",NA
"373","Lovelock_et_al_2010","Firth of Thames","M0310",NA
"374","Lovelock_et_al_2010","Firth of Thames","M0311",NA
"375","MacKenzie_et_al_2016","Can Gio","M0312","Rhizophora apiculata"
"376","MacKenzie_et_al_2016","Can Gio","M0313","Rhizophora apiculata"
"377","MacKenzie_et_al_2016","Ca Mau","M0314","Rhizophora apiculata"
"378","MacKenzie_et_al_2016","Ca Mau","M0315","Rhizophora apiculata"
"379","MacKenzie_et_al_2016","Ca Mau","M0316","Rhizophora apiculata"
"380","MacKenzie_et_al_2016","Ca Mau","M0317","Rhizophora apiculata"
"381","MacKenzie_et_al_2016","Ca Mau","M0318","Rhizophora apiculata"
"382","MacKenzie_et_al_2016","Ca Mau","M0319","Rhizophora apiculata"
"383","MacKenzie_et_al_2016","Babeldaob","M0320","Rhizophora mucronata"
"384","MacKenzie_et_al_2016","Babeldaob","M0321","Rhizophora mucronata"
"385","MacKenzie_et_al_2016","Babeldaob","M0322","Sonneratia alba"
"386","MacKenzie_et_al_2016","Babeldaob","M0323","Lumnitzera littorea"
"387","MacKenzie_et_al_2016","Babeldaob","M0324","Rhizophora mucronata"
"388","MacKenzie_et_al_2016","Babeldaob","M0325","Rhizophora apiculata"
"389","MacKenzie_et_al_2016","Babeldaob","M0326","Sonneratia alba"
"390","MacKenzie_et_al_2016","Babeldaob","M0327","Bruguierra gymnorhiza"
"391","MacKenzie_et_al_2016","Babeldaob","M0328","Sonneratia alba"
"392","MacKenzie_et_al_2016","Babeldaob","M0329","Rhizophora mucronata"
"393","MacKenzie_et_al_2016","Babeldaob","M0330","Rhizophora apiculata"
"394","Osland_et_al_2012","Tampa Bay","M0331",NA
"395","Osland_et_al_2012","Tampa Bay","M0332",NA
"396","Osland_et_al_2012","Tampa Bay","M0333",NA
"397","Osland_et_al_2012","Tampa Bay","M0334",NA
"398","Osland_et_al_2012","Tampa Bay","M0335",NA
"399","Osland_et_al_2012","Tampa Bay","M0336",NA
"400","Osland_et_al_2012","Tampa Bay","M0337",NA
"401","Osland_et_al_2012","Tampa Bay","M0338",NA
"402","Osland_et_al_2012","Tampa Bay","M0339",NA
"403","Marchio_et_al_2016","Naples Bay","M0340",NA
"404","Marchio_et_al_2016","Naples Bay","M0341",NA
"405","Marchio_et_al_2016","Naples Bay","M0342",NA
"406","Marchio_et_al_2016","Naples Bay","M0343",NA
"407","Marchio_et_al_2016","Naples Bay","M0344",NA
"408","Marchio_et_al_2016","Naples Bay","M0345",NA
"409","Marchio_et_al_2016","Naples Bay","M0346",NA
"410","Murdiyarso_et_al_2015","South Sumatra","M0347","Rhizophora apiculata/Bruguiera gymnorrhiza"
"411","Murdiyarso_et_al_2015","Central Java","M0348","Sonneratia alba"
"412","Murdiyarso_et_al_2015","West Kalimantan","M0349","Rhizophora apiculata"
"413","Murdiyarso_et_al_2015","Central Kalimantan","M0350","Rhizophora apiculata"
"414","Murdiyarso_et_al_2015","North Sulawesi","M0351","Rhizophora mucronata"
"415","Murdiyarso_et_al_2015","West Papua","M0352","Bruguierra gymnorhiza/Avicennia spp."
"416","Murdiyarso_et_al_2015","West Papua","M0353","Bruguierra gymnorhiza"
"417","Murdiyarso_et_al_2015","West Papua","M0354","Rhizophora apiculata"
"418","Adame_et_al_2015","Chiapas","M0355",NA
"419","Adame_et_al_2015","Chiapas","M0356",NA
"420","Adame_et_al_2015","Chiapas","M0357",NA
"421","Adame_et_al_2015","Chiapas","M0358",NA
"422","Adame_et_al_2015","Chiapas","M0359",NA
"423","Adame_et_al_2015","Chiapas","M0360",NA
"424","Adame_et_al_2015","Chiapas","M0361",NA
"425","Xia_et_al_2015","Yingluo Harbor","M0362",NA
"426","Xia_et_al_2015","Yingluo Harbor","M0363",NA
"427","Stringer_et_al_2015","Zambezi River Delta","M0364",NA
"428","Stringer_et_al_2015","Zambezi River Delta","M0365",NA
"429","Stringer_et_al_2015","Zambezi River Delta","M0366",NA
"430","Stringer_et_al_2015","Zambezi River Delta","M0367",NA
"431","Stringer_et_al_2015","Zambezi River Delta","M0368",NA
"432","Sitoe_et_al_2014","Sofala Bay","M0369","Avicennia marina"
"433","Saintilan_et_al_2013","New South Wales","M0370","Avicennia marina"
"434","Saintilan_et_al_2013","New South Wales","M0371","Avicennia marina"
"435","Saintilan_et_al_2013","New South Wales","M0372","Avicennia marina"
"436","Saintilan_et_al_2013","New South Wales","M0373","Avicennia marina"
"437","Saintilan_et_al_2013","New South Wales","M0374","Avicennia marina"
"438","McFadden_et_al_2016","Gulf of Fonseca","M0375","Rhizophora mangle"
"439","McFadden_et_al_2016","Gulf of Fonseca","M0376","Rhizophora mangle"
"440","Kauffman_et_al_2016","Pantanos de Centla","M0377","Rhizophora mangle"
"441","Kauffman_et_al_2016","Pantanos de Centla","M0378","Rhizophora mangle"
"442","Kauffman_et_al_2016","Pantanos de Centla","M0379","Rhizophora mangle"
"443","Kauffman_et_al_2016","Pantanos de Centla","M0380","Rhizophora mangle"
"444","Kauffman_et_al_2016","Pantanos de Centla","M0381","Laguncularia racemosa"
"445","Kauffman_et_al_2016","Pantanos de Centla","M0382","Rhizophora mangle"
"446","Kauffman_et_al_2016","Pantanos de Centla","M0383","Laguncularia racemosa"
"447","Khan_et_al_2007","Okinawa Island","M0384","Kandelia obovata"
"448","Sanders_et_al_2010_EES","Cananeia","M0385",NA
"449","Sanders_et_al_2010_EES","Cananeia","M0386",NA
"450","Sahu_et_al_2016","Hukitola Bay","M0387",NA
