study_id,site_id,method_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_6_mangrove,15,20,0.1466,0.646659,0.30154
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_6_mangrove,20,25,0.171,0.7066129999999999,0.29779
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_6_mangrove,25,30,0.17,0.659165,0.33743
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_6_mangrove,30,35,0.1636,0.640432,0.31483
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_6_mangrove,35,40,0.1509,0.6017750000000001,0.29894
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_6_mangrove,40,45,0.1743,0.640166,0.32524000000000003
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_6_mangrove,45,50,0.1728,0.645883,0.32472
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_6_mangrove,72.5,77.5,0.1748,0.63512,0.309
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_6_mangrove,122.5,127.5,0.1519,0.5656089999999999,0.26478999999999997
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_1_mangrove,0,5,0.1361,0.6861750000000001,0.33226999999999995
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_1_mangrove,5,10,0.1084,0.72792,0.35484000000000004
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_1_mangrove,10,15,0.166,0.756948,0.3726
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_1_mangrove,15,20,0.1519,0.7572969999999999,0.36667
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_1_mangrove,20,25,0.1765,0.76676,0.37554000000000004
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_1_mangrove,25,30,0.1878,0.743201,0.37015
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_1_mangrove,30,35,0.2094,0.7559629999999999,0.37182000000000004
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_1_mangrove,35,40,0.2152,0.773447,0.37626
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_1_mangrove,40,45,0.1706,0.762872,0.37655
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_1_mangrove,45,50,0.1736,0.7387170000000001,0.35442
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_1_mangrove,72.5,77.5,0.1572,0.692939,0.34978000000000004
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_1_mangrove,122.5,127.5,0.2881,0.17300100000000002,0.059359999999999996
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_2_mangrove,0,5,0.1458,0.6872010000000001,0.33494
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_2_mangrove,5,10,0.1573,0.7217709999999999,0.35305
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_2_mangrove,10,15,0.1495,0.727984,0.35628
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_2_mangrove,15,20,0.1916,0.729074,0.36152
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_2_mangrove,20,25,0.1838,0.745446,0.38402000000000003
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_2_mangrove,25,30,0.1573,0.7125239999999999,0.36911
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_2_mangrove,30,35,0.1422,0.699453,0.34939
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_2_mangrove,35,40,0.1428,0.6861360000000001,0.33143999999999996
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_2_mangrove,40,45,0.137,0.660854,0.32391
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_2_mangrove,45,50,0.1675,0.7049590000000001,0.34851
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_2_mangrove,72.5,77.5,0.1267,0.594796,0.30027000000000004
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_2_mangrove,122.5,127.5,0.361,0.171173,0.06469
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_3_mangrove,0,5,0.1499,0.689388,0.32646000000000003
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_3_mangrove,5,10,0.1606,0.718796,0.34501
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_3_mangrove,10,15,0.1293,0.7331,0.36113
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_3_mangrove,15,20,0.175,0.7357680000000001,0.36679
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_3_mangrove,20,25,0.203,0.76202,0.38891
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_3_mangrove,25,30,0.1831,0.755563,0.38939999999999997
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_3_mangrove,30,35,0.1896,0.738558,0.38781999999999994
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_3_mangrove,35,40,0.1607,0.711043,0.3754
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_3_mangrove,40,45,0.1673,0.7081350000000001,0.36748
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_3_mangrove,45,50,0.1525,0.691755,0.35969
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_3_mangrove,72.5,77.5,0.1324,0.61423,0.30916
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_3_mangrove,119,124,0.3137,0.180778,0.06805
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,0,5,0.187,0.7040770000000001,0.32686
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,5,10,0.1962,0.758507,0.35967
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,10,15,0.177,0.745713,0.35938000000000003
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,15,20,0.1799,0.749065,0.37134999999999996
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,20,25,0.179,0.7598560000000001,0.40289
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,25,30,0.1899,0.746093,0.39439
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,30,35,0.1977,0.745372,0.39149999999999996
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,35,40,0.1716,0.7206239999999999,0.37045
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,40,45,0.1634,0.719689,0.36788
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,45,50,0.1746,0.698335,0.34712000000000004
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,72.5,77.5,0.1437,0.637433,0.32598
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,105,110,0.3429,0.132384,0.04785999999999999
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,122.5,127.5,0.7844,0.08684900000000001,0.03084
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,151,156,0.5344,NA,0
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_4_mangrove,172.5,177.5,0.8108,0.07125,0.02399
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_5_mangrove,0,5,0.1582,0.717132,0.34896
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_5_mangrove,5,10,0.1467,0.7198720000000001,0.34948
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_5_mangrove,10,15,0.1796,0.831708,0.37325
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_5_mangrove,15,20,0.1707,0.736345,0.39744
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_5_mangrove,20,25,0.2066,0.7481220000000001,0.39235
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_5_mangrove,25,30,0.1465,0.734106,0.38531999999999994
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_5_mangrove,30,35,0.1649,0.720475,0.3887
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_5_mangrove,35,40,0.172,0.769727,0.40242
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_5_mangrove,40,45,0.1621,0.723703,0.36709
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_5_mangrove,45,50,0.1652,0.714059,0.349
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_5_mangrove,72.5,77.5,0.1198,0.6484019999999999,0.31872
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_5_mangrove,122.5,127.5,0.1495,0.635715,0.32043
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_5_mangrove,140,145,0.7542,0.057933000000000005,0.01568
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_6_mangrove,0,5,0.1431,0.700525,0.33924
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_6_mangrove,5,10,0.1431,0.675692,0.32494
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_6_mangrove,10,15,0.145,0.7024710000000001,0.33588
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_6_mangrove,15,20,0.1718,0.7186020000000001,0.35634
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_6_mangrove,20,25,0.166,0.734063,0.36973
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_6_mangrove,25,30,0.1969,0.741236,0.38875
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_6_mangrove,30,35,0.2238,0.7670180000000001,0.39714
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_6_mangrove,35,40,0.2013,0.7578969999999999,0.38924
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_6_mangrove,40,45,0.1658,0.721356,0.35709
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_6_mangrove,45,50,0.1625,0.69116,0.33819000000000005
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_6_mangrove,72.5,77.5,0.1672,0.658169,0.33009
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_6_mangrove,122.5,127.5,0.2153,0.355613,0.14691
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_6_mangrove,148,153,0.7039,0.11305799999999999,0.041929999999999995
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_2_6_mangrove,172.5,177.5,0.7752,0.085787,0.02981
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,3,5,0.8394,0.045075000000000004,0.01463
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,7,9,0.6011,0.036628,0.01145
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,11,13,0.6713,0.043963,0.017116
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,15,17,0.5973,0.040683,0.00771
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,23,25,0.7765,0.037632,0.00573
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,27,29,0.8385,0.034159,0.00438
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,31,33,0.7464,0.036747,0.00545
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,36,38,0.9077,0.035373,0.005430000000000001
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,40,42,0.9159,0.030891000000000002,0.00293
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,43,45,0.9438,0.033304,0.00551
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,48,50,0.8935,0.031714,0.0057599999999999995
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,52,54,0.9455,0.033407,0.00633
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,57,59,0.961,0.031682999999999996,0.00836
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,61,63,1.1,0.030049000000000003,-0.00242
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,64,66,0.9906,0.028483,0.005889999999999999
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,69,71,1.0422,0.027854,0.00218
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_1_seagrass,72,74,0.8969,0.026211,0.00524
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_2_seagrass,3,5,0.5247,0.071952,0.01656
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_2_seagrass,13,15,0.7752,0.034792000000000003,0.006409000000000001
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_2_seagrass,17,19,0.6671,0.043887,0.00329
Morrissette_et_al_2023,Channel Caye,single set of methods,Channel Caye_S_2_seagrass,22,24,0.9125,0.028152,4.3e-4
