study_id,site_id,plot_id,plot_radius,species,alive_or_dead,decay_class,plot_density,height,canopy_width,basal_width,biomass_decay_corrected,plant_aboveground_mass,plant_aboveground_carbon,plant_belowground_mass,plant_organic_matter_total,plant_belowground_carbon,plot_area,diameter_flag,diameter,aboveground_carbon_conversion,belowground_carbon_conversion
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,dead,3,64.9612,800,NA,14,22.681,45.362,2.2046204,NA,NA,NA,153.93804002589985,DBH,11.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,dead,2,64.9612,700,NA,13.5,45.305,53.3,1.4126781,NA,NA,NA,153.93804002589985,DBH,12.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,dead,3,64.9612,170,NA,14,14.118,28.236,0.3858931,NA,NA,NA,153.93804002589985,DBH,9,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,dead,3,64.9612,250,NA,16,37.917,75.834,1.0152857,NA,NA,NA,153.93804002589985,DBH,15,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,dead,2,795.7747,270,NA,4,1.309,1.54,0.4999739,NA,NA,NA,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,dead,2,64.9612,450,NA,7,14.762,17.367,0.4602978,NA,NA,NA,153.93804002589985,DBH,7,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,dead,3,64.9612,280,NA,9.5,8.683,17.367,0.3244971,NA,NA,NA,153.93804002589985,DBH,7,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,dead,1,795.7747,210,NA,6,8.833,9.06,3.3740306,NA,NA,NA,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,dead,2,795.7747,500,NA,8,7.701,9.06,2.9414626,NA,NA,NA,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,dead,2,64.9612,650,NA,11,21.489,25.281,0.6700627,NA,NA,NA,153.93804002589985,DBH,8.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,dead,3,64.9612,190,NA,5.5,5.447,10.893,0.097121,NA,NA,NA,153.93804002589985,DBH,5.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,dead,3,64.9612,610,NA,14.5,17.309,34.618,1.5642018,NA,NA,NA,153.93804002589985,DBH,10,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,dead,2,64.9612,300,NA,7,14.762,17.367,0.4602978,NA,NA,NA,153.93804002589985,DBH,7,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,dead,2,795.7747,220,NA,4.5,5.002,5.884,1.9104662,NA,NA,NA,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,dead,1,795.7747,150,NA,1,0.393,0.403,0.1500863,NA,NA,NA,12.566370614359172,DBH,1,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,300,2.2,NA,NA,7.389550948,2.822600491,4.175675787,9.203314836,1.295929887,12.566370614359172,DBH,4.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,alive,NA,64.9612,510,375,NA,NA,38.04391043,1.186261476,27.39272482,4.25084235,0.6939910673,153.93804002589985,DBH,10.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,alive,NA,64.9612,650,460,NA,NA,28.23644771,0.8804512931,19.45419934,3.098041661,0.4928695724,153.93804002589985,DBH,9,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,350,130,NA,NA,5.88422227,2.247607302,3.214905202,7.240855435,0.997752687,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,alive,NA,64.9612,700,200,NA,NA,14.16542695,0.4416975039,8.813146928,1.492715733,0.2232799141,153.93804002589985,DBH,6.3,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,alive,NA,64.9612,750,200,NA,NA,31.34891388,0.9775022709,21.93518969,3.461399309,0.5557251354,153.93804002589985,DBH,9.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,alive,NA,64.9612,800,300,NA,NA,34.61824492,1.079444511,24.58074213,3.845637237,0.6227498571,153.93804002589985,DBH,10,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,alive,NA,64.9612,560,300,NA,NA,21.40996749,0.6675922463,14.15940515,2.31062913,0.3587266605,153.93804002589985,DBH,7.8,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,alive,NA,64.9612,700,150,NA,NA,22.48438851,0.7010941724,14.97803227,2.433603809,0.3794664704,153.93804002589985,DBH,8,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,600,300,NA,NA,9.059683681,3.46054419,5.276043898,11.40800931,1.637431478,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,alive,NA,64.9612,600,100,NA,NA,12.88990048,0.4019248336,7.908438953,1.351085088,0.200359257,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,280,200,NA,NA,6.172044165,2.357547165,3.396058421,7.614053965,1.053973975,12.566370614359172,DBH,4.1,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,alive,NA,64.9612,600,150,NA,NA,10.89347617,0.3396735763,6.519287914,1.13115405,0.1651652988,153.93804002589985,DBH,5.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,210,120,NA,NA,5.88422227,2.247607302,3.214905202,7.240855435,0.997752687,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,143,35,NA,NA,0.403,0.153934658,0.148113618,0.438562274,0.04596737728,12.566370614359172,DBH,1,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,160,42,NA,NA,1.539916093,0.5882046083,0.6900516221,1.77455189,0.2141589928,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,200,100,NA,NA,2.370942507,0.9056333099,1.132457233,2.787916877,0.3514605178,12.566370614359172,DBH,2.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,130,40,NA,NA,0.403,0.153934658,0.148113618,0.438562274,0.04596737728,12.566370614359172,DBH,1,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,200,150,NA,NA,5.328519041,2.035344308,2.868894482,6.523294287,0.8903675219,12.566370614359172,DBH,3.8,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,alive,NA,64.9612,480,350,NA,NA,12.88990048,0.4019248336,7.908438953,1.351085088,0.200359257,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,400,200,NA,NA,9.059683681,3.46054419,5.276043898,11.40800931,1.637431478,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,180,72,NA,NA,1.124587521,0.4295607827,0.4810515254,1.277726931,0.149295367,12.566370614359172,DBH,1.7,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,470,120,NA,NA,9.059683681,3.46054419,5.276043898,11.40800931,1.637431478,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,170,57,NA,NA,0.5733787269,0.2190145365,0.222012464,0.6329521863,0.06890204177,12.566370614359172,DBH,1.2,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,alive,NA,64.9612,500,250,NA,NA,12.88990048,0.4019248336,7.908438953,1.351085088,0.200359257,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,430,100,NA,NA,5.88422227,2.247607302,3.214905202,7.240855435,0.997752687,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,alive,NA,64.9612,600,400,NA,NA,34.61824492,1.079444511,24.58074213,3.845637237,0.6227498571,153.93804002589985,DBH,10,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,450,320,NA,NA,9.059683681,3.46054419,5.276043898,11.40800931,1.637431478,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,720,25,NA,NA,0.403,0.153934658,0.148113618,0.438562274,0.04596737728,12.566370614359172,DBH,1,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,490,300,NA,NA,9.059683681,3.46054419,5.276043898,11.40800931,1.637431478,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,630,1200,NA,NA,0.3287078376,0.1255571428,0.117223143,0.3548605923,0.03638045248,12.566370614359172,DBH,0.9,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,500,150,NA,NA,7.389550948,2.822600491,4.175675787,9.203314836,1.295929887,12.566370614359172,DBH,4.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,190,1600,NA,NA,0.8828065386,0.337207252,0.3643490033,0.9924548272,0.1130764903,12.566370614359172,DBH,1.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,170,64,NA,NA,1.539916093,0.5882046083,0.6900516221,1.77455189,0.2141589928,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,alive,NA,64.9612,400,300,NA,NA,9.413383816,0.2935222602,5.51316235,0.9696463508,0.1396752404,153.93804002589985,DBH,5.1,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,200,51,NA,NA,0.5733787269,0.2190145365,0.222012464,0.6329521863,0.06890204177,12.566370614359172,DBH,1.2,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,190,63,NA,NA,1.539916093,0.5882046083,0.6900516221,1.77455189,0.2141589928,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,140,52,NA,NA,1.539916093,0.5882046083,0.6900516221,1.77455189,0.2141589928,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,7,Avicennia germinans,alive,NA,64.9612,450,250,NA,NA,28.23644771,0.8804512931,19.45419934,3.098041661,0.4928695724,153.93804002589985,DBH,9,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,700,38,NA,NA,0.5733787269,0.2190145365,0.222012464,0.6329521863,0.06890204177,12.566370614359172,DBH,1.2,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,2,Avicennia germinans,alive,NA,795.7747,200,30,NA,NA,0.2617466192,0.09997984196,0.09025156923,0.2801112528,0.02800976702,12.566370614359172,DBH,0.8,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,dead,2,795.7747,300,NA,5.5,5.497,6.466,2.0995173,NA,NA,NA,12.566370614359172,DBH,4.2,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,dead,3,795.7747,160,NA,7,2.942,5.884,1.02672,NA,NA,NA,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,dead,3,795.7747,320,NA,6,2.942,5.884,1.67808,NA,NA,NA,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,dead,2,64.9612,330,NA,9,12.791,15.048,0.3988354,NA,NA,NA,153.93804002589985,DBH,6.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,dead,2,64.9612,140,NA,8.5,10.956,12.89,0.3416361,NA,NA,NA,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,dead,2,64.9612,600,NA,9,9.922,11.673,0.3093722,NA,NA,NA,153.93804002589985,DBH,5.7,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,dead,2,64.9612,380,NA,9,14.762,17.367,0.4602978,NA,NA,NA,153.93804002589985,DBH,7,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,dead,2,64.9612,710,NA,19,41.866,49.254,1.3054366,NA,NA,NA,153.93804002589985,DBH,12,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,dead,2,64.9612,720,NA,11,20.522,24.144,0.6399061,NA,NA,NA,153.93804002589985,DBH,8.3,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,dead,2,64.9612,670,NA,12,26.647,31.349,0.8308769,NA,NA,NA,153.93804002589985,DBH,9.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,dead,2,795.7747,220,NA,2.2,0.657,0.773,0.2508228,NA,NA,NA,12.566370614359172,DBH,1.4,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,dead,1,64.9612,710,NA,9,14.672,15.048,0.4574876,NA,NA,NA,153.93804002589985,DBH,6.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,dead,1,64.9612,400,NA,9,19.35,19.846,0.6033557,NA,NA,NA,153.93804002589985,DBH,7.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,dead,2,64.9612,740,NA,15,22.98,27.036,0.7165537,NA,NA,NA,153.93804002589985,DBH,8.8,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,dead,2,795.7747,430,NA,6.5,7.701,9.06,2.9414626,NA,NA,NA,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,dead,2,64.9612,720,NA,11.5,26.647,31.349,0.8308769,NA,NA,NA,153.93804002589985,DBH,9.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,dead,2,64.9612,460,NA,9,16.869,19.846,0.5260024,NA,NA,NA,153.93804002589985,DBH,7.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,720,500,NA,NA,57.50048257,1.792944167,44.00978357,6.594228701,1.114982057,153.93804002589985,DBH,13,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,1200,400,NA,NA,61.85439372,1.928705108,47.85595163,7.126915687,1.212424218,153.93804002589985,DBH,13.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,alive,NA,795.7747,380,130,NA,NA,9.059683681,3.46054419,5.276043898,11.40800931,1.637431478,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,800,300,NA,NA,15.04802409,0.4692180973,9.44631976,1.59118197,0.2393212642,153.93804002589985,DBH,6.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,700,100,NA,NA,15.04802409,0.4692180973,9.44631976,1.59118197,0.2393212642,153.93804002589985,DBH,6.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,alive,NA,795.7747,220,45,NA,NA,1.539916093,0.5882046083,0.6900516221,1.77455189,0.2141589928,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,alive,NA,795.7747,190,68,NA,NA,1.256035953,0.4797703843,0.5461349272,1.434121992,0.1694941396,12.566370614359172,DBH,1.8,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,660,500,NA,NA,38.04391043,1.186261476,27.39272482,4.25084235,0.6939910673,153.93804002589985,DBH,10.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,alive,NA,795.7747,350,150,NA,NA,5.88422227,2.247607302,3.214905202,7.240855435,0.997752687,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,alive,NA,795.7747,350,300,NA,NA,5.88422227,2.247607302,3.214905202,7.240855435,0.997752687,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,alive,NA,795.7747,400,350,NA,NA,9.059683681,3.46054419,5.276043898,11.40800931,1.637431478,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,1200,200,NA,NA,66.36157229,2.069245138,51.8799119,7.681108703,1.31437072,153.93804002589985,DBH,14,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,640,500,NA,NA,28.23644771,0.8804512931,19.45419934,3.098041661,0.4928695724,153.93804002589985,DBH,9,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,1100,300,NA,NA,57.50048257,1.792944167,44.00978357,6.594228701,1.114982057,153.93804002589985,DBH,13,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,1000,600,NA,NA,96.60358867,3.012232821,79.83468134,11.46164175,2.022601114,153.93804002589985,DBH,17,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,800,500,NA,NA,25.28140748,0.7883090723,17.13582451,2.75547429,0.434133852,153.93804002589985,DBH,8.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,alive,NA,795.7747,150,50,NA,NA,0.1500546867,0.05731666718,0.04765305702,0.1573308204,0.01478922789,12.566370614359172,DBH,0.6,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,alive,NA,795.7747,220,30,NA,NA,0.403,0.153934658,0.148113618,0.438562274,0.04596737728,12.566370614359172,DBH,1,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,600,400,NA,NA,10.89347617,0.3396735763,6.519287914,1.13115405,0.1651652988,153.93804002589985,DBH,5.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,700,500,NA,NA,57.50048257,1.792944167,44.00978357,6.594228701,1.114982057,153.93804002589985,DBH,13,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,alive,NA,795.7747,230,200,NA,NA,0.403,0.153934658,0.148113618,0.438562274,0.04596737728,12.566370614359172,DBH,1,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Rhizophora mangle,alive,NA,795.7747,160,47,NA,NA,4.835418742,1.846993871,2.012287688,5.44923153,0.6245177762,12.566370614359172,DBH,3,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,alive,NA,795.7747,220,78,NA,NA,3.37332009,1.288513336,1.697478085,4.035212897,0.5268159445,12.566370614359172,DBH,3,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Rhizophora mangle,alive,NA,795.7747,180,75,NA,NA,0.722,0.27578368,0.175582361,0.714273334,0.05449236025,12.566370614359172,DBH,1,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,alive,NA,795.7747,220,50,NA,NA,0.403,0.153934658,0.148113618,0.438562274,0.04596737728,12.566370614359172,DBH,1,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,alive,NA,795.7747,340,150,NA,NA,7.389550948,2.822600491,4.175675787,9.203314836,1.295929887,12.566370614359172,DBH,4.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,390,250,NA,NA,25.28140748,0.7883090723,17.13582451,2.75547429,0.434133852,153.93804002589985,DBH,8.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,420,200,NA,NA,22.48438851,0.7010941724,14.97803227,2.433603809,0.3794664704,153.93804002589985,DBH,8,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,2,Avicennia germinans,alive,NA,795.7747,430,150,NA,NA,5.88422227,2.247607302,3.214905202,7.240855435,0.997752687,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,7,Avicennia germinans,alive,NA,64.9612,680,400,NA,NA,25.28140748,0.7883090723,17.13582451,2.75547429,0.434133852,153.93804002589985,DBH,8.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_1,3,Rhizophora mangle,alive,NA,353.68,320,35,NA,NA,5.117811544,0.8688324417,2.164232153,2.575513215,0.2985237948,28.274333882308138,DBH,3.1,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_1,3,Rhizophora mangle,alive,NA,353.68,100,12,NA,NA,7.956151468,1.350687193,3.811132652,4.161853047,0.5256893446,28.274333882308138,DBH,4,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_1,3,Avicennia germinans,alive,NA,353.68,550,160,NA,NA,49.25400793,8.361675612,36.84489786,30.451461,5.082208355,28.274333882308138,DBH,12,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_1,3,Rhizophora mangle,alive,NA,353.68,320,100,NA,NA,4.835418742,0.8208916323,2.012287688,2.42189681,0.2775653047,28.274333882308138,DBH,3,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_1,3,Rhizophora mangle,alive,NA,353.68,290,172,NA,NA,6.314209428,1.071940603,2.833426445,3.235335856,0.3908292434,28.274333882308138,DBH,3.5,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_1,3,Rhizophora mangle,alive,NA,353.68,160,121,NA,NA,2.396735563,0.4068851683,0.8180266921,1.136997114,0.1128346754,28.274333882308138,DBH,2,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_1,3,Rhizophora mangle,alive,NA,353.68,210,134,NA,NA,3.0527278,0.5182506089,1.115621,1.474261604,0.1538834057,28.274333882308138,DBH,2.3,0.48,0.39
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_1,3,Rhizophora mangle,alive,NA,353.68,230,115,NA,NA,1.456636429,0.2472879226,0.4319201643,0.6679446959,0.05957699424,28.274333882308138,DBH,1.5,0.48,0.39
