study_id,site_id,plot_id,plot_radius,species,alive_or_dead,decay_class,plot_density,height,canopy_width,basal_width,biomass_decay_corrected,plant_aboveground_mass,plant_aboveground_carbon,plant_belowground_mass,plant_organic_matter_total,plant_belowground_carbon,plot_area,diameter_flag,diameter,aboveground_carbon_conversion,belowground_carbon_conversion
Morrissette_et_al_2023,Big Creek,Big Creek_1_2,7,Rhizophora mangle,alive,NA,64.9612,560,200,NA,NA,16.05155133,0.5005094575,9.375116223,1.651746836,0.237517332,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_2,7,Rhizophora mangle,alive,NA,64.9612,400,80,NA,NA,16.05155133,0.5005094575,9.375116223,1.651746836,0.237517332,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_2,7,Rhizophora mangle,alive,NA,64.9612,560,80,NA,NA,26.4110681,0.823533445,17.75581681,2.869133844,0.4498412751,153.93804002589985,DBH,8,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_2,7,Rhizophora mangle,alive,NA,64.9612,560,70,NA,NA,16.05155133,0.5005094575,9.375116223,1.651746836,0.237517332,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_2,7,Rhizophora mangle,alive,NA,64.9612,700,80,NA,NA,26.4110681,0.823533445,17.75581681,2.869133844,0.4498412751,153.93804002589985,DBH,8,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_2,2,Rhizophora mangle,alive,NA,795.7747,720,90,NA,NA,11.70723336,4.471833654,6.254524444,14.29351242,1.941105002,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_2,2,Rhizophora mangle,alive,NA,795.7747,400,100,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_2,2,Rhizophora mangle,alive,NA,795.7747,200,100,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_2,2,Rhizophora mangle,alive,NA,795.7747,450,110,NA,NA,9.755466882,3.726313791,4.950085099,11.70230622,1.536269469,12.566370614359172,DBH,4.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_2,7,Rhizophora mangle,alive,NA,64.9612,600,150,NA,NA,20.96051287,0.6535776328,13.20074778,2.219156485,0.3344392025,153.93804002589985,DBH,7,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_2,7,Rhizophora mangle,alive,NA,64.9612,500,120,NA,NA,16.05155133,0.5005094575,9.375116223,1.651746836,0.237517332,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_2,7,Rhizophora mangle,alive,NA,64.9612,650,170,NA,NA,22.53974863,0.7028203771,14.48964129,2.405473605,0.3670931494,153.93804002589985,DBH,7.3,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_2,7,Rhizophora mangle,alive,NA,64.9612,600,100,NA,NA,23.61936647,0.7364843467,15.38568686,2.53381507,0.3897943458,153.93804002589985,DBH,7.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,7,Rhizophora mangle,dead,2,64.9612,550,NA,10,45.292,53.284,1.4122583,NA,NA,NA,153.93804002589985,DBH,12,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,7,Rhizophora mangle,dead,3,64.9612,300,NA,11,21.144,42.288,0.5859367,NA,NA,NA,153.93804002589985,DBH,10.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,7,Rhizophora mangle,dead,3,64.9612,600,NA,10.5,19.432,38.863,1.0654163,NA,NA,NA,153.93804002589985,DBH,10,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,2,Rhizophora mangle,dead,3,795.7747,175,NA,4.7,5.854,11.707,0.8523742,NA,NA,NA,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,7,Rhizophora mangle,dead,2,64.9612,450,NA,8.3,17.378,20.445,0.5418751,NA,NA,NA,153.93804002589985,DBH,6.9,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,7,Rhizophora mangle,alive,NA,64.9612,450,90,NA,NA,13.80718084,0.4305268973,7.728337065,1.398973086,0.1957963994,153.93804002589985,DBH,5.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,7,Rhizophora mangle,alive,NA,64.9612,180,80,NA,NA,13.80718084,0.4305268973,7.728337065,1.398973086,0.1957963994,153.93804002589985,DBH,5.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,2,Rhizophora mangle,alive,NA,795.7747,400,80,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,7,Rhizophora mangle,alive,NA,64.9612,410,90,NA,NA,16.05155133,0.5005094575,9.375116223,1.651746836,0.237517332,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,7,Rhizophora mangle,alive,NA,64.9612,450,150,NA,NA,12.94967079,0.403788554,7.118251282,1.303636299,0.1803399566,153.93804002589985,DBH,5.3,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,2,Rhizophora mangle,alive,NA,795.7747,120,50,NA,NA,2.396735563,0.9154855314,0.8180266921,2.558226469,0.2538763288,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,2,Rhizophora mangle,alive,NA,795.7747,200,70,NA,NA,4.835418742,1.846993871,2.012287688,5.44923153,0.6245177762,12.566370614359172,DBH,3,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,2,Rhizophora mangle,alive,NA,795.7747,200,110,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,7,Rhizophora mangle,alive,NA,64.9612,300,200,NA,NA,16.05155133,0.5005094575,9.375116223,1.651746836,0.237517332,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,7,Rhizophora mangle,alive,NA,64.9612,590,150,NA,NA,45.83401849,1.429167764,36.00581499,5.31641379,0.9122025699,153.93804002589985,DBH,11,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,7,Rhizophora mangle,alive,NA,64.9612,420,90,NA,NA,23.61936647,0.7364843467,15.38568686,2.53381507,0.3897943458,153.93804002589985,DBH,7.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,7,Rhizophora mangle,alive,NA,64.9612,240,175,NA,NA,20.4448992,0.6375000892,12.78573992,2.158702194,0.3239250331,153.93804002589985,DBH,6.9,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,2,Rhizophora mangle,alive,NA,795.7747,210,60,NA,NA,11.70723336,4.471833654,6.254524444,14.29351242,1.941105002,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,2,Rhizophora mangle,alive,NA,795.7747,350,350,NA,NA,11.70723336,4.471833654,6.254524444,14.29351242,1.941105002,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_4,3,Laguncularia racemosa,alive,NA,353.68,149,49,NA,NA,0.09499935987,0.01612769933,0.02698512662,0.04314347318,0.003722198837,28.274333882308138,DBH,0.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_4,3,Laguncularia racemosa,alive,NA,353.68,152,37,NA,NA,0.2953905611,0.05014739215,0.09950145271,0.1396654074,0.01372475278,28.274333882308138,DBH,0.9,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_4,3,Avicennia germinans,alive,NA,353.68,180,44,NA,NA,0.8828065386,0.149870888,0.3643490033,0.4410939721,0.05025655264,28.274333882308138,DBH,1.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_4,3,Avicennia germinans,alive,NA,353.68,220,51,NA,NA,0.6693780846,0.1136379077,0.2651851697,0.3305363318,0.03657836942,28.274333882308138,DBH,1.3,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_4,3,Avicennia germinans,alive,NA,353.68,140,40,NA,NA,4.799478855,0.814790247,2.54440677,2.597385468,0.3509632567,28.274333882308138,DBH,3.6,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_4,3,Rhizophora mangle,alive,NA,353.68,220,52,NA,NA,1.292661539,0.2194504959,0.3705826851,0.5882562172,0.05111639679,28.274333882308138,DBH,1.4,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_4,3,Rhizophora mangle,alive,NA,353.68,220,39,NA,NA,1.628804226,0.2765162298,0.4984564797,0.7523695665,0.06875469422,28.274333882308138,DBH,1.6,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_4,3,Rhizophora mangle,alive,NA,353.68,250,49,NA,NA,1.997164804,0.339051479,0.6474196041,0.9353366135,0.08930195257,28.274333882308138,DBH,1.8,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,dead,3,795.7747,107,NA,5,3.978,7.956,0.450363,NA,NA,NA,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,7,Rhizophora mangle,dead,3,64.9612,220,NA,6,8.026,16.052,0.1338318,NA,NA,NA,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,dead,3,795.7747,140,NA,2,1.198,2.397,0.11592,NA,NA,NA,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,dead,1,795.7747,190,NA,7,3.439,3.527,1.3134312,NA,NA,NA,12.566370614359172,DBH,2.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,7,Rhizophora mangle,dead,3,64.9612,90,NA,11,8.026,16.052,0.1130473,NA,NA,NA,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,dead,2,795.7747,120,NA,3,2.037,2.397,0.7781627,NA,NA,NA,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,dead,2,795.7747,220,NA,6.6,1.058,1.245,0.4042507,NA,NA,NA,12.566370614359172,DBH,1.37,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,220,45,NA,NA,1.8090238,0.6909961782,0.5702660142,1.893378638,0.1769832739,12.566370614359172,DBH,1.7,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,175,52,NA,NA,2.396735563,0.9154855314,0.8180266921,2.558226469,0.2538763288,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,300,70,NA,NA,4.835418742,1.846993871,2.012287688,5.44923153,0.6245177762,12.566370614359172,DBH,3,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,170,50,NA,NA,2.396735563,0.9154855314,0.8180266921,2.558226469,0.2538763288,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,230,44,NA,NA,1.456636429,0.5563941203,0.4319201643,1.502865556,0.1340473443,12.566370614359172,DBH,1.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,160,40,NA,NA,2.396735563,0.9154855314,0.8180266921,2.558226469,0.2538763288,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,120,40,NA,NA,4.835418742,1.846993871,2.012287688,5.44923153,0.6245177762,12.566370614359172,DBH,3,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,210,70,NA,NA,4.835418742,1.846993871,2.012287688,5.44923153,0.6245177762,12.566370614359172,DBH,3,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,180,80,NA,NA,1.628804226,0.6221573734,0.4984564797,1.69282025,0.1546970317,12.566370614359172,DBH,1.6,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,120,50,NA,NA,2.396735563,0.9154855314,0.8180266921,2.558226469,0.2538763288,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,180,30,NA,NA,1.456636429,0.5563941203,0.4319201643,1.502865556,0.1340473443,12.566370614359172,DBH,1.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,170,30,NA,NA,0.722,0.27578368,0.175582361,0.714273334,0.05449236025,12.566370614359172,DBH,1,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,140,40,NA,NA,1.456636429,0.5563941203,0.4319201643,1.502865556,0.1340473443,12.566370614359172,DBH,1.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,100,60,NA,NA,4.835418742,1.846993871,2.012287688,5.44923153,0.6245177762,12.566370614359172,DBH,3,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,140,30,NA,NA,1.456636429,0.5563941203,0.4319201643,1.502865556,0.1340473443,12.566370614359172,DBH,1.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,140,70,NA,NA,1.456636429,0.5563941203,0.4319201643,1.502865556,0.1340473443,12.566370614359172,DBH,1.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,110,40,NA,NA,1.456636429,0.5563941203,0.4319201643,1.502865556,0.1340473443,12.566370614359172,DBH,1.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,130,40,NA,NA,2.396735563,0.9154855314,0.8180266921,2.558226469,0.2538763288,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,190,80,NA,NA,2.607947214,0.9961624375,0.9116071416,2.800772311,0.2829192209,12.566370614359172,DBH,2.1,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,7,Rhizophora mangle,alive,NA,64.9612,200,70,NA,NA,26.4110681,0.823533445,17.75581681,2.869133844,0.4498412751,153.93804002589985,DBH,8,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,2,Rhizophora mangle,alive,NA,795.7747,220,90,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,dead,2,795.7747,260,NA,7,6.473,7.615,2.472409,NA,NA,NA,12.566370614359172,DBH,3.9,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,dead,1,795.7747,200,NA,6.6,3.929,4.029,1.5005962,NA,NA,NA,12.566370614359172,DBH,2.7,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,dead,2,795.7747,130,NA,4,2.037,2.397,0.7781627,NA,NA,NA,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,dead,2,795.7747,220,NA,6.5,4.847,5.703,1.8515486,NA,NA,NA,12.566370614359172,DBH,3.3,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,dead,1,795.7747,220,NA,4,7.757,7.956,2.9630503,NA,NA,NA,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,dead,2,795.7747,220,NA,9,4.11,4.835,1.5699448,NA,NA,NA,12.566370614359172,DBH,3,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,dead,2,795.7747,210,NA,5,2.037,2.397,0.7781627,NA,NA,NA,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,dead,1,795.7747,170,NA,7.5,2.756,2.827,1.0527054,NA,NA,NA,12.566370614359172,DBH,2.2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,dead,1,795.7747,230,NA,7,7.757,7.956,2.9630503,NA,NA,NA,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,dead,2,795.7747,200,NA,5,4.11,4.835,1.5699448,NA,NA,NA,12.566370614359172,DBH,3,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,7,Rhizophora mangle,alive,NA,64.9612,180,152,NA,NA,13.80718084,0.4305268973,7.728337065,1.398973086,0.1957963994,153.93804002589985,DBH,5.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,130,50,NA,NA,4.835418742,1.846993871,2.012287688,5.44923153,0.6245177762,12.566370614359172,DBH,3,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,150,70,NA,NA,2.396735563,0.9154855314,0.8180266921,2.558226469,0.2538763288,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,180,70,NA,NA,4.835418742,1.846993871,2.012287688,5.44923153,0.6245177762,12.566370614359172,DBH,3,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,130,40,NA,NA,1.628804226,0.6221573734,0.4984564797,1.69282025,0.1546970317,12.566370614359172,DBH,1.6,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,90,50,NA,NA,0.722,0.27578368,0.175582361,0.714273334,0.05449236025,12.566370614359172,DBH,1,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,100,176,NA,NA,1.997164804,0.762860747,0.6474196041,2.104493364,0.2009280551,12.566370614359172,DBH,1.8,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,130,30,NA,NA,2.396735563,0.9154855314,0.8180266921,2.558226469,0.2538763288,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,140,50,NA,NA,2.396735563,0.9154855314,0.8180266921,2.558226469,0.2538763288,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,120,60,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,148,30,NA,NA,2.396735563,0.9154855314,0.8180266921,2.558226469,0.2538763288,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,175,100,NA,NA,9.755466882,3.726313791,4.950085099,11.70230622,1.536269469,12.566370614359172,DBH,4.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,90,20,NA,NA,1.373615584,0.5246824942,0.4006063689,1.411880942,0.1243290411,12.566370614359172,DBH,1.45,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,180,90,NA,NA,6.314209428,2.411850294,2.833426445,7.279457192,0.8793599409,12.566370614359172,DBH,3.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,350,100,NA,NA,8.657285088,3.306839253,4.247117822,10.26899735,1.318102075,12.566370614359172,DBH,4.2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,7,Rhizophora mangle,alive,NA,64.9612,200,100,NA,NA,29.33332932,0.9146535708,20.31378725,3.225136269,0.5146471184,153.93804002589985,DBH,8.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,560,60,NA,NA,9.755466882,3.726313791,4.950085099,11.70230622,1.536269469,12.566370614359172,DBH,4.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,200,30,NA,NA,4.835418742,1.846993871,2.012287688,5.44923153,0.6245177762,12.566370614359172,DBH,3,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,2,Rhizophora mangle,alive,NA,795.7747,150,100,NA,NA,9.755466882,3.726313791,4.950085099,11.70230622,1.536269469,12.566370614359172,DBH,4.5,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_2_1,2,Laguncularia racemosa,dead,1,795.7747,321,NA,2,1.345,1.379,0.5137271,NA,NA,NA,12.566370614359172,DBH,2,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_2_1,2,Laguncularia racemosa,dead,2,795.7747,244,NA,3.5,1.062,1.249,0.4056517,NA,NA,NA,12.566370614359172,DBH,1.9,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_2_1,2,Laguncularia racemosa,dead,1,795.7747,207,NA,1.8,1.097,1.126,0.4191992,NA,NA,NA,12.566370614359172,DBH,1.8,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_2_1,2,Rhizophora mangle,alive,NA,795.7747,132,42,NA,NA,0.722,0.27578368,0.175582361,0.714273334,0.05449236025,12.566370614359172,DBH,1,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_2_1,2,Laguncularia racemosa,alive,NA,795.7747,50,10,NA,NA,0.362,0.1382738119,0.1257219332,0.3881167751,0.03901807014,12.566370614359172,DBH,1,0.48,0.39
Morrissette_et_al_2023,Big Creek,Big Creek_2_1,2,Laguncularia racemosa,alive,NA,795.7747,230,30,NA,NA,1.042647604,0.3982620405,0.4244958018,1.167515604,0.1317431775,12.566370614359172,DBH,1.73,0.48,0.39
