study_id,site_id,plot_id,depth_min,depth_max,dry_bulk_density,percent_carbon,percent_nitrogen,carbon_stock,nitrogen_stock
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_2,50,100,1.18615384615385,0.53,0.06,31.4330769230769,3.55846153846154
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_3,0,15,0.684615384615385,1.65,0.18,16.9442307692308,1.84846153846154
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_3,15,30,1.17,0.97,0.11,17.0235,1.9305
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_3,30,50,1.06692307692308,0.4,0.07,8.53538461538461,1.49369230769231
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_3,50,100,0.910769230769231,0.36,0.05,16.3938461538462,2.27692307692308
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_4,0,15,0.758461538461538,2,0.2,22.7538461538462,2.27538461538462
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_4,15,30,1.05076923076923,1.47,0.18,23.1694615384615,2.83707692307692
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_4,30,50,0.916153846153846,0.52,0.07,9.528,1.28261538461538
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_4,50,100,0.855384615384615,0.36,0.04,15.3969230769231,1.71076923076923
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_5,0,15,0.673846153846154,1.94,0.18,19.6089230769231,1.81938461538462
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_5,15,30,1.04923076923077,1.61,0.16,25.3389230769231,2.51815384615385
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_5,30,50,1.01307692307692,0.93,0.11,18.8432307692308,2.22876923076923
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_5,50,100,0.916923076923077,0.48,0.06,22.0061538461538,2.75076923076923
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_6,0,15,0.744615384615385,1.53,0.17,17.0889230769231,1.89876923076923
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_6,15,30,0.708461538461538,1.02,0.11,10.8394615384615,1.16896153846154
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_6,30,50,1.07230769230769,0.62,0.09,13.2966153846154,1.93015384615385
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_6,50,100,0.907692307692308,0.43,0.05,19.5153846153846,2.26923076923077
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_1,0,15,0.848461538461538,0.71,0.05,9.03611538461538,0.636346153846154
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_1,15,30,0.742307692307692,0.49,0.05,5.45596153846154,0.556730769230769
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_1,30,50,0.623076923076923,0.36,0.02,4.48615384615385,0.249230769230769
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_1,50,100,1.00230769230769,0.27,0.01,13.5311538461538,0.501153846153846
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_2,0,15,0.888461538461539,0.68,0.03,9.0623076923077,0.399807692307692
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_2,15,30,0.640769230769231,0.6,0.03,5.76692307692308,0.288346153846154
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_2,30,50,0.810769230769231,0.84,0.04,13.6209230769231,0.648615384615385
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_2,50,100,1.01307692307692,0.49,0.01,24.8203846153846,0.506538461538461
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_3,0,15,0.735384615384615,1.3,0.08,14.34,0.882461538461539
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_3,15,30,0.595384615384615,1.32,0.08,11.7886153846154,0.714461538461538
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_3,30,50,0.835384615384615,0.96,0.08,16.0393846153846,1.33661538461538
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_3,50,100,0.760769230769231,0.53,0.04,20.1603846153846,1.52153846153846
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_4,0,15,0.709230769230769,1.72,0.12,18.2981538461538,1.27661538461538
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_4,15,30,0.764615384615385,0.86,0.06,9.86353846153846,0.688153846153846
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_4,30,50,0.821538461538462,1.3,0.08,21.36,1.31446153846154
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_4,50,100,0.848461538461538,0.45,0.01,19.0903846153846,0.424230769230769
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_5,0,15,0.856153846153846,1.17,0.09,15.0255,1.15580769230769
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_5,15,30,0.794615384615385,0.7,0.05,8.34346153846154,0.595961538461539
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_5,30,50,0.907692307692308,0.46,0.03,8.35076923076923,0.544615384615385
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_5,50,100,0.807692307692308,0.59,0.06,23.8269230769231,2.42307692307692
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_6,0,15,0.739230769230769,1.24,0.08,13.7496923076923,0.887076923076923
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_6,15,30,0.772307692307692,1.84,0.1,21.3156923076923,1.15846153846154
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_6,30,50,0.807692307692308,1.05,0.09,16.9615384615385,1.45384615384615
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_6,50,100,0.756153846153846,0.44,0.01,16.6353846153846,0.378076923076923
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_1,0,15,1.44711203897008,1.5,0.11,32.5600208768267,2.38773486430063
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_1,15,30,1.55932498260264,0.74,0.07,17.3085073068894,1.63729123173278
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_1,30,50,1.32132915796799,0.56,0.05,14.7988865692415,1.32132915796799
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_1,50,100,1.20511482254697,0.26,0.03,15.6664926931106,1.80767223382046
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_1,100,200,1.47181628392484,0.34,0.03,50.0417536534447,4.41544885177453
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_2,0,15,0.960334029227558,0.98,0.08,14.1169102296451,1.15240083507307
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_2,15,30,1.2839248434238,0.73,0.06,14.0589770354906,1.15553235908142
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_2,30,50,1.23086290883786,0.51,0.05,12.5548016701461,1.23086290883786
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_2,50,100,1.15274878218511,0.23,0.01,13.2566109951287,0.576374391092554
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_2,100,200,1.2026791927627,0.65,0.04,78.1741475295755,4.8107167710508
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_3,0,15,1.3731732776618,0.85,0.06,17.5079592901879,1.23585594989562
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_3,15,30,1.30375782881002,0.74,0.06,14.4717118997912,1.17338204592902
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_3,30,50,1.37456506610995,0.38,0.03,10.4466945024356,0.824739039665971
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_3,50,100,1.50869867780097,0.32,0.02,24.1391788448156,1.50869867780097
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_3,100,200,1.3634307585247,0.74,0.04,100.893876130828,5.45372303409882
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_4,0,15,0.930932498260264,0.94,0.06,13.1261482254697,0.837839248434238
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_4,15,30,1.05114822546973,0.66,0.05,10.4063674321503,0.788361169102296
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_4,30,50,1.11412665274878,0.38,0.03,8.46736256089075,0.668475991649269
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_4,50,100,1.30932498260264,0.46,0.04,30.1144745998608,2.61864996520529
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_4,100,200,1.09846903270703,0.62,0.04,68.1050800278358,4.39387613082811
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_5,0,15,0.989561586638831,0.59,0.03,8.75762004175365,0.445302713987474
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_5,15,30,1.21972860125261,0.65,0.05,11.8923538622129,0.914796450939457
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_5,30,50,1.19989561586639,0.51,0.04,12.2389352818372,0.95991649269311
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_5,50,100,1.0598469032707,0.48,0.04,25.4363256784969,2.11969380654141
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_5,100,200,1.49808629088379,0.3,0.03,44.9425887265136,4.49425887265136
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_6,0,15,0.967814892136395,0.73,0.08,10.5975730688935,1.16137787056367
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_6,15,30,0.975991649269311,0.44,0.05,6.44154488517745,0.731993736951983
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_6,30,50,1.03444676409186,0.46,0.05,9.5169102296451,1.03444676409186
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_6,50,100,0.898225469728601,0.42,0.05,18.8627348643006,2.2455636743215
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_6,100,200,1.2419972164231,0.25,0.04,31.0499304105776,4.96798886569241
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_1,0,15,0.57776617954071,6.3,0.47,54.5989039665971,4.073251565762
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_1,15,30,0.522094641614475,7.83,0.52,61.32001565762,4.0723382045929
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_1,30,50,0.31750173973556,8.63,0.53,54.8008002783577,3.36551844119694
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_1,50,100,0.786708420320111,4.73,0.24,186.056541405706,9.44050104384134
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_1,100,200,0.315414057063326,14.11,0.51,445.049234516353,16.0861169102296
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_2,0,15,0.598295059151009,5.5,0.41,49.3593423799582,3.67951461377871
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_2,15,30,0.714683368128045,4.53,0.36,48.5627348643006,3.85929018789144
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_2,30,50,0.407967988865692,8.87,0.59,72.3735212247738,4.81402226861517
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_2,50,100,0.375956854558107,9.9,0.59,186.098643006263,11.0907272094642
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_2,100,200,0.389178844815588,9.96,0.62,387.622129436326,24.1290883785665
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_3,0,15,0.451461377870564,4.82,0.39,32.6406576200418,2.6410490605428
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_3,15,30,0.593249826026444,4.85,0.33,43.1589248434238,2.9365866388309
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_3,30,50,0.917014613778706,5.22,0.3,95.7363256784969,5.50208768267223
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_3,50,100,0.460681976339596,3.98,0.22,91.6757132915797,5.06750173973556
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_3,100,200,0.366562282533055,9.45,0.49,346.401356993737,17.9615518441197
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_4,0,15,0.689631176061239,3.59,0.3,37.1366388308977,3.10334029227557
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_4,15,30,0.569589422407794,3.35,0.23,28.6218684759917,1.96508350730689
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_4,30,50,0.605601948503828,3.46,0.22,41.9076548364649,2.66464857341684
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_4,50,100,0.594989561586639,3.03,0.16,90.1409185803758,4.75991649269311
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_4,100,200,0.319415448851775,13.33,0.6,425.780793319415,19.1649269311065
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_5,0,15,0.790361864996521,2.62,0.26,31.0612212943633,3.08241127348643
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_5,15,30,0.620389700765484,2.48,0.15,23.078496868476,1.39587682672234
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_5,30,50,0.594119693806541,2.54,0.18,30.1812804453723,2.13883089770355
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_5,50,100,0.424147529575505,1.05,0.08,22.267745302714,1.69659011830202
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_5,100,200,0.504001391788448,6.76,0.2,340.704940848991,10.080027835769
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_6,0,15,0.701983298538622,2.5,0.23,26.3243736951983,2.42184237995825
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_6,15,30,0.576722338204593,3.21,0.24,27.7691805845512,2.07620041753653
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_6,30,50,0.593075852470425,3.28,0.25,38.9057759220599,2.96537926235212
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_6,50,100,0.488517745302714,2.5,0.14,61.0647181628392,3.419624217119
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_6,100,200,0.532185107863605,2.47,0.12,131.44972164231,6.38622129436326
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_1,0,15,0.82776617954071,3.69,0.27,45.8168580375783,3.35245302713988
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_1,15,30,0.894050104384134,1.66,0.11,22.2618475991649,1.47518267223382
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_1,30,50,0.903966597077244,1.12,0.09,20.2488517745303,1.62713987473904
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_1,50,100,1.11969380654141,0.32,0.01,17.9151009046625,0.559846903270703
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_1,100,200,0.91910229645094,1.39,0.09,127.755219206681,8.27192066805845
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_2,0,15,0.817849686847599,5.18,0.36,63.5469206680585,4.41638830897704
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_2,15,30,0.766353514265832,1.47,0.12,16.8980949895616,1.3794363256785
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_2,30,50,1.08315935977731,0.82,0.08,17.7638135003479,1.7330549756437
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_2,50,100,0.788796102992345,0.38,0.03,14.9871259568546,1.18319415448852
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_2,100,200,0.923103688239388,1.1,0.07,101.541405706333,6.46172581767572
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_3,0,15,1.00243562978427,4.19,0.29,63.0030793319415,4.36059498956159
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_3,15,30,1.02244258872651,1.02,0.1,15.6433716075157,1.53366388308977
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_3,30,50,1.01687543493389,0.51,0.05,10.3721294363257,1.01687543493389
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_3,50,100,0.976861517049408,0.3,0.03,14.6529227557411,1.46529227557411
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_3,100,200,1.16823242867084,0.21,0.03,24.5328810020877,3.50469728601253
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_4,0,15,0.971816283924843,5.65,0.35,82.3614300626305,5.10203549060543
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_4,15,30,1.01704940848991,2.07,0.17,31.5793841336117,2.59347599164927
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_4,30,50,1.3383785664579,1.31,0.08,35.0655184411969,2.14140570633264
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_4,50,100,1.09307585247042,0.3,0.04,16.3961377870564,2.18615170494085
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_4,100,200,1.04871259568546,0.82,0.06,85.9944328462074,6.29227557411274
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_5,0,15,0.930410577592206,5.09,0.32,71.0368475991649,4.46597077244259
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_5,15,30,0.911621433542102,0.92,0.09,12.580375782881,1.23068893528184
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_5,30,50,0.88187195546277,0.46,0.05,8.11322199025748,0.88187195546277
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_5,50,100,0.92553931802366,0.32,0.03,14.8086290883786,1.38830897703549
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_5,100,200,1.05097425191371,0.53,0.03,55.7016353514266,3.15292275574113
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_6,0,15,0.877000695894224,6.41,0.39,84.3236169102296,5.13045407098121
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_6,15,30,0.745476687543493,2.97,0.19,33.2109864300626,2.12460855949896
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_6,30,50,1.11447459986082,1.02,0.08,22.7352818371608,1.78315935977731
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_6,50,100,0.81437021572721,0.38,0.05,15.473034098817,2.03592553931802
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_6,100,200,1.04453723034099,0.33,0.03,34.4697286012526,3.13361169102296
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_1,0,15,0.765657620041754,1.05,0.11,12.0591075156576,1.26333507306889
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_1,15,30,0.775922059846903,0.55,0.06,6.40135699373695,0.698329853862213
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_1,30,50,0.917014613778706,0.68,0.04,12.4713987473904,0.733611691022965
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_1,50,100,0.761308281141267,2.91,0.14,110.770354906054,5.32915796798887
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_1,100,200,0.751739735560195,3.02,0.13,227.025400139179,9.77261656228253
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_2,0,15,0.67919276270007,1.97,0.16,20.0701461377871,1.63006263048017
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_2,15,30,0.687021572720946,0.79,0.08,8.14120563674322,0.824425887265136
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_2,30,50,0.78705636743215,0.88,0.08,13.8521920668058,1.25929018789144
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_2,50,100,0.805497564370216,3.19,0.16,128.476861517049,6.44398051496173
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_2,100,200,0.843945720250522,2.49,0.12,210.14248434238,10.1273486430063
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_3,0,15,0.610821155184412,0.94,0.09,8.61257828810021,0.824608559498956
