study_id,site_id,plot_id,transect,subtransect_id,debris_transect_length,debris_diameter,debris_class,habitat
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_6,10,a,5,4,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_6,10,b,5,5.6,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_6,10,d,12,10.44,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_5,10,b,5,6.8,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_5,10,b,5,3.3,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_5,10,c,5,3.52,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_5,10,c,12,15.2,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_5,10,d,5,4.84,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_4,10,a,12,15.3,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_4,10,a,12,15.2,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_4,10,a,12,19.78,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_4,10,b,12,30,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_4,10,c,12,18,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_4,10,c,12,9.3,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_4,10,c,12,8,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_4,10,c,12,9.9,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_4,10,c,12,8.68,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_3,10,a,12,18.17,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_3,10,b,12,17,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_3,10,a,12,7.6,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_3,10,b,12,14.1,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_3,10,a,12,8.75,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_3,10,c,12,30,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_3,10,d,12,12.48,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_3,10,d,12,7.9,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_3,10,d,12,16.35,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_3,10,d,12,10.86,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_3,10,d,12,13.48,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,10,a,12,18,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,10,a,12,29.5,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,10,b,12,17.5,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,10,b,12,10,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,10,b,12,13.1,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,10,c,12,13.31,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,10,c,12,15.32,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,10,d,12,17.6,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,10,c,12,12.47,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,10,d,12,12.8,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,10,c,12,7.78,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,10,d,12,7.6,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,10,c,12,9.52,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,10,d,5,4.6,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,10,a,12,7.91,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,10,a,5,6.43,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,10,a,5,5.25,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,10,a,5,7.09,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,10,a,5,3.95,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,10,b,5,2.75,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,10,b,12,10.5,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,10,b,5,3.02,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,10,b,5,2.9,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,10,b,12,11.92,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,10,b,12,7.73,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,10,c,5,6.6,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,10,c,12,10.21,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_1,11,a,5,4.68,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_2,11,a,5,3.33,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_6,11,a,5,4.19,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_2,12,a,5,2.96,sound,marsh
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_1,16,a,12,42.1,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_2,16,a,12,50,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_2,16,b,12,30,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_3,16,a,12,13,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_6,16,a,12,50,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_2,17,a,12,17.2,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_5,17,a,5,3.57,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_5,17,b,5,4.79,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Jalponga_Isla_El_Ranchón,Desembocadura_Río_Jalponga_Isla_El_Ranchón_18_3,18,b,5,6.34,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Jalponga_Isla_El_Ranchón,Desembocadura_Río_Jalponga_Isla_El_Ranchón_18_3,18,a,5,6.21,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Jalponga_Isla_El_Ranchón,Desembocadura_Río_Jalponga_Isla_El_Ranchón_18_3,18,b,12,9.1,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Jalponga_Isla_El_Ranchón,Desembocadura_Río_Jalponga_Isla_El_Ranchón_18_4,18,a,12,55,sound,mangrove
