"study_id","site_id","plot_id","year","latitude","longitude","position_method","habitat","land_use_class","land_use_status","plot_basal_density","plot_plant_carbon"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_4_1",2012,10.177621759893476,-85.13118797382789,"handheld","mangrove","shrimp pond","inactive",0,0
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_4_2",2012,10.177621759893476,-85.13118797382789,"handheld","mangrove","shrimp pond","inactive",0,0
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_4_3",2012,10.177621759893476,-85.13118797382789,"handheld","mangrove","shrimp pond","inactive",0,0
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_5_1",2012,10.175411899471,-85.13236643766851,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_5_2",2012,10.175411899471,-85.13236643766851,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_5_3",2012,10.175411899471,-85.13236643766851,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1",2012,10.165461146801222,-85.1463881303272,"handheld","mangrove","natural",NA,10.1439795935434,70.0891292693708
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2",2012,10.16533217316676,-85.14620080853696,"handheld","mangrove","natural",NA,0,0.681227909271602
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3",2012,10.165203199407722,-85.14601348689085,"handheld","mangrove","natural",NA,0,0.980830769008364
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_4",2012,10.165074225524112,-85.14582616538885,"handheld","mangrove","natural",NA,7.45137755227409,32.3698613115237
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_5",2012,10.16494525151594,-85.14563884403096,"handheld","mangrove","natural",NA,3.33739795974519,49.0299977427364
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_6",2012,10.164816277383206,-85.14545152281717,"handheld","mangrove","natural",NA,14.5026530636645,75.4262081789735
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_1",2012,10.142826427036614,-85.07769105553321,"handheld","mangrove","natural",NA,12.2706122469625,79.1981843660459
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_2",2012,10.142601217440228,-85.07771018303961,"handheld","mangrove","natural",NA,10.2041326547781,56.7166193184289
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_3",2012,10.142376007842453,-85.07772931053574,"handheld","mangrove","natural",NA,9.26061224645604,46.8787481318653
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_4",2012,10.142150798243296,-85.07774843802156,"handheld","mangrove","natural",NA,7.08183673588539,32.1252354720804
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_5",2012,10.141925588642758,-85.07776756549706,"handheld","mangrove","natural",NA,7.35790816450326,28.229486027758803
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_6",2012,10.14170037904084,-85.07778669296225,"handheld","mangrove","natural",NA,11.0795408181906,67.72704907099501
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Camaronera_6_1",2012,10.114049557415736,-85.19073055341973,"handheld","mangrove","shrimp pond","inactive",0,0
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Camaronera_6_2",2012,10.114049557415736,-85.19073055341973,"handheld","mangrove","shrimp pond","inactive",0,0
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Camaronera_6_3",2012,10.114049557415736,-85.19073055341973,"handheld","mangrove","shrimp pond","inactive",0,0
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_1",2012,10.10645927214201,-85.14926495060175,"handheld","mangrove","natural",NA,12.7513775531658,105.8141485543269
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_2",2012,10.106605151259586,-85.14909075376282,"handheld","mangrove","natural",NA,16.931938778359,90.08330666047311
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3",2012,10.10675103030112,-85.14891655676377,"handheld","mangrove","natural",NA,13.9486734717346,56.2520369911237
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4",2012,10.10689690926662,-85.1487423596046,"handheld","mangrove","natural",NA,6.11010204184434,72.9719957233213
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5",2012,10.107042788156075,-85.14856816228534,"handheld","mangrove","natural",NA,8.46607142999583,39.3427380857012
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6",2012,10.107188666969485,-85.14839396480595,"handheld","mangrove","natural",NA,10.310714287449,78.5173398569018
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1",2012,10.101113622249434,-85.1276758818348,"handheld","mangrove","natural",NA,20.2775000034117,101.1166700034997
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2",2012,10.101326260723056,-85.12759861748444,"handheld","mangrove","natural",NA,9.83035714451109,46.399169802809695
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_3",2012,10.101538899186892,-85.12752135304598,"handheld","mangrove","natural",NA,11.1639795937151,52.6146725203685
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_4",2012,10.10175153764094,-85.12744408851938,"handheld","mangrove","natural",NA,11.7569897978965,89.0025876583432
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_5",2012,10.101964176085204,-85.12736682390468,"handheld","mangrove","natural",NA,15.5164285740392,101.2266026532987
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_6",2012,10.102176814519666,-85.12728955920186,"handheld","mangrove","natural",NA,17.1985714314651,73.4714617875947
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_1",2012,10.08245360911102,-85.17595496390098,"handheld","mangrove","salt pond","inactive",0,0
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_2",2012,10.08245360911102,-85.17595496390098,"handheld","mangrove","salt pond","inactive",0,0
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_3",2012,10.08245360911102,-85.17595496390098,"handheld","mangrove","salt pond","inactive",0,0
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_1",2012,10.109181036669945,-85.12796447625328,"handheld","mangrove","salt pond","inactive",0,0
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_2",2012,10.109181036669945,-85.12796447625328,"handheld","mangrove","salt pond","inactive",0,0
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_3",2012,10.109181036669945,-85.12796447625328,"handheld","mangrove","salt pond","inactive",0,0
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_1",2012,10.13380450121516,-85.24459889402941,"handheld","mangrove","natural",NA,15.6093877577283,71.8629590953081
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_2",2012,10.133581793447371,-85.2446376413812,"handheld","mangrove","natural",NA,12.3608163286103,54.7763211185472
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_3",2012,10.133359085678466,-85.2446763886976,"handheld","mangrove","natural",NA,9.55637755262826,41.2892558099315
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_4",2012,10.133136377908418,-85.24471513597861,"handheld","mangrove","natural",NA,11.5638265325578,66.0799665400192
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_5",2012,10.13291367013725,-85.24475388322423,"handheld","mangrove","natural",NA,4.46061224564845,51.6563950031058
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6",2012,10.132690962364958,-85.2447926304345,"handheld","mangrove","natural",NA,8.92188775660314,40.739902659417794
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_1",2012,9.96677907531132,-85.10665234760737,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_2",2012,9.96677907531132,-85.10665234760737,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_3",2012,9.96677907531132,-85.10665234760737,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_1",2012,9.964893875573926,-85.11354004868552,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_2",2012,9.964893875573926,-85.11354004868552,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_3",2012,9.964893875573926,-85.11354004868552,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1",2012,9.97441122528924,-85.11858458886034,"handheld","mangrove","natural",NA,3.37857142913987,144.9114344846625
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2",2012,9.974190842238896,-85.11863512207638,"handheld","mangrove","natural",NA,3.08673469439689,121.6588620803429
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3",2012,9.973970459185455,-85.11868565524009,"handheld","mangrove","natural",NA,4.25239795989913,47.0310454160379
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4",2012,9.973750076128928,-85.11873618835142,"handheld","mangrove","natural",NA,4.0695918374194,38.7255042499157
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_5",2012,9.97352969306931,-85.11878672141042,"handheld","mangrove","natural",NA,0.73188775522518,19.10209833767551
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_6",2012,9.973309310006597,-85.11883725441706,"handheld","mangrove","natural",NA,0.165765306150339,15.22093983900193
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_1",2012,9.96894954420873,-85.05045723911242,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_2",2012,9.96894954420873,-85.05045723911242,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_3",2012,9.96894954420873,-85.05045723911242,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_1",2012,9.968966354089195,-85.04798593204679,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_2",2012,9.968966354089195,-85.04798593204679,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_3",2012,9.968966354089195,-85.04798593204679,"handheld","mangrove","shrimp pond","active",0,0
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_1",2012,9.963613050433567,-85.03930615174993,"handheld","mangrove","natural",NA,15.5281122475105,73.2801553047268
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_2",2012,9.963439460891797,-85.03945214609286,"handheld","mangrove","natural",NA,8.96821428722317,82.66222479449769
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_3",2012,9.963265871300102,-85.03959814028423,"handheld","mangrove","natural",NA,3.65010204143045,87.68049777590059
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_4",2012,9.96309228165848,-85.03974413432404,"handheld","mangrove","natural",NA,18.3412244928818,72.2725583114569
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_5",2012,9.962918691966944,-85.03989012821232,"handheld","mangrove","natural",NA,22.0606632690178,167.255027793893
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_6",2012,9.96274510222548,-85.04003612194903,"handheld","mangrove","natural",NA,13.9475000023466,70.446503698583
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_1",2012,10.175289078351582,-85.19361632213443,"handheld","mangrove","natural",NA,17.6289285743946,78.7772894586206
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_2",2012,10.17550172853886,-85.19353909080297,"handheld","mangrove","natural",NA,18.8689795950114,86.1461211343713
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_3",2012,10.175714378716856,-85.19346185938346,"handheld","mangrove","natural",NA,15.5423469413905,89.3444937450282
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_4",2012,10.175927028885578,-85.19338462787589,"handheld","mangrove","natural",NA,24.1735714326386,99.158756203769
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_5",2012,10.17613967904501,-85.19330739628028,"handheld","mangrove","natural",NA,3.48086734752443,30.5400750400174
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_6",2012,10.176352329195169,-85.19323016459659,"handheld","mangrove","natural",NA,22.5270918405248,91.8693749077418
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_1",2012,9.827494909790346,-84.92116969256782,"handheld","mangrove","natural",NA,18.0903571459008,75.26353241996651
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_2",2012,9.827309409593571,-84.9212998948107,"handheld","mangrove","natural",NA,23.3921938814867,93.8951215048652
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_3",2012,9.82712390935795,-84.92143009691338,"handheld","mangrove","natural",NA,14.5272959208115,68.808579362728
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_4",2012,9.826938409083484,-84.92156029887592,"handheld","mangrove","natural",NA,22.2326530649651,90.0012611822626
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_5",2012,9.826752908770167,-84.92169050069826,"handheld","mangrove","natural",NA,18.2244387785764,76.9932117065821
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_6",2012,9.826567408418011,-84.92182070238043,"handheld","mangrove","natural",NA,5.38392857233441,33.9202320142713
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_1",2012,9.986094181123526,-84.81729020897713,"handheld","mangrove","natural",NA,21.8454591873489,95.9091566656994
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_2",2012,9.98626768471754,-84.81714407907403,"handheld","mangrove","natural",NA,16.8249489824226,74.87539663652791
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_3",2012,9.986441188258013,-84.81699794901832,"handheld","mangrove","natural",NA,27.0492346984285,107.39624378072631
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_4",2012,9.98661469174494,-84.81685181881002,"handheld","mangrove","natural",NA,25.7521938818838,103.3512490542136
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_5",2012,9.98678819517832,-84.8167056884491,"handheld","mangrove","natural",NA,21.6607142893587,114.89306610545769
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_6",2012,9.986961698558147,-84.81655955793559,"handheld","mangrove","natural",NA,25.0258163307412,115.0123774105604
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_1",2012,10.00067647047107,-84.85541067678167,"handheld","mangrove","natural",NA,21.8454591873489,130.5711678011581
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_2",2012,10.000881562957687,-84.85531484815563,"handheld","mangrove","natural",NA,16.8249489824226,115.18254852298429
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_3",2012,10.001086655424212,-84.85521901941794,"handheld","mangrove","natural",NA,27.0492346984285,120.57017234562309
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_4",2012,10.001291747870647,-84.85512319056856,"handheld","mangrove","natural",NA,25.7521938818838,175.3573240803044
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_5",2012,10.001496840296978,-84.85502736160753,"handheld","mangrove","natural",NA,21.6607142893587,38.3897907296762
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_6",2012,10.001701932703211,-84.85493153253478,"handheld","mangrove","natural",NA,25.0258163307412,58.1748950818293
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_1",2012,10.084275038114814,-85.20072386609274,"handheld","mangrove","natural",NA,9.00000000151424,41.7126590676294
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_2",2012,10.08407890552643,-85.20083716691438,"handheld","mangrove","natural",NA,10.1653571445674,80.11249870255139
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_3",2012,10.083866823032125,-85.20075838203638,"handheld","mangrove","natural",NA,13.6565306145426,62.689465925612296
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_4",2012,10.083654740504434,-85.20067959727562,"handheld","mangrove","natural",NA,16.2659183700837,92.9896967026627
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_5",2012,10.083442657943348,-85.20060081263208,"handheld","mangrove","natural",NA,12.0217346959002,57.27739407944409
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_6",2012,10.083230575348871,-85.20052202810575,"handheld","mangrove","natural",NA,4.82780612326125,36.1419709024829
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_1",2012,10.065342715542222,-85.18687241094233,"handheld","mangrove","natural",NA,21.6800510240558,129.7898920373099
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_2",2012,10.06515805920538,-85.18674093636079,"handheld","mangrove","natural",NA,16.014030614939202,67.684142418798
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_3",2012,10.064973402797118,-85.18660946193494,"handheld","mangrove","natural",NA,21.4732142893271,88.5282123879241
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_4",2012,10.064788746317443,-85.18647798766473,"handheld","mangrove","natural",NA,17.9961734724156,82.2552355438484
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_5",2012,10.064604089766354,-85.18634651355016,"handheld","mangrove","natural",NA,13.1033163287352,57.314578454145206
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_6",2012,10.06441943314386,-85.18621503959126,"handheld","mangrove","natural",NA,3.30045918422877,46.7334100322606
