"study_id","site_id","plot_id","species","alive_or_dead","plot_radius","decay_class","diameter","diameter_flag","diameter_crown","height","basal_area","basal_density","plant_notes"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophora mangle","alive",2,NA,0.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","Rhizophora mangle","alive",2,NA,0.5,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Rhizophora mangle","alive",7,NA,39.6,"DBH",NA,20,0.123162998391334,8.00081632787674,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Rhizophora mangle","alive",7,NA,34,"DBH",NA,20,0.090792027688745,5.89795918466579,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Avicennia germinans","alive",7,NA,33,"DBH",NA,20,0.0855298599939821,5.5561224499144,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Rhizophora mangle","alive",7,NA,13,"DBH",NA,NA,0.0132732289614169,0.862244898104255,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Rhizophora mangle","alive",7,NA,31.1,"DBH",NA,NA,0.0759644957619646,4.93474489878945,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Avicennia germinans","dead",7,3,30.7,"DBH",NA,12,0.0740229915020461,4.80862244978864,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Rhizophora mangle","alive",7,NA,37.5,"DBH",NA,NA,0.110446616727766,7.17474489916632,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Rhizophora mangle","alive",7,NA,42.6,"DBH",NA,NA,0.142530917100715,9.25897959339455,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","Rhizophora mangle","alive",7,NA,6.2,"DBH",NA,NA,0.00301907054009979,0.196122449012589,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3","Rhizophora mangle","dead",7,3,23.2,"DBH",NA,15,0.0422732707467042,2.74612244944162,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3","Rhizophora mangle","dead",7,3,14.7,"DBH",NA,10,0.0169716689128555,1.10250000018549,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3","Rhizophora mangle","alive",7,NA,32.2,"DBH",NA,20,0.081433223173701,5.29000000089004,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3","Rhizophora mangle","alive",7,NA,46.5,"DBH",NA,20,0.169822717880613,11.0318877569581,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3","Rhizophora mangle","alive",7,NA,36.5,"DBH",NA,20,0.104634670318625,6.79719387869464,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3","Rhizophora mangle","alive",7,NA,7.3,"DBH",NA,NA,0.004185386812745,0.271887755147786,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_4","Rhizophora mangle","alive",7,NA,16,"DBH",NA,16,0.0201061929829747,1.30612244919935,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_4","Rhizophora mangle","alive",2,NA,2.6,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_4","Rhizophora mangle","alive",2,NA,2.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_4","Rhizophora mangle","alive",2,NA,3.6,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophora mangle","alive",7,NA,52,"DBH",NA,20,0.21237166338267,13.7959183696681,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophora mangle","alive",7,NA,42,"DBH",NA,20,0.13854423602331,9.00000000151424,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophora mangle","dead",7,3,9.3,"DBH",NA,5,0.00679290871522453,0.441275510278326,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophora mangle","alive",7,NA,56.1,"DBH",NA,NA,0.247181295382608,16.0571938802526,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophora mangle","alive",2,NA,1.5,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophora mangle","alive",2,NA,0.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophora mangle","alive",2,NA,0.5,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophora mangle","alive",2,NA,0.9,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophora mangle","alive",2,NA,0.6,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophora mangle","alive",2,NA,0.5,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophora mangle","alive",2,NA,0.6,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophora mangle","alive",2,NA,0.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","Rhizophora mangle","alive",2,NA,0.9,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",7,NA,40.6,"DBH",NA,20,0.129461891661782,8.41000000141497,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",7,NA,5.3,"DBH",NA,6,0.00220618344098343,0.143316326554725,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",7,NA,8,"DBH",NA,3,0.00502654824574367,0.326530612299836,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,0.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,1.2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,0.7,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,1.5,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,1.1,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,0.9,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,0.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,1,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,0.6,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,0.5,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,0.7,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,0.6,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,1,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,1.1,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,0.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,0.6,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,0.6,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,0.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,0.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,1.5,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","Rhizophora mangle","alive",2,NA,1.1,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","dead",7,3,11.2,"DBH",NA,5,0.00985203456165759,0.640000000107679,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,16.9,"DBH",NA,7,0.0224317569447945,1.45719387779619,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,7.9,"DBH",NA,7,0.00490166993776347,0.318418367400512,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","dead",7,3,8.7,"DBH",NA,4,0.00594467869875529,0.386173469452728,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,15.3,"DBH",NA,7,0.0183853856069709,1.19433673489482,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,10.2,"DBH",NA,NA,0.00817128249198705,0.530816326619921,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,14,"DBH",NA,NA,0.01539380400259,1.00000000016825,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,14.6,"DBH",NA,NA,0.01674154725098,1.08755102059114,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,5.9,"DBH",NA,NA,0.00273397100678652,0.177602040846208,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,8.5,"DBH",NA,NA,0.00567450173054657,0.368622449041612,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,6.5,"DBH",NA,NA,0.00331830724035422,0.215561224526064,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,9.4,"DBH",NA,NA,0.00693977817177985,0.450816326606462,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,12.5,"DBH",NA,NA,0.0122718463030851,0.797193877685147,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,9.4,"DBH",NA,NA,0.00693977817177985,0.450816326606462,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,9.3,"DBH",NA,NA,0.00679290871522453,0.441275510278326,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",7,NA,9.9,"DBH",NA,NA,0.00769768739945839,0.500051020492296,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",2,NA,3.7,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",2,NA,1.7,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",2,NA,3.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",2,NA,4,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","Avicennia germinans","alive",2,NA,1.4,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.6,"diameter at 30cm",1.12,0.55,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,2,"diameter at 30cm",1.7,0.75,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.5,"diameter at 30cm",0.9,0.5,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,0.8,"diameter at 30cm",0.55,0.4,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,2.1,"diameter at 30cm",1.2,0.8,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.5,"diameter at 30cm",0.8,0.5,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,2,"diameter at 30cm",0.9,0.75,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,0.7,"diameter at 30cm",0.5,0.4,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.5,"diameter at 30cm",1,0.5,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,0.8,"diameter at 30cm",1,0.4,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.6,"diameter at 30cm",0.95,0.6,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.5,"diameter at 30cm",0.7,0.5,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.6,"diameter at 30cm",1,0.55,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.1,"diameter at 30cm",1.1,0.48,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,0.4,"diameter at 30cm",0.3,0.3,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.3,"diameter at 30cm",1,0.55,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.4,"diameter at 30cm",0.9,0.5,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.6,"diameter at 30cm",1.4,0.6,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,0.7,"diameter at 30cm",0.8,0.39,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.8,"diameter at 30cm",0.8,0.7,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.5,"diameter at 30cm",0.65,0.49,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.6,"diameter at 30cm",0.7,0.6,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.5,"diameter at 30cm",0.95,0.45,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.8,"diameter at 30cm",1.3,0.7,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,0.9,"diameter at 30cm",1,0.4,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.6,"diameter at 30cm",1.4,0.65,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1,"diameter at 30cm",0.65,0.45,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.3,"diameter at 30cm",1.2,0.55,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","Avicennia germinans","alive",7,NA,1.4,"diameter at 30cm",0.05,0.1,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,0.4,"diameter at 30cm",0.6,0.4,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,1.5,"diameter at 30cm",0.55,0.5,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,1.1,"diameter at 30cm",0.7,0.45,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,1.5,"diameter at 30cm",0.7,0.5,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,1.4,"diameter at 30cm",0.8,0.47,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,1.4,"diameter at 30cm",0.3,0.25,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,1.5,"diameter at 30cm",0.35,0.5,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,1.2,"diameter at 30cm",0.4,0.45,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,1.5,"diameter at 30cm",0.65,0.5,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,0.4,"diameter at 30cm",0.4,0.3,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,1.5,"diameter at 30cm",1.1,0.5,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,0.4,"diameter at 30cm",0.5,0.38,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,2.5,"diameter at 30cm",0.7,0.9,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,1.7,"diameter at 30cm",0.45,0.5,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,1.8,"diameter at 30cm",0.6,0.6,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,0.7,"diameter at 30cm",0.4,0.4,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,0.4,"diameter at 30cm",0.45,0.35,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,1.6,"diameter at 30cm",0.65,0.55,NA,NA,"dwarf mangrove"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","Avicennia germinans","alive",7,NA,1.6,"diameter at 30cm",0.5,0.55,NA,NA,"dwarf mangrove"
