"study_id","site_id","year","latitude","longitude","position_method","habitat","core_id"
"Cifuentes_et_al_2024_Nicoya","Lepanto",2012,9.963613050433567,-85.03930615174993,"handheld","mangrove","Lepanto_Manglar_13_1"
"Cifuentes_et_al_2024_Nicoya","Lepanto",2012,9.963439460891797,-85.03945214609286,"handheld","mangrove","Lepanto_Manglar_13_2"
"Cifuentes_et_al_2024_Nicoya","Lepanto",2012,9.963265871300102,-85.03959814028423,"handheld","mangrove","Lepanto_Manglar_13_3"
"Cifuentes_et_al_2024_Nicoya","Lepanto",2012,9.96309228165848,-85.03974413432404,"handheld","mangrove","Lepanto_Manglar_13_4"
"Cifuentes_et_al_2024_Nicoya","Lepanto",2012,9.962918691966944,-85.03989012821232,"handheld","mangrove","Lepanto_Manglar_13_5"
"Cifuentes_et_al_2024_Nicoya","Lepanto",2012,9.96274510222548,-85.04003612194903,"handheld","mangrove","Lepanto_Manglar_13_6"
"Cifuentes_et_al_2024_Nicoya","Níspero",2012,10.175289078351582,-85.19361632213443,"handheld","mangrove","Níspero_Manglar_3_1"
"Cifuentes_et_al_2024_Nicoya","Níspero",2012,10.17550172853886,-85.19353909080297,"handheld","mangrove","Níspero_Manglar_3_2"
"Cifuentes_et_al_2024_Nicoya","Níspero",2012,10.175714378716856,-85.19346185938346,"handheld","mangrove","Níspero_Manglar_3_3"
"Cifuentes_et_al_2024_Nicoya","Níspero",2012,10.175927028885578,-85.19338462787589,"handheld","mangrove","Níspero_Manglar_3_4"
"Cifuentes_et_al_2024_Nicoya","Níspero",2012,10.17613967904501,-85.19330739628028,"handheld","mangrove","Níspero_Manglar_3_5"
"Cifuentes_et_al_2024_Nicoya","Níspero",2012,10.176352329195169,-85.19323016459659,"handheld","mangrove","Níspero_Manglar_3_6"
"Cifuentes_et_al_2024_Nicoya","Paquera",2012,9.827494909790346,-84.92116969256782,"handheld","mangrove","Paquera_Manglar_14_1"
"Cifuentes_et_al_2024_Nicoya","Paquera",2012,9.827309409593571,-84.9212998948107,"handheld","mangrove","Paquera_Manglar_14_2"
"Cifuentes_et_al_2024_Nicoya","Paquera",2012,9.82712390935795,-84.92143009691338,"handheld","mangrove","Paquera_Manglar_14_3"
"Cifuentes_et_al_2024_Nicoya","Paquera",2012,9.826938409083484,-84.92156029887592,"handheld","mangrove","Paquera_Manglar_14_4"
"Cifuentes_et_al_2024_Nicoya","Paquera",2012,9.826752908770167,-84.92169050069826,"handheld","mangrove","Paquera_Manglar_14_5"
"Cifuentes_et_al_2024_Nicoya","Paquera",2012,9.826567408418011,-84.92182070238043,"handheld","mangrove","Paquera_Manglar_14_6"
"Cifuentes_et_al_2024_Nicoya","Puntarenas",2012,9.986094181123526,-84.81729020897713,"handheld","mangrove","Puntarenas_Manglar_6_1"
"Cifuentes_et_al_2024_Nicoya","Puntarenas",2012,9.98626768471754,-84.81714407907403,"handheld","mangrove","Puntarenas_Manglar_6_2"
"Cifuentes_et_al_2024_Nicoya","Puntarenas",2012,9.986441188258013,-84.81699794901832,"handheld","mangrove","Puntarenas_Manglar_6_3"
"Cifuentes_et_al_2024_Nicoya","Puntarenas",2012,9.98661469174494,-84.81685181881002,"handheld","mangrove","Puntarenas_Manglar_6_4"
"Cifuentes_et_al_2024_Nicoya","Puntarenas",2012,9.98678819517832,-84.8167056884491,"handheld","mangrove","Puntarenas_Manglar_6_5"
"Cifuentes_et_al_2024_Nicoya","Puntarenas",2012,9.986961698558147,-84.81655955793559,"handheld","mangrove","Puntarenas_Manglar_6_6"
"Cifuentes_et_al_2024_Nicoya","Puntarenas",2012,10.00067647047107,-84.85541067678167,"handheld","mangrove","Puntarenas_Manglar_7_1"
"Cifuentes_et_al_2024_Nicoya","Puntarenas",2012,10.000881562957687,-84.85531484815563,"handheld","mangrove","Puntarenas_Manglar_7_2"
"Cifuentes_et_al_2024_Nicoya","Puntarenas",2012,10.001086655424212,-84.85521901941794,"handheld","mangrove","Puntarenas_Manglar_7_3"
"Cifuentes_et_al_2024_Nicoya","Puntarenas",2012,10.001291747870647,-84.85512319056856,"handheld","mangrove","Puntarenas_Manglar_7_4"
"Cifuentes_et_al_2024_Nicoya","Puntarenas",2012,10.001496840296978,-84.85502736160753,"handheld","mangrove","Puntarenas_Manglar_7_5"
"Cifuentes_et_al_2024_Nicoya","Puntarenas",2012,10.001701932703211,-84.85493153253478,"handheld","mangrove","Puntarenas_Manglar_7_6"
"Cifuentes_et_al_2024_Nicoya","Thiel",2012,10.084275038114814,-85.20072386609274,"handheld","mangrove","Thiel_Manglar_10_1"
"Cifuentes_et_al_2024_Nicoya","Thiel",2012,10.08407890552643,-85.20083716691438,"handheld","mangrove","Thiel_Manglar_10_2"
"Cifuentes_et_al_2024_Nicoya","Thiel",2012,10.083866823032125,-85.20075838203638,"handheld","mangrove","Thiel_Manglar_10_3"
"Cifuentes_et_al_2024_Nicoya","Thiel",2012,10.083654740504434,-85.20067959727562,"handheld","mangrove","Thiel_Manglar_10_4"
"Cifuentes_et_al_2024_Nicoya","Thiel",2012,10.083442657943348,-85.20060081263208,"handheld","mangrove","Thiel_Manglar_10_5"
"Cifuentes_et_al_2024_Nicoya","Thiel",2012,10.083230575348871,-85.20052202810575,"handheld","mangrove","Thiel_Manglar_10_6"
"Cifuentes_et_al_2024_Nicoya","Thiel",2012,10.065342715542222,-85.18687241094233,"handheld","mangrove","Thiel_Manglar_11_1"
"Cifuentes_et_al_2024_Nicoya","Thiel",2012,10.06515805920538,-85.18674093636079,"handheld","mangrove","Thiel_Manglar_11_2"
"Cifuentes_et_al_2024_Nicoya","Thiel",2012,10.064973402797118,-85.18660946193494,"handheld","mangrove","Thiel_Manglar_11_3"
"Cifuentes_et_al_2024_Nicoya","Thiel",2012,10.064788746317443,-85.18647798766473,"handheld","mangrove","Thiel_Manglar_11_4"
"Cifuentes_et_al_2024_Nicoya","Thiel",2012,10.064604089766354,-85.18634651355016,"handheld","mangrove","Thiel_Manglar_11_5"
"Cifuentes_et_al_2024_Nicoya","Thiel",2012,10.06441943314386,-85.18621503959126,"handheld","mangrove","Thiel_Manglar_11_6"
