"study_id","site_id","core_id","method_id","depth_min","depth_max","dry_bulk_density","fraction_organic_matter","fraction_carbon","depth_interval_notes","delta_c13"
"Smeaton_et_al_2022a","Orplands","Or-05","single set of methods",70,72,0.6467391,NA,0.0129,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-06","single set of methods",0,2,0.2934783,NA,0.0471,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-06","single set of methods",4,6,0.3532609,NA,0.0359,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-06","single set of methods",10,12,0.4293478,NA,0.0363,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-06","single set of methods",20,22,0.5271739,NA,0.0296,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-06","single set of methods",30,32,0.3858696,NA,0.0274,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-06","single set of methods",40,42,0.5815217,NA,0.0202,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-06","single set of methods",50,52,0.6576087,NA,0.0147,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-06","single set of methods",60,62,0.5054348,NA,0.0175,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-06","single set of methods",70,72,0.625,NA,0.0108,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-06","single set of methods",80,82,0.4076087,NA,0.009000000000000001,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-07","single set of methods",0,2,0.4076087,NA,0.047400000000000005,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-07","single set of methods",4,6,0.3913043,NA,0.0416,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-07","single set of methods",10,12,0.298913,NA,0.0436,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-07","single set of methods",20,22,0.375,NA,0.0341,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-07","single set of methods",30,32,0.4347826,NA,0.0545,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-07","single set of methods",40,42,0.4130435,NA,0.029300000000000003,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-07","single set of methods",50,52,0.5163043,NA,0.0239,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-08","single set of methods",0,2,0.3586957,NA,0.0889,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-08","single set of methods",4,6,0.326087,NA,0.06269999999999999,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-08","single set of methods",10,12,0.2717391,NA,0.0437,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-08","single set of methods",20,22,0.4076087,NA,0.0482,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-08","single set of methods",30,32,0.4456522,NA,0.051100000000000007,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-08","single set of methods",40,42,0.7065217,NA,0.013999999999999999,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-08","single set of methods",50,52,0.576087,NA,0.013999999999999999,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-08","single set of methods",60,62,0.5869565,NA,0.0104,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-09","single set of methods",0,2,0.3478261,NA,0.0552,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-09","single set of methods",4,6,0.4021739,NA,0.0516,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-09","single set of methods",10,12,0.3804348,NA,0.06559999999999999,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-09","single set of methods",20,22,0.3152174,NA,0.0463,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-09","single set of methods",30,32,0.5326087,NA,0.0407,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-09","single set of methods",40,42,0.5434783,NA,0.0318,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-09","single set of methods",50,52,0.5706522,NA,0.0225,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-09","single set of methods",60,62,0.5271739,NA,0.0139,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-09","single set of methods",70,72,0.6195652,NA,0.011000000000000001,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-10","single set of methods",0,2,0.2282609,NA,0.134,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Orplands","Or-10","single set of methods",4,6,0.2554348,NA,0.1202,"Peat (Turfa herbacea)",NA
"Smeaton_et_al_2022a","Orplands","Or-10","single set of methods",10,12,0.2771739,NA,0.0803,"Humified Peat (Substantia Humosa)",NA
"Smeaton_et_al_2022a","Orplands","Or-10","single set of methods",20,22,0.3804348,NA,0.063,"Silt with Organics",NA
"Smeaton_et_al_2022a","Orplands","Or-10","single set of methods",30,32,0.4565217,NA,0.014499999999999999,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-10","single set of methods",40,42,0.6032609,NA,0.0166,"Basal Clay",NA
"Smeaton_et_al_2022a","Orplands","Or-10","single set of methods",50,52,0.6195652,NA,0.0171,"Basal Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 10","single set of methods",0,2,0.5106856,NA,0.0265,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 10","single set of methods",4,6,0.8021671,NA,0.0349,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 10","single set of methods",10,12,0.7993926,NA,0.04005442000000001,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 10","single set of methods",20,22,0.7644489,NA,0.041278499999999996,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 10","single set of methods",30,32,0.791744,NA,0.04009231,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 10","single set of methods",40,42,0.5745084,NA,0.05260546,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 10","single set of methods",50,52,0.5579551,NA,0.04405922,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 10","single set of methods",60,62,0.6814015,NA,0.0416524,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 10","single set of methods",70,72,0.6232214,NA,0.03778596,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 10","single set of methods",80,82,0.7206194,NA,0.04017064000000001,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 10","single set of methods",90,92,0.5610108,NA,0.040513,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 11","single set of methods",0,2,0.6126108,NA,0.0397,"Clay (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 11","single set of methods",10,12,0.45169,NA,0.0999,"Clay (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 11","single set of methods",20,22,0.7586469,NA,0.052502709999999994,"Clay (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 11","single set of methods",30,32,0.7255872,NA,0.02156592,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 11","single set of methods",40,42,0.7544476,NA,0.112671,"Humfied Organics with Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 11","single set of methods",50,52,0.3831618,NA,0.4091147,"Humfied Organics with Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 11","single set of methods",60,62,0.2142174,NA,0.2134205,"Humfied Organics with Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 11","single set of methods",70,72,0.3936786,NA,0.2171104,"Silt with Organics",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 11","single set of methods",80,82,0.3414037,NA,0.1541291,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 11","single set of methods",90,92,0.6370189,NA,0.05415598,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 12","single set of methods",0,2,0.375785,NA,0.1399,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 12","single set of methods",4,6,0.582007,NA,0.0999,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 12","single set of methods",10,12,0.5557149,NA,0.057563750000000004,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 12","single set of methods",20,22,0.5337345,NA,0.054894420000000006,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 12","single set of methods",30,32,0.7390942,NA,0.04617993,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 12","single set of methods",40,42,0.7315862,NA,0.03204031,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 12","single set of methods",50,52,0.6587369,NA,0.04418582,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 12","single set of methods",60,62,0.781649,NA,0.04996540000000001,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 12","single set of methods",70,72,0.9553925,NA,0.02552553,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 12","single set of methods",80,82,1.07209,NA,0.02150487,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 12","single set of methods",90,92,1.332227,NA,0.01989013,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 13","single set of methods",0,2,0.3521549,NA,0.0823,"Silt (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 13","single set of methods",4,6,0.5575896,NA,0.0435,"Silt (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 13","single set of methods",10,12,0.9479594,NA,0.05934868,"Silt (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 13","single set of methods",20,22,0.5626418,NA,0.05509242,"Silt (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 13","single set of methods",30,32,0.6506946,NA,0.06207642,"Silt (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 13","single set of methods",50,52,0.6032563,NA,0.08106092999999999,"Silt (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 13","single set of methods",60,62,0.8879984,NA,0.06733101999999999,"Silt (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 13","single set of methods",70,72,0.6828637,NA,0.06276939,"Silt (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 13","single set of methods",80,82,0.8914291,NA,0.06386784,"Silt (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 13","single set of methods",90,92,0.9717208,NA,0.02890867,"Silt (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 14","single set of methods",4,6,0.8083535,NA,0.0354,"Silty Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 14","single set of methods",10,12,0.6469921,NA,0.0274,"Silty Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 14","single set of methods",30,32,0.6627393,NA,0.04841747,"Silty Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 14","single set of methods",40,42,0.6815046,NA,0.041018109999999997,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 14","single set of methods",50,52,0.6404402,NA,0.041374890000000004,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 14","single set of methods",70,72,0.5875279,NA,0.04637745,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 14","single set of methods",80,82,0.6307763,NA,0.04192696,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 14","single set of methods",90,92,0.8405883,NA,0.040159799999999996,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 15","single set of methods",0,2,0.6024221,NA,0.0282,"Silt (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 15","single set of methods",4,6,0.5649382,NA,0.0282,"Silt (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 15","single set of methods",10,12,0.6023846,NA,0.03756276,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 15","single set of methods",20,22,0.6165289,NA,0.04417224,"Silty Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 15","single set of methods",30,32,0.8243162,NA,0.03532857,"Silty Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 15","single set of methods",40,42,0.7663705,NA,0.03465433,"Silty Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 15","single set of methods",50,52,0.7266933,NA,0.03426358,"Silty Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 15","single set of methods",60,62,0.6581557,NA,0.03800109,"Silty Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 15","single set of methods",70,72,0.6018128,NA,0.03751749,"Silty Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 15","single set of methods",80,82,0.8169769,NA,0.03560256,"Silty Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 15","single set of methods",90,92,0.866243,NA,0.03271067,"Silty Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 16","single set of methods",0,2,0.629614,NA,0.03462623,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 16","single set of methods",4,6,0.6268114,NA,0.03742243,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 16","single set of methods",10,12,0.4387455,NA,0.03545011,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 16","single set of methods",20,22,0.7973586,NA,0.03178547,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 16","single set of methods",30,32,0.7689856,NA,0.03480953,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 16","single set of methods",40,42,0.3994807,NA,0.01845845,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 16","single set of methods",50,52,0.8272688,NA,0.02824382,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 16","single set of methods",60,62,0.8951971,NA,0.021552699999999998,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 16","single set of methods",70,72,0.8895356,NA,0.02021642,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 16","single set of methods",80,82,1.10245,NA,0.01806414,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 16","single set of methods",90,92,0.9442664,NA,0.01582383,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 2","single set of methods",0,2,0.4120316,NA,0.1144,"Clay (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 2","single set of methods",4,6,0.5117354,NA,0.1007,"Clay (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 2","single set of methods",10,12,0.366646,NA,0.06616169,"Clay (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 2","single set of methods",20,22,0.4155466,NA,0.057823070000000004,"Clay (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 2","single set of methods",30,32,0.8014547,NA,0.049278079999999995,"Clay (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 2","single set of methods",40,42,0.695349,NA,0.05257083,"Clay (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 2","single set of methods",50,52,0.9270945,NA,0.02460168,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 2","single set of methods",60,62,0.8625687,NA,0.03460544,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 2","single set of methods",70,72,1.084022,NA,0.01910331,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 2","single set of methods",80,82,1.06147,NA,0.01851194,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 2","single set of methods",90,92,0.9243012,NA,0.0167088,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 3","single set of methods",0,2,0.2963932,NA,0.10640000000000001,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 3","single set of methods",4,6,0.5878747,NA,0.0642,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 3","single set of methods",10,12,0.6074836,NA,0.060203740000000006,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 3","single set of methods",20,22,0.3392948,NA,0.060968720000000004,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 3","single set of methods",30,32,0.594436,NA,0.07185686,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 3","single set of methods",40,42,0.6257241,NA,0.0707407,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 3","single set of methods",50,52,0.5502503,NA,0.06945651,"Silt",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 3","single set of methods",60,62,0.9550269,NA,0.05605798,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 3","single set of methods",70,72,1.184101,NA,0.04085453,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 3","single set of methods",80,82,1.329059,NA,0.02050782,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 3","single set of methods",90,92,1.074865,NA,0.02141746,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 4","single set of methods",0,2,0.3080067,NA,0.0297,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 4","single set of methods",4,6,0.4342557,NA,0.0368,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 4","single set of methods",10,12,0.6079804,NA,0.03641549,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 4","single set of methods",20,22,0.6109143,NA,0.035307,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 4","single set of methods",30,32,0.5828881,NA,0.03853629,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 4","single set of methods",40,42,0.3966312,NA,0.03654445,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 4","single set of methods",50,52,0.5961982,NA,0.03402279,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 4","single set of methods",60,62,0.5918115,NA,0.03499302,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 4","single set of methods",70,72,0.7065782,NA,0.03600222,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 4","single set of methods",80,82,0.6752714,NA,0.03733455,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 4","single set of methods",90,92,0.7002231,NA,0.039811070000000004,"Clay",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 5","single set of methods",0,2,0.5686032,NA,0.032400000000000005,"Clay (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 5","single set of methods",4,6,0.5982509,NA,0.0292,"Clay (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 5","single set of methods",10,12,0.6296609,NA,0.044634549999999995,"Clay (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 5","single set of methods",20,22,0.6789738,NA,0.040245210000000003,"Clay (roots)",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 5","single set of methods",30,32,0.663939,NA,0.04379149,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 5","single set of methods",40,42,0.573946,NA,0.03897663,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 5","single set of methods",50,52,0.5421611,NA,0.03872154,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 5","single set of methods",60,62,0.5334908,NA,0.04633459,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 5","single set of methods",70,72,0.8000019,NA,0.034137339999999995,"Clay with roots",NA
"Smeaton_et_al_2022a","Rhymney Wharf","Rhymney Wharf 5","single set of methods",80,82,1.032722,NA,0.037758560000000004,"Clay with roots",NA
