study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_activity_sd,cs137_unit,depth_interval_notes
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,6,8,0.704,0.0199,1.11,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,8,10,1.0418,0.01209,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,10,12,1.084,0.01435,0.37,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,12,14,1.0718,0.01254,1.48,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,14,16,1.0499,0.01133,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,16,18,1.1622,0.00887,0.74,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,18,20,1.1639,0.00693,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,20,22,1.2822,0.00655,0.74,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,22,24,1.2515,0.00698,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,24,26,1.2122,0.00538,1.48,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,26,28,1.1857,0.00792,1.85,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,28,30,1.4516,0.00681,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,0,2,0.3491,0.01796,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,2,4,0.514,0.02086,1.48,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,4,6,0.5697,0.02445,1.85,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,6,8,0.532,0.0233,1.48,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,8,10,0.4657,0.04427,2.59,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,10,12,0.3988,0.05095,4.81,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,12,14,0.4102,0.04672,3.7,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,14,16,0.4098,0.04548,3.33,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,16,18,0.4744,0.04939,5.55,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,18,20,0.3845,0.06504,3.7,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,20,22,0.4248,0.0605,1.48,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,22,24,0.4337,0.04573,4.07,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,24,26,0.4934,0.04544,1.48,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,26,28,0.5743,0.04044,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,28,30,0.6466,0.03255,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,0,2,0.3044,0.03359,1.85,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,2,4,0.3238,0.04141,2.22,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,4,6,0.5245,0.04034,2.59,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,6,8,0.4516,0.03729,2.96,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,8,10,0.5333,0.03755,3.7,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,10,12,0.5287,0.03784,2.96,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,12,14,0.4142,0.04201,2.59,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,14,16,0.3894,0.04182,6.29,1,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,16,18,0.3001,0.05272,5.92,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,18,20,0.388,0.04132,3.33,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,20,22,0.5974,0.04631,4.44,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,22,24,0.3724,0.03726,2.22,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,24,26,0.4404,0.05859,0.74,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,26,28,0.5101,0.04568,1.48,NA,becquerelsPerKilogram,NA
NA,Sapelo_River,Sapelo_River_Site_2_Plain,28,30,NA,NA,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,0,2,0.3254,0.04565,4.44,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,2,4,0.3856,0.04371,6.29,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,4,6,0.4487,0.04598,5.55,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,6,8,0.3812,0.045469999999999997,5.92,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,8,10,0.3868,0.04741,5.92,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,10,12,0.4635,0.04521,6.29,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,12,14,0.4028,0.06344,4.44,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,14,16,0.2337,0.06338,5.18,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,16,18,0.2692,0.06712,5.18,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,18,20,0.4101,0.05172,5.55,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,20,22,0.3043,0.06361,5.92,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,22,24,0.4227,0.04554,6.29,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,24,26,0.4642,0.03896,5.55,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,26,28,0.5077,0.04425,6.29,NA,becquerelsPerKilogram,NA
NA,Sapelo_River,Sapelo_River_Site_3_Levee,28,30,NA,NA,6.29,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,0,2,0.3051,0.05052,6.66,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,2,4,0.384,0.05195,7.77,1,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,4,6,0.4506,0.05199,7.77,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,6,8,0.4382,0.05327,6.66,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,8,10,0.4655,0.04152,5.92,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,10,12,0.5069,0.03756,3.7,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,12,14,0.3873,0.04698,4.07,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,14,16,0.4164,0.04062,4.44,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,16,18,0.4368,0.03861,3.33,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,18,20,0.415,0.03734,2.96,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,20,22,0.3974,0.03756,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,22,24,0.368,0.03683,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,24,26,0.3623,0.03915,2.96,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,26,28,0.3497,0.03507,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,28,30,0.4193,0.03617,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
