Core_ID,Marsh_ID,Sampling_year,Local_authority,Marsh_type,Marsh_zone,Sample_depth_cm,Mid_Point_depth_cm,Lat_dec_deg,Long_dec_deg,X_easting,Y_northing,Wet_bulk_density_g_cm_3,Dry_bulk_density_g_cm_3,OC_perc,delta_13Corg_per_mil,N_perc,delta_15N_per_mil,CN,NC
Morrich C39,Morrich More,2020,Highland,Back-barrier,High,0_5,2.5,57.82347509,-3.92651968,285670,883174,2.177,0.461,31.137,-28.572,1.593,0.517,18.202,0.055
Morrich C39,Morrich More,2020,Highland,Back-barrier,High,10_15,12.5,57.82347509,-3.92651968,285670,883174,2.596,0.967,7.741,NA,NA,NA,NA,NA
Morrich C39,Morrich More,2020,Highland,Back-barrier,High,20_25,22.5,57.82347509,-3.92651968,285670,883174,2.902,2.107,0.433,NA,NA,NA,NA,NA
Morrich C39,Morrich More,2020,Highland,Back-barrier,High,30_35,32.5,57.82347509,-3.92651968,285670,883174,3.771,2.768,0.394,NA,NA,NA,NA,NA
Morrich C40,Morrich More,2020,Highland,Back-barrier,Low-Mid,0_5,2.5,57.82395372,-3.92583342,285713,883226,1.753,0.361,28.805,-27.712,1.613,0.757,16.445,0.061
Morrich C40,Morrich More,2020,Highland,Back-barrier,Low-Mid,10_15,12.5,57.82395372,-3.92583342,285713,883226,2.411,1.657,1.452,NA,NA,NA,NA,NA
Morrich C40,Morrich More,2020,Highland,Back-barrier,Low-Mid,20_25,22.5,57.82395372,-3.92583342,285713,883226,3.343,2.428,0.522,NA,NA,NA,NA,NA
Morrich C41,Morrich More,2020,Highland,Back-barrier,Low-Mid,0_5,2.5,57.82436171,-3.92525127,285748,883270,1.818,0.335,32.825,-28.014,2.384,-0.219,14.449,0.069
Morrich C41,Morrich More,2020,Highland,Back-barrier,Low-Mid,20_25,22.5,57.82436171,-3.92525127,285748,883270,2.872,2.178,0.403,NA,NA,NA,NA,NA
Morrich C41,Morrich More,2020,Highland,Back-barrier,Low-Mid,10_15,12.5,57.82436171,-3.92525127,285748,883270,3.282,2.194,1.588,NA,NA,NA,NA,NA
Morrich C42,Morrich More,2020,Highland,Back-barrier,High,0_5,2.5,57.82491232,-3.92445866,285797,883330,2.209,0.409,34.505,-28.185,1.904,0.601,18.463,0.054
Morrich C42,Morrich More,2020,Highland,Back-barrier,High,10_15,12.5,57.82491232,-3.92445866,285797,883330,2.832,1.287,5.727,NA,NA,NA,NA,NA
Morrich C42,Morrich More,2020,Highland,Back-barrier,High,20_25,22.5,57.82491232,-3.92445866,285797,883330,3.401,2.42,0.447,NA,NA,NA,NA,NA
Morrich C43,Morrich More,2020,Highland,Back-barrier,High,0_5,2.5,57.82526232,-3.92396721,285828,883368,2.458,0.438,32.509,-28.638,2.12,0.421,16.31,0.061
Morrich C43,Morrich More,2020,Highland,Back-barrier,High,10_15,12.5,57.82526232,-3.92396721,285828,883368,2.82,1.458,3.709,NA,NA,NA,NA,NA
Morrich C44,Morrich More,2020,Highland,Back-barrier,High,0_5,2.5,57.82559941,-3.92348842,285857,883405,1.885,0.324,34.248,-28.545,2.281,0.183,16.4,0.061
Morrich C44,Morrich More,2020,Highland,Back-barrier,High,30_35,32.5,57.82559941,-3.92348842,285857,883405,2.267,1.751,0.223,NA,NA,NA,NA,NA
Morrich C44,Morrich More,2020,Highland,Back-barrier,High,20_25,22.5,57.82559941,-3.92348842,285857,883405,2.736,2.063,0.341,NA,NA,NA,NA,NA
Morrich C44,Morrich More,2020,Highland,Back-barrier,High,10_15,12.5,57.82559941,-3.92348842,285857,883405,2.993,2.125,0.811,NA,NA,NA,NA,NA
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,0_5,2.5,57.82593078,-3.92301969,285886,883441,2.562,0.428,31.947,-28.741,2.093,0.214,18.457,0.054
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,10_15,12.5,57.82593078,-3.92301969,285886,883441,3.162,1.73,2.679,NA,NA,NA,NA,NA
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,20_25,22.5,57.82593078,-3.92301969,285886,883441,3.129,2.233,0.532,NA,NA,NA,NA,NA
Morrich C46,Morrich More,2020,Highland,Back-barrier,High,0_5,2.5,57.82635788,-3.9224155,285923,883488,2.326,0.432,31.928,-27.322,2.014,0.763,16.307,0.061
Morrich C46,Morrich More,2020,Highland,Back-barrier,High,10_15,12.5,57.82635788,-3.9224155,285923,883488,3.175,1.918,1.192,NA,NA,NA,NA,NA
Morrich C46,Morrich More,2020,Highland,Back-barrier,High,20_25,22.5,57.82635788,-3.9224155,285923,883488,3.454,2.434,0.606,NA,NA,NA,NA,NA
Morrich C47,Morrich More,2020,Highland,Back-barrier,High,0_5,2.5,57.82671248,-3.92191039,285954,883526,1.909,0.596,18.346,-27.395,1.077,0.341,16.16,0.062
Morrich C47,Morrich More,2020,Highland,Back-barrier,High,10_15,12.5,57.82671248,-3.92191039,285954,883526,2.531,1.94,0.558,NA,NA,NA,NA,NA
Morrich C47,Morrich More,2020,Highland,Back-barrier,High,20_25,22.5,57.82671248,-3.92191039,285954,883526,2.755,2.137,0.244,NA,NA,NA,NA,NA
Morrich C48,Morrich More,2020,Highland,Back-barrier,High,0_5,2.5,57.82708808,-3.92137548,285987,883567,2.164,0.448,30.65,-26.973,1.895,0.279,18.964,0.053
Morrich C48,Morrich More,2020,Highland,Back-barrier,High,10_15,12.5,57.82708808,-3.92137548,285987,883567,3.17,2.086,0.784,NA,NA,NA,NA,NA
Morrich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,0_5,2.5,57.82742517,-3.92088461,286017,883604,2.738,0.552,15.615,-25.502,1.659,2.33,16.121,0.062
Morrich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,10_15,12.5,57.82742517,-3.92088461,286017,883604,2.339,0.643,12.584,NA,NA,NA,NA,NA
Morrich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,20_25,22.5,57.82742517,-3.92088461,286017,883604,3.142,2.586,0.436,NA,NA,NA,NA,NA
SF-18-01,Skinflats,2018,Falkirk,Fringing,High,0_2,1,56.05950139,-3.73652809,291965,686544,1.24,0.36,27.37,-28.365,1.908,3.501,18.382,0.054
SF-18-01,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05950139,-3.73652809,291965,686544,1.57,0.77,13.08,NA,NA,NA,NA,NA
SF-18-01,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05950139,-3.73652809,291965,686544,1.18,0.87,6.68,NA,NA,NA,NA,NA
SF-18-01,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05950139,-3.73652809,291965,686544,1.44,0.91,9.77,NA,NA,NA,NA,NA
SF-18-01,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05950139,-3.73652809,291965,686544,1.39,0.99,7.64,NA,NA,NA,NA,NA
SF-18-01,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05950139,-3.73652809,291965,686544,1.47,1.07,4.48,NA,NA,NA,NA,NA
SF-18-01,Skinflats,2018,Falkirk,Fringing,High,60_62,61,56.05950139,-3.73652809,291965,686544,1.52,1.09,4.44,NA,NA,NA,NA,NA
SF-18-01,Skinflats,2018,Falkirk,Fringing,High,80_82,81,56.05950139,-3.73652809,291965,686544,1.68,1.18,4.37,NA,NA,NA,NA,NA
SF-18-01,Skinflats,2018,Falkirk,Fringing,High,70_72,71,56.05950139,-3.73652809,291965,686544,1.64,1.2,4.91,NA,NA,NA,NA,NA
SF-18-02,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05948028,-3.73607101,291993,686541,1.28,0.18,19.82,-28.366,1.667,3.063,18.217,0.055
SF-18-02,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05948028,-3.73607101,291993,686541,1.05,0.19,28.23,NA,NA,NA,NA,NA
SF-18-02,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05948028,-3.73607101,291993,686541,0.71,0.2,21.56,NA,NA,NA,NA,NA
SF-18-02,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05948028,-3.73607101,291993,686541,1.38,0.77,12.37,NA,NA,NA,NA,NA
SF-18-02,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05948028,-3.73607101,291993,686541,1.27,0.82,10.67,NA,NA,NA,NA,NA
SF-18-02,Skinflats,2018,Falkirk,Fringing,High,60_62,61,56.05948028,-3.73607101,291993,686541,1.45,1,6.11,NA,NA,NA,NA,NA
SF-18-02,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05948028,-3.73607101,291993,686541,1.57,1.16,7.47,NA,NA,NA,NA,NA
SF-18-02,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05948028,-3.73607101,291993,686541,2,1.47,7.06,NA,NA,NA,NA,NA
SF-18-03,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05955971,-3.73567427,292018,686549,1.25,0.37,18.94,NA,NA,NA,NA,NA
SF-18-03,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05955971,-3.73567427,292018,686549,1.01,0.48,10.63,NA,NA,NA,NA,NA
SF-18-03,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05955971,-3.73567427,292018,686549,1.34,0.63,14.94,NA,NA,NA,NA,NA
SF-18-03,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05955971,-3.73567427,292018,686549,1.66,0.67,19.03,-28.443,0.46,4.276,19.386,0.052
SF-18-03,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05955971,-3.73567427,292018,686549,1.29,0.82,9.71,NA,NA,NA,NA,NA
SF-18-03,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05955971,-3.73567427,292018,686549,1.64,1.13,6.64,NA,NA,NA,NA,NA
SF-18-04,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05963566,-3.73527176,292043,686557,0.84,0.19,17.94,NA,NA,NA,NA,NA
SF-18-04,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05963566,-3.73527176,292043,686557,1.27,0.22,15.4,-28.66,1.653,2.244,17.322,0.058
SF-18-04,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05963566,-3.73527176,292043,686557,1.14,0.57,9.71,NA,NA,NA,NA,NA
SF-18-04,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05963566,-3.73527176,292043,686557,1.01,0.59,6.94,NA,NA,NA,NA,NA
SF-18-04,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05963566,-3.73527176,292043,686557,1.43,0.69,9.45,NA,NA,NA,NA,NA
SF-18-04,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05963566,-3.73527176,292043,686557,1.32,0.96,6.08,NA,NA,NA,NA,NA
SF-18-04,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05963566,-3.73527176,292043,686557,1.43,1.02,5.31,NA,NA,NA,NA,NA
SF-18-04,Skinflats,2018,Falkirk,Fringing,High,60_62,61,56.05963566,-3.73527176,292043,686557,1.77,1.27,1.06,NA,NA,NA,NA,NA
SF-18-05,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.0597012,-3.73483229,292071,686563,1.06,0.26,21.47,NA,NA,NA,NA,NA
SF-18-05,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.0597012,-3.73483229,292071,686563,1.48,0.3,18.55,-28.35,1.33,3.45,18.35,0.05
SF-18-05,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.0597012,-3.73483229,292071,686563,0.82,0.4,13.61,NA,NA,NA,NA,NA
SF-18-05,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.0597012,-3.73483229,292071,686563,1.32,0.7,9.73,NA,NA,NA,NA,NA
SF-18-05,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.0597012,-3.73483229,292071,686563,1.58,0.96,7.72,NA,NA,NA,NA,NA
SF-18-05,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.0597012,-3.73483229,292071,686563,1.68,1.17,7.23,NA,NA,NA,NA,NA
SF-18-05,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.0597012,-3.73483229,292071,686563,1.88,1.34,6.73,NA,NA,NA,NA,NA
SF-18-06,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05979385,-3.73443448,292096,686573,1.06,0.16,15.7,NA,NA,NA,NA,NA
SF-18-06,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05979385,-3.73443448,292096,686573,0.97,0.21,13.75,-27.72,1.18,2.71,21.99,0.05
SF-18-06,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05979385,-3.73443448,292096,686573,1.06,0.5,10.99,NA,NA,NA,NA,NA
SF-18-06,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05979385,-3.73443448,292096,686573,1.31,0.54,12.97,NA,NA,NA,NA,NA
SF-18-06,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05979385,-3.73443448,292096,686573,1.19,0.55,8.6,NA,NA,NA,NA,NA
SF-18-06,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05979385,-3.73443448,292096,686573,1.19,0.61,8.66,NA,NA,NA,NA,NA
SF-18-06,Skinflats,2018,Falkirk,Fringing,High,60_62,61,56.05979385,-3.73443448,292096,686573,1.44,0.72,7.91,NA,NA,NA,NA,NA
SF-18-06,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05979385,-3.73443448,292096,686573,1.47,0.79,8.88,NA,NA,NA,NA,NA
SF-18-07,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05991835,-3.73376683,292138,686586,1.04,0.24,11.66,NA,NA,NA,NA,NA
SF-18-07,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05991835,-3.73376683,292138,686586,1.14,0.31,11.48,NA,NA,NA,NA,NA
SF-18-07,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05991835,-3.73376683,292138,686586,1.75,0.36,12.37,-27.77,0.91,3.46,25.42,0.04
SF-18-07,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05991835,-3.73376683,292138,686586,0.94,0.37,10.23,NA,NA,NA,NA,NA
SF-18-07,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05991835,-3.73376683,292138,686586,1.27,0.65,11.8,NA,NA,NA,NA,NA
SF-18-07,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05991835,-3.73376683,292138,686586,1.31,0.66,10.88,NA,NA,NA,NA,NA
SF-18-07,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05991835,-3.73376683,292138,686586,1.29,0.74,10.49,NA,NA,NA,NA,NA
SF-18-07,Skinflats,2018,Falkirk,Fringing,High,60_62,61,56.05991835,-3.73376683,292138,686586,1.62,0.83,8.37,NA,NA,NA,NA,NA
SF-18-07,Skinflats,2018,Falkirk,Fringing,High,70_72,71,56.05991835,-3.73376683,292138,686586,2.28,1.24,8.27,NA,NA,NA,NA,NA
SF-18-08,Skinflats,2018,Falkirk,Fringing,Low-Mid,30_32,31,56.06000601,-3.73318537,292174,686595,0.98,0.42,7.81,NA,NA,NA,NA,NA
SF-18-08,Skinflats,2018,Falkirk,Fringing,Low-Mid,20_22,21,56.06000601,-3.73318537,292174,686595,1.12,0.49,7.56,NA,NA,NA,NA,NA
SF-18-08,Skinflats,2018,Falkirk,Fringing,Low-Mid,40_42,41,56.06000601,-3.73318537,292174,686595,1.12,0.53,7.83,NA,NA,NA,NA,NA
SF-18-08,Skinflats,2018,Falkirk,Fringing,Low-Mid,10_12,11,56.06000601,-3.73318537,292174,686595,1.41,0.54,8.35,NA,NA,NA,NA,NA
SF-18-08,Skinflats,2018,Falkirk,Fringing,Low-Mid,0_2 ,1,56.06000601,-3.73318537,292174,686595,1.68,0.56,8.73,-26.26,0.53,5.15,16.22,0.06
SF-18-08,Skinflats,2018,Falkirk,Fringing,Low-Mid,4_5,4.5,56.06000601,-3.73318537,292174,686595,1.43,0.57,8.05,NA,NA,NA,NA,NA
SF-18-08,Skinflats,2018,Falkirk,Fringing,Low-Mid,70_72,71,56.06000601,-3.73318537,292174,686595,1.38,0.78,5.98,NA,NA,NA,NA,NA
SF-18-08,Skinflats,2018,Falkirk,Fringing,Low-Mid,80_82,81,56.06000601,-3.73318537,292174,686595,1.54,0.82,6.45,NA,NA,NA,NA,NA
SF-18-08,Skinflats,2018,Falkirk,Fringing,Low-Mid,50_52,51,56.06000601,-3.73318537,292174,686595,1.53,0.98,8.1,NA,NA,NA,NA,NA
SF-18-08,Skinflats,2018,Falkirk,Fringing,Low-Mid,60_62,61,56.06000601,-3.73318537,292174,686595,1.58,1,9.12,NA,NA,NA,NA,NA
SF-18-09,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.06050567,-3.73574062,292016,686654,1.08,0.23,23.45,-28.81,1.32,3.51,16.91,0.06
SF-18-09,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.06050567,-3.73574062,292016,686654,0.69,0.27,14,NA,NA,NA,NA,NA
SF-18-09,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.06050567,-3.73574062,292016,686654,1.12,0.27,14.04,NA,NA,NA,NA,NA
SF-18-09,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.06050567,-3.73574062,292016,686654,1.31,0.74,11.69,NA,NA,NA,NA,NA
SF-18-09,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.06050567,-3.73574062,292016,686654,1.43,0.9,5.08,NA,NA,NA,NA,NA
SF-18-09,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.06050567,-3.73574062,292016,686654,1.64,1.13,4.92,NA,NA,NA,NA,NA
SF-18-10,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.06027758,-3.73554346,292028,686628,0.52,0.1,20,-28.27,1.53,3.03,16.4,0.06
SF-18-10,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.06027758,-3.73554346,292028,686628,1.19,0.27,17.6,NA,NA,NA,NA,NA
SF-18-10,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.06027758,-3.73554346,292028,686628,1.38,0.7,17.64,NA,NA,NA,NA,NA
SF-18-10,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.06027758,-3.73554346,292028,686628,1.08,0.71,12,NA,NA,NA,NA,NA
SF-18-10,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.06027758,-3.73554346,292028,686628,1.39,0.99,7.14,NA,NA,NA,NA,NA
SF-18-10,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.06027758,-3.73554346,292028,686628,1.62,1.06,6.2,NA,NA,NA,NA,NA
SF-18-10,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.06027758,-3.73554346,292028,686628,1.61,1.15,6.57,NA,NA,NA,NA,NA
SF-18-11,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.06003894,-3.7354534,292033,686602,0.71,0.14,20.46,NA,NA,NA,NA,NA
SF-18-11,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.06003894,-3.7354534,292033,686602,1.53,0.23,22.14,-28.64,1.51,2.74,18.81,0.05
SF-18-11,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.06003894,-3.7354534,292033,686602,0.94,0.35,13.52,NA,NA,NA,NA,NA
SF-18-11,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.06003894,-3.7354534,292033,686602,1.07,0.61,10.11,NA,NA,NA,NA,NA
SF-18-11,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.06003894,-3.7354534,292033,686602,1.52,0.94,11.99,NA,NA,NA,NA,NA
SF-18-11,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.06003894,-3.7354534,292033,686602,1.63,1.17,9.64,NA,NA,NA,NA,NA
SF-18-11,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.06003894,-3.7354534,292033,686602,1.86,1.34,8.32,NA,NA,NA,NA,NA
SF-18-12,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05976751,-3.73535652,292038,686571,0.56,0.11,21.7,-28.06,0.72,2.97,21.33,0.05
SF-18-12,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05976751,-3.73535652,292038,686571,0.94,0.19,16.11,NA,NA,NA,NA,NA
SF-18-12,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05976751,-3.73535652,292038,686571,1.51,0.27,21.21,NA,NA,NA,NA,NA
SF-18-12,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05976751,-3.73535652,292038,686571,1.18,0.59,13.33,NA,NA,NA,NA,NA
SF-18-12,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05976751,-3.73535652,292038,686571,1.16,0.61,8.15,NA,NA,NA,NA,NA
SF-18-12,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05976751,-3.73535652,292038,686571,1.1,0.71,8.08,NA,NA,NA,NA,NA
SF-18-12,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05976751,-3.73535652,292038,686571,1.26,0.92,9.63,NA,NA,NA,NA,NA
SF-18-13,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05951742,-3.73521524,292046,686543,0.79,0.16,22.95,-27.83,1.37,2.34,23.12,0.04
SF-18-13,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05951742,-3.73521524,292046,686543,0.87,0.21,18.08,NA,NA,NA,NA,NA
SF-18-13,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05951742,-3.73521524,292046,686543,0.95,0.25,23.5,NA,NA,NA,NA,NA
SF-18-13,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05951742,-3.73521524,292046,686543,1.34,0.65,10.53,NA,NA,NA,NA,NA
SF-18-13,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05951742,-3.73521524,292046,686543,1.55,0.9,13.14,NA,NA,NA,NA,NA
SF-18-13,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05951742,-3.73521524,292046,686543,1.75,1.02,10.54,NA,NA,NA,NA,NA
SF-18-14,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.0592236,-3.73508439,292054,686510,0.74,0.18,16.64,NA,NA,NA,NA,NA
SF-18-14,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.0592236,-3.73508439,292054,686510,0.81,0.2,12.56,-28.42,0.88,3.96,18.67,0.05
SF-18-14,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.0592236,-3.73508439,292054,686510,1.27,0.5,16.28,NA,NA,NA,NA,NA
SF-18-14,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.0592236,-3.73508439,292054,686510,1.41,0.71,14.22,NA,NA,NA,NA,NA
SF-18-14,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.0592236,-3.73508439,292054,686510,1.71,1.11,11.33,NA,NA,NA,NA,NA
SF-18-15,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05885753,-3.7349151,292063,686469,1.16,0.18,19.88,-28.27,1.47,2.75,20.05,0.05
SF-18-15,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05885753,-3.7349151,292063,686469,0.92,0.18,17.01,NA,NA,NA,NA,NA
SF-18-15,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05885753,-3.7349151,292063,686469,1.25,0.51,16.97,NA,NA,NA,NA,NA
SF-18-15,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05885753,-3.7349151,292063,686469,1.69,0.83,10.12,NA,NA,NA,NA,NA
SF-18-15,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05885753,-3.7349151,292063,686469,1.44,0.86,8.54,NA,NA,NA,NA,NA
SF-18-15,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05885753,-3.7349151,292063,686469,1.46,0.99,7.31,NA,NA,NA,NA,NA
SF-18-15,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05885753,-3.7349151,292063,686469,1.98,1.42,7.74,NA,NA,NA,NA,NA
SF-18-16,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05855212,-3.73490081,292063,686435,1.54,0.26,18.62,-28.81,1.21,2.32,18.46,0.05
SF-18-16,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05855212,-3.73490081,292063,686435,0.48,0.28,9.98,NA,NA,NA,NA,NA
SF-18-16,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05855212,-3.73490081,292063,686435,1.19,0.31,13.94,NA,NA,NA,NA,NA
SF-18-16,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05855212,-3.73490081,292063,686435,1,0.46,14.01,NA,NA,NA,NA,NA
SF-18-16,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05855212,-3.73490081,292063,686435,1.2,0.57,13.5,NA,NA,NA,NA,NA
SF-18-16,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05855212,-3.73490081,292063,686435,1.3,0.74,9.74,NA,NA,NA,NA,NA
SF-18-16,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05855212,-3.73490081,292063,686435,1.67,1.16,9.69,NA,NA,NA,NA,NA
SF-18-17,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05827583,-3.73489983,292062,686405,1,0.2,15.21,NA,NA,NA,NA,NA
SF-18-17,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05827583,-3.73489983,292062,686405,1.42,0.29,18.07,NA,NA,NA,NA,NA
SF-18-17,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05827583,-3.73489983,292062,686405,1.68,0.33,27.25,-28.1,0.88,3.26,20.39,0.05
SF-18-17,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05827583,-3.73489983,292062,686405,1.27,0.83,13.15,NA,NA,NA,NA,NA
SF-18-17,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05827583,-3.73489983,292062,686405,1.4,0.84,12.59,NA,NA,NA,NA,NA
SF-18-17,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05827583,-3.73489983,292062,686405,1.56,0.95,10.78,NA,NA,NA,NA,NA
SF-18-17,Skinflats,2018,Falkirk,Fringing,High,60_62,61,56.05827583,-3.73489983,292062,686405,1.48,1.03,9.65,NA,NA,NA,NA,NA
SF-18-17,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05827583,-3.73489983,292062,686405,2.08,1.44,7.05,NA,NA,NA,NA,NA
SF-18-18,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05820937,-3.73657479,291958,686400,0.76,0.16,20.93,NA,NA,NA,NA,NA
SF-18-18,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05820937,-3.73657479,291958,686400,0.97,0.2,20.11,-29.05,1.22,4.78,17.91,0.06
SF-18-18,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05820937,-3.73657479,291958,686400,1.13,0.4,15.48,NA,NA,NA,NA,NA
SF-18-18,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05820937,-3.73657479,291958,686400,1.41,0.83,8.83,NA,NA,NA,NA,NA
SF-18-18,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05820937,-3.73657479,291958,686400,1.17,0.85,7.04,NA,NA,NA,NA,NA
SF-18-18,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05820937,-3.73657479,291958,686400,1.5,1.05,11.3,NA,NA,NA,NA,NA
SF-18-18,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05820937,-3.73657479,291958,686400,1.55,1.19,8.07,NA,NA,NA,NA,NA
