Core_ID,Marsh_ID,Sampling_year,Local_authority,Marsh_type,Marsh_zone,Sample_depth_cm,Mid_Point_depth_cm,Lat_dec_deg,Long_dec_deg,X_easting,Y_northing,Wet_bulk_density_g_cm_3,Dry_bulk_density_g_cm_3,OC_perc,delta_13Corg_per_mil,N_perc,delta_15N_per_mil,CN,NC
TAY2012,Tay Estuary,2020,Perth & Kinross,Fringing,High, 0_2,1,56.44778848,-3.08871031,332985,728934,0.42,0.13,9.291,-27.609,0.742,5.147,14.153,0.071
TAY2012,Tay Estuary,2020,Perth & Kinross,Fringing,High, 4_6,5,56.44778848,-3.08871031,332985,728934,0.91,0.25,11.985,NA,NA,NA,NA,NA
TAY2012,Tay Estuary,2020,Perth & Kinross,Fringing,High, 10_12,11,56.44778848,-3.08871031,332985,728934,0.79,0.27,11.114,NA,NA,NA,NA,NA
TAY2012,Tay Estuary,2020,Perth & Kinross,Fringing,High, 30_32,31,56.44778848,-3.08871031,332985,728934,0.76,0.29,6.715,NA,NA,NA,NA,NA
TAY2012,Tay Estuary,2020,Perth & Kinross,Fringing,High,50_52,51,56.44778848,-3.08871031,332985,728934,0.67,0.34,4.284,NA,NA,NA,NA,NA
TAY2012,Tay Estuary,2020,Perth & Kinross,Fringing,High,70_72,71,56.44778848,-3.08871031,332985,728934,0.77,0.36,4.972,NA,NA,NA,NA,NA
TAY2012,Tay Estuary,2020,Perth & Kinross,Fringing,High,40_42,41,56.44778848,-3.08871031,332985,728934,0.83,0.37,7.027,NA,NA,NA,NA,NA
TAY2012,Tay Estuary,2020,Perth & Kinross,Fringing,High, 20_22,21,56.44778848,-3.08871031,332985,728934,0.93,0.39,6.705,NA,NA,NA,NA,NA
TAY2012,Tay Estuary,2020,Perth & Kinross,Fringing,High,60_62,61,56.44778848,-3.08871031,332985,728934,0.96,0.46,4.781,NA,NA,NA,NA,NA
TAY2012,Tay Estuary,2020,Perth & Kinross,Fringing,High,80_82,81,56.44778848,-3.08871031,332985,728934,0.99,0.46,3.972,NA,NA,NA,NA,NA
TAY2012,Tay Estuary,2020,Perth & Kinross,Fringing,High,90_92,91,56.44778848,-3.08871031,332985,728934,1.05,0.49,3.973,NA,NA,NA,NA,NA
Wig 1,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low-Mid, 0_2,1,54.87083274,-4.42241198,244653,555584,0.64,0.43,2.23,-25.87,0.242,7.412,11.273,0.089
Wig 1,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low-Mid, 4_6,5,54.87083274,-4.42241198,244653,555584,0.69,0.49,2.12,NA,NA,NA,NA,NA
Wig 1,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low-Mid, 10_12,11,54.87083274,-4.42241198,244653,555584,1.21,0.68,1.41,NA,NA,NA,NA,NA
Wig 1,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low-Mid, 20_22,22,54.87083274,-4.42241198,244653,555584,1.36,0.8,1.28,NA,NA,NA,NA,NA
Wig 10,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 0_2,1,54.86928143,-4.43567704,243796,555441,0.74,0.36,6.82,-28.038,0.566,6.273,15.064,0.066
Wig 10,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 4_6,5,54.86928143,-4.43567704,243796,555441,0.64,0.45,5.88,NA,NA,NA,NA,NA
Wig 10,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 20_22,21,54.86928143,-4.43567704,243796,555441,0.92,0.49,4.31,NA,NA,NA,NA,NA
Wig 10,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High,40_42,41,54.86928143,-4.43567704,243796,555441,0.95,0.55,1.89,NA,NA,NA,NA,NA
Wig 10,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 30_32,31,54.86928143,-4.43567704,243796,555441,0.77,0.59,3.54,NA,NA,NA,NA,NA
Wig 10,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 10_12,11,54.86928143,-4.43567704,243796,555441,0.79,0.59,5.81,NA,NA,NA,NA,NA
Wig 2,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87075473,-4.4234526,244586,555578,0.62,0.34,3.13,NA,NA,NA,NA,NA
Wig 2,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87075473,-4.4234526,244586,555578,0.84,0.42,5.35,-26.446,0.347,4.748,15.173,0.066
Wig 2,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87075473,-4.4234526,244586,555578,0.75,0.5,3.38,NA,NA,NA,NA,NA
Wig 2,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.87075473,-4.4234526,244586,555578,0.98,0.59,2.08,NA,NA,NA,NA,NA
Wig 2,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87075473,-4.4234526,244586,555578,0.89,0.65,1.57,NA,NA,NA,NA,NA
Wig 2,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87075473,-4.4234526,244586,555578,1.1,0.66,1.3,NA,NA,NA,NA,NA
Wig 2,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87075473,-4.4234526,244586,555578,1.15,0.69,2.15,NA,NA,NA,NA,NA
Wig 2,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87075473,-4.4234526,244586,555578,1.4,0.78,1.21,NA,NA,NA,NA,NA
Wig 3,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87060216,-4.4245158,244518,555563,0.61,0.32,6.78,-26.998,0.346,6.405,11.947,0.084
Wig 3,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87060216,-4.4245158,244518,555563,0.78,0.43,3.55,NA,NA,NA,NA,NA
Wig 3,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87060216,-4.4245158,244518,555563,0.91,0.49,3.63,NA,NA,NA,NA,NA
Wig 3,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,80_82,81,54.87060216,-4.4245158,244518,555563,0.9,0.63,0.76,NA,NA,NA,NA,NA
Wig 3,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87060216,-4.4245158,244518,555563,1,0.66,2.5,NA,NA,NA,NA,NA
Wig 3,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.87060216,-4.4245158,244518,555563,0.85,0.7,1.05,NA,NA,NA,NA,NA
Wig 3,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,70_72,71,54.87060216,-4.4245158,244518,555563,1.11,0.7,2.11,NA,NA,NA,NA,NA
Wig 3,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87060216,-4.4245158,244518,555563,0.89,0.87,2.33,NA,NA,NA,NA,NA
Wig 3,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87060216,-4.4245158,244518,555563,1.4,0.9,3.84,NA,NA,NA,NA,NA
Wig 3,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87060216,-4.4245158,244518,555563,1.36,0.93,1.67,NA,NA,NA,NA,NA
Wig 4,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.8704657,-4.42552276,244452,555551,0.58,0.27,10.89,-27.877,0.557,4.003,22.154,0.045
Wig 4,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.8704657,-4.42552276,244452,555551,0.64,0.3,7.84,NA,NA,NA,NA,NA
Wig 4,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.8704657,-4.42552276,244452,555551,1.07,0.45,5.87,NA,NA,NA,NA,NA
Wig 4,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.8704657,-4.42552276,244452,555551,1.23,0.5,3.36,NA,NA,NA,NA,NA
Wig 4,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,70_72,71,54.8704657,-4.42552276,244452,555551,1.21,0.66,1.36,NA,NA,NA,NA,NA
Wig 4,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.8704657,-4.42552276,244452,555551,0.98,0.7,3.97,NA,NA,NA,NA,NA
Wig 4,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,90_92,91,54.8704657,-4.42552276,244452,555551,1.03,0.78,5.05,NA,NA,NA,NA,NA
Wig 4,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.8704657,-4.42552276,244452,555551,1.22,0.78,2.59,NA,NA,NA,NA,NA
Wig 4,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,80_82,81,54.8704657,-4.42552276,244452,555551,1.04,0.81,1.51,NA,NA,NA,NA,NA
Wig 4,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.8704657,-4.42552276,244452,555551,1.39,0.81,1.39,NA,NA,NA,NA,NA
Wig 4,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.8704657,-4.42552276,244452,555551,1.2,0.82,1.47,NA,NA,NA,NA,NA
Wig 5 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87029314,-4.42673412,244374,555534,0.69,0.32,7.36,-27.791,0.5,4.789,16.013,0.062
Wig 5 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87029314,-4.42673412,244374,555534,0.8,0.38,4.83,NA,NA,NA,NA,NA
Wig 5 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87029314,-4.42673412,244374,555534,0.82,0.4,5.03,NA,NA,NA,NA,NA
Wig 5 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87029314,-4.42673412,244374,555534,0.99,0.62,1.93,NA,NA,NA,NA,NA
Wig 5 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,80_82,81,54.87029314,-4.42673412,244374,555534,0.98,0.67,1.04,NA,NA,NA,NA,NA
Wig 5 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.87029314,-4.42673412,244374,555534,1.1,0.67,1.5,NA,NA,NA,NA,NA
Wig 5 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87029314,-4.42673412,244374,555534,1.23,0.7,4.52,NA,NA,NA,NA,NA
Wig 5 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87029314,-4.42673412,244374,555534,1.17,0.73,2.65,NA,NA,NA,NA,NA
Wig 5 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,70_72,71,54.87029314,-4.42673412,244374,555534,1.41,0.88,1.05,NA,NA,NA,NA,NA
Wig 5 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,90_92,91,54.87029314,-4.42673412,244374,555534,1.38,0.97,1.3,NA,NA,NA,NA,NA
Wig 5 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87029314,-4.42673412,244374,555534,1.92,1.09,2.6,NA,NA,NA,NA,NA
Wig 6,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87007849,-4.42869287,244248,555514,0.58,0.29,6.33,NA,NA,NA,NA,NA
Wig 6,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87007849,-4.42869287,244248,555514,0.76,0.33,5.63,-27.517,0.55,4.504,12.857,0.078
Wig 6,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87007849,-4.42869287,244248,555514,0.71,0.49,3.68,NA,NA,NA,NA,NA
Wig 6,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87007849,-4.42869287,244248,555514,1.23,0.54,3.2,NA,NA,NA,NA,NA
Wig 6,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87007849,-4.42869287,244248,555514,0.86,0.6,3.87,NA,NA,NA,NA,NA
Wig 6,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,80_82,81,54.87007849,-4.42869287,244248,555514,0.92,0.61,0.78,NA,NA,NA,NA,NA
Wig 6,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87007849,-4.42869287,244248,555514,1.11,0.65,3.81,NA,NA,NA,NA,NA
Wig 6,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.87007849,-4.42869287,244248,555514,1.02,0.7,1.43,NA,NA,NA,NA,NA
Wig 6,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,70_72,71,54.87007849,-4.42869287,244248,555514,1.05,0.7,2.22,NA,NA,NA,NA,NA
Wig 6,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87007849,-4.42869287,244248,555514,1.06,0.82,2.25,NA,NA,NA,NA,NA
Wig 7,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.86987245,-4.43011727,244155,555495,0.65,0.3,5.13,NA,NA,NA,NA,NA
Wig 7,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.86987245,-4.43011727,244155,555495,0.65,0.34,4.72,-27.889,0.523,4.972,16.648,0.06
Wig 7,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.86987245,-4.43011727,244155,555495,0.76,0.49,4.69,NA,NA,NA,NA,NA
Wig 7,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.86987245,-4.43011727,244155,555495,0.81,0.53,4.2,NA,NA,NA,NA,NA
Wig 7,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.86987245,-4.43011727,244155,555495,0.96,0.54,2.42,NA,NA,NA,NA,NA
Wig 7,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.86987245,-4.43011727,244155,555495,1,0.56,2.34,NA,NA,NA,NA,NA
Wig 8 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 0_2,1,54.8698509,-4.43128024,244081,555495,0.52,0.23,7.15,-27.269,0.545,6.177,12.385,0.081
Wig 8 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High,50_52,51,54.8698509,-4.43128024,244081,555495,0.68,0.44,1.39,NA,NA,NA,NA,NA
Wig 8 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 4_6,5,54.8698509,-4.43128024,244081,555495,0.74,0.44,5.44,NA,NA,NA,NA,NA
Wig 8 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 10_12,11,54.8698509,-4.43128024,244081,555495,0.86,0.45,4.69,NA,NA,NA,NA,NA
Wig 8 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High,70_72,71,54.8698509,-4.43128024,244081,555495,0.66,0.46,1.79,NA,NA,NA,NA,NA
Wig 8 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 20_22,21,54.8698509,-4.43128024,244081,555495,0.99,0.61,3.92,NA,NA,NA,NA,NA
Wig 8 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 30_32,31,54.8698509,-4.43128024,244081,555495,1.12,0.61,3.35,NA,NA,NA,NA,NA
Wig 8 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High,40_42,41,54.8698509,-4.43128024,244081,555495,1.05,0.73,2.27,NA,NA,NA,NA,NA
Wig 8 ,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High,60_62,61,54.8698509,-4.43128024,244081,555495,1.24,0.81,1.72,NA,NA,NA,NA,NA
Wig 9,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 0_2,1,54.86956728,-4.43371955,243923,555469,0.4,0.22,8.27,-27.303,0.558,4.66,14.548,0.069
Wig 9,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 10_12,11,54.86956728,-4.43371955,243923,555469,0.68,0.24,5.91,NA,NA,NA,NA,NA
Wig 9,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 4_6,5,54.86956728,-4.43371955,243923,555469,0.5,0.4,6.43,NA,NA,NA,NA,NA
Wig 9,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 20_22,21,54.86956728,-4.43371955,243923,555469,0.75,0.49,5.73,NA,NA,NA,NA,NA
Wig 9,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High,70_72,71,54.86956728,-4.43371955,243923,555469,0.84,0.55,1.72,NA,NA,NA,NA,NA
Wig 9,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High, 30_32,31,54.86956728,-4.43371955,243923,555469,0.83,0.55,3.99,NA,NA,NA,NA,NA
Wig 9,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High,60_62,61,54.86956728,-4.43371955,243923,555469,0.93,0.58,2.99,NA,NA,NA,NA,NA
Wig 9,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High,50_52,51,54.86956728,-4.43371955,243923,555469,1.03,0.67,2.78,NA,NA,NA,NA,NA
Wig 9,Wigtown Bay,2019,Dumfries & Galloway,Estuarine,High,40_42,41,54.86956728,-4.43371955,243923,555469,0.82,0.69,3.55,NA,NA,NA,NA,NA
WIG2001,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87251607,-4.42268381,244643,555772,0.54,0.33,1.461,-25.162,0.108,6.491,14.004,0.071
WIG2001,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87251607,-4.42268381,244643,555772,0.97,0.69,0.957,NA,NA,NA,NA,NA
WIG2001,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87251607,-4.42268381,244643,555772,1.17,0.77,1.629,NA,NA,NA,NA,NA
WIG2001,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87251607,-4.42268381,244643,555772,1.27,0.97,0.976,NA,NA,NA,NA,NA
WIG2002,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 0_2,1,54.87232504,-4.42371245,244576,555753,0.74,0.4,6.751,-28.246,0.375,2.348,28.265,0.035
WIG2002,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 10_12,11,54.87232504,-4.42371245,244576,555753,0.7,0.42,5.624,NA,NA,NA,NA,NA
WIG2002,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 4_6,5,54.87232504,-4.42371245,244576,555753,1.03,0.61,7.258,NA,NA,NA,NA,NA
WIG2002,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 30_32,31,54.87232504,-4.42371245,244576,555753,0.86,0.63,1.394,NA,NA,NA,NA,NA
WIG2002,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High,60_62,61,54.87232504,-4.42371245,244576,555753,0.95,0.68,1.801,NA,NA,NA,NA,NA
WIG2002,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 20_22,21,54.87232504,-4.42371245,244576,555753,0.98,0.69,1.902,NA,NA,NA,NA,NA
WIG2002,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High,40_42,41,54.87232504,-4.42371245,244576,555753,1.01,0.71,1.93,NA,NA,NA,NA,NA
WIG2002,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High,50_52,51,54.87232504,-4.42371245,244576,555753,1.17,0.82,1.774,NA,NA,NA,NA,NA
WIG2002,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High,70_72,71,54.87232504,-4.42371245,244576,555753,1.19,0.84,1.818,NA,NA,NA,NA,NA
WIG2002,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 80_82,81,54.87232504,-4.42371245,244576,555753,1.56,1.09,1.839,NA,NA,NA,NA,NA
WIG2003,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87215577,-4.42472976,244510,555737,0.69,0.38,6.205,NA,NA,NA,NA,NA
WIG2003,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87215577,-4.42472976,244510,555737,0.83,0.43,5.959,-27.833,0.355,4.684,19.943,0.05
WIG2003,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87215577,-4.42472976,244510,555737,0.95,0.56,4.735,NA,NA,NA,NA,NA
WIG2003,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87215577,-4.42472976,244510,555737,0.87,0.59,2.852,NA,NA,NA,NA,NA
WIG2003,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87215577,-4.42472976,244510,555737,1.15,0.8,2.078,NA,NA,NA,NA,NA
WIG2003,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87215577,-4.42472976,244510,555737,1.13,0.81,1.968,NA,NA,NA,NA,NA
WIG2003,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87215577,-4.42472976,244510,555737,1.33,0.87,3.04,NA,NA,NA,NA,NA
WIG2004,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87200369,-4.42569492,244447,555722,0.48,0.23,1.435,-27.308,0.577,6.463,12.366,0.081
WIG2004,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87200369,-4.42569492,244447,555722,0.68,0.34,4.49,NA,NA,NA,NA,NA
WIG2004,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87200369,-4.42569492,244447,555722,0.91,0.55,0.901,NA,NA,NA,NA,NA
WIG2004,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.87200369,-4.42569492,244447,555722,1.08,0.67,2.536,NA,NA,NA,NA,NA
WIG2004,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87200369,-4.42569492,244447,555722,1.03,0.68,1.773,NA,NA,NA,NA,NA
WIG2004,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87200369,-4.42569492,244447,555722,1.02,0.7,2.104,NA,NA,NA,NA,NA
WIG2004,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87200369,-4.42569492,244447,555722,1.1,0.73,2.571,NA,NA,NA,NA,NA
WIG2004,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87200369,-4.42569492,244447,555722,1.14,0.77,3.717,NA,NA,NA,NA,NA
WIG2004,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,70_72,71,54.87200369,-4.42569492,244447,555722,1.23,0.83,2.095,NA,NA,NA,NA,NA
WIG2004,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 80_82,81,54.87200369,-4.42569492,244447,555722,1.47,1.06,1.269,NA,NA,NA,NA,NA
WIG2004,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 90_92,91,54.87200369,-4.42569492,244447,555722,1.51,1.07,1.629,NA,NA,NA,NA,NA
WIG2005,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87182623,-4.42679558,244376,555705,0.71,0.45,3.56,NA,NA,NA,NA,NA
WIG2005,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87182623,-4.42679558,244376,555705,0.84,0.5,3.237,-26.756,0.276,0.496,22.62,0.044
WIG2005,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87182623,-4.42679558,244376,555705,0.89,0.51,3.731,NA,NA,NA,NA,NA
WIG2005,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87182623,-4.42679558,244376,555705,0.91,0.57,3.176,NA,NA,NA,NA,NA
WIG2005,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87182623,-4.42679558,244376,555705,0.98,0.58,3.704,NA,NA,NA,NA,NA
WIG2005,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87182623,-4.42679558,244376,555705,1.17,0.76,3.289,NA,NA,NA,NA,NA
WIG2005,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87182623,-4.42679558,244376,555705,1.29,0.91,2.327,NA,NA,NA,NA,NA
WIG2006,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87151083,-4.42769531,244317,555672,0.6,0.33,4.851,-26.949,0.493,4.073,11.258,0.089
WIG2006,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87151083,-4.42769531,244317,555672,0.73,0.4,4.763,NA,NA,NA,NA,NA
WIG2006,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87151083,-4.42769531,244317,555672,0.86,0.52,4.526,NA,NA,NA,NA,NA
WIG2006,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87151083,-4.42769531,244317,555672,1.01,0.65,3.634,NA,NA,NA,NA,NA
WIG2006,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87151083,-4.42769531,244317,555672,1.04,0.65,3.406,NA,NA,NA,NA,NA
WIG2006,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87151083,-4.42769531,244317,555672,1.07,0.68,3.396,NA,NA,NA,NA,NA
WIG2006,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87151083,-4.42769531,244317,555672,1.12,0.74,2.554,NA,NA,NA,NA,NA
WIG2006,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.87151083,-4.42769531,244317,555672,1.24,0.84,2.351,NA,NA,NA,NA,NA
WIG2006,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,70_72,71,54.87151083,-4.42769531,244317,555672,1.41,0.93,1.85,NA,NA,NA,NA,NA
WIG2007,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87126075,-4.42861811,244257,555646,0.69,0.25,8.395,-26.353,0.546,4.262,19.067,0.052
WIG2007,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87126075,-4.42861811,244257,555646,0.89,0.42,4.192,NA,NA,NA,NA,NA
WIG2007,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87126075,-4.42861811,244257,555646,0.9,0.43,6.109,NA,NA,NA,NA,NA
WIG2007,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87126075,-4.42861811,244257,555646,0.79,0.53,6.077,NA,NA,NA,NA,NA
