Core_ID,Marsh_ID,Sampling_year,Local_authority,Marsh_type,Marsh_zone,Sample_depth_interval_cm,Mid_point_depth_cm,Lat_dec_deg,Long_dec_deg,X_easting,Y_northing,Wet_bulk_density_g_cm_3,Dry_Bulk_Density_g_cm_3,OC_perc,delta_13Corg_per_mil,N_perc,delta_15N_per_mil,CN,NC
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,5_6,5.5,56.06333087,-3.73239677,292232,686963,0.89,0.29,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,6_7,6.5,56.06333087,-3.73239677,292232,686963,0.94,0.26,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,7_8,7.5,56.06333087,-3.73239677,292232,686963,1.03,0.29,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,8_9,8.5,56.06333087,-3.73239677,292232,686963,1.05,0.32,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,9_10,9.5,56.06333087,-3.73239677,292232,686963,1.04,0.37,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,10_11,10.5,56.06333087,-3.73239677,292232,686963,1.05,0.43,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,11_12,11.5,56.06333087,-3.73239677,292232,686963,1.12,0.44,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,12_13,12.5,56.06333087,-3.73239677,292232,686963,1.09,0.42,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,13_14,13.5,56.06333087,-3.73239677,292232,686963,1.21,0.48,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,14_15,14.5,56.06333087,-3.73239677,292232,686963,1.23,0.48,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,15_16,15.5,56.06333087,-3.73239677,292232,686963,1.05,0.4,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,16_17,16.5,56.06333087,-3.73239677,292232,686963,1.13,0.43,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,17_18,17.5,56.06333087,-3.73239677,292232,686963,1.15,0.45,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,18_19,18.5,56.06333087,-3.73239677,292232,686963,1.1,0.44,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,19_20,19.5,56.06333087,-3.73239677,292232,686963,1.04,0.42,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,20_21,20.5,56.06333087,-3.73239677,292232,686963,1.03,0.42,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,21_22,21.5,56.06333087,-3.73239677,292232,686963,0.77,0.32,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,22_23,22.5,56.06333087,-3.73239677,292232,686963,1.1,0.47,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,23_24,23.5,56.06333087,-3.73239677,292232,686963,1.18,0.53,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,24_25,24.5,56.06333087,-3.73239677,292232,686963,0.93,0.39,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,25_26,25.5,56.06333087,-3.73239677,292232,686963,0.93,0.4,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,26_27,26.5,56.06333087,-3.73239677,292232,686963,0.98,0.45,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,27_28,27.5,56.06333087,-3.73239677,292232,686963,0.78,0.35,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,28_29,28.5,56.06333087,-3.73239677,292232,686963,0.98,0.43,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,29_30,29.5,56.06333087,-3.73239677,292232,686963,0.73,0.32,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,30_31,30.5,56.06333087,-3.73239677,292232,686963,0.57,0.25,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,31_32,31.5,56.06333087,-3.73239677,292232,686963,0.67,0.29,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,32_33,32.5,56.06333087,-3.73239677,292232,686963,0.45,0.19,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,33_34,33.5,56.06333087,-3.73239677,292232,686963,0.51,0.21,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,34_35,34.5,56.06333087,-3.73239677,292232,686963,0.21,0.08,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,35-36,35.5,56.06333087,-3.73239677,292232,686963,0.6,0.3,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,36_37,36.5,56.06333087,-3.73239677,292232,686963,1.13,0.43,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,37_38,37.5,56.06333087,-3.73239677,292232,686963,1.15,0.45,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,38_39,38.5,56.06333087,-3.73239677,292232,686963,1.1,0.44,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,39_40,39.5,56.06333087,-3.73239677,292232,686963,1.04,0.42,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,40_41,40.5,56.06333087,-3.73239677,292232,686963,1.03,0.42,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,41_42,41.5,56.06333087,-3.73239677,292232,686963,0.77,0.32,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,42_43,42.5,56.06333087,-3.73239677,292232,686963,1.1,0.47,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,43_44,44.5,56.06333087,-3.73239677,292232,686963,1.18,0.53,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,44_45,45.5,56.06333087,-3.73239677,292232,686963,0.93,0.39,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,45_46,46.5,56.06333087,-3.73239677,292232,686963,0.93,0.4,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,46_47,47.5,56.06333087,-3.73239677,292232,686963,0.98,0.45,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,47_48,48.5,56.06333087,-3.73239677,292232,686963,0.78,0.35,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,48_49,49.5,56.06333087,-3.73239677,292232,686963,0.98,0.43,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,49_50,50.5,56.06333087,-3.73239677,292232,686963,0.73,0.32,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,50_51,51.5,56.06333087,-3.73239677,292232,686963,0.57,0.25,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,52_53,52.5,56.06333087,-3.73239677,292232,686963,0.67,0.29,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,53_54,53.5,56.06333087,-3.73239677,292232,686963,0.45,0.19,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,54_55,54.5,56.06333087,-3.73239677,292232,686963,0.51,0.21,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,55_56,55.5,56.06333087,-3.73239677,292232,686963,0.21,0.08,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,56_57,56.5,56.06333087,-3.73239677,292232,686963,0.5,0.32,NA,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,0_2,1,56.44779071,-3.08799069,333029,728933,0.79,0.35,8.836,-26.75,0.562,5.707,13.581,0.074
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,2_3,2.5,56.44779071,-3.08799069,333029,728933,0.92,0.41,7.052,-26.967,0.609,5.986,13.602,0.074
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,3_4,3.5,56.44779071,-3.08799069,333029,728933,1.1,0.49,6.411,-27.145,0.556,5.766,17.834,0.056
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,4_5,4.5,56.44779071,-3.08799069,333029,728933,0.77,0.36,5.757,-27.239,0.457,6.009,16.662,0.06
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,5_6,5.5,56.44779071,-3.08799069,333029,728933,0.92,0.43,6.251,-26.834,0.465,6.207,15.026,0.067
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,6_7,6.5,56.44779071,-3.08799069,333029,728933,1.26,0.6,5.063,-26.625,0.43,6.443,14.397,0.069
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,7_8,7.5,56.44779071,-3.08799069,333029,728933,0.9,0.42,6.162,-26.771,0.445,6.177,15.054,0.066
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,8_9,8.5,56.44779071,-3.08799069,333029,728933,1.26,0.71,3.159,-27.472,0.287,3.723,27.575,0.036
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,9_10,9.5,56.44779071,-3.08799069,333029,728933,1.06,0.55,4.226,-26.505,0.273,6.501,14.963,0.067
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,10_11,10.5,56.44779071,-3.08799069,333029,728933,0.96,0.47,5.45,-26.677,0.389,6.611,16.002,0.062
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,11_12,11.5,56.44779071,-3.08799069,333029,728933,0.97,0.46,4.713,-26.715,0.397,6.567,15.403,0.065
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,12_13,12.5,56.44779071,-3.08799069,333029,728933,0.9,0.42,2.816,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,13_14,13.5,56.44779071,-3.08799069,333029,728933,1.14,0.61,3.767,-26.163,0.279,6.906,14.832,0.067
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,14_15,14.5,56.44779071,-3.08799069,333029,728933,1.28,0.73,4.851,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,15_16,15.5,56.44779071,-3.08799069,333029,728933,0.87,0.43,4.35,-26.306,0.345,7.049,15.186,0.066
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,16_17,16.5,56.44779071,-3.08799069,333029,728933,1.18,0.71,3.005,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,17_18,17.5,56.44779071,-3.08799069,333029,728933,1.12,0.6,4.035,-25.742,0.347,7.004,14.848,0.067
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,18_19,18.5,56.44779071,-3.08799069,333029,728933,0.95,0.49,4.45,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,19_20,19.5,56.44779071,-3.08799069,333029,728933,0.89,0.4,6.722,-26.2,0.427,6.703,16.509,0.061
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,20_21,20.5,56.44779071,-3.08799069,333029,728933,0.97,0.47,2.175,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,21_22,21.5,56.44779071,-3.08799069,333029,728933,1.24,0.68,3.735,-26.389,0.317,6.429,16.33,0.061
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,22_23,22.5,56.44779071,-3.08799069,333029,728933,1.17,0.55,3.69,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,23_24,23.5,56.44779071,-3.08799069,333029,728933,1.08,0.47,5.778,-26.202,0.4,6.791,15.688,0.064
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,24_25,24.5,56.44779071,-3.08799069,333029,728933,1.17,0.52,6.986,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,25_26,25.5,56.44779071,-3.08799069,333029,728933,0.92,0.56,5.087,-26.111,0.36,6.448,16.322,0.061
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,26_27,26.5,56.44779071,-3.08799069,333029,728933,0.89,0.45,4.841,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,27_28,27.5,56.44779071,-3.08799069,333029,728933,1.12,0.53,5.309,-26.249,0.415,6.117,19.167,0.052
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,28_29,28.5,56.44779071,-3.08799069,333029,728933,1.3,0.66,4.506,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,29_30,29.5,56.44779071,-3.08799069,333029,728933,1.01,0.47,5.28,-26.001,0.349,6.969,16.706,0.06
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,30_31,30.5,56.44779071,-3.08799069,333029,728933,1.36,0.72,4.417,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,31_32,31.5,56.44779071,-3.08799069,333029,728933,1.27,0.66,1.224,-25.675,0.322,6.152,15.583,0.064
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,32_33,32.5,56.44779071,-3.08799069,333029,728933,1.17,0.55,8.657,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,33_34,33.5,56.44779071,-3.08799069,333029,728933,1.14,0.56,5.732,-25.699,0.362,6.339,15.404,0.065
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,34_35,34.5,56.44779071,-3.08799069,333029,728933,1.32,0.68,5.26,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,35-36,35.5,56.44779071,-3.08799069,333029,728933,1.2,0.62,5.463,-26.502,0.411,6.999,16.245,0.062
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,36_37,36.5,56.44779071,-3.08799069,333029,728933,1.11,0.62,6.896,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,37_38,37.5,56.44779071,-3.08799069,333029,728933,1.29,0.66,4.708,-26.021,0.375,5.248,16.511,0.061
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,38_39,38.5,56.44779071,-3.08799069,333029,728933,1.07,0.55,5.333,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,39_40,39.5,56.44779071,-3.08799069,333029,728933,1.37,0.73,3.945,-25.377,0.3,6.067,16.078,0.062
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,40_41,40.5,56.44779071,-3.08799069,333029,728933,1.22,0.69,3.015,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,41_42,41.5,56.44779071,-3.08799069,333029,728933,0.95,0.54,3.023,-25.841,0.215,6.582,16.373,0.061
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,42_43,42.5,56.44779071,-3.08799069,333029,728933,1.2,0.64,3.576,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,43_44,43.5,56.44779071,-3.08799069,333029,728933,1.16,0.65,6.345,-25.81,0.24,5.975,16.981,0.059
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,44_45,44.5,56.44779071,-3.08799069,333029,728933,1.12,0.55,4.263,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,45_46,45.5,56.44779071,-3.08799069,333029,728933,1.18,0.6,3.929,-25.953,0.275,6.923,16.312,0.061
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,46_47,46.5,56.44779071,-3.08799069,333029,728933,1.43,0.68,3.884,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,47_48,47.5,56.44779071,-3.08799069,333029,728933,1.08,0.55,3.567,-26.634,0.29,3.215,21.046,0.048
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,48_49,48.5,56.44779071,-3.08799069,333029,728933,1.23,0.63,3.669,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,49_50,49.5,56.44779071,-3.08799069,333029,728933,1.18,0.54,5.314,-26.239,0.331,6.11,18.792,0.053
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,50_51,50.5,56.44779071,-3.08799069,333029,728933,0.97,0.45,3.827,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,52_53,51.5,56.44779071,-3.08799069,333029,728933,1.05,0.55,4.578,-26.153,0.302,5.85,16.302,0.061
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,53_54,52.5,56.44779071,-3.08799069,333029,728933,1.2,0.68,2.957,NA,NA,NA,NA,NA
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,54_55,53.5,56.44779071,-3.08799069,333029,728933,1.01,0.57,2.578,-26.036,0.214,6.041,15.05,0.066
Tay2002A,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,55_56,54.5,56.44779071,-3.08799069,333029,728933,0.94,0.5,3.299,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,0_2,1,56.44779071,-3.08799069,333029,728933,1.07,0.36,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,2_3,2.5,56.44779071,-3.08799069,333029,728933,0.8,0.3,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,3_4,3.5,56.44779071,-3.08799069,333029,728933,1.01,0.12,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,4_5,4.5,56.44779071,-3.08799069,333029,728933,0.91,0.35,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,5_6,5.5,56.44779071,-3.08799069,333029,728933,0.7,0.2,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,6_7,6.5,56.44779071,-3.08799069,333029,728933,0.67,0.19,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,7_8,7.5,56.44779071,-3.08799069,333029,728933,0.68,0.19,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,8_9,8.5,56.44779071,-3.08799069,333029,728933,0.91,0.23,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,9_10,9.5,56.44779071,-3.08799069,333029,728933,0.97,0.25,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,10_11,10.5,56.44779071,-3.08799069,333029,728933,0.86,0.26,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,11_12,11.5,56.44779071,-3.08799069,333029,728933,0.85,0.26,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,12_13,12.5,56.44779071,-3.08799069,333029,728933,0.84,0.26,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,13_14,13.5,56.44779071,-3.08799069,333029,728933,0.88,0.31,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,14_15,14.5,56.44779071,-3.08799069,333029,728933,1.32,0.53,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,15_16,15.5,56.44779071,-3.08799069,333029,728933,1.16,0.5,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,16_17,16.5,56.44779071,-3.08799069,333029,728933,1.14,0.49,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,17_18,17.5,56.44779071,-3.08799069,333029,728933,1.32,0.58,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,18_19,18.5,56.44779071,-3.08799069,333029,728933,1.08,0.42,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,19_20,19.5,56.44779071,-3.08799069,333029,728933,1.18,0.46,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,20_21,20.5,56.44779071,-3.08799069,333029,728933,0.99,0.45,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,21_22,21.5,56.44779071,-3.08799069,333029,728933,1.2,0.56,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,22_23,22.5,56.44779071,-3.08799069,333029,728933,0.9,0.42,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,23_24,23.5,56.44779071,-3.08799069,333029,728933,1.09,0.43,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,24_25,24.5,56.44779071,-3.08799069,333029,728933,1.13,0.52,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,25_26,25.5,56.44779071,-3.08799069,333029,728933,1.05,0.49,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,26_27,26.5,56.44779071,-3.08799069,333029,728933,1.21,0.57,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,27_28,27.5,56.44779071,-3.08799069,333029,728933,1.17,0.55,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,28_29,28.5,56.44779071,-3.08799069,333029,728933,1.08,0.51,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,29_30,29.5,56.44779071,-3.08799069,333029,728933,1.15,0.55,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,30_31,30.5,56.44779071,-3.08799069,333029,728933,1.1,0.51,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,31_32,31.5,56.44779071,-3.08799069,333029,728933,1.02,0.48,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,32_33,32.5,56.44779071,-3.08799069,333029,728933,1.31,0.62,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,33_34,33.5,56.44779071,-3.08799069,333029,728933,1.26,0.61,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,34_35,34.5,56.44779071,-3.08799069,333029,728933,0.95,0.44,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,35-36,35.5,56.44779071,-3.08799069,333029,728933,1.15,0.57,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,36_37,36.5,56.44779071,-3.08799069,333029,728933,1.01,0.53,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,37_38,37.5,56.44779071,-3.08799069,333029,728933,1.12,0.58,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,38_39,38.5,56.44779071,-3.08799069,333029,728933,0.99,0.47,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,39_40,39.5,56.44779071,-3.08799069,333029,728933,1.01,0.49,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,40_41,40.5,56.44779071,-3.08799069,333029,728933,1.19,0.6,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,41_42,41.5,56.44779071,-3.08799069,333029,728933,0.88,0.42,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,42_43,42.5,56.44779071,-3.08799069,333029,728933,0.9,0.44,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,43_44,43.5,56.44779071,-3.08799069,333029,728933,0.99,0.5,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,44_45,44.5,56.44779071,-3.08799069,333029,728933,1,0.53,NA,NA,NA,NA,NA,NA
Tay2002B,Tay Estuary,2020,Perth & Kinross,Fringing,Low-Mid,45_46,45.5,56.44779071,-3.08799069,333029,728933,1.07,0.55,NA,NA,NA,NA,NA,NA
