study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,55,56,0.477,0.208928814
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,56,57,0.433,0.222205551
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,57,58,0.494,0.146091077
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,58,59,0.622,0.146081505
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,59,60,0.591,0.154294512
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,60,61,0.369,0.26492866
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,61,62,0.441,0.191135326
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,62,63,0.335,0.243012422
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,63,64,0.327,0.27008751
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,64,65,0.335,0.300640901
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,65,66,0.268,0.334624697
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,66,67,0.18,0.338038364
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,67,68,0.175,0.354491463
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,68,69,0.217,0.385351271
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,69,70,0.272,0.330550918
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,70,71,0.51,0.132296712
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,71,72,0.631,0.109178843
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,72,73,0.401,0.20142487
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,73,74,0.513,0.141246516
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,74,75,0.318,0.197959184
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,75,76,0.339,0.176436782
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,76,77,0.545,0.133874239
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,77,78,0.657,0.093453323
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,78,79,0.606,0.113982415
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,79,80,0.637,0.113274878
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,80,81,0.554,0.140744219
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,81,82,0.37,0.203241675
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,82,83,0.187,0.26573913
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,83,84,0.209,0.436335404
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,84,85,0.268,0.274490786
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,85,86,0.507,0.174519846
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,86,87,0.49,0.189554613
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,87,88,0.428,0.256826456
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,88,89,0.429,0.248409573
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,89,90,0.541,0.209408376
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,90,91,0.488,0.179749867
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,91,92,0.548,0.185787163
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,92,93,0.46,0.183152251
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,93,94,0.403,0.200161421
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,94,95,0.559,0.177454968
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,95,96,0.399,0.221734179
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,96,97,0.252,0.292739444
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,97,98,0.42,0.233039716
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,98,99,0.302,0.255543595
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,99,100,0.45,0.227482679
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,100,101,0.321,0.214155713
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,101,102,0.437,0.19037004
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,102,103,0.377,0.216393443
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,103,104,0.407,0.224900239
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,104,105,0.331,0.208955224
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,105,106,0.431,0.227217864
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,106,107,0.3,0.236237538
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,107,108,0.391,0.241402226
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,108,109,0.253,0.230670281
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,109,110,0.379,0.219938335
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,110,111,0.457,0.1484375
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,111,112,0.664,0.169665558
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,112,113,0.551,0.172877358
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,113,114,0.601,0.167207441
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,114,115,0.792,0.108777687
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,115,116,0.918,0.128822197
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,116,117,0.676,0.155058123
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,117,118,0.964,0.109718291
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,118,119,0.753,0.08544058
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,119,120,0.801,0.090141988
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,120,121,1.232,0.080525233
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,121,122,1.077,0.076755974
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,122,123,1.168,0.08218797
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,123,124,0.842,0.094495484
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,124,125,0.878,0.08240864
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,125,126,1.204,0.070623145
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,126,127,1.012,0.082337829
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,127,128,0.874,0.076013388
Radabaugh_et_al_2023,Blackwater_Bay,BWB1B,single set of methods,128,129,0.695,0.1008977
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,0,1,0.204,0.623446958
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,1,2,0.209,0.627834731
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,2,3,0.21,0.619901112
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,3,4,0.191,0.550034037
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,4,5,0.214,0.563674955
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,5,6,0.202,0.490493071
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,6,7,0.137,0.567760342
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,7,8,0.157,0.572373863
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,8,9,0.155,0.554206781
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,9,10,0.158,0.558254426
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,10,11,0.16,0.561360875
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,11,12,0.181,0.402294729
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,12,13,0.249,0.461398018
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,13,14,0.198,0.462220762
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,14,15,0.275,0.28544468
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,15,16,0.421,0.229796422
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,16,17,0.306,0.330074389
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,17,18,0.225,0.403696217
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,18,19,0.247,0.352956636
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,19,20,0.325,0.319327731
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,20,21,0.195,0.463927856
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,21,22,0.195,0.404865045
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,22,23,0.215,0.462907117
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,23,24,0.248,0.435056416
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,24,25,0.267,0.403210117
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,25,26,0.139,0.652439024
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,26,27,0.206,0.495418641
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,27,28,0.153,0.644067797
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,28,29,0.386,0.320323015
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,29,30,0.313,0.273895915
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,30,31,0.177,0.536853685
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,31,32,0.31,0.346540881
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,32,33,0.399,0.263723734
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,33,34,0.4,0.213080169
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,34,35,0.295,0.312128549
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,35,36,0.435,0.187200957
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,36,37,0.217,0.408370703
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,37,38,0.277,0.336698756
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,38,39,0.257,0.341161616
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,39,40,0.431,0.197406123
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,40,41,0.602,0.127416046
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,41,42,0.314,0.270790236
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,42,43,0.194,0.435045317
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,43,44,0.225,0.313600924
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,44,45,0.248,0.408136483
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,45,46,0.277,0.335053965
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,46,47,0.482,0.18635383
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,47,48,0.505,0.185875997
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,48,49,0.561,0.181049461
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,49,50,0.336,0.309657441
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,50,51,0.658,0.10726268
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,51,52,0.664,0.13740458
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,52,53,0.315,0.212077494
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,53,54,0.27,0.280038526
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,54,55,0.278,0.30261927
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,55,56,0.158,0.444444444
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,56,57,0.14,0.568118628
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,57,58,0.207,0.424670433
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,58,59,0.651,0.151787498
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,59,60,0.529,0.138554217
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,60,61,0.297,0.304880718
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,61,62,0.317,0.294370522
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,62,63,0.307,0.267301587
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,63,64,0.296,0.278569862
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,64,65,0.228,0.41704675
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,65,66,0.233,0.416271942
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,66,67,0.233,0.361731844
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,67,68,0.496,0.16474443
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,68,69,0.881,0.064939857
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,69,70,1,0.055025011
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,70,71,1.044,0.04667372
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,71,72,0.938,0.050076188
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,72,73,1.161,0.041025354
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,73,74,0.862,0.053302171
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,74,75,0.964,0.040995213
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,75,76,0.739,0.08345058
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,76,77,0.542,0.144021088
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,77,78,0.63,0.127255852
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,78,79,0.899,0.067360509
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,79,80,0.645,0.121484021
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,80,81,0.647,0.110196708
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,81,82,0.897,0.063889895
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,82,83,0.826,0.08091531
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,83,84,0.955,0.060752432
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,84,85,0.935,0.058381985
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,85,86,0.924,0.06779661
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,86,87,0.932,0.053336122
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,87,88,0.957,0.078087866
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,88,89,0.81,0.095589415
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,89,90,0.659,0.076786594
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,90,91,0.977,0.072127221
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,91,92,0.892,0.056385226
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,92,93,1.186,0.050887379
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,93,94,1.018,0.067700357
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,94,95,0.988,0.060683761
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,95,96,0.96,0.063413644
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,96,97,0.76,0.101573187
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,97,98,0.983,0.07298691
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,98,99,1.074,0.062673926
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,99,100,0.881,0.079102715
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,100,101,0.938,0.078847087
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,101,102,0.854,0.07384592
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,102,103,1.012,0.042523124
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,103,104,0.956,0.046470548
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,104,105,0.657,0.114760586
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,105,106,0.923,0.053650637
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,106,107,0.935,0.051984155
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,107,108,0.741,0.07084612
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,108,109,0.758,0.060053114
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,109,110,0.808,0.055336604
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,110,111,0.54,0.115741298
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,111,112,0.581,0.110489823
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,112,113,0.591,0.159370875
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,113,114,0.782,0.090440993
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,114,115,0.848,0.082650326
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,115,116,0.767,0.089854336
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,116,117,0.587,0.117041302
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,117,118,0.482,0.211037647
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,118,119,0.623,0.181922555
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,119,120,0.806,0.101917499
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,120,121,0.879,0.073857755
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,121,122,0.991,0.060292287
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,122,123,0.997,0.065667752
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,123,124,0.906,0.073768729
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,124,125,0.809,0.10195071
Radabaugh_et_al_2023,Cats_Claw_Basin,CCB1,single set of methods,125,126,0.911,0.105950342
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,0,1,0.471,0.06890849
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,1,2,0.275,0.107201889
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,2,3,0.16,0.282705549
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,3,4,0.16,0.265879479
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,4,5,0.13,0.370741483
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,5,6,0.158,0.300369307
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,6,7,0.178,0.203865791
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,7,8,0.246,0.255285412
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,8,9,0.24,0.191984836
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,9,10,0.318,0.200122524
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,10,11,0.186,0.237099024
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,11,12,0.144,0.267776778
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,12,13,0.613,0.045358203
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,13,14,0.572,0.033765348
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,14,15,0.41,0.113805674
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,15,16,0.493,0.087180164
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,16,17,0.548,0.053461356
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,17,18,0.374,0.088363194
Radabaugh_et_al_2023,Little_Manatee_River01,LMR_1N,single set of methods,18,19,0.82,0.011172742
