"","study_id","core_id","depth_min","depth_max","dry_bulk_density","fraction_organic_matter"
"30","Gerlach_et_al_2017","LI_15_5D",29,30,0.102,0.627
"31","Gerlach_et_al_2017","LI_15_5D",30,31,0.129,0.661
"32","Gerlach_et_al_2017","LI_15_5D",31,32,0.125,0.621
"33","Gerlach_et_al_2017","LI_15_5D",32,33,0.166,0.571
"34","Gerlach_et_al_2017","LI_15_5D",33,34,0.198,0.557
"35","Gerlach_et_al_2017","LI_15_5D",34,35,0.22,0.525
"36","Gerlach_et_al_2017","LI_15_5D",35,36,0.137,0.614
"37","Gerlach_et_al_2017","LI_15_5D",36,37,0.176,0.598
"38","Gerlach_et_al_2017","LI_15_5D",37,38,0.146,0.656
"39","Gerlach_et_al_2017","LI_15_5D",38,39,0.145,0.536
"40","Gerlach_et_al_2017","LI_15_5D",39,40,0.181,0.528
"41","Gerlach_et_al_2017","LI_15_5D",40,41,0.196,0.531
"42","Gerlach_et_al_2017","LI_15_5D",41,42,0.166,0.597
"43","Gerlach_et_al_2017","LI_15_5D",42,43,0.188,0.615
"44","Gerlach_et_al_2017","LI_15_5D",43,44,0.146,0.712
"45","Gerlach_et_al_2017","LI_15_5D",44,45,0.161,0.598
"46","Gerlach_et_al_2017","LI_15_5D",45,46,0.171,0.577
"47","Gerlach_et_al_2017","LI_15_5D",46,47,0.172,0.65
"48","Gerlach_et_al_2017","LI_15_5D",47,48,0.208,0.568
"49","Gerlach_et_al_2017","LI_15_5D",48,49,0.127,0.558
"50","Gerlach_et_al_2017","LI_15_5D",49,50,0.167,0.66
"51","Gerlach_et_al_2017","LI_15_5D",50,51,0.115,0.535
"52","Gerlach_et_al_2017","LI_15_5D",51,52,0.101,0.592
"53","Gerlach_et_al_2017","LI_15_5D",52,53,0.126,0.65
"54","Gerlach_et_al_2017","LI_15_5D",53,54,0.149,0.599
"55","Gerlach_et_al_2017","LI_15_5D",54,55,0.137,0.578
"56","Gerlach_et_al_2017","LI_15_5D",55,56,0.139,0.535
"57","Gerlach_et_al_2017","LI_15_5D",56,57,0.136,0.602
"58","Gerlach_et_al_2017","LI_15_5D",57,58,0.087,0.624
"59","Gerlach_et_al_2017","LI_15_5D",58,59,0.13,0.543
"60","Gerlach_et_al_2017","LI_15_5D",59,60,0.108,0.562
"61","Gerlach_et_al_2017","LI_15_5D",60,61,0.129,0.717
"62","Gerlach_et_al_2017","LI_15_5D",61,62,0.164,0.574
"63","Gerlach_et_al_2017","LI_15_5D",62,63,0.171,0.472
"64","Gerlach_et_al_2017","LI_15_5D",63,64,0.127,0.603
"65","Gerlach_et_al_2017","LI_15_5D",64,65,0.143,0.53
"66","Gerlach_et_al_2017","LI_15_5D",65,66,0.127,0.562
"67","Gerlach_et_al_2017","LI_15_5D",66,67,0.1,0.524
"68","Gerlach_et_al_2017","LI_15_5D",67,68,0.129,0.577
"69","Gerlach_et_al_2017","LI_15_5D",68,69,0.111,0.553
"70","Gerlach_et_al_2017","LI_15_5D",69,70,0.129,0.569
"71","Gerlach_et_al_2017","LI_15_5D",70,71,0.132,0.443
"72","Gerlach_et_al_2017","LI_15_5D",71,72,0.13,0.376
"73","Gerlach_et_al_2017","LI_15_5D",72,73,0.138,0.449
"74","Gerlach_et_al_2017","LI_15_5D",73,74,0.124,0.444
"75","Gerlach_et_al_2017","LI_15_5D",74,75,0.131,0.42
"76","Gerlach_et_al_2017","LI_15_5D",75,76,0.121,0.459
"77","Gerlach_et_al_2017","LI_15_5D",76,77,0.157,0.343
"78","Gerlach_et_al_2017","LI_15_5D",77,78,0.186,0.315
"79","Gerlach_et_al_2017","LI_15_5D",78,79,0.202,0.263
"80","Gerlach_et_al_2017","LI_15_5D",79,80,0.279,0.217
"81","Gerlach_et_al_2017","LI_15_5D",80,81,0.284,0.284
"82","Gerlach_et_al_2017","LI_15_5D",81,82,0.567,0.072
"83","Gerlach_et_al_2017","LI_15_5D",82,83,1.107,0.031
"84","Gerlach_et_al_2017","LI_15_5D",83,84,1.232,0.029
"85","Gerlach_et_al_2017","LI_15_5D",84,85,0.572,0.077
"86","Gerlach_et_al_2017","LI_15_5D",85,86,0.866,0.055
"87","Gerlach_et_al_2017","LI_15_5D",86,87,0.914,0.038
"88","Gerlach_et_al_2017","LI_15_5D",87,88,1.039,0.041
"89","Gerlach_et_al_2017","LI_15_5D",88,89,0.943,0.042
"90","Gerlach_et_al_2017","LI_15_5D",89,90,0.808,0.054
"91","Gerlach_et_al_2017","LI_15_5D",90,91,1.406,0.016
"92","Gerlach_et_al_2017","LI_15_5D",91,92,1.164,0.029
"93","Gerlach_et_al_2017","LI_15_5D",92,93,1.318,0.024
"94","Gerlach_et_al_2017","LI_15_5D",93,94,1.454,0.013
"95","Gerlach_et_al_2017","LI_15_5D",94,95,1.35,0.017
"96","Gerlach_et_al_2017","LI_15_5D",95,96,1.132,0.034
"97","Gerlach_et_al_2017","LI_15_5D",96,97,1.297,0.023
"98","Gerlach_et_al_2017","LI_15_5D",97,98,1.434,0.011
"99","Gerlach_et_al_2017","LI_15_5D",98,99,1.562,0.01
"100","Gerlach_et_al_2017","LI_15_5D",99,100,1.378,0.013
"101","Gerlach_et_al_2017","LI_15_5D",100,101,1.451,0.013
"102","Gerlach_et_al_2017","LI_15_5D",101,102,1.525,0.011
"103","Gerlach_et_al_2017","LI_15_5D",102,103,1.533,0.01
"104","Gerlach_et_al_2017","LI_15_5D",103,104,1.314,0.013
"105","Gerlach_et_al_2017","LI_15_5D",104,105,1.064,0.033
"106","Gerlach_et_al_2017","LI_15_5D",105,106,0.859,0.049
"107","Gerlach_et_al_2017","LI_15_5D",106,107,0.916,0.054
"108","Gerlach_et_al_2017","LI_15_5D",107,108,1.243,0.037
"109","Gerlach_et_al_2017","LI_15_5D",108,109,1.2,0.034
"110","Gerlach_et_al_2017","LI_15_5D",109,110,0.994,0.041
"111","Gerlach_et_al_2017","LI_15_5D",110,111,1.002,0.048
"112","Gerlach_et_al_2017","LI_15_5D",111,112,1.192,0.045
"113","Gerlach_et_al_2017","LI_15_5D",112,113,0.958,0.05
"114","Gerlach_et_al_2017","LI_15_5D",113,114,0.954,0.041
"115","Gerlach_et_al_2017","LI_15_5D",114,115,1.099,0.038
"116","Gerlach_et_al_2017","LI_15_5D",115,116,1.228,0.032
"117","Gerlach_et_al_2017","LI_15_5D",116,117,1.082,0.048
"118","Gerlach_et_al_2017","LI_15_5D",117,118,0.918,0.061
"119","Gerlach_et_al_2017","LI_15_5D",118,119,0.804,0.062
"120","Gerlach_et_al_2017","LI_15_5D",119,120,0.979,0.059
"121","Gerlach_et_al_2017","LI_15_5D",120,121,1.008,0.058
"122","Gerlach_et_al_2017","LI_15_5D",121,122,1.04,0.034
"123","Gerlach_et_al_2017","LI_15_5D",122,123,1.114,0.053
"124","Gerlach_et_al_2017","LI_15_5D",123,124,1.055,0.051
"125","Gerlach_et_al_2017","LI_15_5D",124,125,0.699,0.067
"126","Gerlach_et_al_2017","LI_15_5D",125,126,0.532,0.118
"127","Gerlach_et_al_2017","LI_15_5D",126,127,0.739,0.11
"128","Gerlach_et_al_2017","LI_15_5D",127,128,0.664,0.092
"129","Gerlach_et_al_2017","LI_15_5D",128,129,0.598,0.175
"130","Gerlach_et_al_2017","LI_15_5D",129,130,0.461,0.165
"131","Gerlach_et_al_2017","LI_15_5D",130,131,1.008,0.034
"132","Gerlach_et_al_2017","LI_15_5D",131,132,1.291,0.031
"133","Gerlach_et_al_2017","LI_15_5D",132,133,1.068,0.035
"134","Gerlach_et_al_2017","LI_15_5D",133,134,0.925,0.06
"135","Gerlach_et_al_2017","LI_15_5D",134,135,1.092,0.042
"136","Gerlach_et_al_2017","LI_15_5D",135,136,0.734,0.061
"137","Gerlach_et_al_2017","LI_15_5D",136,137,0.843,0.056
"138","Gerlach_et_al_2017","LI_15_5D",137,138,0.792,0.063
"139","Gerlach_et_al_2017","LI_15_5D",138,139,0.879,0.05
"140","Gerlach_et_al_2017","LI_15_5D",139,140,1.199,0.033
"141","Gerlach_et_al_2017","LI_15_5D",140,141,0.981,0.037
"142","Gerlach_et_al_2017","LI_15_5D",141,142,1.008,0.039
"143","Gerlach_et_al_2017","LI_15_5D",142,143,1.083,0.035
"144","Gerlach_et_al_2017","LI_15_5D",143,144,1.376,0.027
"145","Gerlach_et_al_2017","LI_15_5D",144,145,1.163,0.03
"146","Gerlach_et_al_2017","LI_15_5D",145,146,1.059,0.036
"147","Gerlach_et_al_2017","LI_15_5D",146,147,1.287,0.018
"148","Gerlach_et_al_2017","LI_15_5D",147,148,1.139,0.037
"149","Gerlach_et_al_2017","LI_15_5D",148,149,1.06,0.045
"150","Gerlach_et_al_2017","LI_15_5D",149,150,0.997,0.047
"151","Gerlach_et_al_2017","LI_15_5D",150,151,0.985,0.035
"152","Gerlach_et_al_2017","LI_15_5D",151,152,1.294,0.026
"153","Gerlach_et_al_2017","LI_15_5D",152,153,1.034,0.054
"154","Gerlach_et_al_2017","LI_15_5D",153,154,0.932,0.052
"155","Gerlach_et_al_2017","LI_15_5D",154,155,0.941,0.054
"156","Gerlach_et_al_2017","LI_15_5D",155,156,0.861,0.082
"157","Gerlach_et_al_2017","LI_15_5D",156,157,0.878,0.08
"158","Gerlach_et_al_2017","LI_15_5D",157,158,0.847,0.063
"159","Gerlach_et_al_2017","LI_15_5D",158,159,1.167,0.044
"160","Gerlach_et_al_2017","LI_15_5D",159,160,0.591,0.127
"161","Gerlach_et_al_2017","LI_15_5D",160,161,1.409,0.034
"162","Gerlach_et_al_2017","LMR_14_9B",0,1,0.265,0.673
"163","Gerlach_et_al_2017","LMR_14_9B",1,2,0.133,0.72
"164","Gerlach_et_al_2017","LMR_14_9B",2,3,0.279,0.671
"165","Gerlach_et_al_2017","LMR_14_9B",3,4,0.213,0.697
"166","Gerlach_et_al_2017","LMR_14_9B",4,5,0.216,0.705
"167","Gerlach_et_al_2017","LMR_14_9B",5,6,0.326,0.599
"168","Gerlach_et_al_2017","LMR_14_9B",6,7,0.281,0.635
"169","Gerlach_et_al_2017","LMR_14_9B",7,8,0.252,0.607
"170","Gerlach_et_al_2017","LMR_14_9B",8,9,0.248,0.629
"171","Gerlach_et_al_2017","LMR_14_9B",9,10,0.227,0.665
"172","Gerlach_et_al_2017","LMR_14_9B",10,11,0.276,0.641
"173","Gerlach_et_al_2017","LMR_14_9B",11,12,0.333,0.658
"174","Gerlach_et_al_2017","LMR_14_9B",12,13,0.213,0.693
"175","Gerlach_et_al_2017","LMR_14_9B",13,14,0.237,0.679
"176","Gerlach_et_al_2017","LMR_14_9B",14,15,0.232,0.775
"177","Gerlach_et_al_2017","LMR_14_9B",15,16,0.215,0.782
"178","Gerlach_et_al_2017","LMR_14_9B",16,17,0.178,0.821
"179","Gerlach_et_al_2017","LMR_14_9B",17,18,0.165,0.807
"180","Gerlach_et_al_2017","LMR_14_9B",18,19,0.183,0.763
"181","Gerlach_et_al_2017","LMR_14_9B",19,20,0.167,0.725
"182","Gerlach_et_al_2017","LMR_14_9B",20,21,0.188,0.671
"183","Gerlach_et_al_2017","LMR_14_9B",21,22,0.185,0.708
"184","Gerlach_et_al_2017","LMR_14_9B",22,23,0.172,0.738
"185","Gerlach_et_al_2017","LMR_14_9B",23,24,0.221,0.76
"186","Gerlach_et_al_2017","LMR_14_9B",24,25,0.269,0.76
"187","Gerlach_et_al_2017","LMR_14_9B",25,26,0.19,0.656
"188","Gerlach_et_al_2017","LMR_14_9B",26,27,0.224,0.684
"189","Gerlach_et_al_2017","LMR_14_9B",27,28,0.22,0.727
"190","Gerlach_et_al_2017","LMR_14_9B",28,29,0.181,0.663
"191","Gerlach_et_al_2017","LMR_14_9B",29,30,0.203,0.613
"192","Gerlach_et_al_2017","LMR_14_9B",30,31,0.235,0.425
"193","Gerlach_et_al_2017","LMR_14_9B",31,32,0.32,0.373
"194","Gerlach_et_al_2017","LMR_14_9B",32,33,0.179,0.574
"195","Gerlach_et_al_2017","LMR_14_9B",33,34,0.241,0.407
"196","Gerlach_et_al_2017","LMR_14_9B",34,35,0.231,0.444
"197","Gerlach_et_al_2017","LMR_14_9B",35,36,0.224,0.427
"198","Gerlach_et_al_2017","LMR_14_9B",36,37,0.181,0.483
"199","Gerlach_et_al_2017","LMR_14_9B",37,38,0.223,0.425
"200","Gerlach_et_al_2017","LMR_14_9B",38,39,0.269,0.385
"201","Gerlach_et_al_2017","LMR_14_9B",39,40,0.295,0.335
"202","Gerlach_et_al_2017","LMR_14_9B",40,41,0.301,0.365
"203","Gerlach_et_al_2017","LMR_14_9B",41,42,0.358,0.316
"204","Gerlach_et_al_2017","LMR_14_9B",42,43,0.312,0.462
"205","Gerlach_et_al_2017","LMR_14_9B",43,44,0.249,0.567
"206","Gerlach_et_al_2017","LMR_14_9B",44,45,0.287,0.569
"207","Gerlach_et_al_2017","LMR_14_9B",45,46,0.276,0.529
"208","Gerlach_et_al_2017","LMR_14_9B",46,47,0.299,0.373
"209","Gerlach_et_al_2017","LMR_14_9B",47,48,0.24,0.469
"210","Gerlach_et_al_2017","LMR_14_9B",48,49,0.205,0.47
"211","Gerlach_et_al_2017","LMR_14_9B",49,50,0.331,0.455
"212","Gerlach_et_al_2017","LMR_14_9B",50,51,0.141,0.581
"213","Gerlach_et_al_2017","LMR_14_9B",51,52,0.145,0.439
"214","Gerlach_et_al_2017","LMR_14_9B",52,53,0.169,0.539
"215","Gerlach_et_al_2017","LMR_14_9B",53,54,0.135,0.549
"216","Gerlach_et_al_2017","LMR_14_9B",54,55,0.17,0.349
"217","Gerlach_et_al_2017","LMR_14_9B",55,56,0.113,0.586
"218","Gerlach_et_al_2017","LMR_14_9B",56,57,0.145,0.445
"219","Gerlach_et_al_2017","LMR_14_9B",57,58,0.141,0.538
"220","Gerlach_et_al_2017","LMR_14_9B",58,59,0.134,0.52
"221","Gerlach_et_al_2017","LMR_14_9B",59,60,0.14,0.462
"222","Gerlach_et_al_2017","LMR_14_9B",60,61,0.129,0.493
"223","Gerlach_et_al_2017","LMR_14_9B",61,62,0.156,0.514
"224","Gerlach_et_al_2017","LMR_14_9B",62,63,0.128,0.545
"225","Gerlach_et_al_2017","LMR_14_9B",63,64,0.134,0.437
"226","Gerlach_et_al_2017","LMR_14_9B",64,65,0.173,0.434
"227","Gerlach_et_al_2017","LMR_14_9B",65,66,0.182,0.519
"228","Gerlach_et_al_2017","LMR_14_9B",66,67,0.134,0.642
"229","Gerlach_et_al_2017","LMR_14_9B",67,68,0.131,0.649
"230","Gerlach_et_al_2017","LMR_14_9B",68,69,0.171,0.57
"231","Gerlach_et_al_2017","LMR_14_9B",69,70,0.152,0.512
"232","Gerlach_et_al_2017","LMR_14_9B",70,71,0.131,0.541
"233","Gerlach_et_al_2017","LMR_14_9B",71,72,0.142,0.478
"234","Gerlach_et_al_2017","LMR_14_9B",72,73,0.156,0.412
"235","Gerlach_et_al_2017","LMR_14_9B",73,74,0.195,0.371
"236","Gerlach_et_al_2017","LMR_14_9B",74,75,0.159,0.517
"237","Gerlach_et_al_2017","LMR_14_9B",75,76,0.16,0.541
"238","Gerlach_et_al_2017","LMR_14_9B",76,77,0.253,0.297
"239","Gerlach_et_al_2017","LMR_14_9B",77,78,0.207,0.449
"240","Gerlach_et_al_2017","LMR_14_9B",78,79,0.175,0.424
"241","Gerlach_et_al_2017","LMR_14_9B",79,80,0.149,0.473
"242","Gerlach_et_al_2017","LMR_14_9B",80,81,0.178,0.448
"243","Gerlach_et_al_2017","LMR_14_9B",81,82,0.15,0.418
"244","Gerlach_et_al_2017","LMR_14_9B",82,83,0.145,0.421
"245","Gerlach_et_al_2017","LMR_14_9B",83,84,0.169,0.366
"246","Gerlach_et_al_2017","LMR_14_9B",84,85,0.135,0.516
"247","Gerlach_et_al_2017","LMR_14_9B",85,86,0.134,0.526
"248","Gerlach_et_al_2017","LMR_14_9B",86,87,0.139,0.567
"249","Gerlach_et_al_2017","LMR_14_9B",87,88,0.187,0.495
"250","Gerlach_et_al_2017","LMR_14_9B",88,89,0.183,0.372
"251","Gerlach_et_al_2017","LMR_14_9B",89,90,0.187,0.384
"252","Gerlach_et_al_2017","LMR_14_9B",90,91,0.241,0.328
"253","Gerlach_et_al_2017","LMR_14_9B",91,92,0.292,0.266
"254","Gerlach_et_al_2017","LMR_14_9B",92,93,0.309,0.198
"255","Gerlach_et_al_2017","LMR_14_9B",93,94,0.311,0.241
"256","Gerlach_et_al_2017","LMR_14_9B",94,95,0.321,0.251
"257","Gerlach_et_al_2017","LMR_14_9B",95,96,0.279,0.259
"258","Gerlach_et_al_2017","LMR_14_9B",96,97,0.389,0.19
"259","Gerlach_et_al_2017","LMR_14_9B",97,98,0.383,0.182
"260","Gerlach_et_al_2017","LMR_14_9B",98,99,0.46,0.153
"261","Gerlach_et_al_2017","LMR_14_9B",99,100,0.428,0.167
"262","Gerlach_et_al_2017","LMR_14_9B",100,101,0.349,0.257
"263","Gerlach_et_al_2017","LMR_14_9B",101,102,0.275,0.318
"264","Gerlach_et_al_2017","LMR_14_9B",102,103,0.363,0.177
"265","Gerlach_et_al_2017","LMR_14_9B",103,104,0.396,0.208
"266","Gerlach_et_al_2017","LMR_14_9B",104,105,0.325,0.239
"267","Gerlach_et_al_2017","LMR_14_9B",105,106,0.495,0.141
"268","Gerlach_et_al_2017","LMR_14_9B",106,107,0.81,0.071
"269","Gerlach_et_al_2017","LMR_14_9B",107,108,0.487,0.066
"270","Gerlach_et_al_2017","LMR_14_9B",108,109,0.318,0.22
"271","Gerlach_et_al_2017","LMR_14_9B",109,110,0.301,0.181
"272","Gerlach_et_al_2017","LMR_14_9B",110,111,0.502,0.117
"273","Gerlach_et_al_2017","LMR_14_9B",111,112,0.774,0.059
"274","Gerlach_et_al_2017","LMR_14_9B",112,113,0.647,0.07
"275","Gerlach_et_al_2017","LMR_14_9B",113,114,0.695,0.075
"276","Gerlach_et_al_2017","LMR_14_9B",114,115,0.812,0.051
"277","Gerlach_et_al_2017","LMR_14_9B",115,116,0.766,0.058
"278","Gerlach_et_al_2017","LMR_14_9B",116,117,0.571,0.121
"279","Gerlach_et_al_2017","LMR_14_9B",117,118,0.392,0.155
"280","Gerlach_et_al_2017","LMR_14_9B",118,119,0.607,0.09
"281","Gerlach_et_al_2017","LMR_14_9B",119,120,0.66,0.084
"282","Gerlach_et_al_2017","LMR_14_9B",120,121,0.587,0.113
"283","Gerlach_et_al_2017","LMR_14_9B",121,122,0.418,0.16
"284","Gerlach_et_al_2017","LMR_14_9B",122,123,0.384,0.159
"285","Gerlach_et_al_2017","LMR_14_9B",123,124,0.521,0.153
