Sample.code,study.area,study.zone,station,core.code,core,file.name,environment,date.sampling,latitudeN.degree,latitudeN.minute,latitudeN.second,latitudeN,longitudeW.degree,longitudeW.minute,longitudeW.second,longitudeW,layer.top,layer.top.res,layer.bot,layer.bot.res,mass.dry,mass.dry.res,year,year.u,mar,mar.u,sar,sar.u,ctot,ctot.u,ntot,ntot.u,norg,norg.u,cinorg,cinorg.u,corg,corg.u,loi550,loi550.u,loi950,loi950.u
LTME1 10-11,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,10,0.1,11,0.1,72.4588,1.00E-04,1988.63931,3.155036631,0.011688468,0.002530515,0.158005189,0.034180073,,,,,,,,,,,13.06288032,0.47876476,25.51724138,0.46810206
LTME1 11-12,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,11,0.1,12,0.1,67.6812,1.00E-04,1981.740269,4.189943506,0.01184831,0.002813437,0.144947673,0.034406083,8.89,0.093587486,0.32,0.051550358,0.275652002,0.023460161,5.947123693,0.253409478,2.942876307,0.235494684,15.01816714,0.550427548,20.58942269,0.377703492
LTME1 12-13,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,12,0.1,13,0.1,70.7172,1.00E-04,1971.661047,5.977687525,0.008918418,0.002550579,0.099214007,0.02835868,,,,,,,,,,,13.6307311,0.499576935,24.20487402,0.444027284
LTME1 13-14,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,13,0.1,14,0.1,58.42,1.00E-04,1961.267859,8.235198183,0.009310541,0.003477868,0.09621687,0.035933403,8.85,0.093166395,0.28,0.045106564,0.276146284,0.023502341,5.637982698,0.273397276,3.212017302,0.257033254,13.71359223,0.50261386,21.07605178,0.386630479
LTME1 14-15,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,14,0.1,15,0.1,83.9816,1.00E-04,1952.781265,10.41407839,0.012527465,0.006598151,0.11783291,0.062055346,,,,,,,,,,,11.59480954,0.42495882,23.65006279,0.433849527
LTME1 15-16,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,15,0.1,16,0.1,81.9278,1.00E-04,1948.785237,11.24563465,0.028963125,0.03130425,0.25024846,0.270468462,8.55,0.090008212,0.19,0.030608025,0.171197794,0.01457028,6.250502364,0.204844425,2.299497636,0.184010217,10.62422489,0.389386135,22.57131046,0.414060312
LTME1 16-17,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,16,0.1,17,0.1,93.1966,1.00E-04,1939.831315,13.54846712,0.014106151,0.01084214,0.111682911,0.085825008,,,,,,,,,,,8.84244373,0.324082465,23.67363344,0.43428192
LTME1 17-18,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,17,0.1,18,0.1,102.3463,1.00E-04,1914.817835,22.62165676,0.005517791,0.003572968,0.039978443,0.025887166,8,0.08421821,0.14,0.022553282,0.070573576,0.00600639,7.011969937,0.115515741,0.988030063,0.079064401,9.410339257,0.344896279,22.73828756,0.41712343
LTME1 18-19,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,18,0.1,19,0.1,109.3643,1.00E-04,,,,,,,,,,,,,,,,,7.935855263,0.29085529,24.30098684,0.44579043
LTME1 19-20,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,19,0.1,20,0.1,84.9977,1.00E-04,,,,,,,8.18,0.08611312,0.15,0.02416423,0.074773354,0.00636382,7.118218368,0.120973989,1.061781632,0.084966091,8.447993394,0.309625552,24.35764509,0.446829799
LTME1 20-21,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,20,0.1,21,0.1,103.6124,1.00E-04,,,,,,,,,,,,,,,,,8.960131525,0.328395814,24.41430333,0.447869168
LTME1 21-22,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,21,0.1,22,0.1,101.2931,1.00E-04,,,,,,,7.96,0.083797119,0.11,0.017720436,0.081117496,0.006903794,6.81377452,0.124238691,1.14622548,0.091724016,8.6414791,0.316716954,23.99517685,0.440180486
LTME1 22-23,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,22,0.1,23,0.1,93.7339,1.00E-04,,,,,,,,,,,,,,,,,8.011272142,0.293619377,25.84541063,0.474122174
LTME1 23-24,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,23,0.1,24,0.1,98.8552,1.00E-04,,,,,,,8.03,0.084534029,0.12,0.019331384,0.120872734,0.010287319,6.420665879,0.154049229,1.609334121,0.128783396,8.192771084,0.300271455,24.17670683,0.44351057
LTME1 24-25,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,24,0.1,25,0.1,130.7475,1.00E-04,,,,,,,,,,,,,,,,,7.800562927,0.28589672,24.52754322,0.449946502
LTME1 25-26,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,25,0.1,26,0.1,119.3466,1.00E-04,,,,,,,8.05,0.084744574,0.09,0.014498538,0.063596595,0.005412641,7.126175772,0.112458365,0.923824228,0.073927269,7.894736842,0.289348268,24.83552632,0.45559631
LTME1 26-27,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,26,0.1,27,0.1,95.6368,1.00E-04,,,,,,,,,,,,,,,,,7.228915663,0.264945402,25.75820523,0.472522431
LTME1 27-28,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,27,0.1,28,0.1,115.1516,1.00E-04,,,,,,,7.96,0.083797119,0.07,0.011276641,0.028797156,0.002450907,7.518443611,0.090942349,0.441556389,0.035334879,7.358412567,0.269691564,24.92765606,0.457286388
LTME1 28-29,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,28,0.1,29,0.1,94.1776,1.00E-04,,,,,,,,,,,,,,,,,6.588520614,0.241474423,26.55618432,0.48716099
LTME1 29-30,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,29,0.1,30,0.1,126.1272,1.00E-04,,,,,,,8.03,0.084534029,0.06,0.009665692,0.052991844,0.004510117,7.297465685,0.102870445,0.732534315,0.058620188,7.844723008,0.287515222,24.58552366,0.451010127
LTME1 30-31,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,30,0.1,31,0.1,111.8745,1.00E-04,,,,,,,,,,,,,,,,,7.891491985,0.289229341,25.03082614,0.459178996
LTME1 31-32,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,31,0.1,32,0.1,144.1253,1.00E-04,,,,,,,7.96,0.083797119,0.06,0.009665692,0.033530225,0.002853751,7.514962465,0.091051033,0.445037535,0.035613669,,,,
LTME1 32-33,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,32,0.1,33,0.1,115.1395,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME1 33-34,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,33,0.1,34,0.1,136.3016,1.00E-04,,,,,,,7.81,0.082218028,0.04,0.006443795,0.021721279,0.00184869,7.415913936,0.088058727,0.394086064,0.031536254,8.941877794,0.327726801,30.5017387,0.559540371
LTME1 34-35,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,34,0.1,35,0.1,144.8876,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME1 35-36,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,35,0.1,36,0.1,137.6829,1.00E-04,,,,,,,7.93,0.083481301,0.03,0.004832846,0.01507732,0.00128323,7.682731959,0.085794342,0.247268041,0.019787408,6.293420515,0.230658774,26.1136085,0.47904214
LTME1 36-37,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,36,0.1,37,0.1,128.6415,1.00E-04,,,,,,,,,,,,,,,,,6.459426726,0.236743032,26.88736375,0.493236325
LTME1 37-38,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,37,0.1,38,0.1,128.6677,1.00E-04,,,,,,,8.04,0.084639302,0.03,0.004832846,0.031927042,0.002717322,7.549484536,0.093298614,0.490515464,0.03925328,7.021791768,0.257354149,25.90799031,0.475270169
LTME1 38-39,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,38,0.1,39,0.1,149.1645,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME1 39-40,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,39,0.1,40,0.1,131.6852,1.00E-04,,,,,,,7.902,0.083186537,0.034,0.005477226,0.014727309,0.001253443,7.601562906,0.08659117,0.300437094,0.024042268,6.322996375,0.231742753,25.57390254,0.469141483
LTME1 40-41,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,40,0.1,41,0.1,131.2313,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME1 41-42,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,41,0.1,42,0.1,170.5601,1.00E-04,,,,,,,7.96,0.083797119,0.03,0.004832846,0.01743203,0.001483646,7.652034134,0.087346007,0.307965866,0.02464483,6.636989073,0.24325083,26.58842574,0.487752444
LTME1 42-43,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,42,0.1,43,0.1,110.2522,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME1 43-44,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,43,0.1,44,0.1,152.649,1.00E-04,,,,,,,8.05,0.084744574,0.03,0.004832846,0.011421792,0.000972114,7.812997825,0.086840965,0.237002175,0.018966031,6.502456801,0.238320118,26.79657136,0.49157078
LTME1 44-45,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,44,0.1,45,0.1,166.9133,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME1 45-46,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,45,0.1,46,0.1,166.229,1.00E-04,,,,,,,8,0.08421821,0.03,0.004832846,0.011483744,0.000977386,7.767454187,0.086249732,0.232545813,0.018609387,6.367924528,0.233389405,27.00471698,0.495389116
LTME1 46-47,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,46,0.1,47,0.1,127.3377,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME1 47-48,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,47,0.1,48,0.1,136.826,1.00E-04,,,,,,,8.22,0.086534211,0.03,0.004832846,0.018918919,0.001610212,7.925405405,0.089688092,0.294594595,0.023575073,,,,
LTME1 48-49,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,48,0.1,49,0.1,164.7632,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME1 49-50,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,49,0.1,50,0.1,146.873,1.00E-04,,,,,,,8.21,0.086428938,0.04,0.006443795,0.016133652,0.001373156,7.91690533,0.089555019,0.29309467,0.023455065,,,,
LTME1 50-51,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,50,0.1,51,0.1,175.564,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME1 51-52,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,51,0.1,52,0.1,164.3801,1.00E-04,,,,,,,8.49,0.089376576,0.03,0.004832846,0.015771905,0.001342372,8.177190542,0.092816031,0.312809458,0.025032846,,,,
LTME1 52-53,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,52,0.1,53,0.1,149.9318,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME1 53-54,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,53,0.1,54,0.1,125.948,1.00E-04,,,,,,,8.55,0.090008212,0.03,0.004832846,0.012296369,0.001046573,8.299154073,0.092219621,0.250845927,0.020074365,,,,
LTME1 54-55,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,54,0.1,55,0.1,208.327,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME1 55-56,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,55,0.1,56,0.1,180.6423,1.00E-04,,,,,,,8.56,0.090113485,0.02,0.003221897,0.015083599,0.001283799,8.27843949,0.092887812,0.28156051,0.022532318,4.273858921,0.156640265,30.78838174,0.564798706
LTME1 56-57,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,56,0.1,57,0.1,185.4214,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME1 57-58,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,57,0.1,58,0.1,184.9667,1.00E-04,,,,,,,8.88,0.093482214,0.03,0.004832846,0.017701059,0.00150661,8.52155355,0.097784496,0.35844645,0.028685945,4.683648316,0.171659367,31.05998357,0.569781117
LTME1 58-59,Laguna de Terminos,El Mechal,El Mechal,LTME1,ME1,BC CC LTME1,Salt marsh,09/04/2018,18,47,35,18.79305556,91,27,50,91.46388889,58,0.1,59,0.1,154.063,1.00E-04,,,,,,,9.05,0.095271851,0.05,0.008054743,0.014615385,0.001243992,8.772307692,0.097829525,0.277692308,0.022223647,4.452767374,0.1631974,32.00166459,0.587055822
LTME2 00-01,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,0,0.1,1,0.1,30.32,1.00E-04,2017.901937,0.029508068,0.010073204,0.000818458,2.728095034,0.220296519,13.34,0.117412562,0.75,0.055532409,0.580649248,0.062483391,5.458954869,0.837530734,7.881045131,0.829259924,23.60197368,0.721130867,13.19901316,0.403280502
LTME2 01-02,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,1,0.1,2,0.1,36.5141,1.00E-04,2017.156369,0.071525192,0.010929564,0.000893518,1.341259292,0.109076575,12.14,0.106850713,0.66,0.04886852,0.349402185,0.037598994,7.299920556,0.520371328,4.840079444,0.509283069,28.83064516,0.880886845,10.92741935,0.333874594
LTME2 02-03,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,2,0.1,3,0.1,44.3382,1.00E-04,2016.109676,0.123047656,0.012772626,0.001068542,0.955390159,0.079561494,,,,,,,,,,,,,,
LTME2 03-04,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,3,0.1,4,0.1,44.1046,1.00E-04,2014.977199,0.173685797,0.016414716,0.001440037,0.883019733,0.077173846,10.44,0.091888092,0.5,0.037021606,0.154848904,0.016663223,8.349539799,0.238384115,2.090460201,0.219962644,20.13888889,0.615320337,14.21568627,0.434343767
LTME2 04-05,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,4,0.1,5,0.1,60.5481,1.00E-04,2013.764893,0.229020632,0.021215314,0.002056135,0.824874671,0.079687481,,,,,,,,,,,,,,
LTME2 05-06,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,5,0.1,6,0.1,58.4614,1.00E-04,2012.694229,0.279267786,0.030324737,0.003528161,0.933999711,0.108347248,7.53,0.066275607,0.32,0.023693828,0.217157058,0.023368104,4.423996024,0.33347155,3.106003976,0.326819244,13.94572025,0.426095269,11.81628392,0.361032818
LTME2 06-07,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,6,0.1,7,0.1,48.089,1.00E-04,2011.494129,0.335133931,0.031828332,0.003774035,0.833263775,0.098552011,,,,,,,,,,,,,,
LTME2 07-08,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,7,0.1,8,0.1,53.6641,1.00E-04,2008.929507,0.455752659,0.017326552,0.001638072,0.389920969,0.036757363,10.22,0.089951753,0.49,0.036281174,0.212544803,0.022871827,7.232564715,0.326960839,2.987435285,0.314343876,19.63394343,0.599892316,13.60232945,0.415603363
LTME2 08-09,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,8,0.1,9,0.1,42.8375,1.00E-04,2005.707559,0.608002895,0.015372386,0.001475759,0.310371297,0.029679382,,,,,,,,,,,,,,
LTME2 09-10,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,9,0.1,10,0.1,60.9792,1.00E-04,2002.021415,0.788117379,0.015370848,0.001579585,0.271286189,0.027815914,10.23,0.090039769,0.49,0.036281174,0.413822775,0.044531304,4.490931518,0.610552822,5.739068482,0.60387713,19.95033113,0.609559174,14.94205298,0.456537058
LTME2 10-11,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,10,0.1,11,0.1,52.773,1.00E-04,1998.078515,0.987057758,0.015952226,0.001736316,0.253620427,0.027550488,,,,,,,,,,,,,,
LTME2 11-12,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,11,0.1,12,0.1,55.69,1.00E-04,1993.967355,1.208732111,0.016878827,0.001979842,0.243240366,0.028457347,9.15,0.080534104,0.43,0.031838581,0.357244251,0.038442856,4.09001586,0.538477966,5.05998414,0.532421617,17.80318497,0.543955619,12.98489179,0.396738273
LTME2 12-13,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,12,0.1,13,0.1,51.5284,1.00E-04,1990.081699,1.43799787,0.01939847,0.002533423,0.257356805,0.033541996,,,,,,,,,,,,,,
LTME2 13-14,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,13,0.1,14,0.1,51.9861,1.00E-04,1986.674459,1.655048104,0.023915933,0.003615278,0.293492649,0.044321185,9.18,0.08079815,0.4,0.029617285,0.186126341,0.020028956,6.318307509,0.311764987,2.861692491,0.301113046,13.50789692,0.412718087,12.96758105,0.396209363
LTME2 14-15,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,14,0.1,15,0.1,64.6998,1.00E-04,1982.616538,1.933781121,0.021932275,0.003411307,0.246431593,0.038272103,,,,,,,,,,,,,,
