sample.code,study.area,study.zone,station,core.code,core,file.name,environment,date.sampling,latitudeN.degree,latitudeN.minute,latitudeN.second,latitudeN,longitudeW.degree,longitudeW.minute,longitudeW.second,longitudeW,layer.top,layer.top.res,layer.bot,layer.bot.res,mass.dry,mass.dry.res,year,year.u,mar,mar.u,sar,sar.u,ctot,ctot.u,ntot,ntot.u,norg,norg.u,cinorg,cinorg.u,corg,corg.u,loi550,loi550.u,loi950,loi950.u,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 10-11,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,10,0.1,11,0.1,11.9024,1.00E-04,1904.540133,6.325322915,0.011573897,0.002315873,0.056484833,0.011307074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 11-12,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,11,0.1,12,0.1,11.8254,1.00E-04,,,,,,,14.6,0.1140625,1.585,0.088558082,1.421802013,0.054079029,1.085604502,0.468700002,13.5143955,0.45460179,36.23202772,2.114883767,12.67836891,0.492344295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 12-13,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,12,0.1,13,0.1,12.918,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 13-14,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,13,0.1,14,0.1,10.2838,1.00E-04,,,,,,,14.79,0.115546875,1.63,0.091072349,1.487488241,0.056577441,0.784920038,0.485070563,14.00507996,0.4711076,36.59405941,2.136013182,12.47524752,0.48447312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 14-15,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,14,0.1,15,0.1,13.0261,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 15-16,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,15,0.1,16,0.1,14.7266,1.00E-04,,,,,,,14.175,0.110742188,1.63,0.091072349,1.41856276,0.053955822,1.544603596,0.43911763,12.6303964,0.424865531,34.76622402,2.029334043,11.09544367,0.43102268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 16-17,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,16,0.1,17,0.1,14.9472,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 17-18,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,17,0.1,18,0.1,15.7252,1.00E-04,,,,,,,13.56,0.1059375,1.63,0.091072349,1.34963728,0.051334203,2.304287154,0.393164698,11.25571285,0.378623462,32.93838863,1.922654904,9.71563981,0.37757224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 18-19,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,18,0.1,19,0.1,17.3875,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 19-20,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,19,0.1,20,0.1,18.011,1.00E-04,,,,,,,12.665,0.098945313,1.285,0.0717963,1.274830925,0.048488902,1.718211144,0.381315198,10.94678886,0.368231773,31.17159873,1.819540236,9.252774576,0.359651444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 20-21,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,20,0.1,21,0.1,17.9972,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 21-22,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,21,0.1,22,0.1,16.0293,1.00E-04,,,,,,,11.77,0.091953125,0.94,0.05252025,1.20002457,0.045643601,1.132135135,0.369465699,10.63786486,0.357840083,29.40480883,1.716425568,8.789909342,0.341730647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 22-23,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,22,0.1,23,0.1,18.5177,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 23-24,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,23,0.1,24,0.1,17.6552,1.00E-04,,,,,,,10.17,0.079453125,0.94,0.05252025,1.052710895,0.040040443,0.743108283,0.326914958,9.426891717,0.317104961,26.12584939,1.525066038,7.544874926,0.293595469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 24-25,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,24,0.1,25,0.1,18.7764,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 25-26,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,25,0.1,26,0.1,21,1.00E-04,,,,,,,8.57,0.066953125,0.94,0.05252025,0.905397219,0.034437286,0.35408143,0.284364217,8.21591857,0.276369838,22.84688995,1.333706509,6.29984051,0.245460292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 26-27,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,26,0.1,27,0.1,17.984,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 27-28,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,27,0.1,28,0.1,25.1451,1.00E-04,,,,,,,8.25,0.064453125,0.925,0.051682161,0.869683389,0.03307889,0.36264231,0.273034182,7.88735769,0.265317596,22.13063608,1.291906683,6.387901979,0.248857825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 28-29,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,28,0.1,29,0.1,26.1568,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 29-30,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,29,0.1,30,0.1,20.6626,1.00E-04,,,,,,,7.93,0.061953125,0.91,0.050844072,0.833969558,0.031720495,0.371203189,0.261704146,7.558796811,0.254265355,21.4143822,1.250106857,6.475963449,0.252255358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 30-31,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,30,0.1,31,0.1,19.152,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 31-32,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,31,0.1,32,0.1,21.2567,1.00E-04,,,,,,,7.58,0.05921875,0.85,0.047491716,0.792184829,0.03013119,0.350308354,0.250300968,7.229691646,0.243194804,20.35175979,1.188097449,6.273125494,0.244427513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 32-33,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,32,0.1,33,0.1,24.5584,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 33-34,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,33,0.1,34,0.1,22.5945,1.00E-04,,,,,,,7.23,0.056484375,0.79,0.044139359,0.750400099,0.028541884,0.329413519,0.238897789,6.900586481,0.232124254,19.28913738,1.126088041,6.07028754,0.236599667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 34-35,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,34,0.1,35,0.1,20.4308,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 35-36,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,35,0.1,36,0.1,20.5508,1.00E-04,,,,,,,9.6,0.075,1.085,0.060621778,1.029747544,0.039167019,0.600129347,0.311894149,8.999870653,0.302740682,24.26270711,1.416340328,7.947633826,0.309207424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 36-37,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,36,0.1,37,0.1,21.9877,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 37-38,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,37,0.1,38,0.1,17.19,1.00E-04,,,,,,,11.97,0.093515625,1.38,0.077104197,1.309094989,0.049792154,0.870845176,0.384890509,11.09915482,0.373357111,29.23627685,1.706592615,9.824980111,0.381815181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 38-39,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,38,0.1,39,0.1,19.7855,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 39-40,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,39,0.1,40,0.1,20.5418,1.00E-04,,,,,,,11.685,0.091289063,1.335,0.07458993,1.255313515,0.047746546,0.889447876,0.37444315,10.79555212,0.363144421,27.97813842,1.633166923,9.512490056,0.369720677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 40-41,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,40,0.1,41,0.1,22.5664,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 41-42,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,41,0.1,42,0.1,17.5304,1.00E-04,,,,,,,11.4,0.0890625,1.29,0.072075663,1.20153204,0.045700938,0.908050577,0.36399579,10.49194942,0.352931731,26.72,1.55974123,9.2,0.357626174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 42-43,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,42,0.1,43,0.1,18.9328,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 43-44,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,43,0.1,44,0.1,16.0126,1.00E-04,,,,,,,11.03,0.086171875,1.2,0.067047128,1.120242396,0.042609041,0.974451494,0.349056784,10.05554851,0.33825193,26.88491961,1.569366922,9.202090032,0.357710739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 44-45,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,44,0.1,45,0.1,19.3006,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 45-46,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,45,0.1,46,0.1,16.8011,1.00E-04,,,,,,,10.66,0.08328125,1.11,0.062018593,1.038952752,0.039517145,1.040852411,0.334117777,9.619147589,0.323572128,27.04983923,1.578992614,9.204180064,0.357795303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 46-47,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,46,0.1,47,0.1,18.6675,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 47-48,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,47,0.1,48,0.1,18.1897,1.00E-04,,,,,,,10.49,0.081953125,1.115,0.062297956,1.079418594,0.041056285,0.594581603,0.342823627,9.895418397,0.332865419,26.62110403,1.553969337,8.914490668,0.346574111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 48-49,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,48,0.1,49,0.1,18.5111,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 49-50,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,49,0.1,50,0.1,19.3949,1.00E-04,,,,,,,10.32,0.080625,1.12,0.062577319,1.119884436,0.042595426,0.148310794,0.351529477,10.17168921,0.34215871,26.19236884,1.52894606,8.624801272,0.335352919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 50-55,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,50,0.1,55,0.1,76.49,1.00E-04,,,,,,,12.51,0.097734375,1.35,0.075428019,1.310985775,0.049864072,0.717956077,0.408527759,11.79204392,0.396664748,31.57063931,1.842828906,10.26045777,0.398668607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 55-60,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,55,0.1,60,0.1,71.5603,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 60-65,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,60,0.1,65,0.1,126.49,1.00E-04,,,,,,,2.73,0.021328125,0.28,0.01564433,0.263086716,0.010006649,0.022752822,0.093531496,2.707247178,0.091067293,11.51586369,0.672528366,3.799451626,0.149109631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 65-70,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,65,0.1,70,0.1,162.4979,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 70-75,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,70,0.1,75,0.1,166.49,1.00E-04,,,,,,,4.98,0.03890625,0.54,0.030171208,0.531242775,0.020206114,0.198815029,0.165470066,4.781184971,0.160831111,16.25246548,0.948883356,4.812623274,0.188071124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 75-80,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,75,0.1,80,0.1,181.49,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 80-85,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,80,0.1,85,0.1,216.49,1.00E-04,,,,,,,1.63,0.012734375,0.14,0.007822165,0.167625483,0.006375728,0,0.056649198,1.640965251,0.055199342,8.46853977,0.494812243,2.770083102,0.109856473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 85-90,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,85,0.1,90,0.1,236.49,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 90-95,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,90,0.1,95,0.1,261.49,1.00E-04,,,,,,,1.28,0.01,0.11,0.006145987,0.126308492,0.004804214,0,0.04690481,1.362327309,0.045826425,6.954156954,0.406513514,1.787101787,0.072861882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM1 95-98,Ensenada,San Quintín,Marisma norte,SQM1,M1,BC SQ M1,Salt marsh,05/03/2018,30,27,16,30.45444444,116,1,27,116.0241667,95,0.1,98,0.1,141.49,1.00E-04,,,,,,,1.91,0.014921875,0.13,0.007263439,0.188170915,0.007157185,0,0.075339668,2.195327336,0.073847161,8.46581876,0.494658235,1.947535771,0.078955125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2    0-1,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,0,0.1,1,0.1,12.7677,1.00E-04,2010.342452,0.603456143,0.028061045,0.002169445,0.127666794,0.009866912,18.23,0.071189054,1.85,0.012665194,1.687339697,0.064178902,1.613781204,0.56345719,16.6162188,0.558941968,43.43873518,0.083507509,10.07905138,0.291166143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   1-2,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,1,0.1,2,0.1,10.2724,1.00E-04,2004.252692,0.791432672,0.029039218,0.002446199,0.164210069,0.013852448,20.75,0.081029779,1.78,0.01218597,1.647541636,0.062665161,1.280146657,0.659927041,19.46985334,0.654933488,48.56355765,0.092632905,14.60055096,0.421100296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   2-3,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,2,0.1,3,0.1,8.011,1.00E-04,1999.71334,0.91955295,0.030381287,0.002792896,0.220295804,0.020279135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   3-4,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,3,0.1,4,0.1,9.0862,1.00E-04,1994.883484,1.070122058,0.032386294,0.003182285,0.207045475,0.020380718,19.86,0.077554285,1.75,0.011980589,1.620892976,0.061651564,1.276709601,0.629903533,18.5832904,0.625110985,46.41739847,0.088764293,13.84743059,0.399439433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   4-5,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,4,0.1,5,0.1,13.4258,1.00E-04,1987.577097,1.308534666,0.031633753,0.003218111,0.136866553,0.013932971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   5-6,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,5,0.1,6,0.1,11.6967,1.00E-04,1981.08581,1.548788952,0.031020283,0.003472756,0.154052657,0.017262813,18.97,0.074078791,1.72,0.011775207,1.594244317,0.060637967,1.273272546,0.599880025,17.69672745,0.595288482,44.27123928,0.08489568,13.09431021,0.377778571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   6-7,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,6,0.1,7,0.1,9.5792,1.00E-04,1975.327019,1.800201589,0.02863592,0.003453268,0.17364756,0.020948626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
