study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_peak_present,total_pb210_activity,total_pb210_activity_se,ra226_activity,ra226_activity_se,excess_pb210_activity,age,slice_thickness,kolker_bulk_density,kolker_pb_inventory,fraction_small_grain
Nolte_2020,DSK,DSK_grazed_seaward,15,16,0.683295956,0.03345264042,2.632,0.7093,NA,23.01,5.471,20.060000000000002,1.4865,2.9499999999999993,NA,1.041,0.6832959560178499,0.002098367716133015,0.1199
Nolte_2020,DSK,DSK_grazed_seaward,16,17,0.725768265,0.02896590354,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.041,0.7257682648167852,0.002277907162477935,0.15330000000000002
Nolte_2020,DSK,DSK_grazed_seaward,17,18,0.724102013,0.02447916667,1.137,NA,NA,21.95,6.305,18.869999999999997,1.5995,3.080000000000002,NA,1.041,0.724102012866636,0.002321673801814039,0.15330000000000002
Nolte_2020,DSK,DSK_grazed_seaward,18,19,0.708621804,0.026838601670000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.041,0.7086218035433465,0.0010124593458031364,0.15330000000000002
Nolte_2020,DSK,DSK_grazed_seaward,1,2,0.583171933,0.07026180634,5.819,0.4841,NA,73.89,6.297,24.89,1.282,49,NA,1.041,0.5831719328327447,0.029747017121865473,0.2716
Nolte_2020,DSK,DSK_grazed_seaward,19,20,0.703648516,0.02919803667,4.194,0.8449,NA,26.38,6.549,26.715,1.8265,-0.33500000000000085,NA,1.041,0.703648516386127,0,0.1867
Nolte_2020,DSK,DSK_grazed_seaward,20,21,0.728557598,0.02641523578,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.041,0.728557598209295,0.005693901661467091,0.13185
Nolte_2020,DSK,DSK_grazed_seaward,21,22,0.716048898,0.023632434889999998,4.057,0.5523,NA,39.93,5.903,24.58,1.4525,15.350000000000001,NA,1.041,0.7160488976111349,0.011441995952042488,0.077
Nolte_2020,DSK,DSK_grazed_seaward,22,23,0.765017413,0.02199524991,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.041,0.7650174132391837,0.0049674397557976655,0.039850000000000003
Nolte_2020,DSK,DSK_grazed_seaward,23,24,0.726222005,0.02199524991,2.545,0.7284,NA,19.93,5.653,22.805,1.6135000000000002,-2.875,NA,1.041,0.7262220047504605,0,0.0027
Nolte_2020,DSK,DSK_grazed_seaward,24,26,0.738812904,0.02035806493,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.7388129043755838,0,0.00135
Nolte_2020,DSK,DSK_grazed_seaward,26,28,0.730510314,0.016557512240000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.7305103144754981,0,0.00135
Nolte_2020,DSK,DSK_grazed_seaward,2,3,0.515973121,0.06267139273,6.567,0.7023,NA,88.99,8.568,24.705,1.5775000000000001,64.285,NA,1.041,0.5159731206481257,0.03452927467536021,0.22655
Nolte_2020,DSK,DSK_grazed_seaward,28,30,0.761715059,0.012756959560000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.7617150585504435,0,0.00135
Nolte_2020,DSK,DSK_grazed_seaward,30,32,0.737403445,0.02353229212,1.67,0.5815,NA,7.652,4.39,15.32,1.236,-7.668,NA,2.082,0.737403444570561,0,0
Nolte_2020,DSK,DSK_grazed_seaward,32,34,0.747865856,0.015762463339999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.7478658558892484,0,0.0472
Nolte_2020,DSK,DSK_grazed_seaward,34,36,0.742644214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.7426442143682558,0,0.0472
Nolte_2020,DSK,DSK_grazed_seaward,36,38,0.731942628,0.02005942589,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.7319426277424419,0,0.0472
Nolte_2020,DSK,DSK_grazed_seaward,3,4,0.614760989,0.055080979120000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.041,0.6147609886618446,0.027952123228651104,0.1815
Nolte_2020,DSK,DSK_grazed_seaward,38,40,0.638136202,0.062498334489999995,7.413,0.8139,NA,24.42,6.056,21.945,1.631,2.4750000000000014,NA,2.082,0.6381362024653549,0.003288283944493852,0.0944
Nolte_2020,DSK,DSK_grazed_seaward,40,42,0.672722221,0.03233838706,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.6727222205707356,1.8207899621967637e-4,0.1581
Nolte_2020,DSK,DSK_grazed_seaward,42,44,0.578869153,0.08910379539999999,17.7,1.019,NA,24.25,6.035,26.465,1.7485,-2.215,NA,2.082,0.5788691528818007,0,0.2218
Nolte_2020,DSK,DSK_grazed_seaward,44,46,0.662250804,0.03409279363,28.57,1.001,TRUE,31.94,4.171,20.975,1.1175,10.965,47,2.082,0.6622508042604527,0.015118609703066428,0.3864
Nolte_2020,DSK,DSK_grazed_seaward,46,48,0.674512299,0.05574667603,19.21,0.9511,NA,10.1,5.208,16.46,1.379,-6.360000000000001,NA,2.082,0.6745122988149653,0,0.003
Nolte_2020,DSK,DSK_grazed_seaward,4,5,0.585546032,0.06267452935,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.041,0.585546031577102,0.026623769452771437,0.1815
Nolte_2020,DSK,DSK_grazed_seaward,48,50,0.6883435,0.02792215556,7.784,0.7437,NA,18.44,5.439,15.704999999999998,1.3475,2.735000000000003,NA,2.082,0.6883435000036412,0.003919613741765738,0.3527
Nolte_2020,DSK,DSK_grazed_seaward,50,52,0.699368515,0.02775875487,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.6993685152171673,0,0.240975
Nolte_2020,DSK,DSK_grazed_seaward,52,54,0.70554717,0.02759535417,3.015,0.6134,NA,11.25,4.399,17.685000000000002,1.2774999999999999,-6.435000000000002,NA,2.082,0.7055471699257901,0,0.240975
Nolte_2020,DSK,DSK_grazed_seaward,54,56,0.745501927,0.02639876325,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.7455019267707407,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,56,58,0.709297113,0.025202172319999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.7092971127908696,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,5,6,0.581223463,0.07026807958,4.492,0.8917,NA,48.77,7.19,25.7,1.869,23.070000000000004,NA,1.041,0.5812234625103675,0.013958587116598862,0.19269999999999998
Nolte_2020,DSK,DSK_grazed_seaward,58,60,0.71294267,0.025057763139999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.7129426700218076,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,60,62,0.709340758,0.024913353960000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.7093407577594834,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,62,64,0.732437013,0.02812032084,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.7324370128236756,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,64,66,0.679591206,0.03132728772,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.6795912055106031,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,66,68,0.676133541,0.0355079861,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.6761335412860036,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,6,7,0.6712526,0.049424768370000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.041,0.6712525995914677,0.01097599191661438,0.11074999999999999
Nolte_2020,DSK,DSK_grazed_seaward,68,70,0.651858791,0.03968868448,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.6518587908634411,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,70,72,0.63974549,0.03589404269,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.6397454904331911,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,72,74,0.693559425,0.03209940091,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.6935594252493502,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,74,76,0.749065488,0.023278560910000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.7490654876973593,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,76,78,0.755228724,0.0144577209,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.755228724321481,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,7,8,0.70547567,0.02858145715,1.28,NA,NA,26.93,6.541,18.585,1.751,8.344999999999999,NA,1.041,0.7054756698710318,0.006128569438141784,0.11074999999999999
Nolte_2020,DSK,DSK_grazed_seaward,78,80,0.648124243,0.022110734500000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.6481242428486552,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,80,82,0.681117569,0.029763748099999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.681117568723455,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,82,84,0.661391967,0.03365649734,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.661391966801941,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,84,86,0.632956792,0.03754924658,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.082,0.6329567923051079,0,NA
Nolte_2020,DSK,DSK_grazed_seaward,8,9,0.699864265,0.02290297791,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.041,0.6998642652485243,0.0028686998817371214,0.11074999999999999
Nolte_2020,DSK,DSK_ungrazed_landward,0,1,0.514629891,0.1003631805,6.093,0.5571,NA,73.79,7.801,27.075000000000003,1.6320000000000001,46.715,NA,1.11,0.514629891056924,0.026685438250403874,0.2789
Nolte_2020,DSK,DSK_ungrazed_landward,9,10,0.750412672,0.015615656529999999,1.023,1.023,NA,19.2,5.823,18.174999999999997,1.565,1.0250000000000021,NA,1.11,0.7504126722149798,8.53782017812595e-4,0
Nolte_2020,DSK,DSK_ungrazed_landward,10,11,0.740246264,0.02057382702,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.7402462642677899,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,11,12,0.715997929,0.02553199751,1.616,0.6884,NA,14.32,5.154,18.325000000000003,1.448,-4.005000000000003,NA,1.11,0.7159979285913043,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,12,13,0.742897185,0.01915748706,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.7428971845987822,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,13,14,0.77119561700000006,0.012782976610000002,1.254,1.058,NA,13.94,8.128,15.615,2.132,-1.6750000000000007,NA,1.11,0.7711956171204188,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,14,15,0.670488552,0.029512044020000003,1.65,0.8822,NA,19.41,6.772,17.52,1.778,1.8900000000000006,NA,1.11,0.6704885522490589,0.0014066179337633013,0.055
Nolte_2020,DSK,DSK_ungrazed_landward,15,16,0.609179777,0.04624111143,3.133,1.011,NA,35.86,7.758,24.115000000000002,2.0055,11.744999999999997,NA,1.11,0.6091797767876689,0.007941846290991999,0.1107
Nolte_2020,DSK,DSK_ungrazed_landward,16,17,0.689273382,0.042301205380000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.6892733821690632,0.006706044126130141,0.09179999999999999
Nolte_2020,DSK,DSK_ungrazed_landward,17,18,0.640710654,0.03836129934,3.83,1.614,NA,28.52,12.7,22.735,3.1635,5.785,NA,1.11,0.6407106539560401,0.004114227357780619,0.0729
Nolte_2020,DSK,DSK_ungrazed_landward,18,19,0.732149844,0.02418447637,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.7321498437318854,0.0017879099183932645,0.0365
Nolte_2020,DSK,DSK_ungrazed_landward,1,2,0.520544555,0.1003631805,6.093,0.5571,NA,73.79,7.801,27.075000000000003,1.6320000000000001,46.715,NA,1.11,0.5205445545476075,0.026992135140917552,0.2789
Nolte_2020,DSK,DSK_ungrazed_landward,19,20,0.769174441,0.0100076534,0.8289,1.8289,NA,14.24,4.716,15.625,1.2915,-1.3849999999999998,NA,1.11,0.7691744407579995,0,1e-4
Nolte_2020,DSK,DSK_ungrazed_landward,20,21,0.788238234,0.00815319751,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.788238233994305,0.0011046173551637695,0.06715
Nolte_2020,DSK,DSK_ungrazed_landward,21,22,0.79061446,0.00629874161,0.887,0.2956,NA,17.55,5.194,13.64,1.1865,3.91,NA,1.11,0.7906144596593571,0.003431345816367576,0.13419999999999999
Nolte_2020,DSK,DSK_ungrazed_landward,22,23,0.773519549,0.00958241341,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.7735195486770668,0.0018374183359275054,0.0673
Nolte_2020,DSK,DSK_ungrazed_landward,23,24,0.729947922,0.00958241341,1.608,0.7316,NA,18.66,5.632,18.29,1.5165000000000002,0.370000000000001,NA,1.11,0.7299479216610252,2.997896114261839e-4,4e-4
Nolte_2020,DSK,DSK_ungrazed_landward,24,26,0.754974785,0.01286608521,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.7549747846320162,0,0.0199
Nolte_2020,DSK,DSK_ungrazed_landward,26,28,0.757053041,0.01272647512,0.9228,NA,NA,21.09,5.044,28.52,1.6105,-7.43,NA,2.22,0.7570530405791878,0,0.0394
Nolte_2020,DSK,DSK_ungrazed_landward,2,3,0.534026404,0.09318764153,6.936,2.146,NA,85.5,16.61,33.5,4.058,52,NA,1.11,0.5340264037565695,0.030824004024829196,0.2894
Nolte_2020,DSK,DSK_ungrazed_landward,28,30,0.763134371,0.01258686503,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.7631343708722214,0,0.0197
Nolte_2020,DSK,DSK_ungrazed_landward,30,32,0.760233608,0.01125629141,0.7375,1.7375,NA,12.19,4.275,16.165,1.1804999999999999,-3.9749999999999996,NA,2.22,0.7602336076693257,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,32,34,0.768257704,0.0099257178,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.768257703632311,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,34,36,0.74897886,0.01241738996,4.152,0.9551,NA,23.49,7.362,28.92,2.4275,-5.430000000000003,NA,2.22,0.7489788602216785,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,36,38,0.744972149,0.01490906211,11.42,0.9207,NA,28.18,6.291,25.11,1.7605,3.0700000000000003,NA,2.22,0.744972148618738,0.005077283181696149,0.0017000000000000001
Nolte_2020,DSK,DSK_ungrazed_landward,3,4,0.553747884,0.08601210256,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.5537478838291919,0.019360258107710072,0.32130000000000003
Nolte_2020,DSK,DSK_ungrazed_landward,38,40,0.729427871,0.03225156122,34.95,1.834,TRUE,19.03,7.495,20.674999999999997,2.0885,-1.644999999999996,47,2.22,0.729427871328005,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,40,42,0.758048211,0.018006935449999997,9.88,0.7076,NA,11.98,4.638,16.46,1.258,-4.48,NA,2.22,0.7580482114596212,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,42,44,0.74205066,0.01612239489,8.31,0.6593,NA,11.88,4.311,19.869999999999997,1.3005,-7.989999999999997,NA,2.22,0.742050659642994,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,44,46,0.75613374,0.01342113313,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.7561337400073226,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,46,48,0.758250897,0.00817762958,2.765,0.9421,NA,13.72,7.132,18.27,1.9805000000000001,-4.549999999999999,NA,2.22,0.7582508969014294,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,4,5,0.631248773,0.05901991896,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.6312487728624306,0.022069861627790198,0.32130000000000003
Nolte_2020,DSK,DSK_ungrazed_landward,48,50,0.78449351,0.00380874578,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.7844935102150166,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,50,52,0.753575444,0.01093389537,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.7535754441260618,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,52,54,0.78723168,0.00557123802,1.117,0.5641,NA,16.73,4.334,22.675,1.3625,-5.945,NA,2.22,0.7872316800222964,0,0
Nolte_2020,DSK,DSK_ungrazed_landward,54,56,0.748994263,0.00986822506,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.7489942630143179,0,NA
Nolte_2020,DSK,DSK_ungrazed_landward,56,58,0.762354187,0.00715390804,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.7623541867075758,0,NA
Nolte_2020,DSK,DSK_ungrazed_landward,5,6,0.690526023,0.032027735360000004,2.115,0.9428,NA,32.18,7.457,21.185000000000002,1.891,10.994999999999997,NA,1.11,0.690526022526409,0.008427490315622432,0.046900000000000004
Nolte_2020,DSK,DSK_ungrazed_landward,58,60,0.69477143,0.014156299530000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.6947714297120755,0,NA
Nolte_2020,DSK,DSK_ungrazed_landward,60,62,0.752372733,0.01245852145,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.7523727327219075,0,NA
