study_id,site_id,core_id,species_code,genus,species
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_6,Thalassia testudinum,NA,NA
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_7,Thalassia testudinum,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_1,Nanozostera noltii,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_3,Nanozostera noltii,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_5,Nanozostera noltii,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_7,Nanozostera noltii,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_9,Nanozostera noltii,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_11,Nanozostera noltii,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_14,Nanozostera noltii,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_16,Nanozostera noltii,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_19,Nanozostera noltii,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_21,Nanozostera noltii,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_1,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_2,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_2,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_3,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_3,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_3,Halodule wrightii,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_4,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_5,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_6,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_6,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_7,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_8,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_9,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_9,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_10,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_10,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_10,Halodule wrightii,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_11,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_12,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_12,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_13,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_13,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_14,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_15,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_16,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_16,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_17,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_18,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_19,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_20,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_20,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_21,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_21,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_21,Halodule wrightii,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_22,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_23,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_23,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_23,Halodule wrightii,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_24,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_24,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_25,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_25,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_26,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_26,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_26,Halodule wrightii,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_27,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_27,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_28,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_29,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_29,Syringodium filiforme,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_30,Thalassia testudinum,NA,NA
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_30,Syringodium filiforme,NA,NA
Carruthers_et_al_2005,Bahia_Almirante,Carruthers_et_al_2005_1,Thalassia testudinum,NA,NA
Carruthers_et_al_2005,Laguna_de_Chiriqui_Panama,Carruthers_et_al_2005_2,Thalassia testudinum,NA,NA
Carruthers_et_al_2005,Outer_Lagoon,Carruthers_et_al_2005_3,Thalassia testudinum,NA,NA
Rosenfeld_1979,Florida_Bay,Rosenfeld_1979_1,Thalassia testudinum,NA,NA
Mellors_et_al_2002,Ellie_Pt,Mellors_et_al_2002_1,Zostera capricorni,NA,NA
Mellors_et_al_2002,Lugger_Bay,Mellors_et_al_2002_2,Halodule uninervis,NA,NA
Mellors_et_al_2002,Meunga_Creek,Mellors_et_al_2002_3,Halodule uninervis,NA,NA
Mellors_et_al_2002,Horseshoe_Bay,Mellors_et_al_2002_4,Halodule uninervis,NA,NA
Mellors_et_al_2002,Geoffrey_Bay,Mellors_et_al_2002_5,Halodule uninervis,NA,NA
Mellors_et_al_2002,Bolger_Bay,Mellors_et_al_2002_6,Halophila minor,NA,NA
Mellors_et_al_2002,Windy_Point,Mellors_et_al_2002_7,Zostera capricorni,NA,NA
Mellors_et_al_2002,Port_Dennison,Mellors_et_al_2002_8,Halodule uninervis,NA,NA
Danovaro_and_Fabiano_1995,Marconi_Gulf,Danovaro_and_Fabiano_1995_1,Posidonia oceanica,NA,NA
Gonneea_et_al_2004,Chelem_Lagoon,Gonneea_et_al_2004_1,Halodule wrightii,NA,NA
Gonneea_et_al_2004,Celestun_Lagoon,Gonneea_et_al_2004_2,Halodule wrightii,NA,NA
Gonneea_et_al_2004,Celestun_Lagoon,Gonneea_et_al_2004_2,Ruppia maritima,NA,NA
Gonneea_et_al_2004,Laguna_de_Terminos,Gonneea_et_al_2004_3,Thalassia testudinum,NA,NA
Marba_unpublished,Bolinao,Marba_unpublished_1,Enhalus,NA,NA
Marba_unpublished,Bolinao,Marba_unpublished_1,Cymodocea,NA,NA
Marba_unpublished,Bolinao,Marba_unpublished_2,mixed,NA,NA
Marba_unpublished,Bolinao,Marba_unpublished_3,Enhalus,NA,NA
Marba_unpublished,Nefyn,Marba_unpublished_4,Zostera marina,NA,NA
Marba_unpublished,Anglesey,Marba_unpublished_5,Zostera noltii,NA,NA
Marba_unpublished,Anglesey,Marba_unpublished_6,Zostera noltii,NA,NA
Marba_unpublished,Anglesey,Marba_unpublished_7,Zostera noltii,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_1,Thalassia,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_1,Halodule,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_2,Thalassia,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_2,Halodule,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_3,Thalassia,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_3,Halodule,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_4,Thalassia,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_4,Halodule,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_5,Thalassia,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_5,Halodule,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_6,Thalassia,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_6,Halodule,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_7,Thalassia,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_7,Halodule,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_8,Thalassia,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_8,Halodule,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_9,Thalassia,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_9,Halodule,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_10,Thalassia,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_10,Halodule,NA,NA
Pulich_1985,Redfish_Bay,Pulich_1985_1,Halodule wrightii,NA,NA
Pulich_1985,Redfish_Bay,Pulich_1985_1,Halophila engelmanni,NA,NA
Pulich_1985,Redfish_Bay,Pulich_1985_1,Ruppia maritima,NA,NA
Pulich_1985,Laguna_Madre,Pulich_1985_2,Halodule wrightii,NA,NA
Pulich_1985,Laguna_Madre,Pulich_1985_2,Halophila engelmanni,NA,NA
Pulich_1985,Laguna_Madre,Pulich_1985_2,Ruppia maritima,NA,NA
De_Falco_et_al_2006,Gulf_of_Oristano,De_Falco_et_al_2006_1,Posidonia oceanica,NA,NA
De_Troch_et_al_2006,Punta_Allen,De_Troch_et_al_2006_1,Thalassia,NA,NA
De_Troch_et_al_2006,Punta_Allen,De_Troch_et_al_2006_1,Halodule,NA,NA
De_Troch_et_al_2006,Punta_Allen,De_Troch_et_al_2006_1,Syringodium,NA,NA
De_Troch_et_al_2006,Pujada_Bay,De_Troch_et_al_2006_2,Thalassia,NA,NA
De_Troch_et_al_2006,Pujada_Bay,De_Troch_et_al_2006_2,Halodule,NA,NA
De_Troch_et_al_2006,Pujada_Bay,De_Troch_et_al_2006_2,Syringodium,NA,NA
De_Troch_et_al_2006,Gazi_Bay,De_Troch_et_al_2006_3,Halodule wrightii,NA,NA
De_Troch_et_al_2006,Gazi_Bay,De_Troch_et_al_2006_4,Thalassia hemprichii,NA,NA
De_Troch_et_al_2006,Gazi_Bay,De_Troch_et_al_2006_5,Syringodium isoetifolium,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_1,Posidonia oceanica,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_2,Posidonia oceanica,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_3,Posidonia oceanica,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_4,Posidonia oceanica,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_5,Posidonia oceanica,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_6,Posidonia oceanica,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_7,Posidonia oceanica,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_8,Posidonia oceanica,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_9,Posidonia oceanica,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_10,Posidonia oceanica,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_11,Posidonia oceanica,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_12,Posidonia oceanica,NA,NA
Boschker_et_al_2000,Europe_1,Boschker_et_al_2000_1,Zostera marina,NA,NA
Boschker_et_al_2000,Europe_1,Boschker_et_al_2000_2,Zostera marina,NA,NA
Boschker_et_al_2000,Europe_3,Boschker_et_al_2000_3,Zostera marina,NA,NA
Boschker_et_al_2000,Europe_2,Boschker_et_al_2000_4,Zostera marina,NA,NA
Boschker_et_al_2000,Europe_2,Boschker_et_al_2000_5,Zostera noltii,NA,NA
Boschker_et_al_2000,Europe_2,Boschker_et_al_2000_6,Zostera noltii,NA,NA
Vichkovitten_et_al_2005,Denmark,Vichkovitten_et_al_2005_1,Zostera marina,NA,NA
Vichkovitten_et_al_2005,Denmark,Vichkovitten_et_al_2005_2,Zostera marina,NA,NA
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_1,Posidonia oceanica,NA,NA
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_3,Posidonia oceanica,NA,NA
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_5,Posidonia oceanica,NA,NA
Leduc_and_Probert_2011,Papanui_Inlet,Leduc_and_Probert_2011_3,Zostera muelleri,NA,NA
Leduc_and_Probert_2011,Papanui_Inlet,Leduc_and_Probert_2011_4,Zostera muelleri,NA,NA
Leduc_and_Probert_2011,Papanui_Inlet,Leduc_and_Probert_2011_5,Zostera muelleri,NA,NA
Yamamuro_et_al_1993,Dravuni_Is._Fiji,Yamamuro_et_al_1993_1,Syringodium isoetifolium,NA,NA
Pedersen_et_al_1997,Ebro_Delta,Pedersen_et_al_1997_1,Cymodocea nodosa,NA,NA
Pedersen_et_al_1997,Ebro_Delta,Pedersen_et_al_1997_2,Cymodocea nodosa,NA,NA
Barron_et_al_2004,Ebro_Delta,Barron_et_al_2004_1,Cymodocea nodosa,NA,NA
Barron_et_al_2004,Ebro_Delta,Barron_et_al_2004_2,Cymodocea nodosa,NA,NA
Barron_et_al_2004,Ebro_Delta,Barron_et_al_2004_3,Cymodocea nodosa,NA,NA
Barron_et_al_2004,Ebro_Delta,Barron_et_al_2004_4,Cymodocea nodosa,NA,NA
Barron_et_al_2004,Ebro_Delta,Barron_et_al_2004_5,Cymodocea nodosa,NA,NA
Barron_et_al_2004,Ebro_Delta,Barron_et_al_2004_6,Cymodocea nodosa,NA,NA
Barron_et_al_2004,Ebro_Delta,Barron_et_al_2004_7,Cymodocea nodosa,NA,NA
Barron_et_al_2004,Ebro_Delta,Barron_et_al_2004_8,Cymodocea nodosa,NA,NA
Barron_et_al_2004,Ebro_Delta,Barron_et_al_2004_9,Cymodocea nodosa,NA,NA
Barron_et_al_2004,Ebro_Delta,Barron_et_al_2004_10,Cymodocea nodosa,NA,NA
Barron_et_al_2004,Ebro_Delta,Barron_et_al_2004_11,Cymodocea nodosa,NA,NA
Barron_et_al_2004,Ebro_Delta,Barron_et_al_2004_12,Cymodocea nodosa,NA,NA
Calleja_et_al_2007,Es_Castell,Calleja_et_al_2007_1,Posidonia oceanica,NA,NA
Calleja_et_al_2007,Sa_Paret,Calleja_et_al_2007_2,Posidonia oceanica,NA,NA
Calleja_et_al_2007,Sta_Maria_,Calleja_et_al_2007_3,Posidonia oceanica,NA,NA
Calleja_et_al_2007,Magalluf,Calleja_et_al_2007_4,Posidonia oceanica,NA,NA
Calleja_et_al_2007,Pollen̤a,Calleja_et_al_2007_5,Posidonia oceanica,NA,NA
Calleja_et_al_2007,Cala_Millor,Calleja_et_al_2007_6,Posidonia oceanica,NA,NA
Calleja_et_al_2007,Porto_Colom,Calleja_et_al_2007_7,Posidonia oceanica,NA,NA
Holmer_et_al_2007,Sicily,Holmer_et_al_2007_1,Posidonia oceanica,NA,NA
Holmer_et_al_2007,Sounion,Holmer_et_al_2007_2,Posidonia oceanica,NA,NA
Holmer_et_al_2007,Sounion,Holmer_et_al_2007_3,Posidonia oceanica,NA,NA
Holmer_et_al_2007,Campello,Holmer_et_al_2007_4,Posidonia oceanica,NA,NA
Holmer_et_al_2007,Spain,Holmer_et_al_2007_5,Posidonia oceanica,NA,NA
Holmer_et_al_2007,Spain,Holmer_et_al_2007_6,Posidonia oceanica,NA,NA
Holmer_et_al_2007,Greece,Holmer_et_al_2007_7,Posidonia oceanica,NA,NA
Holmer_et_al_2007,Greece,Holmer_et_al_2007_8,Posidonia oceanica,NA,NA
Holmer_et_al_2007,Cyprus,Holmer_et_al_2007_9,Posidonia oceanica,NA,NA
Holmer_et_al_2007,Cyprus,Holmer_et_al_2007_10,Posidonia oceanica,NA,NA
Kairis_and_Rybczyk_2010,Padilla_Bay,Kairis_and_Rybczyk_2010_1,Zostera marina,NA,NA
Apostolaki_unpublished,Sounion,Apostolaki_unpublished_1,Posidonia oceanica,NA,NA
Apostolaki_unpublished,Sounion,Apostolaki_unpublished_2,Posidonia oceanica,NA,NA
Apostolaki_unpublished,Sounion,Apostolaki_unpublished_3,Posidonia oceanica,NA,NA
Apostolaki_unpublished,Sounion,Apostolaki_unpublished_4,Posidonia oceanica,NA,NA
Apostolaki_unpublished,Sounion,Apostolaki_unpublished_5,Posidonia oceanica,NA,NA
Apostolaki_unpublished,Sounion,Apostolaki_unpublished_6,Posidonia oceanica,NA,NA
Apostolaki_unpublished,Sounion,Apostolaki_unpublished_7,Posidonia oceanica,NA,NA
Apostolaki_unpublished,Psaromoura_Crete,Apostolaki_unpublished_8,Posidonia oceanica,NA,NA
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_1,Zostera capricorni,NA,NA
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_2,Halophila australis,NA,NA
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_7,Zostera capricorni,NA,NA
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_8,Halophila australis,NA,NA
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_9,Ruppia megacarpa,NA,NA
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_18,Zostera capricorni,NA,NA
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_19,Halophila australis,NA,NA
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_20,Ruppia megacarpa,NA,NA
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_21,Posidonia australis,NA,NA
Borg_et_al_2010,Ramla_Bay,Borg_et_al_2010_1,Posidonia oceanica,NA,NA
Borg_et_al_2010,Ramla_Bay,Borg_et_al_2010_2,Posidonia oceanica,NA,NA
Borg_et_al_2010,Ramla_Bay,Borg_et_al_2010_3,Posidonia oceanica,NA,NA
Borg_et_al_2010,Ramla_Bay,Borg_et_al_2010_4,Posidonia oceanica,NA,NA
Borg_et_al_2010,Ramla_Bay,Borg_et_al_2010_5,Posidonia oceanica,NA,NA
Borg_et_al_2010,Ramla_Bay,Borg_et_al_2010_6,Posidonia oceanica,NA,NA
Borg_et_al_2010,Mellieha_Bay,Borg_et_al_2010_7,Posidonia oceanica,NA,NA
Borg_et_al_2010,Mellieha_Bay,Borg_et_al_2010_8,Posidonia oceanica,NA,NA
Borg_et_al_2010,Mellieha_Bay,Borg_et_al_2010_9,Posidonia oceanica,NA,NA
Borg_et_al_2010,Mellieha_Bay,Borg_et_al_2010_10,Posidonia oceanica,NA,NA
Borg_et_al_2010,Mellieha_Bay,Borg_et_al_2010_11,Posidonia oceanica,NA,NA
Borg_et_al_2010,Mellieha_Bay,Borg_et_al_2010_12,Posidonia oceanica,NA,NA
Borg_et_al_2010,White_Rocks,Borg_et_al_2010_13,Posidonia oceanica,NA,NA
Borg_et_al_2010,White_Rocks,Borg_et_al_2010_14,Posidonia oceanica,NA,NA
Borg_et_al_2010,White_Rocks,Borg_et_al_2010_15,Posidonia oceanica,NA,NA
Borg_et_al_2010,White_Rocks,Borg_et_al_2010_16,Posidonia oceanica,NA,NA
Borg_et_al_2010,White_Rocks,Borg_et_al_2010_17,Posidonia oceanica,NA,NA
Borg_et_al_2010,White_Rocks,Borg_et_al_2010_18,Posidonia oceanica,NA,NA
Borg_et_al_2010,Thomas_Bay,Borg_et_al_2010_19,Posidonia oceanica,NA,NA
Borg_et_al_2010,Thomas_Bay,Borg_et_al_2010_20,Posidonia oceanica,NA,NA
Borg_et_al_2010,Thomas_Bay,Borg_et_al_2010_21,Posidonia oceanica,NA,NA
Borg_et_al_2010,Thomas_Bay,Borg_et_al_2010_22,Posidonia oceanica,NA,NA
Borg_et_al_2010,Thomas_Bay,Borg_et_al_2010_23,Posidonia oceanica,NA,NA
Borg_et_al_2010,Thomas_Bay,Borg_et_al_2010_24,Posidonia oceanica,NA,NA
Spivak_et_al_2009,Goodwin_islands,Spivak_et_al_2009_1,Zostera marina,NA,NA
Alongi_et_al_2008,S_Sulawesi,Alongi_et_al_2008_1,Enhalus acoroides,NA,NA
Alongi_et_al_2008,S_Sulawesi,Alongi_et_al_2008_1,Halodule uninervis,NA,NA
Alongi_et_al_2008,S_Sulawesi,Alongi_et_al_2008_1,Cymodocea rotundata,NA,NA
Alongi_et_al_2008,S_Sulawesi,Alongi_et_al_2008_2,Enhalus acoroides,NA,NA
Alongi_et_al_2008,S_Sulawesi,Alongi_et_al_2008_2,Halodule uninervis,NA,NA
Alongi_et_al_2008,S_Sulawesi,Alongi_et_al_2008_2,Cymodocea rotundata,NA,NA
Alongi_et_al_2008,S_Sulawesi,Alongi_et_al_2008_3,Enhalus acoroides,NA,NA
Alongi_et_al_2008,S_Sulawesi,Alongi_et_al_2008_3,Halodule uninervis,NA,NA
Alongi_et_al_2008,S_Sulawesi,Alongi_et_al_2008_3,Cymodocea rotundata,NA,NA
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_1,Posidonia australis,NA,NA
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_2,Posidonia australis,NA,NA
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_3,Posidonia australis,NA,NA
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_4,Posidonia australis,NA,NA
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_5,Posidonia australis,NA,NA
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_6,Posidonia australis,NA,NA
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_7,Posidonia australis,NA,NA
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_8,Posidonia australis,NA,NA
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_9,Posidonia australis,NA,NA
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_10,Posidonia australis,NA,NA
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_1,Thalassia testudinum,NA,NA
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_1,Halodule wrightii,NA,NA
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_2,Thalassia testudinum,NA,NA
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_2,Halodule wrightii,NA,NA
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_3,Thalassia testudinum,NA,NA
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_3,Halodule wrightii,NA,NA
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_4,Thalassia testudinum,NA,NA
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_4,Halodule wrightii,NA,NA
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_4,Syringodium filiforme,NA,NA
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_5,Thalassia testudinum,NA,NA
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_5,Halodule wrightii,NA,NA
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_5,Syringodium filiforme,NA,NA
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_1,Thalassia testudinum,NA,NA
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_1,Halodule wrightii,NA,NA
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_2,Thalassia testudinum,NA,NA
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_2,Halodule wrightii,NA,NA
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_3,Thalassia testudinum,NA,NA
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_3,Halodule wrightii,NA,NA
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_4,Thalassia testudinum,NA,NA
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_4,Halodule wrightii,NA,NA
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_5,Thalassia testudinum,NA,NA
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_5,Halodule wrightii,NA,NA
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_6,Thalassia testudinum,NA,NA
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_6,Halodule wrightii,NA,NA
Lewis_et_al_2007,Little_Sabine_Bay,Lewis_et_al_2007_7,Thalassia testudinum,NA,NA
Lewis_et_al_2007,Little_Sabine_Bay,Lewis_et_al_2007_7,Halodule wrightii,NA,NA
Lewis_et_al_2007,Choctwhatchee_Bay,Lewis_et_al_2007_8,Thalassia testudinum,NA,NA
