study_id,site_id,core_id,species_code,genus,species
Bukoski_et_al_2017,An Bien,M1585,NA,NA,NA
Bukoski_et_al_2017,An Minh,M1586,NA,NA,NA
Bukoski_et_al_2017,Vam Rang,M1587,NA,NA,NA
Bukoski_et_al_2017,Vam Rang,M1588,NA,NA,NA
Bukoski_et_al_2017,Vam Rang,M1589,NA,NA,NA
Donato_et_al_2011,Yap,M1373,NA,NA,NA
Donato_et_al_2011,Yap,M1374,NA,NA,NA
Donato_et_al_2011,Yap,M1375,NA,NA,NA
Donato_et_al_2011,Yap,M1376,NA,NA,NA
Donato_et_al_2011,Yap,M1377,NA,NA,NA
Donato_et_al_2011,Yap,M1378,NA,NA,NA
Donato_et_al_2011,Ganges-Brahmaputra Delta,M1379,NA,NA,NA
Donato_et_al_2011,Java,M1380,NA,NA,NA
Donato_et_al_2011,Java,M1381,NA,NA,NA
Donato_et_al_2011,Java,M1382,NA,NA,NA
Donato_et_al_2011,Java,M1383,NA,NA,NA
Donato_et_al_2011,Java,M1384,NA,NA,NA
Donato_et_al_2011,Java,M1385,NA,NA,NA
Donato_et_al_2011,Java,M1386,NA,NA,NA
Donato_et_al_2011,Java,M1387,NA,NA,NA
Donato_et_al_2011,Java,M1388,NA,NA,NA
Donato_et_al_2011,Java,M1389,NA,NA,NA
Donato_et_al_2011,Java,M1390,NA,NA,NA
Donato_et_al_2011,Java,M1391,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1392,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1393,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1394,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1395,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1396,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1397,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1398,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1399,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1400,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1401,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1402,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1403,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1404,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1405,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1406,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1407,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1408,NA,NA,NA
Donato_et_al_2011,Mantehage Island,M1409,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1410,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1411,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1412,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1413,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1414,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1415,NA,NA,NA
Donato_et_al_2011,Yap,M1416,NA,NA,NA
Donato_et_al_2011,Yap,M1417,NA,NA,NA
Donato_et_al_2011,Yap,M1418,NA,NA,NA
Donato_et_al_2011,Yap,M1419,NA,NA,NA
Donato_et_al_2011,Yap,M1420,NA,NA,NA
Donato_et_al_2011,Yap,M1421,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1422,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1423,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1424,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1425,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1426,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1427,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1428,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1429,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1430,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1431,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1432,NA,NA,NA
Donato_et_al_2011,Sulawesi,M1433,NA,NA,NA
Donato_et_al_2011,Ganges-Brahmaputra Delta,M1434,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1435,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1436,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1437,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1438,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1439,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1440,NA,NA,NA
Donato_et_al_2011,Kosrae,M1441,NA,NA,NA
Donato_et_al_2011,Kosrae,M1442,NA,NA,NA
Donato_et_al_2011,Kosrae,M1443,NA,NA,NA
Donato_et_al_2011,Kosrae,M1444,NA,NA,NA
Donato_et_al_2011,Kosrae,M1445,NA,NA,NA
Donato_et_al_2011,Kosrae,M1446,NA,NA,NA
Donato_et_al_2011,Kosrae,M1447,NA,NA,NA
Donato_et_al_2011,Kosrae,M1448,NA,NA,NA
Donato_et_al_2011,Kosrae,M1449,NA,NA,NA
Donato_et_al_2011,Kosrae,M1450,NA,NA,NA
Donato_et_al_2011,Kosrae,M1451,NA,NA,NA
Donato_et_al_2011,Kosrae,M1452,NA,NA,NA
Donato_et_al_2011,Kosrae,M1453,NA,NA,NA
Donato_et_al_2011,Kosrae,M1454,NA,NA,NA
Donato_et_al_2011,Kosrae,M1455,NA,NA,NA
Donato_et_al_2011,Kosrae,M1456,NA,NA,NA
Donato_et_al_2011,Kosrae,M1457,NA,NA,NA
Donato_et_al_2011,Kosrae,M1458,NA,NA,NA
Donato_et_al_2011,Kosrae,M1459,NA,NA,NA
Donato_et_al_2011,Kosrae,M1460,NA,NA,NA
Donato_et_al_2011,Kosrae,M1461,NA,NA,NA
Donato_et_al_2011,Kosrae,M1462,NA,NA,NA
Donato_et_al_2011,Kosrae,M1463,NA,NA,NA
Donato_et_al_2011,Kosrae,M1464,NA,NA,NA
Donato_et_al_2011,Yap,M1465,NA,NA,NA
Donato_et_al_2011,Yap,M1466,NA,NA,NA
Donato_et_al_2011,Yap,M1467,NA,NA,NA
Donato_et_al_2011,Yap,M1468,NA,NA,NA
Donato_et_al_2011,Yap,M1469,NA,NA,NA
Donato_et_al_2011,Yap,M1470,NA,NA,NA
Donato_et_al_2011,Yap,M1471,NA,NA,NA
Donato_et_al_2011,Yap,M1472,NA,NA,NA
Donato_et_al_2011,Yap,M1473,NA,NA,NA
Donato_et_al_2011,Yap,M1474,NA,NA,NA
Donato_et_al_2011,Yap,M1475,NA,NA,NA
Donato_et_al_2011,Yap,M1476,NA,NA,NA
Donato_et_al_2011,Yap,M1477,NA,NA,NA
Donato_et_al_2011,Yap,M1478,NA,NA,NA
Donato_et_al_2011,Yap,M1479,NA,NA,NA
Donato_et_al_2011,Yap,M1480,NA,NA,NA
Donato_et_al_2011,Yap,M1481,NA,NA,NA
Donato_et_al_2011,Yap,M1482,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1483,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1484,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1485,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1486,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1487,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1488,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1489,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1490,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1491,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1492,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1493,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1494,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1495,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1496,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1497,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1498,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1499,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1500,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1501,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1502,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1503,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1504,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1505,NA,NA,NA
Donato_et_al_2011,Central Kalimantan,M1506,NA,NA,NA
Nsombo_et_al_2016,"Rio del Rey Estuary, Bamusso",M0540,Rhizophora spp,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1590,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1591,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1592,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1593,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1594,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1595,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1596,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1597,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1598,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1599,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1600,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1601,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1602,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1603,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1604,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1605,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1606,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1607,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1608,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1609,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1610,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1611,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1612,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1613,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1614,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1615,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1616,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1617,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1618,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1619,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1620,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1621,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1622,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1623,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1624,NA,NA,NA
Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1625,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1626,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1627,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1628,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1629,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1630,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1631,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1632,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1633,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1634,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1635,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1636,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1637,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1638,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1639,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1640,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1641,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1642,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1643,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1644,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1645,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1646,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1647,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1648,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1649,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1650,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1651,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1652,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1653,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1654,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1655,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1656,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1657,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1658,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1659,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1660,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1661,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1662,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1663,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1664,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1665,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1666,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1667,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1668,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1669,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1670,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1671,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1672,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1673,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1674,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1675,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1676,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1677,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1678,NA,NA,NA
Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1679,NA,NA,NA
Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1743,Avicennia marina,NA,NA
Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1744,Avicennia marina,NA,NA
Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1745,Avicennia marina,NA,NA
Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1746,Avicennia marina,NA,NA
Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1747,Avicennia marina,NA,NA
Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1748,Avicennia marina,NA,NA
Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1749,Avicennia marina,NA,NA
Duncan_et_al_2016,"Ermita, Dumangas, Iloilo",M1750,Avicennia marina; Sonneratia alba,NA,NA
Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1751,Sonneratia alba,NA,NA
Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1752,Sonneratia alba,NA,NA
Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1753,Sonneratia alba,NA,NA
Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1754,Sonneratia alba,NA,NA
Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1755,Avicennia marina,NA,NA
Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1756,Avicennia marina,NA,NA
Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1757,Sonneratia alba,NA,NA
Duncan_et_al_2016,"Bakhawan Ecopark, Buswang, Kalibo, Aklan",M1758,Avicennia marina,NA,NA
Poppe_and_Rybczyk_2018,1,1_2J,Zostera marina,NA,NA
Poppe_and_Rybczyk_2018,2,2_3F,Zostera marina,NA,NA
Poppe_and_Rybczyk_2018,3,3_4F,Zostera marina,NA,NA
Poppe_and_Rybczyk_2018,4,4_5B,Zostera marina,NA,NA
Poppe_and_Rybczyk_2018,5,5_5F,Zostera marina,NA,NA
Poppe_and_Rybczyk_2018,6,6_5J,Zostera marina,NA,NA
Poppe_and_Rybczyk_2019,HM5,HM5_1,Carex lyngbyei,NA,NA
Poppe_and_Rybczyk_2019,HM5,HM5_1,Distichlis sppcata,NA,NA
Poppe_and_Rybczyk_2019,HM5,HM5_1,Juncus balticus,NA,NA
Poppe_and_Rybczyk_2019,HM5,HM5_1,Potentilla anserina,NA,NA
Poppe_and_Rybczyk_2019,HM5,HM5_1,Agrostis stolonifera,NA,NA
Poppe_and_Rybczyk_2019,LM1,LM1_10,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,LM1,LM1_10,Schoenoplectus americanus,NA,NA
Poppe_and_Rybczyk_2019,HM3,HM3_11,Carex lyngbyei,NA,NA
Poppe_and_Rybczyk_2019,HM3,HM3_11,Triglochin maritima,NA,NA
Poppe_and_Rybczyk_2019,HM3,HM3_11,Symphyotrichum subsppcatum,NA,NA
Poppe_and_Rybczyk_2019,HM3,HM3_11,Schoenoplectus americanus,NA,NA
Poppe_and_Rybczyk_2019,HM3,HM3_11,Agrostis stolonifera,NA,NA
Poppe_and_Rybczyk_2019,HM3,HM3_11,Potentilla anserina,NA,NA
Poppe_and_Rybczyk_2019,HM3,HM3_11,Deschampsia cespptosa,NA,NA
Poppe_and_Rybczyk_2019,LM3,LM3_13,Schoenoplectus americanus,NA,NA
Poppe_and_Rybczyk_2019,LM3,LM3_13,Schoenoplectus tabernaemontanii,NA,NA
Poppe_and_Rybczyk_2019,LM3,LM3_16,Schoenoplectus americanus,NA,NA
Poppe_and_Rybczyk_2019,LM3,LM3_16,Schoenoplectus tabernaemontanii,NA,NA
Poppe_and_Rybczyk_2019,LM3,LM3_16,Cotula coronopifolia,NA,NA
Poppe_and_Rybczyk_2019,HM5,HM5_2,Juncus balticus,NA,NA
Poppe_and_Rybczyk_2019,HM5,HM5_2,Potentilla anserina,NA,NA
Poppe_and_Rybczyk_2019,HM5,HM5_2,Lolium perenne,NA,NA
Poppe_and_Rybczyk_2019,HM5,HM5_2,Agrostis stolonifera,NA,NA
Poppe_and_Rybczyk_2019,HM3,HM3_20,Carex lyngbyei,NA,NA
Poppe_and_Rybczyk_2019,HM3,HM3_20,Symphyotrichum subsppcatum,NA,NA
Poppe_and_Rybczyk_2019,HM3,HM3_20,Triglochin maritima,NA,NA
Poppe_and_Rybczyk_2019,HM3,HM3_20,Juncus balticus,NA,NA
Poppe_and_Rybczyk_2019,HM3,HM3_20,Potentilla anserina,NA,NA
Poppe_and_Rybczyk_2019,HM3,HM3_20,Agrostis stolonifera,NA,NA
Poppe_and_Rybczyk_2019,HM3,HM3_20,Deschampsia cespptosa,NA,NA
Poppe_and_Rybczyk_2019,HM4,HM4_21,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,HM4,HM4_21,Bolboschoenus fluviatilis,NA,NA
Poppe_and_Rybczyk_2019,HM4,HM4_22,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,HM4,HM4_22,Bolboschoenus fluviatilis,NA,NA
Poppe_and_Rybczyk_2019,LM4,LM4_23,Schoenoplectus americanus,NA,NA
Poppe_and_Rybczyk_2019,LM4,LM4_23,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,LM4,LM4_23,Cotula coronopifolia,NA,NA
Poppe_and_Rybczyk_2019,LM4,LM4_24,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,LM4,LM4_24,Schoenoplectus americanus,NA,NA
Poppe_and_Rybczyk_2019,LM4,LM4_24,Cotula coronopifolia,NA,NA
Poppe_and_Rybczyk_2019,R1,25A,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,R1,25B,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,Cotula coronopifolia,NA,NA
Poppe_and_Rybczyk_2019,R2,26A,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,Cotula coronopifolia,NA,NA
Poppe_and_Rybczyk_2019,R2,26B,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,R3,27A,Schoenoplectus americanus,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,R3,27B,Schoenoplectus americanus,NA,NA
Poppe_and_Rybczyk_2019,R4,28A,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,R4,28A,Schoenoplectus americanus,NA,NA
Poppe_and_Rybczyk_2019,R4,28A,Cotula coronopifolia,NA,NA
Poppe_and_Rybczyk_2019,R4,28A,Typha latifolia,NA,NA
Poppe_and_Rybczyk_2019,R4,28A,Typha angustifolia,NA,NA
Poppe_and_Rybczyk_2019,R4,28B,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,R4,28B,Schoenoplectus americanus,NA,NA
Poppe_and_Rybczyk_2019,R4,28B,Typha latifolia,NA,NA
Poppe_and_Rybczyk_2019,R4,28B,Typha angustifolia,NA,NA
Poppe_and_Rybczyk_2019,LM5,LM5_3,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,LM5,LM5_3,Schoenoplectus americanus,NA,NA
Poppe_and_Rybczyk_2019,LM5,LM5_4,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,Juncus balticus,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,Potentilla anserina,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,Agrostis stolonifera,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,Triglochin maritima,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,Carex lyngbyei,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,Juncus balticus,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,Agrostis stolonifera,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,Triglochin maritima,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,Eleocharis palustris,NA,NA
Poppe_and_Rybczyk_2019,LM1,LM1_9,Bolboschoenus maritimus,NA,NA
Poppe_and_Rybczyk_2019,LM1,LM1_9,Schoenoplectus americanus,NA,NA
Poppe_and_Rybczyk_2019,LM1,LM1_9,Triglochin maritima,NA,NA
Poppe_and_Rybczyk_2019,LM1,LM1_9,Spergularia canadensis,NA,NA
Poppe_and_Rybczyk_2019,LM1,LM1_9,Cotula coronopifolia,NA,NA
Poppe_et_al_2019,Heron_Point,HP_A,Rosa pisocarpa,NA,NA
Poppe_et_al_2019,Heron_Point,HP_A,Rosa nutkana,NA,NA
Poppe_et_al_2019,Heron_Point,HP_A,Lonicera involucrata,NA,NA
Poppe_et_al_2019,Heron_Point,HP_B,Rosa pisocarpa,NA,NA
Poppe_et_al_2019,Heron_Point,HP_B,Rosa nutkana,NA,NA
Poppe_et_al_2019,Heron_Point,HP_B,Lonicera involucrata,NA,NA
Poppe_et_al_2019,Marysville_Mitigation,MA_A,Carex lyngbyei,NA,NA
Poppe_et_al_2019,Marysville_Mitigation,MA_B,Carex lyngbyei,NA,NA
Poppe_et_al_2019,North_Ebey,NE_A,Schoenoplectus tabernaemontani,NA,NA
Poppe_et_al_2019,North_Ebey,NE_A,Typha angustifolia,NA,NA
Poppe_et_al_2019,North_Ebey,NE_B,Schoenoplectus tabernaemontani,NA,NA
Poppe_et_al_2019,North_Ebey,NE_B,Typha angustifolia,NA,NA
Poppe_et_al_2019,Otter_Island,OI_A,Oenanthe sarmentosa,NA,NA
Poppe_et_al_2019,Otter_Island,OI_B,Oenanthe sarmentosa,NA,NA
Poppe_et_al_2019,Quilceda_Marsh,QM_A,Carex lyngbyei,NA,NA
Poppe_et_al_2019,Quilceda_Marsh,QM_B,Carex lyngbyei,NA,NA
Poppe_et_al_2019,Quilceda_Marsh,QM_C,Carex lyngbyei,NA,NA
