study_id,site_id,state,watershed,site_description,site_latitude_max,site_latitude_min,site_longitude_max,site_longitude_min,salinity_class,vegetation_class,vegetation_method,inundation_class
Ashton_and_Macintosh_2002,"Sematan Mangrove Forest, Sarawak",International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton_and_Macintosh_2002,"Sematan Mangrove Forest, Sarawak",International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton_and_Macintosh_2002,"Sematan Mangrove Forest, Sarawak",International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton_and_Macintosh_2002,"Sematan Mangrove Forest, Sarawak",International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton_and_Macintosh_2002,"Sematan Mangrove Forest, Sarawak",International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Indian Sundarbans,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Indian Sundarbans,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Indian Sundarbans,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Indian Sundarbans,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Indian Sundarbans,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Indian Sundarbans,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Indian Sundarbans,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Indian Sundarbans,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Indian Sundarbans,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Indian Sundarbans,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Indian Sundarbans,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Indian Sundarbans,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Indian Sundarbans,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Indian Sundarbans,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Ebro_Delta,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Ebro_Delta,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Ebro_Delta,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Ebro_Delta,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Ebro_Delta,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Ebro_Delta,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Ebro_Delta,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Ebro_Delta,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Ebro_Delta,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Ebro_Delta,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Ebro_Delta,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Ebro_Delta,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Guanaja,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Guanaja,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Gulf of Fonseca,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Gulf of Fonseca,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Gulf of Fonseca,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Gulf of Fonseca,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Roatan,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Roatan,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Tela,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Tela,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Tela,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Tela,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Tela,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Utila,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Utila,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Utila,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Utila,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Utila,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_India,Odisha,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_India,Odisha,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_India,Odisha,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_India,Odisha,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_India,Odisha,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_India,Odisha,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bianchi_et_al_2012,Texas,Texas,Aransas Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bianchi_et_al_2012,Texas,Texas,Aransas Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bianchi_et_al_2012,Texas,Texas,Aransas Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bianchi_et_al_2012,Texas,Texas,Aransas Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Mahajamba,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borg_et_al_2010,Mellieha_Bay,International,International,NA,35.58,35.58,14.21,14.21,NA,seagrass,NA,NA
Borg_et_al_2010,Mellieha_Bay,International,International,NA,35.58,35.58,14.21,14.21,NA,seagrass,NA,NA
Borg_et_al_2010,Mellieha_Bay,International,International,NA,35.58,35.58,14.21,14.21,NA,seagrass,NA,NA
Borg_et_al_2010,Mellieha_Bay,International,International,NA,35.58,35.58,14.21,14.21,NA,seagrass,NA,NA
Borg_et_al_2010,Mellieha_Bay,International,International,NA,35.58,35.58,14.21,14.21,NA,seagrass,NA,NA
Borg_et_al_2010,Mellieha_Bay,International,International,NA,35.58,35.58,14.21,14.21,NA,seagrass,NA,NA
Borg_et_al_2010,Ramla_Bay,International,International,NA,36.03,36.03,14.17,14.17,NA,seagrass,NA,NA
Borg_et_al_2010,Ramla_Bay,International,International,NA,36.03,36.03,14.17,14.17,NA,seagrass,NA,NA
Borg_et_al_2010,Ramla_Bay,International,International,NA,36.03,36.03,14.17,14.17,NA,seagrass,NA,NA
Borg_et_al_2010,Ramla_Bay,International,International,NA,36.03,36.03,14.17,14.17,NA,seagrass,NA,NA
Borg_et_al_2010,Ramla_Bay,International,International,NA,36.03,36.03,14.17,14.17,NA,seagrass,NA,NA
Borg_et_al_2010,Ramla_Bay,International,International,NA,36.03,36.03,14.17,14.17,NA,seagrass,NA,NA
Borg_et_al_2010,Thomas_Bay,International,International,NA,35.51,35.51,14.33,14.33,NA,seagrass,NA,NA
Borg_et_al_2010,Thomas_Bay,International,International,NA,35.51,35.51,14.33,14.33,NA,seagrass,NA,NA
Borg_et_al_2010,Thomas_Bay,International,International,NA,35.51,35.51,14.33,14.33,NA,seagrass,NA,NA
Borg_et_al_2010,Thomas_Bay,International,International,NA,35.51,35.51,14.33,14.33,NA,seagrass,NA,NA
Borg_et_al_2010,Thomas_Bay,International,International,NA,35.51,35.51,14.33,14.33,NA,seagrass,NA,NA
Borg_et_al_2010,Thomas_Bay,International,International,NA,35.51,35.51,14.33,14.33,NA,seagrass,NA,NA
Borg_et_al_2010,White_Rocks,International,International,NA,35.56,35.56,14.28,14.28,NA,seagrass,NA,NA
Borg_et_al_2010,White_Rocks,International,International,NA,35.56,35.56,14.28,14.28,NA,seagrass,NA,NA
Borg_et_al_2010,White_Rocks,International,International,NA,35.56,35.56,14.28,14.28,NA,seagrass,NA,NA
Borg_et_al_2010,White_Rocks,International,International,NA,35.56,35.56,14.28,14.28,NA,seagrass,NA,NA
Borg_et_al_2010,White_Rocks,International,International,NA,35.56,35.56,14.28,14.28,NA,seagrass,NA,NA
Borg_et_al_2010,White_Rocks,International,International,NA,35.56,35.56,14.28,14.28,NA,seagrass,NA,NA
Boschker_et_al_2000,Europe_1,International,International,NA,55.171973,55.171973,10.493102,10.493102,NA,seagrass,NA,NA
Boschker_et_al_2000,Europe_1,International,International,NA,55.171973,55.171973,10.493102,10.493102,NA,seagrass,NA,NA
Boschker_et_al_2000,Europe_1,International,International,NA,55.171973,55.171973,10.493102,10.493102,NA,seagrass,NA,NA
Boschker_et_al_2000,Europe_1,International,International,NA,55.171973,55.171973,10.493102,10.493102,NA,seagrass,NA,NA
Boschker_et_al_2000,Europe_2,International,International,NA,44.39,44.39,-1.09,-1.09,NA,seagrass,NA,NA
Boschker_et_al_2000,Europe_2,International,International,NA,44.39,44.39,-1.09,-1.09,NA,seagrass,NA,NA
Boschker_et_al_2000,Europe_2,International,International,NA,44.39,44.39,-1.09,-1.09,NA,seagrass,NA,NA
Boschker_et_al_2000,Europe_2,International,International,NA,44.39,44.39,-1.09,-1.09,NA,seagrass,NA,NA
Boschker_et_al_2000,Europe_2,International,International,NA,44.39,44.39,-1.09,-1.09,NA,seagrass,NA,NA
Boschker_et_al_2000,Europe_2,International,International,NA,44.39,44.39,-1.09,-1.09,NA,seagrass,NA,NA
Boschker_et_al_2000,Europe_3,International,International,NA,51.36,51.36,4.06,4.06,NA,seagrass,NA,NA
Boschker_et_al_2000,Europe_3,International,International,NA,51.36,51.36,4.06,4.06,NA,seagrass,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Chilaw Lagoon,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Coringa Wildlife Sanctuary,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Coringa Wildlife Sanctuary,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Coringa Wildlife Sanctuary,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Coringa Wildlife Sanctuary,International,International,NA,NA,NA,NA,NA,NA,NA,NA,NA
