"","study_id","site_id","core_id","method_id","depth_min","depth_max","sample_id","dry_bulk_density","fraction_organic_matter","cs137_activity","cs137_activity_se","cs137_unit","total_pb210_activity","total_pb210_activity_se","pb210_unit","ra226_activity","ra226_activity_se","ra226_unit"
"49","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",30,31,"replicate_2",0.694868789808917,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"50","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",31,32,"replicate_2",0.668045859872611,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"51","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",32,33,"replicate_2",0.838073885350318,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"52","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",33,34,"replicate_2",0.949136305732484,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"53","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",34,35,"replicate_2",0.789808917197452,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"54","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",35,36,"replicate_2",0.852066242038217,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"55","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",36,37,"replicate_2",0.828871337579618,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"56","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",37,38,"replicate_2",0.821686624203822,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"57","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",38,39,"replicate_2",0.863337579617834,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"58","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",39,40,"replicate_2",0.746537579617834,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"59","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",40,41,"replicate_2",0.87031847133758,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"60","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",41,42,"replicate_2",0.799806369426752,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"61","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",42,43,"replicate_2",0.821115923566879,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"62","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",43,44,"replicate_2",0.997064968152866,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"63","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",44,45,"replicate_2",1.04168152866242,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"64","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",45,46,"replicate_2",1.10673121019108,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"65","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",46,47,"replicate_2",0.8355974522293,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"66","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",47,48,"replicate_2",1.13877197452229,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"67","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",48,49,"replicate_2",1.44136560509554,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"68","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",49,50,"replicate_2",1.10411210191083,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"69","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",50,51,"replicate_2",1.05077197452229,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"70","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",51,52,"replicate_2",0.998787261146497,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"71","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",52,53,"replicate_2",0.835454777070064,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"72","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",53,54,"replicate_2",0.636912101910828,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"73","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",54,55,"replicate_2",0.720774522292994,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"74","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",55,60,"replicate_2",0.677986242038217,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"75","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",60,65,"replicate_2",0.799806369426752,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"76","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",65,70,"replicate_2",0.846063694267516,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"77","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",0,1,"replicate_1",0.116284840764331,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"78","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",1,2,"replicate_1",0.26968101910828,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"79","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",2,3,"replicate_1",0.376595668789809,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"80","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",3,4,"replicate_1",0.271219872611465,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"81","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",4,5,"replicate_1",0.267102675159236,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"82","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",5,6,"replicate_1",0.402246624203822,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"83","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",6,7,"replicate_1",0.463596942675159,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"84","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",7,8,"replicate_1",0.398710318471338,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"85","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",8,9,"replicate_1",0.433370191082803,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"86","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",9,10,"replicate_1",0.480177834394905,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"87","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",10,11,"replicate_1",0.493803312101911,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"88","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",11,12,"replicate_1",0.357324331210191,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"89","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",12,13,"replicate_1",0.404753630573248,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"90","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",13,14,"replicate_1",0.374068280254777,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"91","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",14,15,"replicate_1",0.562593121019108,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"92","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",15,16,"replicate_1",0.380712866242038,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"93","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",16,17,"replicate_1",0.434654267515924,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"94","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",17,18,"replicate_1",0.590414777070064,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"95","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",18,19,"replicate_1",0.74856,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"96","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",19,20,"replicate_1",0.854455541401274,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"97","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",20,21,"replicate_1",0.729135796178344,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"98","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",21,22,"replicate_1",0.82479949044586,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"99","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",22,23,"replicate_1",0.75980076433121,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"100","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",23,24,"replicate_1",0.920697579617834,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"101","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",24,25,"replicate_1",0.625737070063694,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"102","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",25,26,"replicate_1",0.658246624203822,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"103","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",26,27,"replicate_1",0.597528152866242,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"104","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",27,28,"replicate_1",0.667591847133758,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"105","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",28,29,"replicate_1",0.611581656050955,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"106","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",29,30,"replicate_1",0.819938343949045,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"107","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",30,31,"replicate_1",0.826898853503185,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"108","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",31,32,"replicate_1",0.694363821656051,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"109","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",32,33,"replicate_1",0.749151082802548,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"110","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",33,34,"replicate_1",0.780091210191083,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"111","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",34,35,"replicate_1",0.833737070063694,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"112","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",35,36,"replicate_1",0.876723057324841,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"113","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",36,37,"replicate_1",1.0393625477707,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"114","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",37,38,"replicate_1",0.910577834394904,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"115","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",38,39,"replicate_1",1.39206573248408,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"116","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",39,40,"replicate_1",1.2645752866242,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"117","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",40,41,"replicate_1",1.2869549044586,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"118","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",41,42,"replicate_1",0.937370191082803,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"119","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",42,43,"replicate_1",1.0705676433121,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"120","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",43,44,"replicate_1",0.946776560509554,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"121","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",44,45,"replicate_1",1.22183388535032,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"122","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",45,46,"replicate_1",0.775872101910828,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"123","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",46,47,"replicate_1",1.10107974522293,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"124","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",47,48,"replicate_1",0.871291210191083,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"125","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",48,49,"replicate_1",1.02202751592357,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"126","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",49,50,"replicate_1",0.902333248407643,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"127","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",50,51,"replicate_1",0.91167847133758,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"128","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",51,52,"replicate_1",1.01262675159236,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"129","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",52,53,"replicate_1",0.945416560509554,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"130","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",53,54,"replicate_1",0.962751592356688,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"131","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",54,55,"replicate_1",0.898048407643312,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"132","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",55,60,"replicate_1",0.942505987261146,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"133","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",60,65,"replicate_1",1.06213910828025,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"134","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",65,70,"replicate_1",1.13837044585987,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"135","Schieder_and_Kirwan_2019","Goodwin Island","G12","push core",2,3,"fraction_organic_matter_1",NA,0.09712482468443,0.178680187450861,0.0321266977036648,"DPM/g",2.2618024715094,0.0880272201653492,"DPM/g",1.11837345294422,0.647285543384275,"DPM/g"
"136","Schieder_and_Kirwan_2019","Goodwin Island","G12","push core",2,3,"fraction_organic_matter_2",NA,0.078136739293766,0.178680187450861,0.0321266977036648,"DPM/g",2.2618024715094,0.0880272201653492,"DPM/g",1.11837345294422,0.647285543384275,"DPM/g"
"137","Schieder_and_Kirwan_2019","Goodwin Island","G12","push core",5,6,"fraction_organic_matter_1",NA,0.0901619133722339,0.0983649100016567,0.0308472357765195,"DPM/g",1.74195101412799,0.0761104411030009,"DPM/g",1.15759497073715,0.674223266281098,"DPM/g"
"138","Schieder_and_Kirwan_2019","Goodwin Island","G12","push core",5,6,"fraction_organic_matter_2",NA,0.0830849478390446,0.0983649100016567,0.0308472357765195,"DPM/g",1.74195101412799,0.0761104411030009,"DPM/g",1.15759497073715,0.674223266281098,"DPM/g"
