study_id,core_id,date,version
Nam_et_al_2016,M1593,2021-10-12,0.6.0
Nam_et_al_2016,M1594,2021-10-12,0.6.0
Nam_et_al_2016,M1595,2021-10-12,0.6.0
Nam_et_al_2016,M1596,2021-10-12,0.6.0
Nam_et_al_2016,M1597,2021-10-12,0.6.0
Nam_et_al_2016,M1598,2021-10-12,0.6.0
Nam_et_al_2016,M1599,2021-10-12,0.6.0
Nam_et_al_2016,M1600,2021-10-12,0.6.0
Nam_et_al_2016,M1601,2021-10-12,0.6.0
Nam_et_al_2016,M1602,2021-10-12,0.6.0
Nam_et_al_2016,M1603,2021-10-12,0.6.0
Nam_et_al_2016,M1604,2021-10-12,0.6.0
Nam_et_al_2016,M1605,2021-10-12,0.6.0
Nam_et_al_2016,M1606,2021-10-12,0.6.0
Nam_et_al_2016,M1607,2021-10-12,0.6.0
Nam_et_al_2016,M1608,2021-10-12,0.6.0
Nam_et_al_2016,M1609,2021-10-12,0.6.0
Nam_et_al_2016,M1610,2021-10-12,0.6.0
Nam_et_al_2016,M1611,2021-10-12,0.6.0
Nam_et_al_2016,M1612,2021-10-12,0.6.0
Nam_et_al_2016,M1613,2021-10-12,0.6.0
Nam_et_al_2016,M1614,2021-10-12,0.6.0
Nam_et_al_2016,M1615,2021-10-12,0.6.0
Nam_et_al_2016,M1616,2021-10-12,0.6.0
Nam_et_al_2016,M1617,2021-10-12,0.6.0
Nam_et_al_2016,M1618,2021-10-12,0.6.0
Nam_et_al_2016,M1619,2021-10-12,0.6.0
Nam_et_al_2016,M1620,2021-10-12,0.6.0
Nam_et_al_2016,M1621,2021-10-12,0.6.0
Nam_et_al_2016,M1622,2021-10-12,0.6.0
Nam_et_al_2016,M1623,2021-10-12,0.6.0
Nam_et_al_2016,M1624,2021-10-12,0.6.0
Nam_et_al_2016,M1625,2021-10-12,0.6.0
Nam_et_al_2016,M1626,2021-10-12,0.6.0
Nam_et_al_2016,M1627,2021-10-12,0.6.0
Nam_et_al_2016,M1628,2021-10-12,0.6.0
Nam_et_al_2016,M1629,2021-10-12,0.6.0
Nam_et_al_2016,M1630,2021-10-12,0.6.0
Nam_et_al_2016,M1631,2021-10-12,0.6.0
Nam_et_al_2016,M1632,2021-10-12,0.6.0
Nam_et_al_2016,M1633,2021-10-12,0.6.0
Nam_et_al_2016,M1634,2021-10-12,0.6.0
Nam_et_al_2016,M1635,2021-10-12,0.6.0
Nam_et_al_2016,M1636,2021-10-12,0.6.0
Nam_et_al_2016,M1637,2021-10-12,0.6.0
Nam_et_al_2016,M1638,2021-10-12,0.6.0
Nam_et_al_2016,M1639,2021-10-12,0.6.0
Nam_et_al_2016,M1640,2021-10-12,0.6.0
Nam_et_al_2016,M1641,2021-10-12,0.6.0
Nam_et_al_2016,M1642,2021-10-12,0.6.0
Nam_et_al_2016,M1643,2021-10-12,0.6.0
Nam_et_al_2016,M1644,2021-10-12,0.6.0
Nam_et_al_2016,M1645,2021-10-12,0.6.0
Nam_et_al_2016,M1646,2021-10-12,0.6.0
Nam_et_al_2016,M1647,2021-10-12,0.6.0
Nam_et_al_2016,M1648,2021-10-12,0.6.0
Nam_et_al_2016,M1649,2021-10-12,0.6.0
Nam_et_al_2016,M1650,2021-10-12,0.6.0
Nam_et_al_2016,M1651,2021-10-12,0.6.0
Nam_et_al_2016,M1652,2021-10-12,0.6.0
Nam_et_al_2016,M1653,2021-10-12,0.6.0
Nam_et_al_2016,M1654,2021-10-12,0.6.0
Nam_et_al_2016,M1655,2021-10-12,0.6.0
Nam_et_al_2016,M1656,2021-10-12,0.6.0
Nam_et_al_2016,M1657,2021-10-12,0.6.0
Nam_et_al_2016,M1658,2021-10-12,0.6.0
Nam_et_al_2016,M1659,2021-10-12,0.6.0
Nam_et_al_2016,M1660,2021-10-12,0.6.0
Nam_et_al_2016,M1661,2021-10-12,0.6.0
Nam_et_al_2016,M1662,2021-10-12,0.6.0
Nam_et_al_2016,M1663,2021-10-12,0.6.0
Nam_et_al_2016,M1664,2021-10-12,0.6.0
Nam_et_al_2016,M1665,2021-10-12,0.6.0
Nam_et_al_2016,M1666,2021-10-12,0.6.0
Nam_et_al_2016,M1667,2021-10-12,0.6.0
Nam_et_al_2016,M1668,2021-10-12,0.6.0
Nam_et_al_2016,M1669,2021-10-12,0.6.0
Nam_et_al_2016,M1670,2021-10-12,0.6.0
Nam_et_al_2016,M1671,2021-10-12,0.6.0
Nam_et_al_2016,M1672,2021-10-12,0.6.0
Nam_et_al_2016,M1673,2021-10-12,0.6.0
Nam_et_al_2016,M1674,2021-10-12,0.6.0
Nam_et_al_2016,M1675,2021-10-12,0.6.0
Nam_et_al_2016,M1676,2021-10-12,0.6.0
Nam_et_al_2016,M1677,2021-10-12,0.6.0
Nam_et_al_2016,M1678,2021-10-12,0.6.0
Nam_et_al_2016,M1679,2021-10-12,0.6.0
Duncan_et_al_2016,M1743,2021-10-12,0.6.0
Duncan_et_al_2016,M1744,2021-10-12,0.6.0
Duncan_et_al_2016,M1745,2021-10-12,0.6.0
Duncan_et_al_2016,M1746,2021-10-12,0.6.0
Duncan_et_al_2016,M1747,2021-10-12,0.6.0
Duncan_et_al_2016,M1748,2021-10-12,0.6.0
Duncan_et_al_2016,M1749,2021-10-12,0.6.0
Duncan_et_al_2016,M1750,2021-10-12,0.6.0
Duncan_et_al_2016,M1751,2021-10-12,0.6.0
Duncan_et_al_2016,M1752,2021-10-12,0.6.0
Duncan_et_al_2016,M1753,2021-10-12,0.6.0
Duncan_et_al_2016,M1754,2021-10-12,0.6.0
Duncan_et_al_2016,M1755,2021-10-12,0.6.0
Duncan_et_al_2016,M1756,2021-10-12,0.6.0
Duncan_et_al_2016,M1757,2021-10-12,0.6.0
Duncan_et_al_2016,M1758,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,391,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,392,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,393,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,394,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,395,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,396,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,397,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,398,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,399,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,400,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,401,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,402,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,403,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,404,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,405,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,406,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,407,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,408,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,409,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,410,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,411,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,412,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,413,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,414,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,415,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,416,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,417,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,418,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,419,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,420,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,421,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,422,2021-10-12,0.6.0
Sanborn_and_Coxson_2020,423,2021-10-12,0.6.0
Poppe_et_al_2019,HP_A,2021-10-12,0.6.0
Poppe_et_al_2019,HP_B,2021-10-12,0.6.0
Poppe_et_al_2019,MA_A,2021-10-12,0.6.0
Poppe_et_al_2019,MA_B,2021-10-12,0.6.0
Poppe_et_al_2019,NE_A,2021-10-12,0.6.0
Poppe_et_al_2019,NE_B,2021-10-12,0.6.0
Poppe_et_al_2019,OI_A,2021-10-12,0.6.0
Poppe_et_al_2019,OI_B,2021-10-12,0.6.0
Poppe_et_al_2019,QM_A,2021-10-12,0.6.0
Poppe_et_al_2019,QM_B,2021-10-12,0.6.0
Poppe_et_al_2019,QM_C,2021-10-12,0.6.0
Poppe_et_al_2019,QW_A,2021-10-12,0.6.0
Poppe_et_al_2019,QW_B,2021-10-12,0.6.0
Poppe_et_al_2019,SN_A,2021-10-12,0.6.0
Poppe_et_al_2019,SN_B,2021-10-12,0.6.0
Poppe_et_al_2019,SP_A,2021-10-12,0.6.0
Poppe_et_al_2019,SP_B,2021-10-12,0.6.0
Poppe_et_al_2019,SS_A,2021-10-12,0.6.0
Poppe_et_al_2019,SS_B,2021-10-12,0.6.0
Poppe_et_al_2019,US_A,2021-10-12,0.6.0
Poppe_et_al_2019,US_B,2021-10-12,0.6.0
Poppe_et_al_2019,WF_A,2021-10-12,0.6.0
Poppe_et_al_2019,WF_B,2021-10-12,0.6.0
Poppe_et_al_2019,WW_A,2021-10-12,0.6.0
Poppe_et_al_2019,WW_B,2021-10-12,0.6.0
Poppe_and_Rybczyk_2018,Mud_1G,2021-10-12,0.6.0
Poppe_and_Rybczyk_2018,1_2J,2021-10-12,0.6.0
Poppe_and_Rybczyk_2018,2_3F,2021-10-12,0.6.0
Poppe_and_Rybczyk_2018,3_4F,2021-10-12,0.6.0
Poppe_and_Rybczyk_2018,4_5B,2021-10-12,0.6.0
Poppe_and_Rybczyk_2018,5_5F,2021-10-12,0.6.0
Poppe_and_Rybczyk_2018,6_5J,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,HM5_1,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,HM5_2,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,LM5_3,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,LM5_4,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,TF_5A,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,TF_5B,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,HM1_7,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,HM1_8,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,LM1_9,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,LM1_10,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,HM3_11,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,HM3_20,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,LM3_13,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,LM3_16,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,HM4_21,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,HM4_22,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,LM4_23,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,LM4_24,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,25A,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,25B,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,26A,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,26B,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,27A,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,27B,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,28A,2021-10-12,0.6.0
Poppe_and_Rybczyk_2019,28B,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1009_01PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1009_02PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1009_03PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1009_04PU,2021-10-12,0.6.0
Peck_et_al_2020,WBWA1109_01PU,2021-10-12,0.6.0
Peck_et_al_2020,WBWA1109_02PU,2021-10-12,0.6.0
Peck_et_al_2020,WBWA1109_03PU,2021-10-12,0.6.0
Peck_et_al_2020,WBWA1109_04PU,2021-10-12,0.6.0
Peck_et_al_2020,NSOR1209_01PU,2021-10-12,0.6.0
Peck_et_al_2020,NSOR1209_02PU,2021-10-12,0.6.0
Peck_et_al_2020,NSOR1209_03PU,2021-10-12,0.6.0
Peck_et_al_2020,NSOR1209_04PU,2021-10-12,0.6.0
Peck_et_al_2020,ABOR1309_01PU,2021-10-12,0.6.0
Peck_et_al_2020,ABOR1309_02PU,2021-10-12,0.6.0
Peck_et_al_2020,ABOR1309_03PU,2021-10-12,0.6.0
Peck_et_al_2020,ABOR1309_04PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1409_01PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1409_02PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1409_03PU,2021-10-12,0.6.0
Peck_et_al_2020,YBOR1502_01PU,2021-10-12,0.6.0
Peck_et_al_2020,YBOR1502_02PU,2021-10-12,0.6.0
Peck_et_al_2020,YBOR1502_03PU,2021-10-12,0.6.0
Peck_et_al_2020,YBOR1502_04PU,2021-10-12,0.6.0
Peck_et_al_2020,YBOR1502_05PU,2021-10-12,0.6.0
Peck_et_al_2020,WY01S,2021-10-12,0.6.0
Peck_et_al_2020,WY03S,2021-10-12,0.6.0
Peck_et_al_2020,WY04S,2021-10-12,0.6.0
Peck_et_al_2020,MID.A009,2021-10-12,0.6.0
Peck_et_al_2020,NOR.A004,2021-10-12,0.6.0
Peck_et_al_2020,NS-CR.A073,2021-10-12,0.6.0
Peck_et_al_2020,SO.CR.A028,2021-10-12,0.6.0
Peck_et_al_2020,TBOR1504_05PU,2021-10-12,0.6.0
Peck_et_al_2020,TBOR1504_06PU,2021-10-12,0.6.0
Peck_et_al_2020,TBOR1504_01PU,2021-10-12,0.6.0
Peck_et_al_2020,TBOR1504_02PU,2021-10-12,0.6.0
Peck_et_al_2020,TBOR1504_03PU,2021-10-12,0.6.0
Peck_et_al_2020,TBOR1504_04PU,2021-10-12,0.6.0
Peck_et_al_2020,SROR1509_01PU,2021-10-12,0.6.0
Peck_et_al_2020,SROR1509_02PU,2021-10-12,0.6.0
Peck_et_al_2020,SROR1509_03PU,2021-10-12,0.6.0
Peck_et_al_2020,SROR1509_04PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1606_01PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1606_02PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1606_03PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1606_04PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1606_05PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1606_06PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1606_07PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1606_08PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1609_01PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1609_02PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1609_03PU,2021-10-12,0.6.0
Peck_et_al_2020,NBOR1609_04PU,2021-10-12,0.6.0
Peck_et_al_2020,ABOR1702_01PU,2021-10-12,0.6.0
Peck_et_al_2020,ABOR1702_02PU,2021-10-12,0.6.0
Peck_et_al_2020,ABOR1702_03PU,2021-10-12,0.6.0
Peck_et_al_2020,ABOR1702_04PU,2021-10-12,0.6.0
Peck_et_al_2020,ABOR1702_05PU,2021-10-12,0.6.0
Peck_et_al_2020,ABOR1702_06PU,2021-10-12,0.6.0
Peck_et_al_2020,ABOR1702_07PU,2021-10-12,0.6.0
Peck_et_al_2020,ABOR1702_08PU,2021-10-12,0.6.0
Peck_et_al_2020,ABOR1702_09PU,2021-10-12,0.6.0
Peck_et_al_2020,CMOR1706_01PU,2021-10-12,0.6.0
Peck_et_al_2020,CMOR1706_02PU,2021-10-12,0.6.0
Peck_et_al_2020,CMOR1706_03PU,2021-10-12,0.6.0
Peck_et_al_2020,CMOR1706_04PU,2021-10-12,0.6.0
Peck_et_al_2020,CMOR1706_05PU,2021-10-12,0.6.0
Peck_et_al_2020,CMOR1706_06PU,2021-10-12,0.6.0
Peck_et_al_2020,CMOR1706_07PU,2021-10-12,0.6.0
Peck_et_al_2020,CMOR1706_08PU,2021-10-12,0.6.0
Peck_et_al_2020,CMOR1706_09PU,2021-10-12,0.6.0
Peck_et_al_2020,CMOR1706_10PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1709_01PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1709_02PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1709_03PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1709_04PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1802_01PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1802_02PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1802_03PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1802_04PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1802_05PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1802_06PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1802_07PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1802_08PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1802_09PU,2021-10-12,0.6.0
Peck_et_al_2020,NTOR1802_10PU,2021-10-12,0.6.0
Peck_et_al_2020,SROR1809_01PU,2021-10-12,0.6.0
Peck_et_al_2020,SROR1809_02PU,2021-10-12,0.6.0
Peck_et_al_2020,SROR1809_03PU,2021-10-12,0.6.0
Peck_et_al_2020,SROR1809_04PU,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_1,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_2,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_3,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_4,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_5,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_6,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_7,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_8,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_9,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_10,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_11,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_12,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_13,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_14,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_15,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_16,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_17,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_18,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_19,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_20,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_21,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_22,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_23,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_24,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_25,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_26,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_27,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_28,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_29,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_30,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_31,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_32,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_33,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_34,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_35,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_36,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_37,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_38,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_39,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_40,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_41,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_42,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_43,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_44,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_45,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_46,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_47,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_48,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_49,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_50,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_51,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_52,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_53,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_54,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_55,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_56,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_57,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_58,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_59,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_60,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_61,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_62,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_63,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_64,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_65,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_66,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_67,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_68,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_69,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_70,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_71,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_72,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_73,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_74,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_75,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_76,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_77,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_78,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_79,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_80,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_81,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_82,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_83,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_84,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_85,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_86,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_87,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_88,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_89,2021-10-12,0.6.0
Osland_et_al_2016,grand_bay_90,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_1,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_2,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_3,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_4,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_5,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_6,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_7,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_8,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_9,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_10,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_11,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_12,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_13,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_14,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_15,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_16,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_17,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_18,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_19,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_20,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_21,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_22,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_23,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_24,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_25,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_26,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_27,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_28,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_29,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_30,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_31,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_32,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_33,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_34,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_35,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_36,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_37,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_38,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_39,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_40,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_41,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_42,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_43,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_44,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_45,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_46,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_47,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_48,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_49,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_50,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_51,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_52,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_53,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_54,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_55,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_56,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_57,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_58,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_59,2021-10-12,0.6.0
Osland_et_al_2016,lower_laguna_madre_60,2021-10-12,0.6.0
