study_id,core_id,date,version
Breithaupt_et_al_2017,WSC10_1,2018-11-19,0.0.0
Breithaupt_et_al_2017,WSC01,2018-11-19,0.0.0
Breithaupt_et_al_2017,WSC02A,2018-11-19,0.0.0
Breithaupt_et_al_2017,WSC02B,2018-11-19,0.0.0
Breithaupt_et_al_2017,WSC03,2018-11-19,0.0.0
Breithaupt_et_al_2017,WSC04_1,2018-11-19,0.0.0
Breithaupt_et_al_2017,WSC05,2018-11-19,0.0.0
Breithaupt_et_al_2017,WSC06_2,2018-11-19,0.0.0
Callaway_et_al_2012,Browns_Island_A_High,2018-11-19,0.0.0
Callaway_et_al_2012,Browns_Island_A_Low,2018-11-19,0.0.0
Callaway_et_al_2012,Browns_Island_A_Mid,2018-11-19,0.0.0
Callaway_et_al_2012,Browns_Island_B_High,2018-11-19,0.0.0
Callaway_et_al_2012,Browns_Island_B_Low,2018-11-19,0.0.0
Callaway_et_al_2012,Browns_Island_B_Mid,2018-11-19,0.0.0
Callaway_et_al_2012,China_Camp_A_High,2018-11-19,0.0.0
Callaway_et_al_2012,China_Camp_A_Low,2018-11-19,0.0.0
Callaway_et_al_2012,China_Camp_A_Mid,2018-11-19,0.0.0
Callaway_et_al_2012,China_Camp_B_High,2018-11-19,0.0.0
Callaway_et_al_2012,China_Camp_B_Low,2018-11-19,0.0.0
Callaway_et_al_2012,China_Camp_B_Mid,2018-11-19,0.0.0
Callaway_et_al_2012,COG_A_high,2018-11-19,0.0.0
Callaway_et_al_2012,COG_A_low,2018-11-19,0.0.0
Callaway_et_al_2012,COG_A_mid,2018-11-19,0.0.0
Callaway_et_al_2012,COG_B_high,2018-11-19,0.0.0
Callaway_et_al_2012,COG_B_low,2018-11-19,0.0.0
Callaway_et_al_2012,COG_B_mid,2018-11-19,0.0.0
Callaway_et_al_2012,Coon_Island_A_High,2018-11-19,0.0.0
Callaway_et_al_2012,Coon_Island_A_Low,2018-11-19,0.0.0
Callaway_et_al_2012,Coon_Island_A_Mid,2018-11-19,0.0.0
Callaway_et_al_2012,Coon_Island_B_High,2018-11-19,0.0.0
Callaway_et_al_2012,Coon_Island_B_Mid,2018-11-19,0.0.0
Callaway_et_al_2012,Coon_Island_C_High,2018-11-19,0.0.0
Callaway_et_al_2012,Coon_Island_C_Low,2018-11-19,0.0.0
Callaway_et_al_2012,Coon_Island_C_Mid,2018-11-19,0.0.0
Callaway_et_al_2012,Coon_Island_D_High,2018-11-19,0.0.0
Callaway_et_al_2012,Coon_Island_D_Low,2018-11-19,0.0.0
Callaway_et_al_2012,Coon_Island_D_Mid,2018-11-19,0.0.0
Callaway_et_al_2012,Muzzi_A_high,2018-11-19,0.0.0
Callaway_et_al_2012,Muzzi_A_low,2018-11-19,0.0.0
Callaway_et_al_2012,Muzzi_A_mid,2018-11-19,0.0.0
Callaway_et_al_2012,Muzzi_B_high,2018-11-19,0.0.0
Callaway_et_al_2012,Muzzi_B_low,2018-11-19,0.0.0
Callaway_et_al_2012,Muzzi_B_mid,2018-11-19,0.0.0
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,2018-11-19,0.0.0
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,2018-11-19,0.0.0
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,2018-11-19,0.0.0
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,2018-11-19,0.0.0
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,2018-11-19,0.0.0
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,2018-11-19,0.0.0
Callaway_et_al_2012,Rush_Ranch_A_High,2018-11-19,0.0.0
Callaway_et_al_2012,Rush_Ranch_A_Low,2018-11-19,0.0.0
Callaway_et_al_2012,Rush_Ranch_A_Mid,2018-11-19,0.0.0
Callaway_et_al_2012,Rush_Ranch_B_High,2018-11-19,0.0.0
Callaway_et_al_2012,Rush_Ranch_B_Low,2018-11-19,0.0.0
Callaway_et_al_2012,Rush_Ranch_B_Mid,2018-11-19,0.0.0
Callaway_et_al_2012,Whales_Tail_A_High,2018-11-19,0.0.0
Callaway_et_al_2012,Whales_Tail_A_Low,2018-11-19,0.0.0
Callaway_et_al_2012,Whales_Tail_A_Mid,2018-11-19,0.0.0
Callaway_et_al_2012,Whales_Tail_B_High,2018-11-19,0.0.0
Callaway_et_al_2012,Whales_Tail_B_Low,2018-11-19,0.0.0
Callaway_et_al_2012,Whales_Tail_B_Mid,2018-11-19,0.0.0
Callaway_et_al_2012,Mowry_A_high,2018-11-19,0.0.0
Callaway_et_al_2012,Mowry_A_low,2018-11-19,0.0.0
Callaway_et_al_2012,Mowry_A_mid,2018-11-19,0.0.0
Callaway_et_al_2012,Mowry_B_high,2018-11-19,0.0.0
Callaway_et_al_2012,Mowry_B_low,2018-11-19,0.0.0
Callaway_et_al_2012,Mowry_B_mid,2018-11-19,0.0.0
Cochran_et_al_1998,Alley_Pond,2018-11-19,0.0.0
Cochran_et_al_1998,Caumsett_Park,2018-11-19,0.0.0
Cochran_et_al_1998,Flax_Pond,2018-11-19,0.0.0
Cochran_et_al_1998,Goose_Creek,2018-11-19,0.0.0
Cochran_et_al_1998,Hunter_Island,2018-11-19,0.0.0
Cochran_et_al_1998,Shelter_Island,2018-11-19,0.0.0
Noe_et_al_2013,S1AL,2018-11-19,0.0.0
Noe_et_al_2013,S1AU,2018-11-19,0.0.0
Noe_et_al_2013,S1BL,2018-11-19,0.0.0
Noe_et_al_2013,S1BU,2018-11-19,0.0.0
Noe_et_al_2013,S1CL,2018-11-19,0.0.0
Noe_et_al_2013,S1CU,2018-11-19,0.0.0
Noe_et_al_2013,S2A,2018-11-19,0.0.0
Noe_et_al_2013,S2B,2018-11-19,0.0.0
Noe_et_al_2013,S2C,2018-11-19,0.0.0
Noe_et_al_2013,S3A,2018-11-19,0.0.0
Noe_et_al_2013,S3B,2018-11-19,0.0.0
Noe_et_al_2013,S3C,2018-11-19,0.0.0
Noe_et_al_2013,S4A,2018-11-19,0.0.0
Noe_et_al_2013,S4B,2018-11-19,0.0.0
Noe_et_al_2013,S4C,2018-11-19,0.0.0
Noe_et_al_2013,W1AL,2018-11-19,0.0.0
Noe_et_al_2013,W1AU,2018-11-19,0.0.0
Noe_et_al_2013,W1BL,2018-11-19,0.0.0
Noe_et_al_2013,W1BU,2018-11-19,0.0.0
Noe_et_al_2013,W1CL,2018-11-19,0.0.0
Noe_et_al_2013,W1CU,2018-11-19,0.0.0
Noe_et_al_2013,W2A,2018-11-19,0.0.0
Noe_et_al_2013,W2B,2018-11-19,0.0.0
Noe_et_al_2013,W2C,2018-11-19,0.0.0
Noe_et_al_2013,W3A,2018-11-19,0.0.0
Noe_et_al_2013,W3B,2018-11-19,0.0.0
Noe_et_al_2013,W3C,2018-11-19,0.0.0
Noe_et_al_2013,W4A,2018-11-19,0.0.0
Noe_et_al_2013,W4B,2018-11-19,0.0.0
Noe_et_al_2013,W4C,2018-11-19,0.0.0
Craft_2007,Altamaha_River_Site_7_Levee,2018-11-19,0.0.0
Craft_2007,Altamaha_River_Site_7_Plain,2018-11-19,0.0.0
Craft_2007,Altamaha_River_Site_8_Levee,2018-11-19,0.0.0
Craft_2007,Altamaha_River_Site_8_Plain,2018-11-19,0.0.0
Craft_2007,Altamaha_River_Site_9_Levee,2018-11-19,0.0.0
Craft_2007,Altamaha_River_Site_9_Plain,2018-11-19,0.0.0
Craft_2007,Doboy_Sound_Site_4_Levee,2018-11-19,0.0.0
Craft_2007,Doboy_Sound_Site_4_Plain,2018-11-19,0.0.0
Craft_2007,Doboy_Sound_Site_5_Levee,2018-11-19,0.0.0
Craft_2007,Doboy_Sound_Site_5_Plain,2018-11-19,0.0.0
Craft_2007,Doboy_Sound_Site_6_Levee,2018-11-19,0.0.0
Craft_2007,Doboy_Sound_Site_6_Plain,2018-11-19,0.0.0
Craft_2007,Sapelo_River_Site_1_Levee,2018-11-19,0.0.0
Craft_2007,Sapelo_River_Site_1_Plain,2018-11-19,0.0.0
Craft_2007,Sapelo_River_Site_2_Levee,2018-11-19,0.0.0
Craft_2007,Sapelo_River_Site_2_Plain,2018-11-19,0.0.0
Craft_2007,Sapelo_River_Site_3_Levee,2018-11-19,0.0.0
Craft_2007,Sapelo_River_Site_3_Plain,2018-11-19,0.0.0
CRMS_Database,CRMS0658_1,2018-11-19,0.0.0
CRMS_Database,CRMS0658_2,2018-11-19,0.0.0
CRMS_Database,CRMS0658_3,2018-11-19,0.0.0
CRMS_Database,CRMS0697_1,2018-11-19,0.0.0
CRMS_Database,CRMS0697_2,2018-11-19,0.0.0
CRMS_Database,CRMS0697_3,2018-11-19,0.0.0
CRMS_Database,CRMS0581_1,2018-11-19,0.0.0
CRMS_Database,CRMS0581_2,2018-11-19,0.0.0
CRMS_Database,CRMS0581_3,2018-11-19,0.0.0
CRMS_Database,CRMS0584_1,2018-11-19,0.0.0
CRMS_Database,CRMS0584_2,2018-11-19,0.0.0
CRMS_Database,CRMS0584_3,2018-11-19,0.0.0
CRMS_Database,CRMS0587_1,2018-11-19,0.0.0
CRMS_Database,CRMS0587_2,2018-11-19,0.0.0
CRMS_Database,CRMS0587_3,2018-11-19,0.0.0
CRMS_Database,CRMS0588_1,2018-11-19,0.0.0
CRMS_Database,CRMS0588_2,2018-11-19,0.0.0
CRMS_Database,CRMS0588_3,2018-11-19,0.0.0
CRMS_Database,CRMS0589_1,2018-11-19,0.0.0
CRMS_Database,CRMS0589_2,2018-11-19,0.0.0
CRMS_Database,CRMS0589_3,2018-11-19,0.0.0
CRMS_Database,CRMS0599_1,2018-11-19,0.0.0
CRMS_Database,CRMS0599_2,2018-11-19,0.0.0
CRMS_Database,CRMS0599_3,2018-11-19,0.0.0
CRMS_Database,CRMS0608_1,2018-11-19,0.0.0
CRMS_Database,CRMS0608_2,2018-11-19,0.0.0
CRMS_Database,CRMS0608_3,2018-11-19,0.0.0
CRMS_Database,CRMS0610_1,2018-11-19,0.0.0
CRMS_Database,CRMS0610_2,2018-11-19,0.0.0
CRMS_Database,CRMS0610_3,2018-11-19,0.0.0
CRMS_Database,CRMS0614_1,2018-11-19,0.0.0
CRMS_Database,CRMS0614_2,2018-11-19,0.0.0
CRMS_Database,CRMS0614_3,2018-11-19,0.0.0
CRMS_Database,CRMS0615_1,2018-11-19,0.0.0
CRMS_Database,CRMS0615_2,2018-11-19,0.0.0
CRMS_Database,CRMS0615_3,2018-11-19,0.0.0
CRMS_Database,CRMS0622_1,2018-11-19,0.0.0
CRMS_Database,CRMS0622_2,2018-11-19,0.0.0
CRMS_Database,CRMS0622_3,2018-11-19,0.0.0
CRMS_Database,CRMS0635_1,2018-11-19,0.0.0
CRMS_Database,CRMS0635_2,2018-11-19,0.0.0
CRMS_Database,CRMS0635_3,2018-11-19,0.0.0
CRMS_Database,CRMS0638_1,2018-11-19,0.0.0
CRMS_Database,CRMS0638_2,2018-11-19,0.0.0
CRMS_Database,CRMS0638_3,2018-11-19,0.0.0
CRMS_Database,CRMS0639_1,2018-11-19,0.0.0
CRMS_Database,CRMS0639_2,2018-11-19,0.0.0
CRMS_Database,CRMS0639_3,2018-11-19,0.0.0
CRMS_Database,CRMS0641_1,2018-11-19,0.0.0
CRMS_Database,CRMS0641_2,2018-11-19,0.0.0
CRMS_Database,CRMS0641_3,2018-11-19,0.0.0
CRMS_Database,CRMS0642_1,2018-11-19,0.0.0
CRMS_Database,CRMS0642_2,2018-11-19,0.0.0
CRMS_Database,CRMS0642_3,2018-11-19,0.0.0
CRMS_Database,CRMS0644_1,2018-11-19,0.0.0
CRMS_Database,CRMS0644_2,2018-11-19,0.0.0
CRMS_Database,CRMS0644_3,2018-11-19,0.0.0
CRMS_Database,CRMS0645_1,2018-11-19,0.0.0
CRMS_Database,CRMS0645_2,2018-11-19,0.0.0
CRMS_Database,CRMS0645_3,2018-11-19,0.0.0
CRMS_Database,CRMS0647_1,2018-11-19,0.0.0
CRMS_Database,CRMS0647_2,2018-11-19,0.0.0
CRMS_Database,CRMS0647_3,2018-11-19,0.0.0
CRMS_Database,CRMS0648_1,2018-11-19,0.0.0
CRMS_Database,CRMS0648_2,2018-11-19,0.0.0
CRMS_Database,CRMS0648_3,2018-11-19,0.0.0
CRMS_Database,CRMS0650_1,2018-11-19,0.0.0
CRMS_Database,CRMS0650_2,2018-11-19,0.0.0
CRMS_Database,CRMS0650_3,2018-11-19,0.0.0
CRMS_Database,CRMS0651_1,2018-11-19,0.0.0
CRMS_Database,CRMS0651_2,2018-11-19,0.0.0
CRMS_Database,CRMS0651_3,2018-11-19,0.0.0
CRMS_Database,CRMS0655_1,2018-11-19,0.0.0
CRMS_Database,CRMS0655_2,2018-11-19,0.0.0
CRMS_Database,CRMS0655_3,2018-11-19,0.0.0
CRMS_Database,CRMS0656_1,2018-11-19,0.0.0
CRMS_Database,CRMS0656_2,2018-11-19,0.0.0
CRMS_Database,CRMS0656_3,2018-11-19,0.0.0
CRMS_Database,CRMS0660_1,2018-11-19,0.0.0
CRMS_Database,CRMS0660_2,2018-11-19,0.0.0
CRMS_Database,CRMS0660_3,2018-11-19,0.0.0
CRMS_Database,CRMS0661_1,2018-11-19,0.0.0
CRMS_Database,CRMS0661_2,2018-11-19,0.0.0
CRMS_Database,CRMS0661_3,2018-11-19,0.0.0
CRMS_Database,CRMS0662_1,2018-11-19,0.0.0
CRMS_Database,CRMS0662_2,2018-11-19,0.0.0
CRMS_Database,CRMS0662_3,2018-11-19,0.0.0
CRMS_Database,CRMS0663_1,2018-11-19,0.0.0
CRMS_Database,CRMS0663_2,2018-11-19,0.0.0
CRMS_Database,CRMS0663_3,2018-11-19,0.0.0
CRMS_Database,CRMS0665_1,2018-11-19,0.0.0
CRMS_Database,CRMS0665_2,2018-11-19,0.0.0
CRMS_Database,CRMS0665_3,2018-11-19,0.0.0
CRMS_Database,CRMS0669_1,2018-11-19,0.0.0
CRMS_Database,CRMS0669_2,2018-11-19,0.0.0
CRMS_Database,CRMS0669_3,2018-11-19,0.0.0
CRMS_Database,CRMS0672_1,2018-11-19,0.0.0
CRMS_Database,CRMS0672_2,2018-11-19,0.0.0
CRMS_Database,CRMS0672_3,2018-11-19,0.0.0
CRMS_Database,CRMS0677_1,2018-11-19,0.0.0
CRMS_Database,CRMS0677_2,2018-11-19,0.0.0
CRMS_Database,CRMS0677_3,2018-11-19,0.0.0
CRMS_Database,CRMS0680_1,2018-11-19,0.0.0
CRMS_Database,CRMS0680_2,2018-11-19,0.0.0
CRMS_Database,CRMS0680_3,2018-11-19,0.0.0
CRMS_Database,CRMS0682_1,2018-11-19,0.0.0
CRMS_Database,CRMS0682_2,2018-11-19,0.0.0
CRMS_Database,CRMS0682_3,2018-11-19,0.0.0
CRMS_Database,CRMS0683_1,2018-11-19,0.0.0
CRMS_Database,CRMS0683_2,2018-11-19,0.0.0
CRMS_Database,CRMS0683_3,2018-11-19,0.0.0
CRMS_Database,CRMS0684_1,2018-11-19,0.0.0
CRMS_Database,CRMS0684_2,2018-11-19,0.0.0
CRMS_Database,CRMS0684_3,2018-11-19,0.0.0
CRMS_Database,CRMS0685_1,2018-11-19,0.0.0
CRMS_Database,CRMS0685_2,2018-11-19,0.0.0
CRMS_Database,CRMS0685_3,2018-11-19,0.0.0
CRMS_Database,CRMS0687_1,2018-11-19,0.0.0
CRMS_Database,CRMS0687_2,2018-11-19,0.0.0
CRMS_Database,CRMS0687_3,2018-11-19,0.0.0
CRMS_Database,CRMS1205_1,2018-11-19,0.0.0
CRMS_Database,CRMS1205_2,2018-11-19,0.0.0
CRMS_Database,CRMS1205_3,2018-11-19,0.0.0
CRMS_Database,CRMS1409_1,2018-11-19,0.0.0
CRMS_Database,CRMS1409_2,2018-11-19,0.0.0
CRMS_Database,CRMS1409_3,2018-11-19,0.0.0
CRMS_Database,CRMS1738_1,2018-11-19,0.0.0
CRMS_Database,CRMS1738_2,2018-11-19,0.0.0
CRMS_Database,CRMS1738_3,2018-11-19,0.0.0
CRMS_Database,CRMS1743_1,2018-11-19,0.0.0
CRMS_Database,CRMS1743_2,2018-11-19,0.0.0
CRMS_Database,CRMS1743_3,2018-11-19,0.0.0
CRMS_Database,CRMS1838_1,2018-11-19,0.0.0
CRMS_Database,CRMS1838_2,2018-11-19,0.0.0
CRMS_Database,CRMS1838_3,2018-11-19,0.0.0
CRMS_Database,CRMS1858_1,2018-11-19,0.0.0
CRMS_Database,CRMS1858_2,2018-11-19,0.0.0
CRMS_Database,CRMS1858_3,2018-11-19,0.0.0
CRMS_Database,CRMS2154_1,2018-11-19,0.0.0
CRMS_Database,CRMS2154_2,2018-11-19,0.0.0
CRMS_Database,CRMS2154_3,2018-11-19,0.0.0
CRMS_Database,CRMS2156_1,2018-11-19,0.0.0
CRMS_Database,CRMS2156_2,2018-11-19,0.0.0
CRMS_Database,CRMS2156_3,2018-11-19,0.0.0
CRMS_Database,CRMS2166_1,2018-11-19,0.0.0
CRMS_Database,CRMS2166_2,2018-11-19,0.0.0
CRMS_Database,CRMS2166_3,2018-11-19,0.0.0
CRMS_Database,CRMS2189_1,2018-11-19,0.0.0
CRMS_Database,CRMS2189_2,2018-11-19,0.0.0
CRMS_Database,CRMS2189_3,2018-11-19,0.0.0
CRMS_Database,CRMS2219_1,2018-11-19,0.0.0
CRMS_Database,CRMS2219_2,2018-11-19,0.0.0
CRMS_Database,CRMS2219_3,2018-11-19,0.0.0
CRMS_Database,CRMS2334_1,2018-11-19,0.0.0
CRMS_Database,CRMS2334_2,2018-11-19,0.0.0
CRMS_Database,CRMS2334_3,2018-11-19,0.0.0
CRMS_Database,CRMS2418_1,2018-11-19,0.0.0
CRMS_Database,CRMS2418_2,2018-11-19,0.0.0
CRMS_Database,CRMS2418_3,2018-11-19,0.0.0
CRMS_Database,CRMS6301_1,2018-11-19,0.0.0
CRMS_Database,CRMS6301_2,2018-11-19,0.0.0
CRMS_Database,CRMS6301_3,2018-11-19,0.0.0
CRMS_Database,CRMS0498_1,2018-11-19,0.0.0
CRMS_Database,CRMS0498_2,2018-11-19,0.0.0
CRMS_Database,CRMS0498_3,2018-11-19,0.0.0
CRMS_Database,CRMS0499_1,2018-11-19,0.0.0
CRMS_Database,CRMS0499_2,2018-11-19,0.0.0
CRMS_Database,CRMS0499_3,2018-11-19,0.0.0
CRMS_Database,CRMS0504_1,2018-11-19,0.0.0
CRMS_Database,CRMS0504_2,2018-11-19,0.0.0
CRMS_Database,CRMS0504_3,2018-11-19,0.0.0
CRMS_Database,CRMS0511_1,2018-11-19,0.0.0
CRMS_Database,CRMS0511_2,2018-11-19,0.0.0
CRMS_Database,CRMS0511_3,2018-11-19,0.0.0
CRMS_Database,CRMS0514_1,2018-11-19,0.0.0
CRMS_Database,CRMS0514_2,2018-11-19,0.0.0
CRMS_Database,CRMS0514_3,2018-11-19,0.0.0
CRMS_Database,CRMS0520_1,2018-11-19,0.0.0
CRMS_Database,CRMS0520_2,2018-11-19,0.0.0
CRMS_Database,CRMS0520_3,2018-11-19,0.0.0
CRMS_Database,CRMS0522_1,2018-11-19,0.0.0
CRMS_Database,CRMS0522_2,2018-11-19,0.0.0
CRMS_Database,CRMS0522_3,2018-11-19,0.0.0
CRMS_Database,CRMS0523_1,2018-11-19,0.0.0
CRMS_Database,CRMS0523_2,2018-11-19,0.0.0
CRMS_Database,CRMS0523_3,2018-11-19,0.0.0
CRMS_Database,CRMS0524_1,2018-11-19,0.0.0
CRMS_Database,CRMS0524_2,2018-11-19,0.0.0
CRMS_Database,CRMS0524_3,2018-11-19,0.0.0
CRMS_Database,CRMS0529_1,2018-11-19,0.0.0
CRMS_Database,CRMS0529_2,2018-11-19,0.0.0
CRMS_Database,CRMS0529_3,2018-11-19,0.0.0
CRMS_Database,CRMS0530_1,2018-11-19,0.0.0
CRMS_Database,CRMS0530_2,2018-11-19,0.0.0
CRMS_Database,CRMS0530_3,2018-11-19,0.0.0
CRMS_Database,CRMS0531_1,2018-11-19,0.0.0
CRMS_Database,CRMS0531_2,2018-11-19,0.0.0
CRMS_Database,CRMS0531_3,2018-11-19,0.0.0
CRMS_Database,CRMS0532_1,2018-11-19,0.0.0
CRMS_Database,CRMS0532_2,2018-11-19,0.0.0
CRMS_Database,CRMS0532_3,2018-11-19,0.0.0
CRMS_Database,CRMS0549_1,2018-11-19,0.0.0
CRMS_Database,CRMS0549_2,2018-11-19,0.0.0
CRMS_Database,CRMS0549_3,2018-11-19,0.0.0
CRMS_Database,CRMS0220_1,2018-11-19,0.0.0
CRMS_Database,CRMS0220_2,2018-11-19,0.0.0
CRMS_Database,CRMS0220_3,2018-11-19,0.0.0
CRMS_Database,CRMS0225_1,2018-11-19,0.0.0
CRMS_Database,CRMS0225_2,2018-11-19,0.0.0
CRMS_Database,CRMS0225_3,2018-11-19,0.0.0
CRMS_Database,CRMS0232_1,2018-11-19,0.0.0
CRMS_Database,CRMS0232_2,2018-11-19,0.0.0
CRMS_Database,CRMS0232_3,2018-11-19,0.0.0
CRMS_Database,CRMS0248_1,2018-11-19,0.0.0
CRMS_Database,CRMS0248_2,2018-11-19,0.0.0
CRMS_Database,CRMS0248_3,2018-11-19,0.0.0
CRMS_Database,CRMS0251_1,2018-11-19,0.0.0
CRMS_Database,CRMS0251_2,2018-11-19,0.0.0
CRMS_Database,CRMS0251_3,2018-11-19,0.0.0
CRMS_Database,CRMS0253_1,2018-11-19,0.0.0
CRMS_Database,CRMS0253_2,2018-11-19,0.0.0
CRMS_Database,CRMS0253_3,2018-11-19,0.0.0
CRMS_Database,CRMS0261_1,2018-11-19,0.0.0
CRMS_Database,CRMS0261_2,2018-11-19,0.0.0
CRMS_Database,CRMS0261_3,2018-11-19,0.0.0
CRMS_Database,CRMS3565_1,2018-11-19,0.0.0
CRMS_Database,CRMS3565_2,2018-11-19,0.0.0
CRMS_Database,CRMS3565_3,2018-11-19,0.0.0
CRMS_Database,CRMS3985_1,2018-11-19,0.0.0
CRMS_Database,CRMS3985_2,2018-11-19,0.0.0
CRMS_Database,CRMS3985_3,2018-11-19,0.0.0
CRMS_Database,CRMS4103_1,2018-11-19,0.0.0
CRMS_Database,CRMS4103_2,2018-11-19,0.0.0
CRMS_Database,CRMS4103_3,2018-11-19,0.0.0
CRMS_Database,CRMS4218_1,2018-11-19,0.0.0
CRMS_Database,CRMS4218_2,2018-11-19,0.0.0
CRMS_Database,CRMS4218_3,2018-11-19,0.0.0
CRMS_Database,CRMS4245_1,2018-11-19,0.0.0
CRMS_Database,CRMS4245_2,2018-11-19,0.0.0
CRMS_Database,CRMS4245_3,2018-11-19,0.0.0
CRMS_Database,CRMS4690_1,2018-11-19,0.0.0
CRMS_Database,CRMS4690_2,2018-11-19,0.0.0
CRMS_Database,CRMS4690_3,2018-11-19,0.0.0
CRMS_Database,CRMS0164_1,2018-11-19,0.0.0
CRMS_Database,CRMS0164_2,2018-11-19,0.0.0
CRMS_Database,CRMS0164_3,2018-11-19,0.0.0
CRMS_Database,CRMS0175_1,2018-11-19,0.0.0
CRMS_Database,CRMS0175_2,2018-11-19,0.0.0
CRMS_Database,CRMS0175_3,2018-11-19,0.0.0
CRMS_Database,CRMS0178_1,2018-11-19,0.0.0
CRMS_Database,CRMS0178_2,2018-11-19,0.0.0
CRMS_Database,CRMS0178_3,2018-11-19,0.0.0
CRMS_Database,CRMS0190_1,2018-11-19,0.0.0
CRMS_Database,CRMS0190_2,2018-11-19,0.0.0
CRMS_Database,CRMS0190_3,2018-11-19,0.0.0
CRMS_Database,CRMS0292_1,2018-11-19,0.0.0
CRMS_Database,CRMS0292_2,2018-11-19,0.0.0
CRMS_Database,CRMS0292_3,2018-11-19,0.0.0
CRMS_Database,CRMS0310_1,2018-11-19,0.0.0
CRMS_Database,CRMS0310_2,2018-11-19,0.0.0
CRMS_Database,CRMS0310_3,2018-11-19,0.0.0
CRMS_Database,CRMS0312_1,2018-11-19,0.0.0
CRMS_Database,CRMS0312_2,2018-11-19,0.0.0
CRMS_Database,CRMS0312_3,2018-11-19,0.0.0
