DataID,PublicationID,Author,Year,Study_venue,Country,Latitude,Longitude,Ecosystem,Temperature,Precipitation,Plant_growth_form,Source_response_plants,Consumer_Taxon,Consumer_Bone_type,Consumer_trophic_level,Consumer_Feeding_type,Consumer_Thermal_strategy,Consumer_manipulation_method,uniqueGroup,Ambient,Data_note,Carbon_measure,Soil_core_depth,Resp_subtotal,n1,mean1,SD1,n2,mean2,SD2,lnRR,Var,
D292,S040,Farina_et_al,2016,Field,Chile,-33.83,-71.63,Marsh,16.52,424.96,Forb,Natural,Livestock,Vertebrate,Herbivores,Above,Warm,Excluded,U260,Yes,Fig2a_No_nutrients,APC,NA,Total,6,3094.56,1945.703,6,132.388,162.142,-3.1517,0.3159,
D293,S040,Farina_et_al,2016,Field,Chile,-33.83,-71.63,Marsh,16.52,424.96,Forb,Natural,Livestock,Vertebrate,Herbivores,Above,Warm,Excluded,U261,No,Fig2a_Nutrients,APC,NA,Total,6,6553.19,689.115,6,711.584,689.1,-2.2202,0.1581,
D294,S040,Farina_et_al,2016,Field,Chile,-33.83,-71.63,Marsh,16.52,424.96,Grass,Natural,Livestock,Vertebrate,Herbivores,Above,Warm,Excluded,U262,Yes,Fig2b_No_nutrients,APC,NA,Total,6,3515.98,313.192,6,2221.46,469.763,-0.4592,0.0088,
D295,S040,Farina_et_al,2016,Field,Chile,-33.83,-71.63,Marsh,16.52,424.96,Grass,Natural,Livestock,Vertebrate,Herbivores,Above,Warm,Excluded,U263,No,Fig2b_Nutrients,APC,NA,Total,6,5162.1,1017.836,6,2924.66,626.359,-0.5682,0.0141,
D296,S040,Farina_et_al,2016,Field,Chile,-33.83,-71.63,Marsh,16.52,424.96,Mixed,Natural,Livestock,Vertebrate,Herbivores,Above,Warm,Excluded,U264,Yes,Fig2c_No_nutrients,APC,NA,Total,6,4506.85,1918.195,6,351.598,430.618,-2.5509,0.2802,
D297,S040,Farina_et_al,2016,Field,Chile,-33.83,-71.63,Marsh,16.52,424.96,Mixed,Natural,Livestock,Vertebrate,Herbivores,Above,Warm,Excluded,U265,No,Fig2c_Nutrients,APC,NA,Total,6,863.014,430.61,6,2589.04,1839.91,1.0986,0.1257,
D298,S041,Finke_Denno,2004,Field,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Natural,Insect,Invertebrate,Herbivores,Above,Cold,Addition,U266,Yes,Fig3c,APC,NA,Total,6,207.5,36.742,6,190.833,38.785,-0.0837,0.0121,
D299,S041,Finke_Denno,2004,Field,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Natural,NA,NA,Predators,NA,NA,Addition,U267,Yes,Fig3c,APC,NA,Total,6,190.833,38.785,6,208.333,44.909,0.0877,0.0146,
D300,S041,Finke_Denno,2004,Field,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Natural,NA,NA,Predators,NA,NA,Addition,U268,Yes,Fig3c,APC,NA,Total,6,190.833,38.785,6,193.333,46.949,0.0130,0.0167,
D301,S041,Finke_Denno,2004,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U269,No,Fig2c,APC,NA,Total,10,58.14,8.405,10,71.429,14.708,0.2059,0.0063,
D302,S041,Finke_Denno,2004,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U270,No,Fig2c,APC,NA,Total,10,58.14,8.405,10,59.801,9.455,0.0282,0.0046,
D303,S041,Finke_Denno,2004,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,Insect,Invertebrate,Herbivores,Above,Cold,Addition,U271,No,Fig2c,APC,NA,Total,10,71.761,18.911,10,58.14,8.405,-0.2105,0.0090,
D304,S042,Finke_Denno,2005,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,Insect,Invertebrate,Herbivores,Above,Cold,Addition,U272,Yes,Fig1b_Herbivores,APC,NA,Total,7.5,73.141,43.456,7.5,18.347,43.456,-1.3829,0.7951,
D305,S042,Finke_Denno,2005,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U273,Yes,Fig1b_Strict_only_1_Species_richness,APC,NA,Total,7.5,18.347,43.456,14,42.893,26.903,0.8492,0.7761,
D306,S042,Finke_Denno,2005,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U274,Yes,Fig1b_IGP_only_1_Species_richness,APC,NA,Total,7.5,18.347,43.456,18,44.876,33.661,0.8944,0.7793,
D307,S042,Finke_Denno,2005,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U275,Yes,Fig1b_Strict_only_2_Species_richness,APC,NA,Total,7.5,18.347,43.456,17,61.24,26.579,1.2053,0.7591,
D308,S042,Finke_Denno,2005,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U276,Yes,Fig1b_Strict_IGP_2_Species_richness,APC,NA,Total,7.5,18.347,43.456,18,45.124,17.882,0.8999,0.7567,
D309,S042,Finke_Denno,2005,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U277,Yes,Fig1b_IGP_only_2_Species_richness,APC,NA,Total,7.5,18.347,43.456,26,38.678,37.927,0.7458,0.7850,
D310,S042,Finke_Denno,2005,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U278,Yes,Fig1b_Strict_only_3_Species_richness,APC,NA,Total,7.5,18.347,43.456,5,83.554,32.155,1.5160,0.7776,
D311,S042,Finke_Denno,2005,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U279,Yes,Fig1b_Strict_IGP_3_Species_richness,APC,NA,Total,7.5,18.347,43.456,68,65.95,51.113,1.2794,0.7568,
D312,S042,Finke_Denno,2005,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U280,Yes,Fig1b_IGP_only_3_Species_richness,APC,NA,Total,7.5,18.347,43.456,5,32.479,22.73,0.5711,0.8460,
D313,S043,Finke_Denno,2006,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U281,Yes,Fig1b_Thatch_absent,APC,NA,Total,7,4.899,4.638,7,6.865,4.265,0.3374,0.1832,
D314,S043,Finke_Denno,2006,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U282,No,Fig1b_Thatch_present,APC,NA,Total,7,5.038,2.674,7,14.877,7.895,1.0828,0.0805,
D315,S044,Ford_et_al,2012,Field,UK,53.69,-2.95,Marsh,9.63,904.71,Grass,Natural,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U283,Yes,Table1,ANPP,NA,Total,3,1.2,0.082,3,0.58,0.051,-0.7270,0.0041,
D316,S044,Ford_et_al,2012,Field,UK,53.69,-2.95,Marsh,9.63,904.71,Grass,Natural,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U284,Yes,Table1,APC,NA,Total,6,0.7,0.124973966,6,0.3,0.124973966,-0.8473,0.0342,
D317,S044,Ford_et_al,2012,Field,UK,53.69,-2.95,Marsh,9.63,904.71,Grass,Natural,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U285,Yes,Table1,BPC,NA,Total,6,1,0.249947933,6,3.4,0.499895866,1.2238,0.0140,
D318,S044,Ford_et_al,2012,Field,UK,53.69,-2.95,Marsh,9.63,904.71,Grass,Natural,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U286,Yes,Table1,LC,NA,Total,6,0.3,0.124973966,6,0,0,-0.2624,0.0015,
D319,S044,Ford_et_al,2012,Field,UK,53.69,-2.95,Marsh,9.63,904.71,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U287,Yes,Fig4,NEE,NA,Total,6,816.216,115.829,6,632.432,129.619,-0.2551,0.0104,
D320,S044,Ford_et_al,2012,Field,UK,53.69,-2.95,Marsh,9.63,904.71,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U288,Yes,Table1,Soil_BD,0-15,Total,6,0.7,0,6,0.8,0.124973966,0.1335,0.0041,
D321,S044,Ford_et_al,2012,Field,UK,53.69,-2.95,Marsh,9.63,904.71,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U289,Yes,Table1,Soil_CS,0-15,Total,3,3.69,0.153,3,4.74,0.357,0.2504,0.0025,
D322,S044,Ford_et_al,2012,Field,UK,53.69,-2.95,Marsh,9.63,904.71,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U290,Yes,Table1,Soil_OCcon,0-15,Total,6,6.3,0.999791732,6,7.4,1.874609497,0.1609,0.0149,
D323,S044,Ford_et_al,2012,Field,UK,53.69,-2.95,Marsh,9.63,904.71,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U291,Yes,Calculated,Soil_OCden,0-15,Total,6,4.41,0.699854212,6,5.92,1.499687598,0.2945,0.0149,
D324,S045,Ford_Grace,1998,Field,USA_LA,30.18,-89.58,Marsh,19.81,1583.28,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U292,Yes,Text,APC,NA,Total,10,460,182.78,10,112,73.049,-1.4127,0.0583,
D325,S045,Ford_Grace,1998,Field,USA_LA,30.18,-89.58,Marsh,19.81,1583.28,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U293,Yes,Text,BPC,NA,Total,10,1.35,0.917,10,0.75,0.885,-0.5878,0.1854,
D326,S045,Ford_Grace,1998,Field,USA_LA,30.18,-89.58,Marsh,19.81,1583.28,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U294,Yes,Text,LC,NA,Total,10,614.09,196.061,10,1063.2,746.298,0.5489,0.0595,
D327,S046,Fox_Kahlert,2000,Field,Denmark,55.63,12.76,Marsh,8.13,553.34,Grass,Natural,Others,Vertebrate,Herbivores,Above_below,Warm,Excluded,U295,Yes,Fig3_Low,APC,NA,Total,5,1.862,0.257,5,1.243,0.338,-0.4041,0.0186,
D328,S046,Fox_Kahlert,2000,Field,Denmark,55.63,12.76,Marsh,8.13,553.34,Grass,Natural,Others,Vertebrate,Herbivores,Above_below,Warm,Excluded,U296,Yes,Fig3_High,APC,NA,Total,5,1.429,0.441,5,0.875,0.213,-0.4905,0.0309,
D329,S047,Geho_et_al,2007,Field,USA_LA,30.28,-90.33,Marsh,19.67,1610.90,Mixed,Transplant,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U297,No,Fig2_NoNeighbors,APC,NA,Total,3,39.079,17.674,3,9.771,4.419,-1.3862,0.1364,
D330,S047,Geho_et_al,2007,Field,USA_LA,30.28,-90.33,Marsh,19.67,1610.90,Mixed,Transplant,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U298,Yes,Fig2_Neighbors,APC,NA,Total,3,16.09,3.793,3,12.982,3.209,-0.2146,0.0389,
D331,S048,Gough_Grace_Ecology,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U299,Yes,Fig3b_Nutrient_control,APC,NA,Total,8,1027.5,353.978,8,1369,662.7,0.2870,0.0441,
D332,S048,Gough_Grace_Ecology,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U300,Yes,Fig3a_Nutrient_control,APC,NA,Total,8,962.499,312.629,8,866.673,156.635,-0.1049,0.0173,
D333,S048,Gough_Grace_Ecology,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U301,No,Fig3b_Nutrient_enriched,APC,NA,Total,8,1401.1,1004.488,8,1387.81,364.867,-0.0095,0.0729,
D334,S048,Gough_Grace_Ecology,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U302,No,Fig3a_Nutrient_enriched,APC,NA,Total,8,1638.42,724.671,8,1676.46,490.845,0.0230,0.0352,
D335,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U303,No,Fig3A_Raised,APC,NA,Total,8,68.807,29.342,8,77.579,40.772,0.1200,0.0573,
D336,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U304,Yes,Fig3A_Control,APC,NA,Total,8,68.287,26.895,8,52.827,27.723,-0.2567,0.0538,
D337,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U305,No,Fig3A_Lowered,APC,NA,Total,8,46.711,17.919,8,42.788,29.349,-0.0877,0.0772,
D338,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U306,No,Fig3B_Raised,APC,NA,Total,8,94.387,42.172,8,72.594,37.945,-0.2625,0.0591,
D339,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U307,Yes,Fig3B_Control,APC,NA,Total,8,66.713,28.695,8,46.422,14.323,-0.3626,0.0350,
D340,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U308,No,Fig3B_Lowered,APC,NA,Total,8,25.634,12.613,8,36.377,32.874,0.3500,0.1323,
D341,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U309,Yes,Fig5_Control,APC,NA,Total,8,68.36,26.587,8,52.463,27.301,-0.2647,0.0528,
D342,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U310,Yes,Fig5_Transplant,APC,NA,Total,8,51.769,33.053,8,0,0,-3.9659,0.0490,
D343,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U311,Yes,Fig5_Control,APC,NA,Total,8,66.618,28.916,8,46.141,15.442,-0.3673,0.0376,
D344,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U312,Yes,Fig5_Transplant,APC,NA,Total,8,32.684,15.454,8,42.679,33.638,0.2668,0.1056,
D345,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U313,No,Table3_spartinamarsh_Raised,LC,NA,Sub,8,7,7.919595949,8,5.9,6.222539674,-0.1710,0.2990,
D346,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U313,No,Table3_spartinamarsh_Raised,LC,NA,Sub,8,1,1.697056275,8,1.8,1.979898987,0.5878,0.5112,
D347,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U314,Yes,Table3_spartinamarsh_Control,LC,NA,Sub,8,13.2,11.59655121,8,2.4,2.828427125,-1.7047,0.2701,
D348,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U314,Yes,Table3_spartinamarsh_Control,LC,NA,Sub,8,2.3,3.111269837,8,1.3,1.697056275,-0.5705,0.4418,
D349,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U315,No,Table3_spartinamarsh_Lowered,LC,NA,Sub,8,1.3,1.414213562,8,8.9,7.353910524,1.9237,0.2333,
D350,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U315,No,Table3_spartinamarsh_Lowered,LC,NA,Sub,8,1.2,1.979898987,8,1.2,1.13137085,0.0000,0.4514,
D351,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U316,No,Table3_sagittatiamarsh_Raised,LC,NA,Total,8,13.6,7.071067812,8,12.9,6.788225099,-0.0528,0.0684,
D352,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U317,Yes,Table3_sagittatiamarsh_Control,LC,NA,Total,8,12.8,5.939696962,8,8.4,2.2627417,-0.4212,0.0360,
D353,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U318,No,Table3_sagittatiamarsh_Lowered,LC,NA,Total,8,6.6,5.091168825,8,9.1,7.071067812,0.3212,0.1499,
D354,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U319,Yes,Table6_spartinamarsh_Control,LC,NA,Sub,8,13.2,11.59655121,8,2.4,2.828427125,-1.7047,0.2701,
D355,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U319,Yes,Table6_spartinamarsh_Control,LC,NA,Sub,8,2.3,3.111269837,8,1.3,1.697056275,-0.5705,0.4418,
D356,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Grass,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U320,Yes,Table6_spartinamarsh_Transplant,LC,NA,Sub,8,2.5,3.959797975,8,0,0,-1.2528,0.1600,
D357,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U320,Yes,Table6_spartinamarsh_Transplant,LC,NA,Sub,8,1.2,2.828427125,8,0,0,-0.7885,0.2066,
D358,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U321,Yes,Table6_sagittatiamarsh_Control,LC,NA,Total,8,12.8,5.939696962,8,8.4,2.2627417,-0.4212,0.0360,
D359,S049,Gough_Grace_Oecologia,1998,Field,USA_LA,30.22,-89.60,Marsh,19.71,1578.20,Forb,Natural,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U322,Yes,Table6_sagittatiamarsh_Transplant,LC,NA,Total,8,4.9,2.545584412,8,3.8,3.676955262,-0.2542,0.1508,
D360,S050,Gustafson_et_al,2006,Field,USA_SC,32.82,-79.89,Marsh,18.73,1280.38,Grass,Natural,Snail,Invertebrate,Herbivores,Above,Cold,Addition,U323,Yes,Fig1,APC,NA,Total,8,183.778,53.143,8,128.029,27.006,-0.3615,0.0160,
D361,S051,Hargreaves_et_al,2009,Field,Canada,58.73,-94.47,Marsh,-6.84,407.78,Grass,Natural,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U324,Yes,Text_Nutrient_control,APC,NA,Total,3,108,10.912,3,15.7,2.252,-1.9285,0.0103,
D362,S051,Hargreaves_et_al,2009,Field,Canada,58.73,-94.47,Marsh,-6.84,407.78,Grass,Natural,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U325,No,Text_Nutrient_enriched,APC,NA,Total,3,227,58.197,3,21.7,5.196,-2.3476,0.0410,
D363,S051,Hargreaves_et_al,2009,Field,Canada,58.73,-94.47,Marsh,-6.84,407.78,NA,NA,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U326,No,Fig5a_NPC,MBC,0-6,Total,3,1.18153,0.346566046,3,0.95191,0.215900133,-0.2161,0.0458,
D364,S051,Hargreaves_et_al,2009,Field,Canada,58.73,-94.47,Marsh,-6.84,407.78,NA,NA,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U327,Yes,Fig5a_Control,MBC,0-6,Total,3,1.39493,0.335203793,3,0.8373,0.409058439,-0.5104,0.0988,
D365,S051,Hargreaves_et_al,2009,Field,Canada,58.73,-94.47,Marsh,-6.84,407.78,NA,NA,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U328,No,Fig5a_C,MBC,0-6,Total,3,1.2861,0.340884919,3,0.98432,0.147726613,-0.2674,0.0309,
D366,S051,Hargreaves_et_al,2009,Field,Canada,58.73,-94.47,Marsh,-6.84,407.78,NA,NA,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U329,No,Fig5a_NP,MBC,0-6,Total,3,1.25021,0.34090224,3,0.79427,0.159071546,-0.4536,0.0382,
D367,S051,Hargreaves_et_al,2009,Field,Canada,58.73,-94.47,Marsh,-6.84,407.78,NA,NA,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U330,No,Fig5b_C,Soil_DOC,0-6,Total,3,260.23,40.98032211,3,155.12,61.00282944,-0.5174,0.0598,
D368,S051,Hargreaves_et_al,2009,Field,Canada,58.73,-94.47,Marsh,-6.84,407.78,NA,NA,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U331,No,Fig5b_NP,Soil_DOC,0-6,Total,3,245.78,80.07270883,3,180.3,21.91044272,-0.3098,0.0403,
D369,S051,Hargreaves_et_al,2009,Field,Canada,58.73,-94.47,Marsh,-6.84,407.78,NA,NA,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U332,No,Fig5b_NPC,Soil_DOC,0-6,Total,3,236.84,57.19231767,3,159.25,101.0305236,-0.3969,0.1536,
D370,S051,Hargreaves_et_al,2009,Field,Canada,58.73,-94.47,Marsh,-6.84,407.78,NA,NA,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U333,Yes,Fig5b_Control,Soil_DOC,0-6,Total,3,301.09,44.79083388,3,212.49,10.47890739,-0.3485,0.0082,
D371,S052,Hartke_et_al,2009,Field,USA_TX,28.66,-96.00,Marsh,21.40,1135.55,Forb,Natural,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U334,Yes,Table3_January,APC,NA,Total,26,33.23,23.506,26,5.56,18.611,-1.7879,0.4502,
D372,S053,He_et_al,2015,Lab,China,37.77,119.15,Marsh,12.20,683.29,Forb,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Addition,U335,Yes,Fig4B_Nonwaterlogged,APC,NA,Total,6,0.359,0.077,6,0.293,0.107,-0.2031,0.0299,
D373,S053,He_et_al,2015,Lab,China,37.77,119.15,Marsh,12.20,683.29,Forb,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Addition,U336,No,Fig4B_Waterlogged,APC,NA,Total,6,0.241,0.044,6,0.008,0.017,-3.4054,0.7582,
D374,S054,He_et_al,2017,Field,China,37.77,119.15,Marsh,12.20,683.29,Forb,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U343,Yes,Author_2011,APC,NA,Total,8,8.573,1.975,8,2.425,3.793,-1.2628,0.3124,
D375,S054,He_et_al,2017,Field,China,37.77,119.15,Marsh,12.20,683.29,Forb,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U344,Yes,Author_2013_Border,APC,NA,Total,8,74.36,29.196,8,0,0,-4.3223,0.0188,
D376,S054,He_et_al,2017,Field,China,37.77,119.15,Marsh,12.20,683.29,Forb,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U345,Yes,Author_2012_Patch,APC,NA,Total,8,0.976,0.725,8,0,0,-0.6811,0.0168,
D377,S054,He_et_al,2017,Field,China,37.77,119.15,Marsh,12.20,683.29,Forb,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U346,Yes,Author_2013,APC,NA,Total,10,1.686,1.771,10,0,0,-0.9881,0.0435,
D378,S054,He_et_al,2017,Field,China,38.08,118.72,Marsh,12.99,571.33,Forb,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U347,Yes,Author_2013,APC,NA,Total,10,0.054,0.089,10,0.014,0.034,-1.3499,0.8614,
D379,S054,He_et_al,2017,Field,China,37.72,119.12,Marsh,12.47,642.71,Forb,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U348,Yes,Author_2013,APC,NA,Total,10,2.998,2.168,10,0,0,-1.3858,0.0294,
D380,S054,He_et_al,2017,Field,China,37.72,119.05,Marsh,12.98,599.17,Forb,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U349,Yes,Author_2013,APC,NA,Total,10,7.163,2.276,10,0,0,-2.0996,0.0078,
D381,S055,He_et_al,Unpublished,Field,China,37.77,119.15,Marsh,12.20,683.29,Grass,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U350,Yes,Author_2013,APC,NA,Total,10,5.425,2.415,10,0.322,0.589,-2.8242,0.3544,
D382,S055,He_et_al,Unpublished,Field,China,37.77,119.15,Marsh,12.20,683.29,Grass,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U351,Yes,Author_2013,APC,NA,Total,10,4.644,0.713,10,2.536,1.555,-0.6050,0.0400,
D383,S056,He_et_al,Unpublished,Field,China,37.77,119.15,Marsh,12.20,683.29,Forb,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U337,Yes,Author_2013,APC,NA,Total,10,2.071,1.176,10,0,0,-1.1220,0.0147,
D384,S056,He_et_al,Unpublished,Field,China,37.83,119.08,Marsh,12.82,619.37,Forb,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U338,Yes,Author_2013,APC,NA,Total,10,0.725,0.552333434,10,0.784,0.38893587,0.0782,0.0827,
