study_id,site_id,plot_id,plot_radius,species,family,diameter,diameter_flag,alive_or_dead,decay_class,height,wood_density,carbon_conversion_factor,basal_area,basal_density,plant_aboveground_carbon,plant_belowground_carbon,plant_BGB_kg,plant_AGB_kg,plant_AGB_MgHa,plant_BGB_MgHa,plant_mass_total_MgHa,plant_total_carbon,plant_notes
Cifuentes_et_al_2023_Panama,Los Algarrobos,6,2,Rhizophora mangle,Rhizophoraceae,1.8,DBH,alive,NA,NA,0.898,0.4752,NA,NA,3.02093,1.00758,0.66612,1.99716,6.35718,2.12033,8.47751,4.02851,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,6,2,Rhizophora mangle,Rhizophoraceae,2,DBH,alive,NA,NA,0.898,0.4752,NA,NA,3.62533,1.2731,0.84166,2.39674,7.62905,2.67908,10.30813,4.89842,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,6,2,Rhizophora mangle,Rhizophoraceae,3.5,DBH,alive,NA,NA,0.898,0.4752,NA,NA,9.55094,4.40967,2.91528,6.31421,20.09877,9.27962,29.37839,13.96061,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,6,2,Rhizophora mangle,Rhizophoraceae,5,DBH,alive,NA,NA,0.898,0.4752,NA,NA,17.70848,9.73394,6.4352,11.70723,37.26531,20.48389,57.7492,27.44242,NA
Cifuentes_et_al_2023_Panama,El Represo,3,2,Rhizophora mangle,Rhizophoraceae,3,DBH,alive,NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,15.39163,6.59035,21.98197,10.44583,NA
Cifuentes_et_al_2023_Panama,El Represo,4,2,Rhizophora mangle,Rhizophoraceae,2,DBH,alive,NA,NA,0.898,0.4752,NA,NA,3.62533,1.2731,0.84166,2.39674,7.62905,2.67908,10.30813,4.89842,NA
Cifuentes_et_al_2023_Panama,El Represo,5,2,Rhizophora mangle,Rhizophoraceae,3,DBH,alive,NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,15.39163,6.59035,21.98197,10.44583,NA
Cifuentes_et_al_2023_Panama,El R’o,2,2,Pelliciera rhizophorae,Theaceae,3,DBH,alive,NA,NA,0.811,0.4669,NA,NA,4.51323,3.00672,1.88917,3.03678,9.66637,6.01343,15.6798,7.51994,NA
Cifuentes_et_al_2023_Panama,El R’o,2,2,Rhizophora mangle,Rhizophoraceae,3,DBH,alive,NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,15.39163,6.59035,21.98197,10.44583,NA
Cifuentes_et_al_2023_Panama,El R’o,5,2,Rhizophora mangle,Rhizophoraceae,3,DBH,alive,NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,15.39163,6.59035,21.98197,10.44583,NA
Cifuentes_et_al_2023_Panama,El R’o,6,2,Rhizophora mangle,Rhizophoraceae,0.5,DBH,alive,NA,NA,0.898,0.4752,NA,NA,0.32899,0.05865,0.03878,0.2175,0.69232,0.12343,0.81574,0.38764,NA
Cifuentes_et_al_2023_Panama,El R’o,6,2,Rhizophora mangle,Rhizophoraceae,0.6,DBH,alive,NA,NA,0.898,0.4752,NA,NA,0.45107,0.08792,0.05812,0.29821,0.94922,0.18501,1.13423,0.53899,NA
Cifuentes_et_al_2023_Panama,El R’o,6,2,Rhizophora mangle,Rhizophoraceae,0.8,DBH,alive,NA,NA,0.898,0.4752,NA,NA,0.74219,0.16651,0.11008,0.49067,1.56184,0.3504,1.91224,0.90869,NA
Cifuentes_et_al_2023_Panama,El R’o,6,2,Rhizophora mangle,Rhizophoraceae,1,DBH,alive,NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,2.2982,0.57504,2.87324,1.36536,NA
Cifuentes_et_al_2023_Panama,El R’o,6,2,Rhizophora mangle,Rhizophoraceae,1.4,DBH,alive,NA,NA,0.898,0.4752,NA,NA,1.95529,0.57674,0.38129,1.29266,4.11467,1.21368,5.32835,2.53203,NA
Cifuentes_et_al_2023_Panama,El R’o,6,2,Rhizophora mangle,Rhizophoraceae,1.5,DBH,alive,NA,NA,0.898,0.4752,NA,NA,2.20332,0.6722,0.4444,1.45664,4.63662,1.41456,6.05118,2.87552,NA
Cifuentes_et_al_2023_Panama,El R’o,6,2,Rhizophora mangle,Rhizophoraceae,2,DBH,alive,NA,NA,0.898,0.4752,NA,NA,3.62533,1.2731,0.84166,2.39674,7.62905,2.67908,10.30813,4.89842,NA
Cifuentes_et_al_2023_Panama,El R’o,6,2,Rhizophora mangle,Rhizophoraceae,2,DBH,alive,NA,NA,0.898,0.4752,NA,NA,3.62533,1.2731,0.84166,2.39674,7.62905,2.67908,10.30813,4.89842,NA
Cifuentes_et_al_2023_Panama,El R’o,6,2,Rhizophora mangle,Rhizophoraceae,2,DBH,alive,NA,NA,0.898,0.4752,NA,NA,3.62533,1.2731,0.84166,2.39674,7.62905,2.67908,10.30813,4.89842,NA
Cifuentes_et_al_2023_Panama,El R’o,6,2,Pelliciera rhizophorae,Theaceae,3,DBH,alive,NA,NA,0.811,0.4669,NA,NA,4.51323,3.00672,1.88917,3.03678,9.66637,6.01343,15.6798,7.51994,NA
Cifuentes_et_al_2023_Panama,El R’o,6,2,Pelliciera rhizophorae,Theaceae,3,DBH,alive,NA,NA,0.811,0.4669,NA,NA,4.51323,3.00672,1.88917,3.03678,9.66637,6.01343,15.6798,7.51994,NA
Cifuentes_et_al_2023_Panama,El R’o,6,2,Rhizophora mangle,Rhizophoraceae,3.8,DBH,alive,NA,NA,0.898,0.4752,NA,NA,11.01208,5.29292,3.49919,7.28019,23.17358,11.13829,34.31187,16.305,NA
Cifuentes_et_al_2023_Panama,Resbaloso,1,2,Rhizophora mangle,Rhizophoraceae,4,DBH,alive,NA,NA,0.898,0.4752,NA,NA,12.03455,5.93128,3.92122,7.95615,25.32524,12.48166,37.80689,17.96584,NA
Cifuentes_et_al_2023_Panama,Resbaloso,4,2,Rhizophora mangle,Rhizophoraceae,5,DBH,alive,NA,NA,0.898,0.4752,NA,NA,17.70848,9.73394,6.4352,11.70723,37.26531,20.48389,57.7492,27.44242,NA
Cifuentes_et_al_2023_Panama,Resbaloso,5,2,Rhizophora mangle,Rhizophoraceae,1.8,DBH,alive,NA,NA,0.898,0.4752,NA,NA,3.02093,1.00758,0.66612,1.99716,6.35718,2.12033,8.47751,4.02851,NA
Cifuentes_et_al_2023_Panama,Resbaloso,5,2,Rhizophora mangle,Rhizophoraceae,2.5,DBH,alive,NA,NA,0.898,0.4752,NA,NA,5.33456,2.08931,1.38126,3.52672,11.22592,4.39669,15.62261,7.42386,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,2,Rhizophora mangle,Rhizophoraceae,1,DBH,alive,NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,2.2982,0.57504,2.87324,1.36536,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,2,Rhizophora mangle,Rhizophoraceae,2,DBH,alive,NA,NA,0.898,0.4752,NA,NA,3.62533,1.2731,0.84166,2.39674,7.62905,2.67908,10.30813,4.89842,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,2,Rhizophora mangle,Rhizophoraceae,3,DBH,alive,NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,15.39163,6.59035,21.98197,10.44583,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,2,Rhizophora mangle,Rhizophoraceae,4,DBH,alive,NA,NA,0.898,0.4752,NA,NA,12.03455,5.93128,3.92122,7.95615,25.32524,12.48166,37.80689,17.96584,NA
