study_id,site_id,core_id,core_date,core_latitude,core_longitude,core_position_method,core_elevation,core_elevation_method,salinity_class,vegetation_class,salinity,short_term_accretion_rate,short_term_organic_matter_accretion_rate,short_term_mineral_accumulation_rate,short_term_carbon_accumulation_rate,longer_term_accretion_rate,longer_term_organic_matter_pool,longer_term_organic_matter_accumulation_rate,longer_term_mineral_pool,longer_term_mineral_accumulation_rate,longer_term_carbon_pool,longer_term_carbon_accumulation_rate,mean_high_water,mean_low_water,fraction_time_flooded,mean_water_depth
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,2015-09-18,29.962279475,-93.415834375,RTK-GPS,0.14963333333333334,RTK-GPS,saline,emergent,16.18876382,1.4,1204.7,4154.5,482.6,0.6153846153846154,2638.1227217560418,202.93251705815706,17784.86376826339,1368.0664437125683,780.0242192911256,60.00186302239428,0.028343,0.011164,0.5735,0.019507
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,2015-09-18,29.95991099722222,-93.4113032,RTK-GPS,0.08076666666666667,RTK-GPS,saline,emergent,16.18876382,1.5,1017.4,5396.9,407.4,0.6153846153846154,4006.652106447949,308.20400818830376,31352.952278930617,2411.7655599177397,1192.8947476926733,91.76113443789794,0.09720966666000001,0.08003066666000001,0.7163,0.08837366666
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,2015-09-18,29.959116119444445,-93.40863091111112,RTK-GPS,0.017666666666666667,RTK-GPS,saline,emergent,16.18876382,NA,NA,NA,NA,0.6153846153846154,3114.298199027606,239.56139992520048,15068.468742581364,1159.1129801985664,863.2075587813442,66.40058144471878,0.16030966670000002,0.1431306667,0.8629,0.1514736667
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,2015-09-19,29.933492716666667,-93.41669687222223,RTK-GPS,-0.06182500000000001,RTK-GPS,saline,emergent,16.0390059,0.5,204,464.8,81.8,0.5,2304.879426105184,288.109928263148,21074.826792362797,2634.3533490453497,407.62172690223474,50.95271586277934,0.361511,0.326278,1,0.344882
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,2015-09-19,29.93271216388889,-93.41756226944445,RTK-GPS,-0.05443333333333333,RTK-GPS,saline,emergent,16.0390059,NA,NA,NA,NA,0.5,1493.9422521238612,186.74278151548265,14264.893623404138,1783.1117029255172,416.18988033019036,52.023735041273795,0.35411933329999995,0.3188863333,1,0.33749033330000006
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,2015-09-19,29.932694911111113,-93.41487256388889,RTK-GPS,-0.12205,RTK-GPS,saline,emergent,16.0390059,NA,NA,NA,NA,0.5,660.1917293088696,82.5239661636087,4978.185673544249,622.2732091930311,145.63591071408055,18.20448883926007,0.421736,0.38650300000000004,1,0.405107
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,2015-09-19,29.93040060555556,-93.41667581944445,RTK-GPS,0.004950000000000001,RTK-GPS,saline,emergent,16.0390059,0.3,152.8,332.8,61.3,0.75,2311.365258944533,288.9206573680666,2637.34757660583,329.66844707572875,543.3648036819744,67.9206004602468,0.294736,0.259503,1,0.278107
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,2015-09-19,29.92494480555556,-93.42210024444445,RTK-GPS,0.04165,RTK-GPS,saline,emergent,16.0390059,0.5,206.7,332.1,82.9,0.75,1996.3846464183666,249.54808080229583,7666.847498331282,958.3559372914102,793.4405891069182,99.18007363836477,0.258036,0.222803,0.9873,0.24140699999999998
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,2015-09-19,29.927238497222223,-93.42027830555556,RTK-GPS,0.0248,RTK-GPS,saline,emergent,16.0390059,NA,NA,NA,NA,0.75,1893.9622752628743,236.7452844078593,12437.904333326645,1554.7380416658307,748.1731291024715,93.52164113780894,0.274886,0.239653,1,0.258257
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,2015-09-19,29.941308061111112,-93.40317142222223,RTK-GPS,0.0792,RTK-GPS,saline,emergent,14.40988267,1.8,779.2,5734.5,311.9,0.8,1784.3618884010455,356.87237768020907,17544.028561733845,3508.805712346769,383.0244456657328,76.60488913314656,0.157669,0.12097,0.8347,0.137594
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,2015-09-19,29.939681469444444,-93.39785623333334,RTK-GPS,0.33307499999999995,RTK-GPS,saline,emergent,14.40988267,NA,NA,NA,NA,0.4,1190.063549802167,238.0127099604334,14220.074097875116,2844.0148195750235,433.4717618915144,86.69435237830288,-0.096206,-0.132905,0.1392,-0.116281
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,2015-09-19,29.936522772222222,-93.39516175277778,RTK-GPS,0.16990000000000002,RTK-GPS,saline,emergent,14.40988267,0.2,84.7,1781.3,33.9,0.4,1119.3377885378427,223.86755770756855,21692.498382871614,4338.499676574323,93.11791525169339,18.623583050338677,0.066969,0.030270000000000002,0.6493,0.046894
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,2015-09-19,29.935904397222224,-93.3979214388889,RTK-GPS,0.08086,RTK-GPS,saline,emergent,14.40988267,NA,NA,NA,NA,0.4,1187.2194875035696,237.44389750071392,13898.628492508513,2779.7256985017025,172.41615656355808,34.48323131271162,0.156009,0.11931,0.8332,0.135934
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,2015-09-19,29.934949858333333,-93.40231292222222,RTK-GPS,0.0625,RTK-GPS,saline,emergent,14.40988267,0.3,116.9,728.8,46.8,0.4,668.7794109199089,133.75588218398178,5285.80410020968,1057.160820041936,187.23592392395878,37.44718478479176,0.17436900000000002,0.13767,0.8874,0.154294
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,2015-09-19,29.934237622222224,-93.40065666944444,RTK-GPS,0.12715,RTK-GPS,saline,emergent,14.40988267,NA,NA,NA,NA,0.4,712.8081425898044,142.56162851796088,9590.572437659031,1918.1144875318064,129.9050223557773,25.98100447115546,0.109719,0.07302,0.7424,0.089644
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-1,2015-09-19,29.94999398611111,-93.41257669444445,RTK-GPS,0.228,RTK-GPS,saline,emergent,13.58620251,3.8,2428.5,34435.7,971.8,NA,NA,NA,NA,NA,NA,NA,0.08356400000000001,0.035064000000000005,0.7067,0.060351999999999996
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,2015-09-19,29.949050294444444,-93.40769162777778,RTK-GPS,0.29066666666666663,RTK-GPS,saline,emergent,13.58620251,5.1,2845.8,29169.8,1139,NA,NA,NA,NA,NA,NA,NA,0.02089733333,-0.027602666669999998,0.5674,-0.00231466667
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,2015-09-19,29.946694108333332,-93.40954784444445,RTK-GPS,0.0873,RTK-GPS,saline,emergent,13.58620251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22426400000000002,0.175764,0.9429,0.201052
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-1,2015-09-18,29.945008141666666,-93.43022860277779,RTK-GPS,0.20170000000000002,RTK-GPS,saline,emergent,13.58620251,3.9,2633.3,35139.2,1053.8,NA,NA,NA,NA,NA,NA,NA,0.109864,0.061364,0.7435,0.086652
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,2015-09-18,29.9442064,-93.42475338611112,RTK-GPS,0.22438,RTK-GPS,saline,emergent,13.58620251,1.6,1064.8,13828.7,426.1,NA,NA,NA,NA,NA,NA,NA,0.08718400000000001,0.038683999999999996,0.7105,0.063972
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-3,2015-09-18,29.939814166666668,-93.42377851111111,RTK-GPS,0.17006000000000002,RTK-GPS,saline,emergent,13.58620251,1.3,829.6,11205.7,332,NA,NA,NA,NA,NA,NA,NA,0.141504,0.093004,0.7936,0.11829200000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,2015-09-19,29.933483405555556,-93.44007714722223,RTK-GPS,0.133575,RTK-GPS,saline,emergent,10.62577902,1.3,764.8,1189.5,306.7,NA,NA,NA,NA,NA,NA,NA,0.134849,0.10587500000000001,0.7868,0.119381
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,2015-09-19,29.929549172222224,-93.43281780555556,RTK-GPS,0.1473,RTK-GPS,saline,emergent,10.62577902,0.2,216.6,493.6,86.8,NA,NA,NA,NA,NA,NA,NA,0.121124,0.09215,0.7506,0.105656
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,2015-09-19,29.92801861666667,-93.44179089444445,RTK-GPS,0.11006666666666666,RTK-GPS,saline,emergent,10.62577902,1.2,792.3,1025.7,317.8,NA,NA,NA,NA,NA,NA,NA,0.15835733330000001,0.12938333330000001,0.8254,0.1428893333
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,2015-09-19,29.94491767222222,-93.43713866666667,RTK-GPS,0.05595000000000001,RTK-GPS,saline,emergent,10.62577902,0.7,489.1,621.2,196.2,NA,NA,NA,NA,NA,NA,NA,0.212474,0.18350000000000002,0.962,0.19700600000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,2015-09-19,29.947135719444443,-93.43876714166667,RTK-GPS,0.117025,RTK-GPS,saline,emergent,10.62577902,0.7,463,1106.1,185.5,NA,NA,NA,NA,NA,NA,NA,0.151399,0.122425,0.8158,0.135931
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,2015-09-19,29.940568316666667,-93.44128529444446,RTK-GPS,0.048499999999999995,RTK-GPS,saline,emergent,10.62577902,1.194940476190476,779.3,1988.9,312.3,NA,NA,NA,NA,NA,NA,NA,0.219924,0.19094999999999998,0.9791,0.204456
