study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,c14_age,c14_age_se,c14_material,be7_activity,be7_activity_se,be7_unit
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,21,22,0.5246666666666666,0.11658445077468192,0.35596448722505514,0.06924731589958916,dpm/g,3.2067039245003395,0.262002620313336,dpm/g,1.3162206668138978,0.09660151471464262,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,22,23,0.5319354838709678,0.11643264284721279,0.5194607961811937,0.06629955354812367,dpm/g,3.2060725578370546,0.24770316202158282,dpm/g,1.5095157367573113,0.09119238509104723,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,23,24,0.60625,0.09516256938937401,0.5324591247543288,0.067960558344246,dpm/g,3.067339790219152,0.24165790337976356,dpm/g,1.5997190165503725,0.09040240553494493,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,24,25,0.655483870967742,0.08453126074695612,0.7842219348899049,0.06859108302541742,dpm/g,2.7297426017246678,0.2171133941916639,dpm/g,1.4567676952150108,0.08129466608821095,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,24,25,NA,0.08218286458154982,0.7842219348899049,0.06859108302541742,dpm/g,2.7297426017246678,0.2171133941916639,dpm/g,1.4567676952150108,0.08129466608821095,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,25,26,0.5118181818181818,0.1145310390194924,0.2519851678065701,0.046910262128251494,dpm/g,1.935967110436195,0.17920467831155334,dpm/g,0.9325597767229461,0.06757936446556134,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,26,27,0.5780645161290322,0.10173937051352806,0.28965383857537486,0.07016259549919514,dpm/g,3.0548318912649406,0.2859026137472695,dpm/g,1.7565923904964476,0.12010917044872287,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,27,28,0.6236666666666667,0.09628430731085852,0.1499601747504744,0.06087979594610785,dpm/g,2.5023829531877557,0.2526724839673973,dpm/g,1.4904844769077816,0.10170715603607647,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,28,29,0.6084375,0.09685764547618199,0.12777051267320544,0.06042669225271505,dpm/g,2.783733313157869,0.2818877704977829,dpm/g,1.4727390828810059,0.10785342901640042,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,29,30,0.7224242424242424,0.07990969110252084,NA,NA,dpm/g,1.9282093113374934,0.19408289212990576,dpm/g,1.3011351894348084,0.075134093236321,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_no spectroscopy,30,31,0.8652941176470587,0.056510222101474876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_no spectroscopy,30,31,NA,0.055659320134479454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,31,32,0.9373529411764706,0.04820092746166555,NA,NA,dpm/g,1.5886280594166047,0.18380404757543156,dpm/g,1.3559933308614238,0.07471663624977541,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_no spectroscopy,32,33,0.8826470588235293,0.05479963353805445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,33,34,0.803,0.06526230229958971,NA,NA,dpm/g,1.490615551284004,0.1891064541753548,dpm/g,1.4505253709163237,0.08183849716860117,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_no spectroscopy,34,35,0.8490322580645161,0.05625191073066386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,35,36,0.9742424242424242,0.044071353620146414,NA,NA,dpm/g,1.7247274588430355,0.17483107471210202,dpm/g,1.625209700422323,0.07718992987656319,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_no spectroscopy,36,37,NA,0.043607800650053555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_no spectroscopy,36,37,1.0084374999999999,0.04486310653293593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,37,38,1.1024242424242425,0.037876992857867706,NA,NA,dpm/g,1.4787071355100736,0.18531848355979882,dpm/g,1.3945824792935042,0.07793720387833995,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB301M,push_core_gamma spectroscopy,38,39,1.1326666666666665,0.03862675460848989,NA,NA,dpm/g,1.817700899747325,0.1847208850788243,dpm/g,1.4534429637782758,0.07291567368427644,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,0,1,0.62625,0.0781609985901447,0.09233662160423378,0.04955975024402609,dpm/g,4.067061550631091,0.31824764975084313,dpm/g,1.634416945332371,0.07423890933235947,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,1,2,0.7000000000000001,0.06687876299945236,0.13783438432786002,0.055092267873408984,dpm/g,4.074377332977217,0.36468307616663453,dpm/g,1.6963552536306947,0.08884794336863004,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,2,3,0.5977777777777776,0.09588332643773222,0.18647623104842215,0.04765504779630085,dpm/g,5.610946671490097,0.36080978042828094,dpm/g,1.6416955561643582,0.07805044226939951,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,3,4,0.7015,0.07611746183859275,0.14965674436957208,0.050969323350729824,dpm/g,4.495176436505157,0.32178852232747646,dpm/g,1.5789331681196344,0.07431726573410395,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,3,4,NA,0.07581770904612091,0.14965674436957208,0.050969323350729824,dpm/g,4.495176436505157,0.32178852232747646,dpm/g,1.5789331681196344,0.07431726573410395,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,4,5,0.7716666666666666,0.07089412005876511,0.17555803286302557,0.047827153675493214,dpm/g,4.010305562690682,0.3292116449876676,dpm/g,1.6645706272464755,0.07473905672974424,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,5,6,0.8527272727272727,0.055905485002212825,0.11462377615969827,0.047775563067767333,dpm/g,3.168736119114087,0.29177189871572135,dpm/g,1.5113548308993905,0.06980594278901202,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,6,7,0.835,0.06067721626680281,0.14392745810687138,0.03957060814027926,dpm/g,3.394086542325844,0.27065700787750196,dpm/g,1.5758195479946548,0.06251001787861571,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,7,8,0.752,0.07271361758781875,0.15916703696055032,0.046592663707900515,dpm/g,3.854839533822897,0.31003165185853815,dpm/g,1.5256567221205735,0.07214635264957048,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,8,9,0.6805555555555555,0.0835536026912903,0.2044479252119775,0.03565809916230403,dpm/g,3.4772058702759923,0.22709291168873003,dpm/g,1.424615115206687,0.05303664333452262,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,8,9,NA,0.08337609907968073,0.2044479252119775,0.03565809916230403,dpm/g,3.4772058702759923,0.22709291168873003,dpm/g,1.424615115206687,0.05303664333452262,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,9,10,0.5644444444444444,0.10581170623964649,0.19126072135977046,0.04954511283218802,dpm/g,4.464864848330418,0.309353327221437,dpm/g,1.5327764960351118,0.067088899702158,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,10,11,0.5664285714285715,0.1060527677185719,0.2712219615738674,0.04971189550283763,dpm/g,3.7956875729077484,0.3268301915765801,dpm/g,1.4809693923540972,0.07242235905664952,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,11,12,0.5911111111111111,0.0941645473915736,0.2838998054448235,0.05340933115931903,dpm/g,3.487689422081334,0.3630387669123178,dpm/g,1.4976434385682822,0.08077481945166871,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,12,13,0.6216666666666666,0.09384901501584267,0.22870276215129207,0.051353873878208986,dpm/g,3.0329377462378986,0.3119263005645941,dpm/g,1.5168307639730467,0.07349114539341275,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,12,13,NA,0.09251327736851113,0.22870276215129207,0.051353873878208986,dpm/g,3.0329377462378986,0.3119263005645941,dpm/g,1.5168307639730467,0.07349114539341275,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,13,14,0.54,0.11184346745807204,0.18401795419780834,0.05041974881172497,dpm/g,2.8748375979985856,0.3082949887259731,dpm/g,1.502709570855757,0.07619501169867525,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,14,15,0.4772222222222222,0.1269158748873014,0.4297760642711443,0.06736827350751357,dpm/g,3.5499705301884434,0.3903508979189631,dpm/g,1.4657244309507558,0.08803633227064232,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,15,16,0.36428571428571427,0.1665255582601343,0.7146964133179785,0.10794369002955634,dpm/g,4.483040582275851,0.5197971148241675,dpm/g,1.6212122034713952,0.11976678757228017,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,16,17,0.40875000000000006,0.15049887687405328,0.633716165699157,0.05603891299531894,dpm/g,3.1312116907498377,0.2744081178765974,dpm/g,1.4037905738687328,0.06710777516887029,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,17,18,0.4495,0.13368195697188792,0.6565165697714042,0.07556467265772727,dpm/g,2.781053823590872,0.40133015721873017,dpm/g,1.5242711565629576,0.09348399951871325,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,18,19,0.61375,0.0790786685804111,0.5733596865888048,0.06566170929592353,dpm/g,2.641209205172519,0.3432081016411319,dpm/g,1.926718237596722,0.08774776461881621,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,18,19,NA,0.08470918681920916,0.5733596865888048,0.06566170929592353,dpm/g,2.641209205172519,0.3432081016411319,dpm/g,1.926718237596722,0.08774776461881621,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,19,20,0.6864285714285714,0.06701982228298001,0.8361880080814024,0.07643344044786987,dpm/g,2.848410086474667,0.3754830587792246,dpm/g,1.7550945737183943,0.09060634902144123,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,20,21,0.5977777777777776,0.08986477162963945,1.174434726078126,0.08904295178930693,dpm/g,2.6265878194100885,0.38190986241016944,dpm/g,1.5442609657739275,0.094170923749142793,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,21,22,0.5072222222222222,0.10368510964682903,0.650553242525106,0.07004537994848706,dpm/g,2.752926013621216,0.34041544048032235,dpm/g,1.4848135794746768,0.08142958655953156,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,22,23,0.6033333333333334,0.08345343490494755,0.312831275026172,0.06903532397116979,dpm/g,2.4933338850811495,0.3532425101954322,dpm/g,1.5162710638616912,0.09206356492554767,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,23,24,0.588125,0.08382802045087985,0.24457678445730532,0.06928027848981892,dpm/g,2.8257531909838516,0.3735337456212641,dpm/g,1.5802842370564214,0.09116875004713192,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,24,25,0.5794444444444444,0.09139932678436422,0.19805211877819387,0.053892763544710925,dpm/g,2.4593073101881417,0.3302852747465211,dpm/g,1.5296404540257356,0.0791481549019542,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,24,25,NA,0.09186684969114661,0.19805211877819387,0.053892763544710925,dpm/g,2.4593073101881417,0.3302852747465211,dpm/g,1.5296404540257356,0.0791481549019542,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,25,26,0.60375,0.08806021211084519,NA,NA,dpm/g,2.036597799849272,0.33194037156182626,dpm/g,1.4759657943443694,0.08617892201338759,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,26,27,0.710625,0.07400715868416516,NA,NA,dpm/g,1.8782239095668687,0.32384898272524554,dpm/g,1.5129799324250324,0.08576709121714304,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,27,28,0.7114285714285715,0.08082398029017249,NA,NA,dpm/g,1.8694509136730248,0.29056757011496726,dpm/g,1.4503851256922005,0.07444740164482319,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,28,29,0.7578571428571429,0.06655993459822108,NA,NA,dpm/g,1.443982025745338,0.2701732391551831,dpm/g,1.3535585006105482,0.07142969180274689,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,29,30,0.785625,0.1068634786749205,NA,NA,dpm/g,1.6236789655885788,0.23038329278050315,dpm/g,1.4435126044124353,0.061695605569368366,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,29,30,NA,0.07234562869370319,NA,NA,dpm/g,1.6236789655885788,0.23038329278050315,dpm/g,1.4435126044124353,0.061695605569368366,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_no spectroscopy,30,31,0.75875,0.08303458636348116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,31,32,0.7200000000000001,0.08989071038251349,NA,NA,dpm/g,1.1007478084719893,0.2577882612314763,dpm/g,1.379458643006682,0.07713158125659596,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_no spectroscopy,32,33,0.695625,0.08892382351935946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,33,34,0.8138888888888889,0.06260419856418664,NA,NA,dpm/g,1.625366524058347,0.3160084682539894,dpm/g,1.5890649627086748,0.08774467922639063,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,33,34,NA,0.05892152862777079,NA,NA,dpm/g,1.625366524058347,0.3160084682539894,dpm/g,1.5890649627086748,0.08774467922639063,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_no spectroscopy,34,35,0.877142857142857,0.054261450837283405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,35,36,0.91125,0.06948118006103775,NA,NA,dpm/g,1.5600054351618655,0.28231267275392435,dpm/g,1.6022807213900983,0.077057908280926,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_no spectroscopy,36,37,0.9927777777777779,0.047552921253175146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,37,38,1.0114285714285713,0.04303403477907849,NA,NA,dpm/g,1.6397690988187683,0.2985692012644753,dpm/g,1.5308984765132334,0.08388791807001245,dpm/g,NA,NA,NA,NA,NA,dpm/g
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_no spectroscopy,38,39,0.9894444444444446,0.04489505272795105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_no spectroscopy,38,39,NA,0.044532627865961044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marot_et_al_2020,16CCT07,16CCT07_GB302M,push_core_gamma spectroscopy,39,40,0.995,0.04352106460264101,NA,NA,dpm/g,1.2577735376196961,0.29292260998711833,dpm/g,1.5265997560994995,0.08170010412370446,dpm/g,NA,NA,NA,NA,NA,dpm/g
