Plot ID,Tree Number,Species Code,DBH-live (cm),DBH-Dead (cm),Dead Code,Crown Width (m),Height (m)
107,32,3,7,,,,6.6
107,33,3,8.5,,,,8.6
107,34,3,13.7,,,,13.6
107,35,3,10.1,,,,8.4
107,36,3,10.5,,,,9.8
107,37,3,17.6,,,,16
107,38,3,17.7,,,,14.2
107,39,3,11.5,,,,12.2
107,40,3,11.5,,,,11.6
107,41,3,13.9,,,,12.6
107,42,3,11.6,,,,10.6
107,43,3,12.5,,,,14.6
107,44,3,,11.8,3,,11.8
107,45,3,6.7,,,,6
107,46,3,,12,3,,5.7
107,47,3,11.8,,,,7.4
107,48,3,15.5,,,,16.1
107,49,3,19.2,,,,14.5
107,50,3,22.2,,,,16.2
107,51,3,12.7,,,,12.8
107,52,3,11.5,,,,12
107,53,3,7.5,,,,5.8
107,54,3,10.5,,,,11.6
107,55,3,11.2,,,,9.4
107,56,3,13.4,,,,14.6
107,57,3,8.6,,,,11.6
107,58,3,10.3,,,,11
107,59,3,8.6,,,,9.2
107,60,3,16.2,,,,14.8
107,61,3,10.4,,,,13.2
107,62,3,20.9,,,,14.8
107,63,3,10.2,,,,10.3
107,64,3,17,,,,16.7
107,65,3,13,,,,11.3
107,66,3,9.5,,,,12
107,67,3,16.6,,,,15.2
107,68,3,19.4,,,,16.6
107,69,3,6.8,,,,7.6
107,70,3,9.8,,,,9.8
107,71,3,14.8,,,,14.2
107,72,3,16.5,,,,14.6
107,73,3,11.8,,,,11.2
109,1,5,30.8,,,,35.7
109,2,5,20.1,,,,35.2
109,3,5,15.8,,,,26.1
109,4,5,30.1,,,,33.4
109,5,5,50,,,,35.9
109,6,5,60,,,,52.5
109,7,5,29.3,,,,43.7
109,8,5,39.3,,,,36.1
110,1,5,44.4,,,,28.8
110,2,5,70,,,,36
110,3,5,5.3,,,,8.6
110,4,5,5.1,,,,7.7
110,5,5,11,,,,17.6
110,6,5,37.5,,,,29.2
110,7,5,43.1,,,,38.1
110,8,5,10.3,,,,11.9
110,9,5,22.4,,,,32.4
110,10,5,7.7,,,,10.8
110,11,5,13.65,,,,23.1
110,12,5,16.2,,,,26.8
110,13,5,8.9,,,,17.5
110,14,5,14.4,,,,22.2
110,15,5,7.4,,,,10.6
110,16,5,6.2,,,,8.4
110,17,5,7.7,,,,11
110,18,5,15.9,,,,20.4
110,19,5,8.1,,,,12.6
110,20,5,5.2,,,,8.8
110,21,5,29,,,,32.6
110,22,5,14.9,,,,23.4
110,23,5,14.3,,,,20.4
110,24,5,8.2,,,,9.8
110,25,5,7,,,,11
110,26,5,14.5,,,,21.8
110,27,5,9.6,,,,16.2
110,28,5,13.8,,,,21.6
110,29,5,13.9,,,,25.6
110,30,5,7.8,,,,10.8
110,31,5,38.8,,,,29.7
110,32,5,65,,,,23.2
110,33,5,19,,,,21.1
110,34,5,10.2,,,,17.2
110,35,5,6.1,,,,8.3
110,36,5,70,,,,34.6
110,37,5,7.9,,,,13.6
110,38,5,44.2,,,,32.8
110,39,5,13,,,,17.4
110,40,5,16.5,,,,23.8
110,41,5,7,,,,11.7
110,42,5,17.9,,,,21.4
110,43,5,10.7,,,,12.8
110,44,5,25,,,,22.2
110,45,5,7.2,,,,13.5
110,51,3,8.7,,,,14
110,52,3,12.2,,,,13.8
110,53,3,9.7,,,,8
110,54,3,6.8,,,,11.5
110,55,3,5.1,,,,9.5
111,1,3,32.2,,,,38.1
111,2,3,24.2,,,,36.6
111,3,3,56.6,,,,39.1
111,4,3,36.3,,,,40.1
111,5,3,42.4,,,,40.3
111,6,3,49.8,,,,40.6
111,7,3,47.3,,,,42.9
111,8,3,42.1,,,,37.2
111,9,3,14.2,,,,19.5
111,10,3,49.8,,,,38.8
112,2,3,6.9,,,,10.6
112,3,3,6.5,,,,11.2
112,4,3,10.3,,,,18.1
112,5,3,69,,,,41.6
112,6,3,9.1,,,,11.2
112,7,3,6.4,,,,9.3
112,8,3,7.9,,,,10
112,9,3,8,,,,10.5
112,10,3,8.5,,,,15
112,12,3,8.4,,,,15.6
112,13,3,5.8,,,,10.2
112,14,3,50,,,,48
112,15,3,7.3,,,,8.5
112,16,3,6.4,,,,9.2
112,17,3,6.3,,,,10.9
112,18,3,39.2,,,,33.9
112,19,3,6.1,,,,9.7
112,20,3,10.2,,,,13.4
112,21,3,12,,,,14.6
112,22,3,12.2,,,,15.2
112,23,3,8,,,,12.4
112,24,3,8,,,,11.7
112,25,3,10,,,,13.3
112,26,3,42.7,,,,36.6
112,27,3,11.5,,,,10.6
112,28,3,19.1,,,,23
112,29,3,,57.3,3,,19.4
301,1,3,4,,,3.1,3
301,2,3,4.2,,,1.5,3.1
301,3,3,2.8,,,1.53,3.1
301,4,3,2,,,0.98,3.1
301,5,3,3.4,,,2.85,2.9
301,6,3,2.6,,,2.3,2.4
301,7,3,2.2,,,1.3,2.7
301,8,3,2.5,,,1.19,2.3
301,9,3,3.2,,,1.72,2.2
301,10,3,3.4,,,0.71,2.3
301,11,3,5,,,1.33,2.3
301,12,3,3,,,3.05,4.1
301,13,3,3.1,,,2,3.5
301,14,3,2.3,,,1.92,3
301,15,3,2,,,1.07,3.2
301,16,3,2.1,,,1.45,1.3
301,17,3,2.6,,,2.45,3.9
301,18,3,3.1,,,1.8,2.7
301,19,3,2.7,,,1.41,1.8
301,20,3,2.7,,,1.42,2.8
301,21,3,3,,,3.25,2.8
301,22,3,1.9,,,1.1,2.4
301,23,3,1.5,,,0.82,2
301,24,3,2.2,,,1.33,2.3
301,25,3,2.2,,,1.81,2.6
301,26,3,1.5,,,0.96,1.6
301,27,3,2.2,,,1,2.2
301,28,3,1.8,,,1.14,1.2
301,29,3,1.6,,,0.79,1.3
301,30,3,2.2,,,1.61,2.4
301,31,3,2.2,,,1.07,2.4
301,32,3,2.1,,,1.97,1.9
301,33,3,1.6,,,1.56,2.3
301,34,3,1.4,,,1.98,2
301,35,3,2.3,,,0.88,2.2
301,36,3,2.2,,,1.8,1.9
301,37,3,2.8,,,2.35,2.8
301,38,3,1.4,,,1.72,2.5
301,39,3,1.9,,,1.71,2.4
301,40,3,3.7,,,1.54,3.5
301,41,3,4,,,1.5,2.6
301,42,3,1.8,,,2.9,2.5
301,43,3,2.7,,,1.94,2.5
301,44,3,2.1,,,2,2.6
301,45,3,3.2,,,2.55,3.2
301,46,3,3.2,,,2.2,3.4
301,47,3,2.6,,,1.38,2.7
301,48,3,2.5,,,1.67,2.5
301,49,3,1.9,,,1.03,2.5
301,50,3,1.6,,,0.77,1.5
301,51,3,3.7,,,0.96,1.4
301,52,3,2.2,,,1.79,1.1
301,53,3,1.7,,,1.68,2
301,54,3,1.6,,,1.19,1.8
301,55,3,2,,,1.4,1.7
301,56,3,1.6,,,1.39,1.4
301,57,3,1.5,,,1.19,1.8
302,1,3,2.8,,,1.71,2.6
302,2,3,2.8,,,1.46,2.6
302,3,3,2.1,,,1.83,2.6
302,4,3,1.9,,,1.02,1.3
302,5,3,1.5,,,0.87,1
302,6,3,1.9,,,1.82,2.5
302,7,3,1.6,,,1.15,2.2
302,8,3,1.5,,,1.12,2.1
302,9,3,1.7,,,1.8,3
302,10,3,2.4,,,1.22,1.9
302,11,3,1.8,,,1.35,2.6
302,12,3,1.9,,,2.21,2.7
302,13,3,1.7,,,1.21,2.2
302,14,3,1.9,,,1.33,2.4
302,15,3,1.8,,,0.42,2
302,16,3,1.9,,,1.46,2.2
302,17,3,2.7,,,1.75,2.6
302,18,3,1.7,,,1.18,2.5
302,19,3,2.1,,,0.93,2.5
302,20,3,1.6,,,1.4,1.7
302,21,3,1.2,,,0.6,1.8
302,22,3,2.5,,,1.38,1.7
302,23,3,1.7,,,1.55,1.7
302,24,3,2.9,,,0.96,1.9
302,25,3,1.7,,,0.95,2.6
302,26,3,1.9,,,1.66,2.5
302,27,3,1.4,,,1.1,1.8
302,28,3,1.5,,,1,2.4
302,29,3,1.9,,,0.95,2.1
302,30,3,1.9,,,1.25,1.5
302,31,3,2.1,,,2,2.2
302,32,3,1.7,,,0.96,2.1
302,33,3,2,,,1.31,2.2
302,34,3,1.7,,,1.25,1.6
302,35,3,1.6,,,1.51,2.4
302,36,3,2.2,,,1.33,2.1
302,37,3,1.4,,,2.02,2.4
302,38,3,1.9,,,1.15,1.6
302,39,3,2.3,,,1.4,2.4
302,40,3,1.6,,,1.35,1.5
302,41,3,2,,,1,1.3
302,42,3,1.5,,,0.88,1.4
302,43,3,2.1,,,0.8,1.4
302,44,3,2.2,,,1,2
302,45,3,2.5,,,1.55,2.3
302,46,3,1.7,,,1.58,1.3
302,47,3,1.8,,,1.81,1.3
302,48,3,2.4,,,1.21,2.3
302,49,3,2,,,1.1,2.4
302,50,3,2.2,,,1.37,2.6
302,51,3,2,,,1.2,2.5
302,52,3,1.2,,,1.12,2.3
302,53,3,1.4,,,0.86,1.6
302,54,3,1.4,,,0.7,1.8
302,55,3,1.4,,,0.75,1.3
302,56,3,1.6,,,0.75,2.2
302,57,3,2.3,,,1.66,2.3
302,58,3,2.5,,,1.34,2
302,59,3,1.9,,,1.34,2.4
302,60,3,1.4,,,0.59,1.9
302,61,3,1.4,,,1.1,2
302,62,3,1.5,,,1.1,1.4
302,63,3,1.3,,,0.78,1.6
302,64,3,1.4,,,0.95,1.4
302,65,3,1.6,,,0.67,1.8
302,66,3,1.6,,,0.85,2.1
302,67,3,1.6,,,0.86,1.5
302,68,3,1.7,,,1.3,1.6
302,69,3,1.5,,,0.9,1.2
303,1,3,1.7,,,1.9,2.5
303,2,3,2.6,,,1.72,2.4
303,3,3,2.6,,,2.4,3
303,4,3,2.8,,,1.94,2.5
303,5,3,1.9,,,1.92,2.7
303,6,3,1.9,,,1.84,2.6
303,7,3,,2.6,3,,1.8
303,8,3,1.5,,,1.05,2.5
303,9,3,2.6,,,1.73,2.5
303,10,3,2.5,,,1.9,2.5
303,11,3,2.1,,,1.05,2.5
303,12,3,1.5,,,1.53,1.9
303,13,3,1.6,,,1.2,1.9
303,14,3,2.5,,,1.6,2.3
303,15,3,2.9,,,2.13,3.1
303,16,3,2.1,,,1.15,1.3
303,17,3,2.5,,,1.75,2.6
303,18,3,2.2,,,1.55,2.4
303,19,3,1.7,,,1.26,2.3
303,20,3,2.7,,,1.45,1.8
303,21,3,2,,,1.59,2.5
303,22,3,1.8,,,1.4,2.2
303,23,3,2.1,,,1.27,2.6
303,24,3,1.9,,,1.3,2
303,25,3,1.5,,,1.61,2.3
303,26,3,1.5,,,1.44,2.6
303,27,3,2.1,,,1.3,2.3
303,28,3,2.4,,,1.65,2.7
303,29,3,1.8,,,1.5,2.3
303,30,3,2.2,,,0.89,2.7
303,31,3,1.8,,,2.14,2.6
303,32,3,1.7,,,0.68,2.2
303,33,3,1.7,,,1.22,2.4
303,34,3,1.7,,,1.6,2.2
303,35,3,1.5,,,1,2.5
303,36,3,1.6,,,0.95,2.5
303,37,3,2.4,,,1.28,2.2
303,38,3,1.8,,,1.03,1.9
303,39,3,1.4,,,1.5,2.2
303,40,3,1.8,,,1.35,2.1
303,41,3,1.6,,,1.13,2.4
303,42,3,1.6,,,1.14,1.6
303,43,3,1.4,,,1.44,2.4
303,44,3,1.5,,,1.71,2.3
303,45,3,1.7,,,1.03,2
303,46,3,1.5,,,1.41,2.5
303,47,3,1.9,,,1.3,2.8
303,48,3,1.5,,,1.03,2.1
303,49,3,2.2,,,1.15,2.8
303,50,3,1.8,,,1.4,2.4
303,51,3,2.6,,,0.9,2.3
303,52,3,1.8,,,1.23,2.5
303,53,3,1.5,,,0.75,1.8
303,54,3,1.7,,,1.44,2.3
303,55,3,2.4,,,0.6,1.2
303,56,3,2.6,,,1.5,2.7
303,57,3,1.9,,,1.65,2.5
303,58,3,1.4,,,1.1,2.1
303,59,3,1.5,,,1.09,2.2
303,60,3,1.3,,,0.85,2.1
303,61,3,1.6,,,1.12,2
303,62,3,1.4,,,0.85,1.4
303,63,3,1.3,,,1.49,1.8
303,64,3,1.6,,,1.6,2.3
303,65,3,1.6,,,0.65,1
303,66,3,1.3,,,0.78,2.3
303,67,3,1.4,,,1.15,1.9
303,68,3,1.3,,,0.87,1.7
303,69,3,1.7,,,1.42,2.5
303,70,3,2,,,1.3,1.9
303,71,3,1.4,,,0.8,2
303,72,3,2.1,,,1.12,1.6
303,73,3,1.6,,,1.2,2
303,74,3,1.6,,,2.1,2.6
303,75,3,1.5,,,1.53,2.1
303,76,3,1.9,,,1.41,2.5
303,77,3,2.1,,,1.5,2.6
303,78,3,1.4,,,0.81,2.4
303,79,3,2.4,,,0.85,2.4
303,80,3,1.8,,,1.75,1.9
303,81,3,1.8,,,1.47,2.7
303,82,3,1.6,,,1.35,2.4
303,83,3,1.6,,,,2.2
303,84,3,1.5,,,,1.8
303,85,3,1.9,,,,1.6
303,86,3,1.9,,,,2.3
303,87,3,1.4,,,,2.3
303,88,3,1.6,,,,2.5
303,89,3,1.4,,,,1.9
303,90,3,1.6,,,,1.8
305,1,3,6.1,,,,5.8
305,2,3,7.9,,,,5.4
305,3,3,6.4,,,,6.3
305,4,3,7.8,,,,5.4
305,5,3,18.6,,,,7.2
305,6,3,8.6,,,,8.4
305,7,3,5.7,,,,4.4
305,8,3,7.2,,,,4.4
305,9,3,6,,,,5.1
305,10,3,6.1,,,,5.5
305,11,3,6.4,,,,7.4
305,12,3,5.7,,,,5.4
305,13,3,6.3,,,,9.1
305,14,3,5.2,,,,5.1
305,15,3,5.9,,,,4.9
305,16,3,5.1,,,,6.1
305,17,3,11.3,,,,4.8
305,18,3,6.9,,,,6.8
305,19,3,7.7,,,,7.6
305,20,3,11.1,,,,10.6
305,21,3,6.5,,,,5.6
305,22,3,7.5,,,,7.1
305,23,3,6,,,,3.3
305,24,3,8.6,,,,6.2
305,25,3,8.9,,,,6.1
305,26,3,10.8,,,,5.1
305,27,3,7.2,,,,7
306,1,3,5.3,,,,5.4
306,2,3,6.9,,,,6.8
306,3,3,6.2,,,,6.2
306,4,3,5.4,,,,5.5
306,5,3,5,,,,5.1
306,6,3,5.7,,,,7.5
306,7,3,7.8,,,,5.9
306,8,3,5.7,,,,5.9
306,9,3,5.4,,,,5.3
306,10,3,6.2,,,,6.1
306,11,3,6.4,,,,6.5
306,12,3,7.3,,,,6.6
306,13,3,5.7,,,,5.5
306,14,3,7,,,,6.6
306,15,3,6.5,,,,5.2
306,16,3,7.6,,,,6.4
306,17,3,6.8,,,,5.5
306,18,3,5.1,,,,7.6
306,19,3,6,,,,7
306,20,3,6.6,,,,7
306,21,3,7.2,,,,7
307,1,5,5.3,,,,10
307,2,5,23.6,,,,22.7
307,3,5,25.9,,,,19.7
307,4,5,28.4,,,,22
307,5,5,7.5,,,,10.9
307,6,5,23.3,,,,27.7
307,7,5,9.8,,,,15.3
307,8,5,21.8,,,,26.9
307,9,5,6.3,,,,13.1
307,10,5,5.5,,,,10.8
307,11,5,7.4,,,,12.2
307,12,5,9.7,,,,17.1
307,13,5,21.8,,,,22.5
307,14,5,44.9,,,,24.8
307,15,5,6.1,,,,11.8
307,16,5,6.9,,,,13.4
307,17,5,24,,,,25.5
307,18,5,10.4,,,,18.3
307,19,5,17.6,,,,22.7
307,20,5,7.7,,,,12.5
307,21,5,27.2,,,,25.7
307,22,5,7.5,,,,13.8
307,23,5,10.2,,,,12.9
307,24,5,8.8,,,,16.1
307,25,5,7.4,,,,13
307,26,5,7.5,,,,14.4
307,27,5,31.2,,,,26.7
307,28,5,13.6,,,,19.6
307,32,5,26,,,,25
307,33,5,29.4,,,,22.8
307,34,5,38.7,,,,30
307,35,5,18.6,,,,25
307,36,5,29.6,,,,32.8
307,37,5,21.4,,,,28.6
307,38,5,32.6,,,,26.5
307,39,5,6.7,,,,11.8
307,40,5,27.6,,,,31.3
307,41,5,12.2,,,,19.6
308,1,3,15.1,,,,22.9
308,2,3,9.6,,,,14.5
308,3,3,33.6,,,,28.5
308,4,3,9.3,,,,10.3
308,5,3,22,,,,24.7
308,6,3,41,,,,29.7
308,7,3,6.3,,,,7.7
308,8,3,40.5,,,,31
308,9,3,,19,3,,8.7
308,10,3,12.7,,,,27.1
308,11,3,5,,,,6.6
308,12,3,14,,,,17
308,13,3,,7.5,1,,9.1
308,14,3,38.1,,,,32.9
308,15,3,6.4,,,,7.6
308,16,3,7.5,,,,9.1
308,17,3,8.2,,,,10.4
308,18,3,8.8,,,,13.3
308,32,3,17.2,,,,13.3
308,33,3,7.4,,,,11.1
308,34,3,25.9,,,,29.5
308,35,3,14.1,,,,18.2
308,36,3,37.5,,,,28.5
308,37,3,9,,,,13.9
308,38,3,7.7,,,,13.3
308,39,3,8.4,,,,12
901,1,5,12.1,,,,9.8
901,2,5,11.5,,,,9.4
901,3,5,14.8,,,,9.7
901,4,5,7.2,,,,6.1
901,5,5,13,,,,8.7
901,6,5,12.2,,,,7.9
901,7,5,7.9,,,,6
901,8,5,10.5,,,,8.4
901,9,5,11.5,,,,9.8
901,10,5,5.7,,,,7.6
901,11,5,12.5,,,,9.2
901,12,5,7.2,,,,6.7
901,13,5,12.3,,,,8.6
901,14,5,8.7,,,,6.3
901,15,5,10.9,,,,6.6
901,16,5,8.2,,,,7.6
901,17,5,8.7,,,,5.6
901,18,5,10,,,,5.9
901,19,5,13.4,,,,4.6
901,31,5,9.4,,,,9.3
901,32,5,9,,,,5.1
901,33,5,10.8,,,,5.9
901,34,5,7.4,,,,5.2
901,35,5,9.5,,,,8.4
901,36,5,5.9,,,,5.2
901,37,5,7,,,,4.9
901,38,5,14.6,,,,8.4
901,39,5,8.3,,,,6.8
901,40,5,8.1,,,,9.2
901,41,5,8.3,,,,5.8
901,42,5,9.3,,,,8.2
901,43,5,8.1,,,,6
901,44,5,14.5,,,,9.5
901,45,5,5.7,,,,6
901,46,5,8.5,,,,6
901,47,5,14,,,,7.6
901,48,5,13.8,,,,9.6
902,1,5,5.3,,,2.9,3.7
902,2,5,1.3,,,0.75,1.8
902,3,5,2.5,,,8.5,2.3
902,4,5,1.9,,,7.2,1.8
902,5,5,4.4,,,1.05,2.2
902,6,5,3.9,,,2.2,2.4
902,7,5,2.9,,,1.25,2.4
902,8,5,2.4,,,8.4,2
902,9,5,4.1,,,1.45,3
902,10,5,3.1,,,1,1.9
902,11,5,3,,,0.75,2.5
902,12,5,1.5,,,0.4,1.8
902,13,5,3.1,,,1.2,2.8
902,14,5,2.7,,,1.1,2.5
902,15,5,4,,,1.9,2.7
902,16,5,4.4,,,1.5,3.2
902,17,5,4.4,,,1.8,2.7
902,18,5,2.5,,,1.45,2.7
902,19,5,2.5,,,1.8,2.3
902,20,5,1.9,,,1.3,2.2
902,21,5,1.7,,,0.6,1.7
902,22,5,1.5,,,0.8,1.9
902,23,5,1.8,,,0.8,2
902,24,5,2.2,,,1.2,2.5
902,25,5,3,,,1.5,2.5
902,26,5,2.6,,,1.85,2.3
902,27,5,2,,,1.05,2.1
902,28,5,3.3,,,1.8,2.1
902,29,5,1.7,,,0.8,1.9
902,30,5,1.5,,,0.6,1.7
902,31,5,5.8,,,3.2,2.8
902,32,5,4.3,,,1.2,2.5
902,33,5,3.3,,,1.4,2.3
902,34,5,3.3,,,1.75,2.5
902,35,5,3.3,,,1.75,2.6
902,36,5,2.2,,,1.95,3.2
902,37,5,2.3,,,0.6,2.4
902,38,5,2.6,,,0.85,2.5
902,39,5,2.2,,,1.5,2.1
902,40,5,2.2,,,1.05,2.5
902,41,5,2.7,,,0.95,2.4
902,42,5,2.5,,,1.85,2.7
902,43,5,4.8,,,1.6,2.6
902,44,5,2.2,,,0.9,1.8
902,45,5,3.3,,,1.2,2.8
902,46,5,1.4,,,0.6,1.7
902,47,5,2.2,,,0.7,2.4
902,48,5,3.9,,,1.5,2.4
902,49,5,2.2,,,1.2,2.3
902,50,5,1.5,,,0.85,1.6
902,51,5,3.1,,,1.35,2.7
902,52,5,2.4,,,0.55,2.3
902,53,5,1.8,,,0.45,2.4
902,54,5,3,,,1.65,2.2
902,55,5,2.4,,,0.75,3.3
902,56,5,3.5,,,1.6,3.8
902,57,5,2.6,,,1.45,2.5
902,58,5,2.9,,,1.2,2.3
902,59,5,1.7,,,0.6,1.8
902,60,5,2.4,,,0.95,1.9
902,61,5,2.5,,,1.6,2.1
902,62,5,2.3,,,1.2,2.3
902,63,5,1.5,,,0.6,1.8
902,64,5,1.9,,,0.6,2
902,65,5,3.2,,,1.4,2.7
902,66,5,5.7,,,2.65,3
902,67,5,1.5,,,0.7,1.7
902,68,5,2.2,,,0.9,2.6
902,69,5,1.2,,,0.5,1.8
902,70,5,3.6,,,1.65,2.6
902,71,5,1.9,,,0.85,1.9
902,72,5,2.1,,,0.65,2.3
902,73,5,1.3,,,2.4,1.6
902,74,5,2,,,1.1,2.3
902,75,5,1,,,0.4,1.6
902,76,5,1.8,,,0.7,1.8
902,77,5,1.2,,,0.4,1.8
902,78,5,2.1,,,1.05,2.3
902,79,5,2,,,0.8,1.9
902,80,5,2.2,,,0.8,1.9
902,81,5,1.2,,,0.6,1.6
902,82,5,1.2,,,4.5,1.7
902,83,5,2.8,,,1.35,2.8
902,84,5,2.7,,,0.8,2.4
902,85,5,2,,,1,2
902,86,5,1.6,,,0.55,1.7
902,87,5,2.2,,,0.85,1.7
902,88,5,2.4,,,0.8,1.9
902,89,5,3.1,,,1.59,2.5
902,90,5,2.8,,,0.8,2.5
902,91,5,2.3,,,0.65,2
902,92,5,4.1,,,2.1,3
902,93,5,2.7,,,,3
902,94,5,3,,,1.4,2.5
902,95,5,0.7,,,1.6,1.7
902,96,5,1.5,,,1.15,2.3
902,97,5,1.5,,,1.15,2.3
902,98,5,2.9,,,1.4,2.6
902,99,5,2.5,,,1.8,3
902,100,5,3.1,,,1,3
902,101,5,2.3,,,1.25,2.6
902,102,5,2.4,,,1.85,2.2
902,103,5,3.2,,,1,2
902,104,5,1.9,,,0.8,1.9
902,105,5,3.9,,,1.15,3.1
902,106,5,2.1,,,0.7,2.4
902,107,5,2.5,,,1,2.5
902,108,5,1.9,,,1.1,1.6
902,109,5,1.7,,,0.7,2.2
902,110,5,2.3,,,2.6,2.4
902,111,5,2.1,,,1.2,2.4
902,112,5,1.2,,,0.6,1.6
902,113,5,3.1,,,1.65,2.9
904,1,5,3.8,,,1.35,2.5
904,2,5,9,,,3.05,4.1
904,3,5,5.7,,,2.25,3.6
904,4,5,2.9,,,1.15,2.4
904,5,5,2.5,,,0.88,2.4
904,6,5,4.2,,,1.87,3.3
904,7,5,4.2,,,1.31,2.1
904,8,5,4.3,,,2.35,2.6
904,9,5,2.2,,,1.6,1.9
904,10,5,2.3,,,1,2.5
904,11,5,4.1,,,1.45,3.2
904,12,5,3.2,,,0.95,2.7
904,13,5,2,,,0.9,2.4
904,14,5,3.1,,,1.35,2.7
904,15,5,3.2,,,1.1,2.7
904,16,5,1.8,,,0.45,2.2
904,17,5,2.4,,,1.25,2.5
904,18,5,1.8,,,0.85,1.9
904,19,5,2,,,1,2
904,20,5,4,,,2.5,2.4
904,21,5,7,,,2.45,2.2
904,22,5,4.4,,,2.1,2.7
904,23,5,2.1,,,1.01,1.8
904,24,5,2.7,,,1.72,2.5
904,25,5,2,,,0.78,2.3
904,26,5,3.7,,,1.46,2.8
904,27,5,2.1,,,0.82,2.6
904,28,5,4.3,,,2.52,3.4
904,29,5,3.1,,,1,2.6
904,30,5,3,,,1.1,1.8
904,31,5,2.7,,,1.32,1.7
904,32,5,2.9,,,1.27,3
904,33,5,2.3,,,1.2,2.8
904,34,5,3.2,,,1.8,3.1
904,35,5,8.8,,,2.05,3
904,36,5,2.6,,,1.07,2
904,37,5,1.3,,,0.67,1.8
904,38,5,3.2,,,1.04,2.9
904,39,5,2.9,,,2.65,2.7
904,40,5,3.8,,,2.45,3.3
904,41,5,5.5,,,1.05,2.3
904,42,5,4.1,,,1.7,2.6
904,43,5,3.1,,,1.25,2.2
904,44,5,2.6,,,1.17,2.5
904,45,5,3.1,,,1.4,2.7
904,46,5,3.2,,,1.86,3.1
904,47,5,6.6,,,3.35,4.4
904,48,5,3.1,,,1.84,2.4
904,49,5,3.4,,,1.2,1.9
904,50,5,8.4,,,3.41,3.5
904,51,5,2.4,,,1.3,2.8
904,52,5,4.2,,,1.17,2.7
904,53,5,3.6,,,1.39,2.7
904,54,5,3.5,,,1.84,2.7
904,55,5,2.3,,,1.35,2.2
904,56,5,6.9,,,3.15,2.7
905,1,5,59.1,,,,25
905,2,5,12,,,,8.3
905,3,5,10.1,,,,8.2
905,4,5,5,,,,8.2
905,5,5,5.9,,,,12.2
905,6,5,28,,,,16
905,7,5,12.7,,,,16.7
905,8,5,38.1,,,,16.8
905,9,5,7,,,,6.3
905,10,5,11.6,,,,14
905,11,5,10.4,,,,9.9
905,12,5,5.2,,,,8
905,13,5,5.3,,,,7
905,14,5,9,,,,10
905,15,5,5,,,,7.4
905,16,5,10.2,,,,11.1
905,17,5,8.5,,,,9.6
905,18,5,36.1,,,,18.7
905,19,5,36.2,,,,25.9
905,20,5,8.5,,,,10.9
905,21,5,16.1,,,,12.2
905,22,5,12.4,,,,12.6
905,23,5,5.1,,,,9.7
905,24,5,24.2,,,,21.7
