study_id,site_id,plot_id,plot_area,plot_shape,plot_center_latitude,plot_center_longitude,elevation,year,month,day,field_or_manipulation_code,geomorphic_id,habitat,dominant_species,mean_height,plant_plot_detail_present
Trettin_et_al_2020,Zambezi_River_Delta_89,Zambezi_River_Delta_89_253,153.9380400259,circular,-18.895905,36.16247,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_90,Zambezi_River_Delta_90_254,153.9380400259,circular,-18.873529,36.21079,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_90,Zambezi_River_Delta_90_255,153.9380400259,circular,-18.873529,36.21079,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_90,Zambezi_River_Delta_90_256,153.9380400259,circular,-18.873529,36.21079,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_90,Zambezi_River_Delta_90_257,153.9380400259,circular,-18.873529,36.21079,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_90,Zambezi_River_Delta_90_258,153.9380400259,circular,-18.873529,36.21079,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_91,Zambezi_River_Delta_91_259,153.9380400259,circular,-18.881318,36.205854,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_91,Zambezi_River_Delta_91_260,153.9380400259,circular,-18.881318,36.205854,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,4.36,yes
Trettin_et_al_2020,Zambezi_River_Delta_91,Zambezi_River_Delta_91_261,153.9380400259,circular,-18.881318,36.205854,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,2.85,yes
Trettin_et_al_2020,Zambezi_River_Delta_91,Zambezi_River_Delta_91_262,153.9380400259,circular,-18.881318,36.205854,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_91,Zambezi_River_Delta_91_263,153.9380400259,circular,-18.881318,36.205854,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_92,Zambezi_River_Delta_92_264,153.9380400259,circular,-18.869369,36.186352,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_92,Zambezi_River_Delta_92_265,153.9380400259,circular,-18.869369,36.186352,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_92,Zambezi_River_Delta_92_266,153.9380400259,circular,-18.869369,36.186352,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_92,Zambezi_River_Delta_92_267,153.9380400259,circular,-18.869369,36.186352,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,4.771463414634146,yes
Trettin_et_al_2020,Zambezi_River_Delta_92,Zambezi_River_Delta_92_268,153.9380400259,circular,-18.869369,36.186352,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,4.592380952380952,yes
Trettin_et_al_2020,Zambezi_River_Delta_93,Zambezi_River_Delta_93_269,153.9380400259,circular,-18.865541,36.182005,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_93,Zambezi_River_Delta_93_270,153.9380400259,circular,-18.865541,36.182005,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_93,Zambezi_River_Delta_93_271,153.9380400259,circular,-18.865541,36.182005,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_93,Zambezi_River_Delta_93_272,153.9380400259,circular,-18.865541,36.182005,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_93,Zambezi_River_Delta_93_273,153.9380400259,circular,-18.865541,36.182005,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_94,Zambezi_River_Delta_94_274,153.9380400259,circular,-18.881049,36.185503,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_94,Zambezi_River_Delta_94_275,153.9380400259,circular,-18.880766,36.185418,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_94,Zambezi_River_Delta_94_276,153.9380400259,circular,-18.881006,36.185733,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_94,Zambezi_River_Delta_94_277,153.9380400259,circular,-18.881299,36.185507,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_94,Zambezi_River_Delta_94_278,153.9380400259,circular,-18.881905,36.18522,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_95,Zambezi_River_Delta_95_279,153.9380400259,circular,-18.864463,36.221288,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_95,Zambezi_River_Delta_95_280,153.9380400259,circular,-18.864215,36.221284,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,5.891666666666667,yes
Trettin_et_al_2020,Zambezi_River_Delta_95,Zambezi_River_Delta_95_281,153.9380400259,circular,-18.864492,36.221487,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,6.82127659574468,yes
Trettin_et_al_2020,Zambezi_River_Delta_95,Zambezi_River_Delta_95_282,153.9380400259,circular,-18.864724,36.221243,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_95,Zambezi_River_Delta_95_283,153.9380400259,circular,-18.864466,36.220993,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_96,Zambezi_River_Delta_96_284,153.9380400259,circular,-18.868706,36.141405,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_96,Zambezi_River_Delta_96_285,153.9380400259,circular,-18.868706,36.141405,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,9.93157894736842,yes
Trettin_et_al_2020,Zambezi_River_Delta_96,Zambezi_River_Delta_96_286,153.9380400259,circular,-18.868706,36.141405,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_96,Zambezi_River_Delta_96_287,153.9380400259,circular,-18.868706,36.141405,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_96,Zambezi_River_Delta_96_288,153.9380400259,circular,-18.868706,36.141405,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_97,Zambezi_River_Delta_97_289,153.9380400259,circular,-18.84346,36.132076,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_97,Zambezi_River_Delta_97_290,153.9380400259,circular,-18.843199,36.132027,NA,2013,12,31,field,River delta,mangrove,Mangrove spp.,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_97,Zambezi_River_Delta_97_291,153.9380400259,circular,-18.843516,36.13238,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_97,Zambezi_River_Delta_97_292,153.9380400259,circular,-18.843699,36.132137,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_97,Zambezi_River_Delta_97_293,153.9380400259,circular,-18.8434384,36.131863,NA,2013,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_98,Zambezi_River_Delta_98_294,153.9380400259,circular,-18.88562,36.152977,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_98,Zambezi_River_Delta_98_295,153.9380400259,circular,-18.885389,36.153033,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_98,Zambezi_River_Delta_98_296,153.9380400259,circular,-18.885393,36.15351,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_98,Zambezi_River_Delta_98_297,153.9380400259,circular,-18.88562,36.152977,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_98,Zambezi_River_Delta_98_298,153.9380400259,circular,-18.88562,36.152977,NA,2013,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_99,Zambezi_River_Delta_99_299,153.9380400259,circular,-18.823362,36.211684,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_99,Zambezi_River_Delta_99_300,153.9380400259,circular,-18.823362,36.211684,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_99,Zambezi_River_Delta_99_301,153.9380400259,circular,-18.823362,36.211684,NA,2013,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_99,Zambezi_River_Delta_99_302,153.9380400259,circular,-18.823362,36.211684,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_100,Zambezi_River_Delta_100_303,153.9380400259,circular,-18.851282,36.278995,NA,2013,12,31,field,River delta,mangrove,Sonneratia alba,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_100,Zambezi_River_Delta_100_304,153.9380400259,circular,-18.851282,36.278995,NA,2013,12,31,field,River delta,mangrove,Sonneratia alba,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_100,Zambezi_River_Delta_100_305,153.9380400259,circular,-18.851282,36.278995,NA,2013,12,31,field,River delta,mangrove,Sonneratia alba,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_100,Zambezi_River_Delta_100_306,153.9380400259,circular,-18.851282,36.278995,NA,2013,12,31,field,River delta,mangrove,Sonneratia alba,16.54,yes
Trettin_et_al_2020,Zambezi_River_Delta_100,Zambezi_River_Delta_100_307,153.9380400259,circular,-18.851282,36.278995,NA,2013,12,31,field,River delta,mangrove,Sonneratia alba,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_101,Zambezi_River_Delta_101_308,153.9380400259,circular,-18.860388,36.166532,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,13.9,yes
Trettin_et_al_2020,Zambezi_River_Delta_101,Zambezi_River_Delta_101_309,153.9380400259,circular,-18.860388,36.166532,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_101,Zambezi_River_Delta_101_310,153.9380400259,circular,-18.860388,36.166532,NA,2013,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_101,Zambezi_River_Delta_101_311,153.9380400259,circular,-18.860388,36.166532,NA,2013,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_101,Zambezi_River_Delta_101_312,153.9380400259,circular,-18.860388,36.166532,NA,2013,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
