Site,Status,ID,Date,Lat,Lon,Depth,Elevation,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,13C,15N,Age,Age_e,VAR,MAR,CAR,Year,Year_restored
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,28.5,87.3,0.2185,4.4961,0.2419,0.8337,0.0738,3.6624,0.2529,1.4447,0.0722,0,0,    ,    ,    ,    ,62.6,3.6,3.5,774,,1953,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,29.5,86.3,0.3012,3.7261,0.2023,0.7339,0.0636,2.9922,0.2121,0.3204,0.0211,0,0,    ,    ,    ,    ,66.1,4,2.8,858,,1949.5,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,31,84.8,0.1902,3.8246,0.3668,0.6543,0.0603,3.1702,0.3717,0,0,0,0,13.53,0.86,-15.96,4.93,71.5,4.8,3.7,706,96,1944.1,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,33,82.8,0.2065,3.1207,0.1726,0.1984,0.0296,2.9223,0.1751,0.3273,0.0364,0,0,    ,    ,    ,    ,78,5.8,3.1,637,,1937.6,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,35,80.8,0.1737,3.1886,0.2353,0.7029,0.0626,2.4857,0.2435,0.3029,0.0347,0,0,    ,    ,    ,    ,83.6,6.9,3.6,620,,1932,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,37,78.8,0.2123,2.6318,0.2016,0.7694,0.0639,1.8625,0.2115,0,0,0,0,11.68,0.74,-15.33,5.1,89.7,8.4,3.2,690,81,1925.9,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,39,76.8,0.4502,1.7656,0.1222,0.9623,0.04,0.8033,0.1286,0.05,0.0162,0,0,    ,    ,    ,    ,96.6,10.5,2.9,1306,,1919,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,41,74.8,0.3883,2.0848,0.1132,1.0545,0.0429,1.0303,0.1211,0,0,0,0,    ,    ,    ,    ,106.5,14.3,2,786,,1909.1,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,43,72.8,0.3496,2.0753,0.1102,0.8152,0.0401,1.2601,0.1173,0,0,0,0,18.12,0.88,-13.98,4.21,   ,   ,  ,,,   ,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,45,70.8,0.2549,2.3195,0.1482,0.617,0.0454,1.7025,0.155,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,47,68.8,0.5322,1.0233,0.0798,0.6495,0.0315,0.3737,0.0858,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,49,66.8,1.1674,0.5871,0.0582,0.5537,0.0204,0.0334,0.0616,0,0,0,0,1.24,0.06,-15.8,4.02,   ,   ,  ,,,   ,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,51,64.8,1.3719,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,53,62.8,1.5227,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,55,60.8,1.4948,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,0.51,0.03,-16.19,2.72,   ,   ,  ,,,   ,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,57,58.8,1.2336,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,59,56.8,0.4066,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,61,54.8,0.4684,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,14.3,0.96,-15.43,1.33,   ,   ,  ,,,   ,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,63,52.8,0.6292,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Boat,Natural,BMNA,7/7/2015,41.80247,-69.98717,65.5,50.8,0.9739,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,2.39,0.14,-15.01,1.98,   ,   ,  ,,,   ,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,0,124,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,2015.6,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,0.5,123.5,0.3073,16.4432,0.518,0.7006,0.0869,15.7426,0.5252,0,0,11.2616,1.107,17.26,1.1,-16.1,3.64,2.3,0.8,4.4,1360,235,2013.3,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,1.5,122.5,0.1659,14.2323,0.7429,0.4918,0.1426,13.7405,0.7565,0,0,0,0,    ,    ,    ,    ,3.4,0.8,8.9,1478,,2012.2,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,2.5,121.5,0.221,14.4632,0.5482,0.7091,0.1127,13.7541,0.5596,0,0,0,0,    ,    ,    ,    ,4.9,0.8,6.4,1416,,2010.7,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,3.5,120.5,0.1652,11.7144,0.5717,0.8026,0.1295,10.9117,0.5861,0,0,0,0,18.16,0.99,-16.26,2.87,5.9,0.8,10.4,1716,312,2009.7,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,4.5,119.5,0.1835,14.0087,0.6024,0.8869,0.1297,13.1218,0.6162,0,0,0,0,    ,    ,    ,    ,7.2,0.8,7.5,1377,,2008.4,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,5.5,118.5,0.1885,14.6077,0.5449,0.8044,0.1283,13.8033,0.5598,0,0,0,0,    ,    ,    ,    ,8.7,1.2,6.6,1253,,2006.9,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,6.5,117.5,0.206,12.6462,0.6058,0.7668,0.1374,11.8794,0.6211,0,0,0,0,17.59,1.01,-16.77,2.91,10.2,1.2,6.7,1390,244,2005.4,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,7.5,116.5,0.1672,12.6681,0.6777,0.4259,0.1405,12.2422,0.6922,0,0,0,0,    ,    ,    ,    ,11.5,1.3,7.7,1291,,2004.1,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,8.5,115.5,0.2075,11.2044,0.5501,0.8635,0.1336,10.3408,0.5661,0,0,0,0,    ,    ,    ,    ,12.9,1.3,7.1,1466,,2002.7,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,9.5,114.5,0.1767,10.5675,0.5379,0.5295,0.1218,10.0379,0.5515,0,0,0,0,19.93,0.96,    ,    ,14.2,1.3,8.2,1449,289,2001.4,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,10.5,113.5,0.1662,12.2625,0.6585,0.7742,0.1348,11.4884,0.6722,0,0,0,0,    ,    ,    ,    ,15.5,1.4,7.3,1217,,2000.1,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,11.5,112.5,0.1692,13.7807,0.678,1.0107,0.1773,12.77,0.7008,0,0,0,0,    ,    ,    ,    ,17.1,1.4,6.2,1045,,1998.5,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,12.5,111.5,0.1559,11.4015,0.6944,0.7747,0.1449,10.6268,0.7093,0,0,0,0,17.32,1.01,-16.32,3.31,18.4,1.5,7.7,1200,208,1997.2,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,13.5,110.5,0.1712,12.084,0.4689,0.5536,0.041,11.5304,0.4706,0,0,0,0,    ,    ,    ,    ,20.1,1.5,6.2,1057,,1995.5,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,14.5,109.5,0.1228,10.3408,0.425,0.5026,0.0939,9.8383,0.4353,0,0,0,0,    ,    ,    ,    ,21.1,1.6,9.7,1188,,1994.5,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,15.5,108.5,0.1812,11.7608,0.3775,0.6338,0.0878,11.127,0.3876,0,0,0,0,19.05,1.03,    ,    ,22.9,1.6,5.5,1006,192,1992.7,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,16.5,107.5,0.1709,10.5446,0.4302,0.5845,0.1052,9.9601,0.4429,0,0,0,0,    ,    ,    ,    ,24.5,1.7,6.2,1065,,1991.1,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,17.5,106.5,0.1995,11.0175,0.3823,0.7313,0.0939,10.2863,0.3937,0,0,0,0,    ,    ,    ,    ,26.5,1.8,4.9,975,,1989.1,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,18.5,105.5,0.1932,8.9025,0.3748,0.7408,0.0888,8.1616,0.3852,0.2268,0.0567,0,0,18.08,1.03,-15.87,3.92,28.2,1.9,6,1159,210,1987.4,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,19.5,104.5,0.2002,8.5668,0.3401,0.8698,0.0926,7.697,0.3525,0.1832,0.0421,0,0,    ,    ,    ,    ,29.9,2,5.8,1166,,1985.7,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,20.5,103.5,0.1902,6.8104,0.3657,0.8248,0.0991,5.9856,0.3789,0.2647,0.0497,0,0,    ,    ,    ,    ,31.3,2,7.5,1430,,1984.3,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,21.5,102.5,0.214,7.3897,0.3761,0.6715,0.1137,6.7181,0.3929,0,0,0,0,15.67,0.9,    ,    ,33,2.1,5.7,1215,190,1982.6,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,22.5,101.5,0.1967,7.7833,0.3573,0.7804,0.0868,7.0029,0.3676,0.2327,0.0528,0,0,    ,    ,    ,    ,34.8,2.3,5.6,1103,,1980.8,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,23.5,100.5,0.1539,5.853,0.4103,0.7497,0.0989,5.1033,0.422,0.2433,0.0321,0,0,    ,    ,    ,    ,35.9,2.3,9.4,1448,,1979.7,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,24.5,99.5,0.1544,6.6928,0.3393,0.5655,0.0946,6.1272,0.3523,0.3333,0.0546,0,0,18.35,1.08,-15.62,4.28,37.2,2.4,7.5,1162,213,1978.4,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,25.5,98.5,0.1707,6.0405,0.3407,0.7426,0.0942,5.2979,0.3535,0.3643,0.0559,0,0,    ,    ,    ,    ,38.5,2.5,7.6,1289,,1977.1,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,26.5,97.5,0.1694,5.7186,0.366,0.4397,0.0976,5.279,0.3788,0,0,0,0,    ,    ,    ,    ,39.9,2.6,7.3,1241,,1975.7,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,27.5,96.5,0.2085,6.0652,0.3154,0.7276,0.0865,5.3376,0.327,0.4611,0.055,0,0,15.35,0.89,    ,    ,41.7,2.7,5.6,1169,179,1973.9,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,28.5,95.5,0.186,5.9405,0.3463,0.7583,0.0964,5.1822,0.3595,0.4888,0.0599,0,0,    ,    ,    ,    ,43.3,2.9,6.1,1142,,1972.3,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,29.5,94.5,0.1787,4.5943,0.3717,0.8043,0.1345,3.79,0.3953,0,0,0,0,    ,    ,    ,    ,44.5,3,8.4,1494,,1971.1,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,31,93,0.166,5.4981,0.2018,0.6385,0.0235,4.8596,0.2031,0.6663,0.0417,0,0,16.67,1.05,-15.99,4.46,47.5,3.3,6.6,1091,182,1968.1,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,33,91,0.1756,4.9726,0.1561,0.6717,0.0469,4.3009,0.163,0.8678,0.0408,0,0,    ,    ,    ,    ,50.7,3.6,6.4,1120,,1964.9,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,35,89,0.1986,4.3505,0.1731,0.5572,0.0326,3.7933,0.1762,1.3607,0.0427,0,0,    ,    ,    ,    ,54.1,4,5.8,1146,,1961.5,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,37,87,0.2139,4.2301,0.1671,0.7817,0.0503,3.4484,0.1745,0.8277,0.0421,0,0,14.45,0.92,    ,    ,57.9,4.5,5.3,1126,163,1957.7,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,39,85,0.196,3.5422,0.1615,0.7357,0.0514,2.8065,0.1695,0.6085,0.0358,0,0,    ,    ,    ,    ,61.1,4.9,6.3,1241,,1954.5,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,41,83,0.2264,3.7942,0.2185,0.8719,0.0638,2.9223,0.2277,0.8036,0.0455,0,0,    ,    ,    ,    ,65.4,5.6,4.7,1063,,1950.2,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,43,81,0.2393,3.7022,0.1714,0.8698,0.0529,2.8324,0.1794,0.7152,0.0393,0,0,12.14,0.85,-16.33,4.77,70.4,6.5,4,949,115,1945.2,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,45,79,0.5085,1.9808,0.1127,0.6723,0.0315,1.3086,0.117,0.1937,0.0169,0,0,    ,    ,    ,    ,76.3,7.8,3.4,1734,,1939.3,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,47,77,0.2956,3.5629,0.1685,0.8345,0.0538,2.7284,0.1769,0.2459,0.0313,0,0,    ,    ,    ,    ,85.2,10.4,2.2,662,,1930.4,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,49,75,0.3947,2.0818,0.1155,1.1352,0.0468,0.9466,0.1246,0.1099,0.0171,0,0,5.58,0.36,    ,    ,90.4,12.2,3.9,1529,85,1925.2,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,51,73,0.4987,2.1227,0.0817,1.2699,0.03,0.8529,0.087,0,0,0,0,    ,    ,    ,    ,97.5,15.2,2.8,1404,,1918.1,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,53,71,0.3554,2.3142,0.0905,1.1832,0.0321,1.131,0.096,0,0,0,0,    ,    ,    ,    ,106,19.8,2.3,830,,1909.6,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,55,69,0.3967,1.9483,0.0791,0.9608,0.0269,0.9875,0.0836,0,0,0,0,12.87,0.73,-18.84,4.6,   ,   ,  ,,,   ,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,57,67,0.444,1.9406,0.084,1.0518,0.0308,0.8888,0.0895,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,59,65,0.672,1.634,0.0858,1.0568,0.031,0.5772,0.0912,0.0486,0.0109,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,61,63,1.1116,1.0126,0.0701,0.924,0.0235,0.0886,0.0739,0,0,0,0,4.29,0.25,    ,    ,   ,   ,  ,,,   ,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,63,61,1.3936,0.9969,0.0722,0.9646,0.0251,0.0322,0.0764,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,65,59,1.6518,0.9503,0.0789,0.9871,0.0231,-0.0368,0.0822,0.0403,0.0075,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,67.5,56.5,1.4675,1.4751,0.1156,0.9249,0.0222,0.5502,0.1178,0.0412,0.0071,0,0,0.24,0.02,-23.13,2.63,   ,   ,  ,,,   ,
Boat,Natural,BMNB,7/7/2015,41.80291,-69.98728,69,55,1.1956,0.9959,0.0627,0.9747,0.0228,0.0213,0.0668,0.0218,0.0064,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,0,101.4,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,2015.6,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,0.5,100.9,0.2449,19.9525,0.4709,0.7599,0.0875,19.1926,0.4789,0,0,4.8145,0.8762,14.24,1.14,-18.43,3.84,2.4,0.6,4.1,1007,143,2013.2,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,1.5,99.9,0.1464,20.4029,0.6386,0.8713,0.1312,19.5316,0.652,0,0,0,0,    ,    ,    ,    ,4,0.6,6.4,930,,2011.6,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,2.5,98.9,0.1702,17.6566,0.5915,0.801,0.1207,16.8556,0.6037,0,0,0,0,    ,    ,    ,    ,5.7,0.7,6,1025,,2009.9,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,3.5,97.9,0.1406,18.8479,0.6766,0.8868,0.1371,17.9611,0.6904,0,0,0,0,13.54,1.06,-17.6,4.07,7.2,0.7,6.5,915,124,2008.4,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,4.5,96.9,0.1208,17.9509,0.7683,1.4285,0.1791,16.5224,0.7889,0,0,0,0,    ,    ,    ,    ,8.5,0.7,7.9,952,,2007.1,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,5.5,95.9,0.1667,16.8971,0.6573,0.8576,0.1444,16.0395,0.673,0,0,0,0,    ,    ,    ,    ,10.3,0.7,5.6,935,,2005.3,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,6.5,94.9,0.1095,20.5287,0.8376,1.0771,0.196,19.4515,0.8602,0,0,0,0,13.49,1.07,-17.58,4.17,11.7,0.8,6.7,733,99,2003.9,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,7.5,93.9,0.1419,19.1436,0.8461,0.8041,0.1979,18.3395,0.869,0,0,0,0,    ,    ,    ,    ,13.7,0.8,5.2,737,,2001.9,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,8.5,92.9,0.1368,16.4004,0.7774,0.5,0.1,15.9004,0.7838,0,0,0,0,    ,    ,    ,    ,15.4,0.8,5.7,778,,2000.2,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,9.5,91.9,0.1511,16.9063,0.8149,1.116,0.1905,15.7903,0.8369,0,0,0,0,14.35,1.1,-17.36,4.2,17.4,0.9,5,763,109,1998.2,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,10.5,90.9,0.1446,16.2421,0.83,0.5274,0.1713,15.7147,0.8475,0,0,0,0,    ,    ,    ,    ,19.4,0.9,5,720,,1996.2,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,11.5,89.9,0.1383,16.59,0.8544,0.8023,0.179,15.7877,0.8729,0,0,0,0,    ,    ,    ,    ,21.5,1,4.9,673,,1994.1,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,12.5,88.9,0.1378,15.2215,0.6637,0.5244,0.1477,14.6971,0.6799,0,0,0,0,18.48,1.05,-17.08,3.94,23.5,1.1,4.9,679,125,1992.1,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,13.5,87.9,0.1002,15.0075,0.7759,0.7582,0.1735,14.2493,0.795,0,0,0,0,    ,    ,    ,    ,25,1.1,6.6,662,,1990.6,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,14.5,86.9,0.1338,15.0377,0.6902,0.3705,0.1371,14.6672,0.7037,0,0,0,0,    ,    ,    ,    ,27.2,1.2,4.5,607,,1988.4,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,15.5,85.9,0.113,14.8106,0.7938,0.3316,0.1658,14.479,0.811,0,0,0,0,19.29,1.03,-15.98,3.96,29.2,1.2,5.1,577,111,1986.4,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,16.5,84.9,0.1599,12.6268,0.6048,0.5516,0.1466,12.0752,0.6223,0,0,0,0,    ,    ,    ,    ,31.7,1.3,4,646,,1983.9,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,17.5,83.9,0.1872,14.2645,0.6333,0.9778,0.1272,13.2867,0.646,0,0,0,0,    ,    ,    ,    ,35.2,1.5,2.9,535,,1980.4,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,18.5,82.9,0.1223,14.478,0.7311,0.5,0.1,13.978,0.7379,0,0,0,0,18.04,1.17,-16.64,4.25,37.9,1.6,3.6,445,80,1977.7,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,19.5,81.9,0.1105,16.5114,0.9263,0.6258,0.1666,15.8857,0.9412,0,0,0,0,    ,    ,    ,    ,40.9,1.8,3.4,371,,1974.7,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,20.5,80.9,0.1028,14.4979,0.9975,0.7048,0.2331,13.7931,1.0243,0,0,0,0,    ,    ,    ,    ,43.5,1.9,3.8,392,,1972.1,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,21.5,79.9,0.1183,13.5026,0.8102,0.6933,0.1736,12.8093,0.8285,0,0,0,0,20.87,1.17,-16.04,4.24,46.6,2.1,3.3,386,81,1969,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,22.5,78.9,0.1301,12.1445,0.4469,0.4472,0.0903,11.6973,0.4559,0,0,0,0,    ,    ,    ,    ,50,2.4,2.9,383,,1965.6,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,23.5,77.9,0.1368,9.162,0.383,0.3934,0.0776,8.7686,0.3908,0,0,0,0,    ,    ,    ,    ,52.9,2.6,3.4,462,,1962.7,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,24.5,76.9,0.1103,10.3457,0.42,0.468,0.1057,9.8776,0.4331,0,0,0,0,25.86,1.19,-15.46,3.92,55.9,2.8,3.4,374,97,1959.7,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,25.5,75.9,0.1221,8.9312,0.3671,0.6457,0.1015,8.2855,0.3808,0.3988,0.0609,0,0,    ,    ,    ,    ,58.9,3.1,3.3,407,,1956.7,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,26.5,74.9,0.1093,9.144,0.4435,0.3961,0.1011,8.7479,0.4549,0.6312,0.0776,0,0,    ,    ,    ,    ,62,3.4,3.2,350,,1953.6,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,27.5,73.9,0.1018,9.8001,0.5292,0.5,0.1,9.3001,0.5386,0.8632,0.1221,0,0,29.16,1.22,-15.11,3.42,65.6,3.9,2.8,282,82,1950,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,28.5,72.9,0.0905,9.672,0.5087,0.5,0.1,9.172,0.5185,0.938,0.1051,0,0,    ,    ,    ,    ,69.1,4.3,2.8,255,,1946.5,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,29.5,71.9,0.0907,10.3931,0.7005,0.554,0.1662,9.8392,0.7199,2.1227,0.1626,0,0,    ,    ,    ,    ,73.2,4.9,2.5,223,,1942.4,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,31,70.4,0.1385,6.4495,0.2896,0.3525,0.0837,6.097,0.3014,5.6921,0.1218,0,0,30.04,1.52,-15.16,4.2,82.7,6.7,2.1,293,88,1932.9,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,33,68.4,0.1281,7.687,0.3213,0.3331,0.0885,7.354,0.3333,6.0927,0.1359,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,35,66.4,0.1699,5.2874,0.2586,0.7049,0.066,4.5825,0.2668,2.9424,0.0833,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,37,64.4,0.35,2.388,0.1039,1.0191,0.0364,1.3689,0.1101,0.6557,0.0253,0,0,18.25,0.82,-20.9,3.21,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,39,62.4,1.1387,0.9017,0.05,0.6667,0.0166,0.235,0.0527,0.0487,0.0061,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,41,60.4,1.6649,0.5602,0.0451,0.5669,0.0135,-0.0068,0.0471,0.0297,0.0044,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,43,58.4,1.8764,0.5399,0.0458,0.5828,0.0143,-0.043,0.048,0,0,0,0,1.26,0.08,-19.28,2.38,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,45,56.4,1.5883,0.5511,0.0418,0.6124,0.0148,-0.0612,0.0443,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,47,54.4,1.0254,0.88,0.0345,0.6666,0.0229,0.2133,0.0414,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,49,52.4,0.5495,1.2567,0.0885,1.2103,0.0495,0.0464,0.1014,0,0,0,0,13.79,0.98,-17.04,1.27,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,51,50.4,0.5401,0.9539,0.1074,0.817,0.0334,0.1369,0.1125,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,53,48.4,0.3407,0.4696,0.13,0.6493,0.0449,-0.1797,0.1376,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,55,46.4,0.2355,0.6603,0.1346,0.4872,0.0516,0.1731,0.1442,0,0,0,0,32.08,1.6,-14.26,0.49,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,57,44.4,0.1432,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,59,42.4,0.1222,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,61,40.4,0.1127,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,32.54,1.24,-13.74,0.36,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,63,38.4,0.098,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,65,36.4,0.109,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2002
Boat,Restored,BMRA,7/7/2015,41.8012,-69.98638,67,34.4,0.1142,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,28.86,1.22,-13.62,0.54,   ,   ,  ,,,   ,2002
