study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,soil_moisture,total_carbon_stock
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P2,35,40,1.3771323548090388,0.024521593642162935,0.016680384293631882,46.38844301765651,1.148554845070449
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P2,40,45,1.4567098263549862,0.023613057242203382,0.016310791686128336,46.737481031866466,1.1880045262406178
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P2,45,50,1.2865024566594874,0.024210600507471033,0.016553872286439217,49.14089347079037,1.0648298681865729
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P3,0,5,0.03536776513153233,0.02346696465986855,0.016251361223634526,1024.9999999999989,0.028738716341259886
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P3,5,10,0.0795774715459477,0.014721775960273485,0.012693818460639252,241.66666666666657,0.05050709886804729
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P3,10,15,0.0773669862252269,0.015087634764801692,0.012842649822321328,314.2857142857143,0.04967985559494735
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P3,15,20,0.11715572199820072,0.014731590422501184,0.012697810983873481,243.3962264150944,0.07438106068061906
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P3,20,25,0.267468723807213,0.014194828293883976,0.012479456149952002,109.91735537190081,0.16689321051178688
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P3,25,30,0.5990415219153283,0.015010118076975889,0.012811116033713791,105.53505535055348,0.38371952231348866
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P3,30,35,1.2533451768486756,0.01439361550520227,0.012560322787516282,64.37389770723104,0.7871209992698023
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P3,35,40,1.2909234273009287,0.012192118226600702,0.011664753694581165,43.321917808219204,0.7529151909014944
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P3,40,45,1.3108177951874158,0.01306300981203417,0.012019032391535501,48.2293423271501,0.7877380769879347
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P3,45,50,1.328501677753182,0.012303047129866497,0.011709879572429692,47.42096505823627,0.7778297329130279
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P1,0,5,0.26083726784505074,0.09734961226184018,0.04630682226811658,319.49152542372883,0.6039272501500943
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P1,5,10,0.4973591971621729,0.07734500526344908,0.03816894814117108,165.7777777777778,0.9491838702008731
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P1,10,15,0.6918819053856006,0.06045216867923051,0.031296942218710974,108.94568690095845,1.0826894007512395
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P1,15,20,0.6918819053856006,0.07400660594535116,0.03681088729856886,121.40575079872202,1.2734393421534211
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P1,20,25,0.6653560815369514,0.08857628996517976,0.04273783475783512,139.86710963455153,1.421793913392345
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P1,25,30,0.5570423008216336,0.10735989196488797,0.05037900405131643,181.74603174603178,1.403161816492385
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P1,30,35,0.6189358898018151,0.0934598341515445,0.04472446053284831,134.28571428571433,1.3840786887902317
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P1,35,40,0.5769366687081205,0.0968625671808466,0.046108692329168394,153.63984674329504,1.330089767543904
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P1,40,45,0.5238850210108221,0.10553515571875413,0.04963670134638918,176.37130801687766,1.3001962163880498
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P1,45,50,0.5106221090864975,0.09728993545585515,0.04628254574344187,180.5194805194805,1.1816445560704296
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P2,0,5,0.3956768724090176,0.08031621957718976,0.03937763812400079,221.78770949720666,0.7790410347879365
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P2,5,10,0.5747261833873999,0.06634497040264209,0.03369413395979481,137.69230769230768,0.9682450506628325
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P2,10,15,0.7427230677621781,0.06186916597100946,0.03187337671700665,93.45238095238096,1.183654606759738
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P2,15,20,0.5680947274252375,0.08774765182340209,0.04240074476175997,136.57587548638134,1.204381976902955
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P2,20,25,0.7073553026306458,0.08655084255509717,0.04191388275141352,133.12500000000006,1.4824003609025758
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P2,25,30,0.4796753145964068,0.06783915218490223,0.034301967108818235,149.76958525345623,0.8226903432098992
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P2,30,35,0.5769366687081205,0.09487071830936589,0.04529840820825005,143.29501915708812,1.3067156364724182
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P2,35,40,0.47304385863424453,0.1153251081048906,0.05361925397706949,218.22429906542052,1.2682129399201258
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P2,40,45,0.1613654284126161,0.15003934598233878,0.06774100594561541,254.7945205479452,0.5465528222757903
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P2,45,50,NA,NA,NA,NA,NA
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P3,0,5,0.019894367886486925,0.06277676478249711,0.032242587913519825,466.6666666666664,0.032072295278198014
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P3,5,10,0.6167254044810945,0.029194143679267662,0.018581177648726084,102.50896057347667,0.5729742150572832
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P3,10,15,0.8864046136090281,0.08180959576879539,0.03998514355874597,97.00748129675812,1.7721507863145867
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P3,15,20,0.7338811264792953,0.11249858953624059,0.05246942622334266,133.1325301204819,1.925316081125449
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P3,20,25,0.7847222888558729,0.09578697064856259,0.04567113965983526,123.09859154929579,1.791958062426108
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P3,25,30,0.8156690833459638,0.11036941250480531,0.0516032770069548,123.30623306233059,2.104559882695533
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P3,30,35,0.6476721989711852,0.11415863602668636,0.05314473313565601,121.84300341296928,1.7210183086853568
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P3,35,40,0.8311424805910089,0.10168899028554632,0.048072081248160245,115.95744680851065,1.9977374427884214
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P3,40,45,0.8289319952702883,0.09801962533452255,0.046579383586083774,111.20000000000002,1.9305570687236266
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P3,45,50,0.7515650090450613,0.08749036732596957,0.04229608142820442,88.52941176470591,1.5894127410579553
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P1,0,5,0.10610329539459691,0.12722045155682477,0.05845827969331631,293.75,0.3101308059279953
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P1,5,10,0.19673319354414837,0.1234770280448365,0.05693545500863948,319.10112359550567,0.5600546944869412
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P1,10,15,0.20999610546847305,0.03690223071101641,0.021716827453241473,186.31578947368413,0.2280224594155764
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P1,15,20,0.5835681246702829,0.01864738005223458,0.014290754205249025,62.5,0.41698143158405654
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P1,20,25,0.7206182145549707,0.01907586338850063,0.014465061226442056,81.28834355828221,0.5211893297213503
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P1,25,30,1.2599766328108384,0.01606727087302061,0.013241165791144783,59.64912280701754,0.8341779744008332
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P1,30,35,1.4412364291099413,0.017992758332560595,0.01402445408968565,49.999999999999986,1.0106277066217428
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P1,35,40,1.469972738279311,0.018370765268447997,0.014178227311204645,54.436090225563916,1.0420803812299004
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P1,40,45,1.3506065309603894,0.01983780874793475,0.014775020598659856,53.518821603928004,0.9977619657812141
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P1,45,50,1.222398382358585,0.020459081836327588,0.015027754491018062,53.526220614828226,0.9184951390151218
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P2,0,5,NA,NA,NA,NA,NA
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P2,5,10,0.16578639905405768,0.040598819329068024,0.02322059970306487,242.66666666666654,0.19248298043234233
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P2,10,15,0.5548318155009129,0.03339045453774294,0.020288236905953827,135.8565737051793,0.5628279657921491
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P2,15,20,0.4619914320306407,0.024406230721777313,0.01663345465761901,133.01435406698565,0.3842256768445068
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P2,20,25,0.649882684291906,0.02103816471085842,0.015263325404377203,111.56462585034012,0.49596854425087483
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P2,25,30,1.1781886759441695,0.020808251424053525,0.015169796679304973,57.5984990619137,0.8936441331966292
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P2,30,35,1.0079813062486704,0.01744329605982581,0.01380093283713714,96.49122807017541,0.695554115431383
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P2,35,40,1.3572379869225522,0.023857769633322833,0.01641034068683573,36.15635179153092,1.1136368879257086
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P2,40,45,1.2378717796036305,0.022915992666881935,0.01602722581688757,51.071428571428555,0.9919825272029934
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P2,45,50,1.1295579988883129,0.021915394710820445,0.015620182568361755,75.92954990215263,0.8821951082094405
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P3,0,5,NA,NA,NA,NA,NA
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P3,5,10,NA,NA,NA,NA,NA
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P3,10,15,0.015473397245045404,0.15873015873018645,0.07127642857143984,1914.285714285711,0.05514442467469963
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P3,15,20,0.24978484124144687,0.021540715144231927,0.015467762920673547,176.99115044247787,0.19318063527503898
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P3,20,25,0.7471440384036198,0.012987777363599297,0.011988427831512194,99.40828402366864,0.4478541192073186
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P3,25,30,1.4500783703928242,0.009380372225129647,0.01052093542118274,53.20121951219513,0.7628090445278404
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P3,30,35,1.2643976034522797,0.0066793063262068466,0.009422141813500946,44.58041958041958,0.5956666764189055
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P3,35,40,1.6158647694468817,0.007011199468624277,0.009557155943836356,47.8796169630643,0.7721535792877514
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P3,40,45,1.4522888557135452,0.005606683757215877,0.008985798952435418,51.59817351598171,0.6524987839152203
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P3,45,50,1.1781886759441695,0.007461436838286378,0.009740312505814898,57.410881801125726,0.5737962947254247
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P1,0,5,0.7599685069585455,0.07051331383715599,0.035389816068955054,27.61538461538462,1.3447572839730657
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P1,5,10,1.1685977272385633,0.024443216673969,0.01664850054297059,16.158079039519766,0.9727699948222707
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P1,10,15,1.931489189993103,0.008999944099725633,0.010366177259768388,13.317191283292978,1.0011079659397484
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P1,15,20,1.8017099526509515,0.006037377471763772,0.009161005155513501,11.194029850746269,0.8252737082487677
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P1,20,25,1.0692172301747536,0.008517766135641902,0.010170027263979127,11.15363586659377,0.5436984190996744
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P1,25,30,1.1148153405922663,0.007418786112033089,0.00972296219037506,11.536444677503932,0.541965370291435
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P1,30,35,1.6146407817073094,0.00671633771537082,0.00943720618261285,9.12382331643736,0.7618848983913533
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P1,35,40,1.4784310416139705,0.00767952741369678,0.00982903175189185,9.845788849347556,0.7265772825503128
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P1,40,45,1.5246137431906819,0.013098405492400766,0.012033431354308632,11.00460122699386,0.9173167410260301
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P1,45,50,1.4871999090019534,0.01555021660581531,0.01303082811524567,11.55660377358492,0.968972319360673
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P2,0,5,0.526132043278993,0.06026883287192184,0.03122236121229781,43.66666666666668,0.821354235031051
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P2,5,10,1.0820782356771288,0.05029800033420553,0.02716622653595481,24.14910858995139,1.4697991240015589
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P2,10,15,1.2381640751832301,0.03312594896863417,0.020180636040440382,15.014164305949013,1.2493469279810616
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P2,15,20,1.3527439423862109,0.021341073808350427,0.015386548825236955,11.322385479688846,1.040703035878448
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P2,20,25,1.5614429862202115,0.013380179130561925,0.012148056870312592,8.798202920254585,0.9484249098176926
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P2,25,30,0.8564260482263608,0.013022501978818341,0.0120025538049833,16.655290102389085,0.5139649861913059
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P2,30,35,1.1124769759554707,0.011689204675681774,0.011460168462067346,18.97004729374671,0.637458677731047
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P2,35,40,1.2603785392327875,0.010500793028640319,0.010976722604050882,19.85157699443413,0.6917412800628584
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P2,40,45,1.101369743930692,0.01006642342595239,0.010800021049677432,19.32059447983015,0.5947408208964658
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P2,45,50,1.5479973895586372,0.03480942938973315,0.020865475875743448,18.919939577039283,1.6149851093774785
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P3,0,5,0.40044494405123354,0.08751649413645075,0.04230670981470817,48.175182481751825,0.8470754022371293
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P3,5,10,0.8418112692463887,0.06567685261656249,0.033422343644417624,30.069444444444432,1.4067652762248084
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P3,10,15,1.3018845115359081,0.04438726826608512,0.02476174073064343,20.431073192635836,1.611846336794626
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P3,15,20,1.704667820223937,0.038358739931061495,0.022309335403955813,11.556927297668055,1.901500307685303
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P3,20,25,0.8160892582416379,0.04106622862689444,0.023410741805420656,14.89971346704872,0.9552627457436123
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P3,25,30,1.1282609372538406,0.033133411351667065,0.020183671737858164,18.393782383419687,1.1386224196089851
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P3,30,35,1.4410172074252419,0.03235997416787413,0.019869037491491194,22.06896551724137,1.4315812460108037
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P3,35,40,1.1808741415817399,0.033344136655672874,0.02026939479152772,23.316831683168317,1.1967802087413342
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P3,40,45,1.3504055777494153,0.032380530822791895,0.01987739993871174,22.85714285714286,1.342127587419611
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P3,45,50,0.6956634794466685,0.031223059335056688,0.01940654053750106,24.789915966386555,0.6750210757170404
