"","study_id","site_id","core_id","core_longitude","core_latitude","core_elevation","core_date","core_notes","core_elevation_datum"
"170","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_80",-97.30350134,26.17127903,0.298,2013-12-05,"AVGE/flat+succulent transition - 1st dom","NAVD88"
"171","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_81",-97.30351807,26.17127771,0.248,2013-12-05,"AVGE/flat+succulent transition - mixed","NAVD88"
"172","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_82",-97.30353416,26.17127945,0.227,2013-12-05,"AVGE/flat+succulent transition - 2nd dom","NAVD88"
"173","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_83",-97.30353977,26.17128176,0.217,2013-12-05,"flat+succulent/algal mat transition - 1st dom","NAVD88"
"174","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_84",-97.30354944,26.17128229,0.222,2013-12-05,"flat+succulent/algal mat transition - mixed","NAVD88"
"175","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_85",-97.30355729,26.17128274,0.219,2013-12-05,"flat+succulent/algal mat transition - 2nd dom","NAVD88"
"176","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_86",-97.3036529,26.17128916,0.314,2013-12-05,"algal mat/BAMA transition - 1st dom","NAVD88"
"177","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_87",-97.3036648,26.17129152,0.389,2013-12-05,"algal mat/BAMA transition - mixed","NAVD88"
"178","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_88",-97.30367484,26.17129311,0.404,2013-12-05,"algal mat/BAMA transition - 2nd dom","NAVD88"
"179","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_89",-97.30369672,26.17129361,0.463,2013-12-05,"BAMA/mixed succulent transition - 1st dom","NAVD88"
"180","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_90",-97.30372075,26.17129617,0.58,2013-12-05,"BAMA/mixed succulent transition - mixed","NAVD88"
"181","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_91",-97.30372949,26.17129766,0.62,2013-12-05,"BAMA/mixed succulent transition - 2nd dom","NAVD88"
"182","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_92",-97.30374711,26.17129744,0.721,2013-12-05,"15 cm elevation gain","NAVD88"
"183","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_93",-97.29842834,26.20139997,-0.113,2013-12-05,"water/AVGE transition - 1st dom","NAVD88"
"184","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_94",-97.29837973,26.20141136,0.106,2013-12-05,"water/AVGE transition - mixed","NAVD88"
"185","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_95",-97.29835058,26.20141802,0.122,2013-12-05,"water/AVGE transition - 2nd dom","NAVD88"
"186","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_96",-97.2983009,26.20143385,0.13,2013-12-05,"AVGE/AVGE+BAMA transition - 1st dom","NAVD88"
"187","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_97",-97.29822159,26.20144325,0.119,2013-12-05,"AVGE/AVGE+BAMA transition - mixed","NAVD88"
"188","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_98",-97.29819352,26.20144504,0.098,2013-12-05,"AVGE/AVGE+BAMA transition - 2nd dom","NAVD88"
"189","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_99",-97.29812678,26.20145146,0.126,2013-12-05,"AVGE+BAMA/algal flat transition - 1st dom","NAVD88"
"190","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_100",-97.2980916,26.20145632,0.113,2013-12-05,"AVGE+BAMA/algal flat transition - mixed","NAVD88"
"191","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_101",-97.29800365,26.20146781,0.162,2013-12-05,"AVGE+BAMA/algal flat transition - 2nd dom","NAVD88"
"192","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_102",-97.29780499,26.20148466,0.209,2013-12-05,"20 m into algal flat","NAVD88"
"193","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_103",-97.29760688,26.20150244,0.237,2013-12-05,"40 m into algal flat","NAVD88"
"194","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_104",-97.29742418,26.20151885,0.371,2013-12-05,"15 cm elevation gain","NAVD88"
"195","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_105",-97.29739472,26.20152343,0.626,2013-12-05,"sand flat/succulent transition - 1st dom","NAVD88"
"196","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_106",-97.29736708,26.20152528,0.591,2013-12-05,"sand flat/succulent transition - mixed","NAVD88"
"197","Osland_et_al_2016","Lower_Laguna_Madre","lower_laguna_madre_107",-97.29735748,26.2015281,0.674,2013-12-05,"sand flat/succulent transition - 2nd dom","NAVD88"
"198","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_1",-97.05031967,27.87697928,-0.004,2013-11-12,"water/SPAL transition - 1st dom","NAVD88"
"199","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_2",-97.05033415,27.87697911,0.037,2013-11-12,"water/SPAL transition - mixed","NAVD88"
"200","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_3",-97.05036399,27.87697885,0.085,2013-11-12,"water/SPAL transition - 2nd dom","NAVD88"
"201","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_4",-97.05043866,27.87697877,0.148,2013-11-12,"SPAL/AVGE transition - 1st dom","NAVD88"
"202","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_5",-97.05045142,27.87697797,0.224,2013-11-12,"SPAL/AVGE transition - mixed","NAVD88"
"203","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_6",-97.05046176,27.87698269,0.333,2013-11-12,"SPAL/AVGE transition - 2nd dom","NAVD88"
"204","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_7",-97.05050479,27.87698062,0.358,2013-11-12,"AVGE tall/AVGE short transition - 1st dom","NAVD88"
"205","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_8",-97.05056527,27.87697474,0.398,2013-11-12,"AVGE tall/AVGE short transition - mixed","NAVD88"
"206","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_9",-97.05058726,27.87697382,0.388,2013-11-12,"AVGE tall/AVGE short transition - 2nd dom","NAVD88"
"207","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_10",-97.05060289,27.87697539,0.376,2013-11-12,"AVGE short/AVGE+succulent transition - 1st dom","NAVD88"
"208","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_11",-97.0506211,27.87697351,0.362,2013-11-12,"AVGE short/AVGE+succulent transition - mixed","NAVD88"
"209","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_12",-97.05065025,27.87697332,0.331,2013-11-12,"AVGE short/AVGE+succulent transition - 2nd dom","NAVD88"
"210","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_13",-97.05085036,27.87696256,0.273,2013-11-12,"20 m into AVGE+succulent zone","NAVD88"
"211","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_14",-97.05104963,27.87696634,0.272,2013-11-12,"40 m into AVGE+succulent zone","NAVD88"
"212","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_15",-97.05560875,27.86240424,-0.041,2013-11-12,"water/AVGE transition - 1st dom","NAVD88"
"213","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_16",-97.05562864,27.86239658,0.14,2013-11-12,"water/AVGE transition - mixed","NAVD88"
"214","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_17",-97.05565398,27.8624086,0.358,2013-11-12,"water/AVGE transition - 2nd dom","NAVD88"
"215","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_18",-97.05567978,27.86240969,0.465,2013-11-12,"AVGE/AVGE+succulent transition - 1st dom","NAVD88"
"216","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_19",-97.05572426,27.86241891,0.318,2013-11-12,"AVGE/AVGE+succulent transition - mixed","NAVD88"
"217","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_20",-97.05575135,27.8624232,0.291,2013-11-12,"AVGE/AVGE+succulent transition - 2nd dom","NAVD88"
"218","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_21",-97.05594515,27.86246963,0.307,2013-11-12,"20 m into AVGE+succulent zone","NAVD88"
"219","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_22",-97.05613388,27.86253169,0.263,2013-11-12,"40 m into AVGE+succulent zone","NAVD88"
"220","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_23",-97.05938993,27.86476219,-0.086,2013-11-13,"water/AVGE transition - 1st dom","NAVD88"
"221","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_24",-97.05938369,27.86476694,0.024,2013-11-13,"water/AVGE transition - mixed","NAVD88"
"222","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_25",-97.05934917,27.86478737,0.263,2013-11-13,"water/AVGE transition - 2nd dom","NAVD88"
"223","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_26",-97.05919701,27.86490739,0.237,2013-11-13,"20 m into AVGE zone","NAVD88"
"224","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_27",-97.05904478,27.86502714,0.22,2013-11-13,"40 m into AVGE zone","NAVD88"
"225","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_28",-97.05405098,27.86774176,-0.104,2013-11-13,"water/AVGE transition - 1st dom","NAVD88"
"226","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_29",-97.05404418,27.867733,0.079,2013-11-13,"water/AVGE transition - mixed","NAVD88"
"227","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_30",-97.05404277,27.86771361,0.302,2013-11-13,"water/AVGE transition - 2nd dom","NAVD88"
"228","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_31",-97.05406774,27.86753299,0.207,2013-11-13,"20 m into AVGE zone","NAVD88"
"229","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_32",-97.05408577,27.86735259,0.208,2013-11-13,"40 m into AVGE zone","NAVD88"
"230","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_33",-97.08314892,27.86969993,0.11,2013-11-13,"water/AVGE transition - 1st dom","NAVD88"
"231","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_34",-97.08315738,27.86971081,0.166,2013-11-13,"water/AVGE transition - mixed","NAVD88"
"232","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_35",-97.08316993,27.86972385,0.375,2013-11-13,"water/AVGE transition - 2nd dom","NAVD88"
"233","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_36",-97.08331717,27.86983052,0.27,2013-11-13,"20 m into AVGE zone","NAVD88"
"234","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_37",-97.08332717,27.86983969,0.293,2013-11-13,"AVGE/water transition - 1st dom","NAVD88"
"235","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_38",-97.08333716,27.86984885,0.194,2013-11-13,"AVGE/water transition - mixed","NAVD88"
"236","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_39",-97.08334715,27.86985801,0.065,2013-11-13,"AVGE/water transition - 2nd dom","NAVD88"
"237","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_40",-97.23431079,28.06102113,0.053,2013-11-14,"water/SPAL transition - 1st dom","NAVD88"
"238","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_41",-97.23430312,28.06101122,0.153,2013-11-14,"water/SPAL transition - mixed","NAVD88"
"239","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_42",-97.23429651,28.0610008,0.295,2013-11-14,"water/SPAL transition - 2nd dom","NAVD88"
"240","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_43",-97.23428801,28.06099702,0.322,2013-11-14,"SPAL/mixed succulent transition - 1st dom","NAVD88"
"241","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_44",-97.23428621,28.06098662,0.414,2013-11-14,"SPAL/mixed succulent transition - mixed","NAVD88"
"242","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_45",-97.23428066,28.06097755,0.48,2013-11-14,"SPAL/mixed succulent transition - 2nd dom","NAVD88"
"243","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_46",-97.23415969,28.06084181,0.44,2013-11-14,"20 m into mixed succulent zone","NAVD88"
"244","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_47",-97.23409655,28.06077415,0.391,2013-11-14,"mixed succulent/SPAL transition - 1st dom","NAVD88"
"245","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_48",-97.2340902,28.06076626,0.37,2013-11-14,"mixed succulent/SPAL transition - mixed","NAVD88"
"246","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_49",-97.23408206,28.06075448,0.363,2013-11-14,"mixed succulent/SPAL transition - 2nd dom","NAVD88"
"247","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_50",-97.23407575,28.06074726,0.328,2013-11-14,"SPAL/mixed succulent transition - 1st dom","NAVD88"
"248","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_51",-97.23405323,28.06072494,0.366,2013-11-14,"SPAL/mixed succulent transition - mixed","NAVD88"
"249","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_52",-97.23403383,28.06069906,0.393,2013-11-14,"SPAL/mixed succulent transition - 2nd dom","NAVD88"
"250","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_53",-97.23393549,28.06058645,0.454,2013-11-14,"mixed succulent/MOLI transition - 1st dom","NAVD88"
"251","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_54",-97.23392358,28.06057202,0.455,2013-11-14,"mixed succulent/MOLI transition - mixed","NAVD88"
"252","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_55",-97.23391247,28.06055797,0.507,2013-11-14,"mixed succulent/MOLI transition - 2nd dom","NAVD88"
"253","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_56",-97.23390097,28.06054519,0.494,2013-11-14,"MOLI/mud flat transition - 1st dom","NAVD88"
"254","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_57",-97.23389392,28.06053795,0.514,2013-11-14,"MOLI/mud flat transition - mixed","NAVD88"
"255","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_58",-97.23388353,28.06052923,0.512,2013-11-14,"MOLI/mud flat transition - 2nd dom","NAVD88"
"256","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_59",-97.23383759,28.06048125,0.587,2013-11-14,"mud flat/mixed succulent transition - 1st dom","NAVD88"
"257","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_60",-97.23382729,28.06047244,0.61,2013-11-14,"mud flat/mixed succulent transition - mixed","NAVD88"
"258","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_61",-97.23382173,28.06046564,0.685,2013-11-14,"mud flat/mixed succulent transition - 2nd dom","NAVD88"
"259","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_62",-97.23381483,28.06045831,0.71,2013-11-14,"mixed succulent/SPSP transition - 1st dom","NAVD88"
"260","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_63",-97.23380932,28.06045126,0.761,2013-11-14,"mixed succulent/SPSP transition - mixed","NAVD88"
"261","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_64",-97.23380387,28.06044594,0.912,2013-11-14,"mixed succulent/SPSP transition - 2nd dom","NAVD88"
"262","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_65",-97.23379908,28.06043364,1.181,2013-11-14,"15 cm elevation gain in SPSP zone","NAVD88"
"263","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_66",-97.23657697,28.06004905,0.157,2013-11-14,"water/mixed succulent transition - 1st dom","NAVD88"
"264","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_67",-97.23658339,28.06005781,0.483,2013-11-14,"water/mixed succulent transition - mixed","NAVD88"
"265","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_68",-97.23658347,28.0600653,0.51,2013-11-14,"water/mixed succulent transition - 2nd dom","NAVD88"
"266","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_69",-97.23669976,28.06021327,0.487,2013-11-14,"20 m into mixed succulent zone","NAVD88"
"267","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_70",-97.23678418,28.06031705,0.468,2013-11-14,"mixed succulent/MOLI transition - 1st dom","NAVD88"
"268","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_71",-97.23681232,28.06035501,0.611,2013-11-14,"mixed succulent/MOLI transition - mixed","NAVD88"
"269","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_72",-97.23680211,28.06034174,0.571,2013-11-14,"mixed succulent/MOLI transition - 2nd dom","NAVD88"
"270","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_73",-97.23681956,28.06036325,0.634,2013-11-14,"MOLI/mud flat transition - 1st dom","NAVD88"
"271","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_74",-97.23683055,28.06037633,0.687,2013-11-14,"MOLI/mud flat transition - mixed","NAVD88"
"272","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_75",-97.23683556,28.06038172,0.687,2013-11-14,"MOLI/mud flat transition - 2nd dom","NAVD88"
"273","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_76",-97.23683873,28.06038783,0.698,2013-11-14,"mud flat/upland transition - 1st dom","NAVD88"
"274","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_77",-97.23684691,28.06039594,0.74,2013-11-14,"mud flat/upland transition - mixed","NAVD88"
"275","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_78",-97.23684821,28.06040462,1.086,2013-11-14,"mud flat/upland transition - 2nd dom","NAVD88"
"276","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_79",-97.23671468,28.05975371,0.164,2013-11-14,"water/mixed succulent transition - 1st dom","NAVD88"
"277","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_80",-97.23671908,28.0597589,0.42,2013-11-14,"water/mixed succulent transition - mixed","NAVD88"
"278","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_81",-97.23673035,28.0597632,0.577,2013-11-14,"water/mixed succulent transition - 2nd dom","NAVD88"
"279","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_82",-97.23689891,28.05985793,0.475,2013-11-14,"20 m into mixed succulent zone","NAVD88"
"280","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_83",-97.23694776,28.05988166,0.521,2013-11-14,"dense succulent/sparse succulent transition - 1st dom","NAVD88"
"281","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_84",-97.23696656,28.05989542,0.392,2013-11-14,"dense succulent/sparse succulent transition - mixed","NAVD88"
"282","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_85",-97.2370087,28.05991801,0.393,2013-11-14,"dense succulent/sparse succulent transition - 2nd dom","NAVD88"
"283","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_86",-97.23717417,28.06000565,0.352,2013-11-14,"20 m into sparse succulent zone","NAVD88"
"284","Osland_et_al_2016","Mission_Aransas_Bay","mission_aransas_bay_87",NA,NA,0.352,2013-11-14,"40 m into sparse succulent zone","NAVD88"
"285","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_1",-96.78679192,28.25102105,0.319,2014-05-20,"water/SPAL transition - 1st dom","NAVD88"
"286","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_2",-96.78680566,28.25102406,0.34,2014-05-20,"water/SPAL transition - mixed","NAVD88"
"287","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_3",-96.78681672,28.25102366,0.414,2014-05-20,"water/SPAL transition - 2nd dom","NAVD88"
"288","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_4",-96.78682509,28.25102222,0.45,2014-05-20,"SPAL/succulent transition - 2nd dom","NAVD88"
"289","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_5",-96.78683688,28.25102517,0.478,2014-05-20,"succulent/AVGE transition - 1st dom","NAVD88"
"290","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_6",-96.78684346,28.2510261,0.51,2014-05-20,"succulent/AVGE transition - mixed","NAVD88"
"291","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_7",-96.78686732,28.25102408,0.611,2014-05-20,"succulent/AVGE transition - 2nd dom","NAVD88"
"292","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_8",-96.7868573,28.25102386,0.554,2014-05-20,"AVGE/succulent transition - mixed","NAVD88"
"293","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_9",-96.78689381,28.25102276,0.57,2014-05-20,"AVGE/succulent transition - 2-dom","NAVD88"
"294","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_10",-96.78701058,28.25102298,0.754,2014-05-20,"20 m","NAVD88"
"295","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_11",-96.78709692,28.25103004,0.586,2014-05-20,"20 m","NAVD88"
"296","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_12",-96.78730208,28.25103106,0.571,2014-05-20,"20 m","NAVD88"
"297","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_13",-96.78750506,28.25103828,0.455,2014-05-20,"20 m","NAVD88"
"298","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_14",-96.78769795,28.25104392,0.44,2014-05-20,"20 m","NAVD88"
"299","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_15",-96.78791978,28.25105128,0.544,2014-05-20,"20 m","NAVD88"
"300","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_16",-96.78812384,28.25106127,0.58,2014-05-20,"succulent/shrub transition - 1st dom","NAVD88"
"301","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_17",-96.7882456,28.25106482,0.762,2014-05-20,"succulent/shrub transition - mixed","NAVD88"
"302","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_18",-96.78826088,28.25106529,0.774,2014-05-20,"succulent/shrub transition - 2nd dom","NAVD88"
"303","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_19",-96.78827264,28.25107021,0.803,2014-05-20,"shrub/upland transition - mixed","NAVD88"
"304","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_20",-96.78828475,28.25106478,0.962,2014-05-20,"shrub/upland transition - 2nd dom","NAVD88"
"305","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_21",-96.78834257,28.2510083,0.945,2014-05-20,"15 cm upland","NAVD88"
"306","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_22",-96.78834378,28.25106564,1.093,2014-05-20,"15 cm","NAVD88"
"307","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_23",-96.82995672,28.2008283,0.12,2014-05-20,"water/SPAL transition - 1st dom","NAVD88"
"308","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_24",-96.82995901,28.20083239,0.118,2014-05-20,"water/SPAL transition - mixed","NAVD88"
"309","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_25",-96.8299655,28.20083987,0.504,2014-05-20,"water/SPAL transition - 2nd dom","NAVD88"
"310","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_26",-96.82997178,28.20084684,0.498,2014-05-20,"SPAL/succulent transition- mixed","NAVD88"
"311","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_27",-96.82997746,28.20085497,0.527,2014-05-20,"SPAL/succulent transition - 2nd dom","NAVD88"
"312","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_28",-96.83006043,28.20097607,0.578,2014-05-20,"BOFR/no BOFR transition - mixed","NAVD88"
"313","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_29",-96.83008438,28.20100988,0.554,2014-05-20,"20 m","NAVD88"
"314","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_30",-96.83018063,28.20116669,0.499,2014-05-20,"20 m","NAVD88"
"315","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_31",-96.83518988,28.19732203,0.058,2014-05-20,"water/SPAL transition - 1st dom","NAVD88"
"316","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_32",-96.83518694,28.19733025,0.091,2014-05-20,"water/SPAL transition - mixed","NAVD88"
"317","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_33",-96.83518481,28.19734197,0.187,2014-05-20,"water/SPAL transition - 2nd dom","NAVD88"
"318","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_34",-96.83517869,28.19736104,0.441,2014-05-20,"SPAL/succulent transition - 1st dom","NAVD88"
"319","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_35",-96.83517938,28.19738339,0.491,2014-05-20,"SPAL/succulent transition - mixed","NAVD88"
"320","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_36",-96.83517489,28.19740501,0.614,2014-05-20,"SPAL/succulent transition - 2nd dom","NAVD88"
"321","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_37",-96.83512834,28.19757625,0.458,2014-05-20,"20 m","NAVD88"
"322","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_38",-96.83508032,28.1977502,0.412,2014-05-20,"20 m","NAVD88"
"323","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_39",-96.85065886,28.42580793,0.55,2014-05-21,"water/mudflat transition - 1st dom","NAVD88"
"324","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_40",-96.85067788,28.42581978,0.507,2014-05-21,"water/mudflat transition - mixed","NAVD88"
"325","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_41",-96.85069609,28.42583197,0.575,2014-05-21,"water/mudflat transition - 2nd dom","NAVD88"
"326","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_42",-96.85078344,28.42589032,0.736,2014-05-21,"mudflat/SPAL transition - 1st dom","NAVD88"
"327","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_43",-96.85080322,28.42590162,0.727,2014-05-21,"mudflat/SPAL transition - mixed","NAVD88"
"328","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_44",-96.85081664,28.42591097,0.759,2014-05-21,"mudflat/SPAL transition - 2nd dom","NAVD88"
"329","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_45",-96.85083726,28.42592309,0.738,2014-05-21,"SPAL/succulent transition - 1st dom","NAVD88"
"330","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_46",-96.85085029,28.42593453,0.755,2014-05-21,"SPAL/succulent transition - mixed","NAVD88"
"331","Osland_et_al_2016","San_Antonio_Bay","san_antonio_bay_47",-96.85085881,28.42593936,0.78,2014-05-21,"SPAL/succulent transition - 2nd dom","NAVD88"
