"study_id","site_id","core_id","sample_id","depth_min","depth_max","representative_depth_min","representative_depth_max","dry_bulk_density","method_id","fraction_organic_matter","fraction_carbon","depth_interval_notes"
"Gailis_et_al_2021","BNB","BNB-1064","1064w","40.7","42.55","40.7","42.55",1.13,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1064","1064x","42.55","44.4","42.55","44.4",1.1,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1064","1064y","44.4","46.25","44.4","46.25",1.1,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1064","1064z","46.25","48.1","46.25","48.1",1.12,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1064","1064aa",NA,NA,"48.1","50",NA,"no documented methods",NA,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065a","0","1.4","0","1.4",0.22,"no documented methods",0.47600000000000003,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065b","1.4","2.8","1.4","2.8",0.26,"no documented methods",0.445,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065c","2.8","4.2","2.8","4.2",0.28,"no documented methods",0.402,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065d","4.2","5.6","4.2","5.6",0.29,"no documented methods",0.28600000000000003,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065e","5.6","7","5.6","7",0.28,"no documented methods",0.305,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065f","7","8.4","7","8.4",0.27,"no documented methods",0.35100000000000003,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065g","8.4","9.8","8.4","9.8",0.31,"no documented methods",0.27,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065h","9.8","11.2","9.8","11.2",0.45,"no documented methods",0.207,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065i","11.2","12.6","11.2","12.6",0.43,"no documented methods",0.298,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065j","12.6","14","12.6","14",0.49,"no documented methods",0.193,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065k","14","15.4","14","15.4",0.49,"no documented methods",0.212,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065l","15.4","16.8","15.4","16.8",0.53,"no documented methods",0.177,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065m","16.8","18.2","16.8","18.2",0.88,"no documented methods",0.057999999999999996,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065n","18.2","19.6","18.2","19.6",0.96,"no documented methods",0.025,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065o","19.6","21","19.6","21",0.66,"no documented methods",0.105,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065p","21","22.4","21","22.4",0.59,"no documented methods",0.14300000000000002,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065q","22.4","23.8","22.4","23.8",0.77,"no documented methods",0.094,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065r","23.8","25.2","23.8","25.2",0.65,"no documented methods",0.128,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065s","25.2","26.6","25.2","26.6",0.55,"no documented methods",0.193,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065t","26.6","28","26.6","28",0.51,"no documented methods",0.22899999999999998,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065u","28","29.4","28","29.4",0.44,"no documented methods",0.262,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065v","29.4","30.8","29.4","30.8",0.62,"no documented methods",0.147,NA,NA
"Gailis_et_al_2021","BNB","BNB-1065","1065w","30.8","32.2","30.8","32.2",1.09,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1065","1065x","32.2","33.6","32.2","33.6",1.15,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1065","1065y","33.6","35","33.6","35",1.16,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1065","1065z",NA,NA,"35","50",NA,"no documented methods",NA,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066a","0","3","0","3",0.19,"no documented methods",0.6509999999999999,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066b","3","6","3","6",0.22,"no documented methods",0.526,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066c","6","9","6","9",0.24,"no documented methods",0.632,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066d","9","12","9","12",0.24,"no documented methods",0.51,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066e","12","15","12","15",0.2,"no documented methods",0.585,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066f","15","18","15","18",0.22,"no documented methods",0.595,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066g","18","21","18","21",0.23,"no documented methods",0.604,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066h","21","24","21","24",0.24,"no documented methods",0.627,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066i","24","27","24","27",0.26,"no documented methods",0.6,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066j","27","30","27","30",0.27,"no documented methods",0.574,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066k","30","33","30","33",0.26,"no documented methods",0.56,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066l","33","36","33","36",0.29,"no documented methods",0.509,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066m","36","39","36","39",0.29,"no documented methods",0.632,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066n","39","42","39","42",0.28,"no documented methods",0.624,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066o","42","45","42","45",0.34,"no documented methods",0.509,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066p","45","48","45","48",0.29,"no documented methods",0.5429999999999999,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066q","48","51","48","51",0.33,"no documented methods",0.542,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066r","51","54","51","54",0.38,"no documented methods",0.406,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066s","54","57","54","57",0.33,"no documented methods",0.526,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066t","57","60","57","60",0.36,"no documented methods",0.42200000000000004,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066u","60","63","60","63",0.44,"no documented methods",0.304,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066v","63","66","63","66",0.43,"no documented methods",0.295,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066w","66","69","66","69",0.41,"no documented methods",0.299,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066x","69","72","69","72",0.51,"no documented methods",0.22,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066y","72","75","72","75",0.49,"no documented methods",0.242,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066z","75","78","75","78",0.47,"no documented methods",0.245,NA,NA
"Gailis_et_al_2021","BNB","BNB-1066","1066aa",NA,NA,"78","100",NA,"no documented methods",NA,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067a","0","1.93","0","1.93",0.26,"no documented methods",0.5720000000000001,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067b","1.93","3.86","1.93","3.86",0.3,"no documented methods",0.494,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067c","3.86","5.79","3.86","5.79",0.32,"no documented methods",0.45299999999999996,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067d","5.79","7.72","5.79","7.72",0.32,"no documented methods",0.382,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067e","7.72","9.65","7.72","9.65",0.35,"no documented methods",0.313,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067f","9.65","11.58","9.65","11.58",0.38,"no documented methods",0.32,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067g","11.58","13.51","11.58","13.51",0.41,"no documented methods",0.287,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067h","13.51","15.44","13.51","15.44",0.39,"no documented methods",0.325,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067i","15.44","17.37","15.44","17.37",0.36,"no documented methods",0.325,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067j","17.37","19.3","17.37","19.3",0.31,"no documented methods",0.37799999999999995,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067k","19.3","21.23","19.3","21.23",0.45,"no documented methods",0.21899999999999997,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067l","21.23","23.16","21.23","23.16",0.5,"no documented methods",0.20199999999999999,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067m","23.16","25.09","23.16","25.09",0.39,"no documented methods",0.289,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067n","25.09","27.02","25.09","27.02",0.34,"no documented methods",0.332,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067o","27.02","28.95","27.02","28.95",0.44,"no documented methods",0.217,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067p","28.95","30.88","28.95","30.88",0.45,"no documented methods",0.204,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067q","30.88","32.81","30.88","32.81",0.42,"no documented methods",0.245,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067r","32.81","34.74","32.81","34.74",0.43,"no documented methods",0.21100000000000002,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067s","34.74","36.67","34.74","36.67",0.52,"no documented methods",0.154,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067t","36.67","38.6","36.67","38.6",0.61,"no documented methods",0.127,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067u","38.6","40.53","38.6","40.53",0.53,"no documented methods",0.149,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067v","40.53","42.46","40.53","42.46",0.41,"no documented methods",0.228,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067w","42.46","44.39","42.46","44.39",0.51,"no documented methods",0.136,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067x","44.39","46.32","44.39","46.32",0.51,"no documented methods",0.161,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067y","46.32","48.25","46.32","48.25",0.48,"no documented methods",0.157,NA,NA
"Gailis_et_al_2021","BNB","BNB-1067","1067z","48.25","50.18","48.25","50.18",0.53,"no documented methods",0.127,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068a","0","1.25","0","1.25",0.2,"no documented methods",0.557,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068b","1.25","2.5","1.25","2.5",0.22,"no documented methods",0.49200000000000005,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068c","2.5","3.75","2.5","3.75",0.24,"no documented methods",0.527,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068d","3.75","5","3.75","5",0.22,"no documented methods",0.527,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068e","5","6.25","5","6.25",0.27,"no documented methods",0.41600000000000004,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068f","6.25","7.5","6.25","7.5",0.44,"no documented methods",0.28,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068g","7.5","8.75","7.5","8.75",0.67,"no documented methods",0.129,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068h","8.75","10","8.75","10",0.66,"no documented methods",0.11800000000000001,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068i","10","11.25","10","11.25",0.69,"no documented methods",0.124,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068j","11.25","12.5","11.25","12.5",0.66,"no documented methods",0.14300000000000002,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068k","12.5","13.75","12.5","13.75",0.63,"no documented methods",0.15,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068l","13.75","15","13.75","15",0.61,"no documented methods",0.145,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068m","15","16.25","15","16.25",0.62,"no documented methods",0.14,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068n","16.25","17.5","16.25","17.5",0.63,"no documented methods",0.14400000000000002,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068o","17.5","18.75","17.5","18.75",0.67,"no documented methods",0.129,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068p","18.75","20","18.75","20",0.71,"no documented methods",0.11900000000000001,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068q","20","21.25","20","21.25",0.81,"no documented methods",0.106,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068r","21.25","22.5","21.25","22.5",0.86,"no documented methods",0.081,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068s","22.5","23.75","22.5","23.75",0.87,"no documented methods",0.08199999999999999,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068t","23.75","25","23.75","25",0.81,"no documented methods",0.075,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068u","25","26.25","25","26.25",0.81,"no documented methods",0.096,NA,NA
"Gailis_et_al_2021","BNB","BNB-1068","1068v",NA,NA,"26.25","30",NA,"no documented methods",NA,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069a","0","1","0","1",0.28,"no documented methods",0.527,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069b","1","2","1","2",0.28,"no documented methods",0.509,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069c","2","3","2","3",0.24,"no documented methods",0.485,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069d","3","4","3","4",0.25,"no documented methods",0.451,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069e","4","5","4","5",0.32,"no documented methods",0.32,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069f","5","6","5","6",0.29,"no documented methods",0.307,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069g","6","7","6","7",0.32,"no documented methods",0.295,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069h","7","8","7","8",0.33,"no documented methods",0.324,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069i","8","9","8","9",0.39,"no documented methods",0.29600000000000004,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069j","9","10","9","10",0.34,"no documented methods",0.317,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069k","10","11","10","11",0.42,"no documented methods",0.2,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069l","11","12","11","12",0.57,"no documented methods",0.149,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069m","12","13","12","13",0.63,"no documented methods",0.11900000000000001,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069n","13","14","13","14",0.72,"no documented methods",0.11800000000000001,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069o","14","15","14","15",0.68,"no documented methods",0.149,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069p","15","16","15","16",0.68,"no documented methods",0.14,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069q","16","17","16","17",0.72,"no documented methods",0.11800000000000001,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069r","17","18","17","18",0.67,"no documented methods",0.149,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069s","18","19","18","19",0.73,"no documented methods",0.134,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069t","19","20","19","20",0.8,"no documented methods",0.065,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069u","20","21","20","21",1,"no documented methods",0.02,NA,NA
"Gailis_et_al_2021","BNB","BNB-1069","1069v",NA,NA,"21","30",NA,"no documented methods",NA,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070a","0","1","0","1",0.9,"no documented methods",0.07200000000000001,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070b","1","2","1","2",0.77,"no documented methods",0.07200000000000001,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070c","2","3","2","3",0.71,"no documented methods",0.078,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070d","3","4","3","4",0.63,"no documented methods",0.086,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070e","4","5","4","5",0.66,"no documented methods",0.08199999999999999,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070f","5","6","5","6",0.81,"no documented methods",0.07200000000000001,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070g","6","7","6","7",0.92,"no documented methods",0.034,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070h","7","8","7","8",0.96,"no documented methods",0.035,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070i","8","9","8","9",1.03,"no documented methods",0.016,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070j","9","10","9","10",0.98,"no documented methods",0.044000000000000004,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070k","10","11","10","11",1.02,"no documented methods",0.034,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070l","11","12","11","12",1.14,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1070","1070m","12","13","12","13",0.96,"no documented methods",0.04,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070n","13","14","13","14",0.87,"no documented methods",0.046,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070o","14","15","14","15",1.23,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1070","1070p","15","16","15","16",1.05,"no documented methods",0.017,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070q","16","17","16","17",0.85,"no documented methods",0.026000000000000002,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070r","17","18","17","18",1.13,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1070","1070s","18","19","18","19",1.16,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1070","1070t","19","20","19","20",1.04,"no documented methods",0.023,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070u","20","21","20","21",0.94,"no documented methods",0.039,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070v","21","22","21","22",0.94,"no documented methods",0.047,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070w","22","23","22","23",0.95,"no documented methods",0.040999999999999995,NA,NA
"Gailis_et_al_2021","BNB","BNB-1070","1070x",NA,NA,"23","30",NA,"no documented methods",NA,NA,NA
"Gailis_et_al_2021","BNB","BNB-1071","1071a","0","1.44","0","1.44",0.35,"no documented methods",0.401,NA,NA
"Gailis_et_al_2021","BNB","BNB-1071","1071b","1.44","2.88","1.44","2.88",0.38,"no documented methods",0.313,NA,NA
"Gailis_et_al_2021","BNB","BNB-1071","1071c","2.88","4.32","2.88","4.32",0.35,"no documented methods",0.348,NA,NA
"Gailis_et_al_2021","BNB","BNB-1071","1071d","4.32","5.76","4.32","5.76",0.38,"no documented methods",0.299,NA,NA
"Gailis_et_al_2021","BNB","BNB-1071","1071e","5.76","7.2","5.76","7.2",0.44,"no documented methods",0.21899999999999997,NA,NA
"Gailis_et_al_2021","BNB","BNB-1071","1071f","7.2","8.64","7.2","8.64",0.6,"no documented methods",0.129,NA,NA
"Gailis_et_al_2021","BNB","BNB-1071","1071g","8.64","10.08","8.64","10.08",0.67,"no documented methods",0.114,NA,NA
"Gailis_et_al_2021","BNB","BNB-1071","1071h","10.08","11.52","10.08","11.52",0.62,"no documented methods",0.129,NA,NA
"Gailis_et_al_2021","BNB","BNB-1071","1071i","11.52","12.96","11.52","12.96",0.58,"no documented methods",0.133,NA,NA
"Gailis_et_al_2021","BNB","BNB-1071","1071j","12.96","14.4","12.96","14.4",0.61,"no documented methods",0.139,NA,NA
"Gailis_et_al_2021","BNB","BNB-1071","1071k","14.4","15.84","14.4","15.84",0.76,"no documented methods",0.083,NA,NA
"Gailis_et_al_2021","BNB","BNB-1071","1071l","15.84","17.28","15.84","17.28",0.91,"no documented methods",0.047,NA,NA
"Gailis_et_al_2021","BNB","BNB-1071","1071m","17.28","18.72","17.28","18.72",1.05,"no documented methods",0.016,NA,NA
"Gailis_et_al_2021","BNB","BNB-1071","1071n","18.72","20.16","18.72","20.16",1.04,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1071","1071o","20.16","21.6","20.16","21.6",1.1,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1071","1071p","21.6","23.04","21.6","23.04",1.08,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1071","1071q",NA,NA,"23.04","30",NA,"no documented methods",NA,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072a","0","1.38","0","1.38",0.15,"no documented methods",0.579,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072b","1.38","2.76","1.38","2.76",0.18,"no documented methods",0.47700000000000004,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072c","2.76","4.14","2.76","4.14",0.51,"no documented methods",0.26,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072d","4.14","5.52","4.14","5.52",0.49,"no documented methods",0.136,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072e","5.52","6.9","5.52","6.9",0.37,"no documented methods",0.21,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072f","6.9","8.28","6.9","8.28",0.7,"no documented methods",0.067,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072g","8.28","9.66","8.28","9.66",0.34,"no documented methods",0.23,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072h","9.66","11.04","9.66","11.04",0.47,"no documented methods",0.099,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072i","11.04","12.42","11.04","12.42",0.48,"no documented methods",0.129,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072j","12.42","13.8","12.42","13.8",0.65,"no documented methods",0.076,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072k","13.8","15.18","13.8","15.18",0.52,"no documented methods",0.21899999999999997,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072l","15.18","16.56","15.18","16.56",0.86,"no documented methods",0.028999999999999998,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072m","16.56","17.94","16.56","17.94",1,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1072","1072n","17.94","19.32","17.94","19.32",0.97,"no documented methods",0.068,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072o","19.32","20.7","19.32","20.7",0.9,"no documented methods",0.033,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072p","20.7","22.08","20.7","22.08",0.67,"no documented methods",0.08,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072q","22.08","23.46","22.08","23.46",0.94,"no documented methods",0.03,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072r","23.46","24.84","23.46","24.84",0.92,"no documented methods",0.031,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072s","24.84","26.22","24.84","26.22",1.07,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1072","1072t","26.22","27.6","26.22","27.6",1.1,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1072","1072u","27.6","28.98","27.6","28.98",1.09,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1072","1072v","28.98","30.36","28.98","30.36",1.03,"no documented methods",0.019,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072w","30.36","31.74","30.36","31.74",0.99,"no documented methods",0.02,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072x","31.74","33.12","31.74","33.12",0.98,"no documented methods",0.028999999999999998,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072y","33.12","34.5","33.12","34.5",1,"no documented methods",0.024,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072z","34.5","35.88","34.5","35.88",1.07,"no documented methods",0.013000000000000001,NA,"Back calculation of %C gave non-zero %OM"
"Gailis_et_al_2021","BNB","BNB-1072","1072aa","35.88","37.26","35.88","37.26",1.02,"no documented methods",0.019,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072ab","37.26","38.64","37.26","38.64",1.06,"no documented methods",0.023,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072ac","38.64","40.02","38.64","40.02",0.99,"no documented methods",0.025,NA,NA
"Gailis_et_al_2021","BNB","BNB-1072","1072ad",NA,NA,"40.02","50",NA,"no documented methods",NA,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073a","0","1.45","0","1.45",0.31,"no documented methods",0.36,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073b","1.45","2.9","1.45","2.9",0.36,"no documented methods",0.282,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073c","2.9","4.35","2.9","4.35",0.2,"no documented methods",0.562,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073d","4.35","5.8","4.35","5.8",0.26,"no documented methods",0.344,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073e","5.8","7.25","5.8","7.25",0.46,"no documented methods",0.185,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073f","7.25","8.7","7.25","8.7",0.35,"no documented methods",0.257,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073g","8.7","10.15","8.7","10.15",0.45,"no documented methods",0.185,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073h","10.15","11.6","10.15","11.6",0.39,"no documented methods",0.24100000000000002,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073i","11.6","13.05","11.6","13.05",0.45,"no documented methods",0.172,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073j","13.05","14.5","13.05","14.5",0.57,"no documented methods",0.107,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073k","14.5","15.95","14.5","15.95",0.38,"no documented methods",0.245,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073l","15.95","17.4","15.95","17.4",0.69,"no documented methods",0.08,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073m","17.4","18.85","17.4","18.85",0.48,"no documented methods",0.182,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073n","18.85","20.3","18.85","20.3",0.54,"no documented methods",0.147,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073o","20.3","21.75","20.3","21.75",0.29,"no documented methods",0.363,NA,NA
"Gailis_et_al_2021","BNB","BNB-1073","1073p","21.75","23.2","21.75","23.2",0.32,"no documented methods",0.307,NA,NA
