study_id,site_id,core_id,species_code,code_type
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Spartina alterniflora,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_3,Spartina patens,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_3,Distichlis spicata,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_3,Spartina alterniflora,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Spartina patens,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Distichlis spicata,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Spartina alterniflora,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Spartina patens,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Distichlis spicata,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Spartina alterniflora,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Spartina patens,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Distichlis spicata,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Spartina alterniflora,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Spartina patens,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Distichlis spicata,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Spartina alterniflora,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_10,Spartina patens,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_10,Distichlis spicata,Genus species
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_10,Spartina alterniflora,Genus species
