study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_notes,delta_c13
Johnson_et_al_2024_marsh,West_Branch Pleasant River,Addison,Kulesza_2018,80,81,16590,1.1613,NA,0.02270756,NA,-22.003730610642055
Johnson_et_al_2024_marsh,West_Branch Pleasant River,Addison,Kulesza_2018,90,91,16591,0.8757,NA,0.026319777,NA,-21.316512860789317
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,0,10,10594,0.994079996924673,NA,0.0177,NA,-17.988810070936157
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,10,20,10595,0.72939050877429,NA,0.0362,NA,NA
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,20,30,10596,0.924731389470851,NA,0.00989999999999999,NA,-16.869817164551907
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,30,40,10597,0.813808214965306,NA,0.027,NA,-16.713237511307668
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,40,50,10598,0.913198915947488,NA,0.0428,NA,-20.87144436626797
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,50,60,10599,0.928402560209122,NA,0.036,NA,-16.529123788590272
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,60,70,10600,0.673592557710419,NA,0.0657,NA,-16.40223798581277
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,70,80,10601,0.404347742518307,NA,0.1352,NA,-16.781896293336
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,80,90,10602,0.289330539911968,NA,0.201299999999999,NA,-17.695245753342046
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,90,100,10603,0.535452745689738,NA,0.0825,NA,-18.90698371465681
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,100,110,10604,0.233109731485574,NA,0.223,NA,-18.958936956738935
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,110,120,10605,0.223614661618006,NA,0.2321,NA,-18.114696772904388
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,120,130,10606,0.202356468756607,NA,0.248,NA,-21.38775102407833
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,130,140,10607,0.219059334576277,NA,0.2317,NA,-19.0853352095688
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,140,150,10608,0.215830241989736,NA,0.2176,NA,-20.197821960235792
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,150,160,10609,0.240086877967209,NA,0.2117,NA,-16.299125540255304
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,160,170,10610,0.206085301862494,NA,0.2329,NA,-15.419640164840688
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,170,180,10611,0.218463490110903,NA,0.3139,NA,-14.816665001498652
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,180,190,10612,0.228900378649547,NA,0.1561,NA,-14.90300532716856
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,190,200,10613,0.357814211851538,NA,0.1001,NA,-15.847737036667
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,200,210,10614,0.257231821938608,NA,0.1946,NA,-14.911046336315207
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,210,220,10615,0.300286389759163,NA,0.1425,NA,-15.203948031020245
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,220,230,10616,0.289522747804024,NA,0.1507,NA,-16.40447174942089
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,230,240,10617,0.287427681780613,NA,0.1757,NA,-18.85702867419323
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,240,250,10618,0.244392334749264,NA,0.195,NA,-19.052271124987413
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,250,260,10619,0.220808426393987,NA,0.2244,NA,-17.401551012186523
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,260,270,10620,0.21406192938282,NA,0.236,NA,-16.936756918773103
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,270,280,10621,0.204182443731139,NA,0.2447,NA,-14.886695538322089
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,280,290,10622,0.215426605416418,NA,0.239,NA,-17.191056501158226
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,290,300,10623,0.307301977819209,NA,0.131,NA,-16.492093866451807
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,300,310,10624,0.189286332096795,NA,0.1823,NA,-17.0017121563098
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,310,320,10625,0.201068675879831,NA,0.1582,NA,-19.893456628806916
Johnson_et_al_2024_marsh,Moody,Bourne_4,Pickoff_2013,320,324,10626,0.114382916562554,NA,0.0565,NA,-18.428844798066272
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,0,10,10879,0.132623445518673,NA,0.2444,NA,-16.553752535497
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,10,20,10880,0.140234878044092,NA,0.2512,NA,-16.6896551724138
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,20,30,10881,0.355930574509389,NA,0.1343,NA,-19.1156186612576
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,30,40,10882,0.552482364925903,NA,0.1007,NA,-17.4624746450304
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,40,50,10883,0.35404693716724,NA,0.1425,NA,-15.7403651115619
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,50,60,10884,0.356045899244623,NA,0.1165,NA,-15.7129817444219
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,60,70,10885,0.323312895227478,NA,0.1139,NA,-15.6014198782961
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,70,80,10886,0.2431429834509,NA,0.138499999999999,NA,-14.6551724137931
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,80,90,10887,0.193322697829972,NA,0.190799999999999,NA,-17.2616632860041
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,90,100,10888,0.239567916658658,NA,0.1232,NA,-20.0405679513185
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,100,110,10889,0.234474407519172,NA,0.1338,NA,-20.0618661257606
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,110,120,10890,0.266650008649355,NA,0.1422,NA,-21.1713995943205
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,120,130,10891,0.272954427508793,NA,0.1348,NA,-21.9513184584178
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,130,140,10892,0.390508774290272,NA,0.083,NA,-20.3296146044625
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,140,150,10893,0.304072885232667,NA,0.1167,NA,-19.4705882352941
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,150,160,10894,0.186691525554039,NA,0.221499999999999,NA,-17.5436105476673
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,160,170,10895,0.194418282814692,NA,0.2001,NA,-20.6764705882353
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,170,180,10896,0.370346166413592,NA,0.0813,NA,-21.2880324543611
Johnson_et_al_2024_marsh,Moody,Furbish_Rd,Pickoff_2013,180,187,10897,0.173833058758923,NA,0.212399999999999,NA,-23.0730223123732
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,0,10,10575,0.195629192534645,NA,0.2723,NA,-19.669976928478285
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,10,20,10576,0.284160147615661,NA,0.1629,NA,-21.20373156786037
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,20,30,10577,0.279720145309166,NA,0.161,NA,-17.491222790651015
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,30,40,10578,0.272300920675802,NA,0.163,NA,-19.595746815126898
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,40,50,10579,0.276625598247064,NA,0.1434,NA,-17.85936402848831
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,50,60,10580,0.265765852345897,NA,0.1612,NA,-16.88032901996188
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,60,70,10581,0.229880638899033,NA,0.1789,NA,-15.031597953656334
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,70,80,10582,0.225229207911276,NA,0.1492,NA,-15.553214966395826
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,80,90,10583,0.28923443596594,NA,0.1281,NA,-16.651620022068414
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,90,100,10584,0.508428316066657,NA,0.0751,NA,-17.628648811315074
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,100,110,10585,0.523055336652122,NA,0.0523,NA,-18.392015247266528
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,110,120,10586,0.510600265246891,NA,0.0567,NA,-17.897482194803892
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,120,130,10587,0.503565456397639,NA,0.0652,NA,-18.05697662754539
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,130,140,10588,0.488323370557595,NA,0.0632,NA,-18.59965894272244
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,140,150,10589,0.48405635535395,NA,0.0731,NA,-18.6939512488715
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,150,160,10590,0.549195609971745,NA,0.0569,NA,-19.111244859063095
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,160,170,10591,0.539546773790531,NA,0.0516,NA,-20.858661851740397
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,170,180,10592,0.830799392623061,NA,0.0407,NA,-22.96619520513592
Johnson_et_al_2024_marsh,Morse,Morse_3,Pickoff_2013,180,200,10593,0.937625,NA,0.015,NA,-23.556023673387497
Johnson_et_al_2024_marsh,Sprague,Sprague_11,Pickoff_2013,0,10,10119,0.114805773925077,NA,0.2622,NA,-17.546580723134255
Johnson_et_al_2024_marsh,Sprague,Sprague_11,Pickoff_2013,10,20,10120,0.240490514540527,NA,0.1855,NA,-21.23778829690805
Johnson_et_al_2024_marsh,Sprague,Sprague_11,Pickoff_2013,20,30,10121,0.251523247544544,NA,0.1961,NA,-19.57095377177964
Johnson_et_al_2024_marsh,Sprague,Sprague_11,Pickoff_2013,30,40,10122,0.226171026582351,NA,0.166999999999999,NA,-15.768959613254104
Johnson_et_al_2024_marsh,Sprague,Sprague_11,Pickoff_2013,40,50,10123,0.27729832586926,NA,0.1322,NA,-14.62685063954074
Johnson_et_al_2024_marsh,Sprague,Sprague_11,Pickoff_2013,50,60,10124,0.268860399407999,NA,0.1171,NA,-13.94702386947326
Johnson_et_al_2024_marsh,Sprague,Sprague_11,Pickoff_2013,60,70,10125,0.263094162646318,NA,0.1286,NA,-14.378084399234565
Johnson_et_al_2024_marsh,Sprague,Sprague_11,Pickoff_2013,70,80,10126,0.239241163242162,NA,0.1536,NA,-14.33175546379293
Johnson_et_al_2024_marsh,Sprague,Sprague_11,Pickoff_2013,80,90,10127,0.222480635054875,NA,0.1384,NA,-14.162554134353917
Johnson_et_al_2024_marsh,Sprague,Sprague_11,Pickoff_2013,90,100,10128,0.175639571760816,NA,0.1518,NA,-15.690401853157418
Johnson_et_al_2024_marsh,Sprague,Sprague_11,Pickoff_2013,100,110,10129,0.348088492513502,NA,0.0684,NA,-16.716688488266694
Johnson_et_al_2024_marsh,Sprague,Sprague_11,Pickoff_2013,110,120,10130,0.405520210659849,NA,0.0353,NA,-18.194178668546684
Johnson_et_al_2024_marsh,Sprague,Sprague_11,Pickoff_2013,120,130,10131,0.325773156245795,NA,0.03,NA,-17.638231443247054
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,0,10,10132,0.25936532954043,NA,0.169893854,NA,-15.600402617010568
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,10,20,10133,0.22376842793165,NA,0.173516059,NA,-17.61650729743332
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,20,30,10134,0.287331577834585,NA,0.16848378,NA,-15.817815802717664
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,30,40,10135,0.533915082553289,NA,0.063623748,NA,-16.633115249119275
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,40,50,10136,0.234359082783939,NA,0.162688314,NA,-19.72823351786613
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,50,60,10137,0.298710285044303,NA,0.145416347,NA,-16.589833920483137
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,60,70,10138,0.308820420166452,NA,0.123373837,NA,-15.35883241066935
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,70,80,10139,0.246314413669825,NA,0.152604968,NA,-9.143432310015095
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,80,90,10140,0.282680146846829,NA,0.140851088999999,NA,-16.466029189733266
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,90,100,10141,0.250389220981413,NA,0.157224808,NA,-15.7916456970307
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,100,110,10142,0.245910777096507,NA,0.153422332,NA,-14.645193759436337
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,110,120,10143,0.290618332788744,NA,0.133088535,NA,-15.287367891293409
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,120,130,10144,0.417686970226997,NA,0.07172569,NA,-16.065425264217414
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,130,140,10145,0.67538009110654,NA,0.026421231,NA,-17.39305485656769
Johnson_et_al_2024_marsh,Sprague,Sprague_15,Pickoff_2013,140,160,10146,0.626520844945893,NA,0.017560184,NA,-20.76899849018621
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,0,10,10101,0.1780806119899283,NA,0.16369446499999998,NA,-16.5797684952189
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,10,20,10102,0.12495435062563667,NA,0.219681282,NA,-17.0598892803221
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,20,30,10103,0.15899436830876276,NA,0.256829249,NA,-19.601409159537
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,30,40,10104,0.17112268629749938,NA,0.221650681,NA,-20.1882234524409
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,40,50,10105,0.2138120591231476,NA,0.23764361699999997,NA,-20.2737795671867
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,50,60,10106,0.2097372518115594,NA,0.204780203,NA,-17.2702566683442
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,60,70,10107,0.17548580544717168,NA,0.215190797,NA,-15.6265727226975
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,70,80,10108,0.3219097776154689,NA,0.116287443,NA,-15.2340211373931
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,80,90,10109,0.19599438752955195,NA,0.190397059,NA,-14.48885848318999
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,90,100,10110,0.16864320448997633,NA,0.223184416,NA,-14.61493354182955
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,100,110,10111,0.2076037442097373,NA,0.16731798399999998,NA,-15.6305988928032
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,110,115,10112,0.1205271621786124,NA,0.064496142,NA,-17.2068444891797
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,115,120,10113,0.6832606146808388,NA,0.03119084099999999,NA,-17.6416708605939
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,120,140,10114,1.0187114382916562,NA,0.01837698599999999,NA,-21.2450931051837
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,140,160,10115,0.4935994771945336,NA,0.066696372,NA,-21.4162053346754
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,160,180,10116,0.6130566821073673,NA,0.041405527,NA,-19.125293197810787
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,180,190,10117,0.5688008149614623,NA,0.041456279,NA,-17.9174635128334
Johnson_et_al_2024_marsh,Sprague,Sprague_2,Pickoff_2013,190,200,10118,0.3606012262863513,NA,0.039412561,NA,-18.52912431587177
Johnson_et_al_2024_marsh,Sprague,Sprague_3,Pickoff_2013,0,10,10147,0.1989159474888039,NA,0.191324016,NA,-18.872165754495697
Johnson_et_al_2024_marsh,Sprague,Sprague_3,Pickoff_2013,10,20,10148,0.2323793414957618,NA,0.185649598,NA,-19.10281469898358
Johnson_et_al_2024_marsh,Sprague,Sprague_3,Pickoff_2013,20,30,10149,0.20028062352240183,NA,0.216500308,NA,-15.61864738076622
Johnson_et_al_2024_marsh,Sprague,Sprague_3,Pickoff_2013,30,40,10150,0.28571703154131506,NA,0.14396769,NA,-14.95699765441751
Johnson_et_al_2024_marsh,Sprague,Sprague_3,Pickoff_2013,40,50,10151,0.18613412266707668,NA,0.185402399,NA,-15.198397185301014
Johnson_et_al_2024_marsh,Sprague,Sprague_3,Pickoff_2013,50,60,10152,0.24739077786533917,NA,0.14856006300000002,NA,-15.602032838154804
Johnson_et_al_2024_marsh,Sprague,Sprague_3,Pickoff_2013,60,70,10153,0.18031022353777845,NA,0.198181928,NA,-14.185887412040652
Johnson_et_al_2024_marsh,Sprague,Sprague_3,Pickoff_2013,70,80,10154,0.31681626847598365,NA,0.083335592,NA,-15.802384675527753
Johnson_et_al_2024_marsh,Sprague,Sprague_3,Pickoff_2013,80,90,10155,0.658927095546543,NA,0.038115135,NA,-17.365129007036742
Johnson_et_al_2024_marsh,Sprague,Sprague_3,Pickoff_2013,90,100,10156,0.7585484459991928,NA,0.024042224,NA,-18.29358874120406
Johnson_et_al_2024_marsh,Sprague,Sprague_3,Pickoff_2013,100,110,10157,0.7928575547311972,NA,0.019368493,NA,-19.03831118060985
Johnson_et_al_2024_marsh,Sprague,Sprague_3,Pickoff_2013,110,118,10158,0.6991791637580338,NA,0.018854659,NA,-19.746872556684902
Johnson_et_al_2024_marsh,Sprague,Sprague_4,Pickoff_2013,0,10,10159,0.198915947488803,NA,0.1689,NA,-18.84712031359936
Johnson_et_al_2024_marsh,Sprague,Sprague_4,Pickoff_2013,10,20,10160,0.232379341495761,NA,0.175799999999999,NA,-19.271283546085037
Johnson_et_al_2024_marsh,Sprague,Sprague_4,Pickoff_2013,20,30,10161,0.200280623522401,NA,0.0771999999999999,NA,-16.03477736455925
Johnson_et_al_2024_marsh,Sprague,Sprague_4,Pickoff_2013,30,40,10162,0.285717031541315,NA,0.0428,NA,-15.6990652326867
Johnson_et_al_2024_marsh,Sprague,Sprague_4,Pickoff_2013,40,50,10163,0.186134122667076,NA,0.0544,NA,-15.929239119509498
Johnson_et_al_2024_marsh,Sprague,Sprague_4,Pickoff_2013,50,60,10164,0.247390777865339,NA,0.0501999999999999,NA,-16.077997788722485
Johnson_et_al_2024_marsh,Sprague,Sprague_4,Pickoff_2013,60,70,10165,0.180310223537778,NA,0.0503,NA,-16.1141823298824
Johnson_et_al_2024_marsh,Sprague,Sprague_4,Pickoff_2013,70,80,10166,0.316816268475983,NA,0.0466,NA,-15.985526183536033
Johnson_et_al_2024_marsh,Sprague,Sprague_4,Pickoff_2013,80,100,10167,0.329463547773271,NA,0.039,NA,-17.808825007538445
Johnson_et_al_2024_marsh,Sprague,Sprague_4,Pickoff_2013,100,120,10168,0.379274222999596,NA,0.0377,NA,-17.1585083928033
Johnson_et_al_2024_marsh,Sprague,Sprague_4,Pickoff_2013,120,140,10169,0.396428777365598,NA,0.0409999999999999,NA,-16.97758568700372
Johnson_et_al_2024_marsh,Sprague,Sprague_4,Pickoff_2013,140,150,10170,0.558287043265996,NA,0.0263,NA,-16.626796662981207
Johnson_et_al_2024_marsh,Sprague,Sprague_6,Pickoff_2013,40,50,10006,0.2611336421473466,NA,0.1761,NA,-18.34
Johnson_et_al_2024_marsh,Sprague,Sprague_6,Pickoff_2013,50,60,10007,0.35225940377111886,NA,0.1138,NA,-16.14
Johnson_et_al_2024_marsh,Sprague,Sprague_6,Pickoff_2013,60,70,10008,0.29327080169911773,NA,0.1391,NA,-15.51
Johnson_et_al_2024_marsh,Sprague,Sprague_6,Pickoff_2013,70,80,10009,0.35152901378130585,NA,0.1194,NA,-15.05
Johnson_et_al_2024_marsh,Sprague,Sprague_6,Pickoff_2013,80,90,10010,0.4080381340457839,NA,0.099,NA,-16.39
Johnson_et_al_2024_marsh,Sprague,Sprague_6,Pickoff_2013,90,100,10011,0.4809618082918484,NA,0.0784,NA,-17.34
Johnson_et_al_2024_marsh,Sprague,Sprague_6,Pickoff_2013,100,110,10012,0.48036596382647473,NA,0.0699,NA,-17.31
Johnson_et_al_2024_marsh,Sprague,Sprague_6,Pickoff_2013,110,120,10013,0.5346646933323083,NA,0.0474,NA,-16.27
Johnson_et_al_2024_marsh,Sprague,Sprague_6,Pickoff_2013,120,130,10014,0.6445115036423394,NA,0.04219999999999999,NA,-16.77
Johnson_et_al_2024_marsh,Sprague,Sprague_6,Pickoff_2013,130,140,10015,0.515751436753993,NA,0.05629999999999999,NA,-18.31
Johnson_et_al_2024_marsh,Sprague,Sprague_6,Pickoff_2013,140,150,10016,0.5961904395794492,NA,0.0316,NA,-17.88
Johnson_et_al_2024_marsh,Sprague,Sprague_6,Pickoff_2013,150,160,10017,0.8592461606473561,NA,0.037,NA,-18.5
Johnson_et_al_2024_marsh,Sprague,Sprague_6,Pickoff_2013,160,180,10018,1.0118976685182697,NA,0.024,NA,-20.28
Johnson_et_al_2024_marsh,Sprague,Sprague_6,Pickoff_2013,180,190,10019,0.1423683856459146,NA,0.121,NA,-16.83
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,25,35,10664,0.20204893612931701,NA,0.2212,NA,-17.783127695857157
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,35,45,10665,0.18847905895016,NA,0.2556,NA,-17.60958972815729
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,45,55,10666,0.306513925461779,NA,0.171,NA,-18.05697662754539
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,55,65,10667,0.331308743537009,NA,0.177399999999999,NA,-16.900391212759555
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,65,75,10668,0.225709727641416,NA,0.2581,NA,-15.38870498545491
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,75,85,10669,0.262863513175851,NA,0.203299999999999,NA,-15.307453104624337
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,85,95,10670,0.264478059469121,NA,0.2151,NA,-15.346574380579796
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,95,105,10671,0.346416283852614,NA,0.1654,NA,-15.219179456314576
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,105,115,10672,0.521632998250908,NA,0.1104,NA,-15.646504162905003
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,115,125,10673,0.342341476541026,NA,0.2089,NA,-15.038619721135522
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,125,135,10674,0.385972668037749,NA,0.158399999999999,NA,-14.959374059584713
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,135,145,10675,0.414073461856343,NA,0.1157,NA,-15.731768482295116
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,145,155,10676,0.317508216887385,NA,0.1576,NA,-15.54017454107734
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,155,165,10677,0.326772637284486,NA,0.1643,NA,-15.65051660146454
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,165,175,10678,0.309704576469909,NA,0.161,NA,-16.01163607182265
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,175,185,10679,0.251350260441693,NA,0.1714,NA,-16.506169124285282
Johnson_et_al_2024_marsh,Webhannet,Eldridge_Road,Pickoff_2013,185,192,10680,0.283772652388797,NA,0.1813,NA,-17.489216571371248
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,0,10,10898,0.364195513867799,NA,0.107897535999999,NA,-21.14846502264721
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,10,20,10899,0.360966421281257,NA,0.118617579,NA,-19.633618520382484
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,20,30,10900,0.520229880638899,NA,0.078393187,NA,-18.2021708257253
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,30,40,10901,0.596651738520383,NA,0.064265906,NA,-17.748731994319336
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,40,50,10902,0.565763930266976,NA,0.060828214,NA,-14.818117265165348
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,50,60,10903,0.686624252791819,NA,0.05464794,NA,-14.498579833637654
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,60,70,10904,0.466123359025121,NA,0.077659085,NA,-14.216575370257658
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,70,80,10905,0.350491091164203,NA,0.100529392,NA,-14.357577601947655
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,80,90,10906,0.315739904280469,NA,0.114311807,NA,-14.560458510854128
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,90,100,10907,0.384165913852422,NA,0.097750776,NA,-14.369750456482045
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,100,110,10908,0.383358640705787,NA,0.101212126,NA,-16.47768310002029
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,110,120,10909,0.410690602956157,NA,0.077868841,NA,-15.776729559748428
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,120,130,10910,0.435139446825686,NA,0.082204534,NA,-15.44704808277541
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,130,140,10911,0.375670325023545,NA,0.089867253,NA,-15.688476364374113
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,140,150,10912,0.573875103311742,NA,0.061950223,NA,-14.628423615337796
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,150,160,10913,0.913198915947488,NA,0.029149065,NA,-14.478291742747007
Johnson_et_al_2024_marsh,Webhannet,Mile_Rd,Pickoff_2013,160,170,10914,0.979798950544909,NA,0.025760751,NA,-15.934976668695477
