study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,compaction_fraction,total_pb210_activity,total_pb210_activity_se,pb210_unit,c14_age,c14_age_se,c14_material,delta_c13
Lafratta_et_al_2018,False bay,1B,single set of methods,33,34,0.7333570865422772,0.004597794973029012,0.7271397187952395,NA,NA,NA,NA,NA,NA,-11.566988700798831
Lafratta_et_al_2018,False bay,1B,single set of methods,37,38,0.813392299920775,0.002653655846370385,0.7333165529365363,NA,NA,NA,NA,NA,NA,-13.798246546180103
Lafratta_et_al_2018,False bay,1B,single set of methods,41,42,0.8120028414116186,0.003109724035716416,0.7383648999335473,NA,NA,NA,NA,NA,NA,-12.748899971959581
Lafratta_et_al_2018,False bay,1B,single set of methods,45,46,0.9721086844983856,0.0027135501759024488,0.7425681306259849,NA,NA,NA,NA,NA,NA,-14.124357869032693
Lafratta_et_al_2018,False bay,1B,single set of methods,49,50,0.9434663602283381,0.0033296627542194045,0.7461220686158218,NA,NA,NA,NA,NA,NA,-13.747445870851001
Lafratta_et_al_2018,False bay,1B,single set of methods,53,54,0.718792120922829,0.0038303497872010676,0.7491663757168321,NA,NA,NA,NA,NA,NA,-13.105645581112245
Lafratta_et_al_2018,False bay,1B,single set of methods,57,58,0.9375524655905848,0.0031709256823214383,0.7518033387981962,NA,NA,NA,NA,NA,NA,-13.890203206760422
Lafratta_et_al_2018,False bay,1B,single set of methods,61,62,0.7187908560539086,0.0028306602357742183,0.7541095881943526,NA,NA,NA,NA,NA,NA,-13.706884659651918
Lafratta_et_al_2018,False bay,1B,single set of methods,65,66,0.8432672389538408,0.0036970761493663913,0.7561436672967864,NA,NA,NA,NA,NA,NA,-13.350371892447166
Lafratta_et_al_2018,False bay,1B,single set of methods,69,70,0.8757263051914684,0.002962452312246894,0.7579510715121343,NA,NA,NA,NA,NA,NA,-13.778963973163993
Lafratta_et_al_2018,False bay,1B,single set of methods,73,74,0.7782953495494643,0.003095436378963703,0.7595676915281149,NA,NA,NA,NA,NA,NA,-14.084731707814226
Lafratta_et_al_2018,False bay,1B,single set of methods,77,78,0.7786431885025995,0.0032360775141054903,0.7610222208605085,NA,NA,NA,NA,NA,NA,-13.932034777823441
Lafratta_et_al_2018,False bay,2B,single set of methods,1,1.5,1.28377710228228,0.002518174336801888,0.9990009990009943,NA,NA,NA,NA,NA,NA,-19.905588502315808
Lafratta_et_al_2018,False bay,2B,single set of methods,2,2.5,0.9287635131876061,NA,0.8877052818464269,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,3,3.5,0.7224573150251625,0.0022173209614593185,0.8559201141226812,NA,NA,NA,NA,NA,NA,-17.318012724130636
Lafratta_et_al_2018,False bay,2B,single set of methods,4,4.5,0.7353506517013123,NA,0.8408660920748369,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,5,5.5,0.7831958972803481,0.004114547550543947,0.8320852055250457,NA,NA,NA,NA,NA,NA,-14.557242725849212
Lafratta_et_al_2018,False bay,2B,single set of methods,6,6.5,0.8689704081250839,NA,0.826332461093513,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,7,7.5,0.9109044995483443,0.009577410448424776,0.8222718195700691,NA,NA,NA,NA,NA,NA,-11.042549388219685
Lafratta_et_al_2018,False bay,2B,single set of methods,8,8.5,0.8454103463728648,NA,0.8192524321556579,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,9,9.5,0.6757983999073863,0.005667062977865067,0.8169193065262773,NA,NA,NA,NA,NA,NA,-12.866494348305391
Lafratta_et_al_2018,False bay,2B,single set of methods,10,10.5,0.9080988151961225,NA,0.8150623522699485,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,11,11.5,0.6616290533614626,0.0035134443908170446,0.813549293691295,NA,NA,NA,NA,NA,NA,-13.65124552449822
Lafratta_et_al_2018,False bay,2B,single set of methods,12,12.5,0.7620520550204949,NA,0.8122926961348405,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,13,13.5,0.7773462375761262,0.00388893004931901,0.8112324492979718,NA,NA,NA,NA,NA,NA,-13.070779551604149
Lafratta_et_al_2018,False bay,2B,single set of methods,14,14.5,0.6772153345619808,NA,0.8103258667592753,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,15,15.5,0.7675020007896057,0.005950949250867224,0.8095417993415726,NA,NA,NA,NA,NA,NA,-11.472336928182891
Lafratta_et_al_2018,False bay,2B,single set of methods,16,16.5,0.5838180739931688,NA,0.8088569839745209,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,17,17.5,0.8925560925654562,0.00488697230054836,0.8082536965720534,NA,NA,NA,NA,NA,NA,-11.778275442725464
Lafratta_et_al_2018,False bay,2B,single set of methods,18,18.5,0.9087445069374531,NA,0.8077181960960286,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,19,19.5,0.7776716457156073,0.003393557525365354,0.8072396652079703,NA,NA,NA,NA,NA,NA,-10.994079022563596
Lafratta_et_al_2018,False bay,2B,single set of methods,20,20.5,0.5865776375067241,NA,0.8068094719432005,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,21,21.5,0.7049916096489793,0.004905695401598813,0.7047689364701144,NA,NA,NA,NA,NA,NA,-11.167581930322255
Lafratta_et_al_2018,False bay,2B,single set of methods,25,26,0.7180694296797938,0.004213249016567959,0.7182876023559833,NA,NA,NA,NA,NA,NA,-10.699232030518253
Lafratta_et_al_2018,False bay,2B,single set of methods,29,30,0.8608582650573819,0.00420726588390748,0.7284052947529701,NA,NA,NA,NA,NA,NA,-12.237969165353045
Lafratta_et_al_2018,False bay,2B,single set of methods,33,34,0.8058572432457723,0.003421931787649185,0.7362620200352512,NA,NA,NA,NA,NA,NA,-13.17560641327443
Lafratta_et_al_2018,False bay,2B,single set of methods,37,38,0.8840403921594193,0.0023502815175405374,0.7425394850388328,NA,NA,NA,NA,NA,NA,-12.768402972433545
Lafratta_et_al_2018,False bay,2B,single set of methods,41,42,0.7705414921711808,0.0026583325026562155,0.747670368546784,NA,NA,NA,NA,NA,NA,-13.471722311947882
Lafratta_et_al_2018,False bay,2B,single set of methods,45,46,0.8388836071343271,0.0036821658045124938,0.7519425181719441,NA,NA,NA,NA,NA,NA,-13.390553621627175
Lafratta_et_al_2018,False bay,2B,single set of methods,49,50,0.8814268779683094,0.0029681041034019867,0.7555548702450157,NA,NA,NA,NA,NA,NA,-12.82035557617851
Lafratta_et_al_2018,False bay,2B,single set of methods,53,54,0.8090408622481806,0.0032890981570502524,0.7586493179313208,NA,NA,NA,NA,NA,NA,-12.627127739398514
Lafratta_et_al_2018,False bay,2B,single set of methods,57,58,0.924262247447175,0.004673141080977688,0.761329789365425,NA,NA,NA,NA,NA,NA,-11.632703796265259
Lafratta_et_al_2018,False bay,2B,single set of methods,61,62,0.8597116497627536,0.004309167721018554,0.7636741490040938,NA,NA,NA,NA,NA,NA,-13.059789412652203
Lafratta_et_al_2018,False bay,2B,single set of methods,65,66,0.9124392985684185,0.00483807523589981,0.7657418860811688,NA,NA,NA,NA,NA,NA,-13.017604611071153
Lafratta_et_al_2018,False bay,2B,single set of methods,69,70,0.9602973554915256,0.005989758250435191,0.7675792330882271,NA,NA,NA,NA,NA,NA,-12.343491254731427
Lafratta_et_al_2018,False bay,2B,single set of methods,73,74,0.7982139953711811,0.005018097215822418,0.7692226636178755,NA,NA,NA,NA,NA,NA,-13.199841224923173
Lafratta_et_al_2018,False bay,2B,single set of methods,77,78,0.8153190614116803,0.0036041829346655243,0.7707013382177782,NA,NA,NA,NA,NA,NA,-13.385165359487997
Lafratta_et_al_2018,False bay,3B,single set of methods,0.5,1,0.6719119799922398,0.009482107987292652,0.3294784356363876,16.253858108973102,1.4668616026882133,becquerelsPerKilogram,NA,NA,NA,-18.564701614590081
Lafratta_et_al_2018,False bay,3B,single set of methods,1.25,1.75,0.6060942904519887,0.003718876973950151,0.38888716050150884,NA,NA,NA,NA,NA,NA,-17.514549082051996
Lafratta_et_al_2018,False bay,3B,single set of methods,3,3.5,0.4585171496862421,0.0017673429696910728,0.770613922424865,32.25885787072332,5.498929328509461,becquerelsPerKilogram,NA,NA,NA,-17.578032213017664
Lafratta_et_al_2018,False bay,3B,single set of methods,3.5,4,0.5937924156004923,0.0026109156407906485,0.7655795437145908,NA,NA,NA,NA,NA,NA,-17.557820490114658
Lafratta_et_al_2018,False bay,3B,single set of methods,4,4.5,0.5135364061589062,NA,0.7618467164406523,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,4.5,5,0.568248832808222,0.0029653646907414864,0.7589684775092335,NA,NA,NA,NA,NA,NA,-16.194419991502105
Lafratta_et_al_2018,False bay,3B,single set of methods,5,5.5,0.9822089559760308,NA,0.7566814976240196,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,5.5,6,0.6086636567117055,0.0021880571155217894,0.754820558567213,NA,NA,NA,NA,NA,NA,-17.287329776835037
Lafratta_et_al_2018,False bay,3B,single set of methods,6,6.5,0.7023701517782187,NA,0.753276753879375,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,6.5,7,0.8298612784788486,0.004766480798279018,0.7519753814828952,17.735371353347002,2.68886619221506,becquerelsPerKilogram,NA,NA,NA,-13.832381354090728
Lafratta_et_al_2018,False bay,3B,single set of methods,7,7.5,0.7992550036016237,NA,0.7508634930169694,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,7.5,8,0.6963669595826205,0.0058037566115416595,0.7499025126733524,21.77590948773365,2.394743428474119,becquerelsPerKilogram,NA,NA,NA,-12.347370269759576
Lafratta_et_al_2018,False bay,3B,single set of methods,8,8.5,0.6752990900828392,NA,0.7490636704119845,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,8.5,9,0.8959964458336988,0.0042785804259438485,0.7483250724114556,19.555859153967425,1.345740936139065,becquerelsPerKilogram,NA,NA,NA,-14.51462022396074
Lafratta_et_al_2018,False bay,3B,single set of methods,9,9.5,0.6322995584284794,NA,0.7476697625733129,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,9.5,10,0.6970106351902596,0.015186923438559697,0.7470844048096505,22.657025538471103,2.016224351961365,becquerelsPerKilogram,NA,NA,NA,-10.60100503611374
Lafratta_et_al_2018,False bay,3B,single set of methods,10,10.5,0.7508392585441238,NA,0.7465583659330485,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,10.5,11,0.7617550630197866,0.004582828925681363,0.746083063914449,20.301144822184103,1.3137575632963474,becquerelsPerKilogram,NA,NA,NA,-13.383055869168523
Lafratta_et_al_2018,False bay,3B,single set of methods,11,11.5,0.6807653300876157,NA,0.7456514960480469,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,11.5,12,0.8433551204918347,0.003881876574291486,0.7452578916330217,18.0307007400724,1.585510433129139,becquerelsPerKilogram,NA,NA,NA,-13.681439899742324
Lafratta_et_al_2018,False bay,3B,single set of methods,12,12.5,0.6686855733473689,NA,0.7448974524507126,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,12.5,13,0.9894461376784915,0.010136589956509161,0.7445661561921096,14.426397467994503,1.02117311513588,becquerelsPerKilogram,NA,NA,NA,-10.933692382936837
Lafratta_et_al_2018,False bay,3B,single set of methods,13,13.5,0.5635963588566453,NA,0.7442606057136315,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,13.5,14,0.4628094321060908,0.005645696343111018,0.743977912122431,NA,NA,NA,NA,NA,NA,-12.213094247263513
Lafratta_et_al_2018,False bay,3B,single set of methods,14,14.5,0.6790877713796235,NA,0.7437156031533539,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,14.5,15,0.7251556012672894,0.008118822383865798,0.743471550676559,15.542181929012004,1.6755277024567232,becquerelsPerKilogram,NA,NA,NA,-11.972662093044105
Lafratta_et_al_2018,False bay,3B,single set of methods,15,15.5,0.773971559137829,NA,0.7432439128323538,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,15.5,16,0.7372587037549706,0.006474661878011817,0.7430310874619496,NA,NA,NA,NA,NA,NA,-11.666613329607456
Lafratta_et_al_2018,False bay,3B,single set of methods,16,16.5,0.9110377773904289,NA,0.7428316743425937,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,16.5,17,0.7564522432470162,0.01141247656928921,0.742644444344425,25.06665608154408,2.322586053343077,becquerelsPerKilogram,NA,NA,NA,-10.424973495883826
Lafratta_et_al_2018,False bay,3B,single set of methods,17,17.5,0.7313022030542192,NA,0.7424683140728315,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,17.5,18,0.6560488537756346,0.011075190672580369,0.7423023248908815,NA,NA,NA,NA,NA,NA,-11.064196424229007
Lafratta_et_al_2018,False bay,3B,single set of methods,18,18.5,0.7415276404273882,NA,0.7421456254638409,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,18.5,19,0.9629920707365658,0.00550851372693926,0.7419974571546603,12.689553698264142,1.3933352000247454,becquerelsPerKilogram,NA,NA,NA,-12.02225022253241
Lafratta_et_al_2018,False bay,3B,single set of methods,19,19.5,0.6919412728917544,NA,0.7418571417415681,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,19.5,20,0.5147203690641438,0.009066955678943467,0.7417240710381474,NA,NA,NA,NA,NA,NA,-12.114863292543363
Lafratta_et_al_2018,False bay,3B,single set of methods,20,20.5,0.587152218010812,NA,0.7415976980807452,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,21,21.5,0.5221876731341143,0.004090177294416031,0.7413631196560077,NA,NA,NA,NA,NA,NA,-13.103730610544689
Lafratta_et_al_2018,False bay,3B,single set of methods,22,23,0.6869752989032828,NA,0.7411499952835909,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,23,24,0.6893665704611979,0.004848898615345204,0.7409555104539158,NA,NA,NA,NA,NA,NA,-12.070233631891739
Lafratta_et_al_2018,False bay,3B,single set of methods,24,25,0.6683670706503178,NA,0.7407773223369056,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,25,26,0.956825458308976,0.007667239305378885,0.7406134649452836,NA,NA,NA,NA,NA,NA,-10.745413171280946
Lafratta_et_al_2018,False bay,3B,single set of methods,26,27,0.7435353747061421,NA,0.7404622762949546,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,27,28,0.5198530983913803,0.008614351706669918,0.7403223418315027,NA,NA,NA,NA,NA,NA,-10.776569677388506
Lafratta_et_al_2018,False bay,3B,single set of methods,28,29,0.566466218236813,NA,0.7401924500370097,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,29,30,0.6366085163822154,0.006704079688198658,0.7400715572636748,NA,NA,NA,NA,NA,NA,-11.299091257998789
Lafratta_et_al_2018,False bay,3B,single set of methods,30,31,0.7451629068125043,NA,0.7399587596317966,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,31,32,0.86055593368562,0.005436628360044314,0.7398532703901175,NA,NA,NA,NA,NA,NA,-11.031530608471819
Lafratta_et_al_2018,False bay,3B,single set of methods,32,33,0.9162288710862431,NA,0.7397544015386892,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,33,34,0.7560670384144573,0.0051812967421126545,0.7396615488064553,NA,NA,NA,NA,NA,NA,-12.507397711227709
Lafratta_et_al_2018,False bay,3B,single set of methods,34,35,0.6789476968950595,NA,0.7395741792901829,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,35,36,0.602146858072703,0.004458075956462032,0.7394918212204573,NA,NA,NA,NA,NA,NA,-12.602492571340314
Lafratta_et_al_2018,False bay,3B,single set of methods,36,37,0.6318343110333271,NA,0.7394140554396228,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,37,38,0.8549496191962862,0.0047522498608855365,0.7393405082666262,NA,NA,NA,NA,NA,NA,-12.00271646428927
Lafratta_et_al_2018,False bay,3B,single set of methods,38,39,0.9280751703522236,NA,0.7392708454923934,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,39,40,0.7260160588153213,0.00379653665368126,0.73920476730213,NA,NA,NA,NA,NA,NA,-12.919373489075069
Lafratta_et_al_2018,False bay,3B,single set of methods,40,41,0.6829748383262734,NA,0.7391420039618012,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,41,42,0.7611764219942666,0.0028729448214945314,0.7390823121378948,NA,NA,NA,NA,NA,NA,-13.493721112924671
Lafratta_et_al_2018,False bay,3B,single set of methods,42,43,0.6863466312761344,NA,0.7390254717445929,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,43,44,0.8914140091243827,0.002860915441984815,0.7389712832322262,NA,NA,NA,NA,NA,NA,-14.47369255102889
Lafratta_et_al_2018,False bay,3B,single set of methods,44,45,0.8738963607869451,NA,0.7389195652465976,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,45,46,0.7824077117260323,0.0033801258363377563,0.7388701526013156,NA,NA,NA,NA,NA,NA,-13.345761960378516
Lafratta_et_al_2018,False bay,3B,single set of methods,46,47,0.8820173457848836,NA,0.7388228945153643,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,47,48,0.8095921670517664,0.0029634086622041447,0.7387776530763016,NA,NA,NA,NA,NA,NA,-14.241246151748362
Lafratta_et_al_2018,False bay,3B,single set of methods,48,49,0.7333049346728102,NA,0.7387343018960847,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,49,50,0.6199563282529809,0.0028359118172164664,0.7386927249319347,NA,NA,NA,NA,NA,NA,-14.36062605760406
Lafratta_et_al_2018,False bay,3B,single set of methods,50,51,0.8180449951738461,NA,0.7386528154490715,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,51,52,0.8061770177138176,NA,0.7386144751057956,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,52,53,0.8589400744529715,NA,0.738577613144409,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,53,54,0.9123284637124919,0.004168959275642246,0.7385421456739545,NA,NA,NA,NA,NA,NA,-13.868426529804799
Lafratta_et_al_2018,False bay,3B,single set of methods,54,55,0.9838931848975736,NA,0.7385079950328499,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,55,56,0.6678951530416082,NA,0.7384750892212176,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,56,57,0.9479474040730415,NA,0.7384433613941811,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,57,58,0.9370432724710924,0.0033457982805652426,0.7384127494086221,NA,NA,NA,NA,NA,NA,-14.526360865537537
Lafratta_et_al_2018,False bay,3B,single set of methods,58,59,0.8059285522590637,NA,0.7383831954169319,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,59,60,0.832112475552198,NA,0.7383546455021688,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,60,61,0.8077461854516115,NA,0.7383270493497799,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,61,62,0.8597888591272936,0.0026693507327059662,0.7383003599516836,NA,NA,NA,NA,NA,NA,-15.11524308957342
Lafratta_et_al_2018,False bay,3B,single set of methods,62,63,0.9153183869365772,NA,0.7382745333390489,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,63,64,0.8879271549907725,NA,0.7382495283405791,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,64,65,0.7219872498307237,NA,0.7382253063635021,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,65,66,0.7138562595124633,0.0031438316238086928,0.7382018311948194,NA,NA,NA,NA,NA,NA,-14.355683932517712
Lafratta_et_al_2018,False bay,3B,single set of methods,66,67,0.7681351222809975,NA,0.7381790688206583,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,67,68,0.7226742818264422,NA,0.7381569872618342,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,68,69,0.7169612439202978,NA,0.7381355564239503,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,69,70,0.7457732313523863,0.004141807226057728,0.7381147479605568,NA,NA,NA,NA,NA,NA,-13.858609998462647
Lafratta_et_al_2018,False bay,3B,single set of methods,70,71,0.9010608054720315,NA,0.7380945351480617,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,71,72,0.9270079361841171,NA,0.7380748927712321,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,72,73,0.8075143955307342,NA,0.7380557970182545,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,73,74,0.9858709032153457,0.0047737578967910685,0.7380372253844365,NA,NA,NA,NA,NA,NA,-18.577863020948559
Lafratta_et_al_2018,False bay,3B,single set of methods,74,75,0.7726575270683481,NA,0.7380191565837293,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,1Rs,single set of methods,46.8,NA,NA,NA,NA,NA,NA,NA,443,27,shell,NA
Lafratta_et_al_2018,False bay,1Rs,single set of methods,94.2,NA,NA,NA,NA,NA,NA,NA,1813,30,shell,NA
Lafratta_et_al_2018,False bay,1Rs,single set of methods,163.6,NA,NA,NA,NA,NA,NA,NA,46855,795,shell,NA
Lafratta_et_al_2018,False bay,2Rs,single set of methods,162.2,NA,NA,NA,NA,NA,NA,NA,20651,99,shell,NA
Lafratta_et_al_2018,False bay,3Rs,single set of methods,107,NA,NA,NA,NA,NA,NA,NA,1466,30,shell,NA
Lafratta_et_al_2018,False bay,1Rc,single set of methods,159.7,NA,NA,NA,NA,NA,NA,NA,48457,937,shell,NA
Lafratta_et_al_2018,False bay,2Rc,single set of methods,120.8,NA,NA,NA,NA,NA,NA,NA,1482,36,shell,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,36.1,NA,NA,NA,NA,NA,NA,NA,419,24,shell,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,85.4,NA,NA,NA,NA,NA,NA,NA,1875,27,shell,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,139.8,NA,NA,NA,NA,NA,NA,NA,3633,30,shell,NA
Lafratta_et_al_2018,False bay,4Rc,single set of methods,130.1,NA,NA,NA,NA,NA,NA,NA,2855,32,shell,NA
Lafratta_et_al_2018,False bay,5Rc,single set of methods,111.9,NA,NA,NA,NA,NA,NA,NA,5061,33,shell,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,32.9,NA,NA,NA,NA,NA,NA,NA,638,26,shell,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,93.6,NA,NA,NA,NA,NA,NA,NA,4107,31,shell,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,148.7,NA,NA,NA,NA,NA,NA,NA,12491,53,shell,NA
Lafratta_et_al_2018,False bay,1B,single set of methods,176,NA,NA,NA,NA,NA,NA,NA,51765,1162,shell,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,160,NA,NA,NA,NA,NA,NA,NA,53959,1527,shell,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,37.8,NA,NA,NA,NA,NA,NA,NA,3663,28,shell,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,78.59999999999998,NA,NA,NA,NA,NA,NA,NA,2264,28,shell,NA
Lafratta_et_al_2018,False bay,3B,single set of methods,160,NA,NA,NA,NA,NA,NA,NA,5502,29,shell,NA
