"study_id","site_id","transect_id","plot_id","core_id","depth_min","depth_max","cn_ratio","dry_weight","dry_bulk_density","soil_carbon","fraction_carbon","fraction_nitrogen"
"Cifuentes_and_Torres_2024","Boca Sierpe","2","2","Boca Sierpe_2_2","30","50","25.7058823529412","16.13","0.280619345859429","49.0522616562283",0.0874,0.0034000000000000002
"Cifuentes_and_Torres_2024","Boca Sierpe","2","2","Boca Sierpe_2_2","50","100","31.1290322580645","12.65","0.220076548364649","106.186934585943",0.0965,0.0031
"Cifuentes_and_Torres_2024","Boca Sierpe","2","3","Boca Sierpe_2_3","0","15","24.7560975609756","17.89","0.311238691718859","47.3860908141962",0.1015,0.0040999999999999995
"Cifuentes_and_Torres_2024","Boca Sierpe","2","3","Boca Sierpe_2_3","15","30","28.0714285714286","15.73","0.27366040361865","48.3968423799582",0.11789999999999999,0.0042
"Cifuentes_and_Torres_2024","Boca Sierpe","2","3","Boca Sierpe_2_3","30","50","31","18.89","0.328636047320807","91.6894572025052",0.13949999999999999,0.0045000000000000005
"Cifuentes_and_Torres_2024","Boca Sierpe","2","3","Boca Sierpe_2_3","50","100","29.8333333333333","16.6","0.288796102992345","180.930758524704",0.1253,0.0042
"Cifuentes_and_Torres_2024","Boca Sierpe","2","4","Boca Sierpe_2_4","0","15","24.3958333333333","20.11","0.349860821155184","61.4530532359081",0.11710000000000001,0.0048
"Cifuentes_and_Torres_2024","Boca Sierpe","2","4","Boca Sierpe_2_4","15","30","28.5862068965517","17.65","0.307063326374391","76.366649269311",0.16579999999999998,0.0058
"Cifuentes_and_Torres_2024","Boca Sierpe","2","4","Boca Sierpe_2_4","30","50","28.972602739726","12.83","0.223208072372999","94.4170146137787",0.2115,0.0073
"Cifuentes_and_Torres_2024","Boca Sierpe","2","4","Boca Sierpe_2_4","50","100","30.3571428571429","8.17","0.142136395267919","120.815935977731",0.17,0.005600000000000001
"Cifuentes_and_Torres_2024","Boca Sierpe","2","5","Boca Sierpe_2_5","0","15","27.7802197802198","10.44","0.181628392484342","68.8734864300626",0.2528,0.0091
"Cifuentes_and_Torres_2024","Boca Sierpe","2","5","Boca Sierpe_2_5","15","30","28.0752688172043","11.2","0.194850382741823","76.3131524008351",0.2611,0.009300000000000001
"Cifuentes_and_Torres_2024","Boca Sierpe","2","5","Boca Sierpe_2_5","30","50","28.1777777777778","8","0.139178844815588","70.5915100904662",0.2536,0.009000000000000001
"Cifuentes_and_Torres_2024","Boca Sierpe","2","5","Boca Sierpe_2_5","50","100","29.0338983050847","7.89","0.137265135699374","117.567588726514",0.17129999999999998,0.0059
"Cifuentes_and_Torres_2024","Boca Sierpe","3","1","Boca Sierpe_3_1","0","15","28.3725490196078","15.32","0.266527487821851","57.8497912317328",0.1447,0.0051
"Cifuentes_and_Torres_2024","Boca Sierpe","3","1","Boca Sierpe_3_1","15","30","29.4583333333333","11.36","0.197633959638135","41.9181628392484",0.1414,0.0048
"Cifuentes_and_Torres_2024","Boca Sierpe","3","1","Boca Sierpe_3_1","30","50","31.4583333333333","12.15","0.211377870563674","63.8361169102296",0.151,0.0048
"Cifuentes_and_Torres_2024","Boca Sierpe","3","1","Boca Sierpe_3_1","50","100","32.0208333333333","13.01","0.22633959638135","173.941979819067",0.1537,0.0048
"Cifuentes_and_Torres_2024","Boca Sierpe","3","2","Boca Sierpe_3_2","0","15","28.3584905660377","13.86","0.241127348643006","54.3621607515658",0.1503,0.0053
"Cifuentes_and_Torres_2024","Boca Sierpe","3","2","Boca Sierpe_3_2","15","30","29.7678571428571","13.03","0.226687543493389","56.6832202505219",0.16670000000000001,0.005600000000000001
"Cifuentes_and_Torres_2024","Boca Sierpe","3","2","Boca Sierpe_3_2","30","50","30.1346153846154","12.3","0.213987473903967","67.0636743215031",0.1567,0.0052
"Cifuentes_and_Torres_2024","Boca Sierpe","3","2","Boca Sierpe_3_2","50","100","32.8181818181818","14.09","0.245128740431454","176.98295059151",0.1444,0.0044
"Cifuentes_and_Torres_2024","Boca Sierpe","3","3","Boca Sierpe_3_3","0","15","26.719298245614","16.31","0.28375086986778","64.8228862212944",0.1523,0.005699999999999999
"Cifuentes_and_Torres_2024","Boca Sierpe","3","3","Boca Sierpe_3_3","15","30","30.8787878787879","10.78","0.187543493389005","57.3320459290188",0.20379999999999998,0.0066
"Cifuentes_and_Torres_2024","Boca Sierpe","3","3","Boca Sierpe_3_3","30","50","31.375","10.13","0.176235212247738","61.9290535838553",0.1757,0.005600000000000001
"Cifuentes_and_Torres_2024","Boca Sierpe","3","3","Boca Sierpe_3_3","50","100","34.4464285714286","7.82","0.136047320807237","131.21764091858",0.1929,0.005600000000000001
"Cifuentes_and_Torres_2024","Boca Sierpe","3","4","Boca Sierpe_3_4","0","15","28.2105263157895","14.66","0.255045233124565","61.5169102296451",0.16079999999999997,0.005699999999999999
"Cifuentes_and_Torres_2024","Boca Sierpe","3","4","Boca Sierpe_3_4","15","30","33.2592592592593","11.55","0.200939457202505","54.1330897703549",0.1796,0.0054
"Cifuentes_and_Torres_2024","Boca Sierpe","3","4","Boca Sierpe_3_4","30","50","35.3636363636364","9.37","0.163013221990257","50.7297146833681",0.15560000000000002,0.0044
"Cifuentes_and_Torres_2024","Boca Sierpe","3","4","Boca Sierpe_3_4","50","100","36.9459459459459","9.78","0.170146137787056","116.294885177453",0.1367,0.0037
"Cifuentes_and_Torres_2024","Boca Sierpe","3","5","Boca Sierpe_3_5","0","15","27.044776119403","11.6","0.201809324982603","54.8517745302714",0.1812,0.0067
"Cifuentes_and_Torres_2024","Boca Sierpe","3","5","Boca Sierpe_3_5","15","30","31.7323943661972","8.35","0.14526791927627","49.0932933194155",0.2253,0.0070999999999999995
"Cifuentes_and_Torres_2024","Boca Sierpe","3","5","Boca Sierpe_3_5","30","50","32.6388888888889","11.22","0.195198329853862","91.7432150313152",0.235,0.0072
"Cifuentes_and_Torres_2024","Boca Sierpe","3","5","Boca Sierpe_3_5","50","100","33.5","9.35","0.162665274878219","141.681454418928",0.17420000000000002,0.0052
"Cifuentes_and_Torres_2024","Boca Sierpe","4","1","Boca Sierpe_4_1","0","15","23.0833333333333","32.89","0.572199025748086","23.774869519833",0.0277,0.0012
"Cifuentes_and_Torres_2024","Boca Sierpe","4","1","Boca Sierpe_4_1","15","30","20.1764705882353","37.63","0.654662491301322","33.682385177453",0.034300000000000004,0.0017000000000000001
"Cifuentes_and_Torres_2024","Boca Sierpe","4","1","Boca Sierpe_4_1","30","50","26.1333333333333","33.34","0.580027835768963","45.4741823242867",0.0392,0.0015
"Cifuentes_and_Torres_2024","Boca Sierpe","4","1","Boca Sierpe_4_1","50","100","25.9473684210526","20.63","0.358907446068198","88.4706854558107",0.0493,0.0019
"Cifuentes_and_Torres_2024","Boca Sierpe","4","2","Boca Sierpe_4_2","0","15","22.2222222222222","22.18","0.385873347251218","23.1524008350731",0.04,0.0018
"Cifuentes_and_Torres_2024","Boca Sierpe","4","2","Boca Sierpe_4_2","15","30","27","35.13","0.611169102296451","32.1780532359082",0.0351,0.0013
"Cifuentes_and_Torres_2024","Boca Sierpe","4","2","Boca Sierpe_4_2","30","50","24.0416666666667","26.36","0.458594293667363","52.9217814892136",0.057699999999999994,0.0024
"Cifuentes_and_Torres_2024","Boca Sierpe","4","2","Boca Sierpe_4_2","50","100","30.8095238095238","19.51","0.339422407794015","109.803148921364",0.0647,0.0021
"Cifuentes_and_Torres_2024","Boca Sierpe","4","3","Boca Sierpe_4_3","0","15","20.7619047619048","39.47","0.686673625608907","44.9084551148226",0.0436,0.0021
"Cifuentes_and_Torres_2024","Boca Sierpe","4","3","Boca Sierpe_4_3","15","30","30.15625","10.68","0.18580375782881","26.8950939457203",0.0965,0.0032
"Cifuentes_and_Torres_2024","Boca Sierpe","4","3","Boca Sierpe_4_3","30","50","30.5909090909091","23.56","0.409881697981907","55.1700765483647",0.0673,0.0022
"Cifuentes_and_Torres_2024","Boca Sierpe","4","3","Boca Sierpe_4_3","50","100","30.7","18","0.313152400835073","96.1377870563674",0.061399999999999996,0.002
"Cifuentes_and_Torres_2024","Boca Sierpe","4","4","Boca Sierpe_4_4","0","15","24.3888888888889","34.78","0.605080027835769","39.8445198329854",0.043899999999999995,0.0018
"Cifuentes_and_Torres_2024","Boca Sierpe","4","4","Boca Sierpe_4_4","15","30","28.4285714285714","29.64","0.515657620041754","46.177139874739",0.059699999999999996,0.0021
"Cifuentes_and_Torres_2024","Boca Sierpe","4","4","Boca Sierpe_4_4","30","50","29.3","33.29","0.579157967988866","67.8773138482951",0.058600000000000006,0.002
"Cifuentes_and_Torres_2024","Boca Sierpe","4","4","Boca Sierpe_4_4","50","100","31.8846153846154","20.69","0.359951287404315","149.199808629088",0.08289999999999999,0.0026
"Cifuentes_and_Torres_2024","Boca Sierpe","4","5","Boca Sierpe_4_5","0","15","24.6923076923077","24.39","0.424321503131524","40.8621607515658",0.0642,0.0026
"Cifuentes_and_Torres_2024","Boca Sierpe","4","5","Boca Sierpe_4_5","15","30","23.6","22.57","0.392658315935978","41.7003131524008",0.0708,0.003
"Cifuentes_and_Torres_2024","Boca Sierpe","4","5","Boca Sierpe_4_5","30","50","29.0434782608696","21.51","0.374217118997912","49.9954070981211",0.0668,0.0023
"Cifuentes_and_Torres_2024","Boca Sierpe","4","5","Boca Sierpe_4_5","50","100","33.28","20.51","0.356819763395964","148.437021572721",0.0832,0.0025
"Cifuentes_and_Torres_2024","Boca Sierpe","5","1","Boca Sierpe_5_1","0","15","26.98","15.15","0.26356993736952","53.3333768267223",0.1349,0.005
"Cifuentes_and_Torres_2024","Boca Sierpe","5","1","Boca Sierpe_5_1","15","30","29.4722222222222","9.76","0.169798190675017","54.046764091858",0.2122,0.0072
"Cifuentes_and_Torres_2024","Boca Sierpe","5","1","Boca Sierpe_5_1","30","50","32.6440677966102","14.6","0.254001391788448","97.8413361169102",0.19260000000000002,0.0059
"Cifuentes_and_Torres_2024","Boca Sierpe","5","1","Boca Sierpe_5_1","50","100","38.1190476190476","11.76","0.204592901878914","163.776617954071",0.16010000000000002,0.0042
"Cifuentes_and_Torres_2024","Boca Sierpe","5","2","Boca Sierpe_5_2","0","15","32.0925925925926","15.35","0.26704940848991","69.419493736952",0.17329999999999998,0.0054
"Cifuentes_and_Torres_2024","Boca Sierpe","5","2","Boca Sierpe_5_2","15","30","30.3287671232877","10.02","0.174321503131524","57.8921711899791",0.2214,0.0073
"Cifuentes_and_Torres_2024","Boca Sierpe","5","2","Boca Sierpe_5_2","30","50","31.6481481481481","15.42","0.268267223382046","91.6937369519833",0.1709,0.0054
"Cifuentes_and_Torres_2024","Boca Sierpe","5","2","Boca Sierpe_5_2","50","100","35.0238095238095","10.15","0.176583159359777","129.876913709116",0.1471,0.0042
"Cifuentes_and_Torres_2024","Boca Sierpe","5","3","Boca Sierpe_5_3","0","15","27.6986301369863","13.51","0.235038274182324","71.287108559499",0.2022,0.0073
"Cifuentes_and_Torres_2024","Boca Sierpe","5","3","Boca Sierpe_5_3","15","30","27.1084337349398","10.59","0.184237995824635","62.1803235908142",0.225,0.0083
"Cifuentes_and_Torres_2024","Boca Sierpe","5","3","Boca Sierpe_5_3","30","50","29.2542372881356","13.09","0.227731384829506","78.6128740431455",0.1726,0.0059
"Cifuentes_and_Torres_2024","Boca Sierpe","5","3","Boca Sierpe_5_3","50","100","31.7826086956522","18.54","0.322546972860125","235.781837160752",0.1462,0.0046
"Cifuentes_and_Torres_2024","Boca Sierpe","5","4","Boca Sierpe_5_4","0","15","28.6190476190476","9.78","0.170146137787056","46.0160229645094",0.18030000000000002,0.0063
"Cifuentes_and_Torres_2024","Boca Sierpe","5","4","Boca Sierpe_5_4","15","30","29.7777777777778","10.49","0.18249826026444","58.6914405010439",0.2144,0.0072
"Cifuentes_and_Torres_2024","Boca Sierpe","5","4","Boca Sierpe_5_4","30","50","30.171875","8.61","0.149791231732777","57.8493736951983",0.1931,0.0064
"Cifuentes_and_Torres_2024","Boca Sierpe","5","4","Boca Sierpe_5_4","50","100","35.2826086956522","17.88","0.311064718162839","252.429018789144",0.1623,0.0046
"Cifuentes_and_Torres_2024","Boca Sierpe","5","5","Boca Sierpe_5_5","0","15","28.5576923076923","13.77","0.239561586638831","53.3623434237996",0.1485,0.0052
"Cifuentes_and_Torres_2024","Boca Sierpe","5","5","Boca Sierpe_5_5","15","30","28.6142857142857","13.52","0.235212247738344","70.6695198329854",0.2003,0.006999999999999999
"Cifuentes_and_Torres_2024","Boca Sierpe","5","5","Boca Sierpe_5_5","30","50","29.8253968253968","9.52","0.16562282533055","62.2410577592206",0.18789999999999998,0.0063
"Cifuentes_and_Torres_2024","Boca Sierpe","5","5","Boca Sierpe_5_5","50","100","37.5686274509804","9.41","0.163709116214335","156.833333333333",0.1916,0.0051
"Cifuentes_and_Torres_2024","Boca Sierpe","6","1","Boca Sierpe_6_1","0","15","31.3125","18.99","0.330375782881002","49.6554801670146",0.1002,0.0032
"Cifuentes_and_Torres_2024","Boca Sierpe","6","1","Boca Sierpe_6_1","15","30","37.0243902439024","13.24","0.230340988169798","52.448643006263",0.1518,0.0040999999999999995
"Cifuentes_and_Torres_2024","Boca Sierpe","6","1","Boca Sierpe_6_1","30","50","41.3225806451613","14.48","0.251913709116214","64.5402922755741",0.1281,0.0031
"Cifuentes_and_Torres_2024","Boca Sierpe","6","1","Boca Sierpe_6_1","50","100","42.7222222222222","12.21","0.212421711899791","163.35229645094",0.15380000000000002,0.0036
"Cifuentes_and_Torres_2024","Boca Sierpe","6","2","Boca Sierpe_6_2","0","15","31.025","19.99","0.347773138482951","64.7379697286013",0.1241,0.004
"Cifuentes_and_Torres_2024","Boca Sierpe","6","2","Boca Sierpe_6_2","15","30","36.4222222222222","13.56","0.235908141962422","57.9980167014614",0.16390000000000002,0.0045000000000000005
"Cifuentes_and_Torres_2024","Boca Sierpe","6","2","Boca Sierpe_6_2","30","50","37.3095238095238","8.78","0.152748782185108","47.8714683368128",0.1567,0.0042
"Cifuentes_and_Torres_2024","Boca Sierpe","6","2","Boca Sierpe_6_2","50","100","42.6315789473684","13.39","0.23295059151009","188.689979123173",0.162,0.0038
"Cifuentes_and_Torres_2024","Boca Sierpe","6","3","Boca Sierpe_6_3","0","15","30.4324324324324","19.16","0.333333333333333","56.3",0.11259999999999999,0.0037
"Cifuentes_and_Torres_2024","Boca Sierpe","6","3","Boca Sierpe_6_3","15","30","32.4285714285714","12.11","0.210681976339596","43.0423277661795",0.1362,0.0042
"Cifuentes_and_Torres_2024","Boca Sierpe","6","3","Boca Sierpe_6_3","30","50","37.9117647058824","13.18","0.229297146833681","59.112804453723",0.12890000000000001,0.0034000000000000002
"Cifuentes_and_Torres_2024","Boca Sierpe","6","3","Boca Sierpe_6_3","50","100","41.8484848484849","16.5","0.28705636743215","198.2124217119",0.1381,0.0033
"Cifuentes_and_Torres_2024","Boca Sierpe","6","4","Boca Sierpe_6_4","0","15","32.6595744680851","21.68","0.377174669450244","86.8444676409186",0.1535,0.004699999999999999
"Cifuentes_and_Torres_2024","Boca Sierpe","6","4","Boca Sierpe_6_4","15","30","38.5405405405405","12.88","0.224077940153097","47.9302713987474",0.1426,0.0037
"Cifuentes_and_Torres_2024","Boca Sierpe","6","4","Boca Sierpe_6_4","30","50","40.96","14.17","0.24652052887961","50.4874043145442",0.1024,0.0025
"Cifuentes_and_Torres_2024","Boca Sierpe","6","4","Boca Sierpe_6_4","50","100","38.92","18.15","0.315762004175365","153.618215031315",0.0973,0.0025
"Cifuentes_and_Torres_2024","Boca Sierpe","6","5","Boca Sierpe_6_5","0","15","31.7567567567568","17.22","0.299582463465553","52.8014091858038",0.1175,0.0037
"Cifuentes_and_Torres_2024","Boca Sierpe","6","5","Boca Sierpe_6_5","15","30","40.4827586206897","19.28","0.335421016005567","59.0676409185804",0.1174,0.0029
"Cifuentes_and_Torres_2024","Boca Sierpe","6","5","Boca Sierpe_6_5","30","50","39.6666666666667","20.62","0.358733472512178","76.8407098121086",0.10710000000000001,0.0027
"Cifuentes_and_Torres_2024","Boca Sierpe","6","5","Boca Sierpe_6_5","50","100","38.125","23.17","0.403096729297147","184.416753653445",0.0915,0.0024
"Cifuentes_and_Torres_2024","Boca Sierpe","7","1","Boca Sierpe_7_1","0","15","24.1538461538462","46.41","0.80741127348643","38.0290709812109",0.031400000000000004,0.0013
"Cifuentes_and_Torres_2024","Boca Sierpe","7","1","Boca Sierpe_7_1","15","30","23.85","27.58","0.47981906750174","34.3310542797495",0.04769999999999999,0.002
"Cifuentes_and_Torres_2024","Boca Sierpe","7","1","Boca Sierpe_7_1","30","50","37.1","22.17","0.385699373695198","85.8566805845512",0.11130000000000001,0.003
"Cifuentes_and_Torres_2024","Boca Sierpe","7","1","Boca Sierpe_7_1","50","100","35.6296296296296","19.92","0.346555323590814","166.693110647182",0.0962,0.0027
"Cifuentes_and_Torres_2024","Boca Sierpe","7","2","Boca Sierpe_7_2","0","15","25.36","35.03","0.609429366736256","57.956732776618",0.0634,0.0025
"Cifuentes_and_Torres_2024","Boca Sierpe","7","2","Boca Sierpe_7_2","15","30","31.3333333333333","17.24","0.299930410577592","46.5192066805845",0.10339999999999999,0.0033
"Cifuentes_and_Torres_2024","Boca Sierpe","7","2","Boca Sierpe_7_2","30","50","31.375","19.67","0.342205984690327","51.5362212943633",0.0753,0.0024
"Cifuentes_and_Torres_2024","Boca Sierpe","7","2","Boca Sierpe_7_2","50","100","34.7","25.25","0.4392832289492","152.431280445372",0.0694,0.002
"Cifuentes_and_Torres_2024","Boca Sierpe","7","3","Boca Sierpe_7_3","0","15","28.4090909090909","26.02","0.4526791927627","42.4386743215031",0.0625,0.0022
"Cifuentes_and_Torres_2024","Boca Sierpe","7","3","Boca Sierpe_7_3","15","30","35.2592592592593","17.54","0.305149617258177","43.5753653444676",0.09519999999999999,0.0027
"Cifuentes_and_Torres_2024","Boca Sierpe","7","3","Boca Sierpe_7_3","30","50","31.88","21.98","0.382393876130828","60.953583855254",0.0797,0.0025
"Cifuentes_and_Torres_2024","Boca Sierpe","7","3","Boca Sierpe_7_3","50","100","29.1052631578947","18.39","0.319937369519833","88.4626826722338",0.0553,0.0019
"Cifuentes_and_Torres_2024","Boca Sierpe","7","4","Boca Sierpe_7_4","0","15","28.952380952381","26.38","0.458942240779402","41.8555323590814",0.0608,0.0021
"Cifuentes_and_Torres_2024","Boca Sierpe","7","4","Boca Sierpe_7_4","15","30","35.2857142857143","38.61","0.671711899791232","49.7738517745303",0.049400000000000006,0.0014000000000000002
"Cifuentes_and_Torres_2024","Boca Sierpe","7","4","Boca Sierpe_7_4","30","50","40.0909090909091","31.39","0.546102992345164","48.1662839248434",0.0441,0.0011
"Cifuentes_and_Torres_2024","Boca Sierpe","7","4","Boca Sierpe_7_4","50","100","33.1818181818182","43.61","0.758698677800974","138.462508698678",0.0365,0.0011
"Cifuentes_and_Torres_2024","Boca Sierpe","7","5","Boca Sierpe_7_5","0","15","23.2380952380952","28.67","0.498782185107864","36.5108559498956",0.048799999999999996,0.0021
"Cifuentes_and_Torres_2024","Boca Sierpe","7","5","Boca Sierpe_7_5","15","30","41.8235294117647","19.03","0.33107167710508","35.3087943632568",0.0711,0.0017000000000000001
"Cifuentes_and_Torres_2024","Boca Sierpe","7","5","Boca Sierpe_7_5","30","50","43.5833333333333","32.97","0.573590814196242","59.9975991649269",0.052300000000000006,0.0012
"Cifuentes_and_Torres_2024","Boca Sierpe","7","5","Boca Sierpe_7_5","50","100","38.1428571428571","46.28","0.805149617258177","107.487473903967",0.026699999999999998,7.000000000000001e-4
"Cifuentes_and_Torres_2024","Boca Sierpe","8","1","Boca Sierpe_8_1","0","15","22.8214285714286","22.44","0.390396659707724","37.4195198329854",0.0639,0.0028000000000000004
"Cifuentes_and_Torres_2024","Boca Sierpe","8","1","Boca Sierpe_8_1","15","30","32.9230769230769","24.23","0.421537926235212","54.1254697286013",0.08560000000000001,0.0026
"Cifuentes_and_Torres_2024","Boca Sierpe","8","1","Boca Sierpe_8_1","30","50","31.5925925925926","22.32","0.388308977035491","66.2455114822547",0.08529999999999999,0.0027
"Cifuentes_and_Torres_2024","Boca Sierpe","8","1","Boca Sierpe_8_1","50","100","36.952380952381","20.59","0.35821155184412","138.986082115518",0.0776,0.0021
"Cifuentes_and_Torres_2024","Boca Sierpe","8","2","Boca Sierpe_8_2","0","15","29.2857142857143","35.36","0.615170494084899","56.749478079332",0.061500000000000006,0.0021
"Cifuentes_and_Torres_2024","Boca Sierpe","8","2","Boca Sierpe_8_2","15","30","31.0384615384615","27.15","0.472338204592902","57.1765396659708",0.08070000000000001,0.0026
"Cifuentes_and_Torres_2024","Boca Sierpe","8","2","Boca Sierpe_8_2","30","50","37.1764705882353","25.01","0.435107863604732","54.9976339596381",0.0632,0.0017000000000000001
"Cifuentes_and_Torres_2024","Boca Sierpe","8","2","Boca Sierpe_8_2","50","100","29.6","31.89","0.554801670146138","123.165970772443",0.0444,0.0015
"Cifuentes_and_Torres_2024","Boca Sierpe","8","3","Boca Sierpe_8_3","0","15","28.25","26.84","0.466945024356298","39.5735908141962",0.0565,0.002
"Cifuentes_and_Torres_2024","Boca Sierpe","8","3","Boca Sierpe_8_3","15","30","37.4666666666667","23.51","0.409011830201809","68.9593945720251",0.1124,0.003
"Cifuentes_and_Torres_2024","Boca Sierpe","8","3","Boca Sierpe_8_3","30","50","40.4090909090909","23.25","0.404488517745303","71.9180584551148",0.0889,0.0022
"Cifuentes_and_Torres_2024","Boca Sierpe","8","3","Boca Sierpe_8_3","50","100","32.4666666666667","22.72","0.39526791927627","96.2477383437717",0.0487,0.0015
"Cifuentes_and_Torres_2024","Boca Sierpe","8","4","Boca Sierpe_8_4","0","15","33.5238095238095","30.7","0.534098816979819","56.4008350730689",0.0704,0.0021
"Cifuentes_and_Torres_2024","Boca Sierpe","8","4","Boca Sierpe_8_4","15","30","39.7241379310345","19.03","0.33107167710508","57.2091858037578",0.1152,0.0029
"Cifuentes_and_Torres_2024","Boca Sierpe","8","4","Boca Sierpe_8_4","30","50","37.1304347826087","22.6","0.393180236604036","67.1551844119694",0.08539999999999999,0.0023
"Cifuentes_and_Torres_2024","Boca Sierpe","8","4","Boca Sierpe_8_4","50","100","26.0625","28.3","0.492345163535143","102.653966597077",0.0417,0.0016
"Cifuentes_and_Torres_2024","Boca Sierpe","8","5","Boca Sierpe_8_5","0","15","33.0740740740741","26.61","0.46294363256785","62.0112995824635",0.08929999999999999,0.0027
"Cifuentes_and_Torres_2024","Boca Sierpe","8","5","Boca Sierpe_8_5","15","30","35.4074074074074","18.04","0.313848295059151","45.0058455114823",0.0956,0.0027
"Cifuentes_and_Torres_2024","Boca Sierpe","8","5","Boca Sierpe_8_5","30","50","38.0833333333333","25.42","0.442240779401531","80.8416144745999",0.09140000000000001,0.0024
"Cifuentes_and_Torres_2024","Boca Sierpe","8","5","Boca Sierpe_8_5","50","100","29.5294117647059","31.05","0.540187891440501","135.587160751566",0.050199999999999995,0.0017000000000000001
"Cifuentes_and_Torres_2024","Boca Guarumal","1","1","Boca Guarumal_1_1","0","15","24.6","29.23","0.508524704244955","37.5291231732777",0.0492,0.002
