"[ID, identification; m, meters; _, degrees Celcius; mmHg, millimeters of Mercury; %, percent; mg/L, milligrams per liter; mS/cm, milliseimens per centimeter; mV, millivolts; dbar, decibar; uS/cm, microseimens per centimeter; m/s, meters per second; kg/m3, kilograms per cubic meter; NaN, not a number]",,,,,,,,,
Sample ID*,YSI Temperatures (_),YSI Pressure (mmHg),YSI Dissolved Oxygen (%),YSI Dissolved Oxygen (mg/L),YSI Specific Conductance (mS/cm),YSI Salinity,YSI pH,YSI pH (mV),YSI Oxidation Reduction Potential
15BIM09-DA74G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA76G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA77G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA78G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA80G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA81G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA82G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA83GfrDA82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA86G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA88G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA90G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA91G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA92G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA93G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA94GfrDA93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA95G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA96G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA97G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA98G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA100G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA102G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA103G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA105G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA110G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA117G,31.8,762.8,164.4,10.61,37.6,23.66,8.31,-78.3,112.1
15BIM09-DA118G,31.5,762.5,180.7,11.77,37.31,23.47,8.32,-78.4,113.2
15BIM09-DA119G,31.6,763,176.3,11.43,37.29,23.46,8.32,-78.8,107.4
15BIM09-DA120G,31.6,763,178.4,11.57,36.72,23.05,8.33,-79.3,97.5
15BIM09-DA123S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA124S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA125S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA126SfrDA125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA127G,31.7,763.1,171.6,11.09,37.32,23.45,8.31,-78.2,100.1
15BIM09-DA128GfrDA127,31.7,763.1,171.6,11.09,37.32,23.45,8.31,-78.2,100.1
15BIM09-DA129G,30.9,763,159.5,10.35,37.95,23.93,8.24,-73.4,110.4
15BIM09-DA130G,27.6,764.9,142,9.46,44.97,29.01,8.2,-71,223.3
15BIM09-DA131G,27.5,765,141.8,9.46,45.73,29.56,8.17,-69.2,218.2
15BIM09-DA132G,27.7,764.5,154.1,10.24,45.85,29.64,8.22,-72.1,-999
15BIM09-DA133G,31.9,762.4,110,6.92,41.96,26.72,8.34,-114.3,100.4
15BIM09-DA134G,31.3,762.6,104.9,6.72,42.73,27.26,8.31,-112.4,91.7
15BIM09-DA135G,31.2,762.5,106,6.67,42.66,27.26,8.29,-111.5,91
15BIM09-DA136G,31.4,762.6,111,7.08,42.27,26.96,8.34,-113.9,93.1
15BIM09-DA137GfrDA136,31.4,762.6,111,7.08,42.27,26.96,8.34,-113.9,93.1
15BIM09-DA138G,27.7,764.9,135.7,9.16,44.25,28.49,8.21,-71.3,219.6
15BIM09-DA139G,27.2,764.6,135.7,9.1,44.63,28.76,8.23,-72.2,187.5
15BIM09-DA140G,27.6,764.5,132.7,8.96,45.21,29.19,8.21,-71.5,132.4
15BIM09-DA141G,27.9,764.5,134.2,10.4,45.75,29.57,8.23,-72.3,164.1
15BIM09-DA142G,32.2,762.8,120.5,7.43,42.35,27,8.3,-112.2,77.7
15BIM09-DA143G,31.1,762.9,129.1,8.08,43.25,27.54,8.23,-108.1,35.6
15BIM09-DA144G,31.7,762.9,128.5,8.03,42.1,26.83,8.25,-109.2,66.2
15BIM09-DA145G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA146G,31.6,762.9,174.4,11.39,36.72,23.05,8.3,-77.9,104.9
15BIM09-DA147G,27.9,764.4,95.7,6.37,44.99,29.02,8.09,-64.4,148.6
15BIM09-DA148GfrDA147,27.9,764.4,95.7,6.37,44.99,29.02,8.09,-64.4,148.6
15BIM09-DA149G,28.2,764.6,100.5,6.66,45.72,29.44,8.13,-66.5,166.1
15BIM09-DA150G,27.6,764.5,135,8.96,42.84,27.5,8.13,-67.1,164.9
15BIM09-DA151G,27.6,764.9,142.2,9.18,42.91,27.53,8.14,-67.4,123.7
15BIM09-DA152G,28,764.5,115.9,7.74,43.16,27.63,8.15,-67.7,160.4
15BIM09-DA154G,30.9,763.1,153.3,9.84,42.35,27.05,8.23,-73.1,86.9
15BIM09-DA155G,31.4,763.2,150.1,3.44,45.5,29.28,8.22,-72.9,83.3
15BIM09-DA156G,30.2,765,117.5,7.51,43.93,28.19,8.16,-69,216
15BIM09-DA157G,30.3,764.9,54.2,3.47,44.21,28.32,7.98,-58.2,237.5
15BIM09-DA158S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA159S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA160S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA161G,30.5,764.1,147.1,9.4,44.64,28.65,8.25,-73.6,-999
15BIM09-DA162G,30.4,764.2,152.7,9.82,44.45,28.56,8.25,-74.1,136.7
15BIM09-DA163G,29.3,764.3,136.4,8.84,46.9,30.42,8.21,-71.4,114.5
15BIM09-DA164G,30.2,764.5,147.2,9.58,43.21,27.67,8.25,-74,-999
15BIM09-DA165G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA166G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA169G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA170GfrDA169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA172G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA174G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA176G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA177G,30.3,764.3,151.2,9.71,44.28,28.53,8.23,-72.9,141.8
15BIM09-DA178G,29.2,764.8,133.5,8.65,47.3,30.32,8.19,-70.7,126.6
15BIM09-DA179G,30.2,764.9,138,9.01,41.37,26.39,8.24,-73.5,184.7
15BIM09-DA180S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA181SfrDA180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 15BIM09-DA182S ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA183G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA184G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA185G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA186G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA187G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA188G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA189G,31.2,763.1,140.4,8.89,41.67,26.55,8.18,-105.8,62.1
15BIM09-DA190G,30.8,763.2,136.2,8.62,42.27,26.98,8.21,-107,77.8
15BIM09-DA191G,31.2,763.3,106.6,6.79,42.18,26.91,8.21,-107,110.6
15BIM09-DA192GfrDA191,31.2,763.3,106.6,6.79,42.18,26.91,8.21,-107,110.6
15BIM09-DA193G,30.9,763.3,117.3,6.85,43.03,27.52,8.16,-104.6,100.4
15BIM09-DA194G,29.9,764.2,52.3,3.42,43.9,28.18,7.99,-57.4,193.8
15BIM09-DA195G,29.9,764.4,77.9,5.08,43.64,27.99,8.06,-62.3,223.2
15BIM09-DA196G,30.2,764.8,131.9,8.55,42.35,26.9,8.24,-74.2,224.3
15BIM09-DA197S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA198S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA199S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA200S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA201S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA202G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA203GfrDA202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA204G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA205G,30.5,763.4,98.9,6.4,41.56,26.96,8.19,-105.8,127.7
15BIM09-DA206G,30.5,763.6,92.4,5.97,43.02,27.52,8.21,-106.8,110.3
15BIM09-DA207G,30.4,763.5,74.4,4.81,42.83,27.4,8.14,-103.5,109.5
15BIM09-DA208G,30.3,763.5,97.3,6.33,42.45,27.12,8.15,-103.7,186.1
15BIM09-DA209G,30.1,763.5,98,6.41,41.97,26.79,8.15,-103.9,171.5
15BIM09-DA210G,30.2,763.4,39.3,2.54,42.57,27.12,8.18,-105.3,124
15BIM09-DA211G,30.5,763.5,37.3,2.38,43.62,27.98,8.18,-105.6,135.5
15BIM09-DA212G,31,762.2,136.6,8.76,42.7,27.28,8.3,-77.7,94.9
15BIM09-DA213G,30.8,762,147.4,8.7,45.7,29.53,8.31,-112.3,110.4
15BIM09-DA214GfrDA213,30.8,762,147.4,8.7,45.7,29.53,8.31,-112.3,110.4
15BIM09-DA215G,30.9,761.9,155.1,9.51,45.6,29.35,8.37,-115.8,98.7
15BIM09-DA216G,31,761.7,145.3,8.81,44.04,28.25,8.32,-113,86.9
15BIM09-DA217S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA218S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA219S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA220S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA221G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA222G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA223G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA224GfrDA225(L)&( R),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA225G(L)frDA225( R),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA225G( R),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA226G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA227G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA228G,31.7,761.7,112.7,7.1,44.05,28.24,8.37,-115.5,82
15BIM09-DA229G,31.1,761.7,115.1,7.22,46.7,29.43,8.37,-115.5,90.5
15BIM09-DA230G,31.6,761.7,112,6.97,45.4,29.16,8.37,-115.8,88.8
15BIM09-DA231G,31.8,761.7,144.4,8.8,45.7,29.42,8.42,-118.6,79.5
15BIM09-DA232S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA233S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA234S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA235S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA236SfrDA235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA237G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA238G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA239G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA240G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA241G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA242G,30.6,762,104.9,6.66,46.3,29.83,7.98,-115.7,116
15BIM09-DA243G,30.4,761.9,108.3,6.77,46.2,29.82,7.97,-114.9,113.3
15BIM09-DA244G,30.7,761.9,125,7.93,45.6,29.36,8.08,-121.2,109
15BIM09-DA245G,30.8,762,128,8.03,45.8,29.52,8.1,-122.4,97.7
15BIM09-DA246S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA247S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA248S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA249S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA251G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA252G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA253G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA254G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA255G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA257G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA258GfrDA257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA259G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA260G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA261G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA262G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA263G,30.6,762,113,7.15,46.4,29.99,7.99,-116.5,115.8
15BIM09-DA264G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA266G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA267G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA268G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA269GfrDA268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA270G,-999,762.1,102,6.48,46.9,30.32,7.95,-114.2,97.2
15BIM09-DA271G,30.2,762.1,99.5,6.34,47,30.38,7.96,-114.5,99.2
15BIM09-DA272G,30.2,762.1,95.8,6.08,47,30.42,7.95,-113.9,120.2
15BIM09-DA273G,30.5,762,101,6.33,46.9,30.32,7.96,-114.7,112.3
15BIM09-DA274G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA275G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA276G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA277G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA278G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA279G,30.2,762.1,100.2,6.35,47.1,30.45,7.96,-114.4,107
15BIM09-DA280GfrDA279,30.2,762.1,100.2,6.35,47.1,30.45,7.96,-114.4,107
15BIM09-DA281G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA282G,30.9,762.4,113.8,7.2,46.1,29.7,7.99,-116.5,79
15BIM09-DA283G,30.4,762.3,113.7,7.22,47.2,30.54,7.98,-115.6,73.4
15BIM09-DA284G,30.3,762.5,112.3,7.14,47.3,30.62,7.99,-116.1,67.5
15BIM09-DA285G,30.9,762.5,115,75.2,46.9,30.24,7.95,-114.9,59.7
15BIM09-DA286G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA287G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA288G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA289G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA290G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA291GfrDA290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA292G,30.2,762.2,101.4,6.5,47.4,30.69,7.97,-115.1,85.2
15BIM09-DA293G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA294G,30.4,762.1,117.4,7.51,47.3,30.59,7.98,-115.8,98.1
15BIM09-DA295G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA296G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA297G,31,762.6,108.2,6.8,46.9,30.32,8.01,-117.5,59.3
15BIM09-DA298G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA299G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA300G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA301G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA302GfrDA301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA303G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA304G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA305G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA306G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA307G,30.5,762.8,120,7.44,47.7,30.88,7.97,-115,84.8
15BIM09-DA308G,30.5,762.8,111.7,7.04,47.6,30.81,7.96,-114.6,85.5
15BIM09-DA309G,30.5,762.8,134.6,8.21,47.7,30.94,7.98,-115.7,84.5
15BIM09-DA310G,30.8,762.7,142.7,8.7,47.5,30.75,7.98,-115.6,70.3
15BIM09-DA311G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA312G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA313GfrDA312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA314G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA315G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA316G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA317G,30.2,763.2,131,8.1,47.9,31.04,7.98,-115.8,67
15BIM09-DA318G,30.2,763.2,128.9,7.91,47.8,31,7.99,-116.1,72.4
15BIM09-DA319G,29.9,763.3,143.1,8.52,47.9,31.07,8,-116.5,67.5
15BIM09-DA320G,30.2,763.4,144,8.84,48.1,31.19,8.06,-120,106.8
15BIM09-DA321G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA322G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA323G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA324GfrDA323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA325G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA326G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA327G,29.7,763.6,97.7,6.24,48.5,31.52,7.94,-113.2,111.9
15BIM09-DA328G,29.6,763.7,105,6.68,48.6,31.53,7.95,-113.6,121.5
15BIM09-DA329G,29.5,763.8,100.8,6.47,48.6,31.55,7.96,-114.6,114.2
15BIM09-DA330G,29.4,763.7,71.5,4.65,48.4,31.47,7.93,-112.8,117.4
15BIM09-DA331G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA332G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA333G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA334GfrDA333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA335G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA336G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA337G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA338G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA339G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA340G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA341G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA342G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA343G,27.8,763.5,56.1,3.65,52.3,34.34,7.88,-109.9,125.7
15BIM09-DA344G,27.8,763.5,59.4,3.84,52.4,34.4,7.86,-108.1,129.5
15BIM09-DA345G,29.4,763.6,62.7,3.95,48.7,31.65,7.95,-113.5,123
15BIM09-DA346GfrDA345,29.4,763.6,62.7,3.95,48.7,31.65,7.95,-113.5,123
15BIM09-DA347G,29.5,763.7,59.3,3.79,48.6,31.59,7.96,-114.4,111.9
15BIM09-DA348G,29.8,763.6,105.7,6.79,48.3,31.33,7.98,-115.4,105.6
15BIM09-DA349G,29.9,763.5,-999,6.2,48.1,31.2,7.96,-114.6,95.9
15BIM09-DA350G,30.3,762.9,122.4,7.72,47.8,30.97,7.97,-115,86.5
15BIM09-DA351G,30.7,762.8,125.3,7.71,47.8,30.99,7.96,-114.6,70.9
15BIM09-DA352G,30.1,762.8,115.1,7.26,47.6,30.02,7.98,-115.7,85.3
15BIM09-DA353G,30.1,762.7,133.5,7.74,47.4,30.66,7.96,-114.6,77.5
15BIM09-DA354G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA355G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15BIM09-DA356G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
