Source,Site,Core,Habitat_type,Latitude,Longitude,accuracy_flag,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,BD_reported_g_cm3,SOM_perc,Conv_factor
"Mazarrasa et al., in prep",Bahía de Santander,Bs2B3,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.254,0.264,CHN,,2.09,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.000,0.010,CHN,11.8,0.36,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.010,0.020,CHN,,0.46,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.020,0.030,CHN,,0.36,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.030,0.040,CHN,1.4,1.20,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.040,0.050,CHN,,1.08,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.050,0.060,CHN,,1.14,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.060,0.070,CHN,0.1,1.28,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.070,0.080,CHN,,0.91,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.080,0.090,CHN,,1.61,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.090,0.100,CHN,0.8,1.02,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.100,0.110,CHN,,0.87,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.110,0.120,CHN,,1.58,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.120,0.130,CHN,0.9,1.69,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.130,0.140,CHN,,1.41,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.140,0.150,CHN,,1.72,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.150,0.160,CHN,1.9,1.70,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.160,0.170,CHN,,1.63,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.170,0.180,CHN,,1.47,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.180,0.190,CHN,0.3,1.52,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.190,0.200,CHN,,1.34,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.200,0.210,CHN,,1.52,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.210,0.220,CHN,0.7,1.39,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.220,0.230,CHN,,1.54,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.230,0.240,CHN,,1.70,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.240,0.250,CHN,0.3,1.52,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.250,0.260,CHN,,1.44,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.260,0.270,CHN,,1.75,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.270,0.280,CHN,1.0,1.44,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.280,0.290,CHN,,1.42,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.290,0.300,CHN,,1.51,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.300,0.310,CHN,0.1,1.45,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.310,0.320,CHN,,1.77,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.320,0.330,CHN,,1.34,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.330,0.340,CHN,,1.60,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.340,0.350,CHN,,1.67,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.350,0.360,CHN,,1.58,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.360,0.370,CHN,,1.29,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_a1,Saltmarsh, 43.452136°,-3.748134°,direct from dataset,Spain,2019,0.370,0.390,CHN,,1.14,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B3,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.000,0.010,CHN,1.3,0.73,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B3,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.010,0.021,CHN,,1.00,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B3,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.021,0.031,CHN,,1.09,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B3,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.031,0.041,CHN,0.7,1.08,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B3,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.041,0.052,CHN,,1.08,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B3,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.052,0.062,CHN,,1.14,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B3,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.062,0.072,CHN,0.4,1.05,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B3,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.072,0.083,CHN,,1.38,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B3,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.083,0.093,CHN,,1.57,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B3,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.093,0.103,CHN,0.7,1.53,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B3,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.103,0.114,CHN,,1.49,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B3,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.114,0.124,CHN,,1.48,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS2B3,Saltmarsh, 43.419399° ,-3.480063°,direct from dataset,Spain,2019,0.124,0.134,CHN,0.1,1.69,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.000,0.011,CHN,5.2,0.26,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.011,0.021,CHN,,0.36,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.021,0.032,CHN,,0.32,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.032,0.043,CHN,4.6,0.44,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.043,0.053,CHN,,0.39,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.053,0.064,CHN,,0.41,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.064,0.075,CHN,3.1,0.45,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.075,0.085,CHN,,0.44,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.085,0.096,CHN,,0.49,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.096,0.107,CHN,3.2,0.52,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.107,0.117,CHN,,0.52,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.117,0.128,CHN,,0.62,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.128,0.139,CHN,2.6,0.57,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.139,0.149,CHN,,0.70,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.149,0.160,CHN,,0.64,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.160,0.171,CHN,1.6,0.66,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.171,0.181,CHN,,0.91,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.181,0.192,CHN,,0.88,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.192,0.203,CHN,1.6,0.87,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.203,0.213,CHN,,0.59,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.213,0.224,CHN,,0.45,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.224,0.235,CHN,3.3,0.38,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.235,0.288,CHN,2.3,0.40,NA,NA
"Mazarrasa et al., in prep",Marismas de Santoña,MS3B1,Saltmarsh, 43.448644°, -3.487925°,direct from dataset,Spain,2019,0.288,0.299,CHN,4.0,0.41,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B1,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.000,0.020,CHN,0.1,1.73,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B1,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.020,0.040,CHN,,1.53,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B1,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.040,0.060,CHN,,1.58,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B1,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.060,0.080,CHN,,1.30,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B1,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.080,0.100,CHN,0.2,1.43,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B1,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.100,0.120,CHN,,1.79,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B1,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.120,0.140,CHN,,1.27,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B1,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.140,0.160,CHN,,1.27,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B1,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.160,0.180,CHN,0.5,1.22,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B1,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.180,0.200,CHN,,1.40,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B1,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.200,0.250,CHN,0.2,1.49,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B1,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.250,0.300,CHN,,1.63,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B1,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.300,0.330,CHN,0.5,1.28,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B2,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.000,0.020,CHN,0.7,1.33,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B2,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.020,0.041,CHN,,1.30,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B2,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.041,0.061,CHN,,1.42,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B2,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.061,0.081,CHN,,1.45,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B2,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.081,0.102,CHN,0.0,1.32,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B2,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.102,0.122,CHN,,1.22,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B2,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.122,0.142,CHN,,1.56,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B2,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.142,0.163,CHN,,1.85,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B2,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.163,0.183,CHN,1.1,1.34,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B2,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.183,0.203,CHN,,1.05,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B2,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.203,0.254,CHN,0.0,1.40,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B2,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.254,0.305,CHN,,1.37,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B2,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.305,0.356,CHN,0.4,1.50,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS2_B2,Saltmarsh, 43.451940°,-3.748752°,direct from dataset,Spain,2019,0.356,0.391,CHN,,1.40,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.000,0.032,CHN,5.3,0.54,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.032,0.042,CHN,5.0,0.82,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.042,0.053,CHN,,0.83,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.053,0.063,CHN,,1.01,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.063,0.074,CHN,2.5,1.26,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.074,0.084,CHN,,1.34,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.084,0.095,CHN,,1.29,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.095,0.105,CHN,2.1,1.62,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.105,0.116,CHN,,1.38,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.116,0.126,CHN,,1.30,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.126,0.137,CHN,0.9,1.37,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.137,0.147,CHN,,1.28,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.147,0.158,CHN,,1.35,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.158,0.168,CHN,0.6,1.31,NA,NA
"Mazarrasa et al., in prep",Bahía de Santander,BS3_a1,Saltmarsh,43.409547,-3.808979,direct from dataset,Spain,2019,0.168,0.179,CHN,,1.74,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0,0.010700935,CHN,3.2,1.024048377,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.010700935,0.021401869,CHN,,0.566461675,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.021401869,0.032102804,CHN,,0.543335487,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.032102804,0.042803738,CHN,3.7,0.849432668,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.042803738,0.053504673,CHN,,0.775117053,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.053504673,0.064205607,CHN,,0.711714921,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.064205607,0.074906542,CHN,3.8,0.822148963,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.074906542,0.085607477,CHN,,0.570099502,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.085607477,0.096308411,CHN,,0.756408227,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.096308411,0.107009346,CHN,2.8,0.890488147,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.107009346,0.11771028,CHN,,0.922968748,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.11771028,0.128411215,CHN,,0.949992607,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.128411215,0.13911215,CHN,2.4,0.933102695,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.13911215,0.149813084,CHN,,1.31949192,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.149813084,0.160514019,CHN,,0.827086014,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.160514019,0.171214953,CHN,2.6,1.19996331,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.171214953,0.181915888,CHN,,1.29298775,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.181915888,0.192616822,CHN,,1.087710354,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.192616822,0.203317757,CHN,2.2,1.30000356,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.203317757,0.214018692,CHN,,0.953630435,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.214018692,0.224719626,CHN,,0.762124813,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.224719626,0.235420561,CHN,2.5,0.923488437,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.235420561,0.246121495,CHN,,1.149293573,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.246121495,0.25682243,CHN,,0.93933897,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.25682243,0.267523364,CHN,3.6,0.901401629,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.267523364,0.278224299,CHN,,0.910756042,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.278224299,0.288925234,CHN,,0.95986671,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.288925234,0.299626168,CHN,2.7,1.301302784,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.299626168,0.310327103,CHN,,1.117592507,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.310327103,0.321028037,CHN,,1.105119956,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.321028037,0.331728972,CHN,3.7,1.037820151,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.331728972,0.342429907,CHN,,0.774857209,NA,NA
"Mazarrasa et al., in prep",Mondego estuary,MM1a1,Saltmarsh,40.13201°,-8.84815°,direct from dataset,Portugal,2019,0.342429907,0.353130841,CHN,,0.796164483,NA,NA
