study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit,total_pb210_activity,total_pb210_activity_se,pb210_unit,pb214_activity,pb214_activity_se,pb214_unit,bi214_activity,bi214_activity_se,bi214_unit
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,5.2,6.24,0.2551376313724242,0.3377777777777786,0,NA,microcuriesPerGram,1.503247e-6,2.837972e-7,microcuriesPerGram,4.927228e-7,1.377612e-8,microcuriesPerGram,4.444882e-7,4.53194e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,7.28,8.32,0.2317748333673366,0.4734309203930214,6.286877e-8,9.913258e-9,microcuriesPerGram,1.661124e-6,3.643874e-7,microcuriesPerGram,3.17256e-7,1.131432e-8,microcuriesPerGram,3.544727e-7,1.891648e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,8.32,9.36,0.26464687946601045,0.3270613295464633,1.023971e-7,5.258221e-9,microcuriesPerGram,1.377926e-6,4.296905e-7,microcuriesPerGram,5.437002e-7,1.580393e-8,microcuriesPerGram,6.439966e-7,5.247033e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,9.36,10.4,0.14371992656475527,0.4096168047919915,1.564653e-8,1.205533e-7,microcuriesPerGram,2.28688e-6,4.55632e-7,microcuriesPerGram,2.918021e-7,3.153567e-8,microcuriesPerGram,3.500816e-7,4.190379e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,10.4,11.44,0.1801947722932526,0.5164274700510019,1.586601e-7,2.064316e-8,microcuriesPerGram,2.004458e-6,3.818062e-7,microcuriesPerGram,3.164817e-7,2.42539e-8,microcuriesPerGram,3.241557e-7,2.434142e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,11.44,12.48,0.17049923547260887,0.46992511474353776,1.825317e-7,2.0712720000000002e-08,microcuriesPerGram,1.370718e-6,2.884606e-7,microcuriesPerGram,3.225671e-7,2.214386e-8,microcuriesPerGram,1.648876e-7,8.858538e-9,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,12.48,13.52,0.16134673637920452,0.5192537670413774,4.476808e-7,3.204936e-8,microcuriesPerGram,1.210834e-6,4.432811e-7,microcuriesPerGram,4.023821e-7,5.360016e-8,microcuriesPerGram,3.393236e-7,2.35612e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,13.52,14.56,0.1614149204884543,0.60996705107084,2.196416e-7,3.81294e-8,microcuriesPerGram,1.262715e-6,6.846303e-7,microcuriesPerGram,4.050569e-7,2.478896e-8,microcuriesPerGram,5.261857e-7,3.630407e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,14.56,15.6,0.14477799783150638,0.5395543175487458,8.282668e-8,1.751069e-8,microcuriesPerGram,2.069691e-6,4.171914e-7,microcuriesPerGram,4.610919e-7,2.067021e-8,microcuriesPerGram,6.086718e-7,3.388592e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,15.6,16.64,0.14898471385754233,0.6577726218097426,0,NA,microcuriesPerGram,1.007353e-6,2.445535e-7,microcuriesPerGram,3.96912e-7,7.329309e-8,microcuriesPerGram,NA,NA,NA
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,16.64,17.68,0.15265569759661565,0.5115375559218269,2.484505e-8,1.253447e-9,microcuriesPerGram,9.624082e-7,5.031085e-7,microcuriesPerGram,NA,NA,NA,NA,1.740773e-9,NA
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,17.68,18.72,0.15052372660918037,0.5608411892675845,5.581243e-9,6.766992e-8,microcuriesPerGram,1.284385e-6,4.850743e-7,microcuriesPerGram,3.295201e-7,2.01264e-8,microcuriesPerGram,3.336901e-7,2.227426e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,20.8,21.84,0.16817245274445994,0.5373929392103619,0,NA,microcuriesPerGram,1.337662e-6,4.202219e-7,microcuriesPerGram,2.1916370000000001e-07,1.740922e-8,microcuriesPerGram,NA,1.383928e-9,NA
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,26,27.04,0.19382794142307153,0.4597124707455696,0,NA,microcuriesPerGram,1.076954e-6,2.658707e-7,microcuriesPerGram,4.118268e-7,2.221688e-8,microcuriesPerGram,NA,NA,NA
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,29.12,30.16,0.27068969614827276,0.3232141572548737,0,NA,microcuriesPerGram,9.135475e-7,1.915514e-7,microcuriesPerGram,6.446076e-7,2.219158e-8,microcuriesPerGram,6.013998e-7,3.383689e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,32.24,33.28,0.31614171040353223,0.25445353875782356,0,NA,microcuriesPerGram,7.116205e-7,1.84291e-7,microcuriesPerGram,5.91693e-7,1.502239e-8,microcuriesPerGram,4.954371e-7,1.716207e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,34.32,35.36,0.5044857013255138,0.233358878913948,3.442591e-8,6.591517e-9,microcuriesPerGram,5.992045e-7,1.481675e-7,microcuriesPerGram,6.754845e-7,1.481879e-8,microcuriesPerGram,5.211996e-7,2.183683e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,42.64,43.68,0.3331767795555637,0.2178883370440146,1.500984e-8,6.408246e-9,microcuriesPerGram,5.704194e-7,1.621708e-7,microcuriesPerGram,5.001095e-7,1.051273e-8,microcuriesPerGram,4.156048e-7,1.70283e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,52,54.08,0.2715870477289351,0.273210861631719,1.568909e-8,4.646199e-9,microcuriesPerGram,4.015334e-7,8.717934e-8,microcuriesPerGram,4.191166e-7,1.00148e-8,microcuriesPerGram,4.065837e-7,1.352231e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_7,single set of methods,64.48,66.56,0.3275875089571504,0.18167189952904217,7.636057e-9,3.121655e-9,microcuriesPerGram,3.815725e-7,1.60984e-7,microcuriesPerGram,3.553472e-7,1.152531e-8,microcuriesPerGram,1.432764e-7,1.008494e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,0,1.06,0.3212457780102305,0.383916026117861,4.831368e-9,1.110109e-8,microcuriesPerGram,2.936632e-6,5.725477e-7,microcuriesPerGram,1.955883e-7,7.478826e-9,microcuriesPerGram,NA,NA,NA
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,1.06,2.12,0.26085657353575,0.37060518731988534,8.603708e-8,1.156079e-8,microcuriesPerGram,2.781972e-6,5.312523e-7,microcuriesPerGram,4.004219e-7,1.969342e-8,microcuriesPerGram,3.945787e-7,2.007135e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,2.12,3.18,0.19773878711789855,0.3519774011299435,1.033862e-7,1.522421e-8,microcuriesPerGram,3.071444e-6,6.702568e-7,microcuriesPerGram,4.085199e-7,1.35729e-8,microcuriesPerGram,1.187484e-6,6.419481e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,3.18,4.24,0.22566139742906555,0.23575098918715529,1.230996e-7,1.511623e-8,microcuriesPerGram,4.663626e-6,9.133325e-7,microcuriesPerGram,5.296364e-7,2.387028e-8,microcuriesPerGram,4.181092e-7,2.581364e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,4.24,5.3,0.19983301333057055,0.23575098918715529,1.617839e-7,1.51165e-8,microcuriesPerGram,2.942208e-6,5.933902e-7,microcuriesPerGram,3.871168e-7,9.537334e-9,microcuriesPerGram,3.526681e-7,2.830148e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,5.3,6.36,0.20675370041942392,0.23575098918715529,3.540882e-8,9.889846e-8,microcuriesPerGram,2.785898e-6,5.659139e-7,microcuriesPerGram,4.114579e-7,7.422071e-8,microcuriesPerGram,3.394874e-7,3.060948e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,6.36,7.42,0.2398083825250168,0.23575098918715529,1.41685e-7,1.614047e-8,microcuriesPerGram,1.84925e-6,3.511792e-7,microcuriesPerGram,3.982971e-7,1.650376e-8,microcuriesPerGram,4.436739e-7,1.783804e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,7.42,8.48,0.3255986028418017,0.21203663323157437,1.101746e-7,2.182666e-8,microcuriesPerGram,2.383863e-6,4.736646e-7,microcuriesPerGram,3.849485e-7,3.539963e-8,microcuriesPerGram,2.625651e-7,1.657664e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,8.48,9.54,0.217161517667052,0.2843859437266031,2.096967e-7,1.310546e-8,microcuriesPerGram,1.89833e-6,3.750219e-7,microcuriesPerGram,3.776118e-7,1.210198e-8,microcuriesPerGram,3.231341e-7,1.62425e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,9.54,10.6,0.3129321869752744,0.3265102898871437,4.496941e-7,2.357092e-8,microcuriesPerGram,2.816107e-6,5.664636e-7,microcuriesPerGram,4.768279e-7,2.026899e-8,microcuriesPerGram,4.164173e-8,6.836563e-9,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,10.6,11.66,0.22587082005033277,0.23575098918715529,6.624788e-7,4.528233e-8,microcuriesPerGram,3.854722e-6,8.735743e-7,microcuriesPerGram,4.935289e-7,1.143489e-8,microcuriesPerGram,3.548614e-7,1.560512e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,11.66,12.72,0.25456658945745725,0.37294604049613056,4.420377e-7,1.151004e-8,microcuriesPerGram,3.395426e-6,6.514166e-7,microcuriesPerGram,4.48583e-7,1.924496e-8,microcuriesPerGram,2.630875e-7,2.322834e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,12.72,13.78,0.27315528224168023,0.23575098918715529,2.007444e-7,1.884572e-8,microcuriesPerGram,2.023224e-6,3.938991e-7,microcuriesPerGram,4.917597e-7,1.816655e-8,microcuriesPerGram,4.326591e-7,2.911623e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,13.78,14.84,0.2461568101255237,0.23575098918715529,6.95898e-8,1.292474e-8,microcuriesPerGram,1.957347e-6,3.905258e-7,microcuriesPerGram,4.617546e-7,1.639531e-8,microcuriesPerGram,1.640283e-7,1.540552e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,14.84,15.9,0.2614263978773375,0.30029089281718657,0,NA,microcuriesPerGram,1.411568e-6,3.073094e-7,microcuriesPerGram,3.363902e-7,1.116679e-8,microcuriesPerGram,3.30095e-7,2.584767e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,15.9,16.96,0.26928705161513433,0.23575098918715529,0,NA,microcuriesPerGram,9.592773e-7,2.397622e-7,microcuriesPerGram,4.106437e-7,1.788217e-8,microcuriesPerGram,2.685213e-7,1.875281e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,16.96,18.02,0.30949375975167803,0.25929629966360634,0,NA,microcuriesPerGram,1.060432e-6,2.166511e-7,microcuriesPerGram,4.167791e-7,1.167716e-8,microcuriesPerGram,2.565413e-8,4.856525e-9,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,18.02,19.08,0.2286529752224,0.23786531130876812,0,NA,microcuriesPerGram,7.110276e-7,4.080686e-7,microcuriesPerGram,4.815656e-7,1.148732e-8,microcuriesPerGram,4.451956e-7,2.529217e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,19.08,20.14,0.3730218683984077,0.1693645808166225,1.251414e-8,1.128103e-8,microcuriesPerGram,7.53489e-7,1.83323e-7,microcuriesPerGram,4.857548e-7,1.768277e-8,microcuriesPerGram,4.525344e-7,4.048757e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,20.14,21.2,0.46750799779129915,0.0949546794801794,5.034825e-11,4.815055e-10,microcuriesPerGram,6.142163e-7,2.479416e-7,microcuriesPerGram,6.14803e-7,1.687243e-8,microcuriesPerGram,1.447348e-7,6.873317e-9,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,21.2,22.26,0.6491577702730071,0.08419781792165974,NA,NA,NA,9.475373e-7,2.273846e-7,microcuriesPerGram,7.048425e-7,1.8237e-8,microcuriesPerGram,6.689309e-7,1.646833e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,22.26,23.32,0.8367456481263437,0.19611085766423345,5.333213e-9,2.503353e-9,microcuriesPerGram,4.547512e-7,1.733488e-7,microcuriesPerGram,6.051091e-7,1.506039e-8,microcuriesPerGram,6.183977e-7,1.919096e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,23.32,24.38,0.4893914441403423,0.16390243902439092,2.939945e-8,6.55519e-9,microcuriesPerGram,6.80267e-7,1.588383e-7,microcuriesPerGram,6.231681e-7,1.40539e-8,microcuriesPerGram,5.362086e-7,2.156307e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,24.38,25.44,0.5570946119052419,0.1902296450939459,NA,NA,NA,5.663419e-7,1.410744e-7,microcuriesPerGram,5.339609e-7,1.971648e-8,microcuriesPerGram,4.40739e-7,1.366254e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,25.44,26.5,0.5763931499696903,0.17962385597908065,NA,NA,NA,8.478659e-7,1.688916e-7,microcuriesPerGram,5.630425e-7,1.393089e-8,microcuriesPerGram,3.051472e-7,1.613481e-8,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,26.5,27.56,0.4704959228644952,0.1729762384212648,1.122359e-8,1.312163e-8,microcuriesPerGram,8.094958e-7,1.654702e-7,microcuriesPerGram,6.055001e-7,1.559017e-8,microcuriesPerGram,2.883034e-7,9.554814e-9,microcuriesPerGram
Weston_et_al_2023,Plum Island Sound,PIE_8,single set of methods,31.8,32.86,0.4402148729173133,0.17481848615277595,2.568928e-9,2.563034e-9,microcuriesPerGram,8.921604e-7,2.006407e-7,microcuriesPerGram,8.146788e-7,2.059357e-8,microcuriesPerGram,7.054123e-7,2.558142e-8,microcuriesPerGram
Weston_et_al_2023,Edisto,EDS_1,single set of methods,0,1.25,0.6218708956071448,0.10033832451179898,5.7776243093922655e-8,1.4505524861878452e-8,microcuriesPerGram,5.673087912959e-6,2.189732031755513e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,1.25,2.5,0.39308483809165923,0.102136618648136,2.1495375128468652e-8,1.8659815005138744e-8,microcuriesPerGram,6.242753544911818e-6,2.699990908174361e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,2.5,3.75,0.5864466238503578,0.12329260831474398,5.6351758793969856e-8,1.8667638190954776e-8,microcuriesPerGram,4.709357598804835e-6,2.5482857229088384e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,3.75,5,0.3529708017968782,0.111738970781771,0,1.893135593220339e-8,microcuriesPerGram,4.943355549523158e-6,2.4120306747425393e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,5,6.25,0.4284253963835635,0.117390641556953,2.2634791454730422e-8,1.8551475076297053e-8,microcuriesPerGram,4.387264935332077e-6,2.5564425055778056e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,6.25,7.5,0.4723501808259023,0.115751029142528,3.854890219560879e-8,1.91500998003992e-8,microcuriesPerGram,4.459955214695733e-6,2.533947370524217e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,7.5,8.75,0.44140303152957455,0.121684487294976,6.05034802784223e-8,2.1217517401392115e-8,microcuriesPerGram,3.925982246747908e-6,2.7773807740455073e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,8.75,10,0.4539901589353555,0.116844405136728,8.626679462571979e-8,1.8500383877159312e-8,microcuriesPerGram,3.351885354644471e-6,2.3388248493214905e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,10,11.25,0.447890025268522,0.118416752259576,1.1872998932764145e-7,2.1618356456776953e-8,microcuriesPerGram,2.8708671318062993e-6,2.50645222330121e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,11.25,12.5,0.503267660245578,0.15346506545051097,7.014329580348004e-8,1.9594575230296838e-8,microcuriesPerGram,3.175210138490589e-6,2.489098297376189e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,12.5,13.75,0.4587284273417501,0.131897145344,1.0214665249734325e-7,1.8537725823591925e-8,microcuriesPerGram,2.734173466771766e-6,2.129243350683308e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,13.75,15,0.40953565460268576,0.110266012971528,1.2818930041152266e-7,2.01440329218107e-8,microcuriesPerGram,2.8746210201971516e-6,2.4161993140259595e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,15,16.25,0.4259800121503074,0.103599500675072,1.0176043557168785e-7,1.9084119782214157e-8,microcuriesPerGram,2.2087281246764004e-6,2.162270028649339e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,16.25,17.5,0.49359149447844014,0.097645931389248,5.998565965583175e-8,2.0046271510516247e-8,microcuriesPerGram,2.6463664907737557e-6,2.2966976895633678e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,17.5,18.75,0.400771042956254,0.109275486213723,9.704322200392928e-8,2.0177996070726913e-8,microcuriesPerGram,1.7388950836887966e-6,2.30020018790893e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,18.75,20,0.4515512998708974,0.110793890625,5.8330425299890956e-8,2.0634023991275904e-8,microcuriesPerGram,1.9304200601910526e-6,2.471221562347516e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,20,21.25,0.4765775880888454,0.107423859078519,5.2784333672431334e-8,1.8334181078331637e-8,microcuriesPerGram,2.2863211634829132e-6,2.334872385101276e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,21.25,22.5,0.4225340990679105,0.126024764082176,4.13309929789368e-8,1.9263991975927784e-8,microcuriesPerGram,1.466546160001526e-6,2.2999099274801385e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,22.5,23.75,0.4368880893237762,0.112748992519157,5.3201117318435765e-8,2.042525139664805e-8,microcuriesPerGram,1.1634539567500462e-6,2.450524896404785e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,23.75,25,0.4262567709535207,0.114130618612424,4.278245614035088e-8,1.60590350877193e-8,microcuriesPerGram,1.541385135135135e-6,2.053657824491158e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,25,26.25,0.42342361560978914,0.096910380332601,8.9e-10,1.4482017543859651e-8,microcuriesPerGram,1.1988551051051049e-6,1.6837253920587257e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,26.25,27.5,0.4449569991550173,0.091230674005727,0,1.9576337448559672e-8,microcuriesPerGram,1.2542989234090055e-6,2.2595235410307425e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,27.5,28.75,0.4202276255535252,0.074406458984375,3.8488824101069005e-9,1.7955685131195343e-8,microcuriesPerGram,1.6823583787869503e-6,2.2195324576276954e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,28.75,30,0.3850718264033692,0.10556877976709098,1.7439189189189192e-8,1.6872200772200774e-8,microcuriesPerGram,1.8050054156473072e-6,2.1953221319775373e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,30,31.25,0.449070608911911,0.128317415338392,5.359328726554788e-8,1.8502862783810464e-8,microcuriesPerGram,1.5247601994887284e-6,2.2036211310026709e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,31.25,32.5,0.3854190474810436,0.096040393778112,1.9265882352941173e-8,2.1276235294117653e-8,microcuriesPerGram,1.2301529470647116e-6,2.547590605311193e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,32.5,33.75,0.4113802074508302,0.094298145000648,3.73482142857143e-8,1.6441160714285718e-8,microcuriesPerGram,1.6928731186543686e-6,2.049267459423709e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,33.75,35,0.36581776873086413,0.107820926575125,1.672030328559394e-8,1.570808761583825e-8,microcuriesPerGram,1.6960094045182505e-6,1.9281141398348647e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,35,36.25,0.3972405601189233,0.094588730770577,0,1.9595116772823777e-8,microcuriesPerGram,1.2297628042054792e-6,2.391819566381668e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,36.25,37.5,0.3972405601189233,0.092597643971,0,1.778232373386296e-8,microcuriesPerGram,1.6157076888208965e-6,2.2279531890380945e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,37.5,38.75,0.3972405601189233,0.092597643971,1.3427782888684454e-8,1.4443054277828891e-8,microcuriesPerGram,1.1655054318347787e-6,1.7203179490438e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,50,51.25,0.3972405601189233,0.08151874848701599,5.4710779082177175e-9,1.5510885805763072e-8,microcuriesPerGram,1.2409554698775617e-6,1.9470961756847562e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,62.5,65,0.3972405601189233,0.08995165206598399,2.2659007352941176e-8,1.3742647058823532e-8,microcuriesPerGram,7.536919962241653e-7,1.671680872048519e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,75,77.5,0.3972405601189233,0.08885083481384098,2.0011293634496923e-8,1.4711498973305956e-8,microcuriesPerGram,1.1269964779975043e-6,1.8432851485982901e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_1,single set of methods,87.5,90,0.3972405601189233,0.080975173309832,0,1.4595656370656372e-8,microcuriesPerGram,7.538305680197572e-7,1.748468123045826e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_5,single set of methods,0,1.136,0.27943774888109957,0.098826138137987,4.2262569832402244e-8,1.5570856610800744e-8,microcuriesPerGram,5.1709064744446486e-6,2.2085426324835078e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_5,single set of methods,1.136,2.272,0.30834416081116073,0.09434285600153598,1.8520231213872835e-8,1.7635375722543353e-8,microcuriesPerGram,5.467280864679708e-6,2.7120722601213925e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_5,single set of methods,2.272,3.4079999999999995,0.37492927060119985,0.08556366220433899,4.5263948497854074e-8,1.7293884120171673e-8,microcuriesPerGram,4.981141280765744e-6,2.4952259126078864e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_5,single set of methods,3.4079999999999995,4.544,0.4117899399138776,0.077957523665123,2.874069627851141e-8,1.960564225690276e-8,microcuriesPerGram,4.432467431417011e-6,2.680835472327069e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_5,single set of methods,4.544,5.68,0.4461342980895796,0.08194887044097898,5.1554336989032906e-8,1.6211665004985046e-8,microcuriesPerGram,3.629292927024732e-6,2.263657912648441e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_5,single set of methods,5.68,6.815999999999999,0.4549504744627372,0.10603287381991196,2.2478439425051342e-8,1.73888090349076e-8,microcuriesPerGram,3.51907991153371e-6,2.2949746461040095e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_5,single set of methods,6.815999999999999,7.951999999999999,0.4549504744627372,0.10603287381991196,6.279805352798054e-8,1.9402433090024332e-8,microcuriesPerGram,2.918867011780637e-6,2.53144415705243e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_5,single set of methods,7.951999999999999,9.088,0.485946635458432,0.124334319059,2.6439766081871338e-8,1.872643274853801e-8,microcuriesPerGram,3.049785897008119e-6,2.4865142920698477e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_5,single set of methods,9.088,10.223999999999998,0.4567584635212472,0.11743432747763098,9.095604395604396e-8,1.7653296703296705e-8,microcuriesPerGram,3.933449245949245e-6,2.284261253011253e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_5,single set of methods,10.223999999999998,11.36,0.4567584635212472,0.11743432747763098,8.868625146886017e-8,2.0236780258519393e-8,microcuriesPerGram,3.4821873871521343e-6,2.3630949545314997e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_5,single set of methods,11.36,12.496,0.4549437913082001,0.17085314457648798,2.133977272727273e-7,2.1713977272727272e-8,microcuriesPerGram,1.523480156292656e-6,2.161961322117572e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Edisto,EDS_5,single set of methods,12.496,13.631999999999998,0.3921847528200677,0.129569638558784,2.944288793103449e-7,2.3372090517241385e-8,microcuriesPerGram,1.3885754019105314e-6,2.004317423565807e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
