"study_id","site_id","core_id","core_date","salinity_class","salinity_method","vegetation_class","vegetation_method","COE_REGION","CLASS_FIELD_FWSST","CLASS_FIELD_HGM","HUC10_NAME","MAJ_RIVER_BASIN","SANDT_RSTUDY","SANDT_COAST_REG","STATE_NAME","HIGH_TABLE","HIGH_TABLE_COMMENT","ESTCHANNEL_PRESENT","ESTCHANNEL_PRESENT_COMMENT","ESTSURGE_PRESENT","ESTSURGE_PRESENT_COMMENT","TIDAL_STAGE","inundation_notes"
"Nahlik_and_Fennessey_2016","NWCA11-1271","NWCA11-1271-5389",2011-06-13,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Okaloacoochee Slough","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1275","NWCA11-1275-5390",2011-06-15,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","SLOPE","South Fork of the St. Lucie River-Indian River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1777","NWCA11-1777-5395",2011-08-23,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wicomico River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland","Y",NA,"Y",NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1852","NWCA11-1852-5396",2011-09-15,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Fishdam River-Frontal Big Bay De Noc","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2025","NWCA11-2025-5400",2011-06-21,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Neuse River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1381","NWCA11-1381-5411",2011-06-29,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Crooked River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1384","NWCA11-1384-5413",2011-06-07,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","South Newport River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,NA,NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1385","NWCA11-1385-5414",2011-08-17,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Ossabaw Sound-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"FLOOD","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1388","NWCA11-1388-5415",2011-06-09,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Medway River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,NA,NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1389","NWCA11-1389-5416",2011-06-30,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Wilmington River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,NA,NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1392","NWCA11-1392-5417",2011-08-02,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Sapelo River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,NA,NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1393","NWCA11-1393-5418",2011-06-15,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Crooked River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1395","NWCA11-1395-5419",2011-07-21,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Sapelo River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1396","NWCA11-1396-5420",2011-07-13,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Ossabaw Sound-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1397","NWCA11-1397-5421",2011-06-28,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Crooked River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,NA,NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1400","NWCA11-1400-5431",2011-06-08,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Sapelo River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1401","NWCA11-1401-5432",2011-06-14,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wilmington River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1404","NWCA11-1404-5433",2011-07-27,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Medway River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1408","NWCA11-1408-5434",2011-08-04,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Medway River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1409","NWCA11-1409-5435",2011-06-21,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lower St. Marys River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1411","NWCA11-1411-5436",2011-08-01,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","North Newport River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1412","NWCA11-1412-5437",2011-07-14,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wilmington River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1667","NWCA11-1667-5451",2011-05-05,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","DPRSS","Gueydan Canal-Frontal Intercoastal Waterway","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1670","NWCA11-1670-5452",2011-05-06,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Intracoastal Waterway-Frontal Calcasieu Lake","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana","Y",NA,NA,NA,"Y",NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1675","NWCA11-1675-5453",2011-08-12,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Terre Aux Boeufs-Frontal Breton Sound","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1678","NWCA11-1678-5455",2011-06-10,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Intracoastal Waterway-Frontal Calcasieu Lake","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1680","NWCA11-1680-5456",2011-09-10,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Weeks Bayou-Frontal Vermilion Bay","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1681","NWCA11-1681-5457",2011-09-11,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Lower Atchafalaya River","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1691","NWCA11-1691-5459",2011-06-20,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Black Lake Bayou-Starks North Canal","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,NA,NA,"Y",NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1694","NWCA11-1694-5460",2011-06-15,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Bayou Pointe Au Chien-Frontal Timbalier Bay","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,NA,NA,"Y",NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1701","NWCA11-1701-5461",2011-06-17,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Sabine Canal-Bayou Choupique","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1703","NWCA11-1703-5489",2011-08-14,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","TIDAL","Bayou Des Allemands-Lake Salvador","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,NA,NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1860","NWCA11-1860-5490",2011-09-12,"palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","FRINGE","Rainy River","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1773","NWCA11-1773-5491",2011-06-16,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wicomico River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland","Y",NA,NA,NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1776","NWCA11-1776-5492",2011-06-09,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Transquaking River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1777","NWCA11-1777-5493",2011-06-03,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wicomico River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland",NA,NA,"Y",NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1778","NWCA11-1778-5494",2011-09-22,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Upper Chincoteague Bay","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland","Y",NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1788","NWCA11-1788-5495",2011-06-02,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Marumsco Creek-Pocomoke Sound","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland",NA,NA,"Y",NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1789","NWCA11-1789-5496",2011-07-14,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Little Choptank River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland","Y",NA,"Y",NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1798","NWCA11-1798-5497",2011-08-24,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Upper Tangier Sound","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland",NA,NA,"Y",NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1801","NWCA11-1801-5498",2011-06-08,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wicomico River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland",NA,NA,"Y",NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1810","NWCA11-1810-5499",2011-06-18,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wicomico River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland","Y",NA,NA,NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1816","NWCA11-1816-5500",2011-09-23,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Upper Chincoteague Bay","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland","Y",NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1817","NWCA11-1817-5501",2011-06-04,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Honga River-Chesapeake Bay","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland",NA,NA,"Y",NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1819","NWCA11-1819-5502",2011-09-14,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Honga River-Chesapeake Bay","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland","Y",NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1832","NWCA11-1832-5505",2011-06-21,"estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","RIVERINE","Sheepscot River","New England","Coastal Watersheds","North East Coast Region","Maine","Y",NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1835","NWCA11-1835-5507",2011-06-23,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","FLATS","Outlet Saco River","New England","Coastal Watersheds","North East Coast Region","Maine","Y","TREES WITH BUTTRESS GROWTH",NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1858","NWCA11-1858-5509",2011-09-08,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Pine River-Frontal Saint Clair River","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1859","NWCA11-1859-5510",2011-07-12,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO",NA,"McKay Creek-Frontal Lake Huron","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1862","NWCA11-1862-5511",2011-09-07,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Woodruff Creek-Huron River","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1863","NWCA11-1863-5512",2011-09-14,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","West Branch Ford River-Ford River","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1866","NWCA11-1866-5513",2011-09-13,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","RIVERINE","Driggs River-Manistique River","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1867","NWCA11-1867-5514",2011-09-06,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","RIVERINE","Town Line Creek-Muskegon River","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1966","NWCA11-1966-5516",2011-05-01,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","DPRSS","Pass Marianne-Mississippi Sound","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Mississippi",NA,NA,NA,NA,"Y","TIDAL INFLOW RECENTLY BLOCKED BY DIKE BELOW AA.","SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1969","NWCA11-1969-5517",2011-05-18,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Biloxi Bay-Mississippi Sound","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Mississippi",NA,NA,NA,NA,"Y",NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1970","NWCA11-1970-5518",2011-05-17,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","West Pascagoula River-Pascagoula River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Mississippi",NA,NA,"Y",NA,NA,NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1973","NWCA11-1973-5521",2011-06-04,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Ship Island Pass-Mississippi Sound","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Mississippi",NA,NA,NA,NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1977","NWCA11-1977-5532",2011-08-31,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","West Pascagoula River-Pascagoula River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Mississippi",NA,NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1391","NWCA11-1391-5534",2011-06-28,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Pudding Creek-Satilla River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1978","NWCA11-1978-5536",2011-08-30,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Back Bay of Biloxi-Biloxi Bay","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Mississippi",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1990","NWCA11-1990-5540",2011-09-01,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Mikes River-Pearl River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Mississippi",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1993","NWCA11-1993-5542",2011-08-31,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","West Pascagoula River-Pascagoula River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Mississippi",NA,NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2031","NWCA11-2031-5549",2011-06-15,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Limestone Creek-Northeast Cape Fear River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2033","NWCA11-2033-5551",2011-08-10,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Lake Mattamuskeet-Rose Bay","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2036","NWCA11-2036-5553",2011-06-07,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","RIVERINE","Alligator River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2038","NWCA11-2038-5555",2011-05-26,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Oyster Creek-Jarrett Bay","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,NA,NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2040","NWCA11-2040-5558",2011-06-20,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Pamlico River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2042","NWCA11-2042-5560",2011-09-19,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FRINGE","Headwaters Pungo River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2043","NWCA11-2043-5562",2011-06-16,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Lockwoods Folly River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2047","NWCA11-2047-5564",2011-08-24,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Harrisons Creek-Northeast Cape Fear River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2048","NWCA11-2048-5566",2011-09-21,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Pamlico Sound-Hatteras Inlet","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,NA,NA,"Y",NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2051","NWCA11-2051-5568",2011-08-23,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Middle Trent River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2070","NWCA11-2070-5582",2011-06-06,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Currituck Sound","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,"Y",NA,"Y",NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2073","NWCA11-2073-5584",2011-09-01,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Headwaters Pungo River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2074","NWCA11-2074-5586",2011-06-08,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Croatan Sound","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,NA,NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2075","NWCA11-2075-5588",2011-06-13,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","RIVERINE","Limestone Creek-Northeast Cape Fear River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2076","NWCA11-2076-5590",2011-09-08,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Pamlico Sound-Hatteras Inlet","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,"Y",NA,NA,NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2077","NWCA11-2077-5591",2011-06-28,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lake Mattamuskeet-Rose Bay","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,NA,NA,"Y",NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2079","NWCA11-2079-5592",2011-06-27,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Intracoastal Waterway-Pungo River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,NA,NA,"Y","WIND TIDES ONLY",NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2081","NWCA11-2081-5593",2011-09-09,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lake Mattamuskeet-Rose Bay","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,NA,"field observation"
