study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_carbon,cs137_activity,cs137_activity_sd,total_pb210_activity,total_pb210_activity_sd,ra226_activity,ra226_activity_sd,excess_pb210_activity,excess_pb210_activity_sd,delta_c13,CRS_model_age,CRS_age_se,carbon_nitrogen_ratio,BACON_model_age,BACON_model_age_min,BACON_model_age_max,total_lignin_l8,lignin_l6,CV_phenols_ratio,SV_phenols_ratio,ad_al_vanillyls_ratio,ad_al_syringyls_ratio,total_amino_acids,fraction_amino_acids_nitrogen,degradation_index,DAPA_concentration,GABA_concentration,Hyp_concentration,MurA_concentration
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,8,10,Wac_Marsh_10,0.07834327489570307,0.0592,0.16066905489603206,0.01367684510188501,3.8880721367606546,0.1102731746052265,6.2186658437504825,0.7075091556324754,-2.3690920701533646,0.7278794710029813,-23.286225184480134,NA,NA,18.862818372775777,NA,NA,NA,4.0081656674685,2.63333622925639,1.26533261533024,1.42360697654396,0.419262571829731,0.319580331921387,1.7403,0.44043835978142076,-2.000076638162692,1.394,8.232,29.634,3.013
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,10,12,Wac_Marsh_12,0.13693832792714933,0.05364,0.13322829904556616,0.014078620699021145,3.819822709532163,0.1236432789900962,5.8473794691273,0.5928573181195349,-2.062456816357178,0.6160376311741326,-23.36905294493788,NA,NA,17.87255682291233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,12,14,Wac_Marsh_14,0.11732002857515737,0.05422,0.1283005708909095,0.011234362396197153,4.011097413383699,0.10301950498177197,6.291986749602604,0.6924973687162671,-2.3205459717854136,0.7122908852339871,-23.60544227297756,NA,NA,16.296477799130866,NA,NA,NA,3.69033649406948,2.45069662017076,1.29578341794352,1.56168917254993,0.4562072228685,0.3326043460069,1.9264000000000001,0.4239941675257732,-1.694629637831751,1.404,9.741,34.012,2.904
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,14,16,Wac_Marsh_16,0.13304065255920391,0.05634,NA,NA,NA,NA,NA,NA,NA,NA,-23.572543368778515,NA,NA,18.77218216634752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,16,18,Wac_Marsh_18,0.1149814233543901,0.05333,0.0778320317897534,0.00925544347166518,4.438131772177947,0.11367250120246347,6.546669494911239,0.9520465108503239,-2.143733838122905,0.9748132511528248,-23.543911550348678,NA,NA,18.29189199116496,NA,NA,NA,3.98617164974442,2.65898093716929,1.25741808328825,1.51919387457749,0.447065504494433,0.325853395851908,2.0204,0.5023769552941176,-1.311810076805637,1.69,10.64,34.844,3.226
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,18,20,Wac_Marsh_20,0.13018235728937727,0.048,NA,NA,NA,NA,NA,NA,NA,NA,-23.813868695544294,NA,NA,18.2334488716505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,20,22,Wac_Marsh_22,0.18306081978117023,0.045110000000000004,NA,NA,NA,NA,NA,NA,NA,NA,-27.30490541409671,NA,NA,18.788008908500544,NA,NA,NA,4.87194758211974,3.53687137806884,0.955980177973833,1.53257373565462,0.355053960359516,0.271105130974661,1.8777000000000001,0.47730908499999997,-2.547028944356739,1.6,11.146,29.76,2.516
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,22,24,Wac_Marsh_24,0.16721027328485882,0.04902,0.040078843025364394,0.006901312625838904,4.985264284822284,0.12363381802711178,7.4842211092983915,1.0946302029773185,-2.5326609238156355,1.1164474731839729,-23.968945268787145,NA,NA,19.05539755224378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,24,26,Wac_Marsh_26,0.12797367458087486,0.05023,NA,NA,NA,NA,NA,NA,NA,NA,-23.238164632115762,NA,NA,18.595959259567618,NA,NA,NA,6.20358141904041,4.48274526795627,0.948644962901706,1.47120198848627,0.340445973720119,0.26224201930518,1.6222,0.4109345226666667,-1.406495644915159,1.945,9.884,25.268,3.605
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,26,28,Wac_Marsh_28,0.1444738336385105,0.057969999999999994,NA,NA,NA,NA,NA,NA,NA,NA,-23.31076674313428,NA,NA,17.559353925568228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,28,30,Wac_Marsh_30,0.11680033852609797,0.06157,NA,NA,NA,NA,NA,NA,NA,NA,-23.359849860442576,NA,NA,17.21864849307799,NA,NA,NA,4.21655974515659,3.07792250371059,0.950624781065682,1.56969410425331,0.447251922443303,0.354725806531268,1.8857000000000002,0.4424746908393286,-2.175048361639151,1.917,9.481,28.072,3.328
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,30,32,Wac_Marsh_32,0.12875320965446393,0.0528,NA,NA,NA,NA,NA,NA,NA,NA,-22.98763622085468,NA,NA,17.00949083965849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,32,34,Wac_Marsh_34,0.15187941683760683,0.048479999999999995,NA,NA,NA,NA,NA,NA,NA,NA,-22.379210079220616,NA,NA,16.876553706366177,NA,NA,NA,6.1350457374863,4.65356380901083,0.825055844574979,1.59162798069227,0.336713583104802,0.276263938330863,1.3731,0.31815406417910447,-1.770584390747691,1.506,9.361,18.772,2.47
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,34,36,Wac_Marsh_36,0.1561668597423468,0.04153,NA,NA,NA,NA,NA,NA,NA,NA,-23.850681033525515,NA,NA,17.80569741217609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,36,38,Wac_Marsh_38,0.17279694131224724,0.04453,NA,NA,NA,NA,NA,NA,NA,NA,-24.91926139992483,NA,NA,18.157356630547877,NA,NA,NA,4.85543703126163,3.63523623410791,0.774884974043549,1.30854621754031,0.311516654981709,0.253907701425074,1.4684000000000001,0.36785949895104897,0.159147140922512,1.879,9.246,18.518,3.067
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,38,40,Wac_Marsh_40,0.14863135403098562,0.05334,NA,NA,NA,NA,NA,NA,NA,NA,-25.26182065613897,NA,NA,18.513123386895344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,0,2,Wac_Mangrove_2,0.04417365417004818,0.11406000000000001,0.46225368283641494,0.042442931033552685,11.218459702635247,0.35110710222333447,4.640196117030149,0.8001036130980271,6.664711145929627,0.8852339905389166,-24.212982392378407,2.840718597374998,1.711097002748038,15.466814528542637,NA,NA,NA,5.24547822833178,4.93431131377934,0.168150005227229,1.66642896272627,0.211453546886714,0.178313749757899,3.3236999999999997,0.49139244,1.341918174275424,3.437,6.966,112.393,4.64
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,2,4,Wac_Mangrove_4,0.03533892333603854,0.12262,0.6173382633562848,0.04657655996537011,10.87076746494635,0.3276924044344851,4.766383352503573,0.35711906327066323,6.186187672032503,0.4911768032542104,-23.99569972654792,4.942438573351735,1.777639581065852,12.169967175479213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,4,6,Wac_Mangrove_6,0.06613055874280742,0.14666,0.22983850603968226,0.030024749667398983,11.200283756440655,0.35000944563603054,4.3542056883111515,0.6863043211530484,6.9413739297359625,0.7811264745268158,-25.100322765709628,9.767640606678865,1.9480881513866855,13.617205857475659,NA,NA,NA,5.34616208254131,4.46069051995462,0.454033461838137,1.28725895278572,0.333524161116151,0.263380673645907,2.2126,0.48498072770642203,1.786447204010616,2.186,4.39,71.281,3.703
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,6,8,Wac_Mangrove_8,0.04937055466064209,0.11410999999999999,0.6469997629474059,0.04578036892261045,8.879826303490333,0.28359030524644374,4.459015309162743,0.8002415130993178,4.482730189641382,0.8608966858874789,-23.269833755342763,12.330087827383114,2.0470193157922942,11.201423736995297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,8,10,Wac_Mangrove_10,0.07626451469946553,0.11002,0.8353145649204424,0.0407963760748666,8.957737129056046,0.22305616574551038,4.271210021860825,0.658870575614399,4.752573530818652,0.7054067099479134,-22.324472448259822,16.90088117529002,2.24620971511232,12.242674971606817,NA,NA,NA,5.1116843733101,4.45856966101702,0.310871764089183,1.12220516510568,0.3821927952849757,0.34052593869573,2.4469000000000003,0.4576656294736842,0.8834628347120616,2.728,7.784,68.591,4.691
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,10,12,Wac_Mangrove_12,0.06716993884092619,0.11585000000000001,0.786110219137069,0.04934876335006594,8.402483338096749,0.2704044989043721,3.061570278916802,0.31347169204358877,5.417568330235039,0.41992611070784114,-23.07177749878327,22.26695182961954,2.573356003901421,12.497878717558551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,12,14,Wac_Mangrove_14,0.05053985727102571,0.11329,0.8059507570876495,0.05151337240377771,8.36681049540281,0.2783181467019557,4.428669948344148,0.45796563773320087,3.9950034609533134,0.5436423282985058,-23.105467480569164,25.7222346229835,2.8168615271842325,11.743701828879086,NA,NA,NA,6.15110070268901,4.8540379586511,0.642764862811871,1.40543879385746,0.354163569121084,0.331674767768474,2.2194000000000003,0.42170187499999995,0.4311985253900773,2.343,6.252,64.298,3.702
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,14,16,Wac_Mangrove_16,0.07080776918434194,0.1167,0.8593303673910287,0.05667107942494337,8.037752444035144,0.29099180875978836,2.895447217767266,0.41975109610291456,5.217000263391041,0.5181705887109089,-22.69404133936568,32.181093810598234,3.3749053219956915,12.38337786964921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,16,18,Wac_Mangrove_18,0.06963846657395831,0.10635,1.039267439746964,0.0673288373606807,7.481966916292272,0.30259948933779207,4.748228261150465,0.37374096252123645,2.774394649493966,0.4880349774097238,-22.340806984883283,37.13952213139816,3.8627049584805553,12.540278000979722,NA,NA,NA,3.91485332833452,2.69177224796488,1.13697432691574,1.50226742033765,0.400022458778589,0.366274675203196,2.2131,0.4263907168539326,0.5105201392757068,2.272,6.832,57.842,4.617
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,18,20,Wac_Mangrove_20,0.0636620310097753,0.09202,1.1308199866227866,0.059095962083370576,7.0879576556195945,0.24698423926167398,4.964647184533308,0.5854276979292778,2.155072103525868,0.644899582204926,-21.942652654686363,40.9293885022976,4.234394348325613,11.818499525214955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,20,22,Wac_Mangrove_22,0.051059547320085094,0.09396,1.3489520457269641,0.06281618929702779,5.961756934917141,0.22060952448576723,3.3712687029555575,0.4802068699276297,2.624754827135653,0.5354477338950236,-21.683341885788884,45.88743614408701,4.867751882044863,12.041139212132471,NA,NA,NA,5.20936815531952,3.84511749931024,0.784255700663384,1.2104114850681,0.41536197005541,0.45558795661699,2.2596,0.38838420090909087,-0.2745990609844248,2.302,7.863,54.125,3.038
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,22,24,Wac_Mangrove_24,0.12459568926198882,0.06588,NA,NA,NA,NA,NA,NA,NA,NA,-20.220379949449946,NA,NA,10.88215358772872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,24,26,Wac_Mangrove_26,0.09081583607312844,0.07364,0.9142647612776021,0.06003038103046752,6.154260192543134,0.2638740746016469,2.2148502141722375,0.4470663756484842,4.015090936823836,0.5291050115147915,-20.71245786523178,62.87830865701931,7.9757236483857525,11.052454169263761,NA,NA,NA,7.53006859973459,5.74903301258521,0.744824396358935,1.40423047924601,0.36950790873378,0.337470568322383,2.9064,0.42159502000000004,-0.0891859826428653,2.599,9.564,67.496,3.899
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,26,28,Wac_Mangrove_28,0.12511537931104819,0.0894,1.1843150597289394,0.029825225922239837,5.970930118765865,0.11050589151145697,4.225756587643848,0.5573824461685352,1.7706743017502138,0.5765343320388405,-21.363797513092383,82.22665904461965,12.337173174741059,12.76090348433153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,28,30,Wac_Mangrove_30,0.07821335238343823,0.08871000000000001,1.13731463458559,0.05378222844269925,4.74986913320654,0.18307029026129215,5.074297636292327,0.521695311282376,-0.3293095804682226,0.5612022365202235,-20.68999787737452,82.23504855796101,11.496573269658068,13.867549138937209,NA,NA,NA,6.73167978033066,5.71761879991114,0.401304046771204,1.26268795132047,0.3812655834997683,0.3770713827307686,2.3863000000000003,0.42078301317073186,0.7068968024892937,2.466,7.787,57.817,4.457
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,30,32,Wac_Mangrove_32,0.08561893558253454,0.09196,1.0041486837059832,0.04933853480314827,5.635162476195709,0.1949289967560421,4.870427080427069,0.6347582021530227,0.7794934254219391,0.6768288210945494,-20.958496823122697,90.30497605348786,12.69103131824575,11.618852094139418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,32,34,Wac_Mangrove_34,0.100560024492992,0.09571999999999999,0.7472476424157009,0.04374250363098961,6.296048233994337,0.21104723981037954,5.158118678274651,0.4392210952213072,1.1530803100229632,0.493782678489465,-21.474055635300758,112.8083520543472,21.854288370034563,11.71320518276225,NA,NA,NA,6.90907658729902,6.76981864477293,0.37468932393219745,1.2957201789212667,0.312608374820639,0.189781763925645,2.2634000000000003,0.4108000828235294,0.2841761929811481,2.724,6.36,56.377,4.339
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,34,36,Wac_Mangrove_36,0.07457552204002249,0.09721,0.6633463092755735,0.047243418492865306,6.111681140644531,0.23877020550097466,5.189405378124406,0.6838882331930893,0.9401542621858255,0.7384137665497108,-21.359713878936518,140.2488311991459,39.082340246063936,12.955937723753227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,36,38,Wac_Mangrove_38,0.09172529365898238,0.07943,0.6114570635439814,0.02777224227823757,6.147630544044758,0.14597643350455342,5.56859376636987,0.5103600144376714,0.5898083813976356,0.5407009689607835,-21.062629494097276,370.07152697447253,33469.306118923676,11.18716870646352,NA,NA,NA,7.22886220680825,5.32194369056524,0.885385692923156,1.47098801654756,0.340863447428775,0.322503353266272,2.7528,0.42301213043478264,-0.801199700355111,2.608,10.189,63.09,4.713
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,38,40,Wac_Mangrove_40,0.08042203509194065,0.07799,0.45381444167907414,0.02628950494048965,5.526141911511718,0.15107216613941277,5.525652151905299,0.48757877355876983,4.96704087590868e-4,0.5176845371565783,-20.989124079291692,NA,NA,11.425936714628007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,0,2,Wac_Mangrove_replicate_2,0.10172932710337565,0.1705,NA,NA,NA,NA,NA,NA,NA,NA,-25.118360010975977,NA,NA,14.732815246553798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,6,8,Wac_Mangrove_replicate_8,0.1067963050817047,0.1275,NA,NA,NA,NA,NA,NA,NA,NA,-23.718612200907696,NA,NA,13.52111876466581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,12,14,Wac_Mangrove_replicate_14,0.12212716152895672,0.1363,NA,NA,NA,NA,NA,NA,NA,NA,-22.493325712094297,NA,NA,15.899775187343879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,18,20,Wac_Mangrove_replicate_20,0.1333004975837336,0.10640000000000001,NA,NA,NA,NA,NA,NA,NA,NA,-21.661591506111694,NA,NA,12.795728645372842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,24,26,Wac_Mangrove_replicate_26,0.08847723085236119,0.113,NA,NA,NA,NA,NA,NA,NA,NA,-22.049057928898716,NA,NA,14.023154463479017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,30,32,Wac_Mangrove_replicate_32,0.1171901060628925,0.0973,NA,NA,NA,NA,NA,NA,NA,NA,-21.39966893060513,NA,NA,12.898086821588072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate,36,38,Wac_Mangrove_replicate_38,0.1543479445706389,0.0911,NA,NA,NA,NA,NA,NA,NA,NA,-21.81092807313329,NA,NA,12.502434245971493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,0,2,Wac_Transition_2,0.06327226347298076,0.22556,0.10329684384719096,0.024060632354370667,8.01880603426921,0.3555952226525801,2.7568430930869794,0.2160996697410663,5.341585782319609,0.42240587014133757,-20.54936231101666,3.3510064694542208,1.4864756142823898,12.044129419826698,NA,NA,NA,6.35903983365636,4.75626921466511,0.8030648189852135,1.344043030792017,0.36457344224206195,0.263569874066372,2.5061,0.5143211672131148,0.5350906651069681,2.403,5.693,41.072,5.379
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,2,4,Wac_Transition_4,0.0483311745625233,0.21492999999999998,0.28025760337477357,0.03576275778240123,8.431656294664386,0.3319286013671287,3.4099452822119365,0.4396369014497439,5.098133430737648,0.5592528494964778,-20.382926950575754,6.501779535916762,1.5740274569336152,11.806278025956185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,4,6,Wac_Transition_6,0.04924063214837723,0.21747,0.37603527555441624,0.04360711122528758,9.63879017797281,0.37567673872289165,3.104512489481778,0.8366855402230153,6.6342850475750295,0.9311934254530191,-19.42107351784366,11.539753288727457,1.7115721733366733,13.059185490883273,NA,NA,NA,6.610839692999,4.64241827621986,1.09924488423917,1.59251118542655,0.358660436785146,0.330216537694807,2.4723,0.4952324016853932,-0.195198045749198,2.22,4.449,34.744,6.67
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,6,8,Wac_Transition_8,0.05118946983234995,0.22333999999999998,0.2190497666713006,0.03223229753863672,8.654067840283838,0.34378279301218945,3.693760997261927,0.3611497448843442,5.037513939099393,0.5063747416808059,-18.61442361141228,15.211335321136389,1.8482999007239875,12.661879664917432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,8,10,Wac_Transition_10,0.045342956780431806,0.22097,0.3213106067441188,0.03909419621244521,8.20010335032136,0.33444719606116097,1.7609383462391508,0.5002011963638199,6.539948546684731,0.6111287992495541,-19.692679688869916,20.114713291945595,2.067205875039256,14.252821666790695,NA,NA,NA,6.464270497014677,4.896770203764455,0.7173270968706597,1.2159571680739423,0.3549943514627002,0.21193707671049272,2.2201,0.4818056465868264,0.2743987503643038,1.92,3.918,32.067,3.708
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,10,12,Wac_Transition_12,0.056256447810679,0.20287,0.3396200312889593,0.04254633585417156,6.90402594226411,0.3251331462058571,2.5724582643059795,0.5932319991774222,4.3997392720963076,0.6871345988990158,-18.55315906155673,25.048585671117245,2.2879812837186924,14.964145453637771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,12,14,Wac_Transition_14,0.061193503276743215,0.20120000000000002,0.35357994255455977,0.03635262835750535,6.204204760044833,0.25607166780706925,2.8595334187298467,0.525295787201746,3.3987606519403086,0.5938377533300312,-18.610339308088577,31.327728823485067,2.569783973586129,14.412507208277756,NA,NA,NA,6.082632412346476,4.710699901776071,0.632683638920962,1.136226158242498,0.3530776713200813,0.18637946052069693,2.0728,0.4416732762580645,0.5639801740827074,1.734,3.721,26.515,4.006
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,14,16,Wac_Transition_16,0.05586668027388445,0.18917,0.5450689155089335,0.043424184644729726,8.54522966140175,0.28932239134712573,2.935926404949047,0.3828900933324604,5.700502125256071,0.48771120065115015,-18.8329338392304,42.35466541362022,3.4441807946355865,13.501007338540246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,16,18,Wac_Transition_18,0.05534699022482506,0.21945,0.3362355101785821,0.03572524308825397,5.323757206205364,0.2394353939747345,2.375402077925344,0.24680221796087845,2.996546656749713,0.34948186285188837,-19.13925658850814,51.65940635633947,4.469793206091798,14.948505877011494,NA,NA,NA,5.44445122160432,4.25787719143182,0.545206558438216,0.956407700458132,0.366245582112952,0.110038517803011,2.0328,0.4618792090566037,0.8054639358206018,1.613,3.21,33.455,4.428
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,18,20,Wac_Transition_20,0.07015815662301769,0.20476,0.4830561066219163,0.03085427329847736,4.610339073606726,0.1616704916009778,1.3655607810397763,0.07790249899194243,3.2891027691448325,0.1819121900013662,-18.542948303247474,70.03174376147,7.938047151433992,15.55617079566315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,20,22,Wac_Transition_22,0.08405986543535639,0.14224,NA,NA,NA,NA,NA,NA,NA,NA,-18.90338807156428,NA,NA,12.528518545814373,NA,NA,NA,6.06276809711055,4.9318829972429,0.465136081389759,1.0284967336459,0.326497309462611,0.159972373502912,2.473,0.45039149531249995,0.263299010528661,2.111,3.856,40.262,5.023
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,22,24,Wac_Transition_24,0.06950854406169346,0.16429,NA,NA,NA,NA,NA,NA,NA,NA,-19.092287100285553,NA,NA,14.287239121036885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,24,26,Wac_Transition_26,0.05456745515123598,0.18596000000000001,0.6135595592423151,0.03097536298222799,4.675507307323505,0.14374871391622543,2.6793280642792987,0.48699429461244725,2.0281148717139024,0.5158902574031424,-19.761091769541945,84.85051216660527,11.896082922251013,13.769080565037605,NA,NA,NA,6.21919983080257,5.01119330596079,0.500461752009602,1.0760737048903,0.426757927087775,0.198849053013536,1.7096,0.35759169600000007,0.06278456849269604,1.165,2.345,35.351,2.636
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,26,28,Wac_Transition_28,0.05703598288426808,0.21373999999999999,0.5403452819745809,0.04221168326289558,4.411567095879618,0.2022718974763016,2.8949514970032695,0.3893948862906039,1.5448286293101514,0.4469591847516599,-18.962610469757976,104.56939840016574,20.87189625090344,14.722949031314718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,28,30,Wac_Transition_30,0.05625644781067901,0.18587,0.7613880647344373,0.038333573351822206,5.118503540329325,0.16858022972697195,3.110430503066427,0.279290288213728,2.039850788536703,0.3313869000652627,-18.620550066397833,194.41007710311737,338.8103217590216,14.695461871815242,NA,NA,NA,7.02182858636576,5.36851217634365,0.764743014278255,1.48321020649137,0.368814307828088,0.350454566701298,2.0115,0.40953928922033905,-2.058379977297766,1.103,4.109,38.291,2.43
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,30,32,Wac_Transition_32,0.05300838500405781,0.16105,0.27263219249217224,0.019567245011600728,3.4231715367537734,0.11565730963309644,3.295449168447417,0.35080822698373587,0.13010944158409357,0.37628553208342724,-17.455502543311503,NA,NA,17.7015504402146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition,32,34,Wac_Transition_34,0.08042203509194064,0.13625,0.11115452877024135,0.013584532982616911,2.6282206263013923,0.1105394640160461,4.050308936484332,0.4238403757445431,-1.4439766359557535,0.44475968017819995,-17.82104769078294,NA,NA,16.516856689406854,NA,NA,NA,9.31113387836949,6.56036879036429,1.02404498985761,1.44227063251795,0.368574932950592,0.334732084407787,1.5484,0.3496581205821206,-2.608058869789265,0.92,3.815,21.308,2.129
