method_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,total_pb210_activity,total_pb210_activity_sd,excess_pb210_activity,excess_pb210_activity_sd,pb214_activity,pb214_activity_sd,depth_interval_notes,study_id,pb210_unit,pb214_unit
Poppe_and_Rybczyk_2019,TF,TF_5A,20,22,1.48,0.01754386,NA,1.312784355,15.05020442,2.23831492,2.231250459,2.502115353,12.9043131,0.883559955,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,TF,TF_5A,22,24,1.5,0.024840764,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,24,26,1.64,0.018394649,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,26,28,1.53,0.013478486,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,28,30,1.46,0.019112207,NA,1.314213951,18.37941346,2.521920575,3.565205862,2.805322588,14.9514786,0.956762426,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,TF,TF_5A,30,32,1.42,0.024708305,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,32,34,1.62,0.017552917,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,34,36,1.65,0.015143603,NA,1.621673649,13.11390285,1.885863004,2.091035928,2.148073152,11.14406495,0.733725463,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,TF,TF_5A,36,38,1.38,0.026212798,NA,2.250267399,24.30777448,3.22004872,8.675807646,3.522190809,15.96886495,1.045149496,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,TF,TF_5A,38,40,1.47,0.019710145,NA,1.276291029,18.28476632,2.460689186,3.989340531,2.78962487,14.5276153,0.920604823,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,TF,TF_5A,40,42,1.54,0.021036429,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,42,44,1.51,0.020792723,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,44,46,1.37,0.038513514,NA,0.771521035,21.47464396,2.848071147,6.478472515,3.198527642,15.37010223,0.985979572,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,TF,TF_5A,46,48,1.38,0.016081001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,48,50,1.6,0.010660981,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,50,52,1.55,0.014570966,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,52,54,1.51,0.017621145,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,54,56,1.57,0.01578354,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,56,58,1.52,0.0155902,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,58,60,1.43,0.041120381,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,60,62,1.33,0.038356164,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,62,64,1.08,0.112190316,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,64,66,1.34,0.028660436,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,66,68,1.31,0.017331933,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,68,70,1.53,0.017337808,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,70,72,1.44,0.015350877,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,72,74,1.52,0.0169279,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,74,76,1.24,0.016725798,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,76,78,1.38,0.015670342,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5A,78,80,1.34,0.015706806,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,0,2,1.7,0.022716517,0.003759271,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,2,4,1.58,0.020903955,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,4,6,1.57,0.02514142,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,6,8,1.53,0.023945268,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,8,10,1.63,0.023400936,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,10,12,1.54,0.02513465,0.00445377,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,12,14,1.43,0.063583815,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,14,16,1.46,0.031105228,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,16,18,1.42,0.035063114,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,18,20,1.6,0.024627721,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,20,22,1.59,0.023267839,0.004169118,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,22,24,1.08,0.052083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,24,26,1.13,0.036621824,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,26,28,1.26,0.029805353,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,28,30,1.57,0.019197208,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,30,32,1.55,0.017281106,0.001256523,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,32,34,1.75,0.018097208,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,34,36,1.65,0.019477191,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,36,38,1.53,0.018814139,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,38,40,1.54,0.020598333,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,40,42,1.31,0.031088083,0.007419016,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,42,44,1,0.048957772,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,44,46,1.55,0.018398268,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,46,48,1.53,0.025587467,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,48,50,1.56,0.025084419,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,50,52,1.47,0.019124308,0.003197008,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,52,54,1.44,0.016428193,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,54,56,1.24,0.018296169,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,56,58,1.5,0.01659496,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,58,60,1.14,0.033222591,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,60,62,1.49,0.024291498,0.004730227,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,62,64,1.57,0.023034552,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,64,66,1.59,0.019891651,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,66,68,1.7,0.021675454,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,68,70,1.23,0.041769042,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,70,72,1.26,0.043929225,0.011913566,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,72,74,1.2,0.033748702,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,74,76,1.27,0.018691589,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,76,78,1.61,0.016625917,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,TF,TF_5B,78,80,1.63,0.015906681,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,0,2,0.63,0.097867001,NA,2.135285927,46.37176177,7.28,27.38338936,7.600144515,19.23786897,1.931335356,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_7,2,4,0.66,0.110955056,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,4,6,0.65,0.099099099,NA,4.232040686,31.75825477,5.42,13.99375048,5.790262768,17.89437676,1.885566317,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_7,6,8,0.65,0.094915254,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,8,10,0.7,0.08083442,NA,4.057767094,27.10765546,4.7,4.82485241,5.206261559,22.32839902,2.120853429,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_7,10,12,0.65,0.087542088,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,12,14,0.63,0.082212257,NA,3.27557956,29.80071833,5.1,9.090416835,5.547713444,20.79851852,2.045888111,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_7,14,16,0.75,0.073684211,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,16,18,0.82,0.06155633,NA,2.398085179,24.47909517,4.23,3.603792023,4.70755263,20.9108863,1.961649448,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_7,18,20,0.86,0.058206107,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,20,22,0.91,0.053752535,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,22,24,1.03,0.04735376,NA,3.50268688,19.64239973,3.49,0.088380503,3.980113838,19.55490685,1.830346484,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_7,24,26,1.08,0.048892989,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,26,28,1.07,0.040229885,NA,2.125471066,21.49087137,3.5,4.571498087,3.865630397,16.97108889,1.541791339,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_7,28,30,1,0.04375667,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,30,32,1.06,0.041198502,NA,3.982008141,18.57984847,3.31,1.447100882,3.727690093,17.14752617,1.638111078,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_7,32,34,1.1,0.038275084,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,34,36,1.25,0.035769829,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,36,38,1.28,0.035242291,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,38,40,1.25,0.036783576,NA,2.629254775,22.00751292,3.57,1.966336313,4.02464267,20.06159084,1.764829327,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_7,40,42,1.25,0.035016287,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,42,44,1.3,0.033051499,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,44,46,1.26,0.034632035,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,46,48,1.19,0.034840623,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,48,50,1.1,0.040252565,NA,3.582649261,17.07692602,2.58,-0.101420461,2.976631412,17.17726779,1.423446194,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_7,50,52,1.39,0.032121724,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,52,54,1.4,0.032984714,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,54,56,1.25,0.037391304,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,56,58,1.1,0.04389313,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,58,60,0.95,0.062977099,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,60,62,0.81,0.064355054,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,62,64,0.89,0.051809211,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,64,66,1,0.044059795,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,66,68,1.14,0.047217538,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,68,70,1.19,0.032188841,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,70,72,1.2,0.031766201,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,72,74,1.26,0.101902174,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_7,74,76,1.32,0.117797695,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,0,2,0.63,0.09347181,0.035699375,2.93035595,42.67,7.37285867,22.01353526,7.662136526,20.68792987,2.046657258,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_8,2,4,0.63,0.106958763,NA,2.927858214,43.92,7.316460813,23.14859829,7.580188237,20.78787913,1.967156058,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_8,4,6,0.53,0.123786408,NA,3.625280124,41.56,7.014958105,23.06282208,7.265038555,18.53921471,1.83408483,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_8,6,8,0.57,0.127819549,0.049990977,2.874771235,47.51,7.802408356,29.15283928,8.005833193,18.36523358,1.780994819,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_8,8,10,0.73,0.101078167,NA,3.400118366,32.06,5.714418611,10.03704417,6.08688921,22.03855857,2.069231506,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_8,10,12,0.64,0.089420655,0.031744291,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,12,14,0.87,0.064456722,NA,3.434719868,26.91,4.91018145,7.526484655,5.252980973,19.39526959,1.839827985,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_8,14,16,0.67,0.082872928,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,16,18,0.86,0.061488673,0.020910841,3.664860052,30.74,5.307859154,9.523134299,5.663110758,21.23669443,1.934991328,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_8,18,20,1.08,0.039676113,NA,2.68796179,27.67,4.7530585930000004,7.521484377,5.085694393,20.15314494,1.799262612,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_8,20,22,1.08,0.041392904,NA,2.127425556,21.49,3.918505809,1.954077679,4.297886218,19.53784475,1.738555143,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_8,22,24,1.09,0.037037037,0.011525852,1.318745899,18.82,3.481174287,0.371545122,3.86299082,18.44927974,1.655425641,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_8,24,26,1.01,0.035555556,NA,4.138010296,19.91,3.732011324,-0.382737016,4.15018184,20.28902627,1.807389951,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_8,26,28,1.08,0.033268102,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,28,30,1.16,0.034905083,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,30,32,1.3,0.048284625,0.010303877,2.107705787,17.61,3.369421354,-1.632788515,3.787299642,19.24243171,1.720819835,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_8,32,34,1.24,0.02816713,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,34,36,1.22,0.033476395,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,36,38,1.35,0.032591415,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,38,40,1.27,0.03125,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,40,42,1.28,0.029695024,0.006551485,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,42,44,1.31,0.034427542,NA,2.299737103,16.51,3.267634786,-2.72149939,3.700947919,19.22837466,1.728239244,cs137 and excess pb210 activity corrected for decay since date of core collection,Poppe_et_al_2019_synthesis,becquerelsPerKilogram,becquerelsPerKilogram
Poppe_and_Rybczyk_2019,HM1,HM1_8,44,46,1.37,0.037914692,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,46,48,1.16,0.035842294,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
Poppe_and_Rybczyk_2019,HM1,HM1_8,48,50,1.23,0.037336024,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poppe_et_al_2019_synthesis,NA,NA
