study_id,site_id,plot_id,plot_area,plot_center_latitude,plot_center_longitude,salinity_class,year,month,day,field_or_manipulation_code,habitat,aboveground_carbon_MgC_ha,plant_plot_detail_present,soil_core_present
Radabaugh_et_al_2018,EG_Simmons_Park_Mangroves,EGSM2,154,27.742383333333333,-82.46776666666666,brackish,2015,8,28,field,mangrove,51.180731032757905,no,yes
Radabaugh_et_al_2018,EG_Simmons_Park_Mangroves,EGSM3,154,27.742516666666667,-82.46785,brackish,2015,8,28,field,mangrove,43.265209084782896,no,yes
Radabaugh_et_al_2018,EG_Simmons_Park_Mangroves,EGSM4,154,27.742616666666667,-82.46795,brackish,2015,8,28,field,mangrove,36.52264964158382,no,yes
Radabaugh_et_al_2018,EG_Simmons_Park_Mangroves,EGSM5,154,27.7427,-82.4682,brackish,2015,8,28,field,mangrove,19.161841682739805,no,yes
Radabaugh_et_al_2018,EG_Simmons_Park_Mangroves,EGSM6,154,27.74266666666667,-82.46835,brackish,2015,8,28,field,mangrove,36.896769881251316,no,yes
Radabaugh_et_al_2018,Clam_Bayou,CBM1,154,27.74305,-82.68721666666667,brackish,2015,10,9,field,mangrove,39.64155093031506,no,yes
Radabaugh_et_al_2018,Clam_Bayou,CBM2,154,27.743,-82.68735,brackish,2015,10,9,field,mangrove,40.47855736131482,no,yes
Radabaugh_et_al_2018,Clam_Bayou,CBM3,154,27.742916666666666,-82.68745,brackish,2015,10,9,field,mangrove,42.58726974404282,no,yes
Radabaugh_et_al_2018,Clam_Bayou,CBM4,154,27.742916666666666,-82.68761666666667,brackish,2015,10,9,field,mangrove,43.69784980079323,no,yes
Radabaugh_et_al_2018,Clam_Bayou,CBM5,154,27.743,-82.68776666666666,brackish,2015,10,9,field,mangrove,41.372657909890115,no,yes
Radabaugh_et_al_2018,Clam_Bayou,CBM6,154,27.7431,-82.68771666666666,brackish,2015,10,9,field,mangrove,46.86491035717023,no,yes
Radabaugh_et_al_2018,Upper_Tampa_Bay_Marsh,UTBM1,154,28.00695,-82.63325,brackish,2015,7,24,field,marsh,1.7875624077340821,no,yes
Radabaugh_et_al_2018,Upper_Tampa_Bay_Marsh,UTBM2,154,28.007066666666667,-82.63306666666666,brackish,2015,7,24,field,marsh,1.5689597536402144,no,yes
Radabaugh_et_al_2018,Upper_Tampa_Bay_Marsh,UTBM3,154,28.0072,-82.63295,brackish,2015,7,24,field,marsh,2.5756855841126782,no,yes
Radabaugh_et_al_2018,Upper_Tampa_Bay_Marsh,UTBM4,154,28.00735,-82.63283333333334,brackish,2015,7,24,field,marsh,6.573081921837019,no,yes
Radabaugh_et_al_2018,Upper_Tampa_Bay_Marsh,UTBM5,154,28.007516666666668,-82.6327,brackish,2015,7,24,field,marsh,2.0314714051148144,no,yes
Radabaugh_et_al_2018,Upper_Tampa_Bay_Marsh,UTBM6,154,28.007633333333334,-82.63261666666666,brackish,2015,7,24,field,marsh,1.1165396636531129,no,yes
Radabaugh_et_al_2018,Little_Manatee_River_Marsh,LMRM1,154,27.678833333333333,-82.43633333333334,brackish,2015,9,18,field,marsh,15.798988499999997,no,yes
Radabaugh_et_al_2018,Little_Manatee_River_Marsh,LMRM2,154,27.679,-82.43633333333334,brackish,2015,9,18,field,marsh,13.318791466666667,no,yes
Radabaugh_et_al_2018,Little_Manatee_River_Marsh,LMRM3,154,27.679166666666667,-82.43633333333334,brackish,2015,9,18,field,marsh,8.81729681572673,no,yes
Radabaugh_et_al_2018,Little_Manatee_River_Marsh,LMRM4,154,27.679483333333334,-82.43633333333334,brackish,2015,9,18,field,marsh,15.820124886666665,no,yes
Radabaugh_et_al_2018,Little_Manatee_River_Marsh,LMRM5,154,27.679666666666666,-82.43633333333334,brackish,2015,9,18,field,marsh,13.796460826666664,no,yes
Radabaugh_et_al_2018,Little_Manatee_River_Marsh,LMRM6,154,27.679833333333335,-82.4365,brackish,2015,9,18,field,marsh,5.15667128,no,yes
Radabaugh_et_al_2018,Rocky_Creek_Marsh,RCM1,154,27.994166666666665,-82.58583333333333,brackish,2015,9,11,field,marsh,3.8307411157849813,no,yes
Radabaugh_et_al_2018,Rocky_Creek_Marsh,RCM2,154,27.994166666666665,-82.586,brackish,2015,9,11,field,marsh,9.723998903781624,no,yes
Radabaugh_et_al_2018,Rocky_Creek_Marsh,RCM3,154,27.994,-82.58616666666667,brackish,2015,9,11,field,marsh,8.379881999529042,no,yes
Radabaugh_et_al_2018,Rocky_Creek_Marsh,RCM4,154,27.993983333333333,-82.58633333333333,brackish,2015,9,11,field,marsh,2.494685538938569,no,yes
Radabaugh_et_al_2018,Rocky_Creek_Marsh,RCM5,154,27.994,-82.5865,brackish,2015,9,11,field,marsh,2.8699749634188017,no,yes
Radabaugh_et_al_2018,Rocky_Creek_Marsh,RCM6,154,27.994,-82.58666666666667,brackish,2015,9,11,field,marsh,4.243047926276175,no,yes
Radabaugh_et_al_2018,SERF_Marsh,SERF1,154,27.645333333333333,-82.5477,brackish,2015,8,20,field,marsh,2.8344526062051845,no,yes
Radabaugh_et_al_2018,SERF_Marsh,SERF2,154,27.64515,-82.54768333333334,brackish,2015,8,20,field,marsh,4.636701460741702,no,yes
Radabaugh_et_al_2018,SERF_Marsh,SERF3,154,27.644966666666665,-82.54766666666667,brackish,2015,8,20,field,marsh,4.333270751603605,no,yes
Radabaugh_et_al_2018,SERF_Marsh,SERF4,154,27.644783333333333,-82.54761666666667,brackish,2015,8,20,field,marsh,3.37395615373763,no,yes
Radabaugh_et_al_2018,SERF_Marsh,SERF5,154,27.644616666666668,-82.54758333333334,brackish,2015,8,20,field,marsh,3.397425777380823,no,yes
Radabaugh_et_al_2018,SERF_Marsh,SERF6,154,27.644466666666666,-82.54753333333333,brackish,2015,8,20,field,marsh,1.9867684579699996,no,yes
Radabaugh_et_al_2018,Cockroach_Bay_Marsh,CB1,154,27.693,-82.50966666666666,brackish,2015,8,6,field,marsh,1.340541844502019,no,yes
Radabaugh_et_al_2018,Cockroach_Bay_Marsh,CB2,154,27.693166666666666,-82.50966666666666,brackish,2015,8,6,field,marsh,1.1988130344529575,no,yes
Radabaugh_et_al_2018,Cockroach_Bay_Marsh,CB3,154,27.693333333333335,-82.50966666666666,brackish,2015,8,6,field,marsh,1.0338858490283898,no,yes
Radabaugh_et_al_2018,Cockroach_Bay_Marsh,CB4,154,27.6935,-82.50966666666666,brackish,2015,8,6,field,marsh,0.9608952308938472,no,yes
Radabaugh_et_al_2018,Cockroach_Bay_Marsh,CB5,154,27.693666666666665,-82.50966666666666,brackish,2015,8,6,field,marsh,2.002234100044198,no,yes
Radabaugh_et_al_2018,Cockroach_Bay_Marsh,CB6,154,27.693833333333334,-82.50966666666666,brackish,2015,8,6,field,marsh,2.037285350805396,no,yes
Radabaugh_et_al_2018,Apollo_Beach_Marsh,AB1,154,27.780066666666666,-82.40461666666667,brackish,2015,8,14,field,marsh,2.533882679685424,no,yes
Radabaugh_et_al_2018,Apollo_Beach_Marsh,AB2,154,27.779883333333334,-82.40465,brackish,2015,8,14,field,marsh,1.1978786595845279,no,yes
Radabaugh_et_al_2018,Apollo_Beach_Marsh,AB3,154,27.779883333333334,-82.40443333333333,brackish,2015,8,14,field,marsh,0.5079487784797013,no,yes
Radabaugh_et_al_2018,Apollo_Beach_Marsh,AB4,154,27.77985,-82.40421666666667,brackish,2015,8,14,field,marsh,0.4021064858578393,no,yes
Radabaugh_et_al_2018,Apollo_Beach_Marsh,AB5,154,27.78,-82.4041,brackish,2015,8,14,field,marsh,0.9039219565343539,no,yes
Radabaugh_et_al_2018,Apollo_Beach_Marsh,AB6,154,27.78005,-82.40386666666667,brackish,2015,8,14,field,marsh,0.6496483813884628,no,yes
Radabaugh_et_al_2018,TECO_Barren,TECO1,154,27.78575,-82.40478333333333,saline,2015,8,17,field,unvegetated,0.5421336094048314,no,yes
Radabaugh_et_al_2018,TECO_Barren,TECO2,154,27.785766666666667,-82.40496666666667,saline,2015,8,17,field,unvegetated,0.039992391939905204,no,yes
Radabaugh_et_al_2018,TECO_Barren,TECO3,154,27.785766666666667,-82.40516666666667,saline,2015,8,17,field,unvegetated,0,no,yes
Radabaugh_et_al_2018,TECO_Barren,TECO4,154,27.785783333333335,-82.40536666666667,saline,2015,8,17,field,unvegetated,0.015328367481425515,no,yes
Radabaugh_et_al_2018,TECO_Barren,TECO5,154,27.785783333333335,-82.40556666666667,saline,2015,8,17,field,unvegetated,0.8432434305800535,no,yes
Radabaugh_et_al_2018,TECO_Barren,TECO6,154,27.785816666666665,-82.40576666666666,saline,2015,8,17,field,unvegetated,0.819971256383341,no,yes
Radabaugh_et_al_2018,Upper_Tampa_Bay_Barren,UTBSF1,154,28.007916666666667,-82.63173333333333,saline,2015,9,2,field,unvegetated,0,no,yes
Radabaugh_et_al_2018,Upper_Tampa_Bay_Barren,UTBSF2,154,28.007783333333332,-82.6316,saline,2015,9,2,field,unvegetated,0,no,yes
Radabaugh_et_al_2018,Upper_Tampa_Bay_Barren,UTBSF3,154,28.007633333333334,-82.63146666666667,saline,2015,9,2,field,unvegetated,2.3188684385972883e-4,no,yes
Radabaugh_et_al_2018,Upper_Tampa_Bay_Barren,UTBSF4,154,28.0075,-82.63135,saline,2015,9,2,field,unvegetated,4.6377368771945767e-4,no,yes
Radabaugh_et_al_2018,Upper_Tampa_Bay_Barren,UTBSF5,154,28.00735,-82.63126666666666,saline,2015,9,2,field,unvegetated,0.026268161419384872,no,yes
Radabaugh_et_al_2018,Upper_Tampa_Bay_Barren,UTBSF6,154,28.007166666666667,-82.63113333333334,saline,2015,9,2,field,unvegetated,1.8786113491961496,no,yes
Radabaugh_et_al_2018,Shell_Point_Marsh,SPSF1,154,27.72185,-82.47113333333333,saline,2015,10,30,field,unvegetated,0.28909388686912224,no,yes
Radabaugh_et_al_2018,Shell_Point_Marsh,SPSF2,154,27.722016666666665,-82.47116666666666,saline,2015,10,30,field,unvegetated,0.022214003590741348,no,yes
Radabaugh_et_al_2018,Shell_Point_Marsh,SPSF3,154,27.7222,-82.47118333333333,saline,2015,10,30,field,unvegetated,0.02045005029077234,no,yes
Radabaugh_et_al_2018,Shell_Point_Marsh,SPSF4,154,27.722333333333335,-82.47113333333333,saline,2015,10,30,field,unvegetated,0.0822590918780986,no,yes
Radabaugh_et_al_2018,Shell_Point_Marsh,SPSF5,154,27.722433333333335,-82.47095,saline,2015,10,30,field,unvegetated,0.013239424656811877,no,yes
Radabaugh_et_al_2018,Shell_Point_Marsh,SPSF6,154,27.722566666666665,-82.47078333333333,saline,2015,10,30,field,unvegetated,0.011992625289975006,no,yes
Radabaugh_et_al_2018,Weedon_Island_Marsh,WISF1,154,27.844666666666665,-82.61045,saline,2015,11,6,field,unvegetated,1.0356799012674964,no,yes
Radabaugh_et_al_2018,Weedon_Island_Marsh,WISF2,154,27.844833333333334,-82.61045,saline,2015,11,6,field,unvegetated,1.0801213135144747,no,yes
Radabaugh_et_al_2018,Weedon_Island_Marsh,WISF3,154,27.844783333333332,-82.61023333333333,saline,2015,11,6,field,unvegetated,4.485128205149517,no,yes
Radabaugh_et_al_2018,Weedon_Island_Marsh,WISF4,154,27.844716666666667,-82.61008333333334,saline,2015,11,6,field,unvegetated,0.6901207158785867,no,yes
Radabaugh_et_al_2018,Weedon_Island_Marsh,WISF5,154,27.844566666666665,-82.60991666666666,saline,2015,11,6,field,unvegetated,9.793012906231528,no,yes
Radabaugh_et_al_2018,Weedon_Island_Marsh,WISF6,154,27.844566666666665,-82.6098,saline,2015,11,6,field,unvegetated,2.9349891518941753,no,yes
