study_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,fraction_carbon_type
Boyd_2012,BBRC_2,52,54,0.3,0.33999999999999997,NA,NA
Boyd_2012,BBRC_2,56,58,0.32,0.33999999999999997,NA,NA
Boyd_2012,BBRC_2,60,62,0.47000000000000003,0.24000000000000002,NA,NA
Boyd_2012,BBRC_2,64,66,0.47000000000000003,0.24000000000000002,NA,NA
Boyd_2012,BBRC_2,68,70,0.47000000000000003,0.26,NA,NA
Boyd_2012,BBRC_2,72,74,0.41000000000000003,0.29000000000000004,NA,NA
Boyd_2012,BBRC_2,76,78,0.46,0.25,NA,NA
Boyd_2012,BBRC_2,80,82,0.49,0.22,NA,NA
Boyd_2012,BBRC_2,84,86,0.58,0.17,NA,NA
Boyd_2012,BBRC_2,88,90,0.6,0.18,NA,NA
Boyd_2012,BBRC_2,92,94,0.6599999999999999,0.17,NA,NA
Boyd_2012,BBRC_2,96,98,0.7,0.16,NA,NA
Boyd_2012,BBRC_2,100,102,0.74,0.15000000000000002,NA,NA
Boyd_2012,NCBD_1,0,2,0.16,0.77,NA,NA
Boyd_2012,NCBD_1,4,6,0.16,0.6699999999999999,NA,NA
Boyd_2012,NCBD_1,8,10,0.38,0.54,NA,NA
Boyd_2012,NCBD_1,12,14,0.43000000000000005,0.28,NA,NA
Boyd_2012,NCBD_1,16,18,0.5,0.23,NA,NA
Boyd_2012,NCBD_1,20,22,0.46,0.21000000000000002,NA,NA
Boyd_2012,NCBD_1,24,26,0.6699999999999999,0.13,NA,NA
Boyd_2012,NCBD_1,28,30,1.1400000000000001,0.06,NA,NA
Boyd_2012,NCBD_1,32,34,1.1800000000000002,0.05,NA,NA
Boyd_2012,NCBD_1,36,38,1.02,0.07,NA,NA
Boyd_2012,NCBD_1,40,42,0.9500000000000001,0.08,NA,NA
Boyd_2012,NCBD_1,44,46,0.8400000000000001,0.09,NA,NA
Boyd_2012,NCBD_1,48,50,0.88,0.08,NA,NA
Boyd_2012,NCBD_2,0,2,0.21000000000000002,0.53,NA,NA
Boyd_2012,NCBD_2,4,6,0.19,0.46,NA,NA
Boyd_2012,NCBD_2,8,10,0.37,0.21000000000000002,NA,NA
Boyd_2012,NCBD_2,12,14,0.36,0.28,NA,NA
Boyd_2012,NCBD_2,16,18,0.36,0.21000000000000002,NA,NA
Boyd_2012,NCBD_2,20,22,0.6699999999999999,0.17,NA,NA
Boyd_2012,NCBD_2,24,26,0.48000000000000004,0.17,NA,NA
Boyd_2012,NCBD_2,28,30,0.52,0.15000000000000002,NA,NA
Boyd_2012,NCBD_2,32,34,0.61,0.15000000000000002,NA,NA
Boyd_2012,NCBD_2,36,38,0.64,0.16,NA,NA
Boyd_2012,NCBD_2,40,42,0.63,0.16,NA,NA
Boyd_2012,NCBD_2,44,46,0.63,0.13,NA,NA
Boyd_2012,NCBD_2,48,50,0.77,0.12000000000000001,NA,NA
Boyd_2012,NCBD_2,52,54,0.8400000000000001,0.12000000000000001,NA,NA
Boyd_2012,NCBD_2,56,58,0.8,0.13,NA,NA
Boyd_2012,NCBD_2,60,62,0.81,0.13,NA,NA
Boyd_2012,NCBD_2,64,66,0.81,0.12000000000000001,NA,NA
Boyd_2012,NCBD_2,68,70,0.8600000000000001,0.12000000000000001,NA,NA
Boyd_2012,NCBD_3,0,2,0.18,0.7,NA,NA
Boyd_2012,NCBD_3,4,6,0.17,0.75,NA,NA
Boyd_2012,NCBD_3,8,10,0.2,0.58,NA,NA
Boyd_2012,NCBD_3,12,14,0.35,0.47000000000000003,NA,NA
Boyd_2012,NCBD_3,16,18,0.3,0.36,NA,NA
Boyd_2012,NCBD_3,20,22,0.42000000000000004,0.26,NA,NA
Boyd_2012,NCBD_3,24,26,0.32999999999999996,0.28,NA,NA
Boyd_2012,NCBD_3,28,30,0.49,0.24000000000000002,NA,NA
Boyd_2012,NCBD_3,32,34,0.8300000000000001,0.12000000000000001,NA,NA
Boyd_2012,NCBD_3,36,38,0.88,0.11,NA,NA
Boyd_2012,NCBD_3,40,42,0.9400000000000001,0.09,NA,NA
Boyd_2012,NCBD_3,44,46,1.02,0.08,NA,NA
Boyd_2012,NCBD_3,48,50,0.8700000000000001,0.11,NA,NA
Boyd_2012,NCBW_1,0,2,0.35,0.29000000000000004,NA,NA
Boyd_2012,NCBW_1,4,6,0.47000000000000003,0.23,NA,NA
Boyd_2012,NCBW_1,8,10,0.73,0.4,NA,NA
Boyd_2012,NCBW_1,12,14,0.8700000000000001,0.13,NA,NA
Boyd_2012,NCBW_1,16,18,0.8700000000000001,0.13,NA,NA
Boyd_2012,NCBW_1,20,22,0.89,0.12000000000000001,NA,NA
Boyd_2012,NCBW_1,24,26,0.98,0.1,NA,NA
Boyd_2012,NCBW_1,28,30,0.9400000000000001,0.11,NA,NA
Boyd_2012,NCBW_1,32,34,0.9500000000000001,0.1,NA,NA
Boyd_2012,NCBW_1,36,38,0.96,0.09,NA,NA
Boyd_2012,NCBW_1,40,42,0.91,0.1,NA,NA
Boyd_2012,NCBW_1,44,46,0.99,0.1,NA,NA
Boyd_2012,NCBW_1,48,50,1.11,0.09,NA,NA
Boyd_2012,NCBW_1,52,54,1.1400000000000001,0.08,NA,NA
Boyd_2012,NCBW_1,56,58,1.12,0.08,NA,NA
Boyd_2012,NCBW_1,60,62,1.09,0.09,NA,NA
Boyd_2012,NCBW_1,64,66,1.1300000000000001,0.08,NA,NA
Boyd_2012,NCBW_2,0,2,0.8600000000000001,0.14,NA,NA
Boyd_2012,NCBW_2,4,6,0.9,0.13,NA,NA
Boyd_2012,NCBW_2,8,10,0.89,0.12000000000000001,NA,NA
Boyd_2012,NCBW_2,12,14,0.92,0.12000000000000001,NA,NA
Boyd_2012,NCBW_2,16,18,1.02,0.11,NA,NA
Boyd_2012,NCBW_2,20,22,1.1500000000000001,0.08,NA,NA
Boyd_2012,NCBW_2,24,26,1.2,0.07,NA,NA
Boyd_2012,NCBW_2,28,30,1.29,0.06,NA,NA
Boyd_2012,NCBW_2,32,34,1.34,0.06,NA,NA
Boyd_2012,NCBW_2,36,38,1.33,0.05,NA,NA
Boyd_2012,NCBW_3,0,2,0.42000000000000004,0.27,NA,NA
Boyd_2012,NCBW_3,4,6,0.73,0.16,NA,NA
Boyd_2012,NCBW_3,8,10,0.91,0.13,NA,NA
Boyd_2012,NCBW_3,12,14,0.93,0.13,NA,NA
Boyd_2012,NCBW_3,16,18,0.98,0.11,NA,NA
Boyd_2012,NCBW_3,20,22,0.99,0.11,NA,NA
Boyd_2012,NCBW_3,24,26,0.96,0.11,NA,NA
Boyd_2012,NCBW_3,28,30,0.9500000000000001,0.09,NA,NA
Boyd_2012,NCBW_3,32,34,0.92,0.11,NA,NA
Boyd_2012,NCBW_3,36,38,1.03,0.1,NA,NA
Boyd_2012,NCBW_3,40,42,1.1,0.09,NA,NA
Boyd_2012,NCBW_3,44,46,1.1,0.08,NA,NA
Boyd_2012,NCBW_3,48,50,1.08,0.09,NA,NA
Boyd_2012,NCGB_1,0,2,0.44,0.22,NA,NA
Boyd_2012,NCGB_1,4,6,0.31,0.29000000000000004,NA,NA
Boyd_2012,NCGB_1,8,10,0.29000000000000004,0.29000000000000004,NA,NA
Boyd_2012,NCGB_1,12,14,0.26,0.32,NA,NA
Boyd_2012,NCGB_1,16,18,0.24000000000000002,0.33999999999999997,NA,NA
Boyd_2012,NCGB_1,20,22,0.23,0.4,NA,NA
Boyd_2012,NCGB_1,24,26,0.21000000000000002,0.39,NA,NA
Boyd_2012,NCGB_1,28,30,0.24000000000000002,0.33999999999999997,NA,NA
Boyd_2012,NCGB_1,32,34,0.25,0.33999999999999997,NA,NA
Boyd_2012,NCGB_1,36,38,0.29000000000000004,0.28,NA,NA
Boyd_2012,NCGB_1,40,42,0.24000000000000002,0.32999999999999996,NA,NA
Boyd_2012,NCGB_1,44,46,0.28,0.32,NA,NA
Boyd_2012,NCGB_2,0,2,0.31,0.62,NA,NA
Boyd_2012,NCGB_2,4,6,0.21000000000000002,0.46,NA,NA
Boyd_2012,NCGB_2,8,10,0.15000000000000002,0.49,NA,NA
Boyd_2012,NCGB_2,12,14,0.8700000000000001,0.07,NA,NA
Boyd_2012,NCGB_2,16,18,1.31,0.04,NA,NA
Boyd_2012,NCGB_2,20,22,1.28,0.03,NA,NA
Boyd_2012,NCGB_2,24,26,0.55,0.16,NA,NA
Boyd_2012,NCGB_2,28,30,0.5700000000000001,0.14,NA,NA
Boyd_2012,NCGB_2,32,34,0.55,0.16,NA,NA
Boyd_2012,NCGB_2,36,38,0.72,0.12000000000000001,NA,NA
Boyd_2012,NCGB_2,40,42,0.51,0.17,NA,NA
Boyd_2012,NCGB_2,44,46,0.42000000000000004,0.19,NA,NA
Boyd_2012,NCGB_2,48,50,0.44,0.19,NA,NA
Boyd_2012,NCGB_2,52,54,0.52,0.16,NA,NA
Boyd_2012,NCGB_2,56,58,0.59,0.15000000000000002,NA,NA
Boyd_2012,NCGB_2,60,62,0.61,0.13,NA,NA
Boyd_2012,NCGB_2,64,66,0.64,0.14,NA,NA
Boyd_2012,NCGB_2,68,70,0.8500000000000001,0.1,NA,NA
Boyd_2012,NCGB_3,0,2,0.25,0.8400000000000001,NA,NA
Boyd_2012,NCGB_3,4,6,0.21000000000000002,0.5,NA,NA
Boyd_2012,NCGB_3,8,10,0.28,0.32,NA,NA
Boyd_2012,NCGB_3,12,14,0.14,0.5700000000000001,NA,NA
Boyd_2012,NCGB_3,16,18,0.32999999999999996,0.29000000000000004,NA,NA
Boyd_2012,NCGB_3,20,22,0.28,0.27,NA,NA
Boyd_2012,NCGB_3,24,26,0.26,0.29000000000000004,NA,NA
Boyd_2012,NCGB_3,28,30,0.25,0.3,NA,NA
Boyd_2012,NCGB_3,32,34,0.37,0.24000000000000002,NA,NA
Boyd_2012,NCGB_3,36,38,0.41000000000000003,0.22,NA,NA
Boyd_2012,NCGB_3,40,42,0.4,0.18,NA,NA
Boyd_2012,NCGB_3,44,46,0.46,0.18,NA,NA
Boyd_2012,NCGB_3,48,50,0.36,0.27,NA,NA
Boyd_2012,NCGB_3,52,54,0.32999999999999996,0.29000000000000004,NA,NA
Boyd_2012,NCGB_3,56,58,0.31,0.26,NA,NA
Boyd_2012,NCGB_3,60,62,0.26,0.22,NA,NA
Boyd_2012,NCGB_3,64,66,0.43000000000000005,0.18,NA,NA
Boyd_2012,NCGB_3,68,70,0.7799999999999999,0.14,NA,NA
Boyd_2012,LC_1,0,2,0.51,0.16,NA,NA
Boyd_2012,LC_1,4,6,0.48000000000000004,0.18,NA,NA
Boyd_2012,LC_1,8,10,0.48000000000000004,0.16,NA,NA
Boyd_2012,LC_1,12,14,0.2,0.36,NA,NA
Boyd_2012,LC_1,16,18,0.26,0.23,NA,NA
Boyd_2012,LC_1,20,22,0.42000000000000004,0.26,NA,NA
Boyd_2012,LC_1,24,26,0.31,0.26,NA,NA
Boyd_2012,LC_1,28,30,0.2,0.26,NA,NA
Boyd_2012,LC_1,32,34,NA,0.29000000000000004,NA,NA
Boyd_2012,LC_1,36,38,NA,0.21000000000000002,NA,NA
Boyd_2012,LC_1,40,42,0.32999999999999996,0.21000000000000002,NA,NA
Boyd_2012,LC_2,0,2,0.33999999999999997,0.22,NA,NA
Boyd_2012,LC_2,4,6,0.42000000000000004,0.02,NA,NA
Boyd_2012,LC_2,8,10,0.45,0.2,NA,NA
Boyd_2012,LC_2,12,14,0.36,0.27,NA,NA
Boyd_2012,LC_2,16,18,0.32999999999999996,0.26,NA,NA
Boyd_2012,LC_2,20,22,0.43000000000000005,0.2,NA,NA
Boyd_2012,LC_2,24,26,0.41000000000000003,0.19,NA,NA
Boyd_2012,LC_2,28,30,0.31,0.23,NA,NA
Boyd_2012,LC_2,32,34,0.32999999999999996,0.22,NA,NA
Boyd_2012,LC_2,36,38,0.35,0.2,NA,NA
Boyd_2012,LC_2,40,42,0.42000000000000004,0.18,NA,NA
Boyd_2012,LC_3,0,2,0.28,0.42000000000000004,NA,NA
Boyd_2012,LC_3,4,6,0.4,0.26,NA,NA
Boyd_2012,LC_3,8,10,0.59,0.16,NA,NA
Boyd_2012,LC_3,12,14,0.62,0.17,NA,NA
Boyd_2012,LC_3,16,18,0.54,0.17,NA,NA
Boyd_2012,LC_3,20,22,0.3,0.16,NA,NA
Boyd_2012,LC_3,24,26,0.56,0.22,NA,NA
Boyd_2012,LC_3,28,30,0.25,0.28,NA,NA
Boyd_2012,LC_3,32,34,0.23,0.31,NA,NA
Boyd_2012,LC_3,36,38,0.28,0.28,NA,NA
Boyd_2012,LC_3,40,42,0.2,0.43000000000000005,NA,NA
Boyd_2012,NCLM_1,0,2,0.54,0.23,NA,NA
Boyd_2012,NCLM_1,4,6,0.62,0.18,NA,NA
Boyd_2012,NCLM_1,8,10,0.63,0.18,NA,NA
Boyd_2012,NCLM_1,12,14,0.6799999999999999,0.16,NA,NA
Boyd_2012,NCLM_1,16,18,0.72,0.14,NA,NA
Boyd_2012,NCLM_1,20,22,0.63,0.18,NA,NA
Boyd_2012,NCLM_1,24,26,0.65,0.17,NA,NA
Boyd_2012,NCLM_1,28,30,0.61,0.17,NA,NA
Boyd_2012,NCLM_1,32,34,0.62,0.17,NA,NA
Boyd_2012,NCLM_1,36,38,0.6699999999999999,0.18,NA,NA
Boyd_2012,NCLM_1,40,42,0.5700000000000001,0.21000000000000002,NA,NA
Boyd_2012,NCLM_1,44,46,0.52,0.21000000000000002,NA,NA
Boyd_2012,NCLM_1,48,50,0.6599999999999999,0.18,NA,NA
Boyd_2012,NCLM_2,0,2,0.6699999999999999,0.16,NA,NA
Boyd_2012,NCLM_2,4,6,0.77,0.14,NA,NA
Boyd_2012,NCLM_2,8,10,0.7799999999999999,0.12000000000000001,NA,NA
Boyd_2012,NCLM_2,12,14,0.7799999999999999,0.12000000000000001,NA,NA
Boyd_2012,NCLM_2,16,18,0.7899999999999999,0.12000000000000001,NA,NA
Boyd_2012,NCLM_2,20,22,0.77,0.13,NA,NA
Boyd_2012,NCLM_2,24,26,0.77,0.13,NA,NA
Boyd_2012,NCLM_2,28,30,0.76,0.13,NA,NA
Boyd_2012,NCLM_2,32,34,0.75,0.14,NA,NA
Boyd_2012,NCLM_2,36,38,0.73,0.14,NA,NA
Boyd_2012,NCLM_2,40,42,0.7,0.16,NA,NA
Boyd_2012,NCLM_2,44,46,0.62,0.17,NA,NA
Boyd_2012,NCLM_2,48,50,0.71,0.15000000000000002,NA,NA
Boyd_2012,NCLM_2,52,54,0.7,0.17,NA,NA
Boyd_2012,NCLM_2,56,58,0.69,0.15000000000000002,NA,NA
Boyd_2012,NCLM_2,60,62,0.8500000000000001,0.13,NA,NA
Boyd_2012,NCLM_2,64,66,0.91,0.11,NA,NA
Boyd_2012,NCLM_2,68,70,0.9,0.26,NA,NA
Boyd_2012,NCLM_3,0,2,0.58,0.2,NA,NA
Boyd_2012,NCLM_3,4,6,0.5700000000000001,0.18,NA,NA
Boyd_2012,NCLM_3,8,10,0.4,0.25,NA,NA
Boyd_2012,NCLM_3,12,14,0.42000000000000004,0.22,NA,NA
Boyd_2012,NCLM_3,16,18,0.56,0.18,NA,NA
Boyd_2012,NCLM_3,20,22,0.49,0.23,NA,NA
Boyd_2012,NCLM_3,24,26,0.59,0.2,NA,NA
Boyd_2012,NCLM_3,28,30,0.55,0.2,NA,NA
Boyd_2012,NCLM_3,32,34,0.62,0.18,NA,NA
Boyd_2012,NCLM_3,36,38,0.65,0.18,NA,NA
Boyd_2012,NCLM_3,40,42,0.6,0.2,NA,NA
Boyd_2012,NCLM_3,44,46,0.6,0.21000000000000002,NA,NA
Boyd_2012,NCLM_3,48,50,0.59,0.21000000000000002,NA,NA
Boyd_2012,PK_1,0,2,0.37,0.37,NA,NA
Boyd_2012,PK_1,4,6,0.53,0.2,NA,NA
Boyd_2012,PK_1,8,10,0.5700000000000001,0.27,NA,NA
Boyd_2012,PK_1,12,14,0.37,0.31,NA,NA
Boyd_2012,PK_1,16,18,0.43000000000000005,0.25,NA,NA
Boyd_2012,PK_1,20,22,0.36,0.3,NA,NA
Boyd_2012,PK_1,24,26,0.39,0.27,NA,NA
Boyd_2012,PK_1,28,30,0.28,0.39,NA,NA
Boyd_2012,PK_1,32,34,0.32,0.33999999999999997,NA,NA
Boyd_2012,PK_1,36,38,0.32,0.29000000000000004,NA,NA
Boyd_2012,PK_1,40,42,0.39,0.24000000000000002,NA,NA
Boyd_2012,PK_1,44,46,0.5,0.17,NA,NA
Boyd_2012,PK_1,48,50,0.38,0.25,NA,NA
Boyd_2012,PK_1,52,54,0.43000000000000005,0.21000000000000002,NA,NA
Boyd_2012,PK_1,56,58,0.62,0.15000000000000002,NA,NA
Boyd_2012,PK_2,0,2,0.27,0.43000000000000005,NA,NA
Boyd_2012,PK_2,4,6,0.53,0.2,NA,NA
Boyd_2012,PK_2,8,10,0.52,0.17,NA,NA
Boyd_2012,PK_2,12,14,0.53,0.18,NA,NA
Boyd_2012,PK_2,16,18,0.52,0.17,NA,NA
Boyd_2012,PK_2,20,22,0.49,0.21000000000000002,NA,NA
Boyd_2012,PK_2,24,26,0.61,0.15000000000000002,NA,NA
Boyd_2012,PK_2,28,30,0.56,0.16,NA,NA
Boyd_2012,PK_2,32,34,0.58,0.15000000000000002,NA,NA
Boyd_2012,PK_2,36,38,0.62,0.14,NA,NA
Boyd_2012,PK_2,40,42,0.63,0.14,NA,NA
Boyd_2012,PK_2,44,46,0.6599999999999999,0.12000000000000001,NA,NA
Boyd_2012,PK_2,48,50,0.59,0.15000000000000002,NA,NA
Boyd_2012,PK_2,52,54,0.42000000000000004,0.22,NA,NA
Boyd_2012,PK_2,56,58,0.32,0.29000000000000004,NA,NA
Boyd_2012,PK_2,60,62,0.44,0.22,NA,NA
Boyd_2012,PK_3,0,2,0.3,0.23,NA,NA
Boyd_2012,PK_3,4,6,0.38,0.22,NA,NA
Boyd_2012,PK_3,8,10,0.41000000000000003,0.22,NA,NA
Boyd_2012,PK_3,12,14,0.45,0.19,NA,NA
Boyd_2012,PK_3,16,18,0.38,0.25,NA,NA
Boyd_2012,PK_3,20,22,0.32,0.24000000000000002,NA,NA
Boyd_2012,PK_3,24,26,0.41000000000000003,0.2,NA,NA
Boyd_2012,PK_3,28,30,0.42000000000000004,0.19,NA,NA
Boyd_2012,PK_3,32,34,0.38,0.2,NA,NA
Boyd_2012,PK_3,36,38,0.29000000000000004,0.26,NA,NA
Boyd_2012,PK_3,40,42,0.4,0.19,NA,NA
Boyd_2012,PK_3,44,46,0.37,0.19,NA,NA
Boyd_2012,PK_3,48,50,0.41000000000000003,0.17,NA,NA
Boyd_2012,PK_3,52,54,0.39,0.18,NA,NA
Boyd_2012,PK_3,56,58,0.45,0.15000000000000002,NA,NA
Boyd_2012,PK_3,60,62,0.38,0.17,NA,NA
Boyd_2012,MH_1,0,2,0.6599999999999999,0.19,NA,NA
Boyd_2012,MH_1,4,6,0.54,0.19,NA,NA
Boyd_2012,MH_1,8,10,0.41000000000000003,0.19,NA,NA
Boyd_2012,MH_1,12,14,0.28,0.27,NA,NA
Boyd_2012,MH_1,16,18,0.31,0.28,NA,NA
Boyd_2012,MH_1,20,22,0.28,0.3,NA,NA
Boyd_2012,MH_1,24,26,0.31,0.28,NA,NA
Boyd_2012,MH_1,28,30,0.31,0.3,NA,NA
Boyd_2012,MH_1,32,34,0.25,0.31,NA,NA
Boyd_2012,MH_1,36,38,0.32999999999999996,0.26,NA,NA
Boyd_2012,MH_1,40,42,0.36,0.22,NA,NA
Boyd_2012,MH_2,0,2,0.8700000000000001,0.19,NA,NA
Boyd_2012,MH_2,4,6,0.9500000000000001,0.13,NA,NA
Boyd_2012,MH_2,8,10,0.96,0.12000000000000001,NA,NA
Boyd_2012,MH_2,12,14,1.07,0.09,NA,NA
Boyd_2012,MH_2,16,18,0.98,0.09,NA,NA
Boyd_2012,MH_2,20,22,0.96,0.11,NA,NA
Boyd_2012,MH_2,24,26,0.8600000000000001,0.13,NA,NA
Boyd_2012,MH_2,28,30,0.9,0.1,NA,NA
Boyd_2012,MH_2,32,34,0.9,0.1,NA,NA
Boyd_2012,MH_2,36,38,0.8700000000000001,0.11,NA,NA
Boyd_2012,MH_2,40,42,0.7899999999999999,0.12000000000000001,NA,NA
Boyd_2012,MH_3,0,2,0.25,0.29000000000000004,NA,NA
Boyd_2012,MH_3,4,6,0.24000000000000002,0.29000000000000004,NA,NA
Boyd_2012,MH_3,8,10,0.2,0.32999999999999996,NA,NA
Boyd_2012,MH_3,12,14,0.14,0.46,NA,NA
Boyd_2012,MH_3,16,18,0.2,0.32999999999999996,NA,NA
Boyd_2012,MH_3,20,22,0.17,0.37,NA,NA
Boyd_2012,MH_3,24,26,0.15000000000000002,0.39,NA,NA
Boyd_2012,MH_3,28,30,0.18,0.31,NA,NA
Boyd_2012,MH_3,32,34,0.21000000000000002,0.29000000000000004,NA,NA
Boyd_2012,MH_3,36,38,0.28,0.24000000000000002,NA,NA
Boyd_2012,MH_3,40,42,0.38,0.19,NA,NA
Boyd_2012,NCRE_1,0,2,0.56,0.19,NA,NA
Boyd_2012,NCRE_1,4,6,0.55,0.18,NA,NA
Boyd_2012,NCRE_1,8,10,0.51,0.19,NA,NA
Boyd_2012,NCRE_1,12,14,0.48000000000000004,0.19,NA,NA
Boyd_2012,NCRE_1,16,18,0.46,0.2,NA,NA
Boyd_2012,NCRE_1,20,22,0.49,0.19,NA,NA
Boyd_2012,NCRE_1,24,26,0.55,0.15000000000000002,NA,NA
Boyd_2012,NCRE_1,28,30,0.5,0.17,NA,NA
Boyd_2012,NCRE_1,32,34,0.59,0.15000000000000002,NA,NA
Boyd_2012,NCRE_1,36,38,0.59,0.14,NA,NA
Boyd_2012,NCRE_1,40,42,0.6599999999999999,0.14,NA,NA
Boyd_2012,NCRE_1,44,46,0.71,0.14,NA,NA
Boyd_2012,NCRE_1,48,50,0.6799999999999999,0.14,NA,NA
Boyd_2012,NCRE_1,52,54,0.6799999999999999,0.13,NA,NA
Boyd_2012,NCRE_1,56,58,0.6799999999999999,0.14,NA,NA
Boyd_2012,NCRE_1,60,62,0.7799999999999999,0.12000000000000001,NA,NA
Boyd_2012,NCRE_1,64,66,0.75,0.14,NA,NA
Boyd_2012,NCRE_1,68,70,0.73,0.13,NA,NA
Boyd_2012,NCRE_1,72,74,0.7799999999999999,0.12000000000000001,NA,NA
Boyd_2012,NCRE_1,76,78,0.75,0.12000000000000001,NA,NA
Boyd_2012,NCRE_1,80,82,0.71,0.14,NA,NA
Boyd_2012,NCRE_1,84,86,0.62,0.16,NA,NA
Boyd_2012,NCRE_1,88,90,0.6799999999999999,0.14,NA,NA
Boyd_2012,NCRE_1,92,94,0.6799999999999999,0.13,NA,NA
Boyd_2012,NCRE_2,0,2,0.46,0.19,NA,NA
Boyd_2012,NCRE_2,4,6,0.39,0.24000000000000002,NA,NA
Boyd_2012,NCRE_2,8,10,0.37,0.25,NA,NA
Boyd_2012,NCRE_2,12,14,0.38,0.24000000000000002,NA,NA
Boyd_2012,NCRE_2,16,18,0.43000000000000005,0.24000000000000002,NA,NA
Boyd_2012,NCRE_2,20,22,0.5,0.18,NA,NA
Boyd_2012,NCRE_2,24,26,0.52,0.19,NA,NA
Boyd_2012,NCRE_2,28,30,0.55,0.17,NA,NA
Boyd_2012,NCRE_2,32,34,0.58,0.17,NA,NA
Boyd_2012,NCRE_2,36,38,0.6799999999999999,0.15000000000000002,NA,NA
Boyd_2012,NCRE_2,40,42,0.69,0.15000000000000002,NA,NA
Boyd_2012,NCRE_2,44,46,0.58,0.17,NA,NA
Boyd_2012,NCRE_2,48,50,0.56,0.19,NA,NA
Boyd_2012,NCRE_2,52,54,0.64,0.15000000000000002,NA,NA
Boyd_2012,NCRE_2,56,58,0.7,0.14,NA,NA
Boyd_2012,NCRE_2,60,62,0.8,0.12000000000000001,NA,NA
Boyd_2012,NCRE_2,64,66,0.8200000000000001,0.11,NA,NA
Boyd_2012,NCRE_2,68,70,0.8600000000000001,0.1,NA,NA
Boyd_2012,NCRE_2,72,74,0.7899999999999999,0.09,NA,NA
Boyd_2012,NCRE_2,76,78,0.8300000000000001,0.1,NA,NA
Boyd_2012,NCRE_2,80,82,0.8,0.09,NA,NA
Boyd_2012,NCRE_2,84,86,0.7799999999999999,0.09,NA,NA
Boyd_2012,NCRE_2,88,90,0.7899999999999999,0.09,NA,NA
Boyd_2012,NCRE_3,0,2,0.37,0.3,NA,NA
Boyd_2012,NCRE_3,4,6,0.5,0.22,NA,NA
Boyd_2012,NCRE_3,8,10,0.51,0.25,NA,NA
Boyd_2012,NCRE_3,12,14,0.42000000000000004,0.23,NA,NA
Boyd_2012,NCRE_3,16,18,0.55,0.19,NA,NA
Boyd_2012,NCRE_3,20,22,0.49,0.21000000000000002,NA,NA
Boyd_2012,NCRE_3,24,26,0.65,0.16,NA,NA
Boyd_2012,NCRE_3,28,30,0.6699999999999999,0.16,NA,NA
Boyd_2012,NCRE_3,32,34,0.6699999999999999,0.17,NA,NA
Boyd_2012,NCRE_3,36,38,0.6599999999999999,0.18,NA,NA
Boyd_2012,NCRE_3,40,42,0.65,0.18,NA,NA
Boyd_2012,NCRE_3,44,46,0.55,0.21000000000000002,NA,NA
Boyd_2012,NCRE_3,48,50,0.51,0.21000000000000002,NA,NA
