study_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,fraction_carbon_type
Piazza_et_al_2011,CRMS0294_H_Piazza_1,20,22,0.2066,0.309524,0.12172900000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_1,22,24,0.1325,0.369957,0.14995900000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_1,24,26,0.1386,0.462334,0.21720400000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_1,26,28,0.15490000000000004,0.533493,0.18699500000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_1,28,30,0.1615,0.38601,0.136086,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_1,30,32,0.1889,0.28211400000000003,0.110182,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_1,32,34,0.20020000000000002,0.257552,0.08843,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_1,34,36,0.2026,0.27811,0.097618,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_1,36,38,0.17240000000000003,0.32448000000000005,0.12496500000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_1,38,40,0.15100000000000002,0.357474,0.15226300000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_1,40,42,0.1281,0.404645,0.17519300000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_1,42,44,0.10820000000000002,0.45597200000000004,0.19378900000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_1,44,46,0.1653,0.42811200000000005,0.162624,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,0,2,0.20120000000000002,0.33564799999999995,0.128723,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,2,4,0.1995,0.35914799999999997,0.135027,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,4,6,0.1182,0.401449,0.167836,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,6,8,0.1668,0.376642,0.15534200000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,8,10,0.16390000000000002,0.37321299999999996,0.15271000000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,10,12,0.1218,0.34229399999999993,0.13293300000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,12,14,0.2508,0.298725,0.11597600000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,16,18,0.24300000000000002,0.24683500000000003,0.16524900000000003,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,18,20,0.19720000000000001,0.263064,0.096011,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,20,22,0.17850000000000002,0.29976600000000003,0.11097699999999999,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,22,24,0.1693,0.313662,0.11314500000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,24,26,0.16790000000000002,0.314672,0.11120500000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,26,28,0.162,0.311462,0.110327,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,28,30,0.13740000000000002,0.321495,0.126187,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_H_Piazza_2,30,32,0.13240000000000002,0.33286,0.12074500000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_1,0,2,0.10460000000000001,0.6614889999999999,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,2,4,0.12140000000000001,0.7244639999999999,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,4,6,0.0991,0.728571,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,6,8,0.11410000000000001,0.607784,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,8,10,0.119,0.559435,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,10,12,0.1291,0.523839,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,12,14,0.1195,0.48080300000000004,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,14,16,0.1097,0.457272,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,16,18,0.10410000000000001,0.476144,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,18,20,0.1328,0.44591200000000003,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,20,22,0.11839999999999999,0.466552,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,22,24,0.1254,0.42568500000000004,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,24,26,0.13770000000000002,0.393287,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,26,28,0.1446,0.418699,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,28,30,0.14550000000000002,0.38953499999999996,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,30,32,0.1814,0.395441,NA,NA
Piazza_et_al_2011,CRMS0294_Piazza_2,0,2,0.07870000000000002,0.65342,0.309014,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,2,4,0.1068,0.6784199999999999,0.297607,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,4,6,0.085,0.693825,0.312823,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,6,8,0.0936,0.7312159999999999,0.33795099999999995,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,8,10,0.10710000000000001,0.6811339999999999,0.32116,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,10,12,0.10410000000000001,0.6216910000000001,0.309399,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,12,14,0.1253,0.5417900000000001,0.24091800000000005,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,14,16,0.1321,0.5369619999999999,0.225631,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,16,18,0.1203,0.48606600000000005,0.20441000000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,18,20,0.1213,0.43103400000000003,0.191303,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,20,22,0.1306,0.416905,0.17101500000000003,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,22,24,0.15200000000000002,0.38691000000000003,0.160501,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,24,26,0.1348,0.4068860000000001,0.15851400000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,26,28,0.1118,0.447658,0.18773700000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,28,30,0.1269,0.382334,0.14396300000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,30,32,0.14450000000000002,0.33333299999999993,0.148127,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,32,34,0.14670000000000002,0.322845,0.12798900000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,34,36,0.13690000000000002,0.34820799999999996,0.1345,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,36,38,0.15540000000000004,0.357986,0.14903100000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,38,40,0.1607,0.388094,0.17240500000000003,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,40,42,0.1144,0.372518,0.16396500000000003,fraction_total_carbon
Piazza_et_al_2011,CRMS0294_Piazza_2,42,44,0.1228,0.408736,0.20078600000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,4,6,0.1107,0.542492,0.20653100000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,6,8,0.0896,0.636754,0.34435899999999997,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,8,10,0.0666,0.716747,0.24094000000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,10,12,0.0795,0.7929619999999998,0.255567,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,12,14,0.0568,0.7946099999999999,0.33866699999999994,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,14,16,0.07850000000000001,0.7772410000000001,0.328437,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,16,18,0.0974,0.717934,0.29118600000000006,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,18,20,0.11979999999999999,0.65219800000000006,0.258289,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,20,22,0.08839999999999999,0.7062809999999999,0.275047,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,22,24,0.0758,0.73871,0.292785,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,24,26,0.0723,0.7728119999999999,0.30226499999999995,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,26,28,0.0848,0.6603309999999999,0.24476600000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,28,30,0.12420000000000002,0.518298,0.20948900000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,30,32,0.1123,0.639951,0.27437100000000003,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,32,34,0.0921,0.766857,0.361044,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,34,36,0.0901,0.7728090000000001,0.370274,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,36,38,0.0829,0.7934379999999999,0.35850499999999996,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,38,40,0.08560000000000001,0.8357010000000001,0.398596,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,40,42,0.0923,0.7835929999999999,0.373802,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_1,42,44,0.10720000000000002,0.7559659999999999,0.35505899999999996,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,0,2,0.1034,0.5618270000000001,0.253154,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,2,4,0.0956,0.596029,0.271079,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,4,6,0.0904,0.5762790000000001,0.255471,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,6,8,0.10350000000000001,0.442021,0.18699400000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,8,10,0.1185,0.5180319999999999,0.21371800000000005,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,10,12,0.07840000000000001,0.69656399999999985,0.30071299999999995,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,12,14,0.068,0.682721,0.303002,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,14,16,0.07260000000000001,0.686074,0.290736,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,16,18,0.10120000000000001,0.581946,0.245683,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,18,20,0.13540000000000002,0.455176,0.188138,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,20,22,0.1223,0.42600200000000005,0.17530600000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,22,24,0.10600000000000001,0.49765299999999996,0.21103100000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,24,26,0.07670000000000002,0.5777900000000001,0.24193000000000003,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,26,28,0.0833,0.548554,0.221141,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,28,30,0.0911,0.5332990000000001,0.233692,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,30,32,0.08670000000000001,0.5666070000000001,0.24626300000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,32,34,0.0992,0.455054,0.189227,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,34,36,0.10720000000000002,0.52433,0.226256,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,36,38,0.09,0.65155,0.28912400000000005,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,38,40,0.0985,0.7064369999999999,0.327933,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,40,42,0.096,0.753289,0.35616899999999996,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_H_Piazza_2,42,44,0.0952,0.7903529999999999,0.363809,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,0,2,0.1129,0.8048000000000001,0.367463,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,2,4,0.0946,0.7703319999999999,0.331346,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,4,6,0.0943,0.7710450000000001,0.37116899999999997,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,6,8,0.08,0.7939459999999999,0.374832,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,8,10,0.028999999999999998,0.8527830000000001,0.400667,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,10,12,0.0617,0.879167,0.41324299999999997,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,12,14,0.092,0.893342,0.42938100000000007,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,14,16,0.12260000000000001,0.853118,0.419238,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,16,18,0.0985,0.834756,0.42385300000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,18,20,0.093,0.861438,0.4394890000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,20,22,0.08420000000000001,0.866152,0.440361,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,22,24,0.07600000000000001,0.869565,0.44475899999999996,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,24,26,0.08700000000000001,0.838565,0.44487000000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,26,28,0.0946,0.8212119999999999,0.44885400000000003,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,28,30,0.0914,0.858006,0.42437100000000005,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,30,32,0.092,0.8628470000000001,0.42843200000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,32,34,0.08979999999999999,0.8659390000000001,0.425531,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,34,36,0.1181,0.8309580000000001,0.43243200000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_1,36,38,0.1312,0.691869,0.367625,fraction_total_carbon
Piazza_et_al_2011,CRMS0312_Piazza_2,0,2,0.04360000000000001,0.794349,NA,NA
Piazza_et_al_2011,CRMS0312_Piazza_2,2,4,0.0814,0.808637,NA,NA
Piazza_et_al_2011,CRMS0312_Piazza_2,4,6,0.09079999999999999,0.8236510000000001,NA,NA
Piazza_et_al_2011,CRMS0312_Piazza_2,6,8,0.1163,0.85006,NA,NA
Piazza_et_al_2011,CRMS0312_Piazza_2,8,10,0.10700000000000001,0.8264950000000001,NA,NA
Piazza_et_al_2011,CRMS0312_Piazza_2,10,12,0.0964,0.8671690000000001,NA,NA
Piazza_et_al_2011,CRMS0312_Piazza_2,12,14,0.09029999999999999,0.8736510000000002,NA,NA
Piazza_et_al_2011,CRMS0312_Piazza_2,14,16,0.07890000000000001,0.890428,NA,NA
Piazza_et_al_2011,CRMS0312_Piazza_2,16,18,0.08120000000000001,0.8887430000000001,NA,NA
Piazza_et_al_2011,CRMS0312_Piazza_2,18,20,0.08460000000000001,0.8764040000000001,NA,NA
Piazza_et_al_2011,CRMS0312_Piazza_2,20,22,0.0821,0.8776310000000002,NA,NA
Piazza_et_al_2011,CRMS0312_Piazza_2,22,24,0.0946,0.880817,NA,NA
Piazza_et_al_2011,CRMS0312_Piazza_2,24,26,0.119,0.855122,NA,NA
Piazza_et_al_2011,CRMS0312_Piazza_2,26,28,0.10740000000000001,0.8508010000000001,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_1,0,2,0.28380000000000005,NA,0.10701300000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,2,4,0.38,NA,0.10256400000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,4,6,0.39,NA,0.04215900000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,6,8,0.25,NA,0.138389,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,8,10,0.2542,NA,0.119464,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,10,12,0.2886,NA,0.095953,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,12,14,0.3847,NA,0.138823,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,14,16,0.3483,NA,0.06511600000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,16,18,0.32880000000000004,NA,0.05730300000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,18,20,0.3849,NA,0.07026000000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,20,22,0.3384,NA,0.06516600000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,22,24,0.28680000000000005,NA,0.11255,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,24,26,0.24810000000000001,NA,0.10000400000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,26,28,0.2765,NA,0.096778,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,28,30,0.3099,NA,0.089255,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,30,32,0.3571,NA,0.053402000000000005,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,32,34,0.36819999999999997,NA,0.059482,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,34,36,0.28830000000000006,NA,0.08719700000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,36,38,0.2817,NA,0.068181,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,38,40,0.34819999999999995,NA,0.058732000000000006,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,40,42,0.2787,NA,0.08624600000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,42,44,0.2529,NA,0.10470100000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,44,46,0.26230000000000003,NA,0.10824800000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_1,46,48,0.2277,NA,0.113815,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,0,2,0.2526,NA,0.16375800000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,2,4,0.27430000000000004,NA,0.17447300000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,4,6,0.3459,NA,0.13976200000000003,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,6,8,0.2363,NA,0.17149300000000003,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,8,10,0.24250000000000002,NA,0.13996900000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,10,12,0.2721,NA,0.113009,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,12,14,0.3074,NA,0.09572500000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,14,16,0.2644,NA,0.09151699999999999,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,16,18,0.2876,NA,0.098655,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,18,20,0.2992,NA,0.088429,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,20,22,0.3286,NA,0.09304799999999999,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,22,24,0.28780000000000006,NA,0.105371,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,24,26,0.28540000000000004,NA,0.090237,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,26,28,0.29550000000000004,NA,0.086341,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,28,30,0.34869999999999995,NA,0.053431000000000006,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,30,32,0.3048,NA,0.07713200000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,32,34,0.3088,NA,0.07825500000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,34,36,0.3067,NA,0.079805,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,36,38,0.2655,NA,0.14594000000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,38,40,0.2635,NA,0.12228100000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_2,40,42,0.23970000000000002,NA,0.116401,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_H_Piazza_3,0,2,0.23470000000000002,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,2,4,0.24230000000000002,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,4,6,0.3769,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,6,8,0.29480000000000006,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,8,10,0.2431,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,10,12,0.27990000000000004,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,12,14,0.3489,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,14,16,0.3473,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,16,18,0.3543,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,18,20,0.3183,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,20,22,0.39330000000000004,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,22,24,0.33549999999999996,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,24,26,0.30019999999999997,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,26,28,0.31980000000000003,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,28,30,0.34099999999999997,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,30,32,0.3793,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,32,34,0.3153,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,34,36,0.31980000000000003,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,36,38,0.33059999999999995,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,38,40,0.3034,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,40,42,0.2661,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,42,44,0.26890000000000003,NA,NA,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,44,46,0.2817,NA,NA,NA
Piazza_et_al_2011,CRMS0326_Piazza_1,0,2,0.1491,0.16276500000000002,0.067257,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,2,4,0.43570000000000003,0.113288,0.047436,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,4,6,0.42150000000000004,0.12006700000000001,0.049550000000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,6,8,0.14670000000000002,0.343814,0.13018,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,8,10,0.2524,0.252552,0.10805400000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,10,12,0.34299999999999997,0.14375800000000002,0.048563,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,12,14,0.46390000000000003,0.11671000000000001,0.0478,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,14,16,0.5392,0.105288,0.056842000000000004,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,16,18,0.7047,0.08446400000000001,0.029764,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,18,20,0.29690000000000005,0.260134,0.096207,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,20,22,0.1385,0.535328,0.24385800000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,22,24,0.15630000000000002,0.464037,0.19839700000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,24,26,0.13520000000000001,0.49571299999999996,0.226683,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,26,28,0.1148,0.5711240000000001,0.24894200000000005,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,28,30,0.1608,0.42328200000000005,0.166696,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,30,32,0.3103,0.188666,0.07050000000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,32,34,0.46380000000000005,0.12383400000000001,0.0366,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,34,36,0.6299,0.093527,0.036940999999999995,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,36,38,0.7707,0.05651200000000001,0.017555000000000005,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,38,40,0.3247,0.199553,0.061777,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,40,42,0.2311,0.279537,0.10605400000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,42,44,0.1453,0.46187900000000004,0.19135,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_1,44,46,0.1618,0.4103780000000001,0.20633900000000002,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_2,0,2,0.24800000000000003,0.164251,0.064539,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_2,2,4,0.372,0.163612,0.056979999999999996,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_2,4,6,0.28180000000000005,0.20395200000000002,0.06351899999999999,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_2,6,8,0.21320000000000003,0.252258,0.07601200000000001,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_2,8,10,0.25,0.229622,0.315905,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_2,10,12,0.20120000000000002,0.195971,0.059408,fraction_total_carbon
Piazza_et_al_2011,CRMS0326_Piazza_2,12,14,0.25980000000000003,0.18704700000000002,0.063371,fraction_total_carbon
