study_id,site_id,core_id,Class,Sedimentar
Sharma_et_al_2021,Koh_Kohng_149,Koh_Kohng_149_438,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_439,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_440,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_441,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_442,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_443,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_151,Koh_Kohng_151_444,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_151,Koh_Kohng_151_445,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_151,Koh_Kohng_151_446,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_447,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_448,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_449,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_450,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_451,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_153,Koh_Kohng_153_454,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_154,Koh_Kohng_154_457,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_154,Koh_Kohng_154_458,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_154,Koh_Kohng_154_459,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_154,Koh_Kohng_154_460,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_461,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_462,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_463,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_464,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_465,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_466,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_467,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_468,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_469,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_470,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_157,Koh_Kohng_157_471,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_157,Koh_Kohng_157_472,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_157,Koh_Kohng_157_474,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_476,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_477,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_478,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_479,Estuary,Terrigenous
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_480,Estuary,Terrigenous
Sharma_et_al_2021,Prey_Nob_159,Prey_Nob_159_481,Estuary,Terrigenous
Sharma_et_al_2021,Prey_Nob_159,Prey_Nob_159_482,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_159,Prey_Nob_159_483,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_159,Prey_Nob_159_484,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_485,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_486,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_487,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_488,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_489,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_490,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_491,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_492,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_493,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_494,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_162,Prey_Nob_162_495,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_162,Prey_Nob_162_496,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_162,Prey_Nob_162_497,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_163,Prey_Nob_163_498,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_164,Prey_Nob_164_503,Estuary,Terrigenous
Sharma_et_al_2021,Prey_Nob_164,Prey_Nob_164_504,Estuary,Terrigenous
Sharma_et_al_2021,Prey_Nob_164,Prey_Nob_164_505,Estuary,Terrigenous
Sharma_et_al_2021,Prey_Nob_165,Prey_Nob_165_506,OpenCoast,Carbonate
Sharma_et_al_2021,Prey_Nob_165,Prey_Nob_165_507,OpenCoast,Carbonate
Sitoe_et_al_2014,AAS14 Sofala Bay,M0369,Estuary,Terrigenous
Smoak_et_al_2013,JMS13 SH4,M0690,Lagoon,Carbonate
Stringer_et_al_2015,CES15 HC1,M0364,Delta,Terrigenous
Stringer_et_al_2015,CES15 HC2,M0365,Delta,Terrigenous
Stringer_et_al_2015,CES15 HC3,M0366,Delta,Terrigenous
Stringer_et_al_2015,CES15 HC4,M0367,Delta,Terrigenous
Stringer_et_al_2015,CES15 HC5,M0368,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT3_1_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT3_2_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT3_3_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT3_4_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT5_1_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT5_2_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT5_3_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT5_4_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT5_5_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT5_6_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT6_1_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT6_3_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT6_5_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT6_6_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Arguni_Bay_West_Papua_2015_Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT6_7_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Barreto_2017_Brazil,BAR,BAR_Rio Barreto_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Barreto_2017_Brazil,BAR,BAR_Rio Barreto_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_1_1_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_1_2_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_1_3_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_1_4_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_1_5_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_1_6_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_1_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_2_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_3_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_4_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_5_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_6_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_1_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_2_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_3_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_4_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_5_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_6_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India,BHI,BHI_BK9A_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India,BHI,BHI_BK9A_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India,BHI,BHI_BK9A_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India,BHI,BHI_BK9A_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India,BHI,BHI_BK9A_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India,BHI,BHI_BK9A_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India,BHI,BHI_BK10_1_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India,BHI,BHI_BK10_2_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India,BHI,BHI_BK10_3_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India,BHI,BHI_BK10_4_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India,BHI,BHI_BK10_5_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India,BHI,BHI_BK10_6_1,Delta,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_VF-01_VF-01-01_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_VF-01_VF-01-03_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_VF-01_VF-01-05_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_VF-02_VF-02-01_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_VF-02_VF-02-03_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_VF-02_VF-02-05_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_VF-03_VF-03-01_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_VF-03_VF-03-03_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_VF-03_VF-03-05_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_15-03_15-03-01_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_15-03_15-03-03_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_15-03_15-03-05_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_10-01_10-01-01_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_10-01_10-01-03_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_10-01_10-01-05_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_00-02_00-02-01_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_00-02_00-02-03_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_00-02_00-02-05_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_05-02_05-02-01_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_05-02_05-02-03_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_05-02_05-02-05_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_05-01_05-01-01_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_05-01_05-01-03_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_05-01_05-01-05_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_05-03_05-03-01_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_05-03_05-03-03_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_05-03_05-03-05_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_00-03_00-03-01_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_00-03_00-03-03_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_00-03_00-03-05_1,OpenCoast,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_15-01_15-01-01_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_15-01_15-01-03_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_15-01_15-01-05_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_25-01_25-01-01_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_25-01_25-01-03_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_25-01_25-01-05_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_25-02_25-02-01_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_25-02_25-02-03_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_25-02_25-02-05_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_25-03_25-03-01_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_25-03_25-03-03_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Bintuni_Bay_West_Papua_2018_Indonesia,Bintuni,Bintuni_25-03_25-03-05_1,Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF1_1_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF1_1_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF1_2_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF1_2_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF1_3_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF1_3_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF1_4_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF1_4_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF1_5_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF1_5_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF1_6_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF1_6_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF2_1_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF2_1_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF2_2_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF2_2_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF2_3_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF2_3_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF2_4_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF2_4_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF2_5_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF2_5_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF2_6_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF2_6_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF4_1_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF4_1_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF4_2_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF4_2_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF4_3_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF4_3_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF4_4_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF4_4_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF4_5_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF4_5_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF4_6_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BF4_6_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR1_1_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR1_1_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR1_2_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR1_2_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR1_3_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR1_3_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR1_4_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR1_4_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR3_1_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR3_1_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR3_2_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR3_2_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR3_3_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR3_3_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR3_4_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR3_4_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR3_5_1",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR3_5_2",Estuary,Terrigenous
SWAMP_Data_Soil_carbon_Buruway_West_Papua_2016_Indonesia,"Buruway, Kaimana","Buruway, Kaimana_BR3_6_1",Estuary,Terrigenous
