"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"378","Ruranska et al 2020","PR Steness 30","Steness","Steness 30","Salt marsh","Not Sandy",58.9819483,-3.24822363,"direct from dataset","1","UK",2019,0,0.1,"EA",11.19,NA,0.38,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"379","Ruranska et al 2020","PR Steness 31","Steness","Steness 31","Salt marsh","Not Sandy",58.98165621,-3.24753733,"direct from dataset","1","UK",2019,0,0.1,"EA",20.89,NA,0.26,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"380","Ruranska et al 2020","PR Steness 32","Steness","Steness 32","Salt marsh","Not Sandy",58.98165621,-3.24753733,"direct from dataset","1","UK",2019,0,0.1,"EA",11.57,NA,0.29,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"381","Ruranska et al 2020","PR Steness 33","Steness","Steness 33","Salt marsh","Not Sandy",58.98165621,-3.24753733,"direct from dataset","1","UK",2019,0,0.1,"EA",13.58,NA,0.59,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"382","Ruranska et al 2020","PR Steness 34","Steness","Steness 34","Salt marsh","Not Sandy",58.98032507,-3.24664613,"direct from dataset","1","UK",2019,0,0.1,"EA",20.18,NA,0.22,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"383","Ruranska et al 2020","PR Steness 35","Steness","Steness 35","Salt marsh","Not Sandy",58.98032507,-3.24664613,"direct from dataset","1","UK",2019,0,0.1,"EA",16.29,NA,0.34,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"384","Ruranska et al 2020","PR Steness 36","Steness","Steness 36","Salt marsh","Not Sandy",58.98032507,-3.24664613,"direct from dataset","1","UK",2019,0,0.1,"EA",15.59,NA,0.28,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"385","Ruranska et al 2020","PR Steness 37","Steness","Steness 37","Salt marsh","Not Sandy",58.97976241,-3.24661769,"direct from dataset","1","UK",2019,0,0.1,"EA",11.71,NA,0.29,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"386","Ruranska et al 2020","PR Steness 38","Steness","Steness 38","Salt marsh","Not Sandy",58.97976241,-3.24661769,"direct from dataset","1","UK",2019,0,0.1,"EA",10.9,NA,0.2,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"387","Ruranska et al 2020","PR Steness 39","Steness","Steness 39","Salt marsh","Not Sandy",58.97976241,-3.24661769,"direct from dataset","1","UK",2019,0,0.1,"EA",7.48,NA,0.24,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"388","Ruranska et al 2020","PR Steness 40","Steness","Steness 40","Salt marsh","Not Sandy",58.97558212,-3.24739081,"direct from dataset","1","UK",2019,0,0.1,"EA",7.39,NA,0.39,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"389","Ruranska et al 2020","PR Steness 41","Steness","Steness 41","Salt marsh","Not Sandy",58.97558212,-3.24739081,"direct from dataset","1","UK",2019,0,0.1,"EA",13.36,NA,0.31,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"390","Ruranska et al 2020","PR Steness 42","Steness","Steness 42","Salt marsh","Not Sandy",58.97558212,-3.24739081,"direct from dataset","1","UK",2019,0,0.1,"EA",10.57,NA,0.38,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"391","Ruranska et al 2020","PR Steness 43","Steness","Steness 43","Salt marsh","Not Sandy",58.97517385,-3.24818768,"direct from dataset","1","UK",2019,0,0.1,"EA",7.39,NA,0.33,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"392","Ruranska et al 2020","PR Steness 44","Steness","Steness 44","Salt marsh","Not Sandy",58.97517385,-3.24818768,"direct from dataset","1","UK",2019,0,0.1,"EA",12.36,NA,0.24,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"393","Ruranska et al 2020","PR Steness 45","Steness","Steness 45","Salt marsh","Not Sandy",58.97517385,-3.24818768,"direct from dataset","1","UK",2019,0,0.1,"EA",3.69,NA,0.86,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"394","Ruranska et al 2020","PR Steness 46","Steness","Steness 46","Salt marsh","Not Sandy",58.9756462,-3.24974042,"direct from dataset","1","UK",2019,0,0.1,"EA",21.16,NA,0.15,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"395","Ruranska et al 2020","PR Steness 47","Steness","Steness 47","Salt marsh","Not Sandy",58.9756462,-3.24974042,"direct from dataset","1","UK",2019,0,0.1,"EA",7.48,NA,0.3,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"396","Ruranska et al 2020","PR Steness 48","Steness","Steness 48","Salt marsh","Not Sandy",58.9756462,-3.24974042,"direct from dataset","1","UK",2019,0,0.1,"EA",20.76,NA,0.18,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"397","Ruranska et al 2020","PR Steness 49","Steness","Steness 49","Salt marsh","Not Sandy",58.97687471,-3.24773226,"direct from dataset","1","UK",2019,0,0.1,"EA",5.18,NA,0.42,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"398","Ruranska et al 2020","PR Steness 50","Steness","Steness 50","Salt marsh","Not Sandy",58.97687471,-3.24773226,"direct from dataset","1","UK",2019,0,0.1,"EA",20.04,NA,0.28,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"399","Ruranska et al 2020","PR Steness 51","Steness","Steness 51","Salt marsh","Not Sandy",58.97687471,-3.24773226,"direct from dataset","1","UK",2019,0,0.1,"EA",25.01,NA,0.29,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"400","Ruranska et al 2020","PR Tayport 1","Tayport","Tayport 1","Salt marsh","Sandy",56.439897,-2.859376,"direct from dataset","1","UK",2019,0,0.1,"EA",7.18,7.23,0.93,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"401","Ruranska et al 2020","PR Tayport 2","Tayport","Tayport 2","Salt marsh","Sandy",56.439798,-2.859461,"direct from dataset","1","UK",2019,0,0.1,"EA",5.54,3.59,0.79,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"402","Ruranska et al 2020","PR Tayport 3","Tayport","Tayport 3","Salt marsh","Sandy",56.439705,-2.859472,"direct from dataset","1","UK",2019,0,0.1,"EA",4.84,4.25,0.96,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"403","Ruranska et al 2020","PR Tayport 4","Tayport","Tayport 4","Salt marsh","Sandy",56.439555,-2.859446,"direct from dataset","1","UK",2019,0,0.1,"EA",7.98,8.86,0.78,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"404","Ruranska et al 2020","PR Tayport 5","Tayport","Tayport 5","Salt marsh","Not Sandy",56.439451,-2.859462,"direct from dataset","1","UK",2019,0,0.1,"EA",14.61,12.13,0.5,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"405","Ruranska et al 2020","PR Torrin 1","Torrin","Torrin 1","Salt marsh","Not Sandy",57.227446,-6.0387766,"direct from dataset","1","UK",2019,0,0.1,"EA",28.87,76.68,0.21,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"406","Ruranska et al 2020","PR Torrin 2","Torrin","Torrin 2","Salt marsh","Not Sandy",57.226461,-6.0383869,"direct from dataset","1","UK",2019,0,0.1,"EA",20.83,28.3,0.39,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"407","Ruranska et al 2020","PR Torrin 3","Torrin","Torrin 3","Salt marsh","Not Sandy",57.227227,-6.0386034,"direct from dataset","1","UK",2019,0,0.1,"EA",24.37,62.62,0.21,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"408","Ruranska et al 2020","PR Torrin 4","Torrin","Torrin 4","Salt marsh","Not Sandy",57.227022,-6.0385478,"direct from dataset","1","UK",2019,0,0.1,"EA",26.06,54.18,0.27,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"409","Ruranska et al 2020","PR Torrin 5","Torrin","Torrin 5","Salt marsh","Not Sandy",57.226781,-6.0384883,"direct from dataset","1","UK",2019,0,0.1,"EA",25.97,44.08,0.28,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"410","Ruranska et al 2020","PR Toscaig 1","Toscaig","Toscaig 1","Salt marsh","Not Sandy",57.375369,-5.809573,"direct from dataset","1","UK",2019,0,0.1,"EA",8.41,31.86,0.53,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"411","Ruranska et al 2020","PR Toscaig 2","Toscaig","Toscaig 2","Salt marsh","Not Sandy",57.375598,-5.809452,"direct from dataset","1","UK",2019,0,0.1,"EA",13.38,28.8,0.49,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"412","Ruranska et al 2020","PR Toscaig 3","Toscaig","Toscaig 3","Salt marsh","Not Sandy",57.375825,-5.809313,"direct from dataset","1","UK",2019,0,0.1,"EA",15.91,29.14,0.38,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"413","Ruranska et al 2020","PR Toscaig 4","Toscaig","Toscaig 4","Salt marsh","Not Sandy",57.375998,-5.809144,"direct from dataset","1","UK",2019,0,0.1,"EA",18.12,35.86,0.53,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"414","Ruranska et al 2020","PR Toscaig 5","Toscaig","Toscaig 5","Salt marsh","Not Sandy",57.376213,-5.808966,"direct from dataset","1","UK",2019,0,0.1,"EA",12.32,38.13,0.47,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"415","Ruranska et al 2020","PR Tyne Mouth 1","Tyne Mouth","Tyne Mouth 1","Salt marsh","Not Sandy",56.009437,-2.5916679,"direct from dataset","1","UK",2019,0,0.1,"EA",3.34,6.88,1.06,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"416","Ruranska et al 2020","PR Tyne Mouth 2","Tyne Mouth","Tyne Mouth 2","Salt marsh","Not Sandy",56.00651,-2.5915692,"direct from dataset","1","UK",2019,0,0.1,"EA",7.77,20.61,0.48,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"417","Ruranska et al 2020","PR Tyne Mouth 3","Tyne Mouth","Tyne Mouth 3","Salt marsh","Not Sandy",56.009752,-2.5918333,"direct from dataset","1","UK",2019,0,0.1,"EA",11.43,21.11,0.46,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"418","Ruranska et al 2020","PR Tyne Mouth 4","Tyne Mouth","Tyne Mouth 4","Salt marsh","Not Sandy",56.00545,-2.5910984,"direct from dataset","1","UK",2019,0,0.1,"EA",8.55,19.66,0.52,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"419","Ruranska et al 2020","PR Tyne Mouth 5","Tyne Mouth","Tyne Mouth 5","Salt marsh","Not Sandy",56.009861,-2.5919916,"direct from dataset","1","UK",2019,0,0.1,"EA",13.2,18.74,0.49,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"420","Ruranska et al 2020","PR Waulkmill 1","Waulkmill","Waulkmill 1","Salt marsh","Not Sandy",58.942284,-3.0868522,"direct from dataset","1","UK",2019,0,0.1,"EA",13.5,40.64,0.22,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"421","Ruranska et al 2020","PR Waulkmill 2","Waulkmill","Waulkmill 2","Salt marsh","Not Sandy",58.942102,-3.0871419,"direct from dataset","1","UK",2019,0,0.1,"EA",14.34,35.42,0.31,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"422","Ruranska et al 2020","PR Waulkmill 3","Waulkmill","Waulkmill 3","Salt marsh","Not Sandy",58.941967,-3.0872245,"direct from dataset","1","UK",2019,0,0.1,"EA",17.37,38.1,0.36,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"423","Ruranska et al 2020","PR Waulkmill 4","Waulkmill","Waulkmill 4","Salt marsh","Not Sandy",58.942139,-3.0869693,"direct from dataset","1","UK",2019,0,0.1,"EA",12.43,16.54,0.69,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"424","Ruranska et al 2020","PR Waulkmill 5","Waulkmill","Waulkmill 5","Salt marsh","Not Sandy",58.942447,-3.0867009,"direct from dataset","1","UK",2019,0,0.1,"EA",19.24,56.42,0.24,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"425","Ruranska et al 2020","PR Waulkmill 6","Waulkmill","Waulkmill 6","Salt marsh","Not Sandy",58.94207092,-3.08321368,"direct from dataset","1","UK",2019,0,0.1,"EA",23.86,NA,0.21,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"426","Ruranska et al 2020","PR Waulkmill 7","Waulkmill","Waulkmill 7","Salt marsh","Not Sandy",58.94207092,-3.08321368,"direct from dataset","1","UK",2019,0,0.1,"EA",35.26,NA,0.15,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"427","Ruranska et al 2020","PR Waulkmill 8","Waulkmill","Waulkmill 8","Salt marsh","Not Sandy",58.94207092,-3.08321368,"direct from dataset","1","UK",2019,0,0.1,"EA",32.99,NA,0.16,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"428","Ruranska et al 2020","PR Waulkmill 9","Waulkmill","Waulkmill 9","Salt marsh","Not Sandy",58.94203208,-3.08368271,"direct from dataset","1","UK",2019,0,0.1,"EA",18.91,NA,0.15,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"429","Ruranska et al 2020","PR Waulkmill 10","Waulkmill","Waulkmill 10","Salt marsh","Not Sandy",58.94203208,-3.08368271,"direct from dataset","1","UK",2019,0,0.1,"EA",24.82,NA,0.27,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"430","Ruranska et al 2020","PR Waulkmill 11","Waulkmill","Waulkmill 11","Salt marsh","Not Sandy",58.94203208,-3.08368271,"direct from dataset","1","UK",2019,0,0.1,"EA",18.32,NA,0.26,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"431","Ruranska et al 2020","PR Waulkmill 12","Waulkmill","Waulkmill 12","Salt marsh","Not Sandy",58.94198285,-3.08448606,"direct from dataset","1","UK",2019,0,0.1,"EA",16.29,NA,0.22,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"432","Ruranska et al 2020","PR Waulkmill 13","Waulkmill","Waulkmill 13","Salt marsh","Not Sandy",58.94198285,-3.08448606,"direct from dataset","1","UK",2019,0,0.1,"EA",32.55,NA,0.3,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"433","Ruranska et al 2020","PR Waulkmill 14","Waulkmill","Waulkmill 14","Salt marsh","Not Sandy",58.94198285,-3.08448606,"direct from dataset","1","UK",2019,0,0.1,"EA",16.63,NA,0.35,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"434","Ruranska et al 2020","PR Waulkmill 15","Waulkmill","Waulkmill 15","Salt marsh","Not Sandy",58.9419294,-3.08520505,"direct from dataset","1","UK",2019,0,0.1,"EA",18.91,NA,0.23,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"435","Ruranska et al 2020","PR Waulkmill 16","Waulkmill","Waulkmill 16","Salt marsh","Not Sandy",58.9419294,-3.08520505,"direct from dataset","1","UK",2019,0,0.1,"EA",14.11,NA,0.24,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"436","Ruranska et al 2020","PR Waulkmill 17","Waulkmill","Waulkmill 17","Salt marsh","Not Sandy",58.9419294,-3.08520505,"direct from dataset","1","UK",2019,0,0.1,"EA",12.26,NA,0.29,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"437","Ruranska et al 2020","PR Waulkmill 18","Waulkmill","Waulkmill 18","Salt marsh","Not Sandy",58.94194752,-3.08592804,"direct from dataset","1","UK",2019,0,0.1,"EA",5.86,NA,0.37,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"438","Ruranska et al 2020","PR Waulkmill 19","Waulkmill","Waulkmill 19","Salt marsh","Not Sandy",58.94194752,-3.08592804,"direct from dataset","1","UK",2019,0,0.1,"EA",20.81,NA,0.3,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"439","Ruranska et al 2020","PR Waulkmill 20","Waulkmill","Waulkmill 20","Salt marsh","Not Sandy",58.94194752,-3.08592804,"direct from dataset","1","UK",2019,0,0.1,"EA",6.38,NA,0.45,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"440","Ruranska et al 2020","PR Waulkmill 21","Waulkmill","Waulkmill 21","Salt marsh","Not Sandy",58.94197364,-3.0864705,"direct from dataset","1","UK",2019,0,0.1,"EA",15.07,NA,0.2,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"441","Ruranska et al 2020","PR Waulkmill 22","Waulkmill","Waulkmill 22","Salt marsh","Not Sandy",58.94197364,-3.0864705,"direct from dataset","1","UK",2019,0,0.1,"EA",13.82,NA,0.21,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"442","Ruranska et al 2020","PR Waulkmill 23","Waulkmill","Waulkmill 23","Salt marsh","Not Sandy",58.94197364,-3.0864705,"direct from dataset","1","UK",2019,0,0.1,"EA",18.23,NA,0.32,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"443","Ruranska et al 2020","PR Waulkmill 24","Waulkmill","Waulkmill 24","Salt marsh","Not Sandy",58.94191409,-3.08691878,"direct from dataset","1","UK",2019,0,0.1,"EA",8.41,NA,0.48,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"444","Ruranska et al 2020","PR Waulkmill 25","Waulkmill","Waulkmill 25","Salt marsh","Not Sandy",58.94191409,-3.08691878,"direct from dataset","1","UK",2019,0,0.1,"EA",6.41,NA,0.32,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"445","Ruranska et al 2020","PR Waulkmill 26","Waulkmill","Waulkmill 26","Salt marsh","Not Sandy",58.94191409,-3.08691878,"direct from dataset","1","UK",2019,0,0.1,"EA",3.79,NA,0.68,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"446","Ruranska et al 2020","PR Waulkmill 27","Waulkmill","Waulkmill 27","Salt marsh","Not Sandy",58.94244145,-3.08718473,"direct from dataset","1","UK",2019,0,0.1,"EA",5.12,NA,0.49,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"447","Ruranska et al 2020","PR Waulkmill 28","Waulkmill","Waulkmill 28","Salt marsh","Not Sandy",58.94244145,-3.08718473,"direct from dataset","1","UK",2019,0,0.1,"EA",7.2,NA,0.26,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"448","Ruranska et al 2020","PR Waulkmill 29","Waulkmill","Waulkmill 29","Salt marsh","Not Sandy",58.94244145,-3.08718473,"direct from dataset","1","UK",2019,0,0.1,"EA",5.73,NA,0.36,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"449","Ruranska et al 2020","PR Waulkmill 30","Waulkmill","Waulkmill 30","Salt marsh","Not Sandy",58.94269592,-3.08717548,"direct from dataset","1","UK",2019,0,0.1,"EA",17.94,NA,0.07,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"450","Ruranska et al 2020","PR Waulkmill 31","Waulkmill","Waulkmill 31","Salt marsh","Not Sandy",58.94269592,-3.08717548,"direct from dataset","1","UK",2019,0,0.1,"EA",18.41,NA,0.07,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"451","Ruranska et al 2020","PR Waulkmill 32","Waulkmill","Waulkmill 32","Salt marsh","Not Sandy",58.94269592,-3.08717548,"direct from dataset","1","UK",2019,0,0.1,"EA",15.72,NA,0.14,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"452","Ruranska et al 2020","PR Waulkmill 33","Waulkmill","Waulkmill 33","Salt marsh","Not Sandy",58.94276905,-3.08898809,"direct from dataset","1","UK",2019,0,0.1,"EA",13.78,NA,0.26,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"453","Ruranska et al 2020","PR Waulkmill 34","Waulkmill","Waulkmill 34","Salt marsh","Not Sandy",58.94276905,-3.08898809,"direct from dataset","1","UK",2019,0,0.1,"EA",9.65,NA,0.18,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"454","Ruranska et al 2020","PR Waulkmill 35","Waulkmill","Waulkmill 35","Salt marsh","Not Sandy",58.94276905,-3.08898809,"direct from dataset","1","UK",2019,0,0.1,"EA",10.62,NA,0.35,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"455","Ruranska et al 2020","PR Waulkmill 36","Waulkmill","Waulkmill 36","Salt marsh","Not Sandy",58.94264344,-3.08943883,"direct from dataset","1","UK",2019,0,0.1,"EA",9.72,NA,0.34,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"456","Ruranska et al 2020","PR Waulkmill 37","Waulkmill","Waulkmill 37","Salt marsh","Not Sandy",58.94264344,-3.08943883,"direct from dataset","1","UK",2019,0,0.1,"EA",9.29,NA,0.33,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"457","Ruranska et al 2020","PR Waulkmill 38","Waulkmill","Waulkmill 38","Salt marsh","Not Sandy",58.94264344,-3.08943883,"direct from dataset","1","UK",2019,0,0.1,"EA",11.49,NA,0.16,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"458","Ruranska et al 2020","PR Wigtown 1","Wigtown","Wigtown 1","Salt marsh","Sandy",54.873427,-4.422852,"direct from dataset","1","UK",2018,0,0.1,"EA",1.99,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"459","Ruranska et al 2020","PR Wigtown 2","Wigtown","Wigtown 2","Salt marsh","Sandy",54.873326,-4.423655,"direct from dataset","1","UK",2018,0,0.1,"EA",2.5,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"460","Ruranska et al 2020","PR Wigtown 3","Wigtown","Wigtown 3","Salt marsh","Sandy",54.87315,-4.424304,"direct from dataset","1","UK",2018,0,0.1,"EA",3.81,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"461","Ruranska et al 2020","PR Wigtown 4","Wigtown","Wigtown 4","Salt marsh","Sandy",54.872934,-4.425133,"direct from dataset","1","UK",2018,0,0.1,"EA",1.61,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"462","Ruranska et al 2020","PR Wigtown 5","Wigtown","Wigtown 5","Salt marsh","Sandy",54.872862,-4.425667,"direct from dataset","1","UK",2018,0,0.1,"EA",1.97,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"463","Ruranska et al 2020","PR Wigtown 6","Wigtown","Wigtown 6","Salt marsh","Sandy",54.872708,-4.426507,"direct from dataset","1","UK",2018,0,0.1,"EA",2.53,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"464","Ruranska et al 2020","PR Wigtown 7","Wigtown","Wigtown 7","Salt marsh","Sandy",54.872466,-4.427134,"direct from dataset","1","UK",2018,0,0.1,"EA",3.33,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"465","Ruranska et al 2020","PR Wigtown 8","Wigtown","Wigtown 8","Salt marsh","Sandy",54.874301,-4.422868,"direct from dataset","1","UK",2018,0,0.1,"EA",2.29,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"466","Ruranska et al 2020","PR Wigtown 9","Wigtown","Wigtown 9","Salt marsh","Sandy",54.874137,-4.423483,"direct from dataset","1","UK",2018,0,0.1,"EA",2.61,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"467","Ruranska et al 2020","PR Wigtown 10","Wigtown","Wigtown 10","Salt marsh","Sandy",54.874078,-4.42444,"direct from dataset","1","UK",2018,0,0.1,"EA",3.18,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"468","Ruranska et al 2020","PR Wigtown 11","Wigtown","Wigtown 11","Salt marsh","Sandy",54.873998,-4.425051,"direct from dataset","1","UK",2018,0,0.1,"EA",2.2,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"469","Ruranska et al 2020","PR Wigtown 12","Wigtown","Wigtown 12","Salt marsh","Sandy",54.873895,-4.425977,"direct from dataset","1","UK",2018,0,0.1,"EA",3.79,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"470","Ruranska et al 2020","PR Wigtown 13","Wigtown","Wigtown 13","Salt marsh","Sandy",54.87378,-4.426792,"direct from dataset","1","UK",2018,0,0.1,"EA",3.55,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"471","Ruranska et al 2020","PR Wigtown 14","Wigtown","Wigtown 14","Salt marsh","Sandy",54.873639,-4.427536,"direct from dataset","1","UK",2018,0,0.1,"EA",3.75,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
