Core_type,Marsh_type,Marsh_zone,delta_c13,Source,Site_name,Site,Core,Habitat_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,State,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,N_perc,BD_reported_g_cm3,DOI
Wide,Embayment,High,NA,Miller et al 2022,LCM Fleet P59,Cambusmore Lodge (Loch Fleet),Fleet P59,Salt marsh,57.94673653,-4.08130251,direct from dataset,1,UK,Highland,2020,0.32,0.33,EA,0.746,NA,0.53,https://doi.org/10.7489/12422-1
Wide,Embayment,High,NA,Miller et al 2022,LCM Fleet P59,Cambusmore Lodge (Loch Fleet),Fleet P59,Salt marsh,57.94673653,-4.08130251,direct from dataset,1,UK,Highland,2020,0.33,0.34,EA,0.349,NA,0.4,https://doi.org/10.7489/12422-1
Wide,Embayment,High,NA,Miller et al 2022,LCM Fleet P59,Cambusmore Lodge (Loch Fleet),Fleet P59,Salt marsh,57.94673653,-4.08130251,direct from dataset,1,UK,Highland,2020,0.34,0.35,EA,0.368,NA,0.64,https://doi.org/10.7489/12422-1
Wide,Embayment,High,NA,Miller et al 2022,LCM Fleet P59,Cambusmore Lodge (Loch Fleet),Fleet P59,Salt marsh,57.94673653,-4.08130251,direct from dataset,1,UK,Highland,2020,0.35,0.36,EA,0.47,NA,0.54,https://doi.org/10.7489/12422-1
Wide,Embayment,High,NA,Miller et al 2022,LCM Fleet P59,Cambusmore Lodge (Loch Fleet),Fleet P59,Salt marsh,57.94673653,-4.08130251,direct from dataset,1,UK,Highland,2020,0.36,0.37,EA,0.552,NA,0.38,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,-26.017,Miller et al 2022,LCM Dornoch C1,Dornoch Point,Dornoch C1,Salt marsh,57.8637955,-4.02362554,direct from dataset,1,UK,Highland,2020,0,0.05,EA,1.658,0.141,1.646,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C1,Dornoch Point,Dornoch C1,Salt marsh,57.8637955,-4.02362554,direct from dataset,1,UK,Highland,2020,0.3,0.35,EA,0.618,NA,2.55,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C1,Dornoch Point,Dornoch C1,Salt marsh,57.8637955,-4.02362554,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.707,NA,2.588,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C1,Dornoch Point,Dornoch C1,Salt marsh,57.8637955,-4.02362554,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.455,NA,2.689,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-28.024,Miller et al 2022,LCM Dornoch C10,Dornoch Point,Dornoch C10,Salt marsh,57.86614999,-4.02117366,direct from dataset,1,UK,Highland,2020,0,0.05,EA,1.799,0.183,1.505,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C10,Dornoch Point,Dornoch C10,Salt marsh,57.86614999,-4.02117366,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.392,NA,2.332,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-27.74,Miller et al 2022,LCM Dornoch C11,Dornoch Point,Dornoch C11,Salt marsh,57.8663928,-4.0209234,direct from dataset,1,UK,Highland,2020,0,0.05,EA,1.912,0.097,1.261,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C11,Dornoch Point,Dornoch C11,Salt marsh,57.8663928,-4.0209234,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.527,NA,2.365,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-27.979,Miller et al 2022,LCM Dornoch C12,Dornoch Point,Dornoch C12,Salt marsh,57.86664324,-4.02066352,direct from dataset,1,UK,Highland,2020,0,0.05,EA,28.741,1.973,0.252,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C12,Dornoch Point,Dornoch C12,Salt marsh,57.86664324,-4.02066352,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.48,NA,1.9,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-28.086,Miller et al 2022,LCM Dornoch C13,Dornoch Point,Dornoch C13,Salt marsh,57.86689569,-4.02040517,direct from dataset,1,UK,Highland,2020,0,0.05,EA,25.835,1.533,0.347,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C13,Dornoch Point,Dornoch C13,Salt marsh,57.86689569,-4.02040517,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.329,NA,2.615,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-28.29,Miller et al 2022,LCM Dornoch C14,Dornoch Point,Dornoch C14,Salt marsh,57.86714063,-4.02013402,direct from dataset,1,UK,Highland,2020,0,0.05,EA,11.149,0.531,0.638,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C14,Dornoch Point,Dornoch C14,Salt marsh,57.86714063,-4.02013402,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.63,NA,1.385,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-27.891,Miller et al 2022,LCM Dornoch C15,Dornoch Point,Dornoch C15,Salt marsh,57.86739087,-4.01986235,direct from dataset,1,UK,Highland,2020,0,0.05,EA,15.324,1.415,0.36,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C15,Dornoch Point,Dornoch C15,Salt marsh,57.86739087,-4.01986235,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.829,NA,2.547,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-28.844,Miller et al 2022,LCM Dornoch C16,Dornoch Point,Dornoch C16,Salt marsh,57.86763293,-4.01961255,direct from dataset,1,UK,Highland,2020,0,0.05,EA,0.499,0.33,0.638,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C16,Dornoch Point,Dornoch C16,Salt marsh,57.86763293,-4.01961255,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.507,NA,2.386,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-28.597,Miller et al 2022,LCM Dornoch C17,Dornoch Point,Dornoch C17,Salt marsh,57.86787333,-4.01935207,direct from dataset,1,UK,Highland,2020,0,0.05,EA,2.823,0.186,0.988,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C17,Dornoch Point,Dornoch C17,Salt marsh,57.86787333,-4.01935207,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.565,NA,1.933,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-28.156,Miller et al 2022,LCM Dornoch C18,Dornoch Point,Dornoch C18,Salt marsh,57.86812337,-4.01908186,direct from dataset,1,UK,Highland,2020,0,0.05,EA,17.866,1.644,0.321,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C18,Dornoch Point,Dornoch C18,Salt marsh,57.86812337,-4.01908186,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.46,NA,1.866,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-27.701,Miller et al 2022,LCM Dornoch C19,Dornoch Point,Dornoch C19,Salt marsh,57.86837496,-4.01880889,direct from dataset,1,UK,Highland,2020,0,0.05,EA,33.771,2.422,0.267,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C19,Dornoch Point,Dornoch C19,Salt marsh,57.86837496,-4.01880889,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,1.325,NA,2.361,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-25.446,Miller et al 2022,LCM Dornoch C2,Dornoch Point,Dornoch C2,Salt marsh,57.86403331,-4.02337563,direct from dataset,1,UK,Highland,2020,0,0.05,EA,20.317,1.442,0.62,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C2,Dornoch Point,Dornoch C2,Salt marsh,57.86403331,-4.02337563,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,4.063,NA,0.999,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C2,Dornoch Point,Dornoch C2,Salt marsh,57.86403331,-4.02337563,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,4.001,NA,1.398,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C2,Dornoch Point,Dornoch C2,Salt marsh,57.86403331,-4.02337563,direct from dataset,1,UK,Highland,2020,0.3,0.35,EA,0.553,NA,2.063,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-28.165,Miller et al 2022,LCM Dornoch C20,Dornoch Point,Dornoch C20,Salt marsh,57.86588398,-4.02327288,direct from dataset,1,UK,Highland,2020,0,0.05,EA,31.866,1.807,0.262,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C20,Dornoch Point,Dornoch C20,Salt marsh,57.86588398,-4.02327288,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.486,NA,2.121,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-28.456,Miller et al 2022,LCM Dornoch C21,Dornoch Point,Dornoch C21,Salt marsh,57.86576335,-4.02251806,direct from dataset,1,UK,Highland,2020,0,0.05,EA,24.491,1.203,0.29,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C21,Dornoch Point,Dornoch C21,Salt marsh,57.86576335,-4.02251806,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.912,NA,2.211,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C21,Dornoch Point,Dornoch C21,Salt marsh,57.86576335,-4.02251806,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.454,NA,2.301,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-27.21,Miller et al 2022,LCM Dornoch C22,Dornoch Point,Dornoch C22,Salt marsh,57.86563067,-4.0217148,direct from dataset,1,UK,Highland,2020,0,0.05,EA,19.916,1.234,0.286,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C22,Dornoch Point,Dornoch C22,Salt marsh,57.86563067,-4.0217148,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.368,NA,2.327,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-27.18,Miller et al 2022,LCM Dornoch C23,Dornoch Point,Dornoch C23,Salt marsh,57.86549323,-4.0208599,direct from dataset,1,UK,Highland,2020,0,0.05,EA,24.404,1.906,0.218,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C23,Dornoch Point,Dornoch C23,Salt marsh,57.86549323,-4.0208599,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.503,NA,2.091,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C23,Dornoch Point,Dornoch C23,Salt marsh,57.86549323,-4.0208599,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.423,NA,2.202,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-28.051,Miller et al 2022,LCM Dornoch C24,Dornoch Point,Dornoch C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0,0.05,EA,19.711,0.97,0.634,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C24,Dornoch Point,Dornoch C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,1.029,NA,1.763,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C24,Dornoch Point,Dornoch C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.35,NA,2.162,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-27.553,Miller et al 2022,LCM Dornoch C25,Dornoch Point,Dornoch C25,Salt marsh,57.86507056,-4.01875451,direct from dataset,1,UK,Highland,2020,0,0.05,EA,21.979,1.496,0.303,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C25,Dornoch Point,Dornoch C25,Salt marsh,57.86507056,-4.01875451,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.245,NA,1.649,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C25,Dornoch Point,Dornoch C25,Salt marsh,57.86507056,-4.01875451,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.68,NA,1.995,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-28.759,Miller et al 2022,LCM Dornoch C26,Dornoch Point,Dornoch C26,Salt marsh,57.86484937,-4.01780318,direct from dataset,1,UK,Highland,2020,0,0.05,EA,0.494,1.947,0.446,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C26,Dornoch Point,Dornoch C26,Salt marsh,57.86484937,-4.01780318,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.572,NA,1.954,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C26,Dornoch Point,Dornoch C26,Salt marsh,57.86484937,-4.01780318,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.572,NA,2.12,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-26.023,Miller et al 2022,LCM Dornoch C27,Dornoch Point,Dornoch C27,Salt marsh,57.86464014,-4.01690429,direct from dataset,1,UK,Highland,2020,0,0.05,EA,30.554,2.066,0.259,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C27,Dornoch Point,Dornoch C27,Salt marsh,57.86464014,-4.01690429,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.356,NA,2.011,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C27,Dornoch Point,Dornoch C27,Salt marsh,57.86464014,-4.01690429,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.51,NA,2.422,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-27.934,Miller et al 2022,LCM Dornoch C28,Dornoch Point,Dornoch C28,Salt marsh,57.86500472,-4.0163436,direct from dataset,1,UK,Highland,2020,0,0.05,EA,15.613,1.184,0.56,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C28,Dornoch Point,Dornoch C28,Salt marsh,57.86500472,-4.0163436,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.422,NA,2.113,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C28,Dornoch Point,Dornoch C28,Salt marsh,57.86500472,-4.0163436,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.495,NA,2.35,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-28.366,Miller et al 2022,LCM Dornoch C29,Dornoch Point,Dornoch C29,Salt marsh,57.86427585,-4.01744136,direct from dataset,1,UK,Highland,2020,0,0.05,EA,28.287,1.953,0.405,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C29,Dornoch Point,Dornoch C29,Salt marsh,57.86427585,-4.01744136,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.336,NA,2.183,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C29,Dornoch Point,Dornoch C29,Salt marsh,57.86427585,-4.01744136,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.309,NA,2.236,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,-26.256,Miller et al 2022,LCM Dornoch C3,Dornoch Point,Dornoch C3,Salt marsh,57.86429121,-4.02309484,direct from dataset,1,UK,Highland,2020,0,0.05,EA,14.863,1.407,0.455,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C3,Dornoch Point,Dornoch C3,Salt marsh,57.86429121,-4.02309484,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,8.702,NA,0.919,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C3,Dornoch Point,Dornoch C3,Salt marsh,57.86429121,-4.02309484,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.868,NA,1.791,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C3,Dornoch Point,Dornoch C3,Salt marsh,57.86429121,-4.02309484,direct from dataset,1,UK,Highland,2020,0.3,0.35,EA,0.267,NA,2.164,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-28.008,Miller et al 2022,LCM Dornoch C30,Dornoch Point,Dornoch C30,Salt marsh,57.86390191,-4.01800796,direct from dataset,1,UK,Highland,2020,0,0.05,EA,23.646,1.856,0.366,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C30,Dornoch Point,Dornoch C30,Salt marsh,57.86390191,-4.01800796,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.416,NA,2.099,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C30,Dornoch Point,Dornoch C30,Salt marsh,57.86390191,-4.01800796,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.495,NA,2.17,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,-28.836,Miller et al 2022,LCM Dornoch C31,Dornoch Point,Dornoch C31,Salt marsh,57.86353995,-4.01854155,direct from dataset,1,UK,Highland,2020,0,0.05,EA,30.191,1.592,0.468,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C31,Dornoch Point,Dornoch C31,Salt marsh,57.86353995,-4.01854155,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.557,NA,1.273,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C31,Dornoch Point,Dornoch C31,Salt marsh,57.86353995,-4.01854155,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.8,NA,1.375,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,-27.733,Miller et al 2022,LCM Dornoch C32,Dornoch Point,Dornoch C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0,0.05,EA,18.562,1.325,0.601,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C32,Dornoch Point,Dornoch C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,4.751,NA,1.099,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C32,Dornoch Point,Dornoch C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.679,NA,2.51,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,-26.62,Miller et al 2022,LCM Dornoch C33,Dornoch Point,Dornoch C33,Salt marsh,57.86285303,-4.01954947,direct from dataset,1,UK,Highland,2020,0,0.05,EA,19.73,1.586,0.395,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C33,Dornoch Point,Dornoch C33,Salt marsh,57.86285303,-4.01954947,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.442,NA,1.479,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C33,Dornoch Point,Dornoch C33,Salt marsh,57.86285303,-4.01954947,direct from dataset,1,UK,Highland,2020,0.3,0.35,EA,0.344,NA,2.019,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C33,Dornoch Point,Dornoch C33,Salt marsh,57.86285303,-4.01954947,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.542,NA,2.029,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,-26.701,Miller et al 2022,LCM Dornoch C34,Dornoch Point,Dornoch C34,Salt marsh,57.86250485,-4.02006131,direct from dataset,1,UK,Highland,2020,0,0.05,EA,15.696,1.457,0.628,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C34,Dornoch Point,Dornoch C34,Salt marsh,57.86250485,-4.02006131,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,1.042,NA,1.788,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C34,Dornoch Point,Dornoch C34,Salt marsh,57.86250485,-4.02006131,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.321,NA,1.989,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C35,Dornoch Point,Dornoch C35,Salt marsh,57.86218913,-4.02053145,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,6.428,NA,1.161,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C35,Dornoch Point,Dornoch C35,Salt marsh,57.86218913,-4.02053145,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,0.644,NA,1.449,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C35,Dornoch Point,Dornoch C35,Salt marsh,57.86218913,-4.02053145,direct from dataset,1,UK,Highland,2020,0.3,0.35,EA,0.736,NA,1.951,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,-27.035,Miller et al 2022,LCM Dornoch C35,Dornoch Point,Dornoch C35,Salt marsh,57.86218913,-4.02053145,direct from dataset,1,UK,Highland,2020,0,0.05,EA,0.26,0.021,1.958,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch C35,Dornoch Point,Dornoch C35,Salt marsh,57.86218913,-4.02053145,direct from dataset,1,UK,Highland,2020,0.4,0.45,EA,0.618,NA,2.165,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-26.844,Miller et al 2022,LCM Dornoch C4,Dornoch Point,Dornoch C4,Salt marsh,57.8645552,-4.02280229,direct from dataset,1,UK,Highland,2020,0,0.05,EA,20.191,1.816,0.315,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C4,Dornoch Point,Dornoch C4,Salt marsh,57.8645552,-4.02280229,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,7.519,NA,1.068,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C4,Dornoch Point,Dornoch C4,Salt marsh,57.8645552,-4.02280229,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.418,NA,2.176,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C5,Dornoch Point,Dornoch C5,Salt marsh,57.86482428,-4.02252509,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,4.324,NA,1.324,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C5,Dornoch Point,Dornoch C5,Salt marsh,57.86482428,-4.02252509,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.65,NA,2.225,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-26.117,Miller et al 2022,LCM Dornoch C5,Dornoch Point,Dornoch C5,Salt marsh,57.86482428,-4.02252509,direct from dataset,1,UK,Highland,2020,0,0.05,EA,0.375,1.397,2.521,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-27.362,Miller et al 2022,LCM Dornoch C6,Dornoch Point,Dornoch C6,Salt marsh,57.86510634,-4.02224794,direct from dataset,1,UK,Highland,2020,0,0.05,EA,22.867,1.938,0.179,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C6,Dornoch Point,Dornoch C6,Salt marsh,57.86510634,-4.02224794,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,2.18,NA,1.347,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C6,Dornoch Point,Dornoch C6,Salt marsh,57.86510634,-4.02224794,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.445,NA,2.273,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-27.652,Miller et al 2022,LCM Dornoch C7,Dornoch Point,Dornoch C7,Salt marsh,57.86536779,-4.02195563,direct from dataset,1,UK,Highland,2020,0,0.05,EA,17.311,1.858,0.189,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C7,Dornoch Point,Dornoch C7,Salt marsh,57.86536779,-4.02195563,direct from dataset,1,UK,Highland,2020,0.1,0.15,EA,2.268,NA,1.133,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch C7,Dornoch Point,Dornoch C7,Salt marsh,57.86536779,-4.02195563,direct from dataset,1,UK,Highland,2020,0.2,0.25,EA,0.364,NA,1.96,https://doi.org/10.7489/12422-1
Narrow,Back-barrier,High,-26.961,Miller et al 2022,LCM Dornoch C8,Dornoch Point,Dornoch C8,Salt marsh,57.86563796,-4.02171164,direct from dataset,1,UK,Highland,2020,0,0.05,EA,29.724,2.375,0.19,https://doi.org/10.7489/12422-1
