Source,Site_name,Site,Core,Habitat_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,Year_collected,Season,U_depth_m,L_depth_m,Method,SOM_perc,BD_reported_g_cm3,DOI
Ford et al 2016,HF AH 12,AH,AH_Essex_Summer_12,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,19.65,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 12,AH,AH_Essex_Summer_12,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,19.04,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 12,AH,AH_Essex_Summer_12,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,14.6,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 13,AH,AH_Essex_Summer_13,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,11.76,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 13,AH,AH_Essex_Summer_13,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,11.34,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 13,AH,AH_Essex_Summer_13,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,9.75,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 14,AH,AH_Essex_Summer_14,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,8.74,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 14,AH,AH_Essex_Summer_14,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,5.93,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 14,AH,AH_Essex_Summer_14,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,5.15,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 15,AH,AH_Essex_Summer_15,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,12.57,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 15,AH,AH_Essex_Summer_15,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,16.05,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 15,AH,AH_Essex_Summer_15,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,10.55,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 16,AH,AH_Essex_Summer_16,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,15.24,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 16,AH,AH_Essex_Summer_16,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,10.49,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 16,AH,AH_Essex_Summer_16,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,14.7,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 17,AH,AH_Essex_Summer_17,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,15.18,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 17,AH,AH_Essex_Summer_17,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,13.62,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 17,AH,AH_Essex_Summer_17,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,11.6,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 18,AH,AH_Essex_Summer_18,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,11.55,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 18,AH,AH_Essex_Summer_18,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,12.09,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 18,AH,AH_Essex_Summer_18,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,10.35,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 19,AH,AH_Essex_Summer_19,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,10.63,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 19,AH,AH_Essex_Summer_19,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,12.2,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 19,AH,AH_Essex_Summer_19,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,14.48,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 20,AH,AH_Essex_Summer_20,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,17.73,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 20,AH,AH_Essex_Summer_20,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,19.23,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 20,AH,AH_Essex_Summer_20,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,14.69,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 21,AH,AH_Essex_Summer_21,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,15.19,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 21,AH,AH_Essex_Summer_21,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,12.2,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 21,AH,AH_Essex_Summer_21,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,11.5,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 22,AH,AH_Essex_Summer_22,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,12.59,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 22,AH,AH_Essex_Summer_22,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,12.89,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF AH 22,AH,AH_Essex_Summer_22,Saltmarsh,51.7833333333333,0.866666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,8.94,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 1,CS,CS_Morecambe_Winter_1,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,3.01,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 1,CS,CS_Morecambe_Winter_1,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.85,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 1,CS,CS_Morecambe_Winter_1,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,0.83,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 2,CS,CS_Morecambe_Winter_2,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,3.97,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 2,CS,CS_Morecambe_Winter_2,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,3.93,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 2,CS,CS_Morecambe_Winter_2,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,3.76,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 3,CS,CS_Morecambe_Winter_3,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,4.97,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 3,CS,CS_Morecambe_Winter_3,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,2.72,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 3,CS,CS_Morecambe_Winter_3,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.77,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 4,CS,CS_Morecambe_Winter_4,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,5.92,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 4,CS,CS_Morecambe_Winter_4,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,3.05,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 4,CS,CS_Morecambe_Winter_4,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.49,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 5,CS,CS_Morecambe_Winter_5,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,2.33,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 5,CS,CS_Morecambe_Winter_5,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.55,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 5,CS,CS_Morecambe_Winter_5,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.93,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 6,CS,CS_Morecambe_Winter_6,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,2.9,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 6,CS,CS_Morecambe_Winter_6,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.9,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 6,CS,CS_Morecambe_Winter_6,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.83,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 7,CS,CS_Morecambe_Winter_7,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,2.81,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 7,CS,CS_Morecambe_Winter_7,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.68,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 7,CS,CS_Morecambe_Winter_7,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.43,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 8,CS,CS_Morecambe_Winter_8,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,4.54,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 8,CS,CS_Morecambe_Winter_8,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.85,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 8,CS,CS_Morecambe_Winter_8,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.2,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 9,CS,CS_Morecambe_Winter_9,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,3.75,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 9,CS,CS_Morecambe_Winter_9,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,2.07,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 9,CS,CS_Morecambe_Winter_9,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.56,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 10,CS,CS_Morecambe_Winter_10,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,1.42,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 10,CS,CS_Morecambe_Winter_10,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,3.17,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 10,CS,CS_Morecambe_Winter_10,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.16,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 11,CS,CS_Morecambe_Winter_11,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,0.8,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 11,CS,CS_Morecambe_Winter_11,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,0.6,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 11,CS,CS_Morecambe_Winter_11,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,0.55,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 12,CS,CS_Morecambe_Winter_12,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,3.25,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 12,CS,CS_Morecambe_Winter_12,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.25,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 12,CS,CS_Morecambe_Winter_12,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,0.94,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 13,CS,CS_Morecambe_Winter_13,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,5.32,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 13,CS,CS_Morecambe_Winter_13,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.32,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 13,CS,CS_Morecambe_Winter_13,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.77,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 14,CS,CS_Morecambe_Winter_14,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,1.28,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 14,CS,CS_Morecambe_Winter_14,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,0.96,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 14,CS,CS_Morecambe_Winter_14,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,0.47,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 15,CS,CS_Morecambe_Winter_15,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,1.54,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 15,CS,CS_Morecambe_Winter_15,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,0.74,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 15,CS,CS_Morecambe_Winter_15,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,0.55,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 16,CS,CS_Morecambe_Winter_16,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,2.29,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 16,CS,CS_Morecambe_Winter_16,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.95,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 16,CS,CS_Morecambe_Winter_16,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.52,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 17,CS,CS_Morecambe_Winter_17,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,17.81,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 17,CS,CS_Morecambe_Winter_17,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,10.58,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 17,CS,CS_Morecambe_Winter_17,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,6.97,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 18,CS,CS_Morecambe_Winter_18,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,4.8,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 18,CS,CS_Morecambe_Winter_18,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,7.93,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 18,CS,CS_Morecambe_Winter_18,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.01,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 19,CS,CS_Morecambe_Winter_19,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,0.44,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 19,CS,CS_Morecambe_Winter_19,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,0.36,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 19,CS,CS_Morecambe_Winter_19,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,0.42,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 20,CS,CS_Morecambe_Winter_20,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,0.62,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 20,CS,CS_Morecambe_Winter_20,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,0.73,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 20,CS,CS_Morecambe_Winter_20,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,0.64,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 21,CS,CS_Morecambe_Winter_21,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,4.24,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 21,CS,CS_Morecambe_Winter_21,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,2.59,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF CS 21,CS,CS_Morecambe_Winter_21,Saltmarsh,54.1666666666667,-3,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.11,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
