"","Source","Site_name","Site","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","DOI"
"236","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.01,0.02,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"237","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.02,0.03,"EA",1.54,NA,"https://doi.org/10.1594/PANGAEA.905218"
"238","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.03,0.04,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"239","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.04,0.05,"EA",1.71,NA,"https://doi.org/10.1594/PANGAEA.905218"
"240","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.05,0.06,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"241","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.06,0.07,"EA",1.36,NA,"https://doi.org/10.1594/PANGAEA.905218"
"242","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.07,0.08,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"243","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.08,0.09,"EA",0.69,NA,"https://doi.org/10.1594/PANGAEA.905218"
"244","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.09,0.1,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"245","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.1,0.11,"EA",0.45,NA,"https://doi.org/10.1594/PANGAEA.905218"
"246","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.11,0.12,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"247","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.12,0.13,"EA",0.39,NA,"https://doi.org/10.1594/PANGAEA.905218"
"248","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.13,0.14,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"249","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.14,0.15,"EA",0.8,NA,"https://doi.org/10.1594/PANGAEA.905218"
"250","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.15,0.16,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"251","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.16,0.17,"EA",0.87,NA,"https://doi.org/10.1594/PANGAEA.905218"
"252","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.17,0.18,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"253","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.18,0.19,"EA",0.71,NA,"https://doi.org/10.1594/PANGAEA.905218"
"254","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.19,0.2,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"255","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.2,0.21,"EA",0.75,NA,"https://doi.org/10.1594/PANGAEA.905218"
"256","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.21,0.22,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"257","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.22,0.23,"EA",0.87,NA,"https://doi.org/10.1594/PANGAEA.905218"
"258","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.23,0.24,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"259","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.24,0.25,"EA",0.6,NA,"https://doi.org/10.1594/PANGAEA.905218"
"260","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.25,0.26,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"261","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.26,0.27,"EA",0.32,NA,"https://doi.org/10.1594/PANGAEA.905218"
"262","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.27,0.28,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"263","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.28,0.29,"EA",0.47,NA,"https://doi.org/10.1594/PANGAEA.905218"
"264","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.29,0.3,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"265","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.3,0.31,"EA",0.61,NA,"https://doi.org/10.1594/PANGAEA.905218"
"266","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.31,0.32,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"267","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.32,0.33,"EA",0.39,NA,"https://doi.org/10.1594/PANGAEA.905218"
"268","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.33,0.34,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"269","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.34,0.35,"EA",0.6,NA,"https://doi.org/10.1594/PANGAEA.905218"
"270","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.35,0.36,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"271","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.36,0.37,"EA",0.36,NA,"https://doi.org/10.1594/PANGAEA.905218"
"272","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.37,0.38,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"273","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.38,0.39,"EA",0.37,NA,"https://doi.org/10.1594/PANGAEA.905218"
"274","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.39,0.4,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"275","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.4,0.41,"EA",0.62,NA,"https://doi.org/10.1594/PANGAEA.905218"
"276","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.41,0.42,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"277","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.42,0.43,"EA",0.34,NA,"https://doi.org/10.1594/PANGAEA.905218"
"278","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.43,0.44,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"279","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.44,0.45,"EA",0.53,NA,"https://doi.org/10.1594/PANGAEA.905218"
"280","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.45,0.46,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"281","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.46,0.47,"EA",0.54,NA,"https://doi.org/10.1594/PANGAEA.905218"
"282","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.47,0.48,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"283","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.48,0.49,"EA",0.33,NA,"https://doi.org/10.1594/PANGAEA.905218"
"284","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.49,0.5,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"285","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.5,0.51,"EA",0.42,NA,"https://doi.org/10.1594/PANGAEA.905218"
"286","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.51,0.52,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"287","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.52,0.53,"EA",0.49,NA,"https://doi.org/10.1594/PANGAEA.905218"
"288","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.53,0.54,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"289","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.54,0.55,"EA",0.31,NA,"https://doi.org/10.1594/PANGAEA.905218"
"290","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.55,0.56,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"291","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.56,0.57,"EA",0.59,NA,"https://doi.org/10.1594/PANGAEA.905218"
"292","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.57,0.58,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"293","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.58,0.59,"EA",0.52,NA,"https://doi.org/10.1594/PANGAEA.905218"
"294","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.59,0.6,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"295","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.6,0.61,"EA",0.41,NA,"https://doi.org/10.1594/PANGAEA.905218"
"296","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.61,0.62,"EA",0.52,NA,"https://doi.org/10.1594/PANGAEA.905218"
"297","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.62,0.63,"EA",0.84,NA,"https://doi.org/10.1594/PANGAEA.905218"
"298","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.63,0.64,"EA",0.84,NA,"https://doi.org/10.1594/PANGAEA.905218"
"299","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.64,0.65,"EA",0.64,NA,"https://doi.org/10.1594/PANGAEA.905218"
"300","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.65,0.66,"EA",0.45,NA,"https://doi.org/10.1594/PANGAEA.905218"
"301","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.66,0.67,"EA",0.36,NA,"https://doi.org/10.1594/PANGAEA.905218"
"302","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.67,0.68,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"303","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.68,0.69,"EA",0.56,NA,"https://doi.org/10.1594/PANGAEA.905218"
"304","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.69,0.7,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"305","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.7,0.71,"EA",0.33,NA,"https://doi.org/10.1594/PANGAEA.905218"
"306","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.71,0.72,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"307","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.72,0.73,"EA",0.38,NA,"https://doi.org/10.1594/PANGAEA.905218"
"308","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.73,0.74,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"309","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.74,0.75,"EA",0.61,NA,"https://doi.org/10.1594/PANGAEA.905218"
"310","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.75,0.76,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"311","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.76,0.77,"EA",0.68,NA,"https://doi.org/10.1594/PANGAEA.905218"
"312","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.77,0.78,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"313","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.78,0.79,"EA",0.69,NA,"https://doi.org/10.1594/PANGAEA.905218"
"314","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.79,0.8,"EA",0.48,NA,"https://doi.org/10.1594/PANGAEA.905218"
"315","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.8,0.81,"EA",0.77,NA,"https://doi.org/10.1594/PANGAEA.905218"
"316","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.81,0.82,"EA",0.49,NA,"https://doi.org/10.1594/PANGAEA.905218"
"317","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.82,0.83,"EA",0.35,NA,"https://doi.org/10.1594/PANGAEA.905218"
"318","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.83,0.84,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"319","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.84,0.85,"EA",0.57,NA,"https://doi.org/10.1594/PANGAEA.905218"
"320","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.85,0.86,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"321","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.86,0.87,"EA",0.28,NA,"https://doi.org/10.1594/PANGAEA.905218"
"322","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.87,0.88,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"323","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.88,0.89,"EA",0.4,NA,"https://doi.org/10.1594/PANGAEA.905218"
"324","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.89,0.9,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"325","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.9,0.91,"EA",0.64,NA,"https://doi.org/10.1594/PANGAEA.905218"
"326","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.91,0.92,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"327","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.92,0.93,"EA",0.54,NA,"https://doi.org/10.1594/PANGAEA.905218"
"328","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.93,0.94,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"329","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.94,0.95,"EA",0.29,NA,"https://doi.org/10.1594/PANGAEA.905218"
"330","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.95,0.96,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"331","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.96,0.97,"EA",0.17,NA,"https://doi.org/10.1594/PANGAEA.905218"
"332","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0.98,0.99,"EA",0.23,NA,"https://doi.org/10.1594/PANGAEA.905218"
"333","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1,1.01,"EA",0.15,NA,"https://doi.org/10.1594/PANGAEA.905218"
"334","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.02,1.03,"EA",0.35,NA,"https://doi.org/10.1594/PANGAEA.905218"
"335","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.04,1.05,"EA",0.32,NA,"https://doi.org/10.1594/PANGAEA.905218"
"336","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.05,1.06,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"337","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.06,1.07,"EA",0.26,NA,"https://doi.org/10.1594/PANGAEA.905218"
"338","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.07,1.08,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"339","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.08,1.09,"EA",0.18,NA,"https://doi.org/10.1594/PANGAEA.905218"
"340","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.1,1.11,"EA",0.28,NA,"https://doi.org/10.1594/PANGAEA.905218"
"341","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.11,1.12,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"342","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.12,1.13,"EA",0.73,NA,"https://doi.org/10.1594/PANGAEA.905218"
"343","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.13,1.14,"EA",0.46,NA,"https://doi.org/10.1594/PANGAEA.905218"
"344","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.14,1.15,"EA",0.25,NA,"https://doi.org/10.1594/PANGAEA.905218"
"345","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.15,1.16,"EA",0.73,NA,"https://doi.org/10.1594/PANGAEA.905218"
"346","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.16,1.17,"EA",0.88,NA,"https://doi.org/10.1594/PANGAEA.905218"
"347","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.18,1.19,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"348","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.2,1.21,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"349","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.22,1.23,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"350","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.24,1.25,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"351","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",1.26,1.27,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
