"","Source","Site_name","Site","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","DOI"
"20","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.19,0.2,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"21","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.2,0.21,"EA",0.89,NA,"https://doi.org/10.1594/PANGAEA.905218"
"22","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.21,0.22,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"23","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.22,0.23,"EA",0.93,NA,"https://doi.org/10.1594/PANGAEA.905218"
"24","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.23,0.24,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"25","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.24,0.25,"EA",0.93,NA,"https://doi.org/10.1594/PANGAEA.905218"
"26","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.25,0.26,"EA",0.8,NA,"https://doi.org/10.1594/PANGAEA.905218"
"27","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.26,0.27,"EA",0.87,NA,"https://doi.org/10.1594/PANGAEA.905218"
"28","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.27,0.28,"EA",0.51,NA,"https://doi.org/10.1594/PANGAEA.905218"
"29","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.28,0.29,"EA",0.42,NA,"https://doi.org/10.1594/PANGAEA.905218"
"30","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.29,0.3,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"31","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.3,0.31,"EA",0.54,NA,"https://doi.org/10.1594/PANGAEA.905218"
"32","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.31,0.32,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"33","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.32,0.33,"EA",0.81,NA,"https://doi.org/10.1594/PANGAEA.905218"
"34","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.33,0.34,"EA",0.92,NA,"https://doi.org/10.1594/PANGAEA.905218"
"35","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.34,0.35,"EA",0.74,NA,"https://doi.org/10.1594/PANGAEA.905218"
"36","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.35,0.36,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"37","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.36,0.37,"EA",0.72,NA,"https://doi.org/10.1594/PANGAEA.905218"
"38","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.37,0.38,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"39","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.38,0.39,"EA",0.6,NA,"https://doi.org/10.1594/PANGAEA.905218"
"40","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.39,0.4,"EA",0.67,NA,"https://doi.org/10.1594/PANGAEA.905218"
"41","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.4,0.41,"EA",0.96,NA,"https://doi.org/10.1594/PANGAEA.905218"
"42","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.41,0.42,"EA",0.86,NA,"https://doi.org/10.1594/PANGAEA.905218"
"43","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.42,0.43,"EA",1.01,NA,"https://doi.org/10.1594/PANGAEA.905218"
"44","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.43,0.44,"EA",1.04,NA,"https://doi.org/10.1594/PANGAEA.905218"
"45","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.44,0.45,"EA",0.82,NA,"https://doi.org/10.1594/PANGAEA.905218"
"46","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.45,0.46,"EA",0.57,NA,"https://doi.org/10.1594/PANGAEA.905218"
"47","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.46,0.47,"EA",0.87,NA,"https://doi.org/10.1594/PANGAEA.905218"
"48","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.47,0.48,"EA",1.2,NA,"https://doi.org/10.1594/PANGAEA.905218"
"49","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.48,0.49,"EA",0.62,NA,"https://doi.org/10.1594/PANGAEA.905218"
"50","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.49,0.5,"EA",1.01,NA,"https://doi.org/10.1594/PANGAEA.905218"
"51","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.5,0.51,"EA",1.06,NA,"https://doi.org/10.1594/PANGAEA.905218"
"52","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.51,0.52,"EA",1.09,NA,"https://doi.org/10.1594/PANGAEA.905218"
"53","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.52,0.53,"EA",1.07,NA,"https://doi.org/10.1594/PANGAEA.905218"
"54","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.53,0.54,"EA",0.77,NA,"https://doi.org/10.1594/PANGAEA.905218"
"55","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.54,0.55,"EA",0.67,NA,"https://doi.org/10.1594/PANGAEA.905218"
"56","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.55,0.56,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"57","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.56,0.57,"EA",0.73,NA,"https://doi.org/10.1594/PANGAEA.905218"
"58","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.57,0.58,"EA",0.75,NA,"https://doi.org/10.1594/PANGAEA.905218"
"59","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.58,0.59,"EA",0.93,NA,"https://doi.org/10.1594/PANGAEA.905218"
"60","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.59,0.6,"EA",0.91,NA,"https://doi.org/10.1594/PANGAEA.905218"
"61","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.6,0.61,"EA",0.59,NA,"https://doi.org/10.1594/PANGAEA.905218"
"62","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.61,0.62,"EA",0.81,NA,"https://doi.org/10.1594/PANGAEA.905218"
"63","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.62,0.63,"EA",0.37,NA,"https://doi.org/10.1594/PANGAEA.905218"
"64","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.63,0.64,"EA",0.54,NA,"https://doi.org/10.1594/PANGAEA.905218"
"65","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.64,0.65,"EA",0.75,NA,"https://doi.org/10.1594/PANGAEA.905218"
"66","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.65,0.66,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"67","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.66,0.67,"EA",1.14,NA,"https://doi.org/10.1594/PANGAEA.905218"
"68","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.67,0.68,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"69","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.68,0.69,"EA",0.64,NA,"https://doi.org/10.1594/PANGAEA.905218"
"70","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.69,0.7,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"71","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.7,0.71,"EA",0.93,NA,"https://doi.org/10.1594/PANGAEA.905218"
"72","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.71,0.72,"EA",0.65,NA,"https://doi.org/10.1594/PANGAEA.905218"
"73","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.72,0.73,"EA",0.13,NA,"https://doi.org/10.1594/PANGAEA.905218"
"74","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.73,0.74,"EA",0.43,NA,"https://doi.org/10.1594/PANGAEA.905218"
"75","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.74,0.75,"EA",0.38,NA,"https://doi.org/10.1594/PANGAEA.905218"
"76","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.75,0.76,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"77","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.76,0.77,"EA",0.65,NA,"https://doi.org/10.1594/PANGAEA.905218"
"78","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.77,0.78,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"79","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.78,0.79,"EA",0.84,NA,"https://doi.org/10.1594/PANGAEA.905218"
"80","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.79,0.8,"EA",0.96,NA,"https://doi.org/10.1594/PANGAEA.905218"
"81","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.8,0.81,"EA",0.74,NA,"https://doi.org/10.1594/PANGAEA.905218"
"82","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.81,0.82,"EA",1.17,NA,"https://doi.org/10.1594/PANGAEA.905218"
"83","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.82,0.83,"EA",1.08,NA,"https://doi.org/10.1594/PANGAEA.905218"
"84","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.83,0.84,"EA",0.83,NA,"https://doi.org/10.1594/PANGAEA.905218"
"85","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.84,0.85,"EA",0.34,NA,"https://doi.org/10.1594/PANGAEA.905218"
"86","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.85,0.86,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"87","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.86,0.87,"EA",0.29,NA,"https://doi.org/10.1594/PANGAEA.905218"
"88","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.87,0.88,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"89","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.88,0.89,"EA",0.86,NA,"https://doi.org/10.1594/PANGAEA.905218"
"90","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.89,0.9,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"91","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.9,0.91,"EA",1.19,NA,"https://doi.org/10.1594/PANGAEA.905218"
"92","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.91,0.92,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"93","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.92,0.93,"EA",0.34,NA,"https://doi.org/10.1594/PANGAEA.905218"
"94","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.93,0.94,"EA",0.48,NA,"https://doi.org/10.1594/PANGAEA.905218"
"95","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.94,0.95,"EA",1.08,NA,"https://doi.org/10.1594/PANGAEA.905218"
"96","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.95,0.96,"EA",1.35,NA,"https://doi.org/10.1594/PANGAEA.905218"
"97","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.96,0.97,"EA",0.63,NA,"https://doi.org/10.1594/PANGAEA.905218"
"98","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.98,0.99,"EA",1.12,NA,"https://doi.org/10.1594/PANGAEA.905218"
"99","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1,1.01,"EA",1,NA,"https://doi.org/10.1594/PANGAEA.905218"
"100","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.02,1.03,"EA",1.02,NA,"https://doi.org/10.1594/PANGAEA.905218"
"101","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.04,1.05,"EA",0.96,NA,"https://doi.org/10.1594/PANGAEA.905218"
"102","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.05,1.06,"EA",1.12,NA,"https://doi.org/10.1594/PANGAEA.905218"
"103","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.06,1.07,"EA",1.72,NA,"https://doi.org/10.1594/PANGAEA.905218"
"104","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.07,1.08,"EA",1.61,NA,"https://doi.org/10.1594/PANGAEA.905218"
"105","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.08,1.09,"EA",0.95,NA,"https://doi.org/10.1594/PANGAEA.905218"
"106","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.1,1.11,"EA",0.7,NA,"https://doi.org/10.1594/PANGAEA.905218"
"107","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.11,1.12,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"108","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.12,1.13,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"109","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.13,1.14,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"110","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.14,1.15,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"111","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.15,1.16,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"112","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.16,1.17,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"113","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.18,1.19,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"114","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.2,1.21,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"115","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.22,1.23,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"116","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.24,1.25,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"117","Bunzel et al 2019","DB TB13-1","Bay of Tumlau","TB13-1","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.26,1.27,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"118","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0,0.01,"EA",4.02,NA,"https://doi.org/10.1594/PANGAEA.905218"
"119","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.01,0.02,"EA",6.12,NA,"https://doi.org/10.1594/PANGAEA.905218"
"120","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.02,0.03,"EA",7.44,NA,"https://doi.org/10.1594/PANGAEA.905218"
