"","Source","Site_name","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"1776","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.69,0.7,"EA",1.409185429,NA,0.899092312,"https://doi.org/10.1038/s41467-019-12176-8"
"1777","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.7,0.71,"EA",NA,NA,0.979210403,"https://doi.org/10.1038/s41467-019-12176-8"
"1778","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.71,0.72,"EA",NA,NA,0.873704094,"https://doi.org/10.1038/s41467-019-12176-8"
"1779","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.72,0.73,"EA",NA,NA,0.923310191,"https://doi.org/10.1038/s41467-019-12176-8"
"1780","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.73,0.74,"EA",NA,NA,0.696319331,"https://doi.org/10.1038/s41467-019-12176-8"
"1781","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.74,0.75,"EA",1.430436994,NA,0.450007485,"https://doi.org/10.1038/s41467-019-12176-8"
"1782","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.75,0.76,"EA",NA,NA,0.916161483,"https://doi.org/10.1038/s41467-019-12176-8"
"1783","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.76,0.77,"EA",NA,NA,0.801317044,"https://doi.org/10.1038/s41467-019-12176-8"
"1784","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.77,0.78,"EA",NA,NA,1.31314828,"https://doi.org/10.1038/s41467-019-12176-8"
"1785","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.78,0.79,"EA",NA,NA,1.086153639,"https://doi.org/10.1038/s41467-019-12176-8"
"1786","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.79,0.8,"EA",0.614526377,NA,1.209716061,"https://doi.org/10.1038/s41467-019-12176-8"
"1787","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.8,0.81,"EA",NA,NA,1.010815218,"https://doi.org/10.1038/s41467-019-12176-8"
"1788","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.81,0.82,"EA",NA,NA,1.005581781,"https://doi.org/10.1038/s41467-019-12176-8"
"1789","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.82,0.83,"EA",NA,NA,1.011656576,"https://doi.org/10.1038/s41467-019-12176-8"
"1790","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.83,0.84,"EA",NA,NA,1.198536396,"https://doi.org/10.1038/s41467-019-12176-8"
"1791","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.84,0.85,"EA",0.416047155,NA,1.204660349,"https://doi.org/10.1038/s41467-019-12176-8"
"1792","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.85,0.86,"EA",NA,NA,0.996406251,"https://doi.org/10.1038/s41467-019-12176-8"
"1793","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.86,0.87,"EA",NA,NA,1.109866703,"https://doi.org/10.1038/s41467-019-12176-8"
"1794","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.87,0.88,"EA",NA,NA,1.04809211,"https://doi.org/10.1038/s41467-019-12176-8"
"1795","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.88,0.89,"EA",NA,NA,1.227008334,"https://doi.org/10.1038/s41467-019-12176-8"
"1796","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.89,0.9,"EA",0.39891818,NA,0.970728757,"https://doi.org/10.1038/s41467-019-12176-8"
"1797","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.9,0.91,"EA",NA,NA,1.190024499,"https://doi.org/10.1038/s41467-019-12176-8"
"1798","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.91,0.92,"EA",NA,NA,0.878254991,"https://doi.org/10.1038/s41467-019-12176-8"
"1799","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.92,0.93,"EA",NA,NA,1.003779951,"https://doi.org/10.1038/s41467-019-12176-8"
"1800","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.93,0.94,"EA",NA,NA,0.786388137,"https://doi.org/10.1038/s41467-019-12176-8"
"1801","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.94,0.95,"EA",0.332697493,NA,0.782523561,"https://doi.org/10.1038/s41467-019-12176-8"
"1802","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.95,0.96,"EA",NA,NA,0.960847999,"https://doi.org/10.1038/s41467-019-12176-8"
"1803","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.96,0.97,"EA",NA,NA,0.757190174,"https://doi.org/10.1038/s41467-019-12176-8"
"1804","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.97,0.98,"EA",NA,NA,0.842484981,"https://doi.org/10.1038/s41467-019-12176-8"
"1805","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.98,0.99,"EA",NA,NA,1.031781106,"https://doi.org/10.1038/s41467-019-12176-8"
"1806","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,0.99,1,"EA",0.940478022,NA,0.892164815,"https://doi.org/10.1038/s41467-019-12176-8"
"1807","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1,1.01,"EA",NA,NA,1.021560023,"https://doi.org/10.1038/s41467-019-12176-8"
"1808","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.01,1.02,"EA",NA,NA,0.970866778,"https://doi.org/10.1038/s41467-019-12176-8"
"1809","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.02,1.03,"EA",NA,NA,0.833146851,"https://doi.org/10.1038/s41467-019-12176-8"
"1810","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.03,1.04,"EA",NA,NA,1.42477098,"https://doi.org/10.1038/s41467-019-12176-8"
"1811","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.04,1.05,"EA",0.455238708,NA,1.128136464,"https://doi.org/10.1038/s41467-019-12176-8"
"1812","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.05,1.06,"EA",NA,NA,1.289675334,"https://doi.org/10.1038/s41467-019-12176-8"
"1813","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.06,1.07,"EA",NA,NA,1.321321744,"https://doi.org/10.1038/s41467-019-12176-8"
"1814","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.07,1.08,"EA",NA,NA,1.039687982,"https://doi.org/10.1038/s41467-019-12176-8"
"1815","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.08,1.09,"EA",NA,NA,0.911122788,"https://doi.org/10.1038/s41467-019-12176-8"
"1816","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.09,1.1,"EA",0.867600344,NA,0.866404131,"https://doi.org/10.1038/s41467-019-12176-8"
"1817","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.1,1.11,"EA",NA,NA,1.117028646,"https://doi.org/10.1038/s41467-019-12176-8"
"1818","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.11,1.12,"EA",NA,NA,1.072232471,"https://doi.org/10.1038/s41467-019-12176-8"
"1819","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.12,1.13,"EA",NA,NA,1.072238143,"https://doi.org/10.1038/s41467-019-12176-8"
"1820","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.13,1.14,"EA",NA,NA,1.033945949,"https://doi.org/10.1038/s41467-019-12176-8"
"1821","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.14,1.15,"EA",0.48954266,NA,0.96254584,"https://doi.org/10.1038/s41467-019-12176-8"
"1822","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.15,1.16,"EA",NA,NA,1.001741785,"https://doi.org/10.1038/s41467-019-12176-8"
"1823","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.16,1.17,"EA",NA,NA,1.045286322,"https://doi.org/10.1038/s41467-019-12176-8"
"1824","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.17,1.18,"EA",NA,NA,0.973479715,"https://doi.org/10.1038/s41467-019-12176-8"
"1825","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.18,1.19,"EA",NA,NA,0.922257075,"https://doi.org/10.1038/s41467-019-12176-8"
"1826","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.19,1.2,"EA",0.582533758,NA,1.127295106,"https://doi.org/10.1038/s41467-019-12176-8"
"1827","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.2,1.21,"EA",NA,NA,0.97453283,"https://doi.org/10.1038/s41467-019-12176-8"
"1828","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.21,1.22,"EA",NA,NA,1.067921692,"https://doi.org/10.1038/s41467-019-12176-8"
"1829","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.22,1.23,"EA",NA,NA,0.878850559,"https://doi.org/10.1038/s41467-019-12176-8"
"1830","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.23,1.24,"EA",NA,NA,0.914879594,"https://doi.org/10.1038/s41467-019-12176-8"
"1831","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.24,1.25,"EA",0.371656862,NA,1.020210069,"https://doi.org/10.1038/s41467-019-12176-8"
"1832","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.25,1.26,"EA",NA,NA,1.027808761,"https://doi.org/10.1038/s41467-019-12176-8"
"1833","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.26,1.27,"EA",NA,NA,0.951740533,"https://doi.org/10.1038/s41467-019-12176-8"
"1834","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.27,1.28,"EA",NA,NA,0.945958796,"https://doi.org/10.1038/s41467-019-12176-8"
"1835","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.28,1.29,"EA",NA,NA,1.141169007,"https://doi.org/10.1038/s41467-019-12176-8"
"1836","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.29,1.3,"EA",0.501937707,NA,0.939904799,"https://doi.org/10.1038/s41467-019-12176-8"
"1837","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.3,1.31,"EA",NA,NA,1.033998888,"https://doi.org/10.1038/s41467-019-12176-8"
"1838","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.31,1.32,"EA",NA,NA,0.928180615,"https://doi.org/10.1038/s41467-019-12176-8"
"1839","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.32,1.33,"EA",NA,NA,1.054359755,"https://doi.org/10.1038/s41467-019-12176-8"
"1840","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.33,1.34,"EA",NA,NA,0.979925085,"https://doi.org/10.1038/s41467-019-12176-8"
"1841","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.34,1.35,"EA",0.589033847,NA,0.892675302,"https://doi.org/10.1038/s41467-019-12176-8"
"1842","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.35,1.36,"EA",NA,NA,0.780888112,"https://doi.org/10.1038/s41467-019-12176-8"
"1843","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.36,1.37,"EA",NA,NA,0.958478961,"https://doi.org/10.1038/s41467-019-12176-8"
"1844","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.37,1.38,"EA",NA,NA,0.937365599,"https://doi.org/10.1038/s41467-019-12176-8"
"1845","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.38,1.39,"EA",NA,NA,0.840310684,"https://doi.org/10.1038/s41467-019-12176-8"
"1846","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.39,1.4,"EA",0.724842724,NA,0.753191359,"https://doi.org/10.1038/s41467-019-12176-8"
"1847","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.4,1.41,"EA",NA,NA,0.670343108,"https://doi.org/10.1038/s41467-019-12176-8"
"1848","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.41,1.42,"EA",NA,NA,0.633964295,"https://doi.org/10.1038/s41467-019-12176-8"
"1849","Serrano et al 2019","OS A24","A24","Saltmarsh",-33.566722,137.950278,"direct from dataset","1","Australia",2013,1.42,1.43,"EA",NA,NA,0.135984271,"https://doi.org/10.1038/s41467-019-12176-8"
"1850","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0,0.01,"EA",1.21,NA,0.82,"https://doi.org/10.1038/s41467-019-12176-8"
"1851","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.01,0.02,"EA",NA,NA,1.04,"https://doi.org/10.1038/s41467-019-12176-8"
"1852","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.02,0.03,"EA",NA,NA,0.62,"https://doi.org/10.1038/s41467-019-12176-8"
"1853","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.03,0.04,"EA",NA,NA,0.72,"https://doi.org/10.1038/s41467-019-12176-8"
"1854","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.04,0.05,"EA",1.05,NA,0.75,"https://doi.org/10.1038/s41467-019-12176-8"
"1855","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.05,0.06,"EA",NA,NA,1.02,"https://doi.org/10.1038/s41467-019-12176-8"
"1856","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.06,0.07,"EA",NA,NA,0.89,"https://doi.org/10.1038/s41467-019-12176-8"
"1857","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.07,0.08,"EA",NA,NA,0.92,"https://doi.org/10.1038/s41467-019-12176-8"
"1858","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.08,0.09,"EA",1.23,NA,1.06,"https://doi.org/10.1038/s41467-019-12176-8"
"1859","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.09,0.1,"EA",NA,NA,1.23,"https://doi.org/10.1038/s41467-019-12176-8"
"1860","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.1,0.11,"EA",0.55,NA,1.12,"https://doi.org/10.1038/s41467-019-12176-8"
"1861","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.11,0.12,"EA",NA,NA,0.98,"https://doi.org/10.1038/s41467-019-12176-8"
"1862","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.12,0.13,"EA",0.78,NA,1.15,"https://doi.org/10.1038/s41467-019-12176-8"
"1863","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.13,0.14,"EA",NA,NA,0.99,"https://doi.org/10.1038/s41467-019-12176-8"
"1864","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.14,0.15,"EA",0.9,NA,0.97,"https://doi.org/10.1038/s41467-019-12176-8"
"1865","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.15,0.16,"EA",NA,NA,1.1,"https://doi.org/10.1038/s41467-019-12176-8"
"1866","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.16,0.17,"EA",0.46,NA,1.19,"https://doi.org/10.1038/s41467-019-12176-8"
"1867","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.17,0.18,"EA",NA,NA,1.31,"https://doi.org/10.1038/s41467-019-12176-8"
"1868","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.18,0.19,"EA",0.27,NA,1.6,"https://doi.org/10.1038/s41467-019-12176-8"
"1869","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.19,0.2,"EA",NA,NA,1.48,"https://doi.org/10.1038/s41467-019-12176-8"
"1870","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.2,0.21,"EA",NA,NA,1.33,"https://doi.org/10.1038/s41467-019-12176-8"
"1871","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.21,0.22,"EA",NA,NA,1.11,"https://doi.org/10.1038/s41467-019-12176-8"
"1872","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.22,0.23,"EA",0.17,NA,1.47,"https://doi.org/10.1038/s41467-019-12176-8"
"1873","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.23,0.24,"EA",NA,NA,1.55,"https://doi.org/10.1038/s41467-019-12176-8"
"1874","Serrano et al 2019","OS GB7","GB7","Saltmarsh",-23.95,113.6333333,"direct from dataset","1","Australia",2015,0.24,0.25,"EA",0.48,NA,0.86,"https://doi.org/10.1038/s41467-019-12176-8"
