"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"519","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","soil+peat",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.0667,0.0833,"EA",NA,47.22,0.102,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"520","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","soil+peat",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.0833,0.1,"EA",17.35,43.22,0.114,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"521","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","soil+peat",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.1,0.1167,"EA",NA,49.14,0.096,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"522","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","soil+peat",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.1167,0.1333,"EA",17.99,36.66,0.12,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"523","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","soil+peat",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.1333,0.15,"EA",NA,28.51,0.174,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"524","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.15,0.1667,"EA",3.81,16.47,0.246,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"525","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.1667,0.1833,"EA",NA,15.63,0.275,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"526","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.1833,0.2,"EA",NA,15.42,0.299,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"527","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.2,0.2167,"EA",6.29,16.48,0.275,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"528","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.2167,0.2333,"EA",NA,15.4,0.281,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"529","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat+sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.2333,0.25,"EA",NA,14.51,0.329,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"530","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat+sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.25,0.2667,"EA",NA,14.27,0.323,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"531","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat+sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.2667,0.2833,"EA",3.83,13.51,0.353,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"532","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat+sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.2833,0.3,"EA",NA,8.85,0.413,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"533","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat+sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.3,0.3167,"EA",NA,3.65,0.569,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"534","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat+sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.3167,0.3333,"EA",NA,3.73,0.599,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"535","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat+sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.3333,0.35,"EA",NA,4.04,0.569,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"536","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.35,0.3667,"EA",NA,4.16,0.581,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"537","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.3667,0.3833,"EA",0.8,3.9,0.599,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"538","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.3833,0.4,"EA",NA,3.23,0.617,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"539","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.4,0.4167,"EA",NA,3.34,0.629,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"540","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.4167,0.4333,"EA",NA,4.1,0.617,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"541","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.4333,0.45,"EA",NA,2.68,0.605,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"542","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.45,0.4667,"EA",0.66,3.68,0.635,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"543","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.4667,0.4833,"EA",NA,3.36,0.575,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"544","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.4833,0.5,"EA",NA,2.69,0.695,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"545","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.5,0.5167,"EA",NA,2.41,0.683,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"546","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.5167,0.5333,"EA",NA,15.76,0.335,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"547","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.5333,0.55,"EA",NA,17.91,0.413,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"548","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand+Clay",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.55,0.5667,"EA",0.6,6.5,0.539,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"549","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand+Clay",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.5667,0.5833,"EA",NA,5.99,0.491,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"550","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand+Clay",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.5833,0.6,"EA",NA,3.91,0.611,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"551","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand+Clay",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.6,0.6167,"EA",NA,4.01,0.629,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"552","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Clay",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.6167,0.6334,"EA",0.6,6.54,0.491,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"553","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","soil",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0112,"EA",NA,55.33,0.179,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"554","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","soil",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0112,0.0224,"EA",NA,53.53,0.125,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"555","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","soil",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0224,0.0336,"EA",NA,44.54,0.179,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"556","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","soil",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0336,0.0447,"EA",NA,42.32,0.161,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"557","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","soil+peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0447,0.0559,"EA",NA,50.43,0.143,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"558","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","soil+peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0559,0.0671,"EA",NA,57.75,0.143,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"559","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0671,0.0783,"EA",NA,49.74,0.143,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"560","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0783,0.0895,"EA",NA,39.72,0.161,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"561","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0895,0.1007,"EA",NA,39.31,0.214,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"562","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1007,0.1119,"EA",NA,51.26,0.152,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"563","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","organic debris",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1119,0.1231,"EA",NA,41.94,0.188,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"564","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1231,0.1342,"EA",NA,32.61,0.223,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"565","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1342,0.1454,"EA",NA,18.59,0.411,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"566","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1454,0.1566,"EA",NA,20.88,0.286,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"567","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1566,0.1678,"EA",NA,29.25,0.295,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"568","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1678,0.179,"EA",NA,19.82,0.348,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"569","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.179,0.1902,"EA",NA,42.78,0.429,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"570","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand+peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1902,0.2014,"EA",NA,12.64,0.473,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"571","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand+peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2014,0.2125,"EA",NA,10.34,0.5,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"572","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2125,0.2237,"EA",NA,7.3,0.634,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"573","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2237,0.2349,"EA",NA,6.53,0.714,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"574","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2349,0.2461,"EA",NA,4.93,0.714,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"575","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2461,0.2573,"EA",NA,6.92,0.625,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"576","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2573,0.2685,"EA",NA,6.64,0.634,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"577","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2685,0.2797,"EA",NA,10.31,0.545,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"578","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2797,0.2908,"EA",NA,10.34,0.563,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"579","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2908,0.302,"EA",NA,11.34,0.545,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"580","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.302,0.3132,"EA",NA,7.73,0.714,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"581","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.3132,0.3244,"EA",NA,7.95,0.75,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"582","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.3244,0.3356,"EA",NA,5.66,0.804,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"583","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.3356,0.3468,"EA",NA,7.18,0.723,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"584","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.3468,0.358,"EA",NA,4.82,0.768,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"585","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.358,0.3692,"EA",NA,7.35,0.92,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"586","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.3692,0.3803,"EA",NA,7.3,0.723,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"587","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.3803,0.3915,"EA",NA,11.05,0.67,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"588","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.3915,0.4027,"EA",NA,18.31,0.714,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"589","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4027,0.4139,"EA",NA,19.09,0.455,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"590","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4139,0.4251,"EA",NA,18.85,0.357,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"591","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4251,0.4363,"EA",NA,10.17,0.732,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"592","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4363,0.4475,"EA",NA,2.96,0.92,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"593","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4475,0.4586,"EA",NA,7.12,0.938,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"594","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4586,0.4698,"EA",NA,16.97,0.759,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"595","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","debris (in sand)",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4698,0.481,"EA",NA,55.9,0.411,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"596","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","debris (in sand)",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.481,0.4922,"EA",NA,13.96,0.821,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"597","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","debris (in sand)",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4922,0.5034,"EA",NA,14.06,0.83,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"598","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","debris (in sand)",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.5034,0.5146,"EA",NA,14.1,0.839,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
