"","Source","Original_source","Site_name","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","Year_collected_end","Method","DOI"
"104","Xia et al 2022","Xia et al 2022","SX Chongming Island 3","Chongming Island 3","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.1,0.2,2.765,"0.223","0.7","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"105","Xia et al 2022","Xia et al 2022","SX Chongming Island 3","Chongming Island 3","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.2,0.3,1.832,"0.114","0.89","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"106","Xia et al 2022","Xia et al 2022","SX Chongming Island 3","Chongming Island 3","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.3,0.4,1.901,"0.126","0.78","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"107","Xia et al 2022","Xia et al 2022","SX Chongming Island 4","Chongming Island 4","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0,0.1,2.477,"0.18","0.49","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"108","Xia et al 2022","Xia et al 2022","SX Chongming Island 4","Chongming Island 4","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.1,0.2,2.239,"0.144","0.85","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"109","Xia et al 2022","Xia et al 2022","SX Chongming Island 4","Chongming Island 4","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.2,0.3,1.718,"0.097","1.25","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"110","Xia et al 2022","Xia et al 2022","SX Chongming Island 4","Chongming Island 4","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.3,0.4,1.643,"0.084","0.98","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"111","Xia et al 2022","Xia et al 2022","SX Chongming Island 5","Chongming Island 5","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0,0.1,2.051,"0.229","0.63","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"112","Xia et al 2022","Xia et al 2022","SX Chongming Island 5","Chongming Island 5","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.1,0.2,2.849,"0.221","0.61","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"113","Xia et al 2022","Xia et al 2022","SX Chongming Island 5","Chongming Island 5","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.2,0.3,1.81,"0.116","0.88","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"114","Xia et al 2022","Xia et al 2022","SX Chongming Island 5","Chongming Island 5","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.3,0.4,2.03,"0.139","0.69","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"115","Xia et al 2022","Xia et al 2022","SX Chongming Island 6","Chongming Island 6","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0,0.1,2.478,"0.198","0.45","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"116","Xia et al 2022","Xia et al 2022","SX Chongming Island 6","Chongming Island 6","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.1,0.2,1.791,"0.152","0.77","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"117","Xia et al 2022","Xia et al 2022","SX Chongming Island 6","Chongming Island 6","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.2,0.3,2.276,"0.158","0.98","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"118","Xia et al 2022","Xia et al 2022","SX Chongming Island 6","Chongming Island 6","Saltmarsh","31.5167","122.6167","direct from dataset","1","China","Shanghai","2015",0.3,0.4,1.757,"0.095","0.86","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"119","Xia et al 2022","Xia et al 2022","SX Hengsha Island 1","Hengsha Island 1","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0,0.1,1.975,"0.104","1.08","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"120","Xia et al 2022","Xia et al 2022","SX Hengsha Island 1","Hengsha Island 1","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.1,0.2,1.98,"0.098","1.14","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"121","Xia et al 2022","Xia et al 2022","SX Hengsha Island 1","Hengsha Island 1","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.2,0.3,1.933,"0.085","1.16","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"122","Xia et al 2022","Xia et al 2022","SX Hengsha Island 1","Hengsha Island 1","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.3,0.4,1.97,"0.098","1.29","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"123","Xia et al 2022","Xia et al 2022","SX Hengsha Island 3","Hengsha Island 3","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0,0.1,2.045,"0.09","0.99","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"124","Xia et al 2022","Xia et al 2022","SX Hengsha Island 3","Hengsha Island 3","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.1,0.2,2.012,"0.106","1.18","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"125","Xia et al 2022","Xia et al 2022","SX Hengsha Island 3","Hengsha Island 3","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.2,0.3,1.955,"0.095","1.18","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"126","Xia et al 2022","Xia et al 2022","SX Hengsha Island 3","Hengsha Island 3","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.3,0.4,1.946,"0.091","1.27","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"127","Xia et al 2022","Xia et al 2022","SX Hengsha Island 4","Hengsha Island 4","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0,0.1,1.98,"0.087","1.11","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"128","Xia et al 2022","Xia et al 2022","SX Hengsha Island 4","Hengsha Island 4","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.1,0.2,2.135,"0.097","1.1","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"129","Xia et al 2022","Xia et al 2022","SX Hengsha Island 4","Hengsha Island 4","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.2,0.3,1.885,"0.074","1.11","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"130","Xia et al 2022","Xia et al 2022","SX Hengsha Island 4","Hengsha Island 4","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.3,0.4,1.922,"0.09","1.06","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"131","Xia et al 2022","Xia et al 2022","SX Hengsha Island 5","Hengsha Island 5","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0,0.1,1.962,"0.09","1.05","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"132","Xia et al 2022","Xia et al 2022","SX Hengsha Island 5","Hengsha Island 5","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.1,0.2,1.534,"0.09","0.94","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"133","Xia et al 2022","Xia et al 2022","SX Hengsha Island 5","Hengsha Island 5","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.2,0.3,1.959,"0.087","1.04","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"134","Xia et al 2022","Xia et al 2022","SX Hengsha Island 5","Hengsha Island 5","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.3,0.4,1.92,"0.089","1.15","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"135","Xia et al 2022","Xia et al 2022","SX Hengsha Island 6","Hengsha Island 6","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0,0.1,1.92,"0.087","1.14","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"136","Xia et al 2022","Xia et al 2022","SX Hengsha Island 6","Hengsha Island 6","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.1,0.2,1.891,"0.083","1.33","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"137","Xia et al 2022","Xia et al 2022","SX Hengsha Island 6","Hengsha Island 6","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.2,0.3,1.886,"0.082","1.23","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"138","Xia et al 2022","Xia et al 2022","SX Hengsha Island 6","Hengsha Island 6","Saltmarsh","31.3333","121.8333","direct from dataset","1","China","Shanghai","2015",0.3,0.4,1.951,"0.092","1.21","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"139","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 2","Jiulong River Estuary 2","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0,0.1,1.36,"0.143","0.73","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"140","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 2","Jiulong River Estuary 2","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.1,0.2,1.495,"0.162","0.84","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"141","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 2","Jiulong River Estuary 2","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.2,0.3,1.492,"0.167","0.71","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"142","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 2","Jiulong River Estuary 2","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.3,0.4,1.672,"0.176","0.6","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"143","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 4","Jiulong River Estuary 4","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0,0.1,1.479,"0.163","0.57","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"144","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 4","Jiulong River Estuary 4","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.1,0.2,1.411,"0.163","0.71","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"145","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 4","Jiulong River Estuary 4","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.2,0.3,1.476,"0.162","0.7","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"146","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 4","Jiulong River Estuary 4","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.3,0.4,1.54,"0.155","0.6","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"147","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 6","Jiulong River Estuary 6","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0,0.1,1.336,"0.155","0.76","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"148","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 6","Jiulong River Estuary 6","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.1,0.2,1.378,"0.158","0.8","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"149","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 6","Jiulong River Estuary 6","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.2,0.3,1.634,"0.17","0.7","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"150","Xia et al 2022","Xia et al 2022","SX Jiulong River Estuary 6","Jiulong River Estuary 6","Saltmarsh","24.4167","117.9167","direct from dataset","1","China","Fujian","2015",0.3,0.4,1.825,"0.17","0.62","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"151","Xia et al 2022","Xia et al 2022","SX Liao River Delta 1","Liao River Delta 1","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0,0.1,2.158,"0.265","1.13","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"152","Xia et al 2022","Xia et al 2022","SX Liao River Delta 1","Liao River Delta 1","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.1,0.2,1.126,"0.131","1.28","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"153","Xia et al 2022","Xia et al 2022","SX Liao River Delta 1","Liao River Delta 1","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.2,0.3,1.107,"0.144","1.14","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"154","Xia et al 2022","Xia et al 2022","SX Liao River Delta 1","Liao River Delta 1","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.3,0.4,0.996,"0.137","1.34","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"155","Xia et al 2022","Xia et al 2022","SX Liao River Delta 1","Liao River Delta 1","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.4,0.6,1.001,"0.137","1.32","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"156","Xia et al 2022","Xia et al 2022","SX Liao River Delta 1","Liao River Delta 1","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.6,0.8,1.262,"0.159","1.23","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"157","Xia et al 2022","Xia et al 2022","SX Liao River Delta 1","Liao River Delta 1","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.8,1,1.184,"0.168","1.25","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"158","Xia et al 2022","Xia et al 2022","SX Liao River Delta 2","Liao River Delta 2","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0,0.1,0.632,"0.087","1.29","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"159","Xia et al 2022","Xia et al 2022","SX Liao River Delta 2","Liao River Delta 2","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.1,0.2,1.005,"0.135","1.32","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"160","Xia et al 2022","Xia et al 2022","SX Liao River Delta 2","Liao River Delta 2","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.2,0.3,1.15,"0.109","1.37","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"161","Xia et al 2022","Xia et al 2022","SX Liao River Delta 2","Liao River Delta 2","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.3,0.4,0.991,"0.118","1.27","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"162","Xia et al 2022","Xia et al 2022","SX Liao River Delta 2","Liao River Delta 2","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.4,0.6,1.267,NA,"1.23","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"163","Xia et al 2022","Xia et al 2022","SX Liao River Delta 2","Liao River Delta 2","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.6,0.8,1.028,NA,"1.31","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"164","Xia et al 2022","Xia et al 2022","SX Liao River Delta 2","Liao River Delta 2","Saltmarsh","41.0507","121.8923","direct from dataset","1","China","Liaoning ","2015",0.8,1,1.1,NA,"1.28","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"165","Xia et al 2022","Xia et al 2022","SX Liao River Delta 3","Liao River Delta 3","Saltmarsh","41.0321","121.8884","direct from dataset","1","China","Liaoning ","2015",0,0.1,1.064,"0.105","1.41","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"166","Xia et al 2022","Xia et al 2022","SX Liao River Delta 3","Liao River Delta 3","Saltmarsh","41.0321","121.8884","direct from dataset","1","China","Liaoning ","2015",0.1,0.2,0.919,"0.105","1.37","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"167","Xia et al 2022","Xia et al 2022","SX Liao River Delta 3","Liao River Delta 3","Saltmarsh","41.0321","121.8884","direct from dataset","1","China","Liaoning ","2015",0.2,0.3,0.994,"0.101","1.27","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"168","Xia et al 2022","Xia et al 2022","SX Liao River Delta 3","Liao River Delta 3","Saltmarsh","41.0321","121.8884","direct from dataset","1","China","Liaoning ","2015",0.3,0.4,0.688,"0.061","1.3","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"169","Xia et al 2022","Xia et al 2022","SX Liao River Delta 3","Liao River Delta 3","Saltmarsh","41.0321","121.8884","direct from dataset","1","China","Liaoning ","2015",0.4,0.6,0.945,NA,"1.34","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"170","Xia et al 2022","Xia et al 2022","SX Liao River Delta 3","Liao River Delta 3","Saltmarsh","41.0321","121.8884","direct from dataset","1","China","Liaoning ","2015",0.6,0.8,0.936,NA,"1.35","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"171","Xia et al 2022","Xia et al 2022","SX Liao River Delta 3","Liao River Delta 3","Saltmarsh","41.0321","121.8884","direct from dataset","1","China","Liaoning ","2015",0.8,1,0.954,NA,"1.34","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"172","Xia et al 2022","Xia et al 2022","SX Liao River Delta 4","Liao River Delta 4","Saltmarsh","40.9921","121.9361","direct from dataset","1","China","Liaoning ","2015",0,0.1,1.047,"0.13","1.13","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"173","Xia et al 2022","Xia et al 2022","SX Liao River Delta 4","Liao River Delta 4","Saltmarsh","40.9921","121.9361","direct from dataset","1","China","Liaoning ","2015",0.1,0.2,1.274,"0.134","1.2","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"174","Xia et al 2022","Xia et al 2022","SX Liao River Delta 4","Liao River Delta 4","Saltmarsh","40.9921","121.9361","direct from dataset","1","China","Liaoning ","2015",0.2,0.3,0.899,"0.111","1.39","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"175","Xia et al 2022","Xia et al 2022","SX Liao River Delta 4","Liao River Delta 4","Saltmarsh","40.9921","121.9361","direct from dataset","1","China","Liaoning ","2015",0.3,0.4,0.736,"0.085","1.59","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"176","Xia et al 2022","Xia et al 2022","SX Liao River Delta 4","Liao River Delta 4","Saltmarsh","40.9921","121.9361","direct from dataset","1","China","Liaoning ","2015",0.4,0.6,0.58,"0.07","1.53","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"177","Xia et al 2022","Xia et al 2022","SX Liao River Delta 4","Liao River Delta 4","Saltmarsh","40.9921","121.9361","direct from dataset","1","China","Liaoning ","2015",0.6,0.8,0.475,"0.064","1.61","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"178","Xia et al 2022","Xia et al 2022","SX Liao River Delta 4","Liao River Delta 4","Saltmarsh","40.9921","121.9361","direct from dataset","1","China","Liaoning ","2015",0.8,1,0.578,"0.063","1.53","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"179","Xia et al 2022","Xia et al 2022","SX Liao River Delta 6","Liao River Delta 6","Saltmarsh","41.0468","121.8686","direct from dataset","1","China","Liaoning ","2015",0,0.1,0.698,"0.095","1.46","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"180","Xia et al 2022","Xia et al 2022","SX Liao River Delta 6","Liao River Delta 6","Saltmarsh","41.0468","121.8686","direct from dataset","1","China","Liaoning ","2015",0.1,0.2,1.275,"0.139","1.23","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"181","Xia et al 2022","Xia et al 2022","SX Liao River Delta 6","Liao River Delta 6","Saltmarsh","41.0468","121.8686","direct from dataset","1","China","Liaoning ","2015",0.2,0.3,0.874,"0.105","1.75","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"182","Xia et al 2022","Xia et al 2022","SX Liao River Delta 6","Liao River Delta 6","Saltmarsh","41.0468","121.8686","direct from dataset","1","China","Liaoning ","2015",0.3,0.4,0.952,"0.114","1.34","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"183","Xia et al 2022","Xia et al 2022","SX Liao River Delta 6","Liao River Delta 6","Saltmarsh","41.0468","121.8686","direct from dataset","1","China","Liaoning ","2015",0.4,0.6,0.868,NA,"1.38","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"184","Xia et al 2022","Xia et al 2022","SX Liao River Delta 6","Liao River Delta 6","Saltmarsh","41.0468","121.8686","direct from dataset","1","China","Liaoning ","2015",0.6,0.8,1.039,NA,"1.31","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"185","Xia et al 2022","Xia et al 2022","SX Liao River Delta 6","Liao River Delta 6","Saltmarsh","41.0468","121.8686","direct from dataset","1","China","Liaoning ","2015",0.8,1,0.88,NA,"1.37","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"186","Xia et al 2022","Xia et al 2022","SX Liao River Delta 7","Liao River Delta 7","Saltmarsh","41.0499","121.832","direct from dataset","1","China","Liaoning ","2015",0,0.1,3.672,"0.372","0.81","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"187","Xia et al 2022","Xia et al 2022","SX Liao River Delta 7","Liao River Delta 7","Saltmarsh","41.0499","121.832","direct from dataset","1","China","Liaoning ","2015",0.1,0.2,1.681,"0.207","1.12","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"188","Xia et al 2022","Xia et al 2022","SX Liao River Delta 7","Liao River Delta 7","Saltmarsh","41.0499","121.832","direct from dataset","1","China","Liaoning ","2015",0.2,0.3,1.425,"0.156","1.18","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"189","Xia et al 2022","Xia et al 2022","SX Liao River Delta 7","Liao River Delta 7","Saltmarsh","41.0499","121.832","direct from dataset","1","China","Liaoning ","2015",0.3,0.4,0.998,"0.126","1.32","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"190","Xia et al 2022","Xia et al 2022","SX Liao River Delta 7","Liao River Delta 7","Saltmarsh","41.0499","121.832","direct from dataset","1","China","Liaoning ","2015",0.4,0.6,0.961,"0.153","1.34","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"191","Xia et al 2022","Xia et al 2022","SX Liao River Delta 7","Liao River Delta 7","Saltmarsh","41.0499","121.832","direct from dataset","1","China","Liaoning ","2015",0.6,0.8,0.931,"0.112","1.35","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"192","Xia et al 2022","Xia et al 2022","SX Liao River Delta 7","Liao River Delta 7","Saltmarsh","41.0499","121.832","direct from dataset","1","China","Liaoning ","2015",0.8,1,0.748,"0.109","1.43","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"193","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 1","Minjiang River Estuary 1","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0,0.1,2.512,"0.208","0.67","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"194","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 1","Minjiang River Estuary 1","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.1,0.2,2.032,"0.197","0.49","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"195","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 1","Minjiang River Estuary 1","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.2,0.3,1.865,"0.173","0.73","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"196","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 1","Minjiang River Estuary 1","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.3,0.4,2.051,"0.185","0.64","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"197","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 2","Minjiang River Estuary 2","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0,0.1,2.439,"0.221","0.76","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"198","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 2","Minjiang River Estuary 2","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.1,0.2,2.421,"0.216","0.75","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"199","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 2","Minjiang River Estuary 2","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.2,0.3,2.106,"0.19","0.82","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"200","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 2","Minjiang River Estuary 2","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.3,0.4,2.243,"0.196","0.83","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"201","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 3","Minjiang River Estuary 3","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0,0.1,3.057,"0.314","0.67","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"202","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 3","Minjiang River Estuary 3","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.1,0.2,2.184,"0.208","0.68","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"203","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 3","Minjiang River Estuary 3","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.2,0.3,2.492,"0.215","0.76","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"204","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 3","Minjiang River Estuary 3","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.3,0.4,2.306,"0.201","0.82","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"205","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 4","Minjiang River Estuary 4","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0,0.1,1.951,"0.19","0.71","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
